	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041713_Debaryomyces_maramus
2066	OG0002066	YJR141W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.84&CDS=1-1107
2067	OG0002067	YJR142W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.82-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.82&CDS=1-933
2068	OG0002068	YJR143C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-17.39&CDS=1-2259
2069	OG0002069	YJR144W	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.266-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-1.266&CDS=1-816
2070	OG0002070	YJR149W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-3.32&CDS=1-1155
2071	OG0002071	YJR152W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-4.142&CDS=1-1569
2072	OG0002072	YKL001C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.33&CDS=1-597
2073	OG0002073	YKL002W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.15-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.15&CDS=1-690
2074	OG0002074	YKL003C	genemark-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.108-mRNA-1_1&gene=genemark-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.108&CDS=1-360
2075	OG0002075	YKL004W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.34&CDS=1-1524
2076	OG0002076	YKL005C	augustus_masked-NODE_134_length_427_cov_0.794118_ID_5039-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_134_length_427_cov_0.794118_ID_5039-processed-gene-0.2&CDS=1-360
2077	OG0002077	YKL006C-A	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.21&CDS=1-294
2078	OG0002078	YKL007W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.125&CDS=1-798
2079	OG0002079	YKL009W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.34&CDS=1-696
2080	OG0002080	YKL010C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.126-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.126&CDS=1-4968
2081	OG0002081	YKL011C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.26&CDS=1-1032
2082	OG0002082	YKL013C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.22&CDS=1-2487
2083	OG0002083	YKL014C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.106&CDS=1-5502
2084	OG0002084	YKL015W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.109&CDS=1-2967
2085	OG0002085	YKL016C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-1.25&CDS=1-525
2086	OG0002086	YKL017C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-2.107&CDS=1-2256
2087	OG0002087	YKL018W	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-1.99&CDS=1-2061
2088	OG0002088	YKL019W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-13.104-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-13.104&CDS=1-933
2089	OG0002089	YKL021C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.33&CDS=1-1338
2090	OG0002090	YKL022C	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.50-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-8.50&CDS=1-2082
2091	OG0002091	YKL024C	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-8.2-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-8.2&CDS=1-2028
2092	OG0002092	YKL025C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.135&CDS=1-1989
2093	OG0002093	YKL027W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-4.33&CDS=1-1959
2094	OG0002094	YKL029C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-12.136&CDS=1-1905
2095	OG0002095	YKL033W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-1.153&CDS=1-3726
2096	OG0002096	YKL034W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-11.2-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-11.2&CDS=1-5028
2097	OG0002097	YKL035W	maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_10_length_206640_cov_39.1024_ID_2080-augustus-gene-0.9&CDS=1-1503
2098	OG0002098	YKL041W	maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-11.277-mRNA-1_1&gene=maker-NODE_5_length_1251503_cov_26.723_ID_1834-augustus-gene-11.277&CDS=1-675
2099	OG0002099	YKL043W	genemark-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.116-mRNA-1_1&gene=genemark-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.116&CDS=1-1764
2100	OG0002100	YKL045W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.272-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.272&CDS=1-1563
2101	OG0002101	YKL046C	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-1.9&CDS=1-1341
2102	OG0002102	YKL047W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.154-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.154&CDS=1-1689
2103	OG0002103	YKL051W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.267-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.267&CDS=1-1011
2104	OG0002104	YKL053C-A	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.229-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.229&CDS=1-267
2105	OG0002105	YKL054C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.220-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.220&CDS=1-2106
2106	OG0002106	YKL055C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.28-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.28&CDS=1-765
2107	OG0002107	YKL056C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.49&CDS=1-501
2108	OG0002108	YKL058W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.15&CDS=1-375
2109	OG0002109	YKL059C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.38&CDS=1-1449
2110	OG0002110	YKL060C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.222-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-11.222&CDS=1-1080
2111	OG0002111	YKL064W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.35-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-7.35&CDS=1-2967
2112	OG0002112	YKL067W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-11.151&CDS=1-456
2113	OG0002113	YKL069W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.33&CDS=1-528
2114	OG0002114	YKL070W	augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.48&CDS=1-633
2115	OG0002115	YKL073W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.144-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.144&CDS=1-2757
2116	OG0002116	YKL074C	maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-13.113-mRNA-1_1&gene=maker-NODE_3_length_1617016_cov_26.7539_ID_6023-snap-gene-13.113&CDS=1-1806
2117	OG0002117	YKL077W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.160-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.160&CDS=1-1326
2118	OG0002118	YKL078W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.147-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.147&CDS=1-2571
2119	OG0002119	YKL080W	snap_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-4.74&CDS=1-1137
2120	OG0002120	YKL082C	maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-4.142-mRNA-1_1&gene=maker-NODE_7_length_764832_cov_27.519_ID_1967-augustus-gene-4.142&CDS=1-1386
2121	OG0002121	YKL085W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.319-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.319&CDS=1-996
2122	OG0002122	YKL086W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-9.156-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-9.156&CDS=1-396
2123	OG0002123	YKL087C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-2.19&CDS=1-768
2124	OG0002124	YKL088W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-12.46&CDS=1-1854
2125	OG0002125	YKL089W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.12&CDS=1-4191
2126	OG0002126	YKL090W	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.155-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-16.155&CDS=1-1548
2127	OG0002127	YKL092C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.7&CDS=1-3525
2128	OG0002128	YKL094W	augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_1354523_cov_30.1699_ID_1712-processed-gene-12.4&CDS=1-900
2129	OG0002129	YKL095W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.130-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.130&CDS=1-978
2130	OG0002130	YKL099C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.127&CDS=1-744
2131	OG0002131	YKL100C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.32&CDS=1-1746
2132	OG0002132	YKL104C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.43&CDS=1-2088
2133	OG0002133	YKL107W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.19&CDS=1-894
2134	OG0002134	YKL108W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.146&CDS=1-1386
2135	OG0002135	YKL110C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.148-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-1.148&CDS=1-879
2136	OG0002136	YKL113C	genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.128-mRNA-1_1&gene=genemark-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.128&CDS=1-4254
2137	OG0002137	YKL114C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-10.67&CDS=1-1098
2138	OG0002138	YKL116C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-8.38&CDS=1-1722
2139	OG0002139	YKL117W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.18&CDS=1-771
2140	OG0002140	YKL119C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-8.132&CDS=1-624
2141	OG0002141	YKL120W	augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_142748_cov_44.3038_ID_2194-processed-gene-0.41&CDS=1-1026
2142	OG0002142	YKL125W	augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_1095915_cov_30.0014_ID_1528-processed-gene-0.45&CDS=1-2001
2143	OG0002143	YKL134C	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-12.36&CDS=1-2379
2144	OG0002144	YKL135C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.155-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-7.155&CDS=1-2223
2145	OG0002145	YKL137W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.287-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.287&CDS=1-342
2146	OG0002146	YKL138C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.286-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.286&CDS=1-339
2147	OG0002147	YKL139W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-14.42&CDS=1-1722
2148	OG0002148	YKL142W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.127-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-10.127&CDS=1-663
2149	OG0002149	YKL144C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.127-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.127&CDS=1-588
2150	OG0002150	YKL145W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.149-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.149&CDS=1-1338
2151	OG0002151	YKL150W	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.104&CDS=1-894
2152	OG0002152	YKL151C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-5.110&CDS=1-1095
2153	OG0002153	YKL155C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-4.132&CDS=1-2355
2154	OG0002154	YKL157W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-8.155&CDS=1-2613
2155	OG0002155	YKL159C	augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.142-mRNA-1_1&gene=augustus_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-15.142&CDS=1-699
2156	OG0002156	YKL160W	snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1781626_cov_27.7105_ID_1459-processed-gene-14.107&CDS=1-1857
2157	OG0002157	YKL165C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-5.2&CDS=1-6564
2158	OG0002158	YKL170W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.39-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-3.39&CDS=1-396
2159	OG0002159	YKL171W	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.304-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.304&CDS=1-2586
2160	OG0002160	YKL173W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.32-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-15.32&CDS=1-2931
2161	OG0002161	YKL174C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-15.55-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-snap-gene-15.55&CDS=1-2685
2162	OG0002162	YKL175W	augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_1617016_cov_26.7539_ID_6023-processed-gene-13.159&CDS=1-2325
2163	OG0002163	YKL178C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-1.143&CDS=1-1308
2164	OG0002164	YKL179C	augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.300-mRNA-1_1&gene=augustus_masked-NODE_8_length_399332_cov_32.6513_ID_1889-processed-gene-2.300&CDS=1-2163
2165	OG0002165	YKL181W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.9&CDS=1-1275
2166	OG0002166	YKL182W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.30&CDS=1-6210
2167	OG0002167	YKL183W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-5.116&CDS=1-870
2168	OG0002168	YKL185W	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.111&CDS=1-1536
2169	OG0002169	YKL186C	augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_268801_cov_36.1453_ID_2040-processed-gene-0.127&CDS=1-546
2170	OG0002170	YKL188C	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.42&CDS=1-2307
2171	OG0002171	YKL189W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-3.153&CDS=1-1014
2172	OG0002172	YKL190W	augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_764832_cov_27.519_ID_1967-processed-gene-2.45&CDS=1-522
2173	OG0002173	YKL191W	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-17.18-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-17.18&CDS=1-2676
2174	OG0002174	YKL192C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.15&CDS=1-345
2175	OG0002175	YKL193C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-6.16&CDS=1-1125
2176	OG0002176	YKL194C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.32&CDS=1-1413
2177	OG0002177	YKL195W	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.29&CDS=1-711
2178	OG0002178	YKL196C	augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_1251503_cov_26.723_ID_1834-processed-gene-4.28&CDS=1-600
2179	OG0002179	YKL197C	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-4.162&CDS=1-3882
2180	OG0002180	YKL203C	maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-3.57-mRNA-1_1&gene=maker-NODE_1_length_1879612_cov_25.5025_ID_1371-augustus-gene-3.57&CDS=1-8808
2181	OG0002181	YKL205W	augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.1-mRNA-1_1&gene=augustus_masked-NODE_1_length_1879612_cov_25.5025_ID_1371-processed-gene-9.1&CDS=1-3003
