	OrthologID	Saccharomyces_cerevisiae	yHMPu5000026142_Citeromyces_matritensis
1437	OG0001437	YDR472W	snap_masked-scf7180000043188-processed-gene-0.100-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.100&CDS=1-684
1438	OG0001438	YDR473C	snap_masked-scf7180000043188-processed-gene-0.102-mRNA-1_1&gene=snap_masked-scf7180000043188-processed-gene-0.102&CDS=1-1392
1439	OG0001439	YDR476C	augustus_masked-scf7180000042984-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-scf7180000042984-processed-gene-0.73&CDS=1-657
1440	OG0001440	YDR477W	augustus_masked-scf7180000040020-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000040020-processed-gene-0.2&CDS=1-2196
1441	OG0001441	YDR479C	snap_masked-scf7180000043336-processed-gene-0.65-mRNA-1_1&gene=snap_masked-scf7180000043336-processed-gene-0.65&CDS=1-1482
1442	OG0001442	YDR482C	snap_masked-scf7180000041935-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000041935-processed-gene-0.5&CDS=1-513
1443	OG0001443	YDR484W	snap_masked-scf7180000042522-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000042522-processed-gene-0.17&CDS=1-1866
1444	OG0001444	YDR485C	snap_masked-scf7180000043326-processed-gene-0.47-mRNA-1_1&gene=snap_masked-scf7180000043326-processed-gene-0.47&CDS=1-1611
1445	OG0001445	YDR486C	augustus_masked-scf7180000043326-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000043326-processed-gene-0.24&CDS=1-633
1446	OG0001446	YDR487C	snap_masked-scf7180000043326-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000043326-processed-gene-0.49&CDS=1-546
1447	OG0001447	YDR489W	snap_masked-scf7180000040019-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000040019-processed-gene-0.40&CDS=1-681
1448	OG0001448	YDR490C	snap_masked-scf7180000043326-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scf7180000043326-processed-gene-0.40&CDS=1-2382
1449	OG0001449	YDR495C	snap_masked-scf7180000043218-processed-gene-0.34-mRNA-1_1&gene=snap_masked-scf7180000043218-processed-gene-0.34&CDS=1-2664
1450	OG0001450	YDR496C	snap_masked-scf7180000043142-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scf7180000043142-processed-gene-0.14&CDS=1-1938
1451	OG0001451	YDR497C	snap_masked-scf7180000041925-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000041925-processed-gene-0.20&CDS=1-1575
1452	OG0001452	YDR499W	snap_masked-scf7180000043189-processed-gene-0.113-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.113&CDS=1-1950
1453	OG0001453	YDR510W	snap_masked-scf7180000043204-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.59&CDS=1-285
1454	OG0001454	YDR511W	augustus_masked-scf7180000043248-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000043248-processed-gene-0.4&CDS=1-369
1455	OG0001455	YDR512C	snap_masked-scf7180000043256-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043256-processed-gene-0.17&CDS=1-360
1456	OG0001456	YDR517W	snap_masked-scf7180000043256-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000043256-processed-gene-0.28&CDS=1-1092
1457	OG0001457	YDR520C	snap_masked-scf7180000043204-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.67&CDS=1-1800
1458	OG0001458	YDR523C	snap_masked-scf7180000043204-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.81&CDS=1-1287
1459	OG0001459	YDR527W	snap_masked-scf7180000043204-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.70&CDS=1-1740
1460	OG0001460	YDR529C	snap_masked-scf7180000043204-processed-gene-0.76-mRNA-1_1&gene=snap_masked-scf7180000043204-processed-gene-0.76&CDS=1-378
1461	OG0001461	YDR531W	snap_masked-scf7180000043189-processed-gene-0.109-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.109&CDS=1-1104
1462	OG0001462	YDR536W	augustus_masked-scf7180000043322-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-scf7180000043322-processed-gene-0.30&CDS=1-1503
1463	OG0001463	YEL001C	snap_masked-scf7180000042519-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000042519-processed-gene-0.2&CDS=1-729
1464	OG0001464	YEL002C	snap_masked-scf7180000042519-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042519-processed-gene-0.0&CDS=1-1290
1465	OG0001465	YEL009C	snap_masked-scf7180000042582-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000042582-processed-gene-0.20&CDS=1-648
1466	OG0001466	YEL011W	snap_masked-scf7180000042008-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042008-processed-gene-0.0&CDS=1-2043
1467	OG0001467	YEL012W	maker-scf7180000043231-augustus-gene-0.35-mRNA-1_1&gene=maker-scf7180000043231-augustus-gene-0.35&CDS=1-564
1468	OG0001468	YEL013W	snap_masked-scf7180000041938-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000041938-processed-gene-0.3&CDS=1-1614
1469	OG0001469	YEL019C	augustus_masked-scf7180000042851-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000042851-processed-gene-0.3&CDS=1-864
1470	OG0001470	YEL020C	maker-scf7180000043332-snap-gene-0.1-mRNA-1_1&gene=maker-scf7180000043332-snap-gene-0.1&CDS=1-2127
1471	OG0001471	YEL020W-A	snap_masked-scf7180000042874-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000042874-processed-gene-0.5&CDS=1-189
1472	OG0001472	YEL021W	snap_masked-scf7180000042874-processed-gene-0.7-mRNA-1_1&gene=snap_masked-scf7180000042874-processed-gene-0.7&CDS=1-789
1473	OG0001473	YEL024W	snap_masked-scf7180000041922-processed-gene-0.77-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.77&CDS=1-639
1474	OG0001474	YEL026W	snap_masked-scf7180000041922-processed-gene-0.75-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.75&CDS=1-378
1475	OG0001475	YEL027W	snap_masked-scf7180000041922-processed-gene-0.101-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.101&CDS=1-483
1476	OG0001476	YEL029C	maker-scf7180000042994-snap-gene-0.33-mRNA-1_1&gene=maker-scf7180000042994-snap-gene-0.33&CDS=1-1689
1477	OG0001477	YEL031W	snap_masked-scf7180000042531-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042531-processed-gene-0.6&CDS=1-3603
1478	OG0001478	YEL032W	augustus_masked-scf7180000040011-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000040011-processed-gene-0.6&CDS=1-2985
1479	OG0001479	YEL034W	snap_masked-scf7180000041922-processed-gene-0.114-mRNA-1_1&gene=snap_masked-scf7180000041922-processed-gene-0.114&CDS=1-465
1480	OG0001480	YEL036C	snap_masked-scf7180000043127-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000043127-processed-gene-0.39&CDS=1-1347
1481	OG0001481	YEL037C	maker-scf7180000043147-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000043147-snap-gene-0.3&CDS=1-999
1482	OG0001482	YEL038W	snap_masked-scf7180000043147-processed-gene-0.48-mRNA-1_1&gene=snap_masked-scf7180000043147-processed-gene-0.48&CDS=1-720
1483	OG0001483	YEL042W	snap_masked-scf7180000043259-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000043259-processed-gene-0.36&CDS=1-1656
1484	OG0001484	YEL043W	augustus_masked-scf7180000043127-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-scf7180000043127-processed-gene-0.98&CDS=1-2685
1485	OG0001485	YEL044W	snap_masked-scf7180000043127-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000043127-processed-gene-0.18&CDS=1-390
1486	OG0001486	YEL046C	snap_masked-scf7180000043127-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000043127-processed-gene-0.21&CDS=1-1125
1487	OG0001487	YEL048C	snap_masked-scf7180000043127-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000043127-processed-gene-0.15&CDS=1-450
1488	OG0001488	YEL050C	snap_masked-scf7180000042854-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000042854-processed-gene-0.3&CDS=1-1164
1489	OG0001489	YEL051W	maker-scf7180000042388-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000042388-snap-gene-0.2&CDS=1-747
1490	OG0001490	YEL052W	snap_masked-scf7180000043207-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043207-processed-gene-0.8&CDS=1-1401
1491	OG0001491	YEL053C	snap_masked-scf7180000041961-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000041961-processed-gene-0.0&CDS=1-2253
1492	OG0001492	YEL055C	snap_masked-scf7180000042224-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000042224-processed-gene-0.12&CDS=1-2892
1493	OG0001493	YEL056W	maker-scf7180000042949-snap-gene-0.16-mRNA-1_1&gene=maker-scf7180000042949-snap-gene-0.16&CDS=1-1947
1494	OG0001494	YEL058W	snap_masked-scf7180000042224-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042224-processed-gene-0.8&CDS=1-1581
1495	OG0001495	YEL060C	snap_masked-scf7180000043097-processed-gene-0.33-mRNA-1_1&gene=snap_masked-scf7180000043097-processed-gene-0.33&CDS=1-1614
1496	OG0001496	YEL061C	snap_masked-scf7180000041952-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scf7180000041952-processed-gene-0.18&CDS=1-2622
1497	OG0001497	YEL064C	snap_masked-scf7180000043189-processed-gene-0.131-mRNA-1_1&gene=snap_masked-scf7180000043189-processed-gene-0.131&CDS=1-1296
1498	OG0001498	YEL065W	snap_masked-scf7180000043228-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000043228-processed-gene-0.23&CDS=1-1716
1499	OG0001499	YEL072W	augustus_masked-scf7180000043217-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000043217-processed-gene-0.13&CDS=1-648
1500	OG0001500	YER002W	snap_masked-scf7180000041925-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000041925-processed-gene-0.21&CDS=1-594
1501	OG0001501	YER003C	snap_masked-scf7180000041925-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000041925-processed-gene-0.4&CDS=1-1275
1502	OG0001502	YER005W	snap_masked-scf7180000043304-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000043304-processed-gene-0.2&CDS=1-1824
1503	OG0001503	YER006W	snap_masked-scf7180000041930-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000041930-processed-gene-0.6&CDS=1-1464
1504	OG0001504	YER007C-A	snap_masked-scf7180000043304-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000043304-processed-gene-0.0&CDS=1-534
1505	OG0001505	YER008C	snap_masked-scf7180000042901-processed-gene-0.0-mRNA-1_1&gene=snap_masked-scf7180000042901-processed-gene-0.0&CDS=1-3687
1506	OG0001506	YER009W	maker-scf7180000042519-snap-gene-0.20-mRNA-1_1&gene=maker-scf7180000042519-snap-gene-0.20&CDS=1-372
1507	OG0001507	YER010C	snap_masked-scf7180000042000-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000042000-processed-gene-0.15&CDS=1-684
1508	OG0001508	YER012W	snap_masked-scf7180000042866-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000042866-processed-gene-0.52&CDS=1-588
1509	OG0001509	YER013W	snap_masked-scf7180000042866-processed-gene-0.51-mRNA-1_1&gene=snap_masked-scf7180000042866-processed-gene-0.51&CDS=1-2934
1510	OG0001510	YER015W	snap_masked-scf7180000041934-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000041934-processed-gene-0.23&CDS=1-2133
1511	OG0001511	YER016W	snap_masked-scf7180000043280-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000043280-processed-gene-0.35&CDS=1-753
1512	OG0001512	YER017C	augustus_masked-scf7180000043280-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-scf7180000043280-processed-gene-0.116&CDS=1-2160
1513	OG0001513	YER019W	snap_masked-scf7180000043231-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000043231-processed-gene-0.36&CDS=1-1254
1514	OG0001514	YER020W	snap_masked-scf7180000042650-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000042650-processed-gene-0.6&CDS=1-1212
1515	OG0001515	YER022W	snap_masked-scf7180000043152-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000043152-processed-gene-0.36&CDS=1-1617
1516	OG0001516	YER023W	snap_masked-scf7180000042031-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042031-processed-gene-0.1&CDS=1-813
1517	OG0001517	YER024W	snap_masked-scf7180000043210-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000043210-processed-gene-0.22&CDS=1-2193
1518	OG0001518	YER026C	snap_masked-scf7180000043249-processed-gene-0.20-mRNA-1_1&gene=snap_masked-scf7180000043249-processed-gene-0.20&CDS=1-789
1519	OG0001519	YER027C	snap_masked-scf7180000041983-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000041983-processed-gene-0.16&CDS=1-1014
1520	OG0001520	YER029C	augustus_masked-scf7180000042974-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000042974-processed-gene-0.18&CDS=1-459
1521	OG0001521	YER030W	augustus_masked-scf7180000042974-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000042974-processed-gene-0.14&CDS=1-387
1522	OG0001522	YER032W	augustus_masked-scf7180000043251-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-scf7180000043251-processed-gene-0.34&CDS=1-1188
1523	OG0001523	YER036C	snap_masked-scf7180000043251-processed-gene-0.118-mRNA-1_1&gene=snap_masked-scf7180000043251-processed-gene-0.118&CDS=1-1779
1524	OG0001524	YER041W	snap_masked-scf7180000042983-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000042983-processed-gene-0.31&CDS=1-2214
1525	OG0001525	YER042W	snap_masked-scf7180000043268-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000043268-processed-gene-0.38&CDS=1-543
1526	OG0001526	YER043C	snap_masked-scf7180000043296-processed-gene-0.52-mRNA-1_1&gene=snap_masked-scf7180000043296-processed-gene-0.52&CDS=1-1332
1527	OG0001527	YER047C	snap_masked-scf7180000043051-processed-gene-0.99-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.99&CDS=1-2010
1528	OG0001528	YER048C	augustus_masked-scf7180000043051-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-scf7180000043051-processed-gene-0.23&CDS=1-1140
1529	OG0001529	YER048W-A	snap_masked-scf7180000043051-processed-gene-0.106-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.106&CDS=1-258
1530	OG0001530	YER049W	snap_masked-scf7180000043051-processed-gene-0.117-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.117&CDS=1-1824
1531	OG0001531	YER050C	snap_masked-scf7180000043166-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.24&CDS=1-501
1532	OG0001532	YER051W	genemark-scf7180000043166-processed-gene-0.77-mRNA-1_1&gene=genemark-scf7180000043166-processed-gene-0.77&CDS=1-1380
1533	OG0001533	YER052C	snap_masked-scf7180000043051-processed-gene-0.103-mRNA-1_1&gene=snap_masked-scf7180000043051-processed-gene-0.103&CDS=1-1557
1534	OG0001534	YER053C	maker-scf7180000042582-snap-gene-0.3-mRNA-1_1&gene=maker-scf7180000042582-snap-gene-0.3&CDS=1-933
1535	OG0001535	YER055C	maker-scf7180000043166-snap-gene-0.134-mRNA-1_1&gene=maker-scf7180000043166-snap-gene-0.134&CDS=1-891
1536	OG0001536	YER056C-A	snap_masked-scf7180000043166-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.13&CDS=1-363
1537	OG0001537	YER061C	snap_masked-scf7180000043166-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000043166-processed-gene-0.17&CDS=1-1299
1538	OG0001538	YER065C	snap_masked-scf7180000043045-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043045-processed-gene-0.6&CDS=1-1635
1539	OG0001539	YER068W	snap_masked-scf7180000043135-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000043135-processed-gene-0.8&CDS=1-1362
1540	OG0001540	YER069W	snap_masked-scf7180000042004-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000042004-processed-gene-0.1&CDS=1-2442
1541	OG0001541	YER070W	augustus_masked-scf7180000041936-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000041936-processed-gene-0.46&CDS=1-3771
1542	OG0001542	YER072W	augustus_masked-scf7180000042917-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000042917-processed-gene-0.20&CDS=1-633
1543	OG0001543	YER074W-A	augustus_masked-scf7180000042955-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000042955-processed-gene-0.4&CDS=1-249
1544	OG0001544	YER077C	augustus_masked-scf7180000042893-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000042893-processed-gene-0.14&CDS=1-2151
1545	OG0001545	YER078C	maker-scf7180000043184-augustus-gene-0.29-mRNA-1_1&gene=maker-scf7180000043184-augustus-gene-0.29&CDS=1-1968
1546	OG0001546	YER080W	snap_masked-scf7180000043184-processed-gene-0.32-mRNA-1_1&gene=snap_masked-scf7180000043184-processed-gene-0.32&CDS=1-1827
1547	OG0001547	YER081W	snap_masked-scf7180000043032-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.9&CDS=1-1404
1548	OG0001548	YER082C	snap_masked-scf7180000043032-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.12&CDS=1-1527
1549	OG0001549	YER083C	snap_masked-scf7180000043032-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000043032-processed-gene-0.28&CDS=1-744
1550	OG0001550	YER086W	snap_masked-scf7180000043322-processed-gene-0.66-mRNA-1_1&gene=snap_masked-scf7180000043322-processed-gene-0.66&CDS=1-1620
1551	OG0001551	YER087W	augustus_masked-scf7180000043182-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-scf7180000043182-processed-gene-0.84&CDS=1-1554
1552	OG0001552	YER090W	snap_masked-scf7180000043182-processed-gene-0.72-mRNA-1_1&gene=snap_masked-scf7180000043182-processed-gene-0.72&CDS=1-1566
1553	OG0001553	YER091C	snap_masked-scf7180000043182-processed-gene-0.74-mRNA-1_1&gene=snap_masked-scf7180000043182-processed-gene-0.74&CDS=1-2307
1554	OG0001554	YER093C	augustus_masked-scf7180000043182-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-scf7180000043182-processed-gene-0.91&CDS=1-3447
1555	OG0001555	YER094C	snap_masked-scf7180000043036-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000043036-processed-gene-0.6&CDS=1-612
1556	OG0001556	YER095W	snap_masked-scf7180000043265-processed-gene-0.1-mRNA-1_1&gene=snap_masked-scf7180000043265-processed-gene-0.1&CDS=1-1053
1557	OG0001557	YER100W	snap_masked-scf7180000043025-processed-gene-0.25-mRNA-1_1&gene=snap_masked-scf7180000043025-processed-gene-0.25&CDS=1-708
1558	OG0001558	YER107C	snap_masked-scf7180000043094-processed-gene-0.59-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.59&CDS=1-1077
1559	OG0001559	YER109C	snap_masked-scf7180000043094-processed-gene-0.58-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.58&CDS=1-1713
1560	OG0001560	YER110C	snap_masked-scf7180000043094-processed-gene-0.45-mRNA-1_1&gene=snap_masked-scf7180000043094-processed-gene-0.45&CDS=1-3279
1561	OG0001561	YER112W	genemark-scf7180000041927-processed-gene-0.18-mRNA-1_1&gene=genemark-scf7180000041927-processed-gene-0.18&CDS=1-396
1562	OG0001562	YER113C	snap_masked-scf7180000042205-processed-gene-0.39-mRNA-1_1&gene=snap_masked-scf7180000042205-processed-gene-0.39&CDS=1-1869
1563	OG0001563	YER114C	snap_masked-scf7180000043137-processed-gene-0.26-mRNA-1_1&gene=snap_masked-scf7180000043137-processed-gene-0.26&CDS=1-2283
1564	OG0001564	YER116C	snap_masked-scf7180000041927-processed-gene-0.4-mRNA-1_1&gene=snap_masked-scf7180000041927-processed-gene-0.4&CDS=1-372
1565	OG0001565	YER118C	snap_masked-scf7180000043137-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043137-processed-gene-0.31&CDS=1-870
1566	OG0001566	YER120W	maker-scf7180000042098-snap-gene-0.5-mRNA-1_1&gene=maker-scf7180000042098-snap-gene-0.5&CDS=1-645
1567	OG0001567	YER122C	snap_masked-scf7180000043280-processed-gene-0.31-mRNA-1_1&gene=snap_masked-scf7180000043280-processed-gene-0.31&CDS=1-1215
1568	OG0001568	YER124C	augustus_masked-scf7180000042969-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-scf7180000042969-processed-gene-0.27&CDS=1-1584
1569	OG0001569	YER125W	snap_masked-scf7180000042969-processed-gene-0.98-mRNA-1_1&gene=snap_masked-scf7180000042969-processed-gene-0.98&CDS=1-2208
1570	OG0001570	YER126C	augustus_masked-scf7180000043182-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-scf7180000043182-processed-gene-0.101&CDS=1-783
1571	OG0001571	YER127W	snap_masked-scf7180000043182-processed-gene-0.79-mRNA-1_1&gene=snap_masked-scf7180000043182-processed-gene-0.79&CDS=1-906
1572	OG0001572	YER128W	snap_masked-scf7180000043361-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scf7180000043361-processed-gene-0.24&CDS=1-591
1573	OG0001573	YER130C	snap_masked-scf7180000043327-processed-gene-0.104-mRNA-1_1&gene=snap_masked-scf7180000043327-processed-gene-0.104&CDS=1-885
1574	OG0001574	YER133W	maker-scf7180000043361-snap-gene-0.66-mRNA-1_1&gene=maker-scf7180000043361-snap-gene-0.66&CDS=1-1173
1575	OG0001575	YER134C	snap_masked-scf7180000042582-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000042582-processed-gene-0.35&CDS=1-510
1576	OG0001576	YER136W	snap_masked-scf7180000043214-processed-gene-0.92-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.92&CDS=1-1350
1577	OG0001577	YER139C	snap_masked-scf7180000043214-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.95&CDS=1-672
1578	OG0001578	YER140W	snap_masked-scf7180000043214-processed-gene-0.80-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.80&CDS=1-1506
1579	OG0001579	YER141W	snap_masked-scf7180000043214-processed-gene-0.81-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.81&CDS=1-1416
1580	OG0001580	YER142C	snap_masked-scf7180000043214-processed-gene-0.68-mRNA-1_1&gene=snap_masked-scf7180000043214-processed-gene-0.68&CDS=1-906
1581	OG0001581	YER143W	genemark-scf7180000043251-processed-gene-0.71-mRNA-1_1&gene=genemark-scf7180000043251-processed-gene-0.71&CDS=1-1677
1582	OG0001582	YER145C	snap_masked-scf7180000043212-processed-gene-0.53-mRNA-1_1&gene=snap_masked-scf7180000043212-processed-gene-0.53&CDS=1-1161
1583	OG0001583	YER146W	augustus_masked-scf7180000043214-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000043214-processed-gene-0.18&CDS=1-249
1584	OG0001584	YER148W	snap_masked-scf7180000042991-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000042991-processed-gene-0.13&CDS=1-726
1585	OG0001585	YER151C	snap_masked-scf7180000043055-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000043055-processed-gene-0.13&CDS=1-1443
1586	OG0001586	YER152C	maker-scf7180000043055-snap-gene-0.2-mRNA-1_1&gene=maker-scf7180000043055-snap-gene-0.2&CDS=1-1509
1587	OG0001587	YER154W	augustus_masked-scf7180000043055-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000043055-processed-gene-0.37&CDS=1-1032
1588	OG0001588	YER155C	snap_masked-scf7180000042887-processed-gene-0.157-mRNA-1_1&gene=snap_masked-scf7180000042887-processed-gene-0.157&CDS=1-5490
1589	OG0001589	YER156C	snap_masked-scf7180000042887-processed-gene-0.156-mRNA-1_1&gene=snap_masked-scf7180000042887-processed-gene-0.156&CDS=1-975
1590	OG0001590	YER157W	snap_masked-scf7180000042887-processed-gene-0.154-mRNA-1_1&gene=snap_masked-scf7180000042887-processed-gene-0.154&CDS=1-2202
1591	OG0001591	YER159C	augustus_masked-scf7180000042975-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000042975-processed-gene-0.7&CDS=1-690
1592	OG0001592	YER163C	snap_masked-scf7180000041965-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scf7180000041965-processed-gene-0.2&CDS=1-714
1593	OG0001593	YER164W	snap_masked-scf7180000043132-processed-gene-0.57-mRNA-1_1&gene=snap_masked-scf7180000043132-processed-gene-0.57&CDS=1-3834
1594	OG0001594	YER165W	snap_masked-scf7180000043132-processed-gene-0.67-mRNA-1_1&gene=snap_masked-scf7180000043132-processed-gene-0.67&CDS=1-1755
1595	OG0001595	YER166W	snap_masked-scf7180000042930-processed-gene-0.15-mRNA-1_1&gene=snap_masked-scf7180000042930-processed-gene-0.15&CDS=1-4236
1596	OG0001596	YER168C	snap_masked-scf7180000043132-processed-gene-0.70-mRNA-1_1&gene=snap_masked-scf7180000043132-processed-gene-0.70&CDS=1-1635
1597	OG0001597	YER169W	maker-scf7180000042930-snap-gene-0.0-mRNA-1_1&gene=maker-scf7180000042930-snap-gene-0.0&CDS=1-2136
1598	OG0001598	YER171W	augustus_masked-scf7180000043132-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000043132-processed-gene-0.1&CDS=1-2328
1599	OG0001599	YER172C	snap_masked-scf7180000042975-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000042975-processed-gene-0.28&CDS=1-5889
1600	OG0001600	YER173W	augustus_masked-scf7180000042930-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000042930-processed-gene-0.8&CDS=1-2685
1601	OG0001601	YER176W	snap_masked-scf7180000042965-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000042965-processed-gene-0.8&CDS=1-3270
1602	OG0001602	YER177W	snap_masked-scf7180000042975-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000042975-processed-gene-0.23&CDS=1-768
1603	OG0001603	YER178W	snap_masked-scf7180000042975-processed-gene-0.21-mRNA-1_1&gene=snap_masked-scf7180000042975-processed-gene-0.21&CDS=1-1194
1604	OG0001604	YER182W	snap_masked-scf7180000040079-processed-gene-0.22-mRNA-1_1&gene=snap_masked-scf7180000040079-processed-gene-0.22&CDS=1-885
