	OrthologID	Candida_orthopsilosis	Saccharomyces_cerevisiae
1290	OG0001290	genemark-NC_018295.1-processed-gene-6.38-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-6.38&CDS=1-387	YDL092W
1291	OG0001291	snap_masked-NC_018295.1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-6.71&CDS=1-1386	YDL090C
1292	OG0001292	genemark-NC_018295.1-processed-gene-6.42-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-6.42&CDS=1-1629	YIL099W
1293	OG0001293	snap_masked-NC_018295.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-6.75&CDS=1-630	YNL036W
1294	OG0001294	genemark-NC_018295.1-processed-gene-6.57-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-6.57&CDS=1-726	YJL055W
1295	OG0001295	genemark-NC_018295.1-processed-gene-7.31-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.31&CDS=1-1005	YDL002C
1296	OG0001296	genemark-NC_018295.1-processed-gene-7.33-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.33&CDS=1-7377	YBL004W
1297	OG0001297	genemark-NC_018295.1-processed-gene-7.32-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.32&CDS=1-1410	YDL001W
1298	OG0001298	snap_masked-NC_018295.1-processed-gene-7.86-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-7.86&CDS=1-1632	YDR208W
1299	OG0001299	genemark-NC_018295.1-processed-gene-7.34-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.34&CDS=1-894	YBR151W
1300	OG0001300	maker-NC_018295.1-augustus-gene-7.106-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-7.106&CDS=1-1311	YGL080W
1301	OG0001301	genemark-NC_018295.1-processed-gene-7.35-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.35&CDS=1-1146	YNL084C
1302	OG0001302	genemark-NC_018295.1-processed-gene-7.37-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.37&CDS=1-729	YPL193W
1303	OG0001303	snap_masked-NC_018295.1-processed-gene-7.75-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-7.75&CDS=1-3630	YJL074C
1304	OG0001304	genemark-NC_018295.1-processed-gene-7.59-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.59&CDS=1-1374	YDR023W
1305	OG0001305	snap_masked-NC_018295.1-processed-gene-7.77-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-7.77&CDS=1-1371	YDR030C
1306	OG0001306	genemark-NC_018295.1-processed-gene-7.42-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.42&CDS=1-3609	YPL217C
1307	OG0001307	genemark-NC_018295.1-processed-gene-7.64-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-7.64&CDS=1-471	YER093C-A
1308	OG0001308	maker-NC_018295.1-snap-gene-7.104-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-7.104&CDS=1-3597	YDL164C
1309	OG0001309	genemark-NC_018295.1-processed-gene-8.106-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.106&CDS=1-1584	YDL178W
1310	OG0001310	genemark-NC_018295.1-processed-gene-8.86-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.86&CDS=1-1383	YHR132C
1311	OG0001311	augustus_masked-NC_018295.1-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-8.52&CDS=1-489	YDL219W
1312	OG0001312	genemark-NC_018295.1-processed-gene-8.91-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.91&CDS=1-1848	YGL125W
1313	OG0001313	genemark-NC_018295.1-processed-gene-8.92-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.92&CDS=1-2346	YLR117C
1314	OG0001314	genemark-NC_018295.1-processed-gene-8.93-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.93&CDS=1-657	YDR140W
1315	OG0001315	genemark-NC_018295.1-processed-gene-8.94-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.94&CDS=1-1413	YLR116W
1316	OG0001316	maker-NC_018295.1-augustus-gene-8.41-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-8.41&CDS=1-756	YHR193C
1317	OG0001317	genemark-NC_018295.1-processed-gene-8.118-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.118&CDS=1-3003	YIL125W
1318	OG0001318	genemark-NC_018295.1-processed-gene-8.119-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-8.119&CDS=1-534	YKR065C
1319	OG0001319	genemark-NC_018295.1-processed-gene-9.42-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.42&CDS=1-996	YKR066C
1320	OG0001320	genemark-NC_018295.1-processed-gene-9.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.44&CDS=1-867	YNL316C
1321	OG0001321	genemark-NC_018295.1-processed-gene-9.46-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.46&CDS=1-390	YOL133W
1322	OG0001322	genemark-NC_018295.1-processed-gene-9.45-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.45&CDS=1-708	YOL135C
1323	OG0001323	genemark-NC_018295.1-processed-gene-9.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.48&CDS=1-198	YMR256C
1324	OG0001324	genemark-NC_018295.1-processed-gene-9.65-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.65&CDS=1-2991	YPL196W
1325	OG0001325	genemark-NC_018295.1-processed-gene-9.66-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.66&CDS=1-693	YIR030C
1326	OG0001326	genemark-NC_018295.1-processed-gene-9.49-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.49&CDS=1-1431	YPL194W
1327	OG0001327	genemark-NC_018295.1-processed-gene-9.67-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.67&CDS=1-1599	YBR223C
1328	OG0001328	genemark-NC_018295.1-processed-gene-9.50-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.50&CDS=1-2178	YIL108W
1329	OG0001329	genemark-NC_018295.1-processed-gene-9.68-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.68&CDS=1-597	YGL079W
1330	OG0001330	genemark-NC_018295.1-processed-gene-9.51-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.51&CDS=1-3153	YPL195W
1331	OG0001331	genemark-NC_018295.1-processed-gene-9.69-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.69&CDS=1-864	YDL052C
1332	OG0001332	genemark-NC_018295.1-processed-gene-9.70-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.70&CDS=1-1653	YNL308C
1333	OG0001333	genemark-NC_018295.1-processed-gene-9.71-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.71&CDS=1-2844	YOR349W
1334	OG0001334	snap_masked-NC_018295.1-processed-gene-9.104-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-9.104&CDS=1-285	YMR286W
1335	OG0001335	genemark-NC_018295.1-processed-gene-9.74-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.74&CDS=1-1815	YHL036W
1336	OG0001336	snap_masked-NC_018295.1-processed-gene-9.130-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-9.130&CDS=1-4938	YLL048C
1337	OG0001337	genemark-NC_018295.1-processed-gene-9.77-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.77&CDS=1-456	YFR033C
1338	OG0001338	genemark-NC_018295.1-processed-gene-9.57-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.57&CDS=1-900	YLR208W
1339	OG0001339	genemark-NC_018295.1-processed-gene-9.81-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.81&CDS=1-918	YLR209C
1340	OG0001340	genemark-NC_018295.1-processed-gene-9.82-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.82&CDS=1-1377	YJR122W
1341	OG0001341	genemark-NC_018295.1-processed-gene-9.84-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.84&CDS=1-399	YOL012C
1342	OG0001342	genemark-NC_018295.1-processed-gene-9.85-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.85&CDS=1-2010	YEL062W
1343	OG0001343	genemark-NC_018295.1-processed-gene-9.86-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-9.86&CDS=1-1437	YPL254W
1344	OG0001344	genemark-NC_018295.1-processed-gene-10.4-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.4&CDS=1-3156	YMR196W
1345	OG0001345	augustus_masked-NC_018295.1-processed-gene-10.49-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-10.49&CDS=1-993	YPL252C
1346	OG0001346	genemark-NC_018295.1-processed-gene-10.24-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.24&CDS=1-516	YML077W
1347	OG0001347	genemark-NC_018295.1-processed-gene-10.25-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.25&CDS=1-972	YDR044W
1348	OG0001348	genemark-NC_018295.1-processed-gene-10.26-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.26&CDS=1-5070	YOR336W
1349	OG0001349	genemark-NC_018295.1-processed-gene-10.27-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.27&CDS=1-1536	YPL214C
1350	OG0001350	augustus_masked-NC_018295.1-processed-gene-10.71-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-10.71&CDS=1-3426	YGR047C
1351	OG0001351	genemark-NC_018295.1-processed-gene-10.11-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.11&CDS=1-3855	YMR076C
1352	OG0001352	snap_masked-NC_018295.1-processed-gene-10.122-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-10.122&CDS=1-1851	YDL207W
1353	OG0001353	genemark-NC_018295.1-processed-gene-10.12-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.12&CDS=1-861	YDR237W
1354	OG0001354	genemark-NC_018295.1-processed-gene-10.36-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.36&CDS=1-564	YNL090W
1355	OG0001355	genemark-NC_018295.1-processed-gene-10.37-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.37&CDS=1-3828	YNL091W
1356	OG0001356	genemark-NC_018295.1-processed-gene-10.38-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.38&CDS=1-2028	YOR087W
1357	OG0001357	genemark-NC_018295.1-processed-gene-10.15-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.15&CDS=1-1050	YDL144C
1358	OG0001358	genemark-NC_018295.1-processed-gene-10.39-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.39&CDS=1-2019	YJL100W
1359	OG0001359	genemark-NC_018295.1-processed-gene-10.41-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.41&CDS=1-1149	YEL029C
1360	OG0001360	genemark-NC_018295.1-processed-gene-10.18-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.18&CDS=1-1767	YBR170C
1361	OG0001361	genemark-NC_018295.1-processed-gene-10.19-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.19&CDS=1-2091	YPL106C
1362	OG0001362	maker-NC_018295.1-snap-gene-10.137-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-10.137&CDS=1-2061	YMR216C
1363	OG0001363	genemark-NC_018295.1-processed-gene-10.21-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.21&CDS=1-1020	YNR035C
1364	OG0001364	genemark-NC_018295.1-processed-gene-10.43-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.43&CDS=1-564	YNR036C
1365	OG0001365	genemark-NC_018295.1-processed-gene-10.22-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.22&CDS=1-441	YKL192C
1366	OG0001366	genemark-NC_018295.1-processed-gene-10.23-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-10.23&CDS=1-234	YHR001W-A
1367	OG0001367	genemark-NC_018295.1-processed-gene-11.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.48&CDS=1-705	YBR258C
1368	OG0001368	genemark-NC_018295.1-processed-gene-11.52-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.52&CDS=1-2082	YBR260C
1369	OG0001369	genemark-NC_018295.1-processed-gene-11.51-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.51&CDS=1-5862	YPL082C
1370	OG0001370	genemark-NC_018295.1-processed-gene-11.53-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.53&CDS=1-1149	YBR192W
1371	OG0001371	genemark-NC_018295.1-processed-gene-11.54-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.54&CDS=1-681	YBR193C
1372	OG0001372	genemark-NC_018295.1-processed-gene-11.72-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.72&CDS=1-999	YBR187W
1373	OG0001373	snap_masked-NC_018295.1-processed-gene-11.130-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-11.130&CDS=1-1530	YBR186W
1374	OG0001374	augustus_masked-NC_018295.1-processed-gene-11.25-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-11.25&CDS=1-2283	YJL167W
1375	OG0001375	genemark-NC_018295.1-processed-gene-11.56-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.56&CDS=1-3030	YJL176C
1376	OG0001376	augustus_masked-NC_018295.1-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-11.9&CDS=1-1485	YGL250W
1377	OG0001377	genemark-NC_018295.1-processed-gene-11.78-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.78&CDS=1-2838	YKL173W
1378	OG0001378	genemark-NC_018295.1-processed-gene-11.79-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.79&CDS=1-624	YJL140W
1379	OG0001379	genemark-NC_018295.1-processed-gene-11.80-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.80&CDS=1-2247	YJL141C
1380	OG0001380	genemark-NC_018295.1-processed-gene-11.81-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.81&CDS=1-462	YJL143W
1381	OG0001381	augustus_masked-NC_018295.1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-11.31&CDS=1-1974	YKL174C
1382	OG0001382	genemark-NC_018295.1-processed-gene-11.83-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.83&CDS=1-852	YKR060W
1383	OG0001383	genemark-NC_018295.1-processed-gene-11.84-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.84&CDS=1-933	YNL229C
1384	OG0001384	genemark-NC_018295.1-processed-gene-11.58-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.58&CDS=1-888	YLR126C
1385	OG0001385	genemark-NC_018295.1-processed-gene-11.59-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.59&CDS=1-900	YIL061C
1386	OG0001386	genemark-NC_018295.1-processed-gene-11.60-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.60&CDS=1-1074	YIL063C
1387	OG0001387	augustus_masked-NC_018295.1-processed-gene-11.36-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-11.36&CDS=1-696	YIL064W
1388	OG0001388	genemark-NC_018295.1-processed-gene-11.61-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.61&CDS=1-1227	YBR195C
1389	OG0001389	maker-NC_018295.1-snap-gene-11.102-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-11.102&CDS=1-774	YPL078C
1390	OG0001390	augustus_masked-NC_018295.1-processed-gene-11.14-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-11.14&CDS=1-3366	YGL251C
1391	OG0001391	genemark-NC_018295.1-processed-gene-11.91-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.91&CDS=1-912	YJR142W
1392	OG0001392	genemark-NC_018295.1-processed-gene-11.64-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.64&CDS=1-3165	YDL215C
1393	OG0001393	genemark-NC_018295.1-processed-gene-11.65-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.65&CDS=1-1041	YBR246W
1394	OG0001394	maker-NC_018295.1-snap-gene-11.103-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-11.103&CDS=1-2022	YLR337C
1395	OG0001395	genemark-NC_018295.1-processed-gene-11.93-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.93&CDS=1-1482	YBR243C
1396	OG0001396	genemark-NC_018295.1-processed-gene-11.66-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.66&CDS=1-951	YGL100W
1397	OG0001397	genemark-NC_018295.1-processed-gene-11.94-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.94&CDS=1-1263	YGL111W
1398	OG0001398	snap_masked-NC_018295.1-processed-gene-11.150-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-11.150&CDS=1-906	YGR096W
1399	OG0001399	genemark-NC_018295.1-processed-gene-11.96-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.96&CDS=1-3702	YEL031W
1400	OG0001400	genemark-NC_018295.1-processed-gene-11.69-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-11.69&CDS=1-939	YGR086C
1401	OG0001401	genemark-NC_018295.1-processed-gene-12.5-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.5&CDS=1-1065	YGR080W
1402	OG0001402	snap_masked-NC_018295.1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-12.51&CDS=1-357	YPR094W
1403	OG0001403	snap_masked-NC_018295.1-processed-gene-12.54-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-12.54&CDS=1-846	YPR103W
1404	OG0001404	genemark-NC_018295.1-processed-gene-12.11-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.11&CDS=1-4248	YAL024C
1405	OG0001405	snap_masked-NC_018295.1-processed-gene-12.82-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-12.82&CDS=1-3165	YGR094W
1406	OG0001406	genemark-NC_018295.1-processed-gene-12.37-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.37&CDS=1-1527	YGR091W
1407	OG0001407	genemark-NC_018295.1-processed-gene-12.14-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.14&CDS=1-666	YGR095C
1408	OG0001408	maker-NC_018295.1-snap-gene-12.97-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-12.97&CDS=1-3702	YOR014W
1409	OG0001409	genemark-NC_018295.1-processed-gene-12.21-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.21&CDS=1-927	YAL025C
1410	OG0001410	genemark-NC_018295.1-processed-gene-12.26-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.26&CDS=1-642	YLR293C
1411	OG0001411	genemark-NC_018295.1-processed-gene-12.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.44&CDS=1-438	YLR298C
1412	OG0001412	snap_masked-NC_018295.1-processed-gene-12.73-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-12.73&CDS=1-330	YLR295C
1413	OG0001413	genemark-NC_018295.1-processed-gene-12.46-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.46&CDS=1-540	YLR281C
1414	OG0001414	genemark-NC_018295.1-processed-gene-12.29-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.29&CDS=1-2181	YLR274W
1415	OG0001415	genemark-NC_018295.1-processed-gene-12.47-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.47&CDS=1-333	YLR275W
1416	OG0001416	maker-NC_018295.1-augustus-gene-12.4-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-12.4&CDS=1-2373	YLR277C
1417	OG0001417	augustus_masked-NC_018295.1-processed-gene-12.126-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-12.126&CDS=1-3954	YLR289W
1418	OG0001418	genemark-NC_018295.1-processed-gene-12.49-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-12.49&CDS=1-1710	YER086W
1419	OG0001419	augustus_masked-NC_018295.1-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-NC_018295.1-processed-gene-13.47&CDS=1-4329	YJR137C
1420	OG0001420	genemark-NC_018295.1-processed-gene-13.1-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.1&CDS=1-843	YHR200W
1421	OG0001421	genemark-NC_018295.1-processed-gene-13.4-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.4&CDS=1-888	YMR048W
1422	OG0001422	snap_masked-NC_018295.1-processed-gene-13.98-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-13.98&CDS=1-1071	YJR141W
1423	OG0001423	maker-NC_018295.1-augustus-gene-13.93-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-13.93&CDS=1-3456	YJR143C
1424	OG0001424	genemark-NC_018295.1-processed-gene-13.27-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.27&CDS=1-1350	YOL061W
1425	OG0001425	genemark-NC_018295.1-processed-gene-13.7-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.7&CDS=1-987	YJL117W
1426	OG0001426	genemark-NC_018295.1-processed-gene-13.32-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.32&CDS=1-339	YBR120C
1427	OG0001427	genemark-NC_018295.1-processed-gene-13.8-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.8&CDS=1-732	YKR043C
1428	OG0001428	genemark-NC_018295.1-processed-gene-13.33-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.33&CDS=1-1005	YDR400W
1429	OG0001429	genemark-NC_018295.1-processed-gene-13.9-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.9&CDS=1-1626	YPR144C
1430	OG0001430	genemark-NC_018295.1-processed-gene-13.10-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.10&CDS=1-2610	YEL032W
1431	OG0001431	genemark-NC_018295.1-processed-gene-13.11-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.11&CDS=1-1185	YPL157W
1432	OG0001432	maker-NC_018295.1-snap-gene-13.144-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-13.144&CDS=1-306	YMR059W
1433	OG0001433	genemark-NC_018295.1-processed-gene-13.14-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.14&CDS=1-1233	YNL234W
1434	OG0001434	maker-NC_018295.1-snap-gene-13.142-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-13.142&CDS=1-4314	YNL233W
1435	OG0001435	genemark-NC_018295.1-processed-gene-13.16-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.16&CDS=1-942	YNL232W
1436	OG0001436	genemark-NC_018295.1-processed-gene-13.37-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.37&CDS=1-1167	YNL231C
1437	OG0001437	genemark-NC_018295.1-processed-gene-13.38-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.38&CDS=1-1455	YMR210W
1438	OG0001438	genemark-NC_018295.1-processed-gene-13.17-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.17&CDS=1-1287	YPL154C
1439	OG0001439	genemark-NC_018295.1-processed-gene-13.40-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.40&CDS=1-606	YER050C
1440	OG0001440	genemark-NC_018295.1-processed-gene-13.41-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.41&CDS=1-2256	YPL043W
1441	OG0001441	genemark-NC_018295.1-processed-gene-13.20-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.20&CDS=1-1299	YDR254W
1442	OG0001442	snap_masked-NC_018295.1-processed-gene-13.137-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-13.137&CDS=1-2793	YPL045W
1443	OG0001443	genemark-NC_018295.1-processed-gene-13.21-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.21&CDS=1-297	YPL046C
1444	OG0001444	genemark-NC_018295.1-processed-gene-13.22-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.22&CDS=1-1683	YDR255C
1445	OG0001445	genemark-NC_018295.1-processed-gene-13.23-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.23&CDS=1-1665	YPL030W
1446	OG0001446	genemark-NC_018295.1-processed-gene-13.24-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.24&CDS=1-990	YPL031C
1447	OG0001447	genemark-NC_018295.1-processed-gene-13.25-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.25&CDS=1-528	YJR017C
1448	OG0001448	genemark-NC_018295.1-processed-gene-13.44-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.44&CDS=1-1635	YER065C
1449	OG0001449	snap_masked-NC_018295.1-processed-gene-13.122-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-13.122&CDS=1-3954	YLR425W
1450	OG0001450	genemark-NC_018295.1-processed-gene-13.46-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-13.46&CDS=1-2595	YHR047C
1451	OG0001451	maker-NC_018295.1-augustus-gene-14.1-mRNA-1_1&gene=maker-NC_018295.1-augustus-gene-14.1&CDS=1-1611	YKL024C
1452	OG0001452	maker-NC_018295.1-snap-gene-14.88-mRNA-1_1&gene=maker-NC_018295.1-snap-gene-14.88&CDS=1-1641	YBL099W
1453	OG0001453	genemark-NC_018295.1-processed-gene-14.51-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.51&CDS=1-1938	YBR204C
1454	OG0001454	genemark-NC_018295.1-processed-gene-14.48-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.48&CDS=1-3480	YIL048W
1455	OG0001455	genemark-NC_018295.1-processed-gene-14.74-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.74&CDS=1-1044	YPL088W
1456	OG0001456	genemark-NC_018295.1-processed-gene-14.53-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.53&CDS=1-582	YLR221C
1457	OG0001457	snap_masked-NC_018295.1-processed-gene-14.103-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-14.103&CDS=1-1758	YPR007C
1458	OG0001458	genemark-NC_018295.1-processed-gene-14.56-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.56&CDS=1-2811	YIL047C
1459	OG0001459	snap_masked-NC_018295.1-processed-gene-14.125-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-14.125&CDS=1-5475	YBR208C
1460	OG0001460	snap_masked-NC_018295.1-processed-gene-14.126-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-14.126&CDS=1-2157	YHL016C
1461	OG0001461	genemark-NC_018295.1-processed-gene-14.79-mRNA-1_1&gene=genemark-NC_018295.1-processed-gene-14.79&CDS=1-1203	YLR056W
1462	OG0001462	snap_masked-NC_018295.1-processed-gene-14.128-mRNA-1_1&gene=snap_masked-NC_018295.1-processed-gene-14.128&CDS=1-2700	YGL083W
