	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034865_Zygosaccharomyces_kombuchaensis
2089	OG0002089	YJR021C	augustus_masked-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.125&CDS=1-681
2090	OG0002090	YJR022W	genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.18&CDS=1-306
2091	OG0002091	YJR024C	genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.38&CDS=1-735
2092	OG0002092	YJR025C	genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_59_length_68813_cov_10.7158_ID_117-processed-gene-0.39&CDS=1-528
2093	OG0002093	YJR030C	snap_masked-NODE_23_length_125485_cov_9.78924_ID_45-processed-gene-0.160-mRNA-1_1&gene=snap_masked-NODE_23_length_125485_cov_9.78924_ID_45-processed-gene-0.160&CDS=1-2529
2094	OG0002094	YJR032W	genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.60&CDS=1-1197
2095	OG0002095	YJR033C	genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.41&CDS=1-4095
2096	OG0002096	YJR034W	genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.59&CDS=1-324
2097	OG0002097	YJR035W	genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.89&CDS=1-3147
2098	OG0002098	YJR036C	genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.111&CDS=1-2559
2099	OG0002099	YJR039W	augustus_masked-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.2&CDS=1-6006
2100	OG0002100	YJR040W	maker-NODE_40_length_91572_cov_10.4183_ID_79-augustus-gene-0.86-mRNA-1_1&gene=maker-NODE_40_length_91572_cov_10.4183_ID_79-augustus-gene-0.86&CDS=1-2373
2101	OG0002101	YJR041C	snap_masked-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.68&CDS=1-3429
2102	OG0002102	YJR042W	genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.94&CDS=1-2223
2103	OG0002103	YJR043C	genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.115-mRNA-1_1&gene=genemark-NODE_40_length_91572_cov_10.4183_ID_79-processed-gene-0.115&CDS=1-999
2104	OG0002104	YJR046W	genemark-NODE_107_length_23720_cov_10.296_ID_213-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_107_length_23720_cov_10.296_ID_213-processed-gene-0.15&CDS=1-1764
2105	OG0002105	YJR048W	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.72&CDS=1-333
2106	OG0002106	YJR050W	genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_22_length_126497_cov_9.96507_ID_43-processed-gene-0.71&CDS=1-675
2107	OG0002107	YJR052W	genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.47-mRNA-1_1&gene=genemark-NODE_2_length_270538_cov_10.4682_ID_3-processed-gene-1.47&CDS=1-1653
2108	OG0002108	YJR053W	snap_masked-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.133&CDS=1-1680
2109	OG0002109	YJR054W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.234-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.234&CDS=1-1536
2110	OG0002110	YJR055W	augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.10&CDS=1-453
2111	OG0002111	YJR056C	genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.13&CDS=1-633
2112	OG0002112	YJR057W	augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.8&CDS=1-648
2113	OG0002113	YJR058C	genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.12&CDS=1-441
2114	OG0002114	YJR059W	genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.19&CDS=1-1881
2115	OG0002115	YJR060W	genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.18&CDS=1-855
2116	OG0002116	YJR061W	augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_105_length_25186_cov_9.41021_ID_209-processed-gene-0.6&CDS=1-2745
2117	OG0002117	YJR062C	snap_masked-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.5&CDS=1-1242
2118	OG0002118	YJR064W	augustus_masked-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.22&CDS=1-2328
2119	OG0002119	YJR065C	genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.18&CDS=1-1371
2120	OG0002120	YJR067C	genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.19&CDS=1-423
2121	OG0002121	YJR068W	genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_109_length_22806_cov_11.0912_ID_217-processed-gene-0.16&CDS=1-1056
2122	OG0002122	YJR069C	genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.67&CDS=1-576
2123	OG0002123	YJR070C	genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.68&CDS=1-966
2124	OG0002124	YJR072C	augustus_masked-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.12&CDS=1-2028
2125	OG0002125	YJR073C	genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.72&CDS=1-639
2126	OG0002126	YJR075W	augustus_masked-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.4&CDS=1-1662
2127	OG0002127	YJR076C	genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.74&CDS=1-1224
2128	OG0002128	YJR077C	genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_58_length_70814_cov_10.15_ID_115-processed-gene-0.76&CDS=1-945
2129	OG0002129	YJR080C	genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.74&CDS=1-1197
2130	OG0002130	YJR082C	genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_50_length_77463_cov_10.187_ID_99-processed-gene-0.75&CDS=1-351
2131	OG0002131	YJR084W	genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.11&CDS=1-1227
2132	OG0002132	YJR085C	genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.7&CDS=1-312
2133	OG0002133	YJR086W	genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_147_length_5483_cov_7.68736_ID_293-processed-gene-0.10&CDS=1-309
2134	OG0002134	YJR088C	augustus_masked-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.107&CDS=1-864
2135	OG0002135	YJR089W	snap_masked-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.47&CDS=1-2181
2136	OG0002136	YJR090C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.25&CDS=1-3354
2137	OG0002137	YJR091C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.26&CDS=1-3453
2138	OG0002138	YJR092W	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.3&CDS=1-4566
2139	OG0002139	YJR095W	maker-NODE_46_length_81813_cov_10.0578_ID_91-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_46_length_81813_cov_10.0578_ID_91-augustus-gene-0.43&CDS=1-2544
2140	OG0002140	YJR097W	genemark-NODE_6_length_231626_cov_10.3373_ID_11-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_6_length_231626_cov_10.3373_ID_11-processed-gene-1.34&CDS=1-471
2141	OG0002141	YJR098C	maker-NODE_6_length_231626_cov_10.3373_ID_11-snap-gene-1.4-mRNA-1_1&gene=maker-NODE_6_length_231626_cov_10.3373_ID_11-snap-gene-1.4&CDS=1-1830
2142	OG0002142	YJR100C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.31&CDS=1-960
2143	OG0002143	YJR101W	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.8&CDS=1-774
2144	OG0002144	YJR102C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.32&CDS=1-561
2145	OG0002145	YJR104C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.33&CDS=1-462
2146	OG0002146	YJR105W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.277-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.277&CDS=1-1023
2147	OG0002147	YJR106W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.276-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.276&CDS=1-1989
2148	OG0002148	YJR107W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.275-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.275&CDS=1-1068
2149	OG0002149	YJR110W	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.39&CDS=1-2004
2150	OG0002150	YJR111C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.16&CDS=1-825
2151	OG0002151	YJR112W	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.38&CDS=1-606
2152	OG0002152	YJR113C	genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_46_length_81813_cov_10.0578_ID_91-processed-gene-0.14&CDS=1-669
2153	OG0002153	YJR116W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.226&CDS=1-819
2154	OG0002154	YJR117W	genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.227-mRNA-1_1&gene=genemark-NODE_10_length_188030_cov_10.0572_ID_19-processed-gene-0.227&CDS=1-1377
2155	OG0002155	YJR119C	maker-NODE_10_length_188030_cov_10.0572_ID_19-augustus-gene-0.185-mRNA-1_1&gene=maker-NODE_10_length_188030_cov_10.0572_ID_19-augustus-gene-0.185&CDS=1-3030
2156	OG0002156	YJR121W	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.68&CDS=1-1515
2157	OG0002157	YJR122W	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.67-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.67&CDS=1-1380
2158	OG0002158	YJR123W	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.66&CDS=1-711
2159	OG0002159	YJR124C	genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_57_length_71473_cov_10.2212_ID_113-processed-gene-0.51&CDS=1-1284
2160	OG0002160	YJR130C	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.156-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.156&CDS=1-1893
2161	OG0002161	YJR131W	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.113-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.113&CDS=1-1620
2162	OG0002162	YJR132W	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.117&CDS=1-3063
2163	OG0002163	YJR134C	snap_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.69-mRNA-1_1&gene=snap_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.69&CDS=1-2085
2164	OG0002164	YJR135C	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.232-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.232&CDS=1-576
2165	OG0002165	YJR135W-A	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.196-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.196&CDS=1-261
2166	OG0002166	YJR137C	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.233-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.233&CDS=1-6342
2167	OG0002167	YJR138W	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.121&CDS=1-4614
2168	OG0002168	YJR140C	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.160&CDS=1-6042
2169	OG0002169	YJR141W	augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.199&CDS=1-1044
2170	OG0002170	YJR142W	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.123&CDS=1-1026
2171	OG0002171	YJR143C	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.162&CDS=1-2268
2172	OG0002172	YJR144W	genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_1_length_271579_cov_10.1807_ID_1-processed-gene-1.124&CDS=1-732
2173	OG0002173	YJR149W	snap_masked-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_34_length_101184_cov_9.8563_ID_67-processed-gene-0.70&CDS=1-1047
2174	OG0002174	YKL001C	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.21&CDS=1-603
2175	OG0002175	YKL002W	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.39&CDS=1-696
2176	OG0002176	YKL003C	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.22&CDS=1-387
2177	OG0002177	YKL004W	genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.58&CDS=1-1248
2178	OG0002178	YKL005C	snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.40&CDS=1-1524
2179	OG0002179	YKL006C-A	snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.39&CDS=1-291
2180	OG0002180	YKL007W	maker-NODE_48_length_80413_cov_9.32547_ID_95-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_48_length_80413_cov_9.32547_ID_95-augustus-gene-0.2&CDS=1-2313
2181	OG0002181	YKL009W	genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.52&CDS=1-708
2182	OG0002182	YKL010C	snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_48_length_80413_cov_9.32547_ID_95-processed-gene-0.36&CDS=1-4353
2183	OG0002183	YKL011C	snap_masked-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.35&CDS=1-1239
2184	OG0002184	YKL012W	genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.4&CDS=1-1689
2185	OG0002185	YKL013C	genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.14&CDS=1-513
2186	OG0002186	YKL014C	augustus_masked-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.50&CDS=1-5055
2187	OG0002187	YKL015W	genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.2&CDS=1-2472
2188	OG0002188	YKL016C	genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_85_length_39781_cov_9.81307_ID_169-processed-gene-0.11&CDS=1-522
2189	OG0002189	YKL017C	augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.60&CDS=1-1965
2190	OG0002190	YKL018C-A	genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.5&CDS=1-303
2191	OG0002191	YKL018W	genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.17&CDS=1-975
2192	OG0002192	YKL019W	genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.19&CDS=1-909
2193	OG0002193	YKL021C	augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.63&CDS=1-4386
2194	OG0002194	YKL022C	genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.9&CDS=1-2253
2195	OG0002195	YKL024C	genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.10&CDS=1-912
2196	OG0002196	YKL025C	augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_68_length_58707_cov_9.77837_ID_135-processed-gene-0.66&CDS=1-1923
2197	OG0002197	YKL029C	augustus_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.115&CDS=1-1920
2198	OG0002198	YKL032C	snap_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.79&CDS=1-1386
2199	OG0002199	YKL033W	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.2&CDS=1-3078
2200	OG0002200	YKL033W-A	genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_51_length_76526_cov_10.4101_ID_101-processed-gene-0.1&CDS=1-669
2201	OG0002201	YKL034W	genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.88&CDS=1-2286
2202	OG0002202	YKL035W	genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.87&CDS=1-1500
2203	OG0002203	YKL038W	genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_42_length_88937_cov_10.0104_ID_83-processed-gene-0.86&CDS=1-2346
2204	OG0002204	YKL039W	genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.27&CDS=1-1518
2205	OG0002205	YKL040C	genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.20&CDS=1-768
2206	OG0002206	YKL041W	genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.30&CDS=1-681
2207	OG0002207	YKL042W	genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_96_length_33163_cov_10.2154_ID_191-processed-gene-0.33&CDS=1-1017
2208	OG0002208	YKL043W	genemark-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.64&CDS=1-1356
2209	OG0002209	YKL045W	genemark-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.63&CDS=1-1491
2210	OG0002210	YKL047W	snap_masked-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_76_length_48989_cov_9.58268_ID_151-processed-gene-0.33&CDS=1-1575
2211	OG0002211	YKL048C	genemark-NODE_114_length_20407_cov_8.09065_ID_227-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_114_length_20407_cov_8.09065_ID_227-processed-gene-0.31&CDS=1-2367
