	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034986_Candida_oregonensis
1071	OG0001071	YDR316W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-9.128&CDS=1-1305
1072	OG0001072	YDR320C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.170-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.170&CDS=1-2214
1073	OG0001073	YDR321W	augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.26&CDS=1-1125
1074	OG0001074	YDR322W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-10.80&CDS=1-1086
1075	OG0001075	YDR323C	genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.91-mRNA-1_1&gene=genemark-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-11.91&CDS=1-1929
1076	OG0001076	YDR324C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.82-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.82&CDS=1-2073
1077	OG0001077	YDR325W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.112&CDS=1-3411
1078	OG0001078	YDR328C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.25-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.25&CDS=1-492
1079	OG0001079	YDR329C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.24&CDS=1-1191
1080	OG0001080	YDR330W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.48&CDS=1-1338
1081	OG0001081	YDR331W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.21-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-5.21&CDS=1-1125
1082	OG0001082	YDR333C	maker-NODE_4_length_977342_cov_52.321_ID_7-augustus-gene-0.128-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-augustus-gene-0.128&CDS=1-2280
1083	OG0001083	YDR334W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-0.23&CDS=1-4449
1084	OG0001084	YDR335W	augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.12&CDS=1-3684
1085	OG0001085	YDR336W	augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-0.85&CDS=1-1206
1086	OG0001086	YDR337W	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.28&CDS=1-912
1087	OG0001087	YDR339C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.17-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.17&CDS=1-561
1088	OG0001088	YDR341C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.42&CDS=1-1809
1089	OG0001089	YDR346C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.50-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.50&CDS=1-1128
1090	OG0001090	YDR347W	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-1.12&CDS=1-2208
1091	OG0001091	YDR349C	augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-7.64&CDS=1-1668
1092	OG0001092	YDR353W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.21&CDS=1-966
1093	OG0001093	YDR354W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.103&CDS=1-1101
1094	OG0001094	YDR357C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.80&CDS=1-324
1095	OG0001095	YDR359C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.130-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.130&CDS=1-3285
1096	OG0001096	YDR361C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.83&CDS=1-900
1097	OG0001097	YDR363W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.62&CDS=1-981
1098	OG0001098	YDR363W-A	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.105-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.105&CDS=1-204
1099	OG0001099	YDR364C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-1.105&CDS=1-1320
1100	OG0001100	YDR365C	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-8.57-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-8.57&CDS=1-2625
1101	OG0001101	YDR367W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.94&CDS=1-675
1102	OG0001102	YDR371W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.94&CDS=1-1074
1103	OG0001103	YDR372C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-2.90&CDS=1-1014
1104	OG0001104	YDR373W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.94-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.94&CDS=1-573
1105	OG0001105	YDR374C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.128&CDS=1-831
1106	OG0001106	YDR375C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.49&CDS=1-1338
1107	OG0001107	YDR376W	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-6.59&CDS=1-1488
1108	OG0001108	YDR377W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.92&CDS=1-300
1109	OG0001109	YDR378C	genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-4.41&CDS=1-228
1110	OG0001110	YDR381W	maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_4_length_977342_cov_52.321_ID_7-snap-gene-1.111&CDS=1-672
1111	OG0001111	YDR382W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-6.135&CDS=1-327
1112	OG0001112	YDR386W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.63&CDS=1-1695
1113	OG0001113	YDR388W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.140-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-7.140&CDS=1-1341
1114	OG0001114	YDR389W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-3.102&CDS=1-1596
1115	OG0001115	YDR390C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-7.72&CDS=1-1719
1116	OG0001116	YDR392W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.85-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.85&CDS=1-966
1117	OG0001117	YDR393W	augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.2-mRNA-1_1&gene=augustus_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-5.2&CDS=1-1239
1118	OG0001118	YDR394W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.16-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.16&CDS=1-1236
1119	OG0001119	YDR397C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.74&CDS=1-459
1120	OG0001120	YDR399W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.101-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.101&CDS=1-648
1121	OG0001121	YDR400W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-0.112&CDS=1-1062
1122	OG0001122	YDR402C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-2.69&CDS=1-1479
1123	OG0001123	YDR403W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.87&CDS=1-1413
1124	OG0001124	YDR404C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.14&CDS=1-519
1125	OG0001125	YDR405W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.39-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-6.39&CDS=1-861
1126	OG0001126	YDR407C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.80-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.80&CDS=1-3957
1127	OG0001127	YDR408C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-4.79&CDS=1-660
1128	OG0001128	YDR410C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.95-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.95&CDS=1-666
1129	OG0001129	YDR411C	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.152-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.152&CDS=1-978
1130	OG0001130	YDR412W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.44-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.44&CDS=1-729
1131	OG0001131	YDR414C	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-3.43&CDS=1-1263
1132	OG0001132	YDR415C	maker-NODE_16_length_131685_cov_45.3429_ID_31-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_16_length_131685_cov_45.3429_ID_31-augustus-gene-0.157&CDS=1-1764
1133	OG0001133	YDR416W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.149-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.149&CDS=1-2307
1134	OG0001134	YDR419W	genemark-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.145-mRNA-1_1&gene=genemark-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-4.145&CDS=1-2262
1135	OG0001135	YDR424C	genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.134-mRNA-1_1&gene=genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.134&CDS=1-330
1136	OG0001136	YDR425W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.87&CDS=1-1734
1137	OG0001137	YDR427W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.86-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.86&CDS=1-1218
1138	OG0001138	YDR428C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.43-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.43&CDS=1-726
1139	OG0001139	YDR429C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.42-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.42&CDS=1-786
1140	OG0001140	YDR430C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.155-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.155&CDS=1-3111
1141	OG0001141	YDR432W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-9.44&CDS=1-912
1142	OG0001142	YDR434W	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-0.107&CDS=1-1440
1143	OG0001143	YDR435C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.88-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.88&CDS=1-1071
1144	OG0001144	YDR437W	genemark-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.188-mRNA-1_1&gene=genemark-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.188&CDS=1-480
1145	OG0001145	YDR440W	genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.239-mRNA-1_1&gene=genemark-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-8.239&CDS=1-3228
1146	OG0001146	YDR443C	snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-4.66&CDS=1-5295
1147	OG0001147	YDR448W	maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-8.55-mRNA-1_1&gene=maker-NODE_1_length_1660530_cov_44.6465_ID_1-augustus-gene-8.55&CDS=1-2208
1148	OG0001148	YDR449C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.96&CDS=1-1275
1149	OG0001149	YDR452W	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-4.64&CDS=1-1926
1150	OG0001150	YDR454C	snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.51-mRNA-1_1&gene=snap_masked-NODE_9_length_451826_cov_59.5865_ID_17-processed-gene-3.51&CDS=1-558
1151	OG0001151	YDR456W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.93-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.93&CDS=1-1965
1152	OG0001152	YDR457W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.97&CDS=1-9837
1153	OG0001153	YDR460W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.87&CDS=1-1047
1154	OG0001154	YDR462W	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.104-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-8.104&CDS=1-417
1155	OG0001155	YDR465C	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-1.90&CDS=1-1236
1156	OG0001156	YDR468C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.84&CDS=1-672
1157	OG0001157	YDR469W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.107&CDS=1-399
1158	OG0001158	YDR470C	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.106-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-5.106&CDS=1-1326
1159	OG0001159	YDR472W	snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.95-mRNA-1_1&gene=snap_masked-NODE_8_length_763746_cov_51.4564_ID_15-processed-gene-6.95&CDS=1-741
1160	OG0001160	YDR473C	maker-NODE_8_length_763746_cov_51.4564_ID_15-augustus-gene-5.165-mRNA-1_1&gene=maker-NODE_8_length_763746_cov_51.4564_ID_15-augustus-gene-5.165&CDS=1-1356
1161	OG0001161	YDR477W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.59-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.59&CDS=1-2334
1162	OG0001162	YDR479C	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.61&CDS=1-1563
1163	OG0001163	YDR481C	augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.3-mRNA-1_1&gene=augustus_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.3&CDS=1-2595
1164	OG0001164	YDR482C	genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.28-mRNA-1_1&gene=genemark-NODE_2_length_1008149_cov_54.5014_ID_3-processed-gene-2.28&CDS=1-582
1165	OG0001165	YDR484W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.127-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.127&CDS=1-1806
1166	OG0001166	YDR485C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.78-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-14.78&CDS=1-2316
1167	OG0001167	YDR486C	snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_13_length_262532_cov_91.7354_ID_25-processed-gene-1.3&CDS=1-639
1168	OG0001168	YDR487C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.15-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-2.15&CDS=1-609
1169	OG0001169	YDR489W	snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.132-mRNA-1_1&gene=snap_masked-NODE_10_length_429437_cov_62.528_ID_19-processed-gene-2.132&CDS=1-699
1170	OG0001170	YDR493W	maker-NODE_6_length_904599_cov_47.8862_ID_11-augustus-gene-8.114-mRNA-1_1&gene=maker-NODE_6_length_904599_cov_47.8862_ID_11-augustus-gene-8.114&CDS=1-849
1171	OG0001171	YDR496C	snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1660530_cov_44.6465_ID_1-processed-gene-3.19&CDS=1-2073
1172	OG0001172	YDR498C	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-1.4&CDS=1-1134
1173	OG0001173	YDR499W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.11&CDS=1-2046
1174	OG0001174	YDR510W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-2.14&CDS=1-273
1175	OG0001175	YDR511W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.109-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-5.109&CDS=1-360
1176	OG0001176	YDR512C	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.37-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-3.37&CDS=1-441
1177	OG0001177	YDR517W	snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_12_length_341755_cov_65.6313_ID_23-processed-gene-2.5&CDS=1-1212
1178	OG0001178	YDR519W	maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_11_length_428817_cov_65.7073_ID_21-snap-gene-2.95&CDS=1-357
1179	OG0001179	YDR523C	augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.112-mRNA-1_1&gene=augustus_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.112&CDS=1-1152
1180	OG0001180	YDR524C	genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.20&CDS=1-2610
1181	OG0001181	YDR525W-A	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.63-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.63&CDS=1-243
1182	OG0001182	YDR527W	snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_11_length_428817_cov_65.7073_ID_21-processed-gene-2.85&CDS=1-1278
1183	OG0001183	YDR529C	maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-2.103-mRNA-1_1&gene=maker-NODE_3_length_981849_cov_61.5484_ID_5-snap-gene-2.103&CDS=1-372
1184	OG0001184	YDR531W	snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_6_length_904599_cov_47.8862_ID_11-processed-gene-1.149&CDS=1-1293
1185	OG0001185	YDR536W	snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_4_length_977342_cov_52.321_ID_7-processed-gene-6.113&CDS=1-1653
1186	OG0001186	YDR538W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.98&CDS=1-801
1187	OG0001187	YDR539W	snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_3_length_981849_cov_61.5484_ID_5-processed-gene-0.123&CDS=1-1533
1188	OG0001188	YEL002C	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.92&CDS=1-1422
1189	OG0001189	YEL003W	snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_5_length_957844_cov_53.4892_ID_9-processed-gene-3.91&CDS=1-366
1190	OG0001190	YEL009C	snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.105-mRNA-1_1&gene=snap_masked-NODE_7_length_871080_cov_57.3584_ID_13-processed-gene-7.105&CDS=1-804
