	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035268_Wickerhamomyces_hampshirensis
1569	OG0001569	YGL093W	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.102&CDS=1-2985
1570	OG0001570	YGL094C	maker-NODE_13_length_282211_cov_32.6201_ID_4070-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_13_length_282211_cov_32.6201_ID_4070-snap-gene-0.4&CDS=1-3258
1571	OG0001571	YGL095C	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-0.122&CDS=1-1818
1572	OG0001572	YGL097W	genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_19_length_137538_cov_25.1073_ID_4721-processed-gene-0.36&CDS=1-1425
1573	OG0001573	YGL098W	augustus_masked-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.230&CDS=1-738
1574	OG0001574	YGL099W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.150-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.150&CDS=1-1854
1575	OG0001575	YGL100W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.142&CDS=1-1035
1576	OG0001576	YGL103W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.167&CDS=1-447
1577	OG0001577	YGL105W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.170-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.170&CDS=1-1044
1578	OG0001578	YGL106W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.171-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-1.171&CDS=1-426
1579	OG0001579	YGL110C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.133-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.133&CDS=1-1791
1580	OG0001580	YGL111W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-2.114&CDS=1-1188
1581	OG0001581	YGL112C	augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-8.82-mRNA-1_1&gene=augustus_masked-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-8.82&CDS=1-2895
1582	OG0001582	YGL113W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.120-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.120&CDS=1-1884
1583	OG0001583	YGL114W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.92&CDS=1-2010
1584	OG0001584	YGL115W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.91&CDS=1-1017
1585	OG0001585	YGL116W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-0.111&CDS=1-1500
1586	OG0001586	YGL119W	augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-7.6&CDS=1-1680
1587	OG0001587	YGL122C	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.7&CDS=1-1344
1588	OG0001588	YGL123W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.32-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.32&CDS=1-768
1589	OG0001589	YGL124C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-0.96&CDS=1-1632
1590	OG0001590	YGL125W	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-1.5&CDS=1-1791
1591	OG0001591	YGL126W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.26-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-6.26&CDS=1-558
1592	OG0001592	YGL129C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.133-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.133&CDS=1-1299
1593	OG0001593	YGL130W	snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.101-mRNA-1_1&gene=snap_masked-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-8.101&CDS=1-1299
1594	OG0001594	YGL131C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.5&CDS=1-4350
1595	OG0001595	YGL136C	snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.58&CDS=1-906
1596	OG0001596	YGL137W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-0.37&CDS=1-2502
1597	OG0001597	YGL140C	snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.34-mRNA-1_1&gene=snap_masked-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.34&CDS=1-3126
1598	OG0001598	YGL141W	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-0.38&CDS=1-2898
1599	OG0001599	YGL142C	genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.226-mRNA-1_1&gene=genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.226&CDS=1-1629
1600	OG0001600	YGL144C	maker-NODE_17_length_172630_cov_35.0434_ID_4407-snap-gene-0.179-mRNA-1_1&gene=maker-NODE_17_length_172630_cov_35.0434_ID_4407-snap-gene-0.179&CDS=1-3183
1601	OG0001601	YGL145W	genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.181&CDS=1-2145
1602	OG0001602	YGL148W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-10.184-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-10.184&CDS=1-1131
1603	OG0001603	YGL150C	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.273-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.273&CDS=1-4011
1604	OG0001604	YGL151W	genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.234-mRNA-1_1&gene=genemark-NODE_7_length_646881_cov_19.7783_ID_6034-processed-gene-5.234&CDS=1-2742
1605	OG0001605	YGL153W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.38&CDS=1-1203
1606	OG0001606	YGL154C	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.10&CDS=1-846
1607	OG0001607	YGL155W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.39&CDS=1-1053
1608	OG0001608	YGL156W	snap_masked-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-0.98&CDS=1-3360
1609	OG0001609	YGL159W	augustus_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.135&CDS=1-1329
1610	OG0001610	YGL161C	maker-NODE_4_length_1185655_cov_19.7506_ID_4185-snap-gene-10.212-mRNA-1_1&gene=maker-NODE_4_length_1185655_cov_19.7506_ID_4185-snap-gene-10.212&CDS=1-954
1611	OG0001611	YGL163C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.143-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-4.143&CDS=1-2487
1612	OG0001612	YGL167C	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.26&CDS=1-2757
1613	OG0001613	YGL169W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.6&CDS=1-1110
1614	OG0001614	YGL171W	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.11-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-1.11&CDS=1-1719
1615	OG0001615	YGL173C	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.1&CDS=1-4434
1616	OG0001616	YGL174W	genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.54-mRNA-1_1&gene=genemark-NODE_13_length_282211_cov_32.6201_ID_4070-processed-gene-1.54&CDS=1-891
1617	OG0001617	YGL175C	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.51-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.51&CDS=1-1488
1618	OG0001618	YGL178W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.37&CDS=1-1740
1619	OG0001619	YGL180W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.40-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.40&CDS=1-2517
1620	OG0001620	YGL181W	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.14-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.14&CDS=1-1152
1621	OG0001621	YGL183C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.41-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-5.41&CDS=1-651
1622	OG0001622	YGL184C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.28&CDS=1-1194
1623	OG0001623	YGL186C	genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-2.178-mRNA-1_1&gene=genemark-NODE_10_length_326157_cov_19.9824_ID_4243-processed-gene-2.178&CDS=1-1596
1624	OG0001624	YGL187C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.48-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-15.48&CDS=1-456
1625	OG0001625	YGL190C	genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.11-mRNA-1_1&gene=genemark-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-16.11&CDS=1-1347
1626	OG0001626	YGL192W	maker-NODE_1_length_2064379_cov_23.1478_ID_10436-augustus-gene-16.166-mRNA-1_1&gene=maker-NODE_1_length_2064379_cov_23.1478_ID_10436-augustus-gene-16.166&CDS=1-1728
1627	OG0001627	YGL194C	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.18&CDS=1-1335
1628	OG0001628	YGL195W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.15&CDS=1-8046
1629	OG0001629	YGL196W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.14&CDS=1-1308
1630	OG0001630	YGL201C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.57-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.57&CDS=1-2772
1631	OG0001631	YGL203C	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.142-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-2.142&CDS=1-1950
1632	OG0001632	YGL206C	genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.12&CDS=1-4983
1633	OG0001633	YGL207W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.120-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-6.120&CDS=1-3039
1634	OG0001634	YGL211W	genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_21_length_62229_cov_19.6615_ID_10144-processed-gene-0.19&CDS=1-1065
1635	OG0001635	YGL212W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.38-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.38&CDS=1-1041
1636	OG0001636	YGL215W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-8.2-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-8.2&CDS=1-1137
1637	OG0001637	YGL216W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.24-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-7.24&CDS=1-2571
1638	OG0001638	YGL221C	genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_18_length_169703_cov_34.7428_ID_8995-processed-gene-0.20&CDS=1-801
1639	OG0001639	YGL224C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.123-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-9.123&CDS=1-837
1640	OG0001640	YGL225W	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.209-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.209&CDS=1-972
1641	OG0001641	YGL227W	augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_2064379_cov_23.1478_ID_10436-processed-gene-6.78&CDS=1-1692
1642	OG0001642	YGL231C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.38&CDS=1-510
1643	OG0001643	YGL232W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.19-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.19&CDS=1-948
1644	OG0001644	YGL233W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.18-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-3.18&CDS=1-2286
1645	OG0001645	YGL234W	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.210-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.210&CDS=1-2361
1646	OG0001646	YGL236C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.157-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.157&CDS=1-1977
1647	OG0001647	YGL237C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.158-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.158&CDS=1-609
1648	OG0001648	YGL238W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.142-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-11.142&CDS=1-2865
1649	OG0001649	YGL240W	genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.217-mRNA-1_1&gene=genemark-NODE_17_length_172630_cov_35.0434_ID_4407-processed-gene-0.217&CDS=1-642
1650	OG0001650	YGL241W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.141-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.141&CDS=1-2898
1651	OG0001651	YGL242C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.165-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.165&CDS=1-585
1652	OG0001652	YGL243W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.140-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.140&CDS=1-1131
1653	OG0001653	YGL244W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.139-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.139&CDS=1-1638
1654	OG0001654	YGL245W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.138-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.138&CDS=1-2151
1655	OG0001655	YGL246C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.163-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.163&CDS=1-1131
1656	OG0001656	YGL247W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.136-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.136&CDS=1-1491
1657	OG0001657	YGL248W	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.159-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.159&CDS=1-1104
1658	OG0001658	YGL251C	genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.158-mRNA-1_1&gene=genemark-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-5.158&CDS=1-3732
1659	OG0001659	YGL252C	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.17-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.17&CDS=1-1722
1660	OG0001660	YGL255W	genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.23-mRNA-1_1&gene=genemark-NODE_5_length_756861_cov_23.9656_ID_3894-processed-gene-2.23&CDS=1-1122
1661	OG0001661	YGR001C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.116-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.116&CDS=1-735
1662	OG0001662	YGR002C	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.30&CDS=1-1572
1663	OG0001663	YGR005C	maker-NODE_16_length_214857_cov_18.8876_ID_4634-snap-gene-0.111-mRNA-1_1&gene=maker-NODE_16_length_214857_cov_18.8876_ID_4634-snap-gene-0.111&CDS=1-1485
1664	OG0001664	YGR006W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-0.22&CDS=1-654
1665	OG0001665	YGR007W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.121-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.121&CDS=1-1014
1666	OG0001666	YGR012W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.125-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.125&CDS=1-1155
1667	OG0001667	YGR013W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.124&CDS=1-1662
1668	OG0001668	YGR014W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.123-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.123&CDS=1-2910
1669	OG0001669	YGR016W	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-1.122&CDS=1-525
1670	OG0001670	YGR017W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.124&CDS=1-735
1671	OG0001671	YGR019W	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.123-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.123&CDS=1-1413
1672	OG0001672	YGR020C	genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.98&CDS=1-363
1673	OG0001673	YGR021W	snap_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_11_length_314032_cov_21.0685_ID_9587-processed-gene-0.30&CDS=1-876
1674	OG0001674	YGR024C	genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_12_length_295672_cov_30.6484_ID_4147-processed-gene-0.7&CDS=1-708
1675	OG0001675	YGR026W	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.25-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.25&CDS=1-1404
1676	OG0001676	YGR029W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-0.22&CDS=1-567
1677	OG0001677	YGR030C	genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_8_length_533836_cov_19.8766_ID_4568-processed-gene-2.10&CDS=1-528
1678	OG0001678	YGR031W	snap_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.70-mRNA-1_1&gene=snap_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.70&CDS=1-984
1679	OG0001679	YGR036C	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.58-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-10.58&CDS=1-681
1680	OG0001680	YGR037C	augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-1.163&CDS=1-258
1681	OG0001681	YGR042W	snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.66-mRNA-1_1&gene=snap_masked-NODE_2_length_1379909_cov_21.984_ID_3444-processed-gene-11.66&CDS=1-1062
1682	OG0001682	YGR046W	genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.79-mRNA-1_1&gene=genemark-NODE_3_length_1364554_cov_21.9612_ID_3295-processed-gene-12.79&CDS=1-1113
1683	OG0001683	YGR047C	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.115-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.115&CDS=1-3000
1684	OG0001684	YGR048W	genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.139-mRNA-1_1&gene=genemark-NODE_9_length_350230_cov_29.1439_ID_4503-processed-gene-1.139&CDS=1-1062
1685	OG0001685	YGR053C	genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.41-mRNA-1_1&gene=genemark-NODE_16_length_214857_cov_18.8876_ID_4634-processed-gene-1.41&CDS=1-588
1686	OG0001686	YGR054W	genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_4_length_1185655_cov_19.7506_ID_4185-processed-gene-3.111&CDS=1-1866
1687	OG0001687	YGR055W	genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.36-mRNA-1_1&gene=genemark-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-5.36&CDS=1-1665
1688	OG0001688	YGR057C	augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-NODE_6_length_661877_cov_25.9127_ID_4294-processed-gene-4.117&CDS=1-672
1689	OG0001689	YGR058W	genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.247-mRNA-1_1&gene=genemark-NODE_14_length_278270_cov_29.3736_ID_3947-processed-gene-1.247&CDS=1-990
