	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034655_Botryozyma_nematodophila
2769	OG0002769	YOR125C	snap_masked-NODE_930_length_3822_cov_3.40457_ID_1859-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_930_length_3822_cov_3.40457_ID_1859-processed-gene-0.1&CDS=1-726
2770	OG0002770	YOR128C	snap_masked-NODE_673_length_4428_cov_4.77704_ID_1345-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_673_length_4428_cov_4.77704_ID_1345-processed-gene-0.4&CDS=1-1755
2771	OG0002771	YOR130C	snap_masked-NODE_1596_length_2897_cov_3.79451_ID_3191-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1596_length_2897_cov_3.79451_ID_3191-processed-gene-0.2&CDS=1-1014
2772	OG0002772	YOR131C	maker-NODE_164_length_7039_cov_3.74198_ID_327-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_164_length_7039_cov_3.74198_ID_327-augustus-gene-0.4&CDS=1-666
2773	OG0002773	YOR132W	genemark-NODE_2372_length_2262_cov_3.94925_ID_4743-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_2372_length_2262_cov_3.94925_ID_4743-processed-gene-0.1&CDS=1-1701
2774	OG0002774	YOR134W	snap_masked-NODE_1491_length_2999_cov_3.14538_ID_2981-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1491_length_2999_cov_3.14538_ID_2981-processed-gene-0.2&CDS=1-2106
2775	OG0002775	YOR136W	maker-NODE_2405_length_2243_cov_3.53793_ID_4809-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_2405_length_2243_cov_3.53793_ID_4809-snap-gene-0.2&CDS=1-630
2776	OG0002776	YOR141C	augustus_masked-NODE_624_length_4587_cov_5.07745_ID_1247-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_624_length_4587_cov_5.07745_ID_1247-processed-gene-0.0&CDS=1-1530
2777	OG0002777	YOR142W	augustus_masked-NODE_7091_length_643_cov_2.31803_ID_14181-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_7091_length_643_cov_2.31803_ID_14181-processed-gene-0.0&CDS=1-642
2778	OG0002778	YOR143C	snap_masked-NODE_818_length_4068_cov_3.42985_ID_1635-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_818_length_4068_cov_3.42985_ID_1635-processed-gene-0.8&CDS=1-906
2779	OG0002779	YOR145C	snap_masked-NODE_3762_length_1541_cov_2.58546_ID_7523-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_3762_length_1541_cov_2.58546_ID_7523-processed-gene-0.3&CDS=1-762
2780	OG0002780	YOR149C	augustus_masked-NODE_1501_length_2989_cov_3.13395_ID_3001-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1501_length_2989_cov_3.13395_ID_3001-processed-gene-0.0&CDS=1-1743
2781	OG0002781	YOR150W	snap_masked-NODE_1331_length_3189_cov_3.37843_ID_2661-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1331_length_3189_cov_3.37843_ID_2661-processed-gene-0.0&CDS=1-462
2782	OG0002782	YOR151C	augustus_masked-NODE_1906_length_2608_cov_2.66941_ID_3811-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1906_length_2608_cov_2.66941_ID_3811-processed-gene-0.1&CDS=1-1695
2783	OG0002783	YOR153W	augustus_masked-NODE_228_length_6482_cov_5.32675_ID_455-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_228_length_6482_cov_5.32675_ID_455-processed-gene-0.1&CDS=1-4002
2784	OG0002784	YOR154W	maker-NODE_61_length_9553_cov_4.94894_ID_121-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_61_length_9553_cov_4.94894_ID_121-augustus-gene-0.7&CDS=1-3495
2785	OG0002785	YOR155C	genemark-NODE_159_length_7151_cov_3.82131_ID_317-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_159_length_7151_cov_3.82131_ID_317-processed-gene-0.12&CDS=1-1692
2786	OG0002786	YOR157C	genemark-NODE_922_length_3839_cov_3.71221_ID_1843-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_922_length_3839_cov_3.71221_ID_1843-processed-gene-0.8&CDS=1-753
2787	OG0002787	YOR159C	genemark-NODE_313_length_5858_cov_4.33586_ID_625-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_313_length_5858_cov_4.33586_ID_625-processed-gene-0.4&CDS=1-237
2788	OG0002788	YOR160W	augustus_masked-NODE_1919_length_2600_cov_3.66326_ID_3837-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1919_length_2600_cov_3.66326_ID_3837-processed-gene-0.0&CDS=1-2550
2789	OG0002789	YOR163W	augustus_masked-NODE_4741_length_1181_cov_2.17851_ID_9481-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_4741_length_1181_cov_2.17851_ID_9481-processed-gene-0.5&CDS=1-438
2790	OG0002790	YOR164C	augustus_masked-NODE_1541_length_2951_cov_2.73101_ID_3081-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1541_length_2951_cov_2.73101_ID_3081-processed-gene-0.1&CDS=1-444
2791	OG0002791	YOR165W	augustus_masked-NODE_4732_length_1185_cov_2.90973_ID_9463-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4732_length_1185_cov_2.90973_ID_9463-processed-gene-0.0&CDS=1-435
2792	OG0002792	YOR166C	snap_masked-NODE_781_length_4148_cov_3.74151_ID_1561-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_781_length_4148_cov_3.74151_ID_1561-processed-gene-0.3&CDS=1-1533
2793	OG0002793	YOR168W	augustus_masked-NODE_2447_length_2213_cov_3.94208_ID_4893-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2447_length_2213_cov_3.94208_ID_4893-processed-gene-0.1&CDS=1-1119
2794	OG0002794	YOR175C	snap_masked-NODE_1541_length_2951_cov_2.73101_ID_3081-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1541_length_2951_cov_2.73101_ID_3081-processed-gene-0.2&CDS=1-1092
2795	OG0002795	YOR176W	maker-NODE_635_length_4545_cov_5.66459_ID_1269-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_635_length_4545_cov_5.66459_ID_1269-augustus-gene-0.0&CDS=1-1200
2796	OG0002796	YOR181W	maker-NODE_6367_length_780_cov_1.78759_ID_12733-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_6367_length_780_cov_1.78759_ID_12733-augustus-gene-0.2&CDS=1-282
2797	OG0002797	YOR184W	augustus_masked-NODE_4089_length_1405_cov_3.91704_ID_8177-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4089_length_1405_cov_3.91704_ID_8177-processed-gene-0.2&CDS=1-975
2798	OG0002798	YOR185C	augustus_masked-NODE_6037_length_848_cov_2.3884_ID_12073-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6037_length_848_cov_2.3884_ID_12073-processed-gene-0.1&CDS=1-462
2799	OG0002799	YOR187W	genemark-NODE_3183_length_1809_cov_2.63056_ID_6365-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_3183_length_1809_cov_2.63056_ID_6365-processed-gene-0.2&CDS=1-810
2800	OG0002800	YOR194C	maker-NODE_467_length_5145_cov_3.68114_ID_933-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_467_length_5145_cov_3.68114_ID_933-augustus-gene-0.8&CDS=1-849
2801	OG0002801	YOR196C	snap_masked-NODE_127_length_7560_cov_6.91339_ID_253-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_127_length_7560_cov_6.91339_ID_253-processed-gene-0.5&CDS=1-1149
2802	OG0002802	YOR197W	genemark-NODE_7232_length_624_cov_3.31986_ID_14463-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_7232_length_624_cov_3.31986_ID_14463-processed-gene-0.1&CDS=1-552
2803	OG0002803	YOR198C	augustus_masked-NODE_3753_length_1546_cov_4.34876_ID_7505-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3753_length_1546_cov_4.34876_ID_7505-processed-gene-0.1&CDS=1-534
2804	OG0002804	YOR202W	maker-NODE_508_length_4967_cov_7.19544_ID_1015-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_508_length_4967_cov_7.19544_ID_1015-augustus-gene-0.9&CDS=1-948
2805	OG0002805	YOR204W	snap_masked-NODE_1357_length_3158_cov_4.51627_ID_2713-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1357_length_3158_cov_4.51627_ID_2713-processed-gene-0.1&CDS=1-2325
2806	OG0002806	YOR206W	augustus_masked-NODE_1160_length_3439_cov_4.28162_ID_2319-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1160_length_3439_cov_4.28162_ID_2319-processed-gene-0.4&CDS=1-1560
2807	OG0002807	YOR207C	augustus_masked-NODE_187_length_6827_cov_4.76831_ID_373-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_187_length_6827_cov_4.76831_ID_373-processed-gene-0.3&CDS=1-2067
2808	OG0002808	YOR208W	augustus_masked-NODE_4460_length_1270_cov_2.09136_ID_8919-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4460_length_1270_cov_2.09136_ID_8919-processed-gene-0.0&CDS=1-1206
2809	OG0002809	YOR209C	maker-NODE_148_length_7309_cov_3.89275_ID_295-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_148_length_7309_cov_3.89275_ID_295-augustus-gene-0.10&CDS=1-1296
2810	OG0002810	YOR210W	maker-NODE_467_length_5145_cov_3.68114_ID_933-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_467_length_5145_cov_3.68114_ID_933-augustus-gene-0.9&CDS=1-213
2811	OG0002811	YOR211C	augustus_masked-NODE_4411_length_1287_cov_3.00974_ID_8821-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4411_length_1287_cov_3.00974_ID_8821-processed-gene-0.2&CDS=1-1287
2812	OG0002812	YOR212W	augustus_masked-NODE_3839_length_1512_cov_4.25875_ID_7677-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3839_length_1512_cov_4.25875_ID_7677-processed-gene-0.0&CDS=1-1509
2813	OG0002813	YOR215C	augustus_masked-NODE_1409_length_3083_cov_3.62616_ID_2817-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_1409_length_3083_cov_3.62616_ID_2817-processed-gene-0.5&CDS=1-627
2814	OG0002814	YOR216C	augustus_masked-NODE_3258_length_1774_cov_4.52472_ID_6515-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3258_length_1774_cov_4.52472_ID_6515-processed-gene-0.0&CDS=1-936
2815	OG0002815	YOR217W	augustus_masked-NODE_1039_length_3626_cov_3.91095_ID_2077-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_1039_length_3626_cov_3.91095_ID_2077-processed-gene-0.3&CDS=1-2070
2816	OG0002816	YOR223W	augustus_masked-NODE_6233_length_807_cov_3.55452_ID_12465-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6233_length_807_cov_3.55452_ID_12465-processed-gene-0.1&CDS=1-621
2817	OG0002817	YOR224C	maker-NODE_100_length_8257_cov_5.63094_ID_199-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_100_length_8257_cov_5.63094_ID_199-augustus-gene-0.0&CDS=1-378
2818	OG0002818	YOR231W	snap_masked-NODE_114_length_7840_cov_4.26808_ID_227-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_114_length_7840_cov_4.26808_ID_227-processed-gene-0.5&CDS=1-1632
2819	OG0002819	YOR232W	snap_masked-NODE_665_length_4458_cov_3.3241_ID_1329-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_665_length_4458_cov_3.3241_ID_1329-processed-gene-0.5&CDS=1-219
2820	OG0002820	YOR233W	genemark-NODE_4175_length_1373_cov_2.9302_ID_8349-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4175_length_1373_cov_2.9302_ID_8349-processed-gene-0.0&CDS=1-1167
2821	OG0002821	YOR236W	snap_masked-NODE_2689_length_2061_cov_3.11167_ID_5377-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_2689_length_2061_cov_3.11167_ID_5377-processed-gene-0.4&CDS=1-702
2822	OG0002822	YOR238W	snap_masked-NODE_257_length_6300_cov_3.84179_ID_513-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_257_length_6300_cov_3.84179_ID_513-processed-gene-0.1&CDS=1-1236
2823	OG0002823	YOR239W	snap_masked-NODE_3465_length_1681_cov_3.12977_ID_6929-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3465_length_1681_cov_3.12977_ID_6929-processed-gene-0.1&CDS=1-837
2824	OG0002824	YOR241W	augustus_masked-NODE_5150_length_1059_cov_3.43825_ID_10299-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_5150_length_1059_cov_3.43825_ID_10299-processed-gene-0.0&CDS=1-564
2825	OG0002825	YOR243C	augustus_masked-NODE_3230_length_1789_cov_3.14129_ID_6459-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3230_length_1789_cov_3.14129_ID_6459-processed-gene-0.2&CDS=1-885
2826	OG0002826	YOR244W	snap_masked-NODE_1830_length_2685_cov_4.427_ID_3659-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1830_length_2685_cov_4.427_ID_3659-processed-gene-0.1&CDS=1-1368
2827	OG0002827	YOR245C	snap_masked-NODE_1098_length_3528_cov_3.73251_ID_2195-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1098_length_3528_cov_3.73251_ID_2195-processed-gene-0.1&CDS=1-1206
2828	OG0002828	YOR250C	genemark-NODE_3579_length_1626_cov_2.60853_ID_7157-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_3579_length_1626_cov_2.60853_ID_7157-processed-gene-0.3&CDS=1-1317
2829	OG0002829	YOR251C	snap_masked-NODE_485_length_5052_cov_3.68141_ID_969-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_485_length_5052_cov_3.68141_ID_969-processed-gene-0.3&CDS=1-960
2830	OG0002830	YOR254C	snap_masked-NODE_21_length_12579_cov_8.48563_ID_41-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_21_length_12579_cov_8.48563_ID_41-processed-gene-0.12&CDS=1-2208
2831	OG0002831	YOR257W	maker-NODE_683_length_4385_cov_4.20254_ID_1365-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_683_length_4385_cov_4.20254_ID_1365-augustus-gene-0.0&CDS=1-594
2832	OG0002832	YOR258W	augustus_masked-NODE_4237_length_1347_cov_3.10913_ID_8473-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4237_length_1347_cov_3.10913_ID_8473-processed-gene-0.2&CDS=1-786
2833	OG0002833	YOR259C	genemark-NODE_565_length_4751_cov_4.49489_ID_1129-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_565_length_4751_cov_4.49489_ID_1129-processed-gene-0.10&CDS=1-1209
2834	OG0002834	YOR260W	augustus_masked-NODE_873_length_3932_cov_3.87877_ID_1745-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_873_length_3932_cov_3.87877_ID_1745-processed-gene-0.2&CDS=1-1938
2835	OG0002835	YOR261C	snap_masked-NODE_12_length_15724_cov_6.8767_ID_23-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_12_length_15724_cov_6.8767_ID_23-processed-gene-0.8&CDS=1-1212
2836	OG0002836	YOR262W	snap_masked-NODE_1526_length_2969_cov_3.78003_ID_3051-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_1526_length_2969_cov_3.78003_ID_3051-processed-gene-0.1&CDS=1-636
2837	OG0002837	YOR267C	maker-NODE_2610_length_2110_cov_4.54161_ID_5219-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_2610_length_2110_cov_4.54161_ID_5219-augustus-gene-0.3&CDS=1-1917
2838	OG0002838	YOR269W	augustus_masked-NODE_497_length_5017_cov_4.1316_ID_993-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_497_length_5017_cov_4.1316_ID_993-processed-gene-0.3&CDS=1-1848
2839	OG0002839	YOR270C	genemark-NODE_3718_length_1564_cov_3.65805_ID_7435-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_3718_length_1564_cov_3.65805_ID_7435-processed-gene-0.1&CDS=1-1497
2840	OG0002840	YOR271C	maker-NODE_2655_length_2081_cov_5.37167_ID_5309-augustus-gene-0.6-mRNA-1_1&gene=maker-NODE_2655_length_2081_cov_5.37167_ID_5309-augustus-gene-0.6&CDS=1-879
2841	OG0002841	YOR272W	augustus_masked-NODE_1711_length_2785_cov_3.19011_ID_3421-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_1711_length_2785_cov_3.19011_ID_3421-processed-gene-0.4&CDS=1-1209
2842	OG0002842	YOR273C	genemark-NODE_4088_length_1407_cov_4.79438_ID_8175-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_4088_length_1407_cov_4.79438_ID_8175-processed-gene-0.1&CDS=1-1110
2843	OG0002843	YOR274W	snap_masked-NODE_2790_length_2004_cov_3.44895_ID_5579-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_2790_length_2004_cov_3.44895_ID_5579-processed-gene-0.1&CDS=1-1551
2844	OG0002844	YOR275C	maker-NODE_163_length_7063_cov_5.30251_ID_325-augustus-gene-0.16-mRNA-1_1&gene=maker-NODE_163_length_7063_cov_5.30251_ID_325-augustus-gene-0.16&CDS=1-2253
2845	OG0002845	YOR278W	augustus_masked-NODE_3876_length_1499_cov_3.76039_ID_7751-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3876_length_1499_cov_3.76039_ID_7751-processed-gene-0.0&CDS=1-852
2846	OG0002846	YOR281C	snap_masked-NODE_83_length_8683_cov_4.43533_ID_165-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_83_length_8683_cov_4.43533_ID_165-processed-gene-0.5&CDS=1-765
2847	OG0002847	YOR283W	maker-NODE_371_length_5572_cov_4.66721_ID_741-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_371_length_5572_cov_4.66721_ID_741-augustus-gene-0.4&CDS=1-657
2848	OG0002848	YOR288C	augustus_masked-NODE_2555_length_2146_cov_3.27355_ID_5109-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2555_length_2146_cov_3.27355_ID_5109-processed-gene-0.3&CDS=1-339
2849	OG0002849	YOR289W	maker-NODE_5289_length_1020_cov_3.26632_ID_10577-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_5289_length_1020_cov_3.26632_ID_10577-augustus-gene-0.3&CDS=1-615
2850	OG0002850	YOR291W	genemark-NODE_2954_length_1923_cov_4.98769_ID_5907-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_2954_length_1923_cov_4.98769_ID_5907-processed-gene-0.3&CDS=1-1821
2851	OG0002851	YOR292C	snap_masked-NODE_1327_length_3201_cov_3.75779_ID_2653-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_1327_length_3201_cov_3.75779_ID_2653-processed-gene-0.5&CDS=1-831
2852	OG0002852	YOR294W	snap_masked-NODE_670_length_4444_cov_3.81636_ID_1339-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_670_length_4444_cov_3.81636_ID_1339-processed-gene-0.6&CDS=1-588
2853	OG0002853	YOR296W	snap_masked-NODE_203_length_6644_cov_10.4593_ID_405-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_203_length_6644_cov_10.4593_ID_405-processed-gene-0.3&CDS=1-4251
2854	OG0002854	YOR298C-A	snap_masked-NODE_3729_length_1557_cov_2.99401_ID_7457-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3729_length_1557_cov_2.99401_ID_7457-processed-gene-0.1&CDS=1-447
2855	OG0002855	YOR303W	snap_masked-NODE_1244_length_3320_cov_4.85421_ID_2487-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1244_length_3320_cov_4.85421_ID_2487-processed-gene-0.2&CDS=1-1386
2856	OG0002856	YOR304W	maker-NODE_4251_length_1341_cov_3.87792_ID_8501-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_4251_length_1341_cov_3.87792_ID_8501-augustus-gene-0.1&CDS=1-1143
2857	OG0002857	YOR305W	snap_masked-NODE_211_length_6574_cov_3.63599_ID_421-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_211_length_6574_cov_3.63599_ID_421-processed-gene-0.2&CDS=1-819
2858	OG0002858	YOR310C	augustus_masked-NODE_125_length_7678_cov_3.70445_ID_249-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_125_length_7678_cov_3.70445_ID_249-processed-gene-0.9&CDS=1-1323
2859	OG0002859	YOR311C	augustus_masked-NODE_2422_length_2229_cov_3.65409_ID_4843-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_2422_length_2229_cov_3.65409_ID_4843-processed-gene-0.3&CDS=1-822
2860	OG0002860	YOR319W	snap_masked-NODE_341_length_5699_cov_4.22165_ID_681-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_341_length_5699_cov_4.22165_ID_681-processed-gene-0.8&CDS=1-1065
2861	OG0002861	YOR320C	augustus_masked-NODE_823_length_4055_cov_3.5305_ID_1645-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_823_length_4055_cov_3.5305_ID_1645-processed-gene-0.3&CDS=1-957
2862	OG0002862	YOR322C	augustus_masked-NODE_1651_length_2853_cov_3.29664_ID_3301-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1651_length_2853_cov_3.29664_ID_3301-processed-gene-0.1&CDS=1-1368
2863	OG0002863	YOR323C	snap_masked-NODE_2105_length_2436_cov_2.92356_ID_4209-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_2105_length_2436_cov_2.92356_ID_4209-processed-gene-0.5&CDS=1-1326
2864	OG0002864	YOR326W	genemark-NODE_304_length_5882_cov_3.58263_ID_607-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_304_length_5882_cov_3.58263_ID_607-processed-gene-0.4&CDS=1-4740
2865	OG0002865	YOR327C	maker-NODE_1366_length_3141_cov_4.64161_ID_2731-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_1366_length_3141_cov_4.64161_ID_2731-augustus-gene-0.4&CDS=1-342
2866	OG0002866	YOR330C	augustus_masked-NODE_730_length_4253_cov_4.52525_ID_1459-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_730_length_4253_cov_4.52525_ID_1459-processed-gene-0.4&CDS=1-2433
2867	OG0002867	YOR332W	genemark-NODE_1271_length_3283_cov_3.46654_ID_2541-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1271_length_3283_cov_3.46654_ID_2541-processed-gene-0.1&CDS=1-630
2868	OG0002868	YOR335C	maker-NODE_2594_length_2123_cov_4.24758_ID_5187-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_2594_length_2123_cov_4.24758_ID_5187-augustus-gene-0.3&CDS=1-765
2869	OG0002869	YOR336W	maker-NODE_82_length_8739_cov_4.10341_ID_163-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_82_length_8739_cov_4.10341_ID_163-snap-gene-0.3&CDS=1-4518
2870	OG0002870	YOR339C	genemark-NODE_4228_length_1350_cov_2.79228_ID_8455-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4228_length_1350_cov_2.79228_ID_8455-processed-gene-0.0&CDS=1-528
2871	OG0002871	YOR340C	snap_masked-NODE_4492_length_1258_cov_3.88113_ID_8983-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_4492_length_1258_cov_3.88113_ID_8983-processed-gene-0.1&CDS=1-531
2872	OG0002872	YOR341W	augustus_masked-NODE_362_length_5600_cov_4.73417_ID_723-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_362_length_5600_cov_4.73417_ID_723-processed-gene-0.1&CDS=1-1668
2873	OG0002873	YOR351C	genemark-NODE_2403_length_2244_cov_4.74326_ID_4805-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_2403_length_2244_cov_4.74326_ID_4805-processed-gene-0.4&CDS=1-915
2874	OG0002874	YOR352W	augustus_masked-NODE_4791_length_1165_cov_3.24324_ID_9581-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4791_length_1165_cov_3.24324_ID_9581-processed-gene-0.1&CDS=1-582
2875	OG0002875	YOR353C	augustus_masked-NODE_4280_length_1332_cov_5.2498_ID_8559-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_4280_length_1332_cov_5.2498_ID_8559-processed-gene-0.1&CDS=1-1320
2876	OG0002876	YOR356W	snap_masked-NODE_95_length_8367_cov_4.28573_ID_189-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_95_length_8367_cov_4.28573_ID_189-processed-gene-0.11&CDS=1-1998
2877	OG0002877	YOR357C	maker-NODE_1561_length_2934_cov_3.47169_ID_3121-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_1561_length_2934_cov_3.47169_ID_3121-augustus-gene-0.7&CDS=1-528
2878	OG0002878	YOR358W	snap_masked-NODE_215_length_6559_cov_4.34533_ID_429-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_215_length_6559_cov_4.34533_ID_429-processed-gene-0.2&CDS=1-1914
2879	OG0002879	YOR359W	genemark-NODE_5048_length_1091_cov_5.19402_ID_10095-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_5048_length_1091_cov_5.19402_ID_10095-processed-gene-0.0&CDS=1-921
2880	OG0002880	YOR360C	genemark-NODE_7430_length_596_cov_3.95009_ID_14859-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_7430_length_596_cov_3.95009_ID_14859-processed-gene-0.1&CDS=1-501
2881	OG0002881	YOR361C	snap_masked-NODE_9_length_17320_cov_7.3945_ID_17-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_9_length_17320_cov_7.3945_ID_17-processed-gene-0.7&CDS=1-2388
2882	OG0002882	YOR362C	maker-NODE_4638_length_1208_cov_4.6765_ID_9275-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4638_length_1208_cov_4.6765_ID_9275-augustus-gene-0.0&CDS=1-600
2883	OG0002883	YOR369C	maker-NODE_245_length_6375_cov_3.61076_ID_489-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_245_length_6375_cov_3.61076_ID_489-augustus-gene-0.10&CDS=1-435
2884	OG0002884	YOR370C	snap_masked-NODE_3776_length_1536_cov_3.28697_ID_7551-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3776_length_1536_cov_3.28697_ID_7551-processed-gene-0.1&CDS=1-1410
2885	OG0002885	YOR373W	augustus_masked-NODE_1442_length_3048_cov_6.12429_ID_2883-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1442_length_3048_cov_6.12429_ID_2883-processed-gene-0.1&CDS=1-3045
2886	OG0002886	YOR374W	augustus_masked-NODE_2796_length_2002_cov_3.91628_ID_5591-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_2796_length_2002_cov_3.91628_ID_5591-processed-gene-0.2&CDS=1-1626
