	OrthologID	Cyberlindnera_fabianii_JCM3601	Saccharomyces_cerevisiae
1311	OG0001311	-processed-gene-14.125-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.125&CDS=1-1545	YMR221C
1312	OG0001312	-processed-gene-14.126-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.126&CDS=1-4239	YDR464W
1313	OG0001313	-processed-gene-14.127-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.127&CDS=1-1278	YIL033C
1314	OG0001314	-processed-gene-14.62-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.62&CDS=1-426	YER044C
1315	OG0001315	-processed-gene-14.16-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.16&CDS=1-804	YIL034C
1316	OG0001316	-processed-gene-14.129-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.129&CDS=1-573	YOR286W
1317	OG0001317	-processed-gene-14.177-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.177&CDS=1-924	YOR287C
1318	OG0001318	-snap-gene-14.104-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-14.104&CDS=1-285	YMR225C
1319	OG0001319	-processed-gene-14.19-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.19&CDS=1-597	YJR102C
1320	OG0001320	-processed-gene-14.180-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.180&CDS=1-717	YJR101W
1321	OG0001321	-processed-gene-14.132-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.132&CDS=1-972	YJR100C
1322	OG0001322	-processed-gene-14.134-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.134&CDS=1-1233	YIL023C
1323	OG0001323	-processed-gene-14.24-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.24&CDS=1-759	YPL149W
1324	OG0001324	-processed-gene-14.184-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.184&CDS=1-951	YOR239W
1325	OG0001325	-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.25&CDS=1-1731	YHR108W
1326	OG0001326	-processed-gene-14.185-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.185&CDS=1-3330	YDR359C
1327	OG0001327	-processed-gene-14.186-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.186&CDS=1-741	YDR361C
1328	OG0001328	-processed-gene-14.139-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.139&CDS=1-1614	YDR364C
1329	OG0001329	-processed-gene-14.187-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.187&CDS=1-1284	YOR117W
1330	OG0001330	-processed-gene-14.188-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.188&CDS=1-1491	YPR002W
1331	OG0001331	-augustus-gene-14.222-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-augustus-gene-14.222&CDS=1-2049	YMR227C
1332	OG0001332	-processed-gene-14.140-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.140&CDS=1-714	YMR228W
1333	OG0001333	-processed-gene-14.141-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.141&CDS=1-876	YLR363C
1334	OG0001334	-processed-gene-14.81-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.81&CDS=1-1362	YPL175W
1335	OG0001335	-processed-gene-14.144-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.144&CDS=1-1722	YBL039C
1336	OG0001336	-processed-gene-14.145-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.145&CDS=1-2082	YOR273C
1337	OG0001337	-processed-gene-14.195-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.195&CDS=1-2163	YPL150W
1338	OG0001338	-processed-gene-14.196-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.196&CDS=1-897	YPL173W
1339	OG0001339	-snap-gene-14.100-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-14.100&CDS=1-510	YOR257W
1340	OG0001340	-processed-gene-14.151-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.151&CDS=1-816	YDL086W
1341	OG0001341	-processed-gene-14.198-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.198&CDS=1-1017	YDL100C
1342	OG0001342	-processed-gene-14.152-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.152&CDS=1-1623	YMR145C
1343	OG0001343	-processed-gene-14.153-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.153&CDS=1-1029	YMR146C
1344	OG0001344	-processed-gene-14.154-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.154&CDS=1-1074	YDL099W
1345	OG0001345	-processed-gene-14.202-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.202&CDS=1-465	YMR158W
1346	OG0001346	-processed-gene-14.203-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.203&CDS=1-582	YDL098C
1347	OG0001347	-processed-gene-14.42-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.42&CDS=1-714	YMR156C
1348	OG0001348	-snap-gene-14.107-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-14.107&CDS=1-936	YDL115C
1349	OG0001349	-processed-gene-14.158-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.158&CDS=1-711	YDL087C
1350	OG0001350	-processed-gene-14.159-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.159&CDS=1-1086	YDL055C
1351	OG0001351	-processed-gene-14.162-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.162&CDS=1-2016	YHL023C
1352	OG0001352	-augustus-gene-14.217-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-augustus-gene-14.217&CDS=1-2970	YKL033W-A
1353	OG0001353	-processed-gene-14.208-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.208&CDS=1-960	YHL011C
1354	OG0001354	-processed-gene-14.95-mRNA-1_1&gene=augustus_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.95&CDS=1-7413	YMR229C
1355	OG0001355	-snap-gene-14.108-mRNA-1_1&gene=maker-gi|1002316265|dbj|BCGI01000005.1|-snap-gene-14.108&CDS=1-954	YOR292C
1356	OG0001356	-processed-gene-14.167-mRNA-1_1&gene=snap_masked-gi|1002316265|dbj|BCGI01000005.1|-processed-gene-14.167&CDS=1-747	YGR058W
1357	OG0001357	-processed-gene-0.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.20&CDS=1-1530	YOR386W
1358	OG0001358	-processed-gene-0.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.2&CDS=1-4230	YJR137C
1359	OG0001359	-processed-gene-0.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.22&CDS=1-1206	YOR025W
1360	OG0001360	-processed-gene-0.23-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.23&CDS=1-1695	YDR477W
1361	OG0001361	-processed-gene-0.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.26&CDS=1-1521	YDR479C
1362	OG0001362	-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.118&CDS=1-1776	YOR370C
1363	OG0001363	-snap-gene-0.48-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-0.48&CDS=1-336	YDR031W
1364	OG0001364	-processed-gene-0.31-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.31&CDS=1-600	YDR032C
1365	OG0001365	-processed-gene-0.32-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.32&CDS=1-570	YCR003W
1366	OG0001366	-processed-gene-0.9-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.9&CDS=1-426	YOR369C
1367	OG0001367	-processed-gene-0.34-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.34&CDS=1-1032	YOR368W
1368	OG0001368	-processed-gene-0.10-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.10&CDS=1-501	YAL055W
1369	OG0001369	-snap-gene-0.49-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-0.49&CDS=1-576	YOR367W
1370	OG0001370	-processed-gene-0.36-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.36&CDS=1-417	YPR100W
1371	OG0001371	-processed-gene-0.37-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.37&CDS=1-3708	YMR109W
1372	OG0001372	-processed-gene-0.38-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.38&CDS=1-1788	YOR027W
1373	OG0001373	-processed-gene-0.40-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.40&CDS=1-1431	YDR257C
1374	OG0001374	-processed-gene-0.13-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.13&CDS=1-2589	YLR001C
1375	OG0001375	-processed-gene-0.43-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.43&CDS=1-1590	YLR023C
1376	OG0001376	-processed-gene-0.14-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.14&CDS=1-741	YLR022C
1377	OG0001377	-processed-gene-0.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.15&CDS=1-1557	YJR003C
1378	OG0001378	-processed-gene-0.45-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.45&CDS=1-1224	YGR193C
1379	OG0001379	-processed-gene-0.18-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.18&CDS=1-1701	YNR055C
1380	OG0001380	-processed-gene-0.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-0.46&CDS=1-1509	YJR010W
1381	OG0001381	-processed-gene-1.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.1&CDS=1-1995	YLR002C
1382	OG0001382	-processed-gene-1.3-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.3&CDS=1-1704	YMR284W
1383	OG0001383	-processed-gene-1.6-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.6&CDS=1-273	YJR010C-A
1384	OG0001384	-processed-gene-1.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.7&CDS=1-1740	YGR194C
1385	OG0001385	-processed-gene-1.35-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.35&CDS=1-714	YHR049W
1386	OG0001386	-processed-gene-1.10-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.10&CDS=1-1749	YJR001W
1387	OG0001387	-processed-gene-1.11-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.11&CDS=1-1134	YMR026C
1388	OG0001388	-processed-gene-1.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.12&CDS=1-525	YKL122C
1389	OG0001389	-processed-gene-1.134-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.134&CDS=1-1902	YKL125W
1390	OG0001390	-processed-gene-1.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.15&CDS=1-1605	YMR015C
1391	OG0001391	-processed-gene-1.39-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.39&CDS=1-1809	YJR002W
1392	OG0001392	-processed-gene-1.137-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.137&CDS=1-798	YIL003W
1393	OG0001393	-augustus-gene-1.155-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-augustus-gene-1.155&CDS=1-1236	YIR011C
1394	OG0001394	-processed-gene-1.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.17&CDS=1-1146	YJL203W
1395	OG0001395	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.43&CDS=1-558	YIL127C
1396	OG0001396	-processed-gene-1.20-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.20&CDS=1-2745	YIL137C
1397	OG0001397	-processed-gene-1.44-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.44&CDS=1-1212	YPL028W
1398	OG0001398	-processed-gene-1.45-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.45&CDS=1-249	YMR286W
1399	OG0001399	-processed-gene-1.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.25&CDS=1-525	YDR246W
1400	OG0001400	-processed-gene-1.123-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.123&CDS=1-3033	YIL128W
1401	OG0001401	-snap-gene-1.150-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-1.150&CDS=1-381	YNL113W
1402	OG0001402	-processed-gene-1.31-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.31&CDS=1-795	YOL154W
1403	OG0001403	-processed-gene-1.33-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-1.33&CDS=1-879	YDL218W
1404	OG0001404	-processed-gene-2.50-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.50&CDS=1-2064	YOR113W
1405	OG0001405	-processed-gene-2.107-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.107&CDS=1-921	YIL134W
1406	OG0001406	-processed-gene-2.6-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.6&CDS=1-168	YNL070W
1407	OG0001407	-snap-gene-2.155-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.155&CDS=1-1662	YNL112W
1408	OG0001408	-snap-gene-2.156-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.156&CDS=1-372	YNL111C
1409	OG0001409	-processed-gene-2.126-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.126&CDS=1-798	YNL110C
1410	OG0001410	-processed-gene-2.127-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.127&CDS=1-1416	YNL071W
1411	OG0001411	-snap-gene-2.157-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.157&CDS=1-639	YOR111W
1412	OG0001412	-processed-gene-2.109-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.109&CDS=1-1050	YNL072W
1413	OG0001413	-processed-gene-2.110-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.110&CDS=1-3843	YPL016W
1414	OG0001414	-processed-gene-2.129-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.129&CDS=1-2991	YPL022W
1415	OG0001415	-processed-gene-2.111-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.111&CDS=1-642	YPL024W
1416	OG0001416	-snap-gene-2.153-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.153&CDS=1-1902	YPL023C
1417	OG0001417	-processed-gene-2.134-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.134&CDS=1-4605	YER164W
1418	OG0001418	-processed-gene-2.135-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.135&CDS=1-1809	YNL104C
1419	OG0001419	-processed-gene-2.137-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.137&CDS=1-3402	YOR109W
1420	OG0001420	-processed-gene-2.12-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.12&CDS=1-630	YNL107W
1421	OG0001421	-snap-gene-2.154-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.154&CDS=1-1044	YOR110W
1422	OG0001422	-processed-gene-2.116-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.116&CDS=1-2220	YOR112W
1423	OG0001423	-processed-gene-2.140-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.140&CDS=1-459	YDL208W
1424	OG0001424	-processed-gene-2.117-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.117&CDS=1-930	YDR237W
1425	OG0001425	-processed-gene-2.141-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.141&CDS=1-3132	YGL140C
1426	OG0001426	-processed-gene-2.142-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.142&CDS=1-2829	YDR238C
1427	OG0001427	-processed-gene-2.118-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.118&CDS=1-1941	YNL094W
1428	OG0001428	-processed-gene-2.144-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.144&CDS=1-1137	YOR091W
1429	OG0001429	-processed-gene-2.119-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.119&CDS=1-2028	YDR234W
1430	OG0001430	-snap-gene-2.160-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.160&CDS=1-567	YNL096C
1431	OG0001431	-processed-gene-2.120-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.120&CDS=1-759	YOR095C
1432	OG0001432	-snap-gene-2.161-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-2.161&CDS=1-570	YOR094W
1433	OG0001433	-processed-gene-2.121-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.121&CDS=1-1863	YHR114W
1434	OG0001434	-processed-gene-2.123-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-2.123&CDS=1-561	YDR236C
1435	OG0001435	-processed-gene-3.4-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.4&CDS=1-522	YML055W
1436	OG0001436	-processed-gene-3.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.1&CDS=1-3414	YBR081C
1437	OG0001437	-processed-gene-3.2-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.2&CDS=1-1167	YPL042C
1438	OG0001438	-processed-gene-3.5-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.5&CDS=1-1689	YLR433C
1439	OG0001439	-processed-gene-3.3-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.3&CDS=1-636	YLR435W
1440	OG0001440	-processed-gene-3.6-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.6&CDS=1-1749	YDL207W
1441	OG0001441	-processed-gene-3.30-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.30&CDS=1-1986	YLR427W
1442	OG0001442	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.9&CDS=1-1464	YKL185W
1443	OG0001443	-processed-gene-3.32-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.32&CDS=1-1335	YKL184W
1444	OG0001444	-processed-gene-3.60-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.60&CDS=1-804	YKL183W
1445	OG0001445	-processed-gene-3.17-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.17&CDS=1-366	YBR255C-A
1446	OG0001446	-snap-gene-3.151-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-3.151&CDS=1-1605	YBR274W
1447	OG0001447	-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.142&CDS=1-2070	YBR260C
1448	OG0001448	-processed-gene-3.22-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.22&CDS=1-2034	YOL057W
1449	OG0001449	-processed-gene-3.45-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.45&CDS=1-2466	YPR055W
1450	OG0001450	-processed-gene-3.74-mRNA-1_1&gene=genemark-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.74&CDS=1-2895	YPL268W
1451	OG0001451	-processed-gene-3.46-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.46&CDS=1-1392	YBR247C
1452	OG0001452	-processed-gene-3.25-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.25&CDS=1-1428	YGL097W
1453	OG0001453	-processed-gene-3.48-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.48&CDS=1-936	YNR007C
1454	OG0001454	-processed-gene-3.27-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.27&CDS=1-1986	YNR008W
1455	OG0001455	-processed-gene-3.28-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.28&CDS=1-2946	YFR016C
1456	OG0001456	-processed-gene-3.49-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-3.49&CDS=1-750	YDR054C
1457	OG0001457	-processed-gene-4.1-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.1&CDS=1-2709	YHR098C
1458	OG0001458	-snap-gene-4.46-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-4.46&CDS=1-798	YIL106W
1459	OG0001459	-snap-gene-4.45-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-4.45&CDS=1-1485	YNL048W
1460	OG0001460	-processed-gene-4.26-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.26&CDS=1-1299	YMR044W
1461	OG0001461	-processed-gene-4.27-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.27&CDS=1-1053	YHR040W
1462	OG0001462	-processed-gene-4.7-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.7&CDS=1-753	YHR038W
1463	OG0001463	-processed-gene-4.28-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.28&CDS=1-1872	YHR039C
1464	OG0001464	-processed-gene-4.8-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.8&CDS=1-1218	YOL022C
1465	OG0001465	-processed-gene-4.29-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.29&CDS=1-2019	YOL023W
1466	OG0001466	-snap-gene-4.47-mRNA-1_1&gene=maker-gi|1002316266|dbj|BCGI01000004.1|-snap-gene-4.47&CDS=1-1272	YDL084W
1467	OG0001467	-processed-gene-4.34-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.34&CDS=1-321	YDL081C
1468	OG0001468	-processed-gene-4.35-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.35&CDS=1-1281	YMR140W
1469	OG0001469	-processed-gene-4.12-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.12&CDS=1-1071	YOR007C
1470	OG0001470	-processed-gene-4.36-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.36&CDS=1-3468	YML002W
1471	OG0001471	-processed-gene-4.13-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.13&CDS=1-852	YOR006C
1472	OG0001472	-processed-gene-4.14-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.14&CDS=1-1140	YFL031W
1473	OG0001473	-processed-gene-4.15-mRNA-1_1&gene=snap_masked-gi|1002316266|dbj|BCGI01000004.1|-processed-gene-4.15&CDS=1-2856	YOR005C
