	OrthologID	Saccharomyces_cerevisiae	Xylona_heveae
882	OG0000882	YDL142C	XP_018186844.1
883	OG0000883	YDL143W	XP_018189313.1
884	OG0000884	YDL145C	XP_018187357.1
885	OG0000885	YDL146W	XP_018187492.1
886	OG0000886	YDL147W	XP_018184843.1
887	OG0000887	YDL148C	XP_018191550.1
888	OG0000888	YDL149W	XP_018187426.1
889	OG0000889	YDL153C	XP_018192020.1
890	OG0000890	YDL154W	XP_018192022.1
891	OG0000891	YDL156W	XP_018187406.1
892	OG0000892	YDL160C	XP_018184429.1
893	OG0000893	YDL164C	XP_018187013.1
894	OG0000894	YDL165W	XP_018190944.1
895	OG0000895	YDL166C	XP_018188730.1
896	OG0000896	YDL167C	XP_018185745.1
897	OG0000897	YDL168W	XP_018189118.1
898	OG0000898	YDL171C	XP_018186171.1
899	OG0000899	YDL178W	XP_018185921.1
900	OG0000900	YDL182W	XP_018185506.1
901	OG0000901	YDL183C	XP_018189029.1
902	OG0000902	YDL185W	XP_018185756.1
903	OG0000903	YDL189W	XP_018191168.1
904	OG0000904	YDL190C	XP_018191313.1
905	OG0000905	YDL193W	XP_018190487.1
906	OG0000906	YDL195W	XP_018185528.1
907	OG0000907	YDL198C	XP_018186245.1
908	OG0000908	YDL201W	XP_018191939.1
909	OG0000909	YDL205C	XP_018192283.1
910	OG0000910	YDL206W	XP_018192425.1
911	OG0000911	YDL207W	XP_018192031.1
912	OG0000912	YDL208W	XP_018189214.1
913	OG0000913	YDL209C	XP_018188161.1
914	OG0000914	YDL210W	XP_018189618.1
915	OG0000915	YDL212W	XP_018190352.1
916	OG0000916	YDL215C	XP_018187918.1
917	OG0000917	YDL217C	XP_018185776.1
918	OG0000918	YDL219W	XP_018184586.1
919	OG0000919	YDL226C	XP_018188360.1
920	OG0000920	YDL231C	XP_018187872.1
921	OG0000921	YDL234C	XP_018186960.1
922	OG0000922	YDL235C	XP_018185500.1
923	OG0000923	YDL236W	XP_018190694.1
924	OG0000924	YDL240W	XP_018189297.1
925	OG0000925	YDR001C	XP_018184564.1
926	OG0000926	YDR002W	XP_018192154.1
927	OG0000927	YDR005C	XP_018189136.1
928	OG0000928	YDR006C	XP_018191281.1
929	OG0000929	YDR013W	XP_018191927.1
930	OG0000930	YDR016C	XP_018184977.1
931	OG0000931	YDR017C	XP_018185002.1
932	OG0000932	YDR019C	XP_018191873.1
933	OG0000933	YDR023W	XP_018188174.1
934	OG0000934	YDR026C	XP_018187353.1
935	OG0000935	YDR027C	XP_018185773.1
936	OG0000936	YDR028C	XP_018189333.1
937	OG0000937	YDR030C	XP_018190343.1
938	OG0000938	YDR032C	XP_018191558.1
939	OG0000939	YDR036C	XP_018192212.1
940	OG0000940	YDR037W	XP_018186721.1
941	OG0000941	YDR041W	XP_018186763.1
942	OG0000942	YDR044W	XP_018186248.1
943	OG0000943	YDR045C	XP_018187738.1
944	OG0000944	YDR047W	XP_018191493.1
945	OG0000945	YDR049W	XP_018188567.1
946	OG0000946	YDR050C	XP_018192162.1
947	OG0000947	YDR051C	XP_018190856.1
948	OG0000948	YDR052C	XP_018186661.1
949	OG0000949	YDR054C	XP_018188164.1
950	OG0000950	YDR058C	XP_018189803.1
951	OG0000951	YDR060W	XP_018191868.1
952	OG0000952	YDR061W	XP_018188661.1
953	OG0000953	YDR062W	XP_018192160.1
954	OG0000954	YDR063W	XP_018188709.1
955	OG0000955	YDR064W	XP_018191431.1
956	OG0000956	YDR067C	XP_018187065.1
957	OG0000957	YDR071C	XP_018190928.1
958	OG0000958	YDR075W	XP_018188869.1
959	OG0000959	YDR079C-A	XP_018191775.1
960	OG0000960	YDR079W	XP_018186912.1
961	OG0000961	YDR080W	XP_018190275.1
962	OG0000962	YDR083W	XP_018190929.1
963	OG0000963	YDR084C	XP_018191619.1
964	OG0000964	YDR086C	XP_018186036.1
965	OG0000965	YDR087C	XP_018191934.1
966	OG0000966	YDR088C	XP_018186043.1
967	OG0000967	YDR089W	XP_018191144.1
968	OG0000968	YDR091C	XP_018187858.1
969	OG0000969	YDR092W	XP_018186455.1
970	OG0000970	YDR097C	XP_018191806.1
971	OG0000971	YDR100W	XP_018188759.1
972	OG0000972	YDR101C	XP_018187032.1
973	OG0000973	YDR103W	XP_018187191.1
974	OG0000974	YDR104C	XP_018188895.1
975	OG0000975	YDR105C	XP_018188985.1
976	OG0000976	YDR108W	XP_018188786.1
977	OG0000977	YDR109C	XP_018188266.1
978	OG0000978	YDR111C	XP_018186577.1
979	OG0000979	YDR115W	XP_018190141.1
980	OG0000980	YDR116C	XP_018185861.1
981	OG0000981	YDR117C	XP_018186292.1
982	OG0000982	YDR120C	XP_018186753.1
983	OG0000983	YDR124W	XP_018188167.1
984	OG0000984	YDR126W	XP_018186731.1
985	OG0000985	YDR127W	XP_018190767.1
986	OG0000986	YDR128W	XP_018186454.1
987	OG0000987	YDR129C	XP_018185682.1
988	OG0000988	YDR135C	XP_018188169.1
989	OG0000989	YDR137W	XP_018185548.1
990	OG0000990	YDR139C	XP_018190083.1
991	OG0000991	YDR140W	XP_018189905.1
992	OG0000992	YDR141C	XP_018189919.1
993	OG0000993	YDR142C	XP_018190635.1
994	OG0000994	YDR145W	XP_018187343.1
995	OG0000995	YDR148C	XP_018184448.1
996	OG0000996	YDR152W	XP_018187869.1
997	OG0000997	YDR155C	XP_018189964.1
998	OG0000998	YDR158W	XP_018192219.1
999	OG0000999	YDR159W	XP_018188166.1
1000	OG0001000	YDR161W	XP_018187870.1
1001	OG0001001	YDR162C	XP_018189967.1
1002	OG0001002	YDR164C	XP_018188799.1
1003	OG0001003	YDR165W	XP_018191492.1
1004	OG0001004	YDR166C	XP_018188972.1
1005	OG0001005	YDR167W	XP_018185039.1
1006	OG0001006	YDR168W	XP_018187279.1
1007	OG0001007	YDR169C	XP_018189726.1
1008	OG0001008	YDR170C	XP_018188902.1
1009	OG0001009	YDR172W	XP_018186563.1
1010	OG0001010	YDR173C	XP_018191148.1
1011	OG0001011	YDR174W	XP_018187592.1
1012	OG0001012	YDR175C	XP_018185143.1
1013	OG0001013	YDR176W	XP_018187602.1
1014	OG0001014	YDR177W	XP_018184657.1
1015	OG0001015	YDR182W	XP_018190865.1
1016	OG0001016	YDR183W	XP_018186861.1
1017	OG0001017	YDR188W	XP_018187490.1
1018	OG0001018	YDR189W	XP_018185119.1
1019	OG0001019	YDR190C	XP_018185475.1
1020	OG0001020	YDR191W	XP_018191969.1
1021	OG0001021	YDR196C	XP_018191130.1
1022	OG0001022	YDR198C	XP_018186067.1
1023	OG0001023	YDR201W	XP_018184793.1
1024	OG0001024	YDR204W	XP_018188771.1
1025	OG0001025	YDR205W	XP_018190598.1
1026	OG0001026	YDR208W	XP_018187331.1
1027	OG0001027	YDR211W	XP_018187414.1
1028	OG0001028	YDR212W	XP_018184909.1
1029	OG0001029	YDR214W	XP_018190460.1
1030	OG0001030	YDR217C	XP_018185931.1
1031	OG0001031	YDR221W	XP_018188407.1
1032	OG0001032	YDR226W	XP_018186253.1
1033	OG0001033	YDR228C	XP_018186251.1
1034	OG0001034	YDR232W	XP_018188104.1
1035	OG0001035	YDR234W	XP_018186948.1
1036	OG0001036	YDR236C	XP_018187080.1
1037	OG0001037	YDR237W	XP_018188092.1
1038	OG0001038	YDR238C	XP_018191936.1
1039	OG0001039	YDR246W	XP_018189306.1
1040	OG0001040	YDR248C	XP_018187834.1
1041	OG0001041	YDR254W	XP_018191345.1
1042	OG0001042	YDR255C	XP_018187623.1
1043	OG0001043	YDR257C	XP_018188222.1
1044	OG0001044	YDR265W	XP_018192377.1
1045	OG0001045	YDR266C	XP_018192399.1
1046	OG0001046	YDR268W	XP_018186764.1
1047	OG0001047	YDR276C	XP_018189158.1
1048	OG0001048	YDR280W	XP_018187054.1
1049	OG0001049	YDR282C	XP_018190276.1
1050	OG0001050	YDR283C	XP_018188162.1
1051	OG0001051	YDR286C	XP_018187811.1
1052	OG0001052	YDR287W	XP_018186740.1
1053	OG0001053	YDR289C	XP_018187264.1
1054	OG0001054	YDR291W	XP_018190961.1
1055	OG0001055	YDR292C	XP_018186352.1
1056	OG0001056	YDR293C	XP_018192033.1
1057	OG0001057	YDR294C	XP_018185524.1
1058	OG0001058	YDR297W	XP_018189551.1
1059	OG0001059	YDR298C	XP_018185545.1
1060	OG0001060	YDR299W	XP_018186569.1
1061	OG0001061	YDR301W	XP_018191673.1
1062	OG0001062	YDR302W	XP_018189122.1
1063	OG0001063	YDR305C	XP_018191030.1
1064	OG0001064	YDR306C	XP_018184822.1
1065	OG0001065	YDR308C	XP_018188978.1
1066	OG0001066	YDR311W	XP_018190398.1
1067	OG0001067	YDR316W	XP_018188042.1
1068	OG0001068	YDR320C	XP_018185807.1
1069	OG0001069	YDR320C-A	XP_018186768.1
1070	OG0001070	YDR322C-A	XP_018189456.1
1071	OG0001071	YDR322W	XP_018192210.1
1072	OG0001072	YDR323C	XP_018188904.1
1073	OG0001073	YDR324C	XP_018189740.1
1074	OG0001074	YDR325W	XP_018185748.1
1075	OG0001075	YDR328C	XP_018188146.1
1076	OG0001076	YDR329C	XP_018188131.1
1077	OG0001077	YDR330W	XP_018192442.1
1078	OG0001078	YDR331W	XP_018190699.1
1079	OG0001079	YDR332W	XP_018189053.1
1080	OG0001080	YDR333C	XP_018191350.1
1081	OG0001081	YDR334W	XP_018187665.1
1082	OG0001082	YDR335W	XP_018187381.1
1083	OG0001083	YDR336W	XP_018190456.1
1084	OG0001084	YDR337W	XP_018190826.1
1085	OG0001085	YDR339C	XP_018192407.1
1086	OG0001086	YDR341C	XP_018187273.1
1087	OG0001087	YDR346C	XP_018184888.1
1088	OG0001088	YDR353W	XP_018191420.1
1089	OG0001089	YDR354W	XP_018187822.1
1090	OG0001090	YDR359C	XP_018190152.1
1091	OG0001091	YDR361C	XP_018184945.1
1092	OG0001092	YDR362C	XP_018188027.1
1093	OG0001093	YDR363W-A	XP_018187853.1
1094	OG0001094	YDR364C	XP_018191786.1
1095	OG0001095	YDR365C	XP_018188841.1
1096	OG0001096	YDR372C	XP_018191441.1
1097	OG0001097	YDR373W	XP_018190739.1
1098	OG0001098	YDR374C	XP_018190463.1
1099	OG0001099	YDR375C	XP_018185266.1
1100	OG0001100	YDR376W	XP_018188988.1
1101	OG0001101	YDR377W	XP_018188837.1
1102	OG0001102	YDR378C	XP_018190208.1
1103	OG0001103	YDR379C-A	XP_018190199.1
1104	OG0001104	YDR381W	XP_018185060.1
1105	OG0001105	YDR386W	XP_018185269.1
1106	OG0001106	YDR388W	XP_018189172.1
1107	OG0001107	YDR390C	XP_018184970.1
1108	OG0001108	YDR392W	XP_018190720.1
1109	OG0001109	YDR393W	XP_018184936.1
1110	OG0001110	YDR394W	XP_018187433.1
1111	OG0001111	YDR397C	XP_018186805.1
1112	OG0001112	YDR398W	XP_018185473.1
1113	OG0001113	YDR400W	XP_018187767.1
1114	OG0001114	YDR402C	XP_018185784.1
1115	OG0001115	YDR403W	XP_018185785.1
1116	OG0001116	YDR404C	XP_018189320.1
1117	OG0001117	YDR405W	XP_018188674.1
1118	OG0001118	YDR407C	XP_018186924.1
1119	OG0001119	YDR408C	XP_018185476.1
1120	OG0001120	YDR410C	XP_018187144.1
1121	OG0001121	YDR412W	XP_018192405.1
1122	OG0001122	YDR414C	XP_018192378.1
1123	OG0001123	YDR415C	XP_018191048.1
1124	OG0001124	YDR416W	XP_018188833.1
1125	OG0001125	YDR419W	XP_018188562.1
1126	OG0001126	YDR421W	XP_018192503.1
1127	OG0001127	YDR424C	XP_018187673.1
1128	OG0001128	YDR427W	XP_018184458.1
1129	OG0001129	YDR428C	XP_018186505.1
1130	OG0001130	YDR429C	XP_018190999.1
1131	OG0001131	YDR430C	XP_018190308.1
1132	OG0001132	YDR432W	XP_018188048.1
1133	OG0001133	YDR434W	XP_018191632.1
1134	OG0001134	YDR435C	XP_018190723.1
1135	OG0001135	YDR437W	XP_018189509.1
1136	OG0001136	YDR440W	XP_018192143.1
1137	OG0001137	YDR443C	XP_018186583.1
1138	OG0001138	YDR448W	XP_018190987.1
1139	OG0001139	YDR449C	XP_018187472.1
1140	OG0001140	YDR452W	XP_018192056.1
1141	OG0001141	YDR454C	XP_018191273.1
1142	OG0001142	YDR456W	XP_018188107.1
1143	OG0001143	YDR460W	XP_018191707.1
1144	OG0001144	YDR464W	XP_018191733.1
1145	OG0001145	YDR465C	XP_018190088.1
1146	OG0001146	YDR468C	XP_018185695.1
1147	OG0001147	YDR469W	XP_018191432.1
1148	OG0001148	YDR470C	XP_018185855.1
1149	OG0001149	YDR472W	XP_018192187.1
1150	OG0001150	YDR473C	XP_018190756.1
1151	OG0001151	YDR479C	XP_018189144.1
1152	OG0001152	YDR481C	XP_018190019.1
1153	OG0001153	YDR482C	XP_018186910.1
1154	OG0001154	YDR484W	XP_018188993.1
1155	OG0001155	YDR486C	XP_018190511.1
1156	OG0001156	YDR487C	XP_018188791.1
1157	OG0001157	YDR488C	XP_018189455.1
1158	OG0001158	YDR489W	XP_018187985.1
1159	OG0001159	YDR490C	XP_018190804.1
1160	OG0001160	YDR493W	XP_018188239.1
1161	OG0001161	YDR495C	XP_018189671.1
1162	OG0001162	YDR496C	XP_018191831.1
1163	OG0001163	YDR502C	XP_018191840.1
1164	OG0001164	YDR510W	XP_018191876.1
1165	OG0001165	YDR511W	XP_018189906.1
1166	OG0001166	YDR512C	XP_018186168.1
1167	OG0001167	YDR517W	XP_018187925.1
1168	OG0001168	YDR519W	XP_018189747.1
1169	OG0001169	YDR527W	XP_018190562.1
1170	OG0001170	YDR529C	XP_018191226.1
1171	OG0001171	YDR531W	XP_018191154.1
1172	OG0001172	YDR536W	XP_018184720.1
1173	OG0001173	YEL002C	XP_018188607.1
1174	OG0001174	YEL003W	XP_018191698.1
1175	OG0001175	YEL004W	XP_018189376.1
1176	OG0001176	YEL009C	XP_018191919.1
1177	OG0001177	YEL012W	XP_018186658.1
1178	OG0001178	YEL013W	XP_018192218.1
1179	OG0001179	YEL015W	XP_018192298.1
1180	OG0001180	YEL020C	XP_018189226.1
1181	OG0001181	YEL020W-A	XP_018189117.1
1182	OG0001182	YEL021W	XP_018191624.1
1183	OG0001183	YEL023C	XP_018191587.1
1184	OG0001184	YEL024W	XP_018184935.1
1185	OG0001185	YEL026W	XP_018191079.1
1186	OG0001186	YEL027W	XP_018189149.1
1187	OG0001187	YEL029C	XP_018191464.1
1188	OG0001188	YEL031W	XP_018188891.1
1189	OG0001189	YEL032W	XP_018188954.1
1190	OG0001190	YEL036C	XP_018188829.1
1191	OG0001191	YEL037C	XP_018188126.1
1192	OG0001192	YEL038W	XP_018184748.1
1193	OG0001193	YEL040W	XP_018190005.1
1194	OG0001194	YEL042W	XP_018192179.1
1195	OG0001195	YEL044W	XP_018186769.1
1196	OG0001196	YEL050C	XP_018187877.1
1197	OG0001197	YEL051W	XP_018188834.1
1198	OG0001198	YEL052W	XP_018191043.1
1199	OG0001199	YEL053C	XP_018186241.1
1200	OG0001200	YEL055C	XP_018187987.1
1201	OG0001201	YEL058W	XP_018185265.1
1202	OG0001202	YEL060C	XP_018188599.1
1203	OG0001203	YEL062W	XP_018187605.1
1204	OG0001204	YEL064C	XP_018191252.1
1205	OG0001205	YER002W	XP_018189126.1
1206	OG0001206	YER003C	XP_018185180.1
1207	OG0001207	YER004W	XP_018186652.1
1208	OG0001208	YER005W	XP_018188697.1
1209	OG0001209	YER006W	XP_018191845.1
1210	OG0001210	YER007C-A	XP_018191620.1
1211	OG0001211	YER007W	XP_018191963.1
1212	OG0001212	YER008C	XP_018190496.1
1213	OG0001213	YER009W	XP_018188039.1
1214	OG0001214	YER010C	XP_018184758.1
1215	OG0001215	YER012W	XP_018190158.1
1216	OG0001216	YER014W	XP_018187945.1
1217	OG0001217	YER015W	XP_018186240.1
1218	OG0001218	YER016W	XP_018189064.1
1219	OG0001219	YER019C-A	XP_018187611.1
1220	OG0001220	YER019W	XP_018187947.1
1221	OG0001221	YER021W	XP_018187345.1
1222	OG0001222	YER022W	XP_018188250.1
1223	OG0001223	YER023W	XP_018187168.1
1224	OG0001224	YER025W	XP_018190138.1
1225	OG0001225	YER026C	XP_018187498.1
1226	OG0001226	YER029C	XP_018190292.1
1227	OG0001227	YER036C	XP_018184661.1
1228	OG0001228	YER042W	XP_018190002.1
1229	OG0001229	YER043C	XP_018187828.1
1230	OG0001230	YER044C	XP_018190933.1
1231	OG0001231	YER047C	XP_018187428.1
1232	OG0001232	YER048W-A	XP_018184858.1
1233	OG0001233	YER049W	XP_018189245.1
1234	OG0001234	YER050C	XP_018185637.1
1235	OG0001235	YER051W	XP_018189961.1
1236	OG0001236	YER052C	XP_018185573.1
1237	OG0001237	YER055C	XP_018192364.1
1238	OG0001238	YER061C	XP_018187039.1
1239	OG0001239	YER065C	XP_018184563.1
1240	OG0001240	YER068W	XP_018186592.1
1241	OG0001241	YER069W	XP_018186326.1
1242	OG0001242	YER070W	XP_018191362.1
1243	OG0001243	YER072W	XP_018191193.1
1244	OG0001244	YER074W-A	XP_018191507.1
1245	OG0001245	YER078C	XP_018186666.1
1246	OG0001246	YER081W	XP_018188198.1
1247	OG0001247	YER082C	XP_018185415.1
1248	OG0001248	YER086W	XP_018191792.1
1249	OG0001249	YER087W	XP_018191867.1
1250	OG0001250	YER090W	XP_018185582.1
1251	OG0001251	YER091C	XP_018191330.1
1252	OG0001252	YER093C	XP_018188294.1
1253	OG0001253	YER094C	XP_018190172.1
1254	OG0001254	YER100W	XP_018188456.1
1255	OG0001255	YER107C	XP_018191258.1
1256	OG0001256	YER110C	XP_018186633.1
1257	OG0001257	YER112W	XP_018189849.1
1258	OG0001258	YER118C	XP_018188597.1
1259	OG0001259	YER122C	XP_018190991.1
1260	OG0001260	YER126C	XP_018189412.1
1261	OG0001261	YER127W	XP_018190737.1
1262	OG0001262	YER130C	XP_018190335.1
1263	OG0001263	YER134C	XP_018190476.1
1264	OG0001264	YER136W	XP_018190939.1
1265	OG0001265	YER140W	XP_018186704.1
1266	OG0001266	YER141W	XP_018186722.1
1267	OG0001267	YER142C	XP_018191227.1
1268	OG0001268	YER145C	XP_018189491.1
1269	OG0001269	YER146W	XP_018192411.1
1270	OG0001270	YER148W	XP_018188040.1
1271	OG0001271	YER151C	XP_018186276.1
1272	OG0001272	YER152C	XP_018189680.1
1273	OG0001273	YER154W	XP_018185836.1
1274	OG0001274	YER156C	XP_018191262.1
1275	OG0001275	YER157W	XP_018187885.1
1276	OG0001276	YER159C	XP_018187204.1
1277	OG0001277	YER163C	XP_018191709.1
1278	OG0001278	YER164W	XP_018187859.1
1279	OG0001279	YER165W	XP_018190444.1
1280	OG0001280	YER166W	XP_018186380.1
1281	OG0001281	YER168C	XP_018188785.1
1282	OG0001282	YER169W	XP_018186180.1
1283	OG0001283	YER170W	XP_018191470.1
1284	OG0001284	YER171W	XP_018190754.1
1285	OG0001285	YER175C	XP_018191026.1
1286	OG0001286	YER178W	XP_018187192.1
1287	OG0001287	YER183C	XP_018190969.1
1288	OG0001288	YFL001W	XP_018190832.1
1289	OG0001289	YFL002C	XP_018190823.1
1290	OG0001290	YFL003C	XP_018192396.1
1291	OG0001291	YFL007W	XP_018190517.1
1292	OG0001292	YFL010C	XP_018186137.1
1293	OG0001293	YFL013C	XP_018190287.1
1294	OG0001294	YFL014W	XP_018186427.1
1295	OG0001295	YFL017C	XP_018186458.1
1296	OG0001296	YFL017W-A	XP_018191599.1
1297	OG0001297	YFL018C	XP_018187421.1
1298	OG0001298	YFL022C	XP_018190039.1
1299	OG0001299	YFL023W	XP_018191705.1
1300	OG0001300	YFL024C	XP_018188223.1
1301	OG0001301	YFL025C	XP_018189052.1
1302	OG0001302	YFL026W	XP_018189131.1
1303	OG0001303	YFL027C	XP_018188997.1
1304	OG0001304	YFL028C	XP_018186839.1
1305	OG0001305	YFL030W	XP_018191118.1
1306	OG0001306	YFL031W	XP_018186811.1
1307	OG0001307	YFL033C	XP_018189294.1
1308	OG0001308	YFL034W	XP_018191718.1
1309	OG0001309	YFL036W	XP_018188722.1
1310	OG0001310	YFL039C	XP_018186899.1
1311	OG0001311	YFL044C	XP_018184472.1
1312	OG0001312	YFL045C	XP_018192426.1
1313	OG0001313	YFL046W	XP_018192423.1
1314	OG0001314	YFL047W	XP_018192450.1
1315	OG0001315	YFL053W	XP_018192195.1
1316	OG0001316	YFL055W	XP_018190667.1
1317	OG0001317	YFR001W	XP_018186864.1
1318	OG0001318	YFR005C	XP_018190155.1
1319	OG0001319	YFR006W	XP_018187096.1
1320	OG0001320	YFR007W	XP_018191219.1
1321	OG0001321	YFR009W	XP_018187795.1
1322	OG0001322	YFR010W	XP_018186495.1
1323	OG0001323	YFR011C	XP_018186501.1
1324	OG0001324	YFR015C	XP_018185761.1
1325	OG0001325	YFR016C	XP_018189236.1
1326	OG0001326	YFR018C	XP_018191802.1
1327	OG0001327	YFR019W	XP_018189735.1
1328	OG0001328	YFR021W	XP_018184960.1
1329	OG0001329	YFR024C-A	XP_018186542.1
1330	OG0001330	YFR025C	XP_018187888.1
1331	OG0001331	YFR027W	XP_018187338.1
1332	OG0001332	YFR028C	XP_018189217.1
1333	OG0001333	YFR030W	XP_018186653.1
1334	OG0001334	YFR031C	XP_018190940.1
1335	OG0001335	YFR032C-A	XP_018190570.1
1336	OG0001336	YFR033C	XP_018190414.1
1337	OG0001337	YFR037C	XP_018189051.1
1338	OG0001338	YFR041C	XP_018190226.1
1339	OG0001339	YFR044C	XP_018184579.1
1340	OG0001340	YFR047C	XP_018184435.1
1341	OG0001341	YFR048W	XP_018189898.1
1342	OG0001342	YFR050C	XP_018190201.1
1343	OG0001343	YFR051C	XP_018185289.1
1344	OG0001344	YFR052W	XP_018187374.1
1345	OG0001345	YGL001C	XP_018189295.1
1346	OG0001346	YGL006W	XP_018191881.1
1347	OG0001347	YGL008C	XP_018186228.1
1348	OG0001348	YGL009C	XP_018191005.1
1349	OG0001349	YGL010W	XP_018189321.1
1350	OG0001350	YGL011C	XP_018184591.1
1351	OG0001351	YGL016W	XP_018184746.1
1352	OG0001352	YGL017W	XP_018185577.1
1353	OG0001353	YGL018C	XP_018189417.1
1354	OG0001354	YGL019W	XP_018191902.1
1355	OG0001355	YGL022W	XP_018189454.1
1356	OG0001356	YGL026C	XP_018186785.1
1357	OG0001357	YGL027C	XP_018186936.1
1358	OG0001358	YGL030W	XP_018185628.1
1359	OG0001359	YGL035C	XP_018190893.1
1360	OG0001360	YGL037C	XP_018189972.1
1361	OG0001361	YGL040C	XP_018191175.1
1362	OG0001362	YGL043W	XP_018191661.1
1363	OG0001363	YGL044C	XP_018190081.1
1364	OG0001364	YGL045W	XP_018190351.1
1365	OG0001365	YGL048C	XP_018188262.1
1366	OG0001366	YGL050W	XP_018186491.1
1367	OG0001367	YGL054C	XP_018191785.1
1368	OG0001368	YGL058W	XP_018190697.1
1369	OG0001369	YGL064C	XP_018187131.1
1370	OG0001370	YGL065C	XP_018184997.1
1371	OG0001371	YGL067W	XP_018185905.1
1372	OG0001372	YGL068W	XP_018187166.1
1373	OG0001373	YGL070C	XP_018187124.1
1374	OG0001374	YGL077C	XP_018186318.1
1375	OG0001375	YGL078C	XP_018185670.1
1376	OG0001376	YGL080W	XP_018190291.1
1377	OG0001377	YGL083W	XP_018191886.1
1378	OG0001378	YGL084C	XP_018189928.1
1379	OG0001379	YGL085W	XP_018191448.1
1380	OG0001380	YGL086W	XP_018190757.1
1381	OG0001381	YGL087C	XP_018187867.1
1382	OG0001382	YGL091C	XP_018188818.1
1383	OG0001383	YGL092W	XP_018190488.1
1384	OG0001384	YGL093W	XP_018189727.1
1385	OG0001385	YGL094C	XP_018186671.1
1386	OG0001386	YGL096W	XP_018187255.1
1387	OG0001387	YGL099W	XP_018184732.1
1388	OG0001388	YGL100W	XP_018191007.1
1389	OG0001389	YGL103W	XP_018187366.1
1390	OG0001390	YGL105W	XP_018188782.1
1391	OG0001391	YGL106W	XP_018191015.1
1392	OG0001392	YGL110C	XP_018187445.1
1393	OG0001393	YGL112C	XP_018185863.1
1394	OG0001394	YGL113W	XP_018187785.1
1395	OG0001395	YGL114W	XP_018190782.1
1396	OG0001396	YGL115W	XP_018192196.1
1397	OG0001397	YGL119W	XP_018188172.1
1398	OG0001398	YGL120C	XP_018185020.1
1399	OG0001399	YGL123W	XP_018189782.1
1400	OG0001400	YGL124C	XP_018189920.1
1401	OG0001401	YGL126W	XP_018189071.1
1402	OG0001402	YGL130W	XP_018187040.1
1403	OG0001403	YGL131C	XP_018191503.1
1404	OG0001404	YGL136C	XP_018185666.1
1405	OG0001405	YGL137W	XP_018191010.1
1406	OG0001406	YGL140C	XP_018190725.1
1407	OG0001407	YGL141W	XP_018190443.1
1408	OG0001408	YGL142C	XP_018190319.1
1409	OG0001409	YGL143C	XP_018185112.1
1410	OG0001410	YGL148W	XP_018191361.1
1411	OG0001411	YGL150C	XP_018188105.1
1412	OG0001412	YGL151W	XP_018191367.1
1413	OG0001413	YGL153W	XP_018188050.1
1414	OG0001414	YGL155W	XP_018190166.1
1415	OG0001415	YGL156W	XP_018191447.1
1416	OG0001416	YGL161C	XP_018188996.1
1417	OG0001417	YGL164C	XP_018186564.1
1418	OG0001418	YGL166W	XP_018186605.1
1419	OG0001419	YGL167C	XP_018187906.1
1420	OG0001420	YGL169W	XP_018191149.1
1421	OG0001421	YGL171W	XP_018187642.1
1422	OG0001422	YGL172W	XP_018184876.1
1423	OG0001423	YGL173C	XP_018185902.1
1424	OG0001424	YGL174W	XP_018186784.1
1425	OG0001425	YGL180W	XP_018190333.1
1426	OG0001426	YGL183C	XP_018190350.1
1427	OG0001427	YGL184C	XP_018191031.1
1428	OG0001428	YGL187C	XP_018190014.1
1429	OG0001429	YGL190C	XP_018189375.1
1430	OG0001430	YGL191W	XP_018186050.1
1431	OG0001431	YGL194C	XP_018187997.1
1432	OG0001432	YGL195W	XP_018187000.1
1433	OG0001433	YGL196W	XP_018191897.1
1434	OG0001434	YGL198W	XP_018190962.1
1435	OG0001435	YGL200C	XP_018192044.1
1436	OG0001436	YGL201C	XP_018188852.1
1437	OG0001437	YGL203C	XP_018191259.1
1438	OG0001438	YGL206C	XP_018190297.1
1439	OG0001439	YGL207W	XP_018186274.1
1440	OG0001440	YGL211W	XP_018190516.1
1441	OG0001441	YGL212W	XP_018189062.1
1442	OG0001442	YGL213C	XP_018191276.1
1443	OG0001443	YGL216W	XP_018190001.1
1444	OG0001444	YGL220W	XP_018187424.1
1445	OG0001445	YGL221C	XP_018187422.1
1446	OG0001446	YGL224C	XP_018189015.1
1447	OG0001447	YGL231C	XP_018191082.1
1448	OG0001448	YGL232W	XP_018184426.1
1449	OG0001449	YGL233W	XP_018186817.1
1450	OG0001450	YGL234W	XP_018186885.1
1451	OG0001451	YGL236C	XP_018186843.1
1452	OG0001452	YGL237C	XP_018189303.1
1453	OG0001453	YGL238W	XP_018186921.1
1454	OG0001454	YGL240W	XP_018189621.1
1455	OG0001455	YGL241W	XP_018184914.1
1456	OG0001456	YGL242C	XP_018187739.1
1457	OG0001457	YGL243W	XP_018187730.1
1458	OG0001458	YGL244W	XP_018184607.1
1459	OG0001459	YGL246C	XP_018186856.1
1460	OG0001460	YGL247W	XP_018186788.1
1461	OG0001461	YGL248W	XP_018185293.1
1462	OG0001462	YGL251C	XP_018190471.1
1463	OG0001463	YGL252C	XP_018187968.1
1464	OG0001464	YGL253W	XP_018187976.1
1465	OG0001465	YGL256W	XP_018186673.1
1466	OG0001466	YGR002C	XP_018191170.1
1467	OG0001467	YGR005C	XP_018189410.1
1468	OG0001468	YGR006W	XP_018189516.1
1469	OG0001469	YGR007W	XP_018191212.1
1470	OG0001470	YGR009C	XP_018191469.1
