	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034749_Lipomyces_mesembrius
1842	OG0001842	YJL031C	augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_23_length_235910_cov_15.3382_ID_45-processed-gene-1.86&CDS=1-993
1843	OG0001843	YJL033W	maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-1.154-mRNA-1_1&gene=maker-NODE_26_length_214215_cov_16.6163_ID_51-augustus-gene-1.154&CDS=1-2331
1844	OG0001844	YJL034W	maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-2.72-mRNA-1_1&gene=maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-2.72&CDS=1-2013
1845	OG0001845	YJL035C	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.161-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-0.161&CDS=1-621
1846	OG0001846	YJL036W	maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.36&CDS=1-1263
1847	OG0001847	YJL039C	maker-NODE_12_length_360066_cov_17.2837_ID_23-augustus-gene-1.38-mRNA-1_1&gene=maker-NODE_12_length_360066_cov_17.2837_ID_23-augustus-gene-1.38&CDS=1-5703
1848	OG0001848	YJL041W	maker-NODE_19_length_258083_cov_16.6613_ID_37-augustus-gene-0.129-mRNA-1_1&gene=maker-NODE_19_length_258083_cov_16.6613_ID_37-augustus-gene-0.129&CDS=1-2394
1849	OG0001849	YJL046W	augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_46_length_118822_cov_18.328_ID_91-processed-gene-0.146&CDS=1-1167
1850	OG0001850	YJL050W	maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-0.150-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-augustus-gene-0.150&CDS=1-3195
1851	OG0001851	YJL053W	maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.147-mRNA-1_1&gene=maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.147&CDS=1-882
1852	OG0001852	YJL054W	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.114&CDS=1-1185
1853	OG0001853	YJL057C	augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.191&CDS=1-2169
1854	OG0001854	YJL059W	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.301-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-7.301&CDS=1-1350
1855	OG0001855	YJL060W	genemark-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.247-mRNA-1_1&gene=genemark-NODE_29_length_193584_cov_15.3448_ID_57-processed-gene-0.247&CDS=1-1335
1856	OG0001856	YJL062W	genemark-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.189-mRNA-1_1&gene=genemark-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.189&CDS=1-2592
1857	OG0001857	YJL062W-A	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.68&CDS=1-261
1858	OG0001858	YJL063C	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.52&CDS=1-633
1859	OG0001859	YJL068C	maker-NODE_28_length_198098_cov_14.6317_ID_55-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_28_length_198098_cov_14.6317_ID_55-augustus-gene-0.0&CDS=1-879
1860	OG0001860	YJL069C	maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-1.144-mRNA-1_1&gene=maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-1.144&CDS=1-1701
1861	OG0001861	YJL071W	augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.6&CDS=1-1893
1862	OG0001862	YJL072C	augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.30&CDS=1-909
1863	OG0001863	YJL074C	maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.76-mRNA-1_1&gene=maker-NODE_29_length_193584_cov_15.3448_ID_57-augustus-gene-0.76&CDS=1-3639
1864	OG0001864	YJL080C	maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.177-mRNA-1_1&gene=maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.177&CDS=1-3357
1865	OG0001865	YJL085W	maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.234-mRNA-1_1&gene=maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.234&CDS=1-1887
1866	OG0001866	YJL087C	augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.188&CDS=1-2688
1867	OG0001867	YJL088W	augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_646201_cov_15.3204_ID_5-processed-gene-5.57&CDS=1-1032
1868	OG0001868	YJL090C	maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-1.48&CDS=1-1647
1869	OG0001869	YJL091C	maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.15-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.15&CDS=1-1794
1870	OG0001870	YJL092W	maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-2.225-mRNA-1_1&gene=maker-NODE_13_length_358725_cov_30.8807_ID_25-snap-gene-2.225&CDS=1-2070
1871	OG0001871	YJL094C	augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-NODE_2_length_781223_cov_15.3897_ID_3-processed-gene-6.29&CDS=1-2496
1872	OG0001872	YJL095W	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.166-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-4.166&CDS=1-3975
1873	OG0001873	YJL096W	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.41&CDS=1-501
1874	OG0001874	YJL097W	augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.288-mRNA-1_1&gene=augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-1.288&CDS=1-702
1875	OG0001875	YJL101C	augustus_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_50_length_109880_cov_16.4944_ID_99-processed-gene-0.142&CDS=1-2082
1876	OG0001876	YJL102W	augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_14_length_325695_cov_15.9281_ID_27-processed-gene-0.120&CDS=1-2502
1877	OG0001877	YJL104W	genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-1.5-mRNA-1_1&gene=genemark-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-1.5&CDS=1-363
1878	OG0001878	YJL106W	augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.215-mRNA-1_1&gene=augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-2.215&CDS=1-1497
1879	OG0001879	YJL108C	genemark-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_44_length_122160_cov_15.4681_ID_87-processed-gene-0.102&CDS=1-2763
1880	OG0001880	YJL109C	snap_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.246-mRNA-1_1&gene=snap_masked-NODE_38_length_156219_cov_15.4386_ID_75-processed-gene-0.246&CDS=1-5550
1881	OG0001881	YJL111W	maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-3.26-mRNA-1_1&gene=maker-NODE_9_length_460943_cov_15.6853_ID_17-augustus-gene-3.26&CDS=1-1641
1882	OG0001882	YJL115W	augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.229-mRNA-1_1&gene=augustus_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.229&CDS=1-522
1883	OG0001883	YJL121C	augustus_masked-NODE_39_length_154449_cov_17.406_ID_77-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-NODE_39_length_154449_cov_17.406_ID_77-processed-gene-0.188&CDS=1-669
1884	OG0001884	YJL123C	augustus_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.215&CDS=1-1287
1885	OG0001885	YJL125C	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-7.77&CDS=1-1245
1886	OG0001886	YJL126W	maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-augustus-gene-2.7&CDS=1-849
1887	OG0001887	YJL130C	maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-5.215-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-5.215&CDS=1-6816
1888	OG0001888	YJL132W	augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-6.160-mRNA-1_1&gene=augustus_masked-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-6.160&CDS=1-2685
1889	OG0001889	YJL140W	maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_54_length_88002_cov_15.2377_ID_107-augustus-gene-0.98&CDS=1-585
1890	OG0001890	YJL143W	maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.40-mRNA-1_1&gene=maker-NODE_1_length_877097_cov_15.4245_ID_1-augustus-gene-1.40&CDS=1-462
1891	OG0001891	YJL145W	augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-2.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_408093_cov_15.0871_ID_21-processed-gene-2.22&CDS=1-864
1892	OG0001892	YJL153C	augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.170-mRNA-1_1&gene=augustus_masked-NODE_35_length_160252_cov_15.5261_ID_69-processed-gene-0.170&CDS=1-1602
1893	OG0001893	YJL154C	maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-1.231-mRNA-1_1&gene=maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-1.231&CDS=1-2766
1894	OG0001894	YJL155C	maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.13-mRNA-1_1&gene=maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.13&CDS=1-1239
1895	OG0001895	YJL156C	augustus_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_20_length_256387_cov_16.8461_ID_39-processed-gene-1.204&CDS=1-2181
1896	OG0001896	YJL166W	maker-NODE_50_length_109880_cov_16.4944_ID_99-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_50_length_109880_cov_16.4944_ID_99-augustus-gene-0.114&CDS=1-261
1897	OG0001897	YJL167W	maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-2.93-mRNA-1_1&gene=maker-NODE_3_length_646201_cov_15.3204_ID_5-augustus-gene-2.93&CDS=1-1047
1898	OG0001898	YJL168C	augustus_masked-NODE_82_length_40233_cov_15.493_ID_163-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_82_length_40233_cov_15.493_ID_163-processed-gene-0.51&CDS=1-2379
1899	OG0001899	YJL179W	genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.72-mRNA-1_1&gene=genemark-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.72&CDS=1-357
1900	OG0001900	YJL180C	snap_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.108-mRNA-1_1&gene=snap_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-4.108&CDS=1-855
1901	OG0001901	YJL187C	maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.212-mRNA-1_1&gene=maker-NODE_14_length_325695_cov_15.9281_ID_27-augustus-gene-2.212&CDS=1-2517
1902	OG0001902	YJL190C	maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.20-mRNA-1_1&gene=maker-NODE_38_length_156219_cov_15.4386_ID_75-augustus-gene-0.20&CDS=1-390
1903	OG0001903	YJL194W	maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.36-mRNA-1_1&gene=maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.36&CDS=1-1698
1904	OG0001904	YJL197W	maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.302-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-augustus-gene-1.302&CDS=1-4164
1905	OG0001905	YJL200C	maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.180-mRNA-1_1&gene=maker-NODE_46_length_118822_cov_18.328_ID_91-augustus-gene-0.180&CDS=1-2415
1906	OG0001906	YJL201W	maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.218-mRNA-1_1&gene=maker-NODE_30_length_182192_cov_15.3438_ID_59-augustus-gene-0.218&CDS=1-2232
1907	OG0001907	YJL203W	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-3.80-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-3.80&CDS=1-1377
1908	OG0001908	YJL204C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.21-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-2.21&CDS=1-2685
1909	OG0001909	YJL205C	augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.236-mRNA-1_1&gene=augustus_masked-NODE_8_length_468094_cov_15.2478_ID_15-processed-gene-3.236&CDS=1-261
1910	OG0001910	YJL207C	maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_6_length_504130_cov_14.9719_ID_11-augustus-gene-0.60&CDS=1-6078
1911	OG0001911	YJL208C	maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_11_length_408093_cov_15.0871_ID_21-augustus-gene-1.49&CDS=1-1032
1912	OG0001912	YJL210W	augustus_masked-NODE_62_length_67569_cov_15.8204_ID_123-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_62_length_67569_cov_15.8204_ID_123-processed-gene-0.25&CDS=1-3168
1913	OG0001913	YJL217W	maker-NODE_37_length_158016_cov_20.0057_ID_73-augustus-gene-0.162-mRNA-1_1&gene=maker-NODE_37_length_158016_cov_20.0057_ID_73-augustus-gene-0.162&CDS=1-642
1914	OG0001914	YJL218W	maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.4&CDS=1-654
1915	OG0001915	YJR001W	augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.49&CDS=1-1755
1916	OG0001916	YJR002W	snap_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_7_length_493755_cov_15.7063_ID_13-processed-gene-0.63&CDS=1-2199
1917	OG0001917	YJR006W	maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.46-mRNA-1_1&gene=maker-NODE_59_length_80342_cov_15.3537_ID_117-augustus-gene-0.46&CDS=1-1464
1918	OG0001918	YJR007W	augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-NODE_6_length_504130_cov_14.9719_ID_11-processed-gene-2.165&CDS=1-927
1919	OG0001919	YJR008W	augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_47_length_114003_cov_15.2953_ID_93-processed-gene-0.5&CDS=1-1026
1920	OG0001920	YJR010W	maker-NODE_37_length_158016_cov_20.0057_ID_73-snap-gene-0.203-mRNA-1_1&gene=maker-NODE_37_length_158016_cov_20.0057_ID_73-snap-gene-0.203&CDS=1-2232
1921	OG0001921	YJR013W	genemark-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_1_length_877097_cov_15.4245_ID_1-processed-gene-3.30&CDS=1-1182
1922	OG0001922	YJR014W	augustus_masked-NODE_43_length_130487_cov_14.9211_ID_85-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-NODE_43_length_130487_cov_14.9211_ID_85-processed-gene-0.158&CDS=1-570
1923	OG0001923	YJR016C	maker-NODE_41_length_146897_cov_14.8825_ID_81-augustus-gene-0.108-mRNA-1_1&gene=maker-NODE_41_length_146897_cov_14.8825_ID_81-augustus-gene-0.108&CDS=1-1800
1924	OG0001924	YJR017C	augustus_masked-NODE_78_length_47678_cov_18.864_ID_155-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_78_length_47678_cov_18.864_ID_155-processed-gene-0.11&CDS=1-573
1925	OG0001925	YJR019C	maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-4.167-mRNA-1_1&gene=maker-NODE_4_length_601463_cov_15.82_ID_7-augustus-gene-4.167&CDS=1-939
1926	OG0001926	YJR024C	maker-NODE_42_length_137594_cov_15.5143_ID_83-augustus-gene-0.29-mRNA-1_1&gene=maker-NODE_42_length_137594_cov_15.5143_ID_83-augustus-gene-0.29&CDS=1-741
1927	OG0001927	YJR025C	maker-NODE_34_length_164680_cov_15.313_ID_67-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_34_length_164680_cov_15.313_ID_67-snap-gene-0.100&CDS=1-618
1928	OG0001928	YJR033C	maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.10-mRNA-1_1&gene=maker-NODE_62_length_67569_cov_15.8204_ID_123-augustus-gene-0.10&CDS=1-3876
1929	OG0001929	YJR034W	maker-NODE_16_length_279401_cov_15.9753_ID_31-snap-gene-1.38-mRNA-1_1&gene=maker-NODE_16_length_279401_cov_15.9753_ID_31-snap-gene-1.38&CDS=1-363
1930	OG0001930	YJR035W	maker-NODE_5_length_564925_cov_15.4782_ID_9-snap-gene-1.172-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-snap-gene-1.172&CDS=1-3525
1931	OG0001931	YJR036C	maker-NODE_44_length_122160_cov_15.4681_ID_87-snap-gene-0.19-mRNA-1_1&gene=maker-NODE_44_length_122160_cov_15.4681_ID_87-snap-gene-0.19&CDS=1-2526
1932	OG0001932	YJR044C	genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-0.66&CDS=1-417
1933	OG0001933	YJR045C	maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.48-mRNA-1_1&gene=maker-NODE_23_length_235910_cov_15.3382_ID_45-augustus-gene-0.48&CDS=1-2013
1934	OG0001934	YJR049C	maker-NODE_50_length_109880_cov_16.4944_ID_99-augustus-gene-0.105-mRNA-1_1&gene=maker-NODE_50_length_109880_cov_16.4944_ID_99-augustus-gene-0.105&CDS=1-1443
1935	OG0001935	YJR050W	augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_22_length_236444_cov_14.7802_ID_43-processed-gene-0.47&CDS=1-711
1936	OG0001936	YJR052W	maker-NODE_27_length_211305_cov_14.7586_ID_53-augustus-gene-1.184-mRNA-1_1&gene=maker-NODE_27_length_211305_cov_14.7586_ID_53-augustus-gene-1.184&CDS=1-1659
1937	OG0001937	YJR056C	augustus_masked-NODE_69_length_55855_cov_34.0771_ID_137-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_69_length_55855_cov_34.0771_ID_137-processed-gene-0.75&CDS=1-789
1938	OG0001938	YJR057W	genemark-NODE_36_length_158621_cov_31.1899_ID_71-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_36_length_158621_cov_31.1899_ID_71-processed-gene-0.153&CDS=1-666
1939	OG0001939	YJR060W	augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.20&CDS=1-744
1940	OG0001940	YJR062C	augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_89_length_26950_cov_14.9929_ID_177-processed-gene-0.13&CDS=1-1002
1941	OG0001941	YJR063W	maker-NODE_74_length_52476_cov_14.6655_ID_147-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_74_length_52476_cov_14.6655_ID_147-augustus-gene-0.9&CDS=1-375
1942	OG0001942	YJR064W	augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.266-mRNA-1_1&gene=augustus_masked-NODE_5_length_564925_cov_15.4782_ID_9-processed-gene-4.266&CDS=1-1650
1943	OG0001943	YJR065C	maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.35-mRNA-1_1&gene=maker-NODE_18_length_258954_cov_16.5537_ID_35-snap-gene-1.35&CDS=1-1344
1944	OG0001944	YJR068W	augustus_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_34_length_164680_cov_15.313_ID_67-processed-gene-0.22&CDS=1-1110
1945	OG0001945	YJR069C	maker-NODE_8_length_468094_cov_15.2478_ID_15-snap-gene-1.87-mRNA-1_1&gene=maker-NODE_8_length_468094_cov_15.2478_ID_15-snap-gene-1.87&CDS=1-570
1946	OG0001946	YJR070C	snap_masked-NODE_74_length_52476_cov_14.6655_ID_147-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_74_length_52476_cov_14.6655_ID_147-processed-gene-0.61&CDS=1-972
1947	OG0001947	YJR072C	maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.156-mRNA-1_1&gene=maker-NODE_31_length_174790_cov_14.1834_ID_61-augustus-gene-0.156&CDS=1-1056
1948	OG0001948	YJR073C	augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_16_length_279401_cov_15.9753_ID_31-processed-gene-1.59&CDS=1-609
1949	OG0001949	YJR074W	maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-4.61-mRNA-1_1&gene=maker-NODE_2_length_781223_cov_15.3897_ID_3-augustus-gene-4.61&CDS=1-669
1950	OG0001950	YJR076C	augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-NODE_13_length_358725_cov_30.8807_ID_25-processed-gene-1.163&CDS=1-1128
1951	OG0001951	YJR078W	augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-0.83&CDS=1-1485
1952	OG0001952	YJR080C	maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.106-mRNA-1_1&gene=maker-NODE_5_length_564925_cov_15.4782_ID_9-augustus-gene-2.106&CDS=1-1089
1953	OG0001953	YJR084W	maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.16-mRNA-1_1&gene=maker-NODE_25_length_224029_cov_16.3037_ID_49-augustus-gene-1.16&CDS=1-1251
1954	OG0001954	YJR086W	augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-2.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_601463_cov_15.82_ID_7-processed-gene-2.39&CDS=1-273
1955	OG0001955	YJR088C	maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_7_length_493755_cov_15.7063_ID_13-augustus-gene-0.43&CDS=1-888
1956	OG0001956	YJR090C	augustus_masked-NODE_106_length_14731_cov_15.7693_ID_211-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_106_length_14731_cov_15.7693_ID_211-processed-gene-0.14&CDS=1-2058
1957	OG0001957	YJR093C	maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.237-mRNA-1_1&gene=maker-NODE_10_length_459778_cov_14.8991_ID_19-augustus-gene-3.237&CDS=1-759
1958	OG0001958	YJR095W	maker-NODE_92_length_24103_cov_16.2459_ID_183-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_92_length_24103_cov_16.2459_ID_183-augustus-gene-0.11&CDS=1-960
1959	OG0001959	YJR096W	augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_12_length_360066_cov_17.2837_ID_23-processed-gene-1.21&CDS=1-843
1960	OG0001960	YJR097W	augustus_masked-NODE_27_length_211305_cov_14.7586_ID_53-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_27_length_211305_cov_14.7586_ID_53-processed-gene-0.121&CDS=1-573
1961	OG0001961	YJR098C	snap_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_40_length_149697_cov_15.2151_ID_79-processed-gene-0.72&CDS=1-318
1962	OG0001962	YJR099W	augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_17_length_260486_cov_14.3054_ID_33-processed-gene-0.93&CDS=1-726
1963	OG0001963	YJR100C	genemark-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_42_length_137594_cov_15.5143_ID_83-processed-gene-0.156&CDS=1-594
