	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035629_Yueomyces_sinensis
3592	OG0003592	YPL005W	augustus_masked-NODE_55_length_63108_cov_29.9818_ID_109-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_55_length_63108_cov_29.9818_ID_109-processed-gene-0.28&CDS=1-1818
3593	OG0003593	YPL007C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.42&CDS=1-1938
3594	OG0003594	YPL008W	genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.23&CDS=1-2448
3595	OG0003595	YPL009C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.63&CDS=1-4107
3596	OG0003596	YPL010W	genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.60&CDS=1-576
3597	OG0003597	YPL012W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.85&CDS=1-3675
3598	OG0003598	YPL013C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.83&CDS=1-387
3599	OG0003599	YPL014W	augustus_masked-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.122&CDS=1-951
3600	OG0003600	YPL015C	genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_28_length_140855_cov_31.983_ID_55-processed-gene-0.59&CDS=1-1029
3601	OG0003601	YPL016W	genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.10&CDS=1-4236
3602	OG0003602	YPL022W	augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.98&CDS=1-4722
3603	OG0003603	YPL023C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.148&CDS=1-1953
3604	OG0003604	YPL024W	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.33&CDS=1-660
3605	OG0003605	YPL028W	genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.26&CDS=1-1188
3606	OG0003606	YPL029W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.175-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.175&CDS=1-3837
3607	OG0003607	YPL031C	genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.12&CDS=1-1002
3608	OG0003608	YPL037C	genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.14&CDS=1-456
3609	OG0003609	YPL039W	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.35&CDS=1-1110
3610	OG0003610	YPL040C	augustus_masked-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.46&CDS=1-2991
3611	OG0003611	YPL041C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.152&CDS=1-681
3612	OG0003612	YPL042C	augustus_masked-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.47&CDS=1-1638
3613	OG0003613	YPL043W	genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_51_length_79180_cov_28.6532_ID_101-processed-gene-0.29&CDS=1-2136
3614	OG0003614	YPL045W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.177-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.177&CDS=1-2394
3615	OG0003615	YPL046C	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.11&CDS=1-291
3616	OG0003616	YPL047W	augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.103&CDS=1-282
3617	OG0003617	YPL049C	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.13&CDS=1-1230
3618	OG0003618	YPL050C	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.83-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.83&CDS=1-1179
3619	OG0003619	YPL052W	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.41&CDS=1-867
3620	OG0003620	YPL058C	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-1.7&CDS=1-4548
3621	OG0003621	YPL060W	maker-NODE_5_length_362465_cov_30.2791_ID_9-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_5_length_362465_cov_30.2791_ID_9-augustus-gene-1.0&CDS=1-1437
3622	OG0003622	YPL063W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.184-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.184&CDS=1-1410
3623	OG0003623	YPL065W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.185-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.185&CDS=1-699
3624	OG0003624	YPL066W	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.45&CDS=1-1389
3625	OG0003625	YPL067C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.75&CDS=1-621
3626	OG0003626	YPL069C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.159-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.159&CDS=1-1026
3627	OG0003627	YPL070W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.15&CDS=1-2115
3628	OG0003628	YPL072W	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.90&CDS=1-1455
3629	OG0003629	YPL075W	augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.117&CDS=1-3933
3630	OG0003630	YPL076W	snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.51&CDS=1-216
3631	OG0003631	YPL077C	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.110&CDS=1-609
3632	OG0003632	YPL078C	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.29&CDS=1-732
3633	OG0003633	YPL082C	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.106&CDS=1-5586
3634	OG0003634	YPL083C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.160-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.160&CDS=1-1419
3635	OG0003635	YPL084W	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.86&CDS=1-2751
3636	OG0003636	YPL085W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.196-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.196&CDS=1-7365
3637	OG0003637	YPL086C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.161-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.161&CDS=1-1680
3638	OG0003638	YPL091W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.7&CDS=1-1401
3639	OG0003639	YPL093W	maker-NODE_25_length_160667_cov_29.6548_ID_49-snap-gene-0.141-mRNA-1_1&gene=maker-NODE_25_length_160667_cov_29.6548_ID_49-snap-gene-0.141&CDS=1-3528
3640	OG0003640	YPL094C	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.24&CDS=1-990
3641	OG0003641	YPL096C-A	snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.59&CDS=1-192
3642	OG0003642	YPL096W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.5&CDS=1-1095
3643	OG0003643	YPL097W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.4&CDS=1-1470
3644	OG0003644	YPL098C	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.21&CDS=1-348
3645	OG0003645	YPL099C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.165-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.165&CDS=1-459
3646	OG0003646	YPL100W	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.79&CDS=1-1338
3647	OG0003647	YPL101W	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.200-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.200&CDS=1-1317
3648	OG0003648	YPL103C	genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.166-mRNA-1_1&gene=genemark-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.166&CDS=1-1296
3649	OG0003649	YPL104W	augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_25_length_160667_cov_29.6548_ID_49-processed-gene-0.126&CDS=1-3966
3650	OG0003650	YPL105C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.96&CDS=1-2577
3651	OG0003651	YPL106C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-0.97&CDS=1-2049
3652	OG0003652	YPL107W	augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-0.75&CDS=1-675
3653	OG0003653	YPL108W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.2-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.2&CDS=1-480
3654	OG0003654	YPL109C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.0-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.0&CDS=1-2166
3655	OG0003655	YPL110C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.1-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.1&CDS=1-3789
3656	OG0003656	YPL111W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.52-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.52&CDS=1-1029
3657	OG0003657	YPL112C	snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.27&CDS=1-1068
3658	OG0003658	YPL113C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.124&CDS=1-1161
3659	OG0003659	YPL115C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.96&CDS=1-3033
3660	OG0003660	YPL116W	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.102&CDS=1-2052
3661	OG0003661	YPL117C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.7&CDS=1-837
3662	OG0003662	YPL118W	snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.244-mRNA-1_1&gene=snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.244&CDS=1-1170
3663	OG0003663	YPL120W	augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.52-mRNA-1_1&gene=augustus_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.52&CDS=1-1560
3664	OG0003664	YPL121C	snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.23&CDS=1-747
3665	OG0003665	YPL122C	genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.120-mRNA-1_1&gene=genemark-NODE_2_length_439574_cov_29.0697_ID_3-processed-gene-1.120&CDS=1-1533
3666	OG0003666	YPL123C	augustus_masked-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.33&CDS=1-1332
3667	OG0003667	YPL125W	augustus_masked-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.16&CDS=1-3168
3668	OG0003668	YPL126W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.59&CDS=1-2658
3669	OG0003669	YPL127C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.12-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.12&CDS=1-804
3670	OG0003670	YPL128C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.104&CDS=1-1518
3671	OG0003671	YPL129W	snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.250-mRNA-1_1&gene=snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.250&CDS=1-720
3672	OG0003672	YPL131W	genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.86-mRNA-1_1&gene=genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.86&CDS=1-894
3673	OG0003673	YPL132W	genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.85-mRNA-1_1&gene=genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.85&CDS=1-744
3674	OG0003674	YPL133C	genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_49_length_82440_cov_36.9064_ID_97-processed-gene-0.103&CDS=1-1002
3675	OG0003675	YPL138C	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.102&CDS=1-918
3676	OG0003676	YPL144W	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.156&CDS=1-417
3677	OG0003677	YPL146C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.23&CDS=1-1350
3678	OG0003678	YPL147W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.62&CDS=1-2085
3679	OG0003679	YPL148C	snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.215-mRNA-1_1&gene=snap_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.215&CDS=1-507
3680	OG0003680	YPL149W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.63-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.63&CDS=1-855
3681	OG0003681	YPL152W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.66&CDS=1-2127
3682	OG0003682	YPL153C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.28-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.28&CDS=1-2508
3683	OG0003683	YPL154C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.29&CDS=1-1224
3684	OG0003684	YPL156C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.30-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.30&CDS=1-864
3685	OG0003685	YPL157W	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.31&CDS=1-906
3686	OG0003686	YPL158C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.31&CDS=1-2748
3687	OG0003687	YPL159C	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.122&CDS=1-750
3688	OG0003688	YPL160W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.66&CDS=1-3285
3689	OG0003689	YPL161C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.33-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.33&CDS=1-1881
3690	OG0003690	YPL162C	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.153-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.153&CDS=1-927
3691	OG0003691	YPL164C	snap_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.235-mRNA-1_1&gene=snap_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.235&CDS=1-2361
3692	OG0003692	YPL166W	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.110&CDS=1-621
3693	OG0003693	YPL167C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.67&CDS=1-4479
3694	OG0003694	YPL168W	augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.160&CDS=1-873
3695	OG0003695	YPL169C	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.36-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.36&CDS=1-1782
3696	OG0003696	YPL170W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.70&CDS=1-516
3697	OG0003697	YPL172C	genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.74&CDS=1-1353
3698	OG0003698	YPL173W	genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_10_length_299503_cov_30.4291_ID_19-processed-gene-1.39&CDS=1-906
3699	OG0003699	YPL175W	augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_14_length_275237_cov_29.7547_ID_27-processed-gene-1.115&CDS=1-1380
3700	OG0003700	YPL177C	genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.97-mRNA-1_1&gene=genemark-NODE_1_length_451508_cov_30.8094_ID_1-processed-gene-3.97&CDS=1-684
3701	OG0003701	YPL178W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.185-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.185&CDS=1-738
3702	OG0003702	YPL180W	snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.69&CDS=1-2478
3703	OG0003703	YPL181W	maker-NODE_5_length_362465_cov_30.2791_ID_9-snap-gene-2.5-mRNA-1_1&gene=maker-NODE_5_length_362465_cov_30.2791_ID_9-snap-gene-2.5&CDS=1-1509
3704	OG0003704	YPL183C	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.214-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.214&CDS=1-3027
3705	OG0003705	YPL183W-A	snap_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.95&CDS=1-249
3706	OG0003706	YPL184C	augustus_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.35&CDS=1-1911
3707	OG0003707	YPL186C	augustus_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.34&CDS=1-672
3708	OG0003708	YPL188W	genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.50&CDS=1-1251
3709	OG0003709	YPL190C	genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.68-mRNA-1_1&gene=genemark-NODE_41_length_108466_cov_30.3003_ID_81-processed-gene-0.68&CDS=1-2226
3710	OG0003710	YPL193W	snap_masked-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.60&CDS=1-1200
3711	OG0003711	YPL194W	snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.37&CDS=1-1746
3712	OG0003712	YPL195W	genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_12_length_294340_cov_33.2013_ID_23-processed-gene-1.149&CDS=1-2745
3713	OG0003713	YPL196W	genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.180-mRNA-1_1&gene=genemark-NODE_5_length_362465_cov_30.2791_ID_9-processed-gene-2.180&CDS=1-801
