	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035658_Starmera_amethionina
1354	OG0001354	YFR015C	snap_masked-flattened_line_52-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.95&CDS=1-2052
1355	OG0001355	YFR016C	snap_masked-flattened_line_4-processed-gene-2.82-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.82&CDS=1-2499
1356	OG0001356	YFR019W	augustus_masked-flattened_line_10-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.59&CDS=1-7473
1357	OG0001357	YFR021W	augustus_masked-flattened_line_10-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.28&CDS=1-1335
1358	OG0001358	YFR024C-A	snap_masked-flattened_line_142-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.41&CDS=1-1281
1359	OG0001359	YFR025C	snap_masked-flattened_line_64-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.22&CDS=1-954
1360	OG0001360	YFR027W	augustus_masked-flattened_line_10-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.68&CDS=1-624
1361	OG0001361	YFR028C	snap_masked-flattened_line_98-processed-gene-0.106-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.106&CDS=1-1596
1362	OG0001362	YFR029W	snap_masked-flattened_line_22-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.134&CDS=1-1902
1363	OG0001363	YFR031C	snap_masked-flattened_line_102-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.67&CDS=1-3351
1364	OG0001364	YFR032C	snap_masked-flattened_line_102-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.85&CDS=1-1128
1365	OG0001365	YFR034C	snap_masked-flattened_line_6-processed-gene-1.173-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.173&CDS=1-1329
1366	OG0001366	YFR037C	genemark-flattened_line_130-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.14&CDS=1-2973
1367	OG0001367	YFR038W	snap_masked-flattened_line_130-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.60&CDS=1-2391
1368	OG0001368	YFR041C	augustus_masked-flattened_line_140-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.25&CDS=1-861
1369	OG0001369	YFR043C	snap_masked-flattened_line_140-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.83&CDS=1-666
1370	OG0001370	YFR044C	maker-flattened_line_122-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_122-snap-gene-0.1&CDS=1-1449
1371	OG0001371	YFR045W	snap_masked-flattened_line_64-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.35&CDS=1-1167
1372	OG0001372	YFR048W	genemark-flattened_line_14-processed-gene-1.83-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.83&CDS=1-1458
1373	OG0001373	YFR050C	snap_masked-flattened_line_14-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.48&CDS=1-765
1374	OG0001374	YFR051C	snap_masked-flattened_line_14-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.25&CDS=1-1551
1375	OG0001375	YFR052W	snap_masked-flattened_line_289-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_289-processed-gene-0.6&CDS=1-849
1376	OG0001376	YGL001C	snap_masked-flattened_line_74-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.23&CDS=1-1071
1377	OG0001377	YGL003C	snap_masked-flattened_line_78-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.90&CDS=1-1566
1378	OG0001378	YGL005C	snap_masked-flattened_line_110-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.56&CDS=1-864
1379	OG0001379	YGL006W	snap_masked-flattened_line_110-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.44&CDS=1-3735
1380	OG0001380	YGL008C	snap_masked-flattened_line_20-processed-gene-0.227-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.227&CDS=1-2688
1381	OG0001381	YGL009C	snap_masked-flattened_line_112-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.2&CDS=1-2343
1382	OG0001382	YGL010W	snap_masked-flattened_line_40-processed-gene-0.184-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.184&CDS=1-414
1383	OG0001383	YGL011C	augustus_masked-flattened_line_234-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.4&CDS=1-732
1384	OG0001384	YGL012W	snap_masked-flattened_line_234-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.14&CDS=1-1356
1385	OG0001385	YGL017W	augustus_masked-flattened_line_238-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_238-processed-gene-0.27&CDS=1-1134
1386	OG0001386	YGL018C	snap_masked-flattened_line_238-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.14&CDS=1-555
1387	OG0001387	YGL019W	snap_masked-flattened_line_238-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.19&CDS=1-756
1388	OG0001388	YGL022W	augustus_masked-flattened_line_234-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_234-processed-gene-0.2&CDS=1-2103
1389	OG0001389	YGL026C	snap_masked-flattened_line_60-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.65&CDS=1-2103
1390	OG0001390	YGL027C	augustus_masked-flattened_line_10-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.136&CDS=1-4857
1391	OG0001391	YGL028C	snap_masked-flattened_line_10-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.70&CDS=1-1422
1392	OG0001392	YGL033W	maker-flattened_line_10-snap-gene-0.101-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-0.101&CDS=1-609
1393	OG0001393	YGL036W	augustus_masked-flattened_line_110-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.95&CDS=1-2745
1394	OG0001394	YGL037C	augustus_masked-flattened_line_110-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.108&CDS=1-681
1395	OG0001395	YGL040C	snap_masked-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.95&CDS=1-1023
1396	OG0001396	YGL043W	maker-flattened_line_28-snap-gene-0.230-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.230&CDS=1-915
1397	OG0001397	YGL044C	augustus_masked-flattened_line_28-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.70&CDS=1-768
1398	OG0001398	YGL045W	augustus_masked-flattened_line_110-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.87&CDS=1-2040
1399	OG0001399	YGL047W	snap_masked-flattened_line_78-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.101&CDS=1-582
1400	OG0001400	YGL048C	snap_masked-flattened_line_78-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.82&CDS=1-1191
1401	OG0001401	YGL058W	snap_masked-flattened_line_114-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.125&CDS=1-501
1402	OG0001402	YGL059W	genemark-flattened_line_114-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_114-processed-gene-0.63&CDS=1-1455
1403	OG0001403	YGL064C	augustus_masked-flattened_line_172-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.11&CDS=1-1776
1404	OG0001404	YGL065C	maker-flattened_line_12-snap-gene-1.152-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.152&CDS=1-2562
1405	OG0001405	YGL066W	augustus_masked-flattened_line_12-processed-gene-1.206-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.206&CDS=1-1215
1406	OG0001406	YGL067W	snap_masked-flattened_line_82-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.124&CDS=1-1080
1407	OG0001407	YGL068W	snap_masked-flattened_line_80-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.84&CDS=1-519
1408	OG0001408	YGL070C	maker-flattened_line_80-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.17&CDS=1-339
1409	OG0001409	YGL073W	augustus_masked-flattened_line_10-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.124&CDS=1-2010
1410	OG0001410	YGL077C	snap_masked-flattened_line_30-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.93&CDS=1-1635
1411	OG0001411	YGL078C	snap_masked-flattened_line_48-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.23&CDS=1-1569
1412	OG0001412	YGL079W	snap_masked-flattened_line_48-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.59&CDS=1-540
1413	OG0001413	YGL080W	snap_masked-flattened_line_48-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.61&CDS=1-378
1414	OG0001414	YGL083W	genemark-flattened_line_4-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.63&CDS=1-2220
1415	OG0001415	YGL084C	snap_masked-flattened_line_46-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.78&CDS=1-1722
1416	OG0001416	YGL085W	snap_masked-flattened_line_46-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.103&CDS=1-690
1417	OG0001417	YGL086W	snap_masked-flattened_line_46-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.104&CDS=1-1959
1418	OG0001418	YGL087C	snap_masked-flattened_line_46-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.79&CDS=1-417
1419	OG0001419	YGL091C	augustus_masked-flattened_line_34-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.222&CDS=1-993
1420	OG0001420	YGL092W	snap_masked-flattened_line_34-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.40&CDS=1-4194
1421	OG0001421	YGL094C	maker-flattened_line_2-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.135&CDS=1-6225
1422	OG0001422	YGL095C	snap_masked-flattened_line_108-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_108-processed-gene-0.41&CDS=1-1764
1423	OG0001423	YGL096W	augustus_masked-flattened_line_120-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.13&CDS=1-447
1424	OG0001424	YGL097W	snap_masked-flattened_line_126-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_126-processed-gene-0.48&CDS=1-1434
1425	OG0001425	YGL098W	snap_masked-flattened_line_230-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.13&CDS=1-612
1426	OG0001426	YGL099W	snap_masked-flattened_line_32-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.122&CDS=1-1893
1427	OG0001427	YGL100W	genemark-flattened_line_176-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_176-processed-gene-0.16&CDS=1-2058
1428	OG0001428	YGL103W	snap_masked-flattened_line_38-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.148&CDS=1-447
1429	OG0001429	YGL106W	snap_masked-flattened_line_38-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.152&CDS=1-423
1430	OG0001430	YGL108C	augustus_masked-flattened_line_34-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.191&CDS=1-405
1431	OG0001431	YGL110C	augustus_masked-flattened_line_176-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.45&CDS=1-1539
1432	OG0001432	YGL112C	snap_masked-flattened_line_34-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.86&CDS=1-1479
1433	OG0001433	YGL113W	augustus_masked-flattened_line_34-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.193&CDS=1-1560
1434	OG0001434	YGL114W	augustus_masked-flattened_line_34-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.199&CDS=1-1956
1435	OG0001435	YGL115W	augustus_masked-flattened_line_34-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.198&CDS=1-1002
1436	OG0001436	YGL116W	snap_masked-flattened_line_34-processed-gene-0.53-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.53&CDS=1-1506
1437	OG0001437	YGL119W	maker-flattened_line_22-snap-gene-0.15-mRNA-1_1&gene=maker-flattened_line_22-snap-gene-0.15&CDS=1-1605
1438	OG0001438	YGL120C	genemark-flattened_line_22-processed-gene-0.62-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.62&CDS=1-5388
1439	OG0001439	YGL122C	snap_masked-flattened_line_44-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.176&CDS=1-1341
1440	OG0001440	YGL123W	snap_masked-flattened_line_44-processed-gene-0.148-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.148&CDS=1-753
1441	OG0001441	YGL124C	augustus_masked-flattened_line_128-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.6&CDS=1-1542
1442	OG0001442	YGL125W	snap_masked-flattened_line_152-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.17&CDS=1-1791
1443	OG0001443	YGL126W	snap_masked-flattened_line_68-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.92&CDS=1-759
1444	OG0001444	YGL127C	augustus_masked-flattened_line_68-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.36&CDS=1-327
1445	OG0001445	YGL129C	snap_masked-flattened_line_172-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.20&CDS=1-1293
1446	OG0001446	YGL130W	augustus_masked-flattened_line_172-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_172-processed-gene-0.13&CDS=1-1332
1447	OG0001447	YGL131C	snap_masked-flattened_line_172-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.22&CDS=1-5151
1448	OG0001448	YGL136C	genemark-flattened_line_112-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_112-processed-gene-0.41&CDS=1-912
1449	OG0001449	YGL137W	snap_masked-flattened_line_112-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.24&CDS=1-2598
1450	OG0001450	YGL138C	snap_masked-flattened_line_130-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.40&CDS=1-1080
1451	OG0001451	YGL140C	genemark-flattened_line_32-processed-gene-0.145-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-0.145&CDS=1-3300
1452	OG0001452	YGL141W	augustus_masked-flattened_line_26-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.55&CDS=1-2616
1453	OG0001453	YGL142C	genemark-flattened_line_124-processed-gene-0.13-mRNA-1_1&gene=genemark-flattened_line_124-processed-gene-0.13&CDS=1-1578
1454	OG0001454	YGL145W	snap_masked-flattened_line_118-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_118-processed-gene-0.6&CDS=1-2127
1455	OG0001455	YGL148W	maker-flattened_line_114-snap-gene-0.43-mRNA-1_1&gene=maker-flattened_line_114-snap-gene-0.43&CDS=1-1449
1456	OG0001456	YGL150C	snap_masked-flattened_line_180-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.6&CDS=1-4341
1457	OG0001457	YGL151W	snap_masked-flattened_line_180-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.1&CDS=1-2571
1458	OG0001458	YGL153W	snap_masked-flattened_line_180-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_180-processed-gene-0.2&CDS=1-1137
1459	OG0001459	YGL154C	augustus_masked-flattened_line_140-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.9&CDS=1-732
1460	OG0001460	YGL155W	augustus_masked-flattened_line_178-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_178-processed-gene-0.32&CDS=1-1083
1461	OG0001461	YGL156W	maker-flattened_line_180-snap-gene-0.25-mRNA-1_1&gene=maker-flattened_line_180-snap-gene-0.25&CDS=1-3378
1462	OG0001462	YGL159W	snap_masked-flattened_line_138-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.46&CDS=1-993
1463	OG0001463	YGL160W	augustus_masked-flattened_line_52-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.166&CDS=1-1587
1464	OG0001464	YGL161C	maker-flattened_line_18-snap-gene-0.6-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.6&CDS=1-873
1465	OG0001465	YGL163C	augustus_masked-flattened_line_94-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.11&CDS=1-3150
1466	OG0001466	YGL166W	snap_masked-flattened_line_94-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.116&CDS=1-1521
1467	OG0001467	YGL167C	snap_masked-flattened_line_138-processed-gene-0.39-mRNA-1_1&gene=snap_masked-flattened_line_138-processed-gene-0.39&CDS=1-2760
1468	OG0001468	YGL169W	augustus_masked-flattened_line_138-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.7&CDS=1-1107
1469	OG0001469	YGL171W	snap_masked-flattened_line_24-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-0.205&CDS=1-1659
1470	OG0001470	YGL172W	snap_masked-flattened_line_78-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.70&CDS=1-1443
1471	OG0001471	YGL173C	augustus_masked-flattened_line_78-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.47&CDS=1-4095
1472	OG0001472	YGL174W	snap_masked-flattened_line_78-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.69&CDS=1-864
1473	OG0001473	YGL178W	snap_masked-flattened_line_28-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.186&CDS=1-2286
1474	OG0001474	YGL180W	snap_masked-flattened_line_50-processed-gene-0.95-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.95&CDS=1-2646
1475	OG0001475	YGL181W	maker-flattened_line_50-snap-gene-0.180-mRNA-1_1&gene=maker-flattened_line_50-snap-gene-0.180&CDS=1-1233
1476	OG0001476	YGL183C	snap_masked-flattened_line_50-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.98&CDS=1-519
1477	OG0001477	YGL184C	augustus_masked-flattened_line_28-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.26&CDS=1-1179
1478	OG0001478	YGL186C	snap_masked-flattened_line_112-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.0&CDS=1-1779
1479	OG0001479	YGL187C	snap_masked-flattened_line_40-processed-gene-0.158-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.158&CDS=1-474
1480	OG0001480	YGL192W	snap_masked-flattened_line_40-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.149&CDS=1-1308
1481	OG0001481	YGL195W	snap_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.61&CDS=1-7971
1482	OG0001482	YGL196W	snap_masked-flattened_line_0-processed-gene-2.118-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.118&CDS=1-1251
1483	OG0001483	YGL200C	snap_masked-flattened_line_8-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.123&CDS=1-600
1484	OG0001484	YGL201C	augustus_masked-flattened_line_74-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.130&CDS=1-3558
1485	OG0001485	YGL202W	genemark-flattened_line_20-processed-gene-0.176-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.176&CDS=1-4038
1486	OG0001486	YGL205W	snap_masked-flattened_line_18-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.60&CDS=1-1995
1487	OG0001487	YGL206C	augustus_masked-flattened_line_92-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.112&CDS=1-4845
1488	OG0001488	YGL207W	augustus_masked-flattened_line_134-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.65&CDS=1-3078
1489	OG0001489	YGL211W	snap_masked-flattened_line_106-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_106-processed-gene-0.62&CDS=1-1134
1490	OG0001490	YGL213C	augustus_masked-flattened_line_164-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.42&CDS=1-1164
1491	OG0001491	YGL215W	snap_masked-flattened_line_164-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_164-processed-gene-0.8&CDS=1-1161
1492	OG0001492	YGL216W	augustus_masked-flattened_line_164-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.32&CDS=1-2124
1493	OG0001493	YGL220W	maker-flattened_line_140-snap-gene-0.2-mRNA-1_1&gene=maker-flattened_line_140-snap-gene-0.2&CDS=1-267
1494	OG0001494	YGL221C	snap_masked-flattened_line_140-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.85&CDS=1-822
1495	OG0001495	YGL224C	augustus_masked-flattened_line_34-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.223&CDS=1-891
1496	OG0001496	YGL225W	snap_masked-flattened_line_64-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.2&CDS=1-945
1497	OG0001497	YGL227W	maker-flattened_line_0-snap-gene-2.170-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-2.170&CDS=1-2019
1498	OG0001498	YGL231C	snap_masked-flattened_line_50-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.77&CDS=1-384
1499	OG0001499	YGL232W	genemark-flattened_line_50-processed-gene-0.160-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.160&CDS=1-4869
1500	OG0001500	YGL234W	snap_masked-flattened_line_64-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.1&CDS=1-2361
1501	OG0001501	YGL236C	snap_masked-flattened_line_28-processed-gene-0.223-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.223&CDS=1-1950
1502	OG0001502	YGL237C	snap_masked-flattened_line_10-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.108&CDS=1-867
1503	OG0001503	YGL238W	genemark-flattened_line_10-processed-gene-1.205-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.205&CDS=1-4245
1504	OG0001504	YGL241W	augustus_masked-flattened_line_14-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.191&CDS=1-2994
1505	OG0001505	YGL242C	augustus_masked-flattened_line_14-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.170&CDS=1-270
1506	OG0001506	YGL243W	snap_masked-flattened_line_14-processed-gene-1.56-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.56&CDS=1-1143
1507	OG0001507	YGL244W	snap_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.49&CDS=1-1509
1508	OG0001508	YGL245W	augustus_masked-flattened_line_14-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.186&CDS=1-2187
1509	OG0001509	YGL246C	augustus_masked-flattened_line_14-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.164&CDS=1-1119
1510	OG0001510	YGL248W	augustus_masked-flattened_line_14-processed-gene-1.184-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.184&CDS=1-873
1511	OG0001511	YGL251C	maker-flattened_line_14-snap-gene-1.139-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.139&CDS=1-3417
1512	OG0001512	YGL252C	snap_masked-flattened_line_182-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_182-processed-gene-0.40&CDS=1-1707
1513	OG0001513	YGL255W	snap_masked-flattened_line_142-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_142-processed-gene-0.49&CDS=1-1134
1514	OG0001514	YGR001C	maker-flattened_line_74-snap-gene-0.107-mRNA-1_1&gene=maker-flattened_line_74-snap-gene-0.107&CDS=1-762
1515	OG0001515	YGR002C	maker-flattened_line_28-snap-gene-0.229-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.229&CDS=1-1488
1516	OG0001516	YGR003W	snap_masked-flattened_line_28-processed-gene-0.214-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.214&CDS=1-2271
1517	OG0001517	YGR005C	genemark-flattened_line_20-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.134&CDS=1-1485
1518	OG0001518	YGR006W	snap_masked-flattened_line_20-processed-gene-0.259-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.259&CDS=1-528
1519	OG0001519	YGR007W	snap_masked-flattened_line_238-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_238-processed-gene-0.13&CDS=1-969
1520	OG0001520	YGR009C	snap_masked-flattened_line_34-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.51&CDS=1-1743
