	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034627_Pichia_heedii
1463	OG0001463	YGR104C	genemark-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_89_length_33577_cov_12.774_ID_177-processed-gene-0.18&CDS=1-921
1464	OG0001464	YGR105W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.116&CDS=1-216
1465	OG0001465	YGR110W	genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.26&CDS=1-1566
1466	OG0001466	YGR111W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.110-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-2.110&CDS=1-879
1467	OG0001467	YGR112W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-3.11&CDS=1-1098
1468	OG0001468	YGR113W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-5.63&CDS=1-990
1469	OG0001469	YGR116W	maker-NODE_21_length_132620_cov_14.5818_ID_41-snap-gene-0.201-mRNA-1_1&gene=maker-NODE_21_length_132620_cov_14.5818_ID_41-snap-gene-0.201&CDS=1-6120
1470	OG0001470	YGR117C	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.54&CDS=1-1596
1471	OG0001471	YGR119C	snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.114-mRNA-1_1&gene=snap_masked-NODE_49_length_79464_cov_13.3988_ID_97-processed-gene-0.114&CDS=1-1413
1472	OG0001472	YGR123C	snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_22_length_129666_cov_12.7811_ID_43-processed-gene-0.59&CDS=1-1593
1473	OG0001473	YGR125W	augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_45_length_85142_cov_12.544_ID_89-processed-gene-0.41&CDS=1-6084
1474	OG0001474	YGR132C	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.231-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.231&CDS=1-840
1475	OG0001475	YGR133W	snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.17&CDS=1-525
1476	OG0001476	YGR134W	augustus_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.148&CDS=1-3822
1477	OG0001477	YGR135W	snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.232-mRNA-1_1&gene=snap_masked-NODE_16_length_165125_cov_20.5115_ID_31-processed-gene-0.232&CDS=1-753
1478	OG0001478	YGR145W	snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.240-mRNA-1_1&gene=snap_masked-NODE_12_length_182624_cov_13.0032_ID_23-processed-gene-0.240&CDS=1-2055
1479	OG0001479	YGR147C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-0.6&CDS=1-570
1480	OG0001480	YGR149W	snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.7-mRNA-1_1&gene=snap_masked-NODE_5_length_227933_cov_12.9711_ID_9-processed-gene-1.7&CDS=1-1311
1481	OG0001481	YGR150C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-0.116&CDS=1-2403
1482	OG0001482	YGR152C	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.224&CDS=1-777
1483	OG0001483	YGR159C	snap_masked-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_88_length_33683_cov_12.0396_ID_175-processed-gene-0.37&CDS=1-1542
1484	OG0001484	YGR163W	snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_80_length_39569_cov_11.9008_ID_159-processed-gene-0.13&CDS=1-1095
1485	OG0001485	YGR165W	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.133-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.133&CDS=1-1005
1486	OG0001486	YGR167W	snap_masked-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.13-mRNA-1_1&gene=snap_masked-NODE_86_length_37966_cov_11.775_ID_171-processed-gene-0.13&CDS=1-699
1487	OG0001487	YGR170W	maker-NODE_1_length_612800_cov_12.7569_ID_1-augustus-gene-2.161-mRNA-1_1&gene=maker-NODE_1_length_612800_cov_12.7569_ID_1-augustus-gene-2.161&CDS=1-2916
1488	OG0001488	YGR171C	genemark-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.3&CDS=1-1950
1489	OG0001489	YGR172C	genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.97-mRNA-1_1&gene=genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.97&CDS=1-768
1490	OG0001490	YGR173W	genemark-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.50&CDS=1-1110
1491	OG0001491	YGR174C	snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.221-mRNA-1_1&gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.221&CDS=1-375
1492	OG0001492	YGR175C	snap_masked-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_41_length_87757_cov_13.3219_ID_81-processed-gene-0.6&CDS=1-1491
1493	OG0001493	YGR178C	snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_43_length_85832_cov_13.1704_ID_85-processed-gene-0.91&CDS=1-2508
1494	OG0001494	YGR185C	snap_masked-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.134-mRNA-1_1&gene=snap_masked-NODE_33_length_102381_cov_12.4531_ID_65-processed-gene-0.134&CDS=1-1191
1495	OG0001495	YGR187C	maker-NODE_31_length_106313_cov_12.8606_ID_61-snap-gene-0.100-mRNA-1_1&gene=maker-NODE_31_length_106313_cov_12.8606_ID_61-snap-gene-0.100&CDS=1-2847
1496	OG0001496	YGR188C	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.39&CDS=1-2883
1497	OG0001497	YGR193C	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.192-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.192&CDS=1-1233
1498	OG0001498	YGR194C	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.155&CDS=1-1989
1499	OG0001499	YGR195W	genemark-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_48_length_83393_cov_13.2765_ID_95-processed-gene-0.71&CDS=1-717
1500	OG0001500	YGR200C	maker-NODE_3_length_300412_cov_12.5644_ID_5-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_3_length_300412_cov_12.5644_ID_5-augustus-gene-1.54&CDS=1-4740
1501	OG0001501	YGR202C	genemark-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.11&CDS=1-1368
1502	OG0001502	YGR203W	snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.48&CDS=1-480
1503	OG0001503	YGR205W	genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.152-mRNA-1_1&gene=genemark-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.152&CDS=1-876
1504	OG0001504	YGR207C	snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_11_length_184159_cov_12.5398_ID_21-processed-gene-0.72&CDS=1-768
1505	OG0001505	YGR208W	snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_6_length_219614_cov_12.8109_ID_11-processed-gene-0.94&CDS=1-951
1506	OG0001506	YGR210C	genemark-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_17_length_158134_cov_12.4545_ID_33-processed-gene-0.54&CDS=1-1248
1507	OG0001507	YGR211W	snap_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.67&CDS=1-1551
1508	OG0001508	YGR215W	genemark-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.10&CDS=1-357
1509	OG0001509	YGR216C	genemark-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_79_length_40442_cov_14.374_ID_157-processed-gene-0.16&CDS=1-2064
1510	OG0001510	YGR217W	augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.49&CDS=1-6141
1511	OG0001511	YGR218W	augustus_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_26_length_121520_cov_13.2437_ID_51-processed-gene-0.65&CDS=1-4260
1512	OG0001512	YGR220C	augustus_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.95&CDS=1-1638
1513	OG0001513	YGR223C	snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.23&CDS=1-1380
1514	OG0001514	YGR225W	augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.122&CDS=1-4713
1515	OG0001515	YGR227W	augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_27_length_119768_cov_18.951_ID_53-processed-gene-0.121&CDS=1-2205
1516	OG0001516	YGR229C	genemark-NODE_69_length_45549_cov_12.6715_ID_137-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_69_length_45549_cov_12.6715_ID_137-processed-gene-0.46&CDS=1-1194
1517	OG0001517	YGR231C	genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.16&CDS=1-927
1518	OG0001518	YGR232W	genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_59_length_61775_cov_12.569_ID_117-processed-gene-0.0&CDS=1-750
1519	OG0001519	YGR233C	snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_25_length_121520_cov_12.8026_ID_49-processed-gene-0.8&CDS=1-3684
1520	OG0001520	YGR234W	snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_52_length_73849_cov_13.2809_ID_103-processed-gene-0.72&CDS=1-1179
1521	OG0001521	YGR235C	augustus_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.108&CDS=1-717
1522	OG0001522	YGR244C	snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.252-mRNA-1_1&gene=snap_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.252&CDS=1-1242
1523	OG0001523	YGR245C	genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_75_length_41690_cov_14.1787_ID_149-processed-gene-0.42&CDS=1-2304
1524	OG0001524	YGR246C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.44&CDS=1-1728
1525	OG0001525	YGR252W	snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.9&CDS=1-1371
1526	OG0001526	YGR253C	snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_107_length_23723_cov_13.1727_ID_213-processed-gene-0.0&CDS=1-786
1527	OG0001527	YGR257C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.143&CDS=1-1161
1528	OG0001528	YGR258C	snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_31_length_106313_cov_12.8606_ID_61-processed-gene-0.33&CDS=1-1944
1529	OG0001529	YGR260W	snap_masked-NODE_119_length_13882_cov_12.6826_ID_237-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_119_length_13882_cov_12.6826_ID_237-processed-gene-0.20&CDS=1-1548
1530	OG0001530	YGR261C	snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_84_length_38907_cov_13.0924_ID_167-processed-gene-0.38&CDS=1-2814
1531	OG0001531	YGR264C	snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_2_length_325125_cov_15.1005_ID_3-processed-gene-2.203&CDS=1-2304
1532	OG0001532	YGR266W	genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.70-mRNA-1_1&gene=genemark-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.70&CDS=1-2034
1533	OG0001533	YGR267C	augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_13_length_177020_cov_12.8965_ID_25-processed-gene-0.35&CDS=1-876
1534	OG0001534	YGR268C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-2.23&CDS=1-789
1535	OG0001535	YGR270W	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-1.40&CDS=1-4080
1536	OG0001536	YGR271C-A	snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.169-mRNA-1_1&gene=snap_masked-NODE_19_length_138674_cov_12.4074_ID_37-processed-gene-0.169&CDS=1-804
1537	OG0001537	YGR274C	genemark-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_60_length_54447_cov_13.8149_ID_119-processed-gene-0.52&CDS=1-4227
1538	OG0001538	YGR276C	snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.153-mRNA-1_1&gene=snap_masked-NODE_24_length_123027_cov_13.1324_ID_47-processed-gene-0.153&CDS=1-1989
1539	OG0001539	YGR277C	snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.2&CDS=1-942
1540	OG0001540	YGR278W	genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_42_length_87121_cov_12.7949_ID_83-processed-gene-0.122&CDS=1-2274
1541	OG0001541	YGR280C	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.32&CDS=1-813
1542	OG0001542	YGR282C	genemark-NODE_62_length_52835_cov_14.8787_ID_123-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_62_length_52835_cov_14.8787_ID_123-processed-gene-0.44&CDS=1-936
1543	OG0001543	YGR284C	genemark-NODE_62_length_52835_cov_14.8787_ID_123-processed-gene-0.46-mRNA-1_1&gene=genemark-NODE_62_length_52835_cov_14.8787_ID_123-processed-gene-0.46&CDS=1-942
1544	OG0001544	YGR285C	genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_57_length_64917_cov_15.6688_ID_113-processed-gene-0.90&CDS=1-1245
1545	OG0001545	YHL002W	snap_masked-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_114_length_16904_cov_12.3506_ID_227-processed-gene-0.4&CDS=1-1533
1546	OG0001546	YHL004W	genemark-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.62&CDS=1-1212
1547	OG0001547	YHL008C	snap_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_97_length_30320_cov_16.9895_ID_193-processed-gene-0.4&CDS=1-3249
1548	OG0001548	YHL010C	snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.30-mRNA-1_1&gene=snap_masked-NODE_1_length_612800_cov_12.7569_ID_1-processed-gene-0.30&CDS=1-1875
1549	OG0001549	YHL013C	genemark-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.63-mRNA-1_1&gene=genemark-NODE_72_length_42103_cov_11.9416_ID_143-processed-gene-0.63&CDS=1-900
1550	OG0001550	YHL015W	snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_44_length_85390_cov_22.7264_ID_87-processed-gene-0.112&CDS=1-351
1551	OG0001551	YHL016C	snap_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_53_length_71532_cov_21.3714_ID_105-processed-gene-0.28&CDS=1-2157
1552	OG0001552	YHL018W	genemark-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.6&CDS=1-321
1553	OG0001553	YHL020C	snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_8_length_208611_cov_12.842_ID_15-processed-gene-0.100&CDS=1-1650
1554	OG0001554	YHL022C	genemark-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_32_length_102476_cov_16.8784_ID_63-processed-gene-0.114&CDS=1-1008
1555	OG0001555	YHL024W	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.6&CDS=1-2475
1556	OG0001556	YHL027W	snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_28_length_112988_cov_13.2826_ID_55-processed-gene-0.142&CDS=1-1386
1557	OG0001557	YHL029C	maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.162-mRNA-1_1&gene=maker-NODE_14_length_174362_cov_12.8702_ID_27-snap-gene-0.162&CDS=1-2172
1558	OG0001558	YHL030W	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.42&CDS=1-5511
1559	OG0001559	YHL031C	snap_masked-NODE_139_length_6104_cov_13.2645_ID_277-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_139_length_6104_cov_13.2645_ID_277-processed-gene-0.0&CDS=1-651
1560	OG0001560	YHL036W	augustus_masked-NODE_94_length_32069_cov_18.0477_ID_187-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_94_length_32069_cov_18.0477_ID_187-processed-gene-0.50&CDS=1-2841
1561	OG0001561	YHR001W-A	snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_35_length_96442_cov_15.949_ID_69-processed-gene-0.116&CDS=1-231
1562	OG0001562	YHR002W	snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_3_length_300412_cov_12.5644_ID_5-processed-gene-1.35&CDS=1-1101
1563	OG0001563	YHR004C	genemark-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_29_length_112959_cov_20.5112_ID_57-processed-gene-0.72&CDS=1-1794
1564	OG0001564	YHR005C	snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_68_length_46308_cov_13.724_ID_135-processed-gene-0.66&CDS=1-1740
1565	OG0001565	YHR005C-A	augustus_masked-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_73_length_41934_cov_12.0903_ID_145-processed-gene-0.18&CDS=1-1527
1566	OG0001566	YHR007C	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.38&CDS=1-1587
1567	OG0001567	YHR008C	augustus_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_15_length_166936_cov_13.3978_ID_29-processed-gene-0.146&CDS=1-663
1568	OG0001568	YHR009C	snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.258-mRNA-1_1&gene=snap_masked-NODE_9_length_190932_cov_13.1668_ID_17-processed-gene-0.258&CDS=1-1635
1569	OG0001569	YHR011W	snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_14_length_174362_cov_12.8702_ID_27-processed-gene-0.44&CDS=1-1455
1570	OG0001570	YHR012W	augustus_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.19&CDS=1-720
1571	OG0001571	YHR013C	snap_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_98_length_29163_cov_13.2906_ID_195-processed-gene-0.41&CDS=1-513
1572	OG0001572	YHR018C	snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_51_length_77068_cov_14.71_ID_101-processed-gene-0.16&CDS=1-1395
1573	OG0001573	YHR019C	snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.53-mRNA-1_1&gene=snap_masked-NODE_7_length_212466_cov_13.4142_ID_13-processed-gene-1.53&CDS=1-1656
1574	OG0001574	YHR020W	maker-NODE_7_length_212466_cov_13.4142_ID_13-augustus-gene-1.0-mRNA-1_1&gene=maker-NODE_7_length_212466_cov_13.4142_ID_13-augustus-gene-1.0&CDS=1-5094
1575	OG0001575	YHR024C	snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_23_length_123202_cov_12.2863_ID_45-processed-gene-0.148&CDS=1-1611
1576	OG0001576	YHR025W	genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.125&CDS=1-1074
1577	OG0001577	YHR026W	maker-NODE_47_length_83722_cov_15.1668_ID_93-snap-gene-0.47-mRNA-1_1&gene=maker-NODE_47_length_83722_cov_15.1668_ID_93-snap-gene-0.47&CDS=1-582
1578	OG0001578	YHR027C	genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.103-mRNA-1_1&gene=genemark-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.103&CDS=1-2979
1579	OG0001579	YHR030C	snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_47_length_83722_cov_15.1668_ID_93-processed-gene-0.28&CDS=1-1569
1580	OG0001580	YHR034C	genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_38_length_92699_cov_13.1741_ID_75-processed-gene-0.71&CDS=1-984
1581	OG0001581	YHR036W	augustus_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-NODE_37_length_94444_cov_12.3765_ID_73-processed-gene-0.64&CDS=1-987
1582	OG0001582	YHR037W	snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_20_length_137300_cov_13.1447_ID_39-processed-gene-0.54&CDS=1-1764
1583	OG0001583	YHR038W	genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.71&CDS=1-765
1584	OG0001584	YHR039C	snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.200-mRNA-1_1&gene=snap_masked-NODE_4_length_271260_cov_12.649_ID_7-processed-gene-1.200&CDS=1-1917
