	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035695_Hanseniaspora_pseudoguilliermondii
1675	OG0001675	YIR022W	augustus_masked-flattened_line_86-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.53&CDS=1-543
1676	OG0001676	YIR023W	augustus_masked-flattened_line_86-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.51&CDS=1-2775
1677	OG0001677	YIR026C	augustus_masked-flattened_line_86-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.31&CDS=1-1074
1678	OG0001678	YIR027C	augustus_masked-flattened_line_0-processed-gene-5.200-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.200&CDS=1-1506
1679	OG0001679	YIR029W	augustus_masked-flattened_line_16-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.63&CDS=1-1041
1680	OG0001680	YIR032C	augustus_masked-flattened_line_18-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.95&CDS=1-555
1681	OG0001681	YIR034C	augustus_masked-flattened_line_86-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.30&CDS=1-1119
1682	OG0001682	YJL001W	augustus_masked-flattened_line_112-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.20&CDS=1-651
1683	OG0001683	YJL002C	augustus_masked-flattened_line_112-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.14&CDS=1-1461
1684	OG0001684	YJL003W	augustus_masked-flattened_line_152-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.0&CDS=1-369
1685	OG0001685	YJL004C	augustus_masked-flattened_line_54-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.43&CDS=1-564
1686	OG0001686	YJL005W	augustus_masked-flattened_line_54-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.17&CDS=1-5595
1687	OG0001687	YJL008C	augustus_masked-flattened_line_54-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.0&CDS=1-1722
1688	OG0001688	YJL010C	augustus_masked-flattened_line_10-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.150&CDS=1-2061
1689	OG0001689	YJL012C	snap_masked-flattened_line_50-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.163&CDS=1-4383
1690	OG0001690	YJL014W	augustus_masked-flattened_line_50-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.84&CDS=1-1587
1691	OG0001691	YJL024C	genemark-flattened_line_16-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.37&CDS=1-540
1692	OG0001692	YJL025W	augustus_masked-flattened_line_16-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.81&CDS=1-1776
1693	OG0001693	YJL026W	snap_masked-flattened_line_52-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.20&CDS=1-1092
1694	OG0001694	YJL029C	augustus_masked-flattened_line_134-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.17&CDS=1-2493
1695	OG0001695	YJL031C	augustus_masked-flattened_line_134-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.18&CDS=1-996
1696	OG0001696	YJL033W	augustus_masked-flattened_line_54-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.23&CDS=1-2337
1697	OG0001697	YJL035C	snap_masked-flattened_line_130-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_130-processed-gene-0.3&CDS=1-687
1698	OG0001698	YJL036W	augustus_masked-flattened_line_130-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.16&CDS=1-1326
1699	OG0001699	YJL039C	augustus_masked-flattened_line_10-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.20&CDS=1-5460
1700	OG0001700	YJL041W	augustus_masked-flattened_line_10-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.39&CDS=1-1719
1701	OG0001701	YJL046W	augustus_masked-flattened_line_64-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.39&CDS=1-1407
1702	OG0001702	YJL050W	augustus_masked-flattened_line_2-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.78&CDS=1-3162
1703	OG0001703	YJL053W	augustus_masked-flattened_line_78-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.89&CDS=1-897
1704	OG0001704	YJL054W	augustus_masked-flattened_line_78-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.90&CDS=1-1308
1705	OG0001705	YJL056C	augustus_masked-flattened_line_78-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.80&CDS=1-1425
1706	OG0001706	YJL059W	augustus_masked-flattened_line_78-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.97&CDS=1-1149
1707	OG0001707	YJL060W	augustus_masked-flattened_line_78-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.78&CDS=1-2772
1708	OG0001708	YJL062W	augustus_masked-flattened_line_78-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.76&CDS=1-2850
1709	OG0001709	YJL062W-A	augustus_masked-flattened_line_78-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.73&CDS=1-297
1710	OG0001710	YJL068C	augustus_masked-flattened_line_10-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.41&CDS=1-957
1711	OG0001711	YJL069C	augustus_masked-flattened_line_10-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.11&CDS=1-1926
1712	OG0001712	YJL071W	snap_masked-flattened_line_78-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.60&CDS=1-1554
1713	OG0001713	YJL072C	augustus_masked-flattened_line_60-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.73&CDS=1-915
1714	OG0001714	YJL073W	augustus_masked-flattened_line_78-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.98&CDS=1-1770
1715	OG0001715	YJL074C	augustus_masked-flattened_line_60-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.53&CDS=1-3591
1716	OG0001716	YJL079C	augustus_masked-flattened_line_62-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.99&CDS=1-897
1717	OG0001717	YJL080C	augustus_masked-flattened_line_136-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_136-processed-gene-0.9&CDS=1-3882
1718	OG0001718	YJL081C	augustus_masked-flattened_line_62-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.103&CDS=1-1572
1719	OG0001719	YJL085W	augustus_masked-flattened_line_34-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.174&CDS=1-1935
1720	OG0001720	YJL087C	snap_masked-flattened_line_32-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.94&CDS=1-2331
1721	OG0001721	YJL088W	augustus_masked-flattened_line_104-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.21&CDS=1-969
1722	OG0001722	YJL090C	augustus_masked-flattened_line_10-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.13&CDS=1-2526
1723	OG0001723	YJL091C	augustus_masked-flattened_line_34-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.172&CDS=1-1323
1724	OG0001724	YJL092W	augustus_masked-flattened_line_34-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.149&CDS=1-3117
1725	OG0001725	YJL093C	maker-flattened_line_104-snap-gene-0.53-mRNA-1_1&gene=maker-flattened_line_104-snap-gene-0.53&CDS=1-2007
1726	OG0001726	YJL095W	augustus_masked-flattened_line_104-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.32&CDS=1-4719
1727	OG0001727	YJL096W	snap_masked-flattened_line_104-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_104-processed-gene-0.50&CDS=1-594
1728	OG0001728	YJL097W	augustus_masked-flattened_line_104-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.34&CDS=1-633
1729	OG0001729	YJL100W	augustus_masked-flattened_line_126-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.7&CDS=1-2325
1730	OG0001730	YJL101C	augustus_masked-flattened_line_126-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.2&CDS=1-2097
1731	OG0001731	YJL102W	augustus_masked-flattened_line_126-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.8&CDS=1-2823
1732	OG0001732	YJL104W	augustus_masked-flattened_line_60-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.69&CDS=1-444
1733	OG0001733	YJL106W	augustus_masked-flattened_line_60-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.47&CDS=1-1938
1734	OG0001734	YJL108C	augustus_masked-flattened_line_60-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.45&CDS=1-2361
1735	OG0001735	YJL109C	augustus_masked-flattened_line_60-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.46&CDS=1-5472
1736	OG0001736	YJL111W	augustus_masked-flattened_line_126-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.10&CDS=1-1662
1737	OG0001737	YJL115W	augustus_masked-flattened_line_30-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.155&CDS=1-696
1738	OG0001738	YJL117W	augustus_masked-flattened_line_30-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.152&CDS=1-1011
1739	OG0001739	YJL121C	augustus_masked-flattened_line_8-processed-gene-2.198-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.198&CDS=1-690
1740	OG0001740	YJL122W	augustus_masked-flattened_line_8-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.165&CDS=1-528
1741	OG0001741	YJL123C	augustus_masked-flattened_line_8-processed-gene-2.197-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.197&CDS=1-1152
1742	OG0001742	YJL124C	augustus_masked-flattened_line_8-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.203&CDS=1-555
1743	OG0001743	YJL125C	augustus_masked-flattened_line_8-processed-gene-2.202-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.202&CDS=1-1290
1744	OG0001744	YJL126W	augustus_masked-flattened_line_2-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.80&CDS=1-822
1745	OG0001745	YJL127C	augustus_masked-flattened_line_8-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.167&CDS=1-2811
1746	OG0001746	YJL128C	augustus_masked-flattened_line_2-processed-gene-5.148-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.148&CDS=1-2568
1747	OG0001747	YJL130C	augustus_masked-flattened_line_2-processed-gene-5.146-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.146&CDS=1-6714
1748	OG0001748	YJL140W	augustus_masked-flattened_line_2-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.30&CDS=1-888
1749	OG0001749	YJL141C	augustus_masked-flattened_line_2-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.43&CDS=1-2355
1750	OG0001750	YJL143W	augustus_masked-flattened_line_2-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.29&CDS=1-459
1751	OG0001751	YJL148W	augustus_masked-flattened_line_2-processed-gene-4.26-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.26&CDS=1-621
1752	OG0001752	YJL149W	augustus_masked-flattened_line_98-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.41&CDS=1-2907
1753	OG0001753	YJL154C	augustus_masked-flattened_line_98-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.36&CDS=1-2610
1754	OG0001754	YJL155C	augustus_masked-flattened_line_98-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.37&CDS=1-1377
1755	OG0001755	YJL156C	augustus_masked-flattened_line_98-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.38&CDS=1-2094
1756	OG0001756	YJL157C	augustus_masked-flattened_line_98-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.39&CDS=1-3042
1757	OG0001757	YJL167W	maker-flattened_line_6-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-1.0&CDS=1-1287
1758	OG0001758	YJL171C	augustus_masked-flattened_line_6-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.93&CDS=1-1302
1759	OG0001759	YJL176C	augustus_masked-flattened_line_6-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.89&CDS=1-2025
1760	OG0001760	YJL177W	maker-flattened_line_6-augustus-gene-0.47-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-0.47&CDS=1-552
1761	OG0001761	YJL180C	augustus_masked-flattened_line_6-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.86&CDS=1-981
1762	OG0001762	YJL183W	augustus_masked-flattened_line_6-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.69&CDS=1-1416
1763	OG0001763	YJL187C	genemark-flattened_line_6-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.97&CDS=1-3285
1764	OG0001764	YJL189W	snap_masked-flattened_line_6-processed-gene-1.30-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.30&CDS=1-180
1765	OG0001765	YJL190C	augustus_masked-flattened_line_6-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.58&CDS=1-390
1766	OG0001766	YJL192C	genemark-flattened_line_6-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.99&CDS=1-726
1767	OG0001767	YJL193W	augustus_masked-flattened_line_6-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.76&CDS=1-3612
1768	OG0001768	YJL197W	augustus_masked-flattened_line_6-processed-gene-1.78-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.78&CDS=1-3300
1769	OG0001769	YJL200C	augustus_masked-flattened_line_6-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.67&CDS=1-2361
1770	OG0001770	YJL201W	augustus_masked-flattened_line_6-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.66&CDS=1-2310
1771	OG0001771	YJL204C	snap_masked-flattened_line_6-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.38&CDS=1-2616
1772	OG0001772	YJL207C	augustus_masked-flattened_line_6-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.68&CDS=1-5748
1773	OG0001773	YJL208C	augustus_masked-flattened_line_6-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.69&CDS=1-1002
1774	OG0001774	YJR001W	augustus_masked-flattened_line_112-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.19&CDS=1-3780
1775	OG0001775	YJR006W	augustus_masked-flattened_line_50-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.107&CDS=1-1392
1776	OG0001776	YJR007W	genemark-flattened_line_10-processed-gene-2.6-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.6&CDS=1-954
1777	OG0001777	YJR008W	snap_masked-flattened_line_10-processed-gene-2.81-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.81&CDS=1-1041
1778	OG0001778	YJR010W	augustus_masked-flattened_line_54-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.36&CDS=1-1527
1779	OG0001779	YJR013W	augustus_masked-flattened_line_54-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.35&CDS=1-1248
1780	OG0001780	YJR014W	augustus_masked-flattened_line_54-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.42&CDS=1-609
1781	OG0001781	YJR016C	augustus_masked-flattened_line_152-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.2&CDS=1-1791
1782	OG0001782	YJR017C	augustus_masked-flattened_line_54-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.29&CDS=1-1965
1783	OG0001783	YJR032W	augustus_masked-flattened_line_36-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.73&CDS=1-1167
1784	OG0001784	YJR033C	snap_masked-flattened_line_36-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.43&CDS=1-2787
1785	OG0001785	YJR034W	augustus_masked-flattened_line_62-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.131&CDS=1-318
1786	OG0001786	YJR035W	augustus_masked-flattened_line_62-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.130&CDS=1-5046
1787	OG0001787	YJR036C	augustus_masked-flattened_line_62-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.108&CDS=1-2100
1788	OG0001788	YJR040W	augustus_masked-flattened_line_64-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.38&CDS=1-2622
1789	OG0001789	YJR041C	genemark-flattened_line_64-processed-gene-0.106-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.106&CDS=1-3375
1790	OG0001790	YJR044C	snap_masked-flattened_line_64-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.48&CDS=1-462
1791	OG0001791	YJR045C	augustus_masked-flattened_line_60-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.54&CDS=1-1896
1792	OG0001792	YJR052W	augustus_masked-flattened_line_0-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.127&CDS=1-1644
1793	OG0001793	YJR055W	snap_masked-flattened_line_0-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.79&CDS=1-468
1794	OG0001794	YJR057W	augustus_masked-flattened_line_0-processed-gene-3.90-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.90&CDS=1-633
1795	OG0001795	YJR060W	snap_masked-flattened_line_0-processed-gene-3.24-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.24&CDS=1-663
1796	OG0001796	YJR062C	augustus_masked-flattened_line_40-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.76&CDS=1-1020
1797	OG0001797	YJR064W	augustus_masked-flattened_line_62-processed-gene-0.94-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.94&CDS=1-1665
1798	OG0001798	YJR065C	augustus_masked-flattened_line_62-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.114&CDS=1-1377
1799	OG0001799	YJR068W	augustus_masked-flattened_line_62-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.96&CDS=1-1101
1800	OG0001800	YJR069C	augustus_masked-flattened_line_62-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.118&CDS=1-582
1801	OG0001801	YJR070C	augustus_masked-flattened_line_62-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.119&CDS=1-975
1802	OG0001802	YJR072C	augustus_masked-flattened_line_62-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.120&CDS=1-1161
1803	OG0001803	YJR073C	augustus_masked-flattened_line_62-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.122&CDS=1-696
1804	OG0001804	YJR074W	augustus_masked-flattened_line_20-processed-gene-1.185-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.185&CDS=1-501
1805	OG0001805	YJR075W	augustus_masked-flattened_line_20-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.186&CDS=1-1173
1806	OG0001806	YJR076C	augustus_masked-flattened_line_0-processed-gene-1.123-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.123&CDS=1-1233
1807	OG0001807	YJR077C	augustus_masked-flattened_line_100-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_100-processed-gene-0.32&CDS=1-930
1808	OG0001808	YJR085C	augustus_masked-flattened_line_104-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_104-processed-gene-0.20&CDS=1-330
1809	OG0001809	YJR086W	genemark-flattened_line_10-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.28&CDS=1-336
1810	OG0001810	YJR088C	augustus_masked-flattened_line_10-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.45&CDS=1-837
1811	OG0001811	YJR090C	augustus_masked-flattened_line_158-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_158-processed-gene-0.1&CDS=1-3177
1812	OG0001812	YJR092W	augustus_masked-flattened_line_84-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.21&CDS=1-3048
1813	OG0001813	YJR093C	augustus_masked-flattened_line_84-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.11&CDS=1-1023
1814	OG0001814	YJR096W	augustus_masked-flattened_line_10-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.43&CDS=1-876
1815	OG0001815	YJR097W	augustus_masked-flattened_line_6-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.93&CDS=1-435
1816	OG0001816	YJR098C	augustus_masked-flattened_line_12-processed-gene-2.99-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.99&CDS=1-1740
1817	OG0001817	YJR100C	augustus_masked-flattened_line_30-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.189&CDS=1-966
1818	OG0001818	YJR101W	augustus_masked-flattened_line_12-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.123&CDS=1-807
1819	OG0001819	YJR103W	augustus_masked-flattened_line_12-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.122&CDS=1-1737
1820	OG0001820	YJR104C	augustus_masked-flattened_line_12-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.99&CDS=1-468
1821	OG0001821	YJR105W	augustus_masked-flattened_line_140-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.9&CDS=1-1005
1822	OG0001822	YJR106W	augustus_masked-flattened_line_144-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.14&CDS=1-2355
1823	OG0001823	YJR107W	augustus_masked-flattened_line_144-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.13&CDS=1-984
1824	OG0001824	YJR109C	augustus_masked-flattened_line_40-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.77&CDS=1-3312
1825	OG0001825	YJR110W	augustus_masked-flattened_line_84-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.12&CDS=1-1911
1826	OG0001826	YJR116W	genemark-flattened_line_140-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.3&CDS=1-894
1827	OG0001827	YJR118C	augustus_masked-flattened_line_108-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.42&CDS=1-504
1828	OG0001828	YJR119C	augustus_masked-flattened_line_108-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.41&CDS=1-2403
1829	OG0001829	YJR121W	genemark-flattened_line_108-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.8&CDS=1-1491
1830	OG0001830	YJR122W	genemark-flattened_line_108-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_108-processed-gene-0.9&CDS=1-1512
1831	OG0001831	YJR123W	augustus_masked-flattened_line_108-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.45&CDS=1-648
1832	OG0001832	YJR124C	genemark-flattened_line_92-processed-gene-0.73-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.73&CDS=1-1512
1833	OG0001833	YJR125C	augustus_masked-flattened_line_68-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.83&CDS=1-1038
1834	OG0001834	YJR126C	augustus_masked-flattened_line_14-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.19&CDS=1-2844
1835	OG0001835	YJR129C	augustus_masked-flattened_line_16-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.45&CDS=1-1047
1836	OG0001836	YJR137C	augustus_masked-flattened_line_16-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.33&CDS=1-3849
1837	OG0001837	YJR138W	augustus_masked-flattened_line_16-processed-gene-1.9-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.9&CDS=1-5091
1838	OG0001838	YJR139C	augustus_masked-flattened_line_16-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.34&CDS=1-1083
