	OrthologID	Babjeviella_inositovora	Saccharomyces_cerevisiae
2087	OG0002087	snap_masked-scaffold_2-processed-gene-10.85-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.85&CDS=1-2568	YBL023C
2088	OG0002088	snap_masked-scaffold_2-processed-gene-10.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.86&CDS=1-7086	YKL203C
2089	OG0002089	maker-scaffold_2-snap-gene-10.7-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.7&CDS=1-2586	YHR100C
2090	OG0002090	genemark-scaffold_2-processed-gene-10.29-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.29&CDS=1-1914	YDR266C
2091	OG0002091	genemark-scaffold_2-processed-gene-10.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.30&CDS=1-780	YDR412W
2092	OG0002092	genemark-scaffold_2-processed-gene-10.49-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.49&CDS=1-1200	YDR414C
2093	OG0002093	maker-scaffold_2-snap-gene-10.8-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.8&CDS=1-3180	YHR079C
2094	OG0002094	snap_masked-scaffold_2-processed-gene-10.91-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.91&CDS=1-294	YHR079C-A
2095	OG0002095	genemark-scaffold_2-processed-gene-10.51-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.51&CDS=1-963	YDR265W
2096	OG0002096	genemark-scaffold_2-processed-gene-10.52-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-10.52&CDS=1-990	YHR083W
2097	OG0002097	genemark-scaffold_2-processed-gene-11.2-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.2&CDS=1-495	YDR328C
2098	OG0002098	genemark-scaffold_2-processed-gene-11.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.3&CDS=1-1218	YDR329C
2099	OG0002099	genemark-scaffold_2-processed-gene-11.4-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.4&CDS=1-546	YHR081W
2100	OG0002100	genemark-scaffold_2-processed-gene-11.1-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.1&CDS=1-1389	YDR330W
2101	OG0002101	genemark-scaffold_2-processed-gene-11.5-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.5&CDS=1-1305	YDR449C
2102	OG0002102	genemark-scaffold_2-processed-gene-11.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.6&CDS=1-1335	YDR448W
2103	OG0002103	genemark-scaffold_2-processed-gene-11.27-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.27&CDS=1-381	YPR063C
2104	OG0002104	genemark-scaffold_2-processed-gene-11.11-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.11&CDS=1-633	YDR486C
2105	OG0002105	genemark-scaffold_2-processed-gene-11.28-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.28&CDS=1-945	YOL096C
2106	OG0002106	genemark-scaffold_2-processed-gene-11.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.34&CDS=1-1302	YMR062C
2107	OG0002107	genemark-scaffold_2-processed-gene-11.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.16&CDS=1-2082	YMR075W
2108	OG0002108	genemark-scaffold_2-processed-gene-11.35-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.35&CDS=1-3642	YMR076C
2109	OG0002109	genemark-scaffold_2-processed-gene-11.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.17&CDS=1-1347	YHL008C
2110	OG0002110	genemark-scaffold_2-processed-gene-11.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.19&CDS=1-2280	YDR485C
2111	OG0002111	genemark-scaffold_2-processed-gene-11.36-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.36&CDS=1-447	YNL281W
2112	OG0002112	genemark-scaffold_2-processed-gene-11.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.21&CDS=1-1656	YMR011W
2113	OG0002113	genemark-scaffold_2-processed-gene-11.37-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.37&CDS=1-1959	YMR224C
2114	OG0002114	snap_masked-scaffold_2-processed-gene-11.117-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.117&CDS=1-4860	YDR283C
2115	OG0002115	snap_masked-scaffold_2-processed-gene-11.118-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.118&CDS=1-2790	YJL020C
2116	OG0002116	snap_masked-scaffold_2-processed-gene-11.119-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-11.119&CDS=1-996	YJR008W
2117	OG0002117	genemark-scaffold_2-processed-gene-11.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.23&CDS=1-3786	YDR407C
2118	OG0002118	genemark-scaffold_2-processed-gene-11.24-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.24&CDS=1-1098	YOR136W
2119	OG0002119	genemark-scaffold_2-processed-gene-11.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.25&CDS=1-810	YOR157C
2120	OG0002120	genemark-scaffold_2-processed-gene-11.38-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-11.38&CDS=1-675	YDR408C
2121	OG0002121	genemark-scaffold_2-processed-gene-12.100-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.100&CDS=1-459	YDR512C
2122	OG0002122	genemark-scaffold_2-processed-gene-12.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.103&CDS=1-1137	YDL168W
2123	OG0002123	genemark-scaffold_2-processed-gene-12.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.104&CDS=1-1302	YPR066W
2124	OG0002124	genemark-scaffold_2-processed-gene-12.105-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.105&CDS=1-1302	YML032C
2125	OG0002125	genemark-scaffold_2-processed-gene-12.101-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.101&CDS=1-1923	YML031W
2126	OG0002126	genemark-scaffold_2-processed-gene-12.121-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.121&CDS=1-3069	YBR276C
2127	OG0002127	genemark-scaffold_2-processed-gene-12.107-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.107&CDS=1-2973	YKL205W
2128	OG0002128	genemark-scaffold_2-processed-gene-12.123-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.123&CDS=1-1041	YJR068W
2129	OG0002129	genemark-scaffold_2-processed-gene-12.124-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.124&CDS=1-1029	YOR043W
2130	OG0002130	genemark-scaffold_2-processed-gene-12.125-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.125&CDS=1-267	YJL062W-A
2131	OG0002131	genemark-scaffold_2-processed-gene-12.110-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.110&CDS=1-1575	YJL069C
2132	OG0002132	genemark-scaffold_2-processed-gene-12.111-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.111&CDS=1-1770	YOR353C
2133	OG0002133	genemark-scaffold_2-processed-gene-12.112-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.112&CDS=1-735	YPR061C
2134	OG0002134	genemark-scaffold_2-processed-gene-12.128-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.128&CDS=1-1767	YDR456W
2135	OG0002135	genemark-scaffold_2-processed-gene-12.113-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.113&CDS=1-597	YDR454C
2136	OG0002136	maker-scaffold_2-snap-gene-12.91-mRNA-1_1&gene=maker-scaffold_2-snap-gene-12.91&CDS=1-1878	YKL059C
2137	OG0002137	genemark-scaffold_2-processed-gene-12.134-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.134&CDS=1-378	YOR122C
2138	OG0002138	genemark-scaffold_2-processed-gene-12.135-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.135&CDS=1-1347	YDR375C
2139	OG0002139	genemark-scaffold_2-processed-gene-12.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.115&CDS=1-3669	YOR124C
2140	OG0002140	genemark-scaffold_2-processed-gene-12.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.116&CDS=1-972	YDR372C
2141	OG0002141	genemark-scaffold_2-processed-gene-12.136-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.136&CDS=1-1143	YDR371W
2142	OG0002142	genemark-scaffold_2-processed-gene-12.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.117&CDS=1-1194	YOR123C
2143	OG0002143	augustus_masked-scaffold_2-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.37&CDS=1-1062	YOR126C
2144	OG0002144	genemark-scaffold_2-processed-gene-12.139-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.139&CDS=1-1083	YKL060C
2145	OG0002145	genemark-scaffold_2-processed-gene-12.119-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.119&CDS=1-2016	YKL054C
2146	OG0002146	genemark-scaffold_2-processed-gene-12.141-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.141&CDS=1-1101	YPR054W
2147	OG0002147	genemark-scaffold_2-processed-gene-12.142-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-12.142&CDS=1-1020	YBR105C
2148	OG0002148	snap_masked-scaffold_2-processed-gene-12.86-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-12.86&CDS=1-11490	YHR099W
2149	OG0002149	genemark-scaffold_2-processed-gene-13.0-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.0&CDS=1-993	YPR056W
2150	OG0002150	genemark-scaffold_2-processed-gene-13.1-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.1&CDS=1-1479	YBR103W
2151	OG0002151	genemark-scaffold_2-processed-gene-13.2-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.2&CDS=1-1812	YBR102C
2152	OG0002152	maker-scaffold_2-augustus-gene-13.36-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-13.36&CDS=1-1974	YBR098W
2153	OG0002153	genemark-scaffold_2-processed-gene-13.5-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.5&CDS=1-867	YBR101C
2154	OG0002154	genemark-scaffold_2-processed-gene-13.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.20&CDS=1-480	YEL027W
2155	OG0002155	genemark-scaffold_2-processed-gene-13.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.6&CDS=1-378	YEL026W
2156	OG0002156	genemark-scaffold_2-processed-gene-13.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.21&CDS=1-3543	YJR041C
2157	OG0002157	genemark-scaffold_2-processed-gene-13.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.22&CDS=1-1041	YMR262W
2158	OG0002158	genemark-scaffold_2-processed-gene-13.9-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.9&CDS=1-450	YMR260C
2159	OG0002159	genemark-scaffold_2-processed-gene-13.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.25&CDS=1-1623	YMR258C
2160	OG0002160	genemark-scaffold_2-processed-gene-13.13-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.13&CDS=1-4443	YMR259C
2161	OG0002161	genemark-scaffold_2-processed-gene-13.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.26&CDS=1-1872	YIL046W
2162	OG0002162	snap_masked-scaffold_2-processed-gene-13.58-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.58&CDS=1-12420	YKR054C
2163	OG0002163	snap_masked-scaffold_2-processed-gene-13.60-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.60&CDS=1-1161	YOL054W
2164	OG0002164	snap_masked-scaffold_2-processed-gene-13.61-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.61&CDS=1-186	YMR256C
2165	OG0002165	genemark-scaffold_2-processed-gene-13.17-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.17&CDS=1-1260	YNL040W
2166	OG0002166	genemark-scaffold_2-processed-gene-13.30-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.30&CDS=1-1032	YBR159W
2167	OG0002167	genemark-scaffold_2-processed-gene-13.32-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.32&CDS=1-1266	YBR158W
2168	OG0002168	snap_masked-scaffold_2-processed-gene-13.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-13.65&CDS=1-3864	YJL197W
2169	OG0002169	augustus_masked-scaffold_2-processed-gene-13.114-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.114&CDS=1-2262	YCR036W
2170	OG0002170	genemark-scaffold_2-processed-gene-13.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-13.19&CDS=1-1056	YCR035C
2171	OG0002171	genemark-scaffold_2-processed-gene-14.85-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.85&CDS=1-981	YCR034W
2172	OG0002172	genemark-scaffold_2-processed-gene-14.86-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.86&CDS=1-4179	YCR033W
2173	OG0002173	genemark-scaffold_2-processed-gene-14.84-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.84&CDS=1-1617	YBL020W
2174	OG0002174	genemark-scaffold_2-processed-gene-14.107-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.107&CDS=1-6135	YCR032W
2175	OG0002175	genemark-scaffold_2-processed-gene-14.89-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.89&CDS=1-600	YBL021C
2176	OG0002176	genemark-scaffold_2-processed-gene-14.90-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.90&CDS=1-3462	YBL022C
2177	OG0002177	genemark-scaffold_2-processed-gene-14.91-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.91&CDS=1-645	YEL024W
2178	OG0002178	maker-scaffold_2-snap-gene-14.124-mRNA-1_1&gene=maker-scaffold_2-snap-gene-14.124&CDS=1-1887	YEL023C
2179	OG0002179	genemark-scaffold_2-processed-gene-14.92-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.92&CDS=1-1098	YBR155W
2180	OG0002180	genemark-scaffold_2-processed-gene-14.93-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.93&CDS=1-1185	YOR303W
2181	OG0002181	snap_masked-scaffold_2-processed-gene-14.65-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-14.65&CDS=1-2541	YJR040W
2182	OG0002182	genemark-scaffold_2-processed-gene-14.94-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.94&CDS=1-483	YBL025W
2183	OG0002183	genemark-scaffold_2-processed-gene-14.112-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.112&CDS=1-2214	YBL024W
2184	OG0002184	genemark-scaffold_2-processed-gene-14.113-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.113&CDS=1-2508	YJR036C
2185	OG0002185	genemark-scaffold_2-processed-gene-14.96-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.96&CDS=1-1071	YGR031W
2186	OG0002186	genemark-scaffold_2-processed-gene-14.97-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.97&CDS=1-1425	YFR006W
2187	OG0002187	genemark-scaffold_2-processed-gene-14.98-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.98&CDS=1-525	YKL016C
2188	OG0002188	genemark-scaffold_2-processed-gene-14.115-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.115&CDS=1-4956	YKL014C
2189	OG0002189	genemark-scaffold_2-processed-gene-14.99-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.99&CDS=1-2160	YKL017C
2190	OG0002190	genemark-scaffold_2-processed-gene-14.101-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.101&CDS=1-1401	YKL143W
2191	OG0002191	genemark-scaffold_2-processed-gene-14.116-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.116&CDS=1-1377	YDR072C
2192	OG0002192	genemark-scaffold_2-processed-gene-14.117-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.117&CDS=1-708	YDR071C
2193	OG0002193	genemark-scaffold_2-processed-gene-14.103-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.103&CDS=1-1209	YER143W
2194	OG0002194	genemark-scaffold_2-processed-gene-14.120-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.120&CDS=1-1077	YDR068W
2195	OG0002195	genemark-scaffold_2-processed-gene-14.104-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.104&CDS=1-585	YDR067C
2196	OG0002196	genemark-scaffold_2-processed-gene-14.122-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-14.122&CDS=1-531	YNL044W
2197	OG0002197	genemark-scaffold_2-processed-gene-15.3-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.3&CDS=1-2235	YDR006C
2198	OG0002198	genemark-scaffold_2-processed-gene-15.19-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.19&CDS=1-1617	YDR497C
2199	OG0002199	genemark-scaffold_2-processed-gene-15.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.20&CDS=1-1920	YBR007C
2200	OG0002200	genemark-scaffold_2-processed-gene-15.21-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.21&CDS=1-1311	YDL001W
2201	OG0002201	genemark-scaffold_2-processed-gene-15.6-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.6&CDS=1-7803	YBL004W
2202	OG0002202	genemark-scaffold_2-processed-gene-15.7-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.7&CDS=1-1941	YNL045W
2203	OG0002203	genemark-scaffold_2-processed-gene-15.22-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.22&CDS=1-2286	YGL120C
2204	OG0002204	genemark-scaffold_2-processed-gene-15.23-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.23&CDS=1-1683	YGL119W
2205	OG0002205	genemark-scaffold_2-processed-gene-15.25-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.25&CDS=1-477	YER134C
2206	OG0002206	genemark-scaffold_2-processed-gene-15.26-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.26&CDS=1-3045	YOL087C
2207	OG0002207	genemark-scaffold_2-processed-gene-15.12-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.12&CDS=1-327	YBL001C
2208	OG0002208	genemark-scaffold_2-processed-gene-15.16-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.16&CDS=1-1080	YCR095C
2209	OG0002209	genemark-scaffold_2-processed-gene-15.33-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.33&CDS=1-942	YLR340W
2210	OG0002210	genemark-scaffold_2-processed-gene-15.34-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.34&CDS=1-2556	YGR099W
2211	OG0002211	genemark-scaffold_2-processed-gene-15.36-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.36&CDS=1-726	YNR049C
2212	OG0002212	genemark-scaffold_2-processed-gene-15.37-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-15.37&CDS=1-930	YFR004W
2213	OG0002213	genemark-scaffold_2-processed-gene-16.177-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.177&CDS=1-1041	YKL018W
2214	OG0002214	genemark-scaffold_2-processed-gene-16.178-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.178&CDS=1-492	YPL059W
2215	OG0002215	genemark-scaffold_2-processed-gene-16.180-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.180&CDS=1-1047	YBR146W
2216	OG0002216	genemark-scaffold_2-processed-gene-16.217-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.217&CDS=1-726	YBR153W
2217	OG0002217	genemark-scaffold_2-processed-gene-16.182-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.182&CDS=1-873	YOL077C
2218	OG0002218	genemark-scaffold_2-processed-gene-16.183-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.183&CDS=1-642	YBR154C
2219	OG0002219	genemark-scaffold_2-processed-gene-16.219-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.219&CDS=1-1047	YBR151W
2220	OG0002220	genemark-scaffold_2-processed-gene-16.223-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.223&CDS=1-4920	YFL033C
2221	OG0002221	genemark-scaffold_2-processed-gene-16.224-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.224&CDS=1-1032	YLR059C
2222	OG0002222	genemark-scaffold_2-processed-gene-16.184-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.184&CDS=1-507	YLR050C
2223	OG0002223	genemark-scaffold_2-processed-gene-16.225-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.225&CDS=1-249	YGR037C
2224	OG0002224	genemark-scaffold_2-processed-gene-16.185-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.185&CDS=1-1449	YFR005C
2225	OG0002225	augustus_masked-scaffold_2-processed-gene-16.96-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.96&CDS=1-1680	YFL027C
2226	OG0002226	genemark-scaffold_2-processed-gene-16.188-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.188&CDS=1-1629	YDR232W
2227	OG0002227	maker-scaffold_2-snap-gene-16.267-mRNA-1_1&gene=maker-scaffold_2-snap-gene-16.267&CDS=1-1518	YOR100C
2228	OG0002228	genemark-scaffold_2-processed-gene-16.191-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.191&CDS=1-429	YDR231C
2229	OG0002229	genemark-scaffold_2-processed-gene-16.227-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.227&CDS=1-582	YNL099C
2230	OG0002230	genemark-scaffold_2-processed-gene-16.192-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.192&CDS=1-447	YOR103C
2231	OG0002231	genemark-scaffold_2-processed-gene-16.229-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.229&CDS=1-756	YOR101W
2232	OG0002232	genemark-scaffold_2-processed-gene-16.230-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.230&CDS=1-1413	YLR005W
2233	OG0002233	genemark-scaffold_2-processed-gene-16.231-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.231&CDS=1-3720	YFL034W
2234	OG0002234	genemark-scaffold_2-processed-gene-16.232-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.232&CDS=1-1773	YLR060W
2235	OG0002235	genemark-scaffold_2-processed-gene-16.193-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.193&CDS=1-609	YFL005W
2236	OG0002236	genemark-scaffold_2-processed-gene-16.194-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.194&CDS=1-1401	YNL137C
2237	OG0002237	genemark-scaffold_2-processed-gene-16.234-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.234&CDS=1-1164	YGL246C
2238	OG0002238	genemark-scaffold_2-processed-gene-16.235-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.235&CDS=1-1536	YGL244W
2239	OG0002239	genemark-scaffold_2-processed-gene-16.196-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.196&CDS=1-780	YOL038W
2240	OG0002240	genemark-scaffold_2-processed-gene-16.197-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.197&CDS=1-2169	YGL245W
2241	OG0002241	genemark-scaffold_2-processed-gene-16.198-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.198&CDS=1-1719	YER140W
2242	OG0002242	genemark-scaffold_2-processed-gene-16.200-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.200&CDS=1-2583	YER069W
2243	OG0002243	genemark-scaffold_2-processed-gene-16.201-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.201&CDS=1-468	YIL065C
2244	OG0002244	genemark-scaffold_2-processed-gene-16.240-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.240&CDS=1-447	YIR015W
2245	OG0002245	genemark-scaffold_2-processed-gene-16.202-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.202&CDS=1-2259	YDL028C
2246	OG0002246	genemark-scaffold_2-processed-gene-16.243-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.243&CDS=1-1113	YJL125C
2247	OG0002247	genemark-scaffold_2-processed-gene-16.244-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.244&CDS=1-3183	YFR030W
2248	OG0002248	genemark-scaffold_2-processed-gene-16.245-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.245&CDS=1-912	YNL063W
2249	OG0002249	genemark-scaffold_2-processed-gene-16.246-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.246&CDS=1-1650	YBR196C
2250	OG0002250	genemark-scaffold_2-processed-gene-16.247-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.247&CDS=1-1554	YGR246C
2251	OG0002251	genemark-scaffold_2-processed-gene-16.205-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.205&CDS=1-720	YMR043W
2252	OG0002252	genemark-scaffold_2-processed-gene-16.206-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.206&CDS=1-939	YGL237C
2253	OG0002253	genemark-scaffold_2-processed-gene-16.207-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.207&CDS=1-1014	YHR142W
2254	OG0002254	genemark-scaffold_2-processed-gene-16.250-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.250&CDS=1-930	YFR047C
2255	OG0002255	genemark-scaffold_2-processed-gene-16.209-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.209&CDS=1-2046	YGR276C
2256	OG0002256	genemark-scaffold_2-processed-gene-16.252-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.252&CDS=1-3297	YGR274C
2257	OG0002257	genemark-scaffold_2-processed-gene-16.254-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.254&CDS=1-2238	YOL023W
2258	OG0002258	snap_masked-scaffold_2-processed-gene-16.79-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-16.79&CDS=1-651	YGL047W
2259	OG0002259	genemark-scaffold_2-processed-gene-16.212-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.212&CDS=1-1107	YNL097C
2260	OG0002260	genemark-scaffold_2-processed-gene-16.259-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-16.259&CDS=1-5064	YJL039C
2261	OG0002261	genemark-scaffold_20-processed-gene-0.3-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.3&CDS=1-429	YLL050C
2262	OG0002262	genemark-scaffold_20-processed-gene-0.5-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.5&CDS=1-1263	YNL167C
2263	OG0002263	genemark-scaffold_20-processed-gene-0.30-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.30&CDS=1-702	YNL168C
2264	OG0002264	genemark-scaffold_20-processed-gene-0.31-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.31&CDS=1-936	YHR144C
2265	OG0002265	genemark-scaffold_20-processed-gene-0.7-mRNA-1_1&gene=genemark-scaffold_20-processed-gene-0.7&CDS=1-1338	YDR165W
