	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034675_Blastobotrys_mokoenaii
1853	OG0001853	YJL008C	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.71&CDS=1-1656
1854	OG0001854	YJL010C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.118-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-4.118&CDS=1-2118
1855	OG0001855	YJL011C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.32&CDS=1-426
1856	OG0001856	YJL012C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-2.131-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-2.131&CDS=1-2133
1857	OG0001857	YJL014W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-1.12&CDS=1-1599
1858	OG0001858	YJL020C	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-5.54-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-5.54&CDS=1-3234
1859	OG0001859	YJL024C	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.116&CDS=1-555
1860	OG0001860	YJL025W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.162-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-3.162&CDS=1-1767
1861	OG0001861	YJL026W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.99&CDS=1-1215
1862	OG0001862	YJL029C	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.106-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.106&CDS=1-2376
1863	OG0001863	YJL030W	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.66&CDS=1-594
1864	OG0001864	YJL031C	augustus_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.45&CDS=1-930
1865	OG0001865	YJL033W	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.104&CDS=1-2283
1866	OG0001866	YJL034W	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.101&CDS=1-2013
1867	OG0001867	YJL035C	genemark-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.125&CDS=1-639
1868	OG0001868	YJL036W	snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_44_length_104713_cov_36.3898_ID_87-processed-gene-0.102&CDS=1-1404
1869	OG0001869	YJL039C	maker-NODE_19_length_213996_cov_36.8084_ID_37-snap-gene-0.127-mRNA-1_1&gene=maker-NODE_19_length_213996_cov_36.8084_ID_37-snap-gene-0.127&CDS=1-5001
1870	OG0001870	YJL041W	snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_19_length_213996_cov_36.8084_ID_37-processed-gene-0.56&CDS=1-1959
1871	OG0001871	YJL044C	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.11&CDS=1-1605
1872	OG0001872	YJL046W	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.60&CDS=1-1110
1873	OG0001873	YJL049W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.68&CDS=1-1338
1874	OG0001874	YJL050W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.70&CDS=1-3195
1875	OG0001875	YJL053W	snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_58_length_51929_cov_35.905_ID_115-processed-gene-0.64&CDS=1-879
1876	OG0001876	YJL054W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-0.71&CDS=1-1266
1877	OG0001877	YJL055W	snap_masked-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_38_length_116373_cov_36.5_ID_75-processed-gene-0.113&CDS=1-612
1878	OG0001878	YJL057C	genemark-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.24-mRNA-1_1&gene=genemark-NODE_17_length_223125_cov_36.7519_ID_33-processed-gene-1.24&CDS=1-1479
1879	OG0001879	YJL059W	snap_masked-NODE_71_length_21141_cov_37.7648_ID_141-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_71_length_21141_cov_37.7648_ID_141-processed-gene-0.18&CDS=1-1188
1880	OG0001880	YJL060W	snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.74&CDS=1-1290
1881	OG0001881	YJL061W	snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_40_length_111623_cov_36.2966_ID_79-processed-gene-0.73&CDS=1-2298
1882	OG0001882	YJL062W	snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_61_length_46681_cov_38.2901_ID_121-processed-gene-0.1&CDS=1-2526
1883	OG0001883	YJL062W-A	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.77-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.77&CDS=1-309
1884	OG0001884	YJL063C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.71&CDS=1-615
1885	OG0001885	YJL066C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-4.58&CDS=1-639
1886	OG0001886	YJL068C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.107-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.107&CDS=1-858
1887	OG0001887	YJL069C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.18-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-5.18&CDS=1-1614
1888	OG0001888	YJL071W	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.78-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.78&CDS=1-1605
1889	OG0001889	YJL072C	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-0.56&CDS=1-585
1890	OG0001890	YJL074C	maker-NODE_24_length_187586_cov_36.3305_ID_47-snap-gene-0.105-mRNA-1_1&gene=maker-NODE_24_length_187586_cov_36.3305_ID_47-snap-gene-0.105&CDS=1-3603
1891	OG0001891	YJL080C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.90&CDS=1-3642
1892	OG0001892	YJL081C	snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.85&CDS=1-1524
1893	OG0001893	YJL085W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.156-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.156&CDS=1-1800
1894	OG0001894	YJL087C	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.105&CDS=1-2439
1895	OG0001895	YJL088W	snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.136-mRNA-1_1&gene=snap_masked-NODE_15_length_249261_cov_35.9522_ID_29-processed-gene-1.136&CDS=1-963
1896	OG0001896	YJL090C	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-1.8&CDS=1-1854
1897	OG0001897	YJL091C	snap_masked-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.183-mRNA-1_1&gene=snap_masked-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.183&CDS=1-1434
1898	OG0001898	YJL093C	maker-NODE_50_length_77115_cov_36.3192_ID_99-snap-gene-0.39-mRNA-1_1&gene=maker-NODE_50_length_77115_cov_36.3192_ID_99-snap-gene-0.39&CDS=1-2058
1899	OG0001899	YJL094C	snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.82&CDS=1-2313
1900	OG0001900	YJL095W	maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-1.46-mRNA-1_1&gene=maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-1.46&CDS=1-4500
1901	OG0001901	YJL096W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-1.130&CDS=1-543
1902	OG0001902	YJL097W	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.74&CDS=1-618
1903	OG0001903	YJL100W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-0.120&CDS=1-2022
1904	OG0001904	YJL101C	maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.97-mRNA-1_1&gene=maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.97&CDS=1-1920
1905	OG0001905	YJL102W	snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_22_length_200232_cov_36.0668_ID_43-processed-gene-0.60&CDS=1-2430
1906	OG0001906	YJL104W	genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.28&CDS=1-381
1907	OG0001907	YJL106W	snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_6_length_536151_cov_35.7945_ID_11-processed-gene-0.111&CDS=1-1185
1908	OG0001908	YJL109C	maker-NODE_22_length_200232_cov_36.0668_ID_43-snap-gene-1.116-mRNA-1_1&gene=maker-NODE_22_length_200232_cov_36.0668_ID_43-snap-gene-1.116&CDS=1-5148
1909	OG0001909	YJL111W	maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-8.98-mRNA-1_1&gene=maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-8.98&CDS=1-1743
1910	OG0001910	YJL112W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.83-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.83&CDS=1-1815
1911	OG0001911	YJL115W	maker-NODE_17_length_223125_cov_36.7519_ID_33-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_17_length_223125_cov_36.7519_ID_33-snap-gene-0.4&CDS=1-708
1912	OG0001912	YJL121C	maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-2.136-mRNA-1_1&gene=maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-2.136&CDS=1-666
1913	OG0001913	YJL123C	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.27&CDS=1-1299
1914	OG0001914	YJL124C	genemark-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_33_length_148847_cov_36.5932_ID_65-processed-gene-0.52&CDS=1-477
1915	OG0001915	YJL125C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-2.75-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-2.75&CDS=1-1092
1916	OG0001916	YJL126W	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.44&CDS=1-825
1917	OG0001917	YJL127C	snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_60_length_48957_cov_36.3055_ID_119-processed-gene-0.32&CDS=1-1479
1918	OG0001918	YJL127C-B	augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.164-mRNA-1_1&gene=augustus_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.164&CDS=1-1248
1919	OG0001919	YJL128C	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.63&CDS=1-2109
1920	OG0001920	YJL130C	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.61&CDS=1-6639
1921	OG0001921	YJL132W	snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_45_length_98406_cov_38.6896_ID_89-processed-gene-0.66&CDS=1-2265
1922	OG0001922	YJL140W	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.37-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-8.37&CDS=1-531
1923	OG0001923	YJL141C	snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.116&CDS=1-2430
1924	OG0001924	YJL143W	snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_39_length_115304_cov_35.7936_ID_77-processed-gene-0.127&CDS=1-465
1925	OG0001925	YJL145W	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.228-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.228&CDS=1-1152
1926	OG0001926	YJL148W	genemark-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.24-mRNA-1_1&gene=genemark-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-4.24&CDS=1-543
1927	OG0001927	YJL153C	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.53-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.53&CDS=1-1605
1928	OG0001928	YJL154C	snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_42_length_106520_cov_36.1385_ID_83-processed-gene-0.110&CDS=1-2643
1929	OG0001929	YJL155C	snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_36_length_117742_cov_35.7736_ID_71-processed-gene-0.102&CDS=1-1281
1930	OG0001930	YJL156C	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-0.43&CDS=1-2301
1931	OG0001931	YJL166W	maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-5.185-mRNA-1_1&gene=maker-NODE_3_length_652801_cov_36.0555_ID_5-snap-gene-5.185&CDS=1-285
1932	OG0001932	YJL167W	snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.164-mRNA-1_1&gene=snap_masked-NODE_26_length_179169_cov_36.8649_ID_51-processed-gene-0.164&CDS=1-1038
1933	OG0001933	YJL168C	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-2.4-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-2.4&CDS=1-2304
1934	OG0001934	YJL176C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.142-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.142&CDS=1-2376
1935	OG0001935	YJL178C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.110-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.110&CDS=1-882
1936	OG0001936	YJL179W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.152-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.152&CDS=1-342
1937	OG0001937	YJL180C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.111-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.111&CDS=1-846
1938	OG0001938	YJL187C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-0.22&CDS=1-2493
1939	OG0001939	YJL189W	maker-NODE_18_length_214091_cov_36.9011_ID_35-augustus-gene-1.115-mRNA-1_1&gene=maker-NODE_18_length_214091_cov_36.9011_ID_35-augustus-gene-1.115&CDS=1-147
1940	OG0001940	YJL194W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-2.26&CDS=1-1608
1941	OG0001941	YJL197W	maker-NODE_29_length_161128_cov_35.597_ID_57-snap-gene-0.68-mRNA-1_1&gene=maker-NODE_29_length_161128_cov_35.597_ID_57-snap-gene-0.68&CDS=1-3294
1942	OG0001942	YJL200C	snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.125-mRNA-1_1&gene=snap_masked-NODE_27_length_175143_cov_36.313_ID_53-processed-gene-0.125&CDS=1-2367
1943	OG0001943	YJL201W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.58-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.58&CDS=1-1764
1944	OG0001944	YJL204C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.59&CDS=1-2538
1945	OG0001945	YJL207C	maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.78-mRNA-1_1&gene=maker-NODE_14_length_262008_cov_38.1084_ID_27-snap-gene-1.78&CDS=1-6159
1946	OG0001946	YJL208C	snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_14_length_262008_cov_38.1084_ID_27-processed-gene-1.105&CDS=1-966
1947	OG0001947	YJL210W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.62-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-4.62&CDS=1-1080
1948	OG0001948	YJL212C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.90-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-2.90&CDS=1-2298
1949	OG0001949	YJR001W	snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_21_length_207728_cov_35.8944_ID_41-processed-gene-1.8&CDS=1-1596
1950	OG0001950	YJR002W	snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.163-mRNA-1_1&gene=snap_masked-NODE_4_length_585455_cov_36.5712_ID_7-processed-gene-4.163&CDS=1-1779
1951	OG0001951	YJR006W	snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_8_length_436281_cov_36.7204_ID_15-processed-gene-3.101&CDS=1-1455
1952	OG0001952	YJR007W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.95&CDS=1-933
1953	OG0001953	YJR008W	snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.94-mRNA-1_1&gene=snap_masked-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-0.94&CDS=1-969
1954	OG0001954	YJR010W	snap_masked-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.187-mRNA-1_1&gene=snap_masked-NODE_25_length_184078_cov_35.73_ID_49-processed-gene-0.187&CDS=1-1716
1955	OG0001955	YJR012C	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.143&CDS=1-378
1956	OG0001956	YJR013W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.171-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-4.171&CDS=1-1350
1957	OG0001957	YJR014W	snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.92-mRNA-1_1&gene=snap_masked-NODE_3_length_652801_cov_36.0555_ID_5-processed-gene-5.92&CDS=1-549
1958	OG0001958	YJR016C	snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.90-mRNA-1_1&gene=snap_masked-NODE_5_length_573879_cov_35.9527_ID_9-processed-gene-3.90&CDS=1-1767
1959	OG0001959	YJR017C	genemark-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.140-mRNA-1_1&gene=genemark-NODE_10_length_307126_cov_36.5879_ID_19-processed-gene-2.140&CDS=1-570
1960	OG0001960	YJR019C	maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.98-mRNA-1_1&gene=maker-NODE_39_length_115304_cov_35.7936_ID_77-snap-gene-0.98&CDS=1-1047
1961	OG0001961	YJR022W	genemark-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.58-mRNA-1_1&gene=genemark-NODE_9_length_335508_cov_36.1142_ID_17-processed-gene-2.58&CDS=1-291
1962	OG0001962	YJR024C	maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-2.140-mRNA-1_1&gene=maker-NODE_9_length_335508_cov_36.1142_ID_17-snap-gene-2.140&CDS=1-669
1963	OG0001963	YJR025C	maker-NODE_30_length_158199_cov_36.4761_ID_59-snap-gene-0.5-mRNA-1_1&gene=maker-NODE_30_length_158199_cov_36.4761_ID_59-snap-gene-0.5&CDS=1-507
1964	OG0001964	YJR033C	augustus_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_30_length_158199_cov_36.4761_ID_59-processed-gene-0.20&CDS=1-4980
1965	OG0001965	YJR034W	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.61-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-2.61&CDS=1-318
1966	OG0001966	YJR035W	maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-2.48-mRNA-1_1&gene=maker-NODE_7_length_514569_cov_35.9165_ID_13-snap-gene-2.48&CDS=1-3252
1967	OG0001967	YJR036C	snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_7_length_514569_cov_35.9165_ID_13-processed-gene-3.114&CDS=1-2886
1968	OG0001968	YJR040W	snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-2.100&CDS=1-2142
1969	OG0001969	YJR041C	maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-5.52-mRNA-1_1&gene=maker-NODE_2_length_791592_cov_36.4955_ID_3-snap-gene-5.52&CDS=1-3609
1970	OG0001970	YJR042W	augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_2_length_791592_cov_36.4955_ID_3-processed-gene-4.132&CDS=1-2559
1971	OG0001971	YJR044C	maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-4.153-mRNA-1_1&gene=maker-NODE_1_length_970412_cov_36.0026_ID_1-snap-gene-4.153&CDS=1-387
1972	OG0001972	YJR045C	snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.113-mRNA-1_1&gene=snap_masked-NODE_1_length_970412_cov_36.0026_ID_1-processed-gene-3.113&CDS=1-1971
1973	OG0001973	YJR047C	snap_masked-NODE_73_length_19635_cov_39.459_ID_145-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_73_length_19635_cov_39.459_ID_145-processed-gene-0.18&CDS=1-474
