	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034611_Saturnispora_mendoncae
1579	OG0001579	YIL031W	augustus_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.70&CDS=1-3996
1580	OG0001580	YIL033C	snap_masked-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.74&CDS=1-993
1581	OG0001581	YIL039W	snap_masked-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_22_length_113822_cov_43.625_ID_43-processed-gene-0.76&CDS=1-1254
1582	OG0001582	YIL041W	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.7&CDS=1-1047
1583	OG0001583	YIL042C	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.195-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.195&CDS=1-1128
1584	OG0001584	YIL043C	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.26&CDS=1-849
1585	OG0001585	YIL047C	maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_20_length_127495_cov_41.6239_ID_39-snap-gene-0.65&CDS=1-4854
1586	OG0001586	YIL048W	genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.58-mRNA-1_1&gene=genemark-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.58&CDS=1-3597
1587	OG0001587	YIL061C	snap_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_35_length_59254_cov_45.4742_ID_69-processed-gene-0.32&CDS=1-576
1588	OG0001588	YIL062C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.151-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.151&CDS=1-465
1589	OG0001589	YIL063C	snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.258-mRNA-1_1&gene=snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.258&CDS=1-963
1590	OG0001590	YIL064W	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.79&CDS=1-690
1591	OG0001591	YIL065C	genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.181&CDS=1-474
1592	OG0001592	YIL067C	snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.91-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.91&CDS=1-1455
1593	OG0001593	YIL070C	maker-NODE_27_length_108070_cov_42.5938_ID_53-snap-gene-0.193-mRNA-1_1&gene=maker-NODE_27_length_108070_cov_42.5938_ID_53-snap-gene-0.193&CDS=1-1035
1594	OG0001594	YIL072W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.312-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.312&CDS=1-1638
1595	OG0001595	YIL073C	snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_20_length_127495_cov_41.6239_ID_39-processed-gene-0.98&CDS=1-2520
1596	OG0001596	YIL075C	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.132-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.132&CDS=1-2886
1597	OG0001597	YIL076W	snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.15&CDS=1-870
1598	OG0001598	YIL078W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.131-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.131&CDS=1-2163
1599	OG0001599	YIL083C	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-0.4&CDS=1-1011
1600	OG0001600	YIL084C	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.82-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.82&CDS=1-717
1601	OG0001601	YIL087C	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.30-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.30&CDS=1-348
1602	OG0001602	YIL088C	augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.31&CDS=1-1368
1603	OG0001603	YIL090W	augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.104&CDS=1-849
1604	OG0001604	YIL091C	genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.61-mRNA-1_1&gene=genemark-NODE_21_length_116788_cov_42.0641_ID_41-processed-gene-0.61&CDS=1-2283
1605	OG0001605	YIL093C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.301-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-5.301&CDS=1-801
1606	OG0001606	YIL094C	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.56-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-2.56&CDS=1-1107
1607	OG0001607	YIL096C	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.34-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.34&CDS=1-975
1608	OG0001608	YIL097W	snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.120&CDS=1-1482
1609	OG0001609	YIL098C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.33-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.33&CDS=1-429
1610	OG0001610	YIL099W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.0-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.0&CDS=1-1638
1611	OG0001611	YIL103W	genemark-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.31-mRNA-1_1&gene=genemark-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.31&CDS=1-1263
1612	OG0001612	YIL104C	snap_masked-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_29_length_89722_cov_41.7838_ID_57-processed-gene-0.100&CDS=1-1395
1613	OG0001613	YIL106W	snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.160-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.160&CDS=1-681
1614	OG0001614	YIL108W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.24-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.24&CDS=1-2022
1615	OG0001615	YIL110W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.5&CDS=1-1452
1616	OG0001616	YIL116W	snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-0.50&CDS=1-1683
1617	OG0001617	YIL118W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.123-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-3.123&CDS=1-609
1618	OG0001618	YIL124W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.46-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.46&CDS=1-879
1619	OG0001619	YIL125W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.7-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-3.7&CDS=1-4218
1620	OG0001620	YIL128W	augustus_masked-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_31_length_66966_cov_40.8582_ID_61-processed-gene-0.24&CDS=1-2883
1621	OG0001621	YIL129C	maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-5.8-mRNA-1_1&gene=maker-NODE_1_length_724845_cov_40.9392_ID_1-augustus-gene-5.8&CDS=1-8712
1622	OG0001622	YIL137C	snap_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.76&CDS=1-2622
1623	OG0001623	YIL140W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.10-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-5.10&CDS=1-2046
1624	OG0001624	YIL142W	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.60&CDS=1-1584
1625	OG0001625	YIL143C	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.299-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.299&CDS=1-2550
1626	OG0001626	YIL144W	snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.134-mRNA-1_1&gene=snap_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.134&CDS=1-2007
1627	OG0001627	YIL145C	genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.71&CDS=1-897
1628	OG0001628	YIL147C	maker-NODE_31_length_66966_cov_40.8582_ID_61-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_31_length_66966_cov_40.8582_ID_61-snap-gene-0.2&CDS=1-5313
1629	OG0001629	YIL153W	maker-NODE_26_length_108805_cov_42.9802_ID_51-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_26_length_108805_cov_42.9802_ID_51-augustus-gene-0.58&CDS=1-3078
1630	OG0001630	YIL154C	snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.14&CDS=1-1320
1631	OG0001631	YIL157C	augustus_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.108&CDS=1-474
1632	OG0001632	YIL160C	genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.73&CDS=1-1203
1633	OG0001633	YIR002C	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.159-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.159&CDS=1-2256
1634	OG0001634	YIR005W	genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.203-mRNA-1_1&gene=genemark-NODE_19_length_138995_cov_40.4893_ID_37-processed-gene-0.203&CDS=1-534
1635	OG0001635	YIR007W	augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.59&CDS=1-2268
1636	OG0001636	YIR008C	maker-NODE_16_length_236635_cov_41.9628_ID_31-augustus-gene-0.58-mRNA-1_1&gene=maker-NODE_16_length_236635_cov_41.9628_ID_31-augustus-gene-0.58&CDS=1-2982
1637	OG0001637	YIR009W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.14-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-2.14&CDS=1-666
1638	OG0001638	YIR012W	snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.323-mRNA-1_1&gene=snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.323&CDS=1-1266
1639	OG0001639	YIR022W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.127&CDS=1-552
1640	OG0001640	YIR023W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.273-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.273&CDS=1-2700
1641	OG0001641	YIR026C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.127-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-4.127&CDS=1-1113
1642	OG0001642	YIR027C	genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_27_length_108070_cov_42.5938_ID_53-processed-gene-0.18&CDS=1-1422
1643	OG0001643	YIR029W	genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_16_length_236635_cov_41.9628_ID_31-processed-gene-1.50&CDS=1-1014
1644	OG0001644	YIR030C	snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-0.44&CDS=1-1647
1645	OG0001645	YIR032C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.111-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.111&CDS=1-567
1646	OG0001646	YIR034C	genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_13_length_255369_cov_41.7759_ID_25-processed-gene-1.19&CDS=1-1119
1647	OG0001647	YJL001W	snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-0.58&CDS=1-1677
1648	OG0001648	YJL002C	augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.144-mRNA-1_1&gene=augustus_masked-NODE_6_length_475741_cov_42.113_ID_11-processed-gene-3.144&CDS=1-1452
1649	OG0001649	YJL003W	augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.48&CDS=1-6036
1650	OG0001650	YJL005W	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-1.71&CDS=1-5094
1651	OG0001651	YJL006C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.7-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.7&CDS=1-954
1652	OG0001652	YJL008C	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.127-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.127&CDS=1-1665
1653	OG0001653	YJL010C	snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-1.124&CDS=1-1938
1654	OG0001654	YJL011C	augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-0.70&CDS=1-699
1655	OG0001655	YJL012C	genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_14_length_251873_cov_41.9906_ID_27-processed-gene-0.5&CDS=1-3246
1656	OG0001656	YJL014W	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.113-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.113&CDS=1-3990
1657	OG0001657	YJL020C	genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_23_length_113240_cov_44.465_ID_45-processed-gene-0.22&CDS=1-2628
1658	OG0001658	YJL024C	genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_25_length_110766_cov_39.8115_ID_49-processed-gene-0.28&CDS=1-567
1659	OG0001659	YJL025W	snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.186-mRNA-1_1&gene=snap_masked-NODE_10_length_262436_cov_41.334_ID_19-processed-gene-1.186&CDS=1-1563
1660	OG0001660	YJL026W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.147-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.147&CDS=1-1176
1661	OG0001661	YJL029C	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-0.108&CDS=1-2490
1662	OG0001662	YJL030W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.8-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.8&CDS=1-639
1663	OG0001663	YJL031C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.29-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-2.29&CDS=1-1032
1664	OG0001664	YJL033W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.271-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.271&CDS=1-2289
1665	OG0001665	YJL035C	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.224-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.224&CDS=1-690
1666	OG0001666	YJL036W	genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.191-mRNA-1_1&gene=genemark-NODE_15_length_240345_cov_42.9318_ID_29-processed-gene-1.191&CDS=1-1683
1667	OG0001667	YJL039C	augustus_masked-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_26_length_108805_cov_42.9802_ID_51-processed-gene-0.108&CDS=1-5328
1668	OG0001668	YJL041W	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.35-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-6.35&CDS=1-1791
1669	OG0001669	YJL046W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.136-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.136&CDS=1-1530
1670	OG0001670	YJL049W	snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.16&CDS=1-1323
1671	OG0001671	YJL050W	genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-0.108&CDS=1-3222
1672	OG0001672	YJL053W	genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.126-mRNA-1_1&gene=genemark-NODE_7_length_360178_cov_41.5782_ID_13-processed-gene-0.126&CDS=1-936
1673	OG0001673	YJL054W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.133-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.133&CDS=1-1269
1674	OG0001674	YJL055W	genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-0.129&CDS=1-678
1675	OG0001675	YJL057C	maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.65-mRNA-1_1&gene=maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.65&CDS=1-1980
1676	OG0001676	YJL060W	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.2&CDS=1-1353
1677	OG0001677	YJL062W	augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-0.69&CDS=1-2532
1678	OG0001678	YJL062W-A	snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_4_length_635359_cov_41.4667_ID_7-processed-gene-2.74&CDS=1-1209
1679	OG0001679	YJL063C	genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_32_length_66154_cov_41.4276_ID_63-processed-gene-0.34&CDS=1-621
1680	OG0001680	YJL068C	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.75&CDS=1-849
1681	OG0001681	YJL069C	genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_18_length_180837_cov_41.9367_ID_35-processed-gene-0.38&CDS=1-1722
1682	OG0001682	YJL071W	augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_544853_cov_41.9478_ID_9-processed-gene-4.78&CDS=1-1845
1683	OG0001683	YJL074C	maker-NODE_17_length_212836_cov_42.4655_ID_33-snap-gene-1.2-mRNA-1_1&gene=maker-NODE_17_length_212836_cov_42.4655_ID_33-snap-gene-1.2&CDS=1-4824
1684	OG0001684	YJL080C	genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.134-mRNA-1_1&gene=genemark-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.134&CDS=1-3084
1685	OG0001685	YJL081C	genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-3.110&CDS=1-1446
1686	OG0001686	YJL087C	augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.43-mRNA-1_1&gene=augustus_masked-NODE_12_length_255420_cov_41.4768_ID_23-processed-gene-1.43&CDS=1-3126
1687	OG0001687	YJL088W	snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.64-mRNA-1_1&gene=snap_masked-NODE_3_length_680843_cov_41.5593_ID_5-processed-gene-4.64&CDS=1-984
1688	OG0001688	YJL091C	augustus_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-0.46&CDS=1-1527
1689	OG0001689	YJL093C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.41-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.41&CDS=1-2340
1690	OG0001690	YJL094C	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.154-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-0.154&CDS=1-2247
1691	OG0001691	YJL096W	augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.40&CDS=1-360
1692	OG0001692	YJL097W	genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.268-mRNA-1_1&gene=genemark-NODE_8_length_298368_cov_40.3898_ID_15-processed-gene-1.268&CDS=1-615
1693	OG0001693	YJL100W	maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.63-mRNA-1_1&gene=maker-NODE_5_length_544853_cov_41.9478_ID_9-snap-gene-4.63&CDS=1-198
1694	OG0001694	YJL101C	snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.247-mRNA-1_1&gene=snap_masked-NODE_9_length_282536_cov_40.9967_ID_17-processed-gene-1.247&CDS=1-2376
1695	OG0001695	YJL102W	genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.149-mRNA-1_1&gene=genemark-NODE_17_length_212836_cov_42.4655_ID_33-processed-gene-1.149&CDS=1-2469
1696	OG0001696	YJL104W	genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.22-mRNA-1_1&gene=genemark-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.22&CDS=1-408
1697	OG0001697	YJL106W	snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_1_length_724845_cov_40.9392_ID_1-processed-gene-4.120&CDS=1-1515
1698	OG0001698	YJL109C	augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.53-mRNA-1_1&gene=augustus_masked-NODE_2_length_712999_cov_40.8768_ID_3-processed-gene-3.53&CDS=1-10578
1699	OG0001699	YJL111W	genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_11_length_258595_cov_41.7728_ID_21-processed-gene-0.27&CDS=1-1641
1700	OG0001700	YJL115W	maker-NODE_29_length_89722_cov_41.7838_ID_57-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_29_length_89722_cov_41.7838_ID_57-snap-gene-0.42&CDS=1-4629
1701	OG0001701	YJL117W	snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_24_length_112108_cov_42.372_ID_47-processed-gene-0.81&CDS=1-996
