	OrthologID	Metschnikowia_matae	Saccharomyces_cerevisiae
1530	OG0001530	snap_masked-mat-_s302-processed-gene-0.2-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.2&CDS=1-342	YOL133W
1531	OG0001531	maker-mat-_s302-snap-gene-0.165-mRNA-1_1&gene=maker-mat-_s302-snap-gene-0.165&CDS=1-882	YNL316C
1532	OG0001532	snap_masked-mat-_s302-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.36&CDS=1-462	YIL065C
1533	OG0001533	snap_masked-mat-_s302-processed-gene-0.3-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.3&CDS=1-522	YKR065C
1534	OG0001534	snap_masked-mat-_s302-processed-gene-0.4-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.4&CDS=1-2991	YIL125W
1535	OG0001535	augustus_masked-mat-_s302-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-mat-_s302-processed-gene-0.93&CDS=1-855	YIL124W
1536	OG0001536	snap_masked-mat-_s302-processed-gene-0.39-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.39&CDS=1-321	YDR286C
1537	OG0001537	snap_masked-mat-_s302-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.11&CDS=1-1932	YDR208W
1538	OG0001538	snap_masked-mat-_s302-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.43&CDS=1-1224	YDL001W
1539	OG0001539	augustus_masked-mat-_s302-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-mat-_s302-processed-gene-0.71&CDS=1-7548	YBL004W
1540	OG0001540	maker-mat-_s302-augustus-gene-0.169-mRNA-1_1&gene=maker-mat-_s302-augustus-gene-0.169&CDS=1-1422	YER134C
1541	OG0001541	snap_masked-mat-_s302-processed-gene-0.47-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.47&CDS=1-2631	YJR010W
1542	OG0001542	snap_masked-mat-_s302-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.15&CDS=1-1476	YHR183W
1543	OG0001543	snap_masked-mat-_s302-processed-gene-0.48-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.48&CDS=1-1566	YMR015C
1544	OG0001544	snap_masked-mat-_s302-processed-gene-0.16-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.16&CDS=1-2091	YLR002C
1545	OG0001545	snap_masked-mat-_s302-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.17&CDS=1-522	YHR193C
1546	OG0001546	snap_masked-mat-_s302-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.22&CDS=1-1647	YMR145C
1547	OG0001547	snap_masked-mat-_s302-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.23&CDS=1-456	YHR191C
1548	OG0001548	snap_masked-mat-_s302-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.54&CDS=1-1914	YDL057W
1549	OG0001549	snap_masked-mat-_s302-processed-gene-0.55-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.55&CDS=1-1269	YFL001W
1550	OG0001550	snap_masked-mat-_s302-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.24&CDS=1-1800	YFL002C
1551	OG0001551	snap_masked-mat-_s302-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.56&CDS=1-1545	YPL003W
1552	OG0001552	maker-mat-_s302-snap-gene-0.164-mRNA-1_1&gene=maker-mat-_s302-snap-gene-0.164&CDS=1-1215	YDL100C
1553	OG0001553	snap_masked-mat-_s302-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.27&CDS=1-807	YDL086W
1554	OG0001554	snap_masked-mat-_s302-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.28&CDS=1-1053	YMR146C
1555	OG0001555	snap_masked-mat-_s302-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.29&CDS=1-1827	YDR452W
1556	OG0001556	snap_masked-mat-_s302-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.30&CDS=1-927	YLR340W
1557	OG0001557	snap_masked-mat-_s302-processed-gene-0.59-mRNA-1_1&gene=snap_masked-mat-_s302-processed-gene-0.59&CDS=1-402	YPL013C
1558	OG0001558	snap_masked-mat-_s303-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s303-processed-gene-0.9&CDS=1-2022	YPR074C
1559	OG0001559	genemark-mat-_s303-processed-gene-0.7-mRNA-1_1&gene=genemark-mat-_s303-processed-gene-0.7&CDS=1-420	YPR073C
1560	OG0001560	snap_masked-mat-_s305-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s305-processed-gene-0.9&CDS=1-1668	YDR168W
1561	OG0001561	augustus_masked-mat-_s305-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-mat-_s305-processed-gene-0.19&CDS=1-2676	YML097C
1562	OG0001562	snap_masked-mat-_s305-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s305-processed-gene-0.14&CDS=1-4686	YCR042C
1563	OG0001563	snap_masked-mat-_s306-processed-gene-0.72-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.72&CDS=1-537	YER116C
1564	OG0001564	snap_masked-mat-_s306-processed-gene-0.73-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.73&CDS=1-756	YNL305C
1565	OG0001565	maker-mat-_s306-augustus-gene-0.33-mRNA-1_1&gene=maker-mat-_s306-augustus-gene-0.33&CDS=1-1770	YDL007W
1566	OG0001566	snap_masked-mat-_s306-processed-gene-0.74-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.74&CDS=1-2094	YDR496C
1567	OG0001567	augustus_masked-mat-_s306-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-0.5&CDS=1-4266	YGL156W
1568	OG0001568	maker-mat-_s306-augustus-gene-0.31-mRNA-1_1&gene=maker-mat-_s306-augustus-gene-0.31&CDS=1-4917	YDL128W
1569	OG0001569	snap_masked-mat-_s306-processed-gene-0.95-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.95&CDS=1-1662	YDR212W
1570	OG0001570	snap_masked-mat-_s306-processed-gene-0.82-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.82&CDS=1-1305	YER061C
1571	OG0001571	snap_masked-mat-_s306-processed-gene-0.83-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.83&CDS=1-2694	YDL149W
1572	OG0001572	snap_masked-mat-_s306-processed-gene-0.84-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.84&CDS=1-2412	YDL148C
1573	OG0001573	snap_masked-mat-_s306-processed-gene-0.99-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.99&CDS=1-684	YGR232W
1574	OG0001574	snap_masked-mat-_s306-processed-gene-0.85-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.85&CDS=1-825	YDL193W
1575	OG0001575	snap_masked-mat-_s306-processed-gene-0.101-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.101&CDS=1-3147	YDL190C
1576	OG0001576	snap_masked-mat-_s306-processed-gene-0.88-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-0.88&CDS=1-594	YDL135C
1577	OG0001577	augustus_masked-mat-_s306-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-0.27&CDS=1-2667	YJL092W
1578	OG0001578	genemark-mat-_s306-processed-gene-0.53-mRNA-1_1&gene=genemark-mat-_s306-processed-gene-0.53&CDS=1-2766	YGR231C
1579	OG0001579	snap_masked-mat-_s306-processed-gene-1.73-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.73&CDS=1-891	YCL009C
1580	OG0001580	snap_masked-mat-_s306-processed-gene-1.75-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.75&CDS=1-1689	YBR200W
1581	OG0001581	snap_masked-mat-_s306-processed-gene-1.78-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.78&CDS=1-1251	YLR105C
1582	OG0001582	snap_masked-mat-_s306-processed-gene-1.79-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.79&CDS=1-516	YER159C
1583	OG0001583	snap_masked-mat-_s306-processed-gene-1.80-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.80&CDS=1-2268	YDR109C
1584	OG0001584	snap_masked-mat-_s306-processed-gene-1.123-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.123&CDS=1-1740	YKR056W
1585	OG0001585	snap_masked-mat-_s306-processed-gene-1.82-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.82&CDS=1-1356	YBR162C
1586	OG0001586	snap_masked-mat-_s306-processed-gene-1.85-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.85&CDS=1-1020	YDL134C
1587	OG0001587	augustus_masked-mat-_s306-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-1.14&CDS=1-1851	YDL185W
1588	OG0001588	snap_masked-mat-_s306-processed-gene-1.127-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.127&CDS=1-1092	YDL183C
1589	OG0001589	snap_masked-mat-_s306-processed-gene-1.89-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.89&CDS=1-1152	YDL133W
1590	OG0001590	snap_masked-mat-_s306-processed-gene-1.93-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.93&CDS=1-2802	YPL084W
1591	OG0001591	maker-mat-_s306-snap-gene-1.233-mRNA-1_1&gene=maker-mat-_s306-snap-gene-1.233&CDS=1-4947	YDL145C
1592	OG0001592	genemark-mat-_s306-processed-gene-1.176-mRNA-1_1&gene=genemark-mat-_s306-processed-gene-1.176&CDS=1-1827	YGR123C
1593	OG0001593	snap_masked-mat-_s306-processed-gene-1.99-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.99&CDS=1-1677	YBR170C
1594	OG0001594	maker-mat-_s306-snap-gene-1.234-mRNA-1_1&gene=maker-mat-_s306-snap-gene-1.234&CDS=1-2361	YMR216C
1595	OG0001595	genemark-mat-_s306-processed-gene-1.213-mRNA-1_1&gene=genemark-mat-_s306-processed-gene-1.213&CDS=1-1680	YPL086C
1596	OG0001596	augustus_masked-mat-_s306-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-1.27&CDS=1-876	YBR185C
1597	OG0001597	augustus_masked-mat-_s306-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-1.57&CDS=1-1194	YPL054W
1598	OG0001598	snap_masked-mat-_s306-processed-gene-1.137-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.137&CDS=1-3213	YPL195W
1599	OG0001599	snap_masked-mat-_s306-processed-gene-1.103-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.103&CDS=1-822	YGL079W
1600	OG0001600	snap_masked-mat-_s306-processed-gene-1.138-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.138&CDS=1-2064	YIL108W
1601	OG0001601	snap_masked-mat-_s306-processed-gene-1.104-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.104&CDS=1-2649	YBR223C
1602	OG0001602	snap_masked-mat-_s306-processed-gene-1.139-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.139&CDS=1-1374	YDR023W
1603	OG0001603	snap_masked-mat-_s306-processed-gene-1.108-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.108&CDS=1-1413	YDR030C
1604	OG0001604	snap_masked-mat-_s306-processed-gene-1.142-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.142&CDS=1-1506	YGL160W
1605	OG0001605	snap_masked-mat-_s306-processed-gene-1.110-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.110&CDS=1-513	YJL024C
1606	OG0001606	snap_masked-mat-_s306-processed-gene-1.143-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.143&CDS=1-435	YGR174C
1607	OG0001607	snap_masked-mat-_s306-processed-gene-1.111-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.111&CDS=1-1764	YDR213W
1608	OG0001608	snap_masked-mat-_s306-processed-gene-1.112-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.112&CDS=1-573	YLR229C
1609	OG0001609	snap_masked-mat-_s306-processed-gene-1.115-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.115&CDS=1-393	YBL092W
1610	OG0001610	augustus_masked-mat-_s306-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-mat-_s306-processed-gene-1.70&CDS=1-825	YML052W
1611	OG0001611	maker-mat-_s306-snap-gene-1.240-mRNA-1_1&gene=maker-mat-_s306-snap-gene-1.240&CDS=1-2529	YCR068W
1612	OG0001612	snap_masked-mat-_s306-processed-gene-1.117-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.117&CDS=1-1383	YCR066W
1613	OG0001613	snap_masked-mat-_s306-processed-gene-1.118-mRNA-1_1&gene=snap_masked-mat-_s306-processed-gene-1.118&CDS=1-1470	YHL008C
1614	OG0001614	snap_masked-mat-_s307-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s307-processed-gene-0.31&CDS=1-417	YLL050C
1615	OG0001615	snap_masked-mat-_s307-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s307-processed-gene-0.25&CDS=1-9195	YLR087C
1616	OG0001616	augustus_masked-mat-_s307-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-mat-_s307-processed-gene-0.20&CDS=1-303	YDR115W
1617	OG0001617	snap_masked-mat-_s307-processed-gene-0.29-mRNA-1_1&gene=snap_masked-mat-_s307-processed-gene-0.29&CDS=1-4728	YLR086W
1618	OG0001618	augustus_masked-mat-_s307-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-mat-_s307-processed-gene-0.21&CDS=1-999	YLR405W
1619	OG0001619	augustus_masked-mat-_s309-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-mat-_s309-processed-gene-0.9&CDS=1-3321	YGL093W
1620	OG0001620	snap_masked-mat-_s309-processed-gene-0.32-mRNA-1_1&gene=snap_masked-mat-_s309-processed-gene-0.32&CDS=1-684	YOL147C
1621	OG0001621	maker-mat-_s309-snap-gene-0.14-mRNA-1_1&gene=maker-mat-_s309-snap-gene-0.14&CDS=1-2253	YOL144W
1622	OG0001622	snap_masked-mat-_s309-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s309-processed-gene-0.34&CDS=1-1494	YBL082C
1623	OG0001623	snap_masked-mat-_s309-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s309-processed-gene-0.42&CDS=1-2661	YER109C
1624	OG0001624	snap_masked-mat-_s31-processed-gene-0.0-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.0&CDS=1-1314	YOL124C
1625	OG0001625	genemark-mat-_s31-processed-gene-0.114-mRNA-1_1&gene=genemark-mat-_s31-processed-gene-0.114&CDS=1-990	YGR144W
1626	OG0001626	augustus_masked-mat-_s31-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.63&CDS=1-3723	YLR277C
1627	OG0001627	maker-mat-_s31-snap-gene-0.173-mRNA-1_1&gene=maker-mat-_s31-snap-gene-0.173&CDS=1-3078	YLR289W
1628	OG0001628	augustus_masked-mat-_s31-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.91&CDS=1-2922	YER086W
1629	OG0001629	snap_masked-mat-_s31-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.9&CDS=1-1374	YLR363C
1630	OG0001630	snap_masked-mat-_s31-processed-gene-0.11-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.11&CDS=1-1092	YMR228W
1631	OG0001631	snap_masked-mat-_s31-processed-gene-0.37-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.37&CDS=1-2226	YMR061W
1632	OG0001632	snap_masked-mat-_s31-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.12&CDS=1-1032	YMR060C
1633	OG0001633	snap_masked-mat-_s31-processed-gene-0.14-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.14&CDS=1-1446	YKL175W
1634	OG0001634	snap_masked-mat-_s31-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.17&CDS=1-639	YFL010C
1635	OG0001635	augustus_masked-mat-_s31-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.98&CDS=1-612	YFL005W
1636	OG0001636	snap_masked-mat-_s31-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.42&CDS=1-1767	YLR060W
1637	OG0001637	snap_masked-mat-_s31-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.43&CDS=1-2877	YFL034W
1638	OG0001638	snap_masked-mat-_s31-processed-gene-0.19-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.19&CDS=1-3834	YJL197W
1639	OG0001639	augustus_masked-mat-_s31-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.77&CDS=1-951	YLR063W
1640	OG0001640	snap_masked-mat-_s31-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.45&CDS=1-1002	YPL015C
1641	OG0001641	snap_masked-mat-_s31-processed-gene-0.20-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.20&CDS=1-3048	YPL009C
1642	OG0001642	snap_masked-mat-_s31-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.46&CDS=1-945	YNL229C
1643	OG0001643	augustus_masked-mat-_s31-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.80&CDS=1-861	YLR126C
1644	OG0001644	genemark-mat-_s31-processed-gene-0.135-mRNA-1_1&gene=genemark-mat-_s31-processed-gene-0.135&CDS=1-999	YIL061C
1645	OG0001645	snap_masked-mat-_s31-processed-gene-0.23-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.23&CDS=1-1749	YNL308C
1646	OG0001646	snap_masked-mat-_s31-processed-gene-0.53-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.53&CDS=1-954	YDR044W
1647	OG0001647	snap_masked-mat-_s31-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.54&CDS=1-657	YFR007W
1648	OG0001648	maker-mat-_s31-snap-gene-0.175-mRNA-1_1&gene=maker-mat-_s31-snap-gene-0.175&CDS=1-3039	YFR048W
1649	OG0001649	snap_masked-mat-_s31-processed-gene-0.24-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.24&CDS=1-2148	YGL245W
1650	OG0001650	augustus_masked-mat-_s31-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.85&CDS=1-1455	YOL132W
1651	OG0001651	augustus_masked-mat-_s31-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-mat-_s31-processed-gene-0.86&CDS=1-720	YDL087C
1652	OG0001652	snap_masked-mat-_s31-processed-gene-0.58-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.58&CDS=1-1365	YJR117W
1653	OG0001653	snap_masked-mat-_s31-processed-gene-0.27-mRNA-1_1&gene=snap_masked-mat-_s31-processed-gene-0.27&CDS=1-1995	YLL007C
1654	OG0001654	maker-mat-_s31-augustus-gene-0.179-mRNA-1_1&gene=maker-mat-_s31-augustus-gene-0.179&CDS=1-2751	YLL008W
1655	OG0001655	snap_masked-mat-_s310-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.31&CDS=1-2568	YNL201C
1656	OG0001656	snap_masked-mat-_s310-processed-gene-0.33-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.33&CDS=1-1047	YDL226C
1657	OG0001657	snap_masked-mat-_s310-processed-gene-0.41-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.41&CDS=1-669	YGR036C
1658	OG0001658	snap_masked-mat-_s310-processed-gene-0.42-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.42&CDS=1-2610	YLR347C
1659	OG0001659	snap_masked-mat-_s310-processed-gene-0.43-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.43&CDS=1-1833	YDL225W
1660	OG0001660	snap_masked-mat-_s310-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.34&CDS=1-750	YNL200C
1661	OG0001661	snap_masked-mat-_s310-processed-gene-0.45-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.45&CDS=1-954	YOR239W
1662	OG0001662	snap_masked-mat-_s310-processed-gene-0.46-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.46&CDS=1-543	YDR246W
1663	OG0001663	augustus_masked-mat-_s310-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-mat-_s310-processed-gene-0.73&CDS=1-3651	YOR274W
1664	OG0001664	augustus_masked-mat-_s310-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-mat-_s310-processed-gene-0.74&CDS=1-1845	YMR213W
1665	OG0001665	snap_masked-mat-_s310-processed-gene-0.36-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.36&CDS=1-4995	YGL206C
1666	OG0001666	snap_masked-mat-_s310-processed-gene-0.38-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.38&CDS=1-1743	YHL027W
1667	OG0001667	augustus_masked-mat-_s310-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-mat-_s310-processed-gene-0.77&CDS=1-1215	YDL033C
1668	OG0001668	snap_masked-mat-_s310-processed-gene-0.54-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.54&CDS=1-1716	YFR037C
1669	OG0001669	snap_masked-mat-_s310-processed-gene-0.40-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.40&CDS=1-3336	YIL026C
1670	OG0001670	snap_masked-mat-_s310-processed-gene-0.56-mRNA-1_1&gene=snap_masked-mat-_s310-processed-gene-0.56&CDS=1-780	YDR429C
1671	OG0001671	augustus_masked-mat-_s310-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-mat-_s310-processed-gene-0.81&CDS=1-528	YDR428C
1672	OG0001672	maker-mat-_s315-snap-gene-0.1-mRNA-1_1&gene=maker-mat-_s315-snap-gene-0.1&CDS=1-1734	YBR163W
1673	OG0001673	maker-mat-_s315-snap-gene-0.3-mRNA-1_1&gene=maker-mat-_s315-snap-gene-0.3&CDS=1-1386	YNR001C
1674	OG0001674	snap_masked-mat-_s315-processed-gene-0.15-mRNA-1_1&gene=snap_masked-mat-_s315-processed-gene-0.15&CDS=1-2895	YPL040C
1675	OG0001675	augustus_masked-mat-_s315-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-mat-_s315-processed-gene-0.30&CDS=1-1860	YER068W
1676	OG0001676	snap_masked-mat-_s315-processed-gene-0.17-mRNA-1_1&gene=snap_masked-mat-_s315-processed-gene-0.17&CDS=1-369	YMR123W
1677	OG0001677	snap_masked-mat-_s315-processed-gene-0.18-mRNA-1_1&gene=snap_masked-mat-_s315-processed-gene-0.18&CDS=1-738	YOR258W
1678	OG0001678	snap_masked-mat-_s316-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s316-processed-gene-0.8&CDS=1-1584	YOR161C
1679	OG0001679	augustus_masked-mat-_s316-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-mat-_s316-processed-gene-0.1&CDS=1-1113	YHR012W
1680	OG0001680	genemark-mat-_s316-processed-gene-0.21-mRNA-1_1&gene=genemark-mat-_s316-processed-gene-0.21&CDS=1-747	YDL165W
1681	OG0001681	augustus_masked-mat-_s317-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-mat-_s317-processed-gene-0.13&CDS=1-828	YLR290C
1682	OG0001682	augustus_masked-mat-_s317-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-mat-_s317-processed-gene-0.14&CDS=1-2766	YGL167C
1683	OG0001683	augustus_masked-mat-_s32-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-mat-_s32-processed-gene-0.5&CDS=1-4956	YDR443C
1684	OG0001684	snap_masked-mat-_s32-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s32-processed-gene-0.12&CDS=1-1077	YGR279C
1685	OG0001685	snap_masked-mat-_s320-processed-gene-0.8-mRNA-1_1&gene=snap_masked-mat-_s320-processed-gene-0.8&CDS=1-765	YGR207C
1686	OG0001686	snap_masked-mat-_s320-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s320-processed-gene-0.9&CDS=1-2460	YLR045C
1687	OG0001687	augustus_masked-mat-_s320-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-mat-_s320-processed-gene-0.29&CDS=1-1008	YOR292C
1688	OG0001688	snap_masked-mat-_s320-processed-gene-0.1-mRNA-1_1&gene=snap_masked-mat-_s320-processed-gene-0.1&CDS=1-780	YLR201C
1689	OG0001689	snap_masked-mat-_s320-processed-gene-0.12-mRNA-1_1&gene=snap_masked-mat-_s320-processed-gene-0.12&CDS=1-351	YLR200W
1690	OG0001690	augustus_masked-mat-_s320-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-mat-_s320-processed-gene-0.39&CDS=1-513	YLR193C
1691	OG0001691	snap_masked-mat-_s324-processed-gene-0.9-mRNA-1_1&gene=snap_masked-mat-_s324-processed-gene-0.9&CDS=1-3141	YMR189W
1692	OG0001692	snap_masked-mat-_s324-processed-gene-0.13-mRNA-1_1&gene=snap_masked-mat-_s324-processed-gene-0.13&CDS=1-1416	YPL247C
1693	OG0001693	augustus_masked-mat-_s324-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-mat-_s324-processed-gene-0.23&CDS=1-429	YNL185C
1694	OG0001694	snap_masked-mat-_s326-processed-gene-0.34-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.34&CDS=1-579	YML064C
1695	OG0001695	snap_masked-mat-_s326-processed-gene-0.22-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.22&CDS=1-1347	YML074C
1696	OG0001696	snap_masked-mat-_s326-processed-gene-0.35-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.35&CDS=1-1317	YDR393W
1697	OG0001697	snap_masked-mat-_s326-processed-gene-0.25-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.25&CDS=1-1371	YJL026W
1698	OG0001698	snap_masked-mat-_s326-processed-gene-0.28-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.28&CDS=1-1077	YOR006C
1699	OG0001699	snap_masked-mat-_s326-processed-gene-0.30-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.30&CDS=1-3960	YML002W
1700	OG0001700	snap_masked-mat-_s326-processed-gene-0.31-mRNA-1_1&gene=snap_masked-mat-_s326-processed-gene-0.31&CDS=1-1128	YOR007C
