	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034950_Citeromyces_hawaiiensis
1669	OG0001669	YGL111W	augustus_masked-scf7180000031681-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000031681-processed-gene-0.44&CDS=1-1104
1670	OG0001670	YGL112C	augustus_masked-scf7180000031503-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031503-processed-gene-0.0&CDS=1-1488
1671	OG0001671	YGL114W	augustus_masked-scf7180000031573-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.39&CDS=1-1989
1672	OG0001672	YGL115W	augustus_masked-scf7180000031573-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.40&CDS=1-1026
1673	OG0001673	YGL116W	augustus_masked-scf7180000031010-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031010-processed-gene-0.8&CDS=1-1536
1674	OG0001674	YGL119W	augustus_masked-scf7180000031069-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031069-processed-gene-0.5&CDS=1-1584
1675	OG0001675	YGL120C	augustus_masked-scf7180000030643-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030643-processed-gene-0.3&CDS=1-2235
1676	OG0001676	YGL122C	augustus_masked-scf7180000031462-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000031462-processed-gene-0.41&CDS=1-1365
1677	OG0001677	YGL123W	augustus_masked-scf7180000030616-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030616-processed-gene-0.1&CDS=1-762
1678	OG0001678	YGL124C	snap_masked-scf7180000031564-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000031564-processed-gene-0.8&CDS=1-1356
1679	OG0001679	YGL125W	augustus_masked-scf7180000028630-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.31&CDS=1-1818
1680	OG0001680	YGL126W	snap_masked-scf7180000031426-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031426-processed-gene-0.6&CDS=1-858
1681	OG0001681	YGL127C	augustus_masked-scf7180000031426-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000031426-processed-gene-0.19&CDS=1-825
1682	OG0001682	YGL129C	augustus_masked-scf7180000031362-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031362-processed-gene-0.1&CDS=1-1347
1683	OG0001683	YGL130W	augustus_masked-scf7180000031362-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031362-processed-gene-0.5&CDS=1-1401
1684	OG0001684	YGL136C	maker-scf7180000031645-augustus-gene-0.39-mRNA-1_1&gene=maker-scf7180000031645-augustus-gene-0.39&CDS=1-771
1685	OG0001685	YGL137W	augustus_masked-scf7180000031645-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000031645-processed-gene-0.24&CDS=1-2451
1686	OG0001686	YGL141W	augustus_masked-scf7180000030576-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-scf7180000030576-processed-gene-0.4&CDS=1-2574
1687	OG0001687	YGL142C	snap_masked-scf7180000031408-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000031408-processed-gene-0.23&CDS=1-1548
1688	OG0001688	YGL143C	maker-scf7180000031508-augustus-gene-0.8-mRNA-1_1&gene=maker-scf7180000031508-augustus-gene-0.8&CDS=1-1152
1689	OG0001689	YGL144C	augustus_masked-scf7180000031508-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031508-processed-gene-0.2&CDS=1-2151
1690	OG0001690	YGL148W	augustus_masked-scf7180000031534-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031534-processed-gene-0.2&CDS=1-1122
1691	OG0001691	YGL150C	genemark-scf7180000031407-processed-gene-0.11-mRNA-1_1&gene=genemark-scf7180000031407-processed-gene-0.11&CDS=1-3084
1692	OG0001692	YGL151W	augustus_masked-scf7180000030704-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030704-processed-gene-0.5&CDS=1-2427
1693	OG0001693	YGL155W	augustus_masked-scf7180000031407-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000031407-processed-gene-0.5&CDS=1-978
1694	OG0001694	YGL156W	genemark-scf7180000031118-processed-gene-0.0-mRNA-1_1&gene=genemark-scf7180000031118-processed-gene-0.0&CDS=1-3201
1695	OG0001695	YGL160W	augustus_masked-scf7180000031472-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000031472-processed-gene-0.8&CDS=1-1506
1696	OG0001696	YGL161C	augustus_masked-scf7180000030628-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030628-processed-gene-0.3&CDS=1-2163
1697	OG0001697	YGL163C	augustus_masked-scf7180000031669-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031669-processed-gene-0.3&CDS=1-2886
1698	OG0001698	YGL166W	snap_masked-scf7180000030777-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scf7180000030777-processed-gene-0.17&CDS=1-771
1699	OG0001699	YGL167C	augustus_masked-scf7180000030488-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.25&CDS=1-2736
1700	OG0001700	YGL169W	augustus_masked-scf7180000030488-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.32&CDS=1-1134
1701	OG0001701	YGL171W	augustus_masked-scf7180000031421-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000031421-processed-gene-0.6&CDS=1-1599
1702	OG0001702	YGL173C	augustus_masked-scf7180000031516-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031516-processed-gene-0.11&CDS=1-3864
1703	OG0001703	YGL174W	augustus_masked-scf7180000031516-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031516-processed-gene-0.1&CDS=1-864
1704	OG0001704	YGL175C	snap_masked-scf7180000031516-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scf7180000031516-processed-gene-0.38&CDS=1-1224
1705	OG0001705	YGL179C	augustus_masked-scf7180000030563-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030563-processed-gene-0.0&CDS=1-2223
1706	OG0001706	YGL180W	maker-scf7180000031621-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000031621-augustus-gene-0.2&CDS=1-1935
1707	OG0001707	YGL181W	maker-scf7180000031564-augustus-gene-0.26-mRNA-1_1&gene=maker-scf7180000031564-augustus-gene-0.26&CDS=1-993
1708	OG0001708	YGL184C	augustus_masked-scf7180000031585-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031585-processed-gene-0.1&CDS=1-1170
1709	OG0001709	YGL185C	augustus_masked-scf7180000031414-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000031414-processed-gene-0.9&CDS=1-942
1710	OG0001710	YGL186C	augustus_masked-scf7180000030028-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000030028-processed-gene-0.7&CDS=1-1566
1711	OG0001711	YGL187C	augustus_masked-scf7180000031414-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031414-processed-gene-0.10&CDS=1-459
1712	OG0001712	YGL190C	augustus_masked-scf7180000031414-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031414-processed-gene-0.3&CDS=1-1353
1713	OG0001713	YGL191W	augustus_masked-scf7180000031414-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000031414-processed-gene-0.11&CDS=1-378
1714	OG0001714	YGL192W	maker-scf7180000031621-snap-gene-0.10-mRNA-1_1&gene=maker-scf7180000031621-snap-gene-0.10&CDS=1-1425
1715	OG0001715	YGL194C	augustus_masked-scf7180000031449-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031449-processed-gene-0.2&CDS=1-1362
1716	OG0001716	YGL195W	augustus_masked-scf7180000031451-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-scf7180000031451-processed-gene-0.29&CDS=1-7584
1717	OG0001717	YGL196W	augustus_masked-scf7180000031563-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000031563-processed-gene-0.12&CDS=1-1227
1718	OG0001718	YGL200C	maker-scf7180000031366-augustus-gene-0.5-mRNA-1_1&gene=maker-scf7180000031366-augustus-gene-0.5&CDS=1-1062
1719	OG0001719	YGL201C	augustus_masked-scf7180000030331-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030331-processed-gene-0.16&CDS=1-2676
1720	OG0001720	YGL202W	augustus_masked-scf7180000031361-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031361-processed-gene-0.32&CDS=1-1452
1721	OG0001721	YGL205W	augustus_masked-scf7180000028685-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000028685-processed-gene-0.2&CDS=1-2097
1722	OG0001722	YGL206C	augustus_masked-scf7180000031510-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031510-processed-gene-0.10&CDS=1-4962
1723	OG0001723	YGL207W	augustus_masked-scf7180000030485-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030485-processed-gene-0.5&CDS=1-1284
1724	OG0001724	YGL209W	genemark-scf7180000031451-processed-gene-0.22-mRNA-1_1&gene=genemark-scf7180000031451-processed-gene-0.22&CDS=1-429
1725	OG0001725	YGL210W	maker-scf7180000031015-augustus-gene-0.16-mRNA-1_1&gene=maker-scf7180000031015-augustus-gene-0.16&CDS=1-672
1726	OG0001726	YGL211W	augustus_masked-scf7180000031530-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031530-processed-gene-0.2&CDS=1-1032
1727	OG0001727	YGL212W	snap_masked-scf7180000031393-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000031393-processed-gene-0.16&CDS=1-939
1728	OG0001728	YGL213C	augustus_masked-scf7180000031015-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031015-processed-gene-0.0&CDS=1-1134
1729	OG0001729	YGL215W	augustus_masked-scf7180000031511-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031511-processed-gene-0.16&CDS=1-834
1730	OG0001730	YGL220W	augustus_masked-scf7180000031015-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031015-processed-gene-0.10&CDS=1-255
1731	OG0001731	YGL221C	augustus_masked-scf7180000031015-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031015-processed-gene-0.3&CDS=1-831
1732	OG0001732	YGL224C	augustus_masked-scf7180000031010-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031010-processed-gene-0.3&CDS=1-831
1733	OG0001733	YGL225W	augustus_masked-scf7180000031222-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031222-processed-gene-0.38&CDS=1-1002
1734	OG0001734	YGL227W	snap_masked-scf7180000031223-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000031223-processed-gene-0.6&CDS=1-1602
1735	OG0001735	YGL231C	augustus_masked-scf7180000031223-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000031223-processed-gene-0.15&CDS=1-486
1736	OG0001736	YGL232W	genemark-scf7180000031220-processed-gene-0.19-mRNA-1_1&gene=genemark-scf7180000031220-processed-gene-0.19&CDS=1-774
1737	OG0001737	YGL234W	augustus_masked-scf7180000031543-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-scf7180000031543-processed-gene-0.17&CDS=1-2367
1738	OG0001738	YGL236C	augustus_masked-scf7180000031475-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031475-processed-gene-0.1&CDS=1-2037
1739	OG0001739	YGL237C	augustus_masked-scf7180000031475-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031475-processed-gene-0.0&CDS=1-612
1740	OG0001740	YGL238W	augustus_masked-scf7180000031543-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000031543-processed-gene-0.14&CDS=1-2922
1741	OG0001741	YGL241W	augustus_masked-scf7180000031191-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000031191-processed-gene-0.2&CDS=1-2769
1742	OG0001742	YGL242C	augustus_masked-scf7180000031562-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-scf7180000031562-processed-gene-0.25&CDS=1-519
1743	OG0001743	YGL243W	snap_masked-scf7180000031562-processed-gene-0.19-mRNA-1_1&gene=snap_masked-scf7180000031562-processed-gene-0.19&CDS=1-1059
1744	OG0001744	YGL244W	augustus_masked-scf7180000031467-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031467-processed-gene-0.13&CDS=1-1452
1745	OG0001745	YGL245W	maker-scf7180000031467-augustus-gene-0.10-mRNA-1_1&gene=maker-scf7180000031467-augustus-gene-0.10&CDS=1-2550
1746	OG0001746	YGL248W	augustus_masked-scf7180000031545-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000031545-processed-gene-0.20&CDS=1-1116
1747	OG0001747	YGL252C	augustus_masked-scf7180000030573-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030573-processed-gene-0.10&CDS=1-1662
1748	OG0001748	YGL253W	maker-scf7180000031568-augustus-gene-0.37-mRNA-1_1&gene=maker-scf7180000031568-augustus-gene-0.37&CDS=1-1449
1749	OG0001749	YGR001C	augustus_masked-scf7180000030794-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030794-processed-gene-0.10&CDS=1-723
1750	OG0001750	YGR002C	augustus_masked-scf7180000031398-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000031398-processed-gene-0.16&CDS=1-1344
1751	OG0001751	YGR003W	snap_masked-scf7180000031398-processed-gene-0.3-mRNA-1_1&gene=snap_masked-scf7180000031398-processed-gene-0.3&CDS=1-2259
1752	OG0001752	YGR006W	augustus_masked-scf7180000031361-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-scf7180000031361-processed-gene-0.36&CDS=1-861
1753	OG0001753	YGR007W	augustus_masked-scf7180000030674-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000030674-processed-gene-0.15&CDS=1-1086
1754	OG0001754	YGR009C	augustus_masked-scf7180000031168-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000031168-processed-gene-0.74&CDS=1-1254
1755	OG0001755	YGR012W	augustus_masked-scf7180000030462-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000030462-processed-gene-0.24&CDS=1-1149
1756	OG0001756	YGR014W	augustus_masked-scf7180000031586-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-scf7180000031586-processed-gene-0.47&CDS=1-3636
1757	OG0001757	YGR019W	augustus_masked-scf7180000030554-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-scf7180000030554-processed-gene-0.16&CDS=1-1401
1758	OG0001758	YGR020C	augustus_masked-scf7180000030454-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000030454-processed-gene-0.6&CDS=1-363
1759	OG0001759	YGR021W	augustus_masked-scf7180000030454-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000030454-processed-gene-0.10&CDS=1-804
1760	OG0001760	YGR024C	augustus_masked-scf7180000030488-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.31&CDS=1-801
1761	OG0001761	YGR026W	augustus_masked-scf7180000030890-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-scf7180000030890-processed-gene-0.5&CDS=1-1038
1762	OG0001762	YGR028W	augustus_masked-scf7180000030488-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-scf7180000030488-processed-gene-0.28&CDS=1-1077
1763	OG0001763	YGR029W	maker-scf7180000031561-augustus-gene-0.0-mRNA-1_1&gene=maker-scf7180000031561-augustus-gene-0.0&CDS=1-564
1764	OG0001764	YGR033C	snap_masked-scf7180000031061-processed-gene-0.49-mRNA-1_1&gene=snap_masked-scf7180000031061-processed-gene-0.49&CDS=1-540
1765	OG0001765	YGR036C	augustus_masked-scf7180000031061-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-scf7180000031061-processed-gene-0.74&CDS=1-666
1766	OG0001766	YGR037C	augustus_masked-scf7180000031061-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-scf7180000031061-processed-gene-0.60&CDS=1-258
1767	OG0001767	YGR042W	augustus_masked-scf7180000028682-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-scf7180000028682-processed-gene-0.7&CDS=1-447
1768	OG0001768	YGR046W	snap_masked-scf7180000031613-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scf7180000031613-processed-gene-0.29&CDS=1-1503
1769	OG0001769	YGR047C	augustus_masked-scf7180000030497-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000030497-processed-gene-0.0&CDS=1-2871
1770	OG0001770	YGR053C	snap_masked-scf7180000031432-processed-gene-0.23-mRNA-1_1&gene=snap_masked-scf7180000031432-processed-gene-0.23&CDS=1-807
1771	OG0001771	YGR054W	augustus_masked-scf7180000030544-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.8&CDS=1-1785
1772	OG0001772	YGR057C	augustus_masked-scf7180000030544-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000030544-processed-gene-0.13&CDS=1-645
1773	OG0001773	YGR058W	augustus_masked-scf7180000031664-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-scf7180000031664-processed-gene-0.68&CDS=1-741
1774	OG0001774	YGR060W	augustus_masked-scf7180000030793-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000030793-processed-gene-0.1&CDS=1-921
1775	OG0001775	YGR061C	snap_masked-scf7180000030466-processed-gene-0.35-mRNA-1_1&gene=snap_masked-scf7180000030466-processed-gene-0.35&CDS=1-3981
1776	OG0001776	YGR062C	augustus_masked-scf7180000030466-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-scf7180000030466-processed-gene-0.12&CDS=1-918
1777	OG0001777	YGR063C	maker-scf7180000030466-augustus-gene-0.15-mRNA-1_1&gene=maker-scf7180000030466-augustus-gene-0.15&CDS=1-333
1778	OG0001778	YGR068C	augustus_masked-scf7180000031351-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031351-processed-gene-0.0&CDS=1-2004
1779	OG0001779	YGR074W	augustus_masked-scf7180000028623-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000028623-processed-gene-0.19&CDS=1-360
1780	OG0001780	YGR078C	snap_masked-scf7180000031473-processed-gene-0.28-mRNA-1_1&gene=snap_masked-scf7180000031473-processed-gene-0.28&CDS=1-615
1781	OG0001781	YGR080W	augustus_masked-scf7180000031578-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-scf7180000031578-processed-gene-0.53&CDS=1-957
1782	OG0001782	YGR081C	augustus_masked-scf7180000031578-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-scf7180000031578-processed-gene-0.37&CDS=1-486
1783	OG0001783	YGR082W	augustus_masked-scf7180000031578-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-scf7180000031578-processed-gene-0.46&CDS=1-516
1784	OG0001784	YGR083C	augustus_masked-scf7180000030771-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030771-processed-gene-0.2&CDS=1-1461
1785	OG0001785	YGR086C	augustus_masked-scf7180000030771-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030771-processed-gene-0.3&CDS=1-933
1786	OG0001786	YGR088W	augustus_masked-scf7180000028630-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-scf7180000028630-processed-gene-0.41&CDS=1-1665
1787	OG0001787	YGR089W	snap_masked-scf7180000031510-processed-gene-0.36-mRNA-1_1&gene=snap_masked-scf7180000031510-processed-gene-0.36&CDS=1-2073
1788	OG0001788	YGR090W	augustus_masked-scf7180000031409-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000031409-processed-gene-0.3&CDS=1-3321
1789	OG0001789	YGR091W	augustus_masked-scf7180000030594-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-scf7180000030594-processed-gene-0.9&CDS=1-1476
1790	OG0001790	YGR093W	augustus_masked-scf7180000030594-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030594-processed-gene-0.11&CDS=1-1422
1791	OG0001791	YGR094W	augustus_masked-scf7180000028673-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000028673-processed-gene-0.0&CDS=1-3147
1792	OG0001792	YGR095C	augustus_masked-scf7180000028673-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000028673-processed-gene-0.2&CDS=1-657
1793	OG0001793	YGR096W	snap_masked-scf7180000028673-processed-gene-0.5-mRNA-1_1&gene=snap_masked-scf7180000028673-processed-gene-0.5&CDS=1-846
1794	OG0001794	YGR100W	augustus_masked-scf7180000030522-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000030522-processed-gene-0.33&CDS=1-2619
1795	OG0001795	YGR101W	augustus_masked-scf7180000030462-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-scf7180000030462-processed-gene-0.19&CDS=1-903
1796	OG0001796	YGR103W	augustus_masked-scf7180000030462-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-scf7180000030462-processed-gene-0.20&CDS=1-1749
1797	OG0001797	YGR104C	augustus_masked-scf7180000030462-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-scf7180000030462-processed-gene-0.18&CDS=1-756
1798	OG0001798	YGR105W	maker-scf7180000030462-augustus-gene-0.2-mRNA-1_1&gene=maker-scf7180000030462-augustus-gene-0.2&CDS=1-228
1799	OG0001799	YGR110W	augustus_masked-scf7180000031629-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031629-processed-gene-0.31&CDS=1-1188
1800	OG0001800	YGR112W	augustus_masked-scf7180000030682-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-scf7180000030682-processed-gene-0.3&CDS=1-1020
1801	OG0001801	YGR113W	augustus_masked-scf7180000030682-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-scf7180000030682-processed-gene-0.2&CDS=1-549
1802	OG0001802	YGR116W	augustus_masked-scf7180000028615-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.155&CDS=1-4281
1803	OG0001803	YGR117C	snap_masked-scf7180000030491-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scf7180000030491-processed-gene-0.6&CDS=1-1434
1804	OG0001804	YGR119C	augustus_masked-scf7180000031525-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-scf7180000031525-processed-gene-0.13&CDS=1-876
1805	OG0001805	YGR123C	augustus_masked-scf7180000031531-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031531-processed-gene-0.1&CDS=1-1482
1806	OG0001806	YGR125W	snap_masked-scf7180000030355-processed-gene-0.13-mRNA-1_1&gene=snap_masked-scf7180000030355-processed-gene-0.13&CDS=1-2910
1807	OG0001807	YGR127W	maker-scf7180000031468-snap-gene-0.103-mRNA-1_1&gene=maker-scf7180000031468-snap-gene-0.103&CDS=1-975
1808	OG0001808	YGR128C	augustus_masked-scf7180000030355-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-scf7180000030355-processed-gene-0.44&CDS=1-2049
1809	OG0001809	YGR129W	augustus_masked-scf7180000028615-processed-gene-0.156-mRNA-1_1&gene=augustus_masked-scf7180000028615-processed-gene-0.156&CDS=1-606
1810	OG0001810	YGR132C	augustus_masked-scf7180000031573-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.31&CDS=1-1587
1811	OG0001811	YGR133W	augustus_masked-scf7180000031658-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031658-processed-gene-0.33&CDS=1-537
1812	OG0001812	YGR134W	maker-scf7180000031658-augustus-gene-0.44-mRNA-1_1&gene=maker-scf7180000031658-augustus-gene-0.44&CDS=1-2976
1813	OG0001813	YGR144W	snap_masked-scf7180000030688-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scf7180000030688-processed-gene-0.8&CDS=1-1002
1814	OG0001814	YGR145W	genemark-scf7180000031064-processed-gene-0.12-mRNA-1_1&gene=genemark-scf7180000031064-processed-gene-0.12&CDS=1-1887
1815	OG0001815	YGR147C	augustus_masked-scf7180000030557-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-scf7180000030557-processed-gene-0.11&CDS=1-594
1816	OG0001816	YGR148C	augustus_masked-scf7180000031540-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-scf7180000031540-processed-gene-0.33&CDS=1-432
1817	OG0001817	YGR149W	augustus_masked-scf7180000031434-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-scf7180000031434-processed-gene-0.24&CDS=1-1167
1818	OG0001818	YGR150C	augustus_masked-scf7180000030557-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scf7180000030557-processed-gene-0.14&CDS=1-2163
1819	OG0001819	YGR155W	augustus_masked-scf7180000030695-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-scf7180000030695-processed-gene-0.6&CDS=1-1509
1820	OG0001820	YGR158C	snap_masked-scf7180000031677-processed-gene-0.73-mRNA-1_1&gene=snap_masked-scf7180000031677-processed-gene-0.73&CDS=1-732
1821	OG0001821	YGR159C	augustus_masked-scf7180000031689-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-scf7180000031689-processed-gene-0.0&CDS=1-1299
1822	OG0001822	YGR161C	snap_masked-scf7180000031348-processed-gene-0.16-mRNA-1_1&gene=snap_masked-scf7180000031348-processed-gene-0.16&CDS=1-666
1823	OG0001823	YGR163W	maker-scf7180000031400-augustus-gene-0.9-mRNA-1_1&gene=maker-scf7180000031400-augustus-gene-0.9&CDS=1-1026
1824	OG0001824	YGR165W	augustus_masked-scf7180000028685-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000028685-processed-gene-0.1&CDS=1-1548
1825	OG0001825	YGR167W	augustus_masked-scf7180000031277-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-scf7180000031277-processed-gene-0.10&CDS=1-630
1826	OG0001826	YGR170W	augustus_masked-scf7180000031662-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-scf7180000031662-processed-gene-0.15&CDS=1-2814
1827	OG0001827	YGR173W	augustus_masked-scf7180000031419-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scf7180000031419-processed-gene-0.1&CDS=1-1101
1828	OG0001828	YGR174C	augustus_masked-scf7180000031439-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-scf7180000031439-processed-gene-0.32&CDS=1-411
1829	OG0001829	YGR175C	augustus_masked-scf7180000031439-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031439-processed-gene-0.38&CDS=1-1458
1830	OG0001830	YGR178C	snap_masked-scf7180000031290-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scf7180000031290-processed-gene-0.12&CDS=1-1779
1831	OG0001831	YGR181W	snap_masked-scf7180000031573-processed-gene-0.95-mRNA-1_1&gene=snap_masked-scf7180000031573-processed-gene-0.95&CDS=1-303
1832	OG0001832	YGR184C	genemark-scf7180000031573-processed-gene-0.52-mRNA-1_1&gene=genemark-scf7180000031573-processed-gene-0.52&CDS=1-5970
1833	OG0001833	YGR185C	augustus_masked-scf7180000031573-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-scf7180000031573-processed-gene-0.38&CDS=1-1176
