	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034629_Pichia_exigua
1208	OG0001208	YFR011C	augustus_masked-flattened_line_10-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.49&CDS=1-420
1209	OG0001209	YFR016C	augustus_masked-flattened_line_0-processed-gene-3.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.96&CDS=1-2829
1210	OG0001210	YFR019W	augustus_masked-flattened_line_132-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.9&CDS=1-5730
1211	OG0001211	YFR021W	augustus_masked-flattened_line_58-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.118&CDS=1-7356
1212	OG0001212	YFR024C-A	augustus_masked-flattened_line_8-processed-gene-3.185-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.185&CDS=1-1209
1213	OG0001213	YFR025C	snap_masked-flattened_line_30-processed-gene-0.170-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.170&CDS=1-1011
1214	OG0001214	YFR028C	snap_masked-flattened_line_34-processed-gene-0.194-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.194&CDS=1-1608
1215	OG0001215	YFR029W	augustus_masked-flattened_line_54-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.184&CDS=1-2238
1216	OG0001216	YFR030W	maker-flattened_line_60-augustus-gene-0.119-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.119&CDS=1-4659
1217	OG0001217	YFR031C	augustus_masked-flattened_line_56-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.167&CDS=1-3516
1218	OG0001218	YFR032C-A	augustus_masked-flattened_line_56-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.189&CDS=1-198
1219	OG0001219	YFR033C	augustus_masked-flattened_line_46-processed-gene-0.180-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.180&CDS=1-405
1220	OG0001220	YFR037C	augustus_masked-flattened_line_78-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.102&CDS=1-1701
1221	OG0001221	YFR044C	augustus_masked-flattened_line_124-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.1&CDS=1-4194
1222	OG0001222	YFR045W	augustus_masked-flattened_line_84-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_84-processed-gene-0.36&CDS=1-1017
1223	OG0001223	YFR047C	augustus_masked-flattened_line_50-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.17&CDS=1-870
1224	OG0001224	YFR048W	augustus_masked-flattened_line_4-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.97&CDS=1-2184
1225	OG0001225	YFR050C	augustus_masked-flattened_line_52-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.104&CDS=1-822
1226	OG0001226	YFR051C	augustus_masked-flattened_line_4-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.71&CDS=1-2079
1227	OG0001227	YFR052W	augustus_masked-flattened_line_18-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.27&CDS=1-819
1228	OG0001228	YGL001C	augustus_masked-flattened_line_58-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.119&CDS=1-1056
1229	OG0001229	YGL004C	augustus_masked-flattened_line_2-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.190&CDS=1-1248
1230	OG0001230	YGL005C	augustus_masked-flattened_line_2-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.162&CDS=1-924
1231	OG0001231	YGL006W	augustus_masked-flattened_line_2-processed-gene-4.191-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.191&CDS=1-3744
1232	OG0001232	YGL008C	augustus_masked-flattened_line_24-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.9&CDS=1-2724
1233	OG0001233	YGL009C	maker-flattened_line_28-augustus-gene-0.135-mRNA-1_1&gene=maker-flattened_line_28-augustus-gene-0.135&CDS=1-3669
1234	OG0001234	YGL011C	augustus_masked-flattened_line_60-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.51&CDS=1-756
1235	OG0001235	YGL012W	augustus_masked-flattened_line_60-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.24&CDS=1-1359
1236	OG0001236	YGL016W	augustus_masked-flattened_line_2-processed-gene-4.192-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.192&CDS=1-3039
1237	OG0001237	YGL017W	augustus_masked-flattened_line_92-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.9&CDS=1-1128
1238	OG0001238	YGL018C	augustus_masked-flattened_line_12-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.87&CDS=1-561
1239	OG0001239	YGL019W	augustus_masked-flattened_line_2-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.76&CDS=1-867
1240	OG0001240	YGL022W	augustus_masked-flattened_line_48-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.45&CDS=1-2262
1241	OG0001241	YGL026C	augustus_masked-flattened_line_46-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.149&CDS=1-2097
1242	OG0001242	YGL027C	maker-flattened_line_46-augustus-gene-0.63-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.63&CDS=1-2703
1243	OG0001243	YGL028C	augustus_masked-flattened_line_4-processed-gene-2.119-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.119&CDS=1-2355
1244	OG0001244	YGL030W	maker-flattened_line_4-snap-gene-2.52-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.52&CDS=1-315
1245	OG0001245	YGL037C	snap_masked-flattened_line_0-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.11&CDS=1-546
1246	OG0001246	YGL040C	augustus_masked-flattened_line_112-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.13&CDS=1-1032
1247	OG0001247	YGL043W	genemark-flattened_line_42-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.58&CDS=1-882
1248	OG0001248	YGL048C	snap_masked-flattened_line_8-processed-gene-3.138-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.138&CDS=1-1209
1249	OG0001249	YGL050W	augustus_masked-flattened_line_6-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.69&CDS=1-861
1250	OG0001250	YGL054C	augustus_masked-flattened_line_22-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.121&CDS=1-411
1251	OG0001251	YGL055W	augustus_masked-flattened_line_14-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.47&CDS=1-1467
1252	OG0001252	YGL058W	augustus_masked-flattened_line_50-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.0&CDS=1-543
1253	OG0001253	YGL059W	augustus_masked-flattened_line_20-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.107&CDS=1-1434
1254	OG0001254	YGL064C	augustus_masked-flattened_line_20-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.15&CDS=1-1518
1255	OG0001255	YGL065C	augustus_masked-flattened_line_6-processed-gene-3.239-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.239&CDS=1-1380
1256	OG0001256	YGL066W	augustus_masked-flattened_line_66-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.33&CDS=1-1386
1257	OG0001257	YGL067W	genemark-flattened_line_14-processed-gene-2.182-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.182&CDS=1-1794
1258	OG0001258	YGL068W	augustus_masked-flattened_line_4-processed-gene-3.73-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.73&CDS=1-519
1259	OG0001259	YGL070C	augustus_masked-flattened_line_4-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.35&CDS=1-339
1260	OG0001260	YGL073W	snap_masked-flattened_line_52-processed-gene-0.206-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.206&CDS=1-2679
1261	OG0001261	YGL078C	augustus_masked-flattened_line_88-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_88-processed-gene-0.4&CDS=1-4683
1262	OG0001262	YGL079W	snap_masked-flattened_line_16-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-0.64&CDS=1-624
1263	OG0001263	YGL080W	augustus_masked-flattened_line_56-processed-gene-0.166-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.166&CDS=1-369
1264	OG0001264	YGL083W	augustus_masked-flattened_line_6-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.61&CDS=1-2505
1265	OG0001265	YGL084C	augustus_masked-flattened_line_12-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.122&CDS=1-1728
1266	OG0001266	YGL085W	augustus_masked-flattened_line_12-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.100&CDS=1-684
1267	OG0001267	YGL087C	augustus_masked-flattened_line_130-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_130-processed-gene-0.31&CDS=1-414
1268	OG0001268	YGL091C	augustus_masked-flattened_line_54-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.137&CDS=1-981
1269	OG0001269	YGL094C	augustus_masked-flattened_line_2-processed-gene-4.178-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.178&CDS=1-6375
1270	OG0001270	YGL095C	augustus_masked-flattened_line_2-processed-gene-4.177-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.177&CDS=1-1782
1271	OG0001271	YGL097W	augustus_masked-flattened_line_62-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.177&CDS=1-1485
1272	OG0001272	YGL099W	augustus_masked-flattened_line_16-processed-gene-2.141-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.141&CDS=1-2205
1273	OG0001273	YGL100W	augustus_masked-flattened_line_38-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.169&CDS=1-969
1274	OG0001274	YGL103W	maker-flattened_line_110-augustus-gene-0.22-mRNA-1_1&gene=maker-flattened_line_110-augustus-gene-0.22&CDS=1-1137
1275	OG0001275	YGL105W	augustus_masked-flattened_line_110-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.33&CDS=1-2181
1276	OG0001276	YGL106W	augustus_masked-flattened_line_110-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.32&CDS=1-426
1277	OG0001277	YGL110C	augustus_masked-flattened_line_110-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.40&CDS=1-2076
1278	OG0001278	YGL111W	augustus_masked-flattened_line_38-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.134&CDS=1-1377
1279	OG0001279	YGL112C	augustus_masked-flattened_line_22-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.83&CDS=1-1587
1280	OG0001280	YGL114W	augustus_masked-flattened_line_24-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.116&CDS=1-2319
1281	OG0001281	YGL115W	augustus_masked-flattened_line_24-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.117&CDS=1-993
1282	OG0001282	YGL119W	augustus_masked-flattened_line_26-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.61&CDS=1-1836
1283	OG0001283	YGL122C	augustus_masked-flattened_line_112-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.1&CDS=1-1542
1284	OG0001284	YGL123W	augustus_masked-flattened_line_112-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.8&CDS=1-726
1285	OG0001285	YGL124C	augustus_masked-flattened_line_40-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.108&CDS=1-2112
1286	OG0001286	YGL125W	augustus_masked-flattened_line_20-processed-gene-1.117-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.117&CDS=1-1836
1287	OG0001287	YGL127C	augustus_masked-flattened_line_4-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.17&CDS=1-477
1288	OG0001288	YGL129C	augustus_masked-flattened_line_62-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.141&CDS=1-1386
1289	OG0001289	YGL130W	augustus_masked-flattened_line_62-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.172&CDS=1-1437
1290	OG0001290	YGL131C	snap_masked-flattened_line_62-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.73&CDS=1-5262
1291	OG0001291	YGL136C	augustus_masked-flattened_line_16-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.125&CDS=1-1026
1292	OG0001292	YGL137W	augustus_masked-flattened_line_16-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.145&CDS=1-2643
1293	OG0001293	YGL140C	augustus_masked-flattened_line_26-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.81&CDS=1-3129
1294	OG0001294	YGL141W	maker-flattened_line_6-snap-gene-3.98-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.98&CDS=1-3012
1295	OG0001295	YGL142C	augustus_masked-flattened_line_64-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.13&CDS=1-1527
1296	OG0001296	YGL143C	snap_masked-flattened_line_76-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.101&CDS=1-1203
1297	OG0001297	YGL148W	augustus_masked-flattened_line_40-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.76&CDS=1-1122
1298	OG0001298	YGL150C	augustus_masked-flattened_line_60-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.16&CDS=1-3957
1299	OG0001299	YGL153W	augustus_masked-flattened_line_60-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.40&CDS=1-1143
1300	OG0001300	YGL155W	augustus_masked-flattened_line_114-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.9&CDS=1-1077
1301	OG0001301	YGL156W	snap_masked-flattened_line_112-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_112-processed-gene-0.22&CDS=1-3387
1302	OG0001302	YGL159W	augustus_masked-flattened_line_14-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.22&CDS=1-1023
1303	OG0001303	YGL160W	augustus_masked-flattened_line_28-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.80&CDS=1-1536
1304	OG0001304	YGL161C	augustus_masked-flattened_line_2-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.61&CDS=1-855
1305	OG0001305	YGL164C	snap_masked-flattened_line_4-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.95&CDS=1-1257
1306	OG0001306	YGL167C	augustus_masked-flattened_line_54-processed-gene-0.167-mRNA-1_1&gene=augustus_masked-flattened_line_54-processed-gene-0.167&CDS=1-2829
1307	OG0001307	YGL169W	augustus_masked-flattened_line_68-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.37&CDS=1-1110
1308	OG0001308	YGL171W	augustus_masked-flattened_line_20-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.128&CDS=1-1665
1309	OG0001309	YGL172W	snap_masked-flattened_line_56-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.110&CDS=1-1656
1310	OG0001310	YGL173C	augustus_masked-flattened_line_56-processed-gene-0.147-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.147&CDS=1-4683
1311	OG0001311	YGL174W	augustus_masked-flattened_line_56-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.177&CDS=1-843
1312	OG0001312	YGL178W	augustus_masked-flattened_line_8-processed-gene-3.153-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.153&CDS=1-1902
1313	OG0001313	YGL179C	augustus_masked-flattened_line_82-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.72&CDS=1-3741
1314	OG0001314	YGL180W	augustus_masked-flattened_line_40-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.78&CDS=1-2622
1315	OG0001315	YGL183C	augustus_masked-flattened_line_38-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.151&CDS=1-1809
1316	OG0001316	YGL184C	augustus_masked-flattened_line_154-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.7&CDS=1-1170
1317	OG0001317	YGL186C	augustus_masked-flattened_line_4-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.77&CDS=1-1671
1318	OG0001318	YGL187C	augustus_masked-flattened_line_28-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.70&CDS=1-453
1319	OG0001319	YGL190C	augustus_masked-flattened_line_28-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.50&CDS=1-1821
1320	OG0001320	YGL192W	maker-flattened_line_28-snap-gene-0.10-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.10&CDS=1-2115
1321	OG0001321	YGL194C	augustus_masked-flattened_line_60-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.25&CDS=1-1401
1322	OG0001322	YGL195W	augustus_masked-flattened_line_16-processed-gene-2.150-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.150&CDS=1-8142
1323	OG0001323	YGL196W	augustus_masked-flattened_line_22-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.67&CDS=1-1287
1324	OG0001324	YGL200C	augustus_masked-flattened_line_10-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.48&CDS=1-600
1325	OG0001325	YGL201C	augustus_masked-flattened_line_4-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.80&CDS=1-2928
1326	OG0001326	YGL202W	augustus_masked-flattened_line_2-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.44&CDS=1-1422
1327	OG0001327	YGL203C	genemark-flattened_line_10-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.14&CDS=1-3693
1328	OG0001328	YGL205W	augustus_masked-flattened_line_82-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.75&CDS=1-2100
1329	OG0001329	YGL206C	augustus_masked-flattened_line_34-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.150&CDS=1-4986
1330	OG0001330	YGL207W	augustus_masked-flattened_line_68-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.31&CDS=1-3093
1331	OG0001331	YGL211W	augustus_masked-flattened_line_52-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.117&CDS=1-1134
1332	OG0001332	YGL212W	augustus_masked-flattened_line_32-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.24&CDS=1-1053
1333	OG0001333	YGL213C	augustus_masked-flattened_line_32-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.62&CDS=1-1119
1334	OG0001334	YGL215W	augustus_masked-flattened_line_126-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.21&CDS=1-1380
1335	OG0001335	YGL216W	augustus_masked-flattened_line_66-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.44&CDS=1-3801
1336	OG0001336	YGL221C	augustus_masked-flattened_line_14-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.53&CDS=1-816
1337	OG0001337	YGL224C	augustus_masked-flattened_line_132-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_132-processed-gene-0.7&CDS=1-891
1338	OG0001338	YGL225W	augustus_masked-flattened_line_50-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.51&CDS=1-1044
1339	OG0001339	YGL231C	augustus_masked-flattened_line_10-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.83&CDS=1-537
1340	OG0001340	YGL233W	augustus_masked-flattened_line_10-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.69&CDS=1-2295
1341	OG0001341	YGL234W	augustus_masked-flattened_line_8-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.166&CDS=1-2379
1342	OG0001342	YGL236C	genemark-flattened_line_50-processed-gene-0.199-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-0.199&CDS=1-1923
1343	OG0001343	YGL237C	augustus_masked-flattened_line_50-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.20&CDS=1-834
1344	OG0001344	YGL238W	augustus_masked-flattened_line_50-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.55&CDS=1-2928
1345	OG0001345	YGL240W	augustus_masked-flattened_line_14-processed-gene-1.27-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.27&CDS=1-747
1346	OG0001346	YGL241W	augustus_masked-flattened_line_4-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.96&CDS=1-3096
1347	OG0001347	YGL242C	augustus_masked-flattened_line_148-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_148-processed-gene-0.13&CDS=1-537
1348	OG0001348	YGL244W	augustus_masked-flattened_line_4-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.109&CDS=1-1557
1349	OG0001349	YGL245W	augustus_masked-flattened_line_4-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.110&CDS=1-2130
1350	OG0001350	YGL246C	augustus_masked-flattened_line_4-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.98&CDS=1-1191
1351	OG0001351	YGL247W	augustus_masked-flattened_line_4-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.93&CDS=1-1464
1352	OG0001352	YGL248W	augustus_masked-flattened_line_52-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_52-processed-gene-0.131&CDS=1-1197
1353	OG0001353	YGL251C	augustus_masked-flattened_line_74-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.96&CDS=1-3993
1354	OG0001354	YGL252C	augustus_masked-flattened_line_0-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.35&CDS=1-2013
1355	OG0001355	YGL255W	augustus_masked-flattened_line_16-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.144&CDS=1-1137
1356	OG0001356	YGR001C	genemark-flattened_line_14-processed-gene-2.139-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.139&CDS=1-681
1357	OG0001357	YGR002C	augustus_masked-flattened_line_14-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.44&CDS=1-2109
1358	OG0001358	YGR005C	augustus_masked-flattened_line_2-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.84&CDS=1-1374
1359	OG0001359	YGR007W	augustus_masked-flattened_line_2-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.132&CDS=1-1817
1360	OG0001360	YGR012W	augustus_masked-flattened_line_4-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.142&CDS=1-1155
1361	OG0001361	YGR014W	snap_masked-flattened_line_2-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-0.0&CDS=1-3615
1362	OG0001362	YGR017W	augustus_masked-flattened_line_76-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.92&CDS=1-945
1363	OG0001363	YGR020C	augustus_masked-flattened_line_76-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.85&CDS=1-366
1364	OG0001364	YGR021W	augustus_masked-flattened_line_76-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.63&CDS=1-837
1365	OG0001365	YGR024C	augustus_masked-flattened_line_20-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.109&CDS=1-804
1366	OG0001366	YGR028W	augustus_masked-flattened_line_36-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.69&CDS=1-1068
1367	OG0001367	YGR029W	maker-flattened_line_6-augustus-gene-3.5-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.5&CDS=1-588
1368	OG0001368	YGR031W	augustus_masked-flattened_line_176-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_176-processed-gene-0.4&CDS=1-1941
1369	OG0001369	YGR033C	augustus_masked-flattened_line_162-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_162-processed-gene-0.3&CDS=1-696
1370	OG0001370	YGR036C	augustus_masked-flattened_line_10-processed-gene-2.211-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.211&CDS=1-681
1371	OG0001371	YGR037C	augustus_masked-flattened_line_122-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_122-processed-gene-0.12&CDS=1-258
