	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034939_Komagataella_pseudopastoris
1714	OG0001714	YIL103W	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.96&CDS=1-1269
1715	OG0001715	YIL104C	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.135-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.135&CDS=1-1533
1716	OG0001716	YIL105C	augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.76&CDS=1-1998
1717	OG0001717	YIL106W	genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.20-mRNA-1_1&gene=genemark-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.20&CDS=1-786
1718	OG0001718	YIL108W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-3.171-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-3.171&CDS=1-1938
1719	OG0001719	YIL110W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.33&CDS=1-1059
1720	OG0001720	YIL112W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.12&CDS=1-2511
1721	OG0001721	YIL113W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.11&CDS=1-828
1722	OG0001722	YIL116W	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.87-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.87&CDS=1-1170
1723	OG0001723	YIL118W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.4&CDS=1-702
1724	OG0001724	YIL124W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.160-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.160&CDS=1-876
1725	OG0001725	YIL125W	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.117&CDS=1-3003
1726	OG0001726	YIL128W	augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.129-mRNA-1_1&gene=augustus_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.129&CDS=1-3024
1727	OG0001727	YIL129C	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-1.3&CDS=1-8877
1728	OG0001728	YIL134W	augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.82&CDS=1-915
1729	OG0001729	YIL136W	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.115&CDS=1-1074
1730	OG0001730	YIL139C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.97&CDS=1-720
1731	OG0001731	YIL140W	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.78-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.78&CDS=1-2295
1732	OG0001732	YIL142W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-1.79&CDS=1-1575
1733	OG0001733	YIL143C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.124&CDS=1-2463
1734	OG0001734	YIL144W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.149-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.149&CDS=1-1989
1735	OG0001735	YIL147C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.92-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.92&CDS=1-3642
1736	OG0001736	YIL150C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.90&CDS=1-1677
1737	OG0001737	YIL154C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.101-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.101&CDS=1-1479
1738	OG0001738	YIL155C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.98-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.98&CDS=1-2001
1739	OG0001739	YIL156W-B	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.61-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-0.61&CDS=1-219
1740	OG0001740	YIL157C	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.261-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.261&CDS=1-558
1741	OG0001741	YIL160C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.100&CDS=1-1263
1742	OG0001742	YIL164C	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.51-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.51&CDS=1-918
1743	OG0001743	YIL166C	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.141-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.141&CDS=1-1683
1744	OG0001744	YIR002C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.72&CDS=1-2991
1745	OG0001745	YIR005W	snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.85&CDS=1-558
1746	OG0001746	YIR006C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.50&CDS=1-4602
1747	OG0001747	YIR007W	augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.128-mRNA-1_1&gene=augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.128&CDS=1-3882
1748	OG0001748	YIR008C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.69-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-4.69&CDS=1-1365
1749	OG0001749	YIR009W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.92&CDS=1-330
1750	OG0001750	YIR011C	augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-1.61&CDS=1-1239
1751	OG0001751	YIR012W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-2.62&CDS=1-1278
1752	OG0001752	YIR015W	genemark-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.21-mRNA-1_1&gene=genemark-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.21&CDS=1-405
1753	OG0001753	YIR022W	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-7.168-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-7.168&CDS=1-1656
1754	OG0001754	YIR023W	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.137&CDS=1-2595
1755	OG0001755	YIR026C	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-3.12&CDS=1-1809
1756	OG0001756	YIR027C	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.33&CDS=1-1983
1757	OG0001757	YIR029W	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.12&CDS=1-1011
1758	OG0001758	YIR030C	genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-1.51&CDS=1-660
1759	OG0001759	YIR032C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-4.110&CDS=1-603
1760	OG0001760	YIR034C	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.163&CDS=1-1101
1761	OG0001761	YIR037W	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.28&CDS=1-483
1762	OG0001762	YIR038C	augustus_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.130&CDS=1-708
1763	OG0001763	YJL001W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-0.59&CDS=1-648
1764	OG0001764	YJL002C	maker-NODE_2_length_799181_cov_33.4065_ID_3-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_2_length_799181_cov_33.4065_ID_3-snap-gene-0.0&CDS=1-2826
1765	OG0001765	YJL005W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-3.123&CDS=1-4941
1766	OG0001766	YJL006C	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.202-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.202&CDS=1-1026
1767	OG0001767	YJL008C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.277-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.277&CDS=1-1683
1768	OG0001768	YJL011C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.216-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.216&CDS=1-453
1769	OG0001769	YJL012C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.50-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-3.50&CDS=1-2118
1770	OG0001770	YJL019W	augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.77-mRNA-1_1&gene=augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.77&CDS=1-1893
1771	OG0001771	YJL024C	augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-1.89&CDS=1-534
1772	OG0001772	YJL025W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-5.87-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-5.87&CDS=1-1446
1773	OG0001773	YJL026W	maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.13-mRNA-1_1&gene=maker-NODE_3_length_777129_cov_32.6323_ID_5-augustus-gene-6.13&CDS=1-2733
1774	OG0001774	YJL029C	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.231-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-4.231&CDS=1-2619
1775	OG0001775	YJL031C	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.260-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.260&CDS=1-909
1776	OG0001776	YJL033W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.79-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-6.79&CDS=1-2307
1777	OG0001777	YJL035C	maker-NODE_4_length_670543_cov_35.4121_ID_7-augustus-gene-1.122-mRNA-1_1&gene=maker-NODE_4_length_670543_cov_35.4121_ID_7-augustus-gene-1.122&CDS=1-1311
1778	OG0001778	YJL036W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-1.27&CDS=1-1965
1779	OG0001779	YJL039C	snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.102-mRNA-1_1&gene=snap_masked-NODE_9_length_485800_cov_32.7032_ID_17-processed-gene-1.102&CDS=1-4941
1780	OG0001780	YJL041W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.8&CDS=1-2256
1781	OG0001781	YJL044C	augustus_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.146&CDS=1-1305
1782	OG0001782	YJL046W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.172-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.172&CDS=1-1638
1783	OG0001783	YJL049W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.67&CDS=1-1248
1784	OG0001784	YJL050W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-0.41&CDS=1-3189
1785	OG0001785	YJL053W	snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_15_length_232599_cov_41.4502_ID_29-processed-gene-1.98&CDS=1-891
1786	OG0001786	YJL054W	genemark-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.15&CDS=1-1359
1787	OG0001787	YJL056C	snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.111-mRNA-1_1&gene=snap_masked-NODE_11_length_354078_cov_37.7079_ID_21-processed-gene-0.111&CDS=1-2226
1788	OG0001788	YJL057C	snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.200-mRNA-1_1&gene=snap_masked-NODE_17_length_170323_cov_32.1895_ID_33-processed-gene-0.200&CDS=1-1569
1789	OG0001789	YJL060W	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.256-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-6.256&CDS=1-1272
1790	OG0001790	YJL062W-A	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.119&CDS=1-255
1791	OG0001791	YJL063C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.76-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.76&CDS=1-633
1792	OG0001792	YJL066C	augustus_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-0.20&CDS=1-807
1793	OG0001793	YJL068C	snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_2_length_799181_cov_33.4065_ID_3-processed-gene-2.31&CDS=1-897
1794	OG0001794	YJL069C	snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_10_length_408594_cov_38.2114_ID_19-processed-gene-2.100&CDS=1-1575
1795	OG0001795	YJL072C	maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-7.164-mRNA-1_1&gene=maker-NODE_1_length_1101463_cov_32.2612_ID_1-augustus-gene-7.164&CDS=1-2334
1796	OG0001796	YJL074C	maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-2.49-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-augustus-gene-2.49&CDS=1-4770
1797	OG0001797	YJL081C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-8.60&CDS=1-1404
1798	OG0001798	YJL085W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.239-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-3.239&CDS=1-1863
1799	OG0001799	YJL087C	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.8&CDS=1-2556
1800	OG0001800	YJL088W	snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NODE_3_length_777129_cov_32.6323_ID_5-processed-gene-2.31&CDS=1-1026
1801	OG0001801	YJL090C	snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_21_length_119628_cov_43.4068_ID_41-processed-gene-0.40&CDS=1-1854
1802	OG0001802	YJL091C	snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.86-mRNA-1_1&gene=snap_masked-NODE_13_length_247998_cov_32.6609_ID_25-processed-gene-1.86&CDS=1-1545
1803	OG0001803	YJL094C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-10.41&CDS=1-1503
1804	OG0001804	YJL096W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.116&CDS=1-480
1805	OG0001805	YJL097W	snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.117-mRNA-1_1&gene=snap_masked-NODE_7_length_555879_cov_32.5039_ID_13-processed-gene-3.117&CDS=1-621
1806	OG0001806	YJL101C	snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.57-mRNA-1_1&gene=snap_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-2.57&CDS=1-1974
1807	OG0001807	YJL102W	maker-NODE_15_length_232599_cov_41.4502_ID_29-augustus-gene-0.40-mRNA-1_1&gene=maker-NODE_15_length_232599_cov_41.4502_ID_29-augustus-gene-0.40&CDS=1-3201
1808	OG0001808	YJL104W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.58&CDS=1-465
1809	OG0001809	YJL106W	snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.39&CDS=1-2133
1810	OG0001810	YJL108C	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-0.60&CDS=1-8838
1811	OG0001811	YJL111W	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.2-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-2.2&CDS=1-1638
1812	OG0001812	YJL117W	augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.73&CDS=1-981
1813	OG0001813	YJL121C	augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.86&CDS=1-2973
1814	OG0001814	YJL123C	augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-5.34&CDS=1-1173
1815	OG0001815	YJL124C	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.151-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.151&CDS=1-471
1816	OG0001816	YJL125C	snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.152-mRNA-1_1&gene=snap_masked-NODE_16_length_203096_cov_33.4034_ID_31-processed-gene-1.152&CDS=1-1074
1817	OG0001817	YJL127C	maker-NODE_19_length_154961_cov_31.7871_ID_37-snap-gene-0.166-mRNA-1_1&gene=maker-NODE_19_length_154961_cov_31.7871_ID_37-snap-gene-0.166&CDS=1-2328
1818	OG0001818	YJL128C	augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_584922_cov_32.2926_ID_11-processed-gene-0.37&CDS=1-5295
1819	OG0001819	YJL131C	augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.85&CDS=1-999
1820	OG0001820	YJL132W	snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.159-mRNA-1_1&gene=snap_masked-NODE_8_length_499880_cov_32.4034_ID_15-processed-gene-1.159&CDS=1-2238
1821	OG0001821	YJL140W	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.3&CDS=1-558
1822	OG0001822	YJL141C	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.39&CDS=1-2205
1823	OG0001823	YJL143W	maker-NODE_19_length_154961_cov_31.7871_ID_37-augustus-gene-0.175-mRNA-1_1&gene=maker-NODE_19_length_154961_cov_31.7871_ID_37-augustus-gene-0.175&CDS=1-2472
1824	OG0001824	YJL148W	augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_612577_cov_31.9479_ID_9-processed-gene-5.108&CDS=1-516
1825	OG0001825	YJL153C	snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_19_length_154961_cov_31.7871_ID_37-processed-gene-0.46&CDS=1-1575
1826	OG0001826	YJL154C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-3.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-3.95&CDS=1-2538
1827	OG0001827	YJL155C	snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.128-mRNA-1_1&gene=snap_masked-NODE_12_length_307513_cov_36.2426_ID_23-processed-gene-1.128&CDS=1-1347
1828	OG0001828	YJL156C	snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_14_length_242937_cov_32.3739_ID_27-processed-gene-1.37&CDS=1-2505
1829	OG0001829	YJL163C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.154-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-7.154&CDS=1-1707
1830	OG0001830	YJL166W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.108-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.108&CDS=1-279
1831	OG0001831	YJL167W	snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.133-mRNA-1_1&gene=snap_masked-NODE_4_length_670543_cov_35.4121_ID_7-processed-gene-2.133&CDS=1-1062
1832	OG0001832	YJL168C	snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.147-mRNA-1_1&gene=snap_masked-NODE_1_length_1101463_cov_32.2612_ID_1-processed-gene-5.147&CDS=1-2169
1833	OG0001833	YJL171C	maker-NODE_9_length_485800_cov_32.7032_ID_17-snap-gene-1.112-mRNA-1_1&gene=maker-NODE_9_length_485800_cov_32.7032_ID_17-snap-gene-1.112&CDS=1-2328
