	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034999_Cephaloascus_fragrans
2090	OG0002090	YJL141C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-0.117&CDS=1-2109
2091	OG0002091	YJL143W	maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-0.5&CDS=1-462
2092	OG0002092	YJL145W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.127&CDS=1-1185
2093	OG0002093	YJL148W	maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-9.152-mRNA-1_1&gene=maker-NODE_1_length_1709425_cov_12.0966_ID_1-augustus-gene-9.152&CDS=1-717
2094	OG0002094	YJL153C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-8.90&CDS=1-1569
2095	OG0002095	YJL154C	genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.138-mRNA-1_1&gene=genemark-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.138&CDS=1-2529
2096	OG0002096	YJL155C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.113&CDS=1-1347
2097	OG0002097	YJL156C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-0.99&CDS=1-2274
2098	OG0002098	YJL157C	genemark-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.100&CDS=1-2274
2099	OG0002099	YJL163C	genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.74-mRNA-1_1&gene=genemark-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.74&CDS=1-1782
2100	OG0002100	YJL166W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.95&CDS=1-285
2101	OG0002101	YJL167W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.92&CDS=1-1056
2102	OG0002102	YJL168C	augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.12&CDS=1-2250
2103	OG0002103	YJL176C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.130-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.130&CDS=1-2706
2104	OG0002104	YJL179W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.112&CDS=1-357
2105	OG0002105	YJL180C	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.128&CDS=1-1014
2106	OG0002106	YJL183W	genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.34-mRNA-1_1&gene=genemark-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.34&CDS=1-1239
2107	OG0002107	YJL184W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-5.127&CDS=1-342
2108	OG0002108	YJL187C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.36-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-6.36&CDS=1-2217
2109	OG0002109	YJL197W	augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.207-mRNA-1_1&gene=augustus_masked-NODE_9_length_391580_cov_11.7675_ID_17-processed-gene-2.207&CDS=1-3993
2110	OG0002110	YJL200C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.21&CDS=1-2397
2111	OG0002111	YJL201W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.44-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.44&CDS=1-1749
2112	OG0002112	YJL203W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-3.77&CDS=1-1368
2113	OG0002113	YJL204C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.45&CDS=1-2433
2114	OG0002114	YJL205C	genemark-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.154-mRNA-1_1&gene=genemark-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-11.154&CDS=1-159
2115	OG0002115	YJL207C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-6.0-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-6.0&CDS=1-5262
2116	OG0002116	YJL208C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.8&CDS=1-972
2117	OG0002117	YJL209W	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-12.24&CDS=1-2061
2118	OG0002118	YJL218W	maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-3.47-mRNA-1_1&gene=maker-NODE_4_length_1243373_cov_12.0868_ID_7-augustus-gene-3.47&CDS=1-666
2119	OG0002119	YJR001W	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.34-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-2.34&CDS=1-1836
2120	OG0002120	YJR002W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.139-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.139&CDS=1-1767
2121	OG0002121	YJR003C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.14&CDS=1-1590
2122	OG0002122	YJR006W	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.45&CDS=1-1452
2123	OG0002123	YJR007W	augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.19&CDS=1-897
2124	OG0002124	YJR008W	augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-NODE_16_length_236357_cov_12.4859_ID_31-processed-gene-1.20&CDS=1-975
2125	OG0002125	YJR010C-A	snap_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.97-mRNA-1_1&gene=snap_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.97&CDS=1-255
2126	OG0002126	YJR010W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-4.17&CDS=1-1641
2127	OG0002127	YJR013W	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.3&CDS=1-1248
2128	OG0002128	YJR014W	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.5-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-1.5&CDS=1-582
2129	OG0002129	YJR016C	augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.24-mRNA-1_1&gene=augustus_masked-NODE_2_length_1483094_cov_12.2697_ID_3-processed-gene-3.24&CDS=1-1773
2130	OG0002130	YJR017C	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.14&CDS=1-501
2131	OG0002131	YJR019C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-1.121&CDS=1-897
2132	OG0002132	YJR022W	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.34&CDS=1-291
2133	OG0002133	YJR024C	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-0.16&CDS=1-774
2134	OG0002134	YJR025C	maker-NODE_34_length_52672_cov_12.626_ID_67-augustus-gene-0.54-mRNA-1_1&gene=maker-NODE_34_length_52672_cov_12.626_ID_67-augustus-gene-0.54&CDS=1-513
2135	OG0002135	YJR032W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.13-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.13&CDS=1-1110
2136	OG0002136	YJR033C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.33&CDS=1-3816
2137	OG0002137	YJR034W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.12-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.12&CDS=1-336
2138	OG0002138	YJR035W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.3&CDS=1-3495
2139	OG0002139	YJR036C	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.122&CDS=1-2718
2140	OG0002140	YJR040W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.119&CDS=1-2283
2141	OG0002141	YJR041C	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.135&CDS=1-3456
2142	OG0002142	YJR042W	augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_10_length_360733_cov_12.93_ID_19-processed-gene-1.120&CDS=1-2214
2143	OG0002143	YJR044C	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.4&CDS=1-393
2144	OG0002144	YJR046W	augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_19_length_196446_cov_12.3899_ID_37-processed-gene-0.54&CDS=1-930
2145	OG0002145	YJR050W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-11.26&CDS=1-846
2146	OG0002146	YJR052W	augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.20&CDS=1-1746
2147	OG0002147	YJR053W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.26&CDS=1-1773
2148	OG0002148	YJR055W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.2-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-10.2&CDS=1-474
2149	OG0002149	YJR056C	augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_12_length_309467_cov_12.1754_ID_23-processed-gene-1.91&CDS=1-675
2150	OG0002150	YJR057W	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.13&CDS=1-627
2151	OG0002151	YJR058C	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-1.31&CDS=1-432
2152	OG0002152	YJR060W	augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_21_length_165098_cov_12.4271_ID_41-processed-gene-0.15&CDS=1-867
2153	OG0002153	YJR062C	maker-NODE_21_length_165098_cov_12.4271_ID_41-augustus-gene-0.194-mRNA-1_1&gene=maker-NODE_21_length_165098_cov_12.4271_ID_41-augustus-gene-0.194&CDS=1-1152
2154	OG0002154	YJR063W	maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-0.95-mRNA-1_1&gene=maker-NODE_17_length_231556_cov_12.6204_ID_33-augustus-gene-0.95&CDS=1-369
2155	OG0002155	YJR064W	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.0&CDS=1-1653
2156	OG0002156	YJR065C	snap_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.55&CDS=1-1302
2157	OG0002157	YJR067C	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-1.26&CDS=1-522
2158	OG0002158	YJR068W	maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-3.119-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-3.119&CDS=1-1113
2159	OG0002159	YJR069C	augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_7_length_529925_cov_12.1952_ID_13-processed-gene-1.96&CDS=1-1041
2160	OG0002160	YJR070C	augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_17_length_231556_cov_12.6204_ID_33-processed-gene-0.19&CDS=1-981
2161	OG0002161	YJR072C	augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_18_length_201193_cov_12.2024_ID_35-processed-gene-0.102&CDS=1-1158
2162	OG0002162	YJR073C	maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-2.98-mRNA-1_1&gene=maker-NODE_8_length_448648_cov_12.3749_ID_15-augustus-gene-2.98&CDS=1-663
2163	OG0002163	YJR074W	genemark-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.124-mRNA-1_1&gene=genemark-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.124&CDS=1-525
2164	OG0002164	YJR075W	augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_29_length_94111_cov_12.1954_ID_57-processed-gene-0.6&CDS=1-1176
2165	OG0002165	YJR076C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.129&CDS=1-1224
2166	OG0002166	YJR077C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-7.107&CDS=1-915
2167	OG0002167	YJR078W	genemark-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.31-mRNA-1_1&gene=genemark-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.31&CDS=1-1416
2168	OG0002168	YJR080C	maker-NODE_16_length_236357_cov_12.4859_ID_31-augustus-gene-0.39-mRNA-1_1&gene=maker-NODE_16_length_236357_cov_12.4859_ID_31-augustus-gene-0.39&CDS=1-1269
2169	OG0002169	YJR082C	augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.250-mRNA-1_1&gene=augustus_masked-NODE_15_length_272457_cov_11.9734_ID_29-processed-gene-1.250&CDS=1-396
2170	OG0002170	YJR084W	maker-NODE_24_length_159332_cov_15.5569_ID_47-snap-gene-0.65-mRNA-1_1&gene=maker-NODE_24_length_159332_cov_15.5569_ID_47-snap-gene-0.65&CDS=1-2472
2171	OG0002171	YJR085C	augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.131&CDS=1-318
2172	OG0002172	YJR086W	augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_28_length_95373_cov_12.3035_ID_55-processed-gene-0.139&CDS=1-294
2173	OG0002173	YJR088C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.145&CDS=1-939
2174	OG0002174	YJR090C	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.53&CDS=1-2010
2175	OG0002175	YJR092W	genemark-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.168&CDS=1-5544
2176	OG0002176	YJR093C	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.55&CDS=1-1332
2177	OG0002177	YJR095W	genemark-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.81-mRNA-1_1&gene=genemark-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-2.81&CDS=1-951
2178	OG0002178	YJR097W	augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.46&CDS=1-495
2179	OG0002179	YJR098C	augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_14_length_293170_cov_12.5859_ID_27-processed-gene-1.4&CDS=1-3006
2180	OG0002180	YJR099W	augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1709425_cov_12.0966_ID_1-processed-gene-15.7&CDS=1-708
2181	OG0002181	YJR100C	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.48&CDS=1-1017
2182	OG0002182	YJR102C	augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_24_length_159332_cov_15.5569_ID_47-processed-gene-0.18&CDS=1-573
2183	OG0002183	YJR104C	augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_11_length_325871_cov_12.6428_ID_21-processed-gene-0.22&CDS=1-462
2184	OG0002184	YJR105W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-2.1&CDS=1-1044
2185	OG0002185	YJR109C	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.67-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.67&CDS=1-3447
2186	OG0002186	YJR110W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.107&CDS=1-2187
2187	OG0002187	YJR111C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-0.121&CDS=1-813
2188	OG0002188	YJR112W	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.68-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.68&CDS=1-843
2189	OG0002189	YJR112W-A	augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.87-mRNA-1_1&gene=augustus_masked-NODE_6_length_814577_cov_12.2606_ID_11-processed-gene-7.87&CDS=1-438
2190	OG0002190	YJR113C	augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_22_length_160789_cov_12.2417_ID_43-processed-gene-0.56&CDS=1-783
2191	OG0002191	YJR117W	maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.138-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.138&CDS=1-1335
2192	OG0002192	YJR118C	maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.141-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.141&CDS=1-531
2193	OG0002193	YJR119C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-1.64&CDS=1-2628
2194	OG0002194	YJR121W	maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.137-mRNA-1_1&gene=maker-NODE_5_length_1066020_cov_12.392_ID_9-augustus-gene-1.137&CDS=1-1506
2195	OG0002195	YJR122W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-7.22&CDS=1-1344
2196	OG0002196	YJR123W	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.138-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.138&CDS=1-669
2197	OG0002197	YJR124C	augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_1243373_cov_12.0868_ID_7-processed-gene-5.110&CDS=1-1344
2198	OG0002198	YJR125C	maker-NODE_6_length_814577_cov_12.2606_ID_11-augustus-gene-1.137-mRNA-1_1&gene=maker-NODE_6_length_814577_cov_12.2606_ID_11-augustus-gene-1.137&CDS=1-1416
2199	OG0002199	YJR133W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.3&CDS=1-624
2200	OG0002200	YJR135W-A	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.33&CDS=1-264
2201	OG0002201	YJR137C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.8&CDS=1-4317
2202	OG0002202	YJR138W	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.11-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.11&CDS=1-4371
2203	OG0002203	YJR139C	augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-NODE_5_length_1066020_cov_12.392_ID_9-processed-gene-6.31&CDS=1-1086
2204	OG0002204	YJR140C	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.29&CDS=1-6669
2205	OG0002205	YJR141W	augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.31&CDS=1-1101
2206	OG0002206	YJR143C	maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-10.70-mRNA-1_1&gene=maker-NODE_3_length_1365740_cov_12.258_ID_5-snap-gene-10.70&CDS=1-3237
2207	OG0002207	YJR144W	snap_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.88-mRNA-1_1&gene=snap_masked-NODE_3_length_1365740_cov_12.258_ID_5-processed-gene-10.88&CDS=1-891
2208	OG0002208	YJR149W	augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_8_length_448648_cov_12.3749_ID_15-processed-gene-2.128&CDS=1-1137
