	OrthologID	Nakaseomyces_castellii	Saccharomyces_cerevisiae
1438	OG0001438	augustus_masked-CACA0S12-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-8.91&CDS=1-954	YER127W
1439	OG0001439	genemark-CACA0S12-processed-gene-8.112-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.112&CDS=1-783	YER126C
1440	OG0001440	genemark-CACA0S12-processed-gene-8.138-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.138&CDS=1-2430	YER125W
1441	OG0001441	genemark-CACA0S12-processed-gene-8.139-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.139&CDS=1-4008	YDR159W
1442	OG0001442	genemark-CACA0S12-processed-gene-8.140-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.140&CDS=1-1071	YDR158W
1443	OG0001443	genemark-CACA0S12-processed-gene-8.114-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.114&CDS=1-3330	YIL048W
1444	OG0001444	genemark-CACA0S12-processed-gene-8.141-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.141&CDS=1-2589	YIL047C
1445	OG0001445	genemark-CACA0S12-processed-gene-8.115-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.115&CDS=1-891	YER055C
1446	OG0001446	genemark-CACA0S12-processed-gene-8.118-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-8.118&CDS=1-2133	YIL046W
1447	OG0001447	genemark-CACA0S12-processed-gene-9.106-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.106&CDS=1-831	YIL044C
1448	OG0001448	genemark-CACA0S12-processed-gene-9.107-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.107&CDS=1-849	YIL043C
1449	OG0001449	snap_masked-CACA0S12-processed-gene-9.8-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.8&CDS=1-1614	YIL042C
1450	OG0001450	genemark-CACA0S12-processed-gene-9.103-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.103&CDS=1-1050	YIL041W
1451	OG0001451	snap_masked-CACA0S12-processed-gene-9.4-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.4&CDS=1-495	YIL040W
1452	OG0001452	genemark-CACA0S12-processed-gene-9.105-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.105&CDS=1-1368	YIL039W
1453	OG0001453	genemark-CACA0S12-processed-gene-9.109-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.109&CDS=1-2565	YIL038C
1454	OG0001454	genemark-CACA0S12-processed-gene-9.110-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.110&CDS=1-1488	YIL036W
1455	OG0001455	genemark-CACA0S12-processed-gene-9.133-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.133&CDS=1-1110	YIL035C
1456	OG0001456	genemark-CACA0S12-processed-gene-9.134-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.134&CDS=1-840	YIL034C
1457	OG0001457	genemark-CACA0S12-processed-gene-9.135-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.135&CDS=1-1209	YIL033C
1458	OG0001458	snap_masked-CACA0S12-processed-gene-9.38-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.38&CDS=1-1290	YMR094W
1459	OG0001459	augustus_masked-CACA0S12-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-9.63&CDS=1-2835	YMR092C
1460	OG0001460	genemark-CACA0S12-processed-gene-9.114-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.114&CDS=1-1737	YMR088C
1461	OG0001461	genemark-CACA0S12-processed-gene-9.137-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.137&CDS=1-855	YMR087W
1462	OG0001462	snap_masked-CACA0S12-processed-gene-9.40-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.40&CDS=1-3390	YMR086W
1463	OG0001463	genemark-CACA0S12-processed-gene-9.115-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.115&CDS=1-2964	YMR080C
1464	OG0001464	genemark-CACA0S12-processed-gene-9.140-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.140&CDS=1-912	YMR079W
1465	OG0001465	genemark-CACA0S12-processed-gene-9.116-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.116&CDS=1-2121	YMR078C
1466	OG0001466	genemark-CACA0S12-processed-gene-9.117-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.117&CDS=1-1782	YGL110C
1467	OG0001467	genemark-CACA0S12-processed-gene-9.141-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.141&CDS=1-1302	YGL111W
1468	OG0001468	genemark-CACA0S12-processed-gene-9.118-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.118&CDS=1-1128	YBR234C
1469	OG0001469	genemark-CACA0S12-processed-gene-9.119-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.119&CDS=1-1530	YGL112C
1470	OG0001470	genemark-CACA0S12-processed-gene-9.142-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.142&CDS=1-594	YLR009W
1471	OG0001471	genemark-CACA0S12-processed-gene-9.121-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.121&CDS=1-480	YLR008C
1472	OG0001472	snap_masked-CACA0S12-processed-gene-9.45-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.45&CDS=1-987	YLR007W
1473	OG0001473	genemark-CACA0S12-processed-gene-9.122-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.122&CDS=1-1848	YLR006C
1474	OG0001474	genemark-CACA0S12-processed-gene-9.123-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.123&CDS=1-825	YLR003C
1475	OG0001475	snap_masked-CACA0S12-processed-gene-9.25-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.25&CDS=1-1590	YJR003C
1476	OG0001476	genemark-CACA0S12-processed-gene-9.125-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.125&CDS=1-1986	YLR002C
1477	OG0001477	augustus_masked-CACA0S12-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-9.95&CDS=1-1782	YJR002W
1478	OG0001478	genemark-CACA0S12-processed-gene-9.126-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.126&CDS=1-2541	YLR001C
1479	OG0001479	genemark-CACA0S12-processed-gene-9.146-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.146&CDS=1-2292	YLL001W
1480	OG0001480	genemark-CACA0S12-processed-gene-9.147-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.147&CDS=1-1269	YLL002W
1481	OG0001481	genemark-CACA0S12-processed-gene-9.148-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.148&CDS=1-645	YJL001W
1482	OG0001482	snap_masked-CACA0S12-processed-gene-9.51-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.51&CDS=1-2883	YLL003W
1483	OG0001483	genemark-CACA0S12-processed-gene-9.127-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.127&CDS=1-1425	YJL002C
1484	OG0001484	genemark-CACA0S12-processed-gene-9.150-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.150&CDS=1-1860	YLL004W
1485	OG0001485	snap_masked-CACA0S12-processed-gene-9.29-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.29&CDS=1-2691	YLL005C
1486	OG0001486	genemark-CACA0S12-processed-gene-9.151-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.151&CDS=1-1311	YLL006W
1487	OG0001487	snap_masked-CACA0S12-processed-gene-9.30-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.30&CDS=1-2013	YLL007C
1488	OG0001488	snap_masked-CACA0S12-processed-gene-9.31-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-9.31&CDS=1-186	YLL009C
1489	OG0001489	genemark-CACA0S12-processed-gene-9.152-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.152&CDS=1-1446	YLL011W
1490	OG0001490	genemark-CACA0S12-processed-gene-9.131-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-9.131&CDS=1-2481	YLL013C
1491	OG0001491	genemark-CACA0S12-processed-gene-10.5-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.5&CDS=1-321	YLL014W
1492	OG0001492	genemark-CACA0S12-processed-gene-10.2-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.2&CDS=1-1167	YGR187C
1493	OG0001493	genemark-CACA0S12-processed-gene-10.6-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.6&CDS=1-2220	YGR186W
1494	OG0001494	genemark-CACA0S12-processed-gene-10.3-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.3&CDS=1-1185	YGR185C
1495	OG0001495	genemark-CACA0S12-processed-gene-10.4-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.4&CDS=1-5832	YGR184C
1496	OG0001496	augustus_masked-CACA0S12-processed-gene-10.51-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.51&CDS=1-204	YGR183C
1497	OG0001497	genemark-CACA0S12-processed-gene-10.26-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.26&CDS=1-333	YGR181W
1498	OG0001498	genemark-CACA0S12-processed-gene-10.7-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.7&CDS=1-1692	YJL008C
1499	OG0001499	genemark-CACA0S12-processed-gene-10.8-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.8&CDS=1-732	YPL078C
1500	OG0001500	augustus_masked-CACA0S12-processed-gene-10.54-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.54&CDS=1-5580	YPL082C
1501	OG0001501	augustus_masked-CACA0S12-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.55&CDS=1-1386	YPL083C
1502	OG0001502	genemark-CACA0S12-processed-gene-10.28-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.28&CDS=1-2499	YPL084W
1503	OG0001503	genemark-CACA0S12-processed-gene-10.29-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.29&CDS=1-6804	YPL085W
1504	OG0001504	genemark-CACA0S12-processed-gene-10.30-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.30&CDS=1-957	YPL087W
1505	OG0001505	augustus_masked-CACA0S12-processed-gene-10.76-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.76&CDS=1-1479	YPL091W
1506	OG0001506	genemark-CACA0S12-processed-gene-10.32-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.32&CDS=1-1383	YPL092W
1507	OG0001507	genemark-CACA0S12-processed-gene-10.12-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.12&CDS=1-738	YPL094C
1508	OG0001508	augustus_masked-CACA0S12-processed-gene-10.78-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.78&CDS=1-2436	YPL096W
1509	OG0001509	genemark-CACA0S12-processed-gene-10.13-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.13&CDS=1-309	YPL098C
1510	OG0001510	augustus_masked-CACA0S12-processed-gene-10.59-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.59&CDS=1-465	YPL099C
1511	OG0001511	genemark-CACA0S12-processed-gene-10.35-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.35&CDS=1-1182	YPL100W
1512	OG0001512	genemark-CACA0S12-processed-gene-10.36-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.36&CDS=1-1287	YPL101W
1513	OG0001513	genemark-CACA0S12-processed-gene-10.15-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.15&CDS=1-1290	YPL103C
1514	OG0001514	augustus_masked-CACA0S12-processed-gene-10.81-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.81&CDS=1-1983	YPL104W
1515	OG0001515	genemark-CACA0S12-processed-gene-10.16-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.16&CDS=1-2259	YPL105C
1516	OG0001516	genemark-CACA0S12-processed-gene-10.38-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.38&CDS=1-660	YBR171W
1517	OG0001517	augustus_masked-CACA0S12-processed-gene-10.62-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.62&CDS=1-1719	YBR170C
1518	OG0001518	genemark-CACA0S12-processed-gene-10.39-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.39&CDS=1-627	YPL107W
1519	OG0001519	genemark-CACA0S12-processed-gene-10.40-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.40&CDS=1-423	YPL108W
1520	OG0001520	genemark-CACA0S12-processed-gene-10.19-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.19&CDS=1-1887	YPL109C
1521	OG0001521	genemark-CACA0S12-processed-gene-10.20-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.20&CDS=1-4017	YPL110C
1522	OG0001522	genemark-CACA0S12-processed-gene-10.41-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.41&CDS=1-966	YPL111W
1523	OG0001523	genemark-CACA0S12-processed-gene-10.42-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.42&CDS=1-606	YOR194C
1524	OG0001524	genemark-CACA0S12-processed-gene-10.21-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.21&CDS=1-2940	YPL115C
1525	OG0001525	genemark-CACA0S12-processed-gene-10.43-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.43&CDS=1-2085	YPL116W
1526	OG0001526	genemark-CACA0S12-processed-gene-10.22-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.22&CDS=1-825	YPL117C
1527	OG0001527	augustus_masked-CACA0S12-processed-gene-10.89-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.89&CDS=1-1065	YPL118W
1528	OG0001528	augustus_masked-CACA0S12-processed-gene-10.90-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.90&CDS=1-1335	YPL120W
1529	OG0001529	augustus_masked-CACA0S12-processed-gene-10.68-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-10.68&CDS=1-702	YPL121C
1530	OG0001530	genemark-CACA0S12-processed-gene-10.24-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.24&CDS=1-1572	YPL122C
1531	OG0001531	genemark-CACA0S12-processed-gene-10.25-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-10.25&CDS=1-1344	YPL123C
1532	OG0001532	augustus_masked-CACA0S12-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.97&CDS=1-3087	YPL125W
1533	OG0001533	augustus_masked-CACA0S12-processed-gene-11.98-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.98&CDS=1-2619	YPL126W
1534	OG0001534	maker-CACA0S12-snap-gene-11.142-mRNA-1_1&gene=maker-CACA0S12-snap-gene-11.142&CDS=1-747	YPL127C
1535	OG0001535	genemark-CACA0S12-processed-gene-11.50-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.50&CDS=1-1563	YPL128C
1536	OG0001536	genemark-CACA0S12-processed-gene-11.53-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.53&CDS=1-723	YPL129W
1537	OG0001537	augustus_masked-CACA0S12-processed-gene-11.100-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.100&CDS=1-660	YPL130W
1538	OG0001538	genemark-CACA0S12-processed-gene-11.55-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.55&CDS=1-888	YPL131W
1539	OG0001539	augustus_masked-CACA0S12-processed-gene-11.126-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.126&CDS=1-918	YPL132W
1540	OG0001540	augustus_masked-CACA0S12-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.127&CDS=1-414	YOR226C
1541	OG0001541	augustus_masked-CACA0S12-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.103&CDS=1-2373	YPL190C
1542	OG0001542	augustus_masked-CACA0S12-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.128&CDS=1-1131	YPL193W
1543	OG0001543	augustus_masked-CACA0S12-processed-gene-11.106-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.106&CDS=1-864	YGL161C
1544	OG0001544	augustus_masked-CACA0S12-processed-gene-11.107-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.107&CDS=1-2652	YGL163C
1545	OG0001545	genemark-CACA0S12-processed-gene-11.60-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.60&CDS=1-1368	YGL164C
1546	OG0001546	genemark-CACA0S12-processed-gene-11.80-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.80&CDS=1-744	YGL166W
1547	OG0001547	genemark-CACA0S12-processed-gene-11.61-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.61&CDS=1-1221	YGL169W
1548	OG0001548	genemark-CACA0S12-processed-gene-11.62-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.62&CDS=1-4215	YBR081C
1549	OG0001549	genemark-CACA0S12-processed-gene-11.65-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.65&CDS=1-915	YBL030C
1550	OG0001550	augustus_masked-CACA0S12-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.132&CDS=1-990	YBL032W
1551	OG0001551	augustus_masked-CACA0S12-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.133&CDS=1-246	YBR085C-A
1552	OG0001552	genemark-CACA0S12-processed-gene-11.66-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.66&CDS=1-1086	YBR087W
1553	OG0001553	genemark-CACA0S12-processed-gene-11.84-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.84&CDS=1-774	YBR088C
1554	OG0001554	genemark-CACA0S12-processed-gene-11.67-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.67&CDS=1-1398	YPR054W
1555	OG0001555	genemark-CACA0S12-processed-gene-11.68-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.68&CDS=1-3081	YPR055W
1556	OG0001556	genemark-CACA0S12-processed-gene-11.69-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.69&CDS=1-1062	YPR056W
1557	OG0001557	augustus_masked-CACA0S12-processed-gene-11.118-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.118&CDS=1-1008	YPR057W
1558	OG0001558	genemark-CACA0S12-processed-gene-11.85-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.85&CDS=1-762	YPR060C
1559	OG0001559	genemark-CACA0S12-processed-gene-11.86-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.86&CDS=1-804	YPR061C
1560	OG0001560	genemark-CACA0S12-processed-gene-11.72-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.72&CDS=1-459	YPR062W
1561	OG0001561	snap_masked-CACA0S12-processed-gene-11.25-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-11.25&CDS=1-936	YPR066W
1562	OG0001562	augustus_masked-CACA0S12-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.122&CDS=1-609	YPR067W
1563	OG0001563	augustus_masked-CACA0S12-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.138&CDS=1-2100	YPR069C
1564	OG0001564	genemark-CACA0S12-processed-gene-11.75-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.75&CDS=1-1548	YPR070W
1565	OG0001565	genemark-CACA0S12-processed-gene-11.91-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.91&CDS=1-2670	YBR112C
1566	OG0001566	genemark-CACA0S12-processed-gene-11.76-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.76&CDS=1-681	YER002W
1567	OG0001567	genemark-CACA0S12-processed-gene-11.92-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.92&CDS=1-1281	YER003C
1568	OG0001568	augustus_masked-CACA0S12-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-11.125&CDS=1-1389	YER007W
1569	OG0001569	genemark-CACA0S12-processed-gene-11.93-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-11.93&CDS=1-3222	YIR002C
1570	OG0001570	genemark-CACA0S12-processed-gene-12.46-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.46&CDS=1-1281	YIR004W
1571	OG0001571	genemark-CACA0S12-processed-gene-12.47-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.47&CDS=1-408	YIR005W
1572	OG0001572	genemark-CACA0S12-processed-gene-12.49-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.49&CDS=1-4266	YIR006C
1573	OG0001573	genemark-CACA0S12-processed-gene-12.48-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.48&CDS=1-1197	YIR008C
1574	OG0001574	augustus_masked-CACA0S12-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-12.5&CDS=1-2091	YIR007W
1575	OG0001575	augustus_masked-CACA0S12-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-12.31&CDS=1-1107	YAL036C
1576	OG0001576	genemark-CACA0S12-processed-gene-12.51-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.51&CDS=1-2931	YAL035W
1577	OG0001577	augustus_masked-CACA0S12-processed-gene-12.8-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-12.8&CDS=1-2394	YAL043C
1578	OG0001578	genemark-CACA0S12-processed-gene-12.53-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.53&CDS=1-519	YAL044C
1579	OG0001579	genemark-CACA0S12-processed-gene-12.76-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.76&CDS=1-348	YAL044W-A
1580	OG0001580	genemark-CACA0S12-processed-gene-12.54-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.54&CDS=1-327	YAL046C
1581	OG0001581	snap_masked-CACA0S12-processed-gene-12.100-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.100&CDS=1-2454	YAL047C
1582	OG0001582	genemark-CACA0S12-processed-gene-12.56-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.56&CDS=1-1950	YAL048C
1583	OG0001583	genemark-CACA0S12-processed-gene-12.58-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.58&CDS=1-1581	YBR286W
1584	OG0001584	genemark-CACA0S12-processed-gene-12.59-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.59&CDS=1-1272	YBR287W
1585	OG0001585	augustus_masked-CACA0S12-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-12.34&CDS=1-783	YKR011C
1586	OG0001586	genemark-CACA0S12-processed-gene-12.80-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.80&CDS=1-642	YKR014C
1587	OG0001587	snap_masked-CACA0S12-processed-gene-12.106-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.106&CDS=1-1701	YKR016W
1588	OG0001588	genemark-CACA0S12-processed-gene-12.81-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.81&CDS=1-1596	YKR017C
1589	OG0001589	snap_masked-CACA0S12-processed-gene-12.107-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.107&CDS=1-477	YKR020W
1590	OG0001590	genemark-CACA0S12-processed-gene-12.64-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.64&CDS=1-915	YKR026C
1591	OG0001591	genemark-CACA0S12-processed-gene-12.86-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.86&CDS=1-684	YKR025W
1592	OG0001592	genemark-CACA0S12-processed-gene-12.65-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.65&CDS=1-2094	YKR024C
1593	OG0001593	genemark-CACA0S12-processed-gene-12.87-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.87&CDS=1-1503	YKR023W
1594	OG0001594	genemark-CACA0S12-processed-gene-12.88-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.88&CDS=1-2214	YKR029C
1595	OG0001595	genemark-CACA0S12-processed-gene-12.66-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.66&CDS=1-3159	YNL132W
1596	OG0001596	genemark-CACA0S12-processed-gene-12.67-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.67&CDS=1-414	YNL131W
1597	OG0001597	maker-CACA0S12-augustus-gene-12.135-mRNA-1_1&gene=maker-CACA0S12-augustus-gene-12.135&CDS=1-702	YNL129W
1598	OG0001598	genemark-CACA0S12-processed-gene-12.69-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.69&CDS=1-1365	YNL128W
1599	OG0001599	genemark-CACA0S12-processed-gene-12.70-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.70&CDS=1-2970	YNL127W
1600	OG0001600	snap_masked-CACA0S12-processed-gene-12.116-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-12.116&CDS=1-2619	YNL126W
1601	OG0001601	genemark-CACA0S12-processed-gene-12.72-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.72&CDS=1-1953	YNL124W
1602	OG0001602	genemark-CACA0S12-processed-gene-12.73-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.73&CDS=1-2961	YNL123W
1603	OG0001603	snap_masked-CACA0S12-processed-gene-13.102-mRNA-1_1&gene=snap_masked-CACA0S12-processed-gene-13.102&CDS=1-273	YNL122C
1604	OG0001604	augustus_masked-CACA0S12-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-12.29&CDS=1-1422	YNL119W
1605	OG0001605	genemark-CACA0S12-processed-gene-12.75-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-12.75&CDS=1-780	YOR004W
1606	OG0001606	genemark-CACA0S12-processed-gene-13.52-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.52&CDS=1-2982	YOR005C
1607	OG0001607	genemark-CACA0S12-processed-gene-13.53-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.53&CDS=1-870	YOR006C
1608	OG0001608	genemark-CACA0S12-processed-gene-13.54-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.54&CDS=1-1002	YOR007C
1609	OG0001609	genemark-CACA0S12-processed-gene-13.55-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.55&CDS=1-1758	YLR267W
1610	OG0001610	genemark-CACA0S12-processed-gene-13.48-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.48&CDS=1-651	YLR268W
1611	OG0001611	augustus_masked-CACA0S12-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-CACA0S12-processed-gene-13.2&CDS=1-417	YLR271W
1612	OG0001612	genemark-CACA0S12-processed-gene-13.56-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.56&CDS=1-3519	YLR272C
1613	OG0001613	genemark-CACA0S12-processed-gene-13.57-mRNA-1_1&gene=genemark-CACA0S12-processed-gene-13.57&CDS=1-1278	YIR012W
