	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
1183	OG0001183	YER030W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.4&CDS=1-414
1184	OG0001184	YER036C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.9&CDS=1-1818
1185	OG0001185	YER041W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.120&CDS=1-2610
1186	OG0001186	YER043C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.81-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.81&CDS=1-1341
1187	OG0001187	YER044C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.321-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.321&CDS=1-399
1188	OG0001188	YER046W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.41&CDS=1-1035
1189	OG0001189	YER048C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.35&CDS=1-1443
1190	OG0001190	YER048W-A	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.39&CDS=1-240
1191	OG0001191	YER049W	maker-NODE_10_length_355069_cov_42.3146_ID_19-augustus-gene-2.151-mRNA-1_1&gene=maker-NODE_10_length_355069_cov_42.3146_ID_19-augustus-gene-2.151&CDS=1-2568
1192	OG0001192	YER050C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.169-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.169&CDS=1-447
1193	OG0001193	YER052C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.20&CDS=1-1623
1194	OG0001194	YER053C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.111-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.111&CDS=1-858
1195	OG0001195	YER055C	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.12&CDS=1-873
1196	OG0001196	YER058W	maker-NODE_15_length_154211_cov_41.2508_ID_29-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_15_length_154211_cov_41.2508_ID_29-snap-gene-0.78&CDS=1-264
1197	OG0001197	YER061C	augustus_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.174&CDS=1-1308
1198	OG0001198	YER065C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.330-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.330&CDS=1-1635
1199	OG0001199	YER068W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.21-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.21&CDS=1-1911
1200	OG0001200	YER069W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.65-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.65&CDS=1-2409
1201	OG0001201	YER072W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-1.104&CDS=1-2754
1202	OG0001202	YER074W-A	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.26&CDS=1-294
1203	OG0001203	YER077C	augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.132-mRNA-1_1&gene=augustus_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.132&CDS=1-1212
1204	OG0001204	YER078C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.268-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.268&CDS=1-1452
1205	OG0001205	YER080W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.141-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-0.141&CDS=1-1863
1206	OG0001206	YER082C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.13&CDS=1-1566
1207	OG0001207	YER086W	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-2.82&CDS=1-1644
1208	OG0001208	YER087W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-1.112&CDS=1-1644
1209	OG0001209	YER090W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.186-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.186&CDS=1-1485
1210	OG0001210	YER091C	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.157&CDS=1-2295
1211	OG0001211	YER094C	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.27&CDS=1-615
1212	OG0001212	YER095W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.121-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.121&CDS=1-1074
1213	OG0001213	YER100W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.293-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-2.293&CDS=1-771
1214	OG0001214	YER109C	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.311-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.311&CDS=1-2673
1215	OG0001215	YER110C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.5&CDS=1-3246
1216	OG0001216	YER112W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-2.103&CDS=1-507
1217	OG0001217	YER113C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.36-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.36&CDS=1-1884
1218	OG0001218	YER118C	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.269-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.269&CDS=1-738
1219	OG0001219	YER122C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.28-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.28&CDS=1-1386
1220	OG0001220	YER124C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.90&CDS=1-1407
1221	OG0001221	YER125W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.188-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.188&CDS=1-2352
1222	OG0001222	YER126C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.224-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.224&CDS=1-783
1223	OG0001223	YER127W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.261-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.261&CDS=1-1113
1224	OG0001224	YER134C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.295-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.295&CDS=1-510
1225	OG0001225	YER136W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-0.78-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-0.78&CDS=1-2658
1226	OG0001226	YER139C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.105-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.105&CDS=1-504
1227	OG0001227	YER140W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.52-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.52&CDS=1-1707
1228	OG0001228	YER141W	maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-5.54-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-5.54&CDS=1-1644
1229	OG0001229	YER143W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.137-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-0.137&CDS=1-774
1230	OG0001230	YER146W	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.52&CDS=1-189
1231	OG0001231	YER148W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.255-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.255&CDS=1-789
1232	OG0001232	YER151C	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.130&CDS=1-2109
1233	OG0001233	YER152C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.103-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.103&CDS=1-1329
1234	OG0001234	YER154W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.31&CDS=1-1242
1235	OG0001235	YER155C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.103-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.103&CDS=1-6261
1236	OG0001236	YER156C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.102-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.102&CDS=1-984
1237	OG0001237	YER157W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-2.25&CDS=1-2439
1238	OG0001238	YER162C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.37&CDS=1-2781
1239	OG0001239	YER163C	maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-2.49-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-augustus-gene-2.49&CDS=1-1587
1240	OG0001240	YER164W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.38-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.38&CDS=1-4101
1241	OG0001241	YER168C	genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.140-mRNA-1_1&gene=genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.140&CDS=1-1569
1242	OG0001242	YER170W	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.109-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.109&CDS=1-669
1243	OG0001243	YER173W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.152&CDS=1-2016
1244	OG0001244	YER176W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.124-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.124&CDS=1-2784
1245	OG0001245	YER177W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.9-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.9&CDS=1-780
1246	OG0001246	YER178W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.128-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.128&CDS=1-1221
1247	OG0001247	YER179W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.5-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.5&CDS=1-972
1248	OG0001248	YER183C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.51&CDS=1-645
1249	OG0001249	YFL001W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.3&CDS=1-1272
1250	OG0001250	YFL002C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.45&CDS=1-1836
1251	OG0001251	YFL005W	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.17-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.17&CDS=1-612
1252	OG0001252	YFL007W	maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-7.155-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-7.155&CDS=1-6066
1253	OG0001253	YFL008W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.10-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.10&CDS=1-3696
1254	OG0001254	YFL013C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.108-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.108&CDS=1-2577
1255	OG0001255	YFL014W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.140-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.140&CDS=1-195
1256	OG0001256	YFL017C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.146-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.146&CDS=1-441
1257	OG0001257	YFL018C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.45&CDS=1-1467
1258	OG0001258	YFL022C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.58&CDS=1-1485
1259	OG0001259	YFL023W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.120&CDS=1-3075
1260	OG0001260	YFL024C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.245-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.245&CDS=1-2436
1261	OG0001261	YFL025C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.101-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.101&CDS=1-3333
1262	OG0001262	YFL026W	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.103-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.103&CDS=1-1224
1263	OG0001263	YFL027C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.41-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.41&CDS=1-1092
1264	OG0001264	YFL028C	maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-8.179-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-snap-gene-8.179&CDS=1-4560
1265	OG0001265	YFL030W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.6&CDS=1-1149
1266	OG0001266	YFL031W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.98-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-10.98&CDS=1-678
1267	OG0001267	YFL033C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.138&CDS=1-5343
1268	OG0001268	YFL034C-B	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.20&CDS=1-939
1269	OG0001269	YFL034W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-3.96-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-3.96&CDS=1-3702
1270	OG0001270	YFL036W	maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-4.53-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-augustus-gene-4.53&CDS=1-4929
1271	OG0001271	YFL037W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.146-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.146&CDS=1-3324
1272	OG0001272	YFL038C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.11-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.11&CDS=1-612
1273	OG0001273	YFL042C	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.43&CDS=1-2088
1274	OG0001274	YFL045C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.215-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.215&CDS=1-756
1275	OG0001275	YFL046W	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.85&CDS=1-591
1276	OG0001276	YFL053W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.117-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.117&CDS=1-2622
1277	OG0001277	YFL055W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.28&CDS=1-1569
1278	OG0001278	YFR001W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.26-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.26&CDS=1-618
1279	OG0001279	YFR002W	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-7.10&CDS=1-2619
1280	OG0001280	YFR004W	maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-4.4-mRNA-1_1&gene=maker-NODE_6_length_515559_cov_44.7286_ID_11-augustus-gene-4.4&CDS=1-2295
1281	OG0001281	YFR007W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.14&CDS=1-795
1282	OG0001282	YFR009W	snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-2.197&CDS=1-2247
1283	OG0001283	YFR010W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.152-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.152&CDS=1-1455
1284	OG0001284	YFR011C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.133&CDS=1-438
1285	OG0001285	YFR015C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.14&CDS=1-2067
1286	OG0001286	YFR016C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.97-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-8.97&CDS=1-2415
1287	OG0001287	YFR019W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-1.42&CDS=1-4938
1288	OG0001288	YFR020W	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.165&CDS=1-708
1289	OG0001289	YFR021W	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.1-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-9.1&CDS=1-4191
1290	OG0001290	YFR024C-A	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.118-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-0.118&CDS=1-1152
1291	OG0001291	YFR028C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.8-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-7.8&CDS=1-1584
1292	OG0001292	YFR029W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.191-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.191&CDS=1-1977
1293	OG0001293	YFR030W	maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-2.7-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-augustus-gene-2.7&CDS=1-7074
1294	OG0001294	YFR031C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.140&CDS=1-3981
1295	OG0001295	YFR032C-A	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-0.28&CDS=1-186
1296	OG0001296	YFR033C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.114-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.114&CDS=1-384
1297	OG0001297	YFR034C	snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_16_length_136973_cov_53.0823_ID_31-processed-gene-0.182&CDS=1-912
1298	OG0001298	YFR037C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.23-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.23&CDS=1-1608
1299	OG0001299	YFR041C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-0.122&CDS=1-930
1300	OG0001300	YFR044C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.205-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.205&CDS=1-1449
1301	OG0001301	YFR045W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.133-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.133&CDS=1-1035
1302	OG0001302	YFR047C	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.65&CDS=1-876
1303	OG0001303	YFR048W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.113&CDS=1-1923
