	OrthologID	Lachancea_fantastica	Saccharomyces_cerevisiae
2276	OG0002276	genemark-LAFA0E-processed-gene-13.41-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-13.41&CDS=1-333	YDR469W
2277	OG0002277	snap_masked-LAFA0E-processed-gene-13.68-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.68&CDS=1-633	YDR468C
2278	OG0002278	snap_masked-LAFA0E-processed-gene-13.69-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.69&CDS=1-1530	YHR009C
2279	OG0002279	snap_masked-LAFA0E-processed-gene-13.91-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.91&CDS=1-1839	YDR466W
2280	OG0002280	snap_masked-LAFA0E-processed-gene-13.70-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.70&CDS=1-681	YHR008C
2281	OG0002281	snap_masked-LAFA0E-processed-gene-13.71-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.71&CDS=1-1200	YDR465C
2282	OG0002282	snap_masked-LAFA0E-processed-gene-13.72-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.72&CDS=1-1608	YHR007C
2283	OG0002283	snap_masked-LAFA0E-processed-gene-13.92-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.92&CDS=1-4881	YDR464W
2284	OG0002284	genemark-LAFA0E-processed-gene-13.45-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-13.45&CDS=1-1080	YML038C
2285	OG0002285	snap_masked-LAFA0E-processed-gene-13.95-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.95&CDS=1-438	YDR462W
2286	OG0002286	snap_masked-LAFA0E-processed-gene-13.73-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.73&CDS=1-219	YDR461C-A
2287	OG0002287	maker-LAFA0E-snap-gene-13.0-mRNA-1_1&gene=maker-LAFA0E-snap-gene-13.0&CDS=1-528	YML036W
2288	OG0002288	snap_masked-LAFA0E-processed-gene-13.97-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.97&CDS=1-972	YDR460W
2289	OG0002289	snap_masked-LAFA0E-processed-gene-13.74-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.74&CDS=1-1089	YDR459C
2290	OG0002290	snap_masked-LAFA0E-processed-gene-13.98-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.98&CDS=1-2295	YML035C
2291	OG0002291	snap_masked-LAFA0E-processed-gene-13.75-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-13.75&CDS=1-2367	YML034W
2292	OG0002292	snap_masked-LAFA0E-processed-gene-14.49-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.49&CDS=1-9738	YDR457W
2293	OG0002293	snap_masked-LAFA0E-processed-gene-14.50-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.50&CDS=1-1398	YML032C
2294	OG0002294	augustus_masked-LAFA0E-processed-gene-14.0-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.0&CDS=1-1785	YML031W
2295	OG0002295	snap_masked-LAFA0E-processed-gene-14.51-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.51&CDS=1-1857	YDR456W
2296	OG0002296	augustus_masked-LAFA0E-processed-gene-14.1-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.1&CDS=1-558	YDR454C
2297	OG0002297	snap_masked-LAFA0E-processed-gene-14.47-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.47&CDS=1-480	YML030W
2298	OG0002298	augustus_masked-LAFA0E-processed-gene-14.3-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.3&CDS=1-2352	YML029W
2299	OG0002299	snap_masked-LAFA0E-processed-gene-14.52-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.52&CDS=1-588	YML028W
2300	OG0002300	snap_masked-LAFA0E-processed-gene-14.70-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.70&CDS=1-2016	YDR452W
2301	OG0002301	snap_masked-LAFA0E-processed-gene-14.53-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.53&CDS=1-1023	YML027W
2302	OG0002302	augustus_masked-LAFA0E-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.25&CDS=1-786	YML025C
2303	OG0002303	snap_masked-LAFA0E-processed-gene-14.54-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.54&CDS=1-1356	YDR449C
2304	OG0002304	snap_masked-LAFA0E-processed-gene-14.73-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.73&CDS=1-1299	YDR448W
2305	OG0002305	augustus_masked-LAFA0E-processed-gene-14.27-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.27&CDS=1-852	YDR446W
2306	OG0002306	snap_masked-LAFA0E-processed-gene-14.75-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.75&CDS=1-1884	YDR444W
2307	OG0002307	snap_masked-LAFA0E-processed-gene-14.57-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.57&CDS=1-4086	YDR443C
2308	OG0002308	augustus_masked-LAFA0E-processed-gene-14.29-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.29&CDS=1-1596	YML023C
2309	OG0002309	snap_masked-LAFA0E-processed-gene-14.58-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.58&CDS=1-558	YML022W
2310	OG0002310	snap_masked-LAFA0E-processed-gene-14.77-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.77&CDS=1-1788	YDR440W
2311	OG0002311	maker-LAFA0E-snap-gene-14.44-mRNA-1_1&gene=maker-LAFA0E-snap-gene-14.44&CDS=1-1002	YML021C
2312	OG0002312	snap_masked-LAFA0E-processed-gene-14.59-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.59&CDS=1-2013	YML020W
2313	OG0002313	augustus_masked-LAFA0E-processed-gene-14.32-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.32&CDS=1-762	YDR439W
2314	OG0002314	snap_masked-LAFA0E-processed-gene-14.60-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.60&CDS=1-969	YML019W
2315	OG0002315	snap_masked-LAFA0E-processed-gene-14.80-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.80&CDS=1-1203	YML018C
2316	OG0002316	genemark-LAFA0E-processed-gene-14.112-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-14.112&CDS=1-1365	YML017W
2317	OG0002317	snap_masked-LAFA0E-processed-gene-14.81-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.81&CDS=1-273	YDR437W
2318	OG0002318	snap_masked-LAFA0E-processed-gene-14.82-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.82&CDS=1-1947	YML016C
2319	OG0002319	snap_masked-LAFA0E-processed-gene-14.62-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.62&CDS=1-2790	YDR006C
2320	OG0002320	snap_masked-LAFA0E-processed-gene-14.63-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.63&CDS=1-1899	YBR007C
2321	OG0002321	snap_masked-LAFA0E-processed-gene-14.64-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.64&CDS=1-1149	YDR005C
2322	OG0002322	maker-LAFA0E-augustus-gene-14.95-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-14.95&CDS=1-2949	YBR006W
2323	OG0002323	snap_masked-LAFA0E-processed-gene-14.85-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.85&CDS=1-975	YDL008W
2324	OG0002324	snap_masked-LAFA0E-processed-gene-14.86-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.86&CDS=1-687	YDL010W
2325	OG0002325	augustus_masked-LAFA0E-processed-gene-14.38-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.38&CDS=1-2349	YOL076W
2326	OG0002326	snap_masked-LAFA0E-processed-gene-14.65-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.65&CDS=1-885	YOL077C
2327	OG0002327	snap_masked-LAFA0E-processed-gene-14.89-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.89&CDS=1-201	YOL077W-A
2328	OG0002328	augustus_masked-LAFA0E-processed-gene-14.20-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-14.20&CDS=1-1473	YBR139W
2329	OG0002329	snap_masked-LAFA0E-processed-gene-14.90-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.90&CDS=1-3228	YOL078W
2330	OG0002330	snap_masked-LAFA0E-processed-gene-14.68-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.68&CDS=1-921	YOL080C
2331	OG0002331	snap_masked-LAFA0E-processed-gene-14.92-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.92&CDS=1-999	YBR141C
2332	OG0002332	snap_masked-LAFA0E-processed-gene-14.69-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.69&CDS=1-2430	YBR142W
2333	OG0002333	snap_masked-LAFA0E-processed-gene-14.93-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-14.93&CDS=1-1311	YBR143C
2334	OG0002334	snap_masked-LAFA0E-processed-gene-15.93-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.93&CDS=1-2898	YOL084W
2335	OG0002335	snap_masked-LAFA0E-processed-gene-15.96-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.96&CDS=1-837	YBR146W
2336	OG0002336	snap_masked-LAFA0E-processed-gene-15.115-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.115&CDS=1-348	YOL086W-A
2337	OG0002337	snap_masked-LAFA0E-processed-gene-15.97-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.97&CDS=1-2805	YOL087C
2338	OG0002338	snap_masked-LAFA0E-processed-gene-15.98-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.98&CDS=1-645	YBR154C
2339	OG0002339	snap_masked-LAFA0E-processed-gene-15.116-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.116&CDS=1-750	YBR153W
2340	OG0002340	snap_masked-LAFA0E-processed-gene-15.117-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.117&CDS=1-987	YBR152W
2341	OG0002341	snap_masked-LAFA0E-processed-gene-15.99-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.99&CDS=1-642	YLR268W
2342	OG0002342	snap_masked-LAFA0E-processed-gene-15.100-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.100&CDS=1-1080	YLR270W
2343	OG0002343	snap_masked-LAFA0E-processed-gene-15.101-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.101&CDS=1-795	YLR271W
2344	OG0002344	snap_masked-LAFA0E-processed-gene-15.102-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.102&CDS=1-807	YOR174W
2345	OG0002345	snap_masked-LAFA0E-processed-gene-15.119-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.119&CDS=1-1821	YOR175C
2346	OG0002346	snap_masked-LAFA0E-processed-gene-15.103-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.103&CDS=1-1149	YOR176W
2347	OG0002347	snap_masked-LAFA0E-processed-gene-15.120-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.120&CDS=1-3435	YLR272C
2348	OG0002348	augustus_masked-LAFA0E-processed-gene-15.78-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-15.78&CDS=1-2022	YOR178C
2349	OG0002349	snap_masked-LAFA0E-processed-gene-15.105-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.105&CDS=1-2289	YLR274W
2350	OG0002350	maker-LAFA0E-augustus-gene-15.47-mRNA-1_1&gene=maker-LAFA0E-augustus-gene-15.47&CDS=1-4146	YLR277C
2351	OG0002351	snap_masked-LAFA0E-processed-gene-15.128-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.128&CDS=1-3426	YLR278C
2352	OG0002352	snap_masked-LAFA0E-processed-gene-15.129-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.129&CDS=1-495	YLR281C
2353	OG0002353	snap_masked-LAFA0E-processed-gene-15.106-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.106&CDS=1-906	YGR127W
2354	OG0002354	snap_masked-LAFA0E-processed-gene-15.107-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.107&CDS=1-891	YLR283W
2355	OG0002355	snap_masked-LAFA0E-processed-gene-15.130-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.130&CDS=1-834	YLR284C
2356	OG0002356	snap_masked-LAFA0E-processed-gene-15.108-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.108&CDS=1-789	YLR285W
2357	OG0002357	snap_masked-LAFA0E-processed-gene-15.109-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.109&CDS=1-3255	YJL050W
2358	OG0002358	snap_masked-LAFA0E-processed-gene-15.132-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.132&CDS=1-1449	YBR272C
2359	OG0002359	snap_masked-LAFA0E-processed-gene-15.110-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.110&CDS=1-1323	YJL049W
2360	OG0002360	snap_masked-LAFA0E-processed-gene-15.133-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.133&CDS=1-1266	YBR273C
2361	OG0002361	snap_masked-LAFA0E-processed-gene-15.111-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.111&CDS=1-1536	YBR274W
2362	OG0002362	snap_masked-LAFA0E-processed-gene-15.134-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.134&CDS=1-4629	YBR275C
2363	OG0002363	snap_masked-LAFA0E-processed-gene-15.112-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.112&CDS=1-606	YBR264C
2364	OG0002364	snap_masked-LAFA0E-processed-gene-15.135-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.135&CDS=1-1479	YBR263W
2365	OG0002365	snap_masked-LAFA0E-processed-gene-15.113-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.113&CDS=1-2343	YJL070C
2366	OG0002366	snap_masked-LAFA0E-processed-gene-15.136-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.136&CDS=1-1467	YJL071W
2367	OG0002367	snap_masked-LAFA0E-processed-gene-15.114-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-15.114&CDS=1-624	YJL072C
2368	OG0002368	snap_masked-LAFA0E-processed-gene-16.1-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.1&CDS=1-1542	YBR286W
2369	OG0002369	snap_masked-LAFA0E-processed-gene-16.4-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.4&CDS=1-1866	YJL073W
2370	OG0002370	snap_masked-LAFA0E-processed-gene-16.2-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.2&CDS=1-1245	YBR287W
2371	OG0002371	snap_masked-LAFA0E-processed-gene-16.3-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.3&CDS=1-3639	YJL074C
2372	OG0002372	snap_masked-LAFA0E-processed-gene-16.22-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.22&CDS=1-3717	YJL076W
2373	OG0002373	snap_masked-LAFA0E-processed-gene-16.5-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.5&CDS=1-876	YHR029C
2374	OG0002374	snap_masked-LAFA0E-processed-gene-16.6-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.6&CDS=1-1749	YOR386W
2375	OG0002375	snap_masked-LAFA0E-processed-gene-16.23-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.23&CDS=1-1017	YKR011C
2376	OG0002376	snap_masked-LAFA0E-processed-gene-16.9-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.9&CDS=1-3612	YJL080C
2377	OG0002377	snap_masked-LAFA0E-processed-gene-16.26-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.26&CDS=1-627	YKR014C
2378	OG0002378	genemark-LAFA0E-processed-gene-16.101-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-16.101&CDS=1-1593	YKR016W
2379	OG0002379	snap_masked-LAFA0E-processed-gene-16.11-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.11&CDS=1-1446	YJL081C
2380	OG0002380	snap_masked-LAFA0E-processed-gene-16.28-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.28&CDS=1-1629	YKR017C
2381	OG0002381	snap_masked-LAFA0E-processed-gene-16.12-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.12&CDS=1-435	YKR020W
2382	OG0002382	genemark-LAFA0E-processed-gene-16.104-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-16.104&CDS=1-2823	YJL084C
2383	OG0002383	genemark-LAFA0E-processed-gene-16.123-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-16.123&CDS=1-1869	YJL085W
2384	OG0002384	snap_masked-LAFA0E-processed-gene-16.13-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.13&CDS=1-2460	YJL087C
2385	OG0002385	snap_masked-LAFA0E-processed-gene-16.32-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.32&CDS=1-975	YJL088W
2386	OG0002386	genemark-LAFA0E-processed-gene-16.106-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-16.106&CDS=1-570	YLR306W
2387	OG0002387	snap_masked-LAFA0E-processed-gene-16.14-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.14&CDS=1-975	YLR308W
2388	OG0002388	snap_masked-LAFA0E-processed-gene-16.34-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.34&CDS=1-2643	YLR309C
2389	OG0002389	snap_masked-LAFA0E-processed-gene-16.35-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.35&CDS=1-4857	YLR310C
2390	OG0002390	snap_masked-LAFA0E-processed-gene-16.15-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.15&CDS=1-1710	YLL018C
2391	OG0002391	genemark-LAFA0E-processed-gene-16.109-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-16.109&CDS=1-309	YLL018C-A
2392	OG0002392	augustus_masked-LAFA0E-processed-gene-16.77-mRNA-1_1&gene=augustus_masked-LAFA0E-processed-gene-16.77&CDS=1-333	YGL030W
2393	OG0002393	snap_masked-LAFA0E-processed-gene-16.18-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.18&CDS=1-282	YGL032C
2394	OG0002394	snap_masked-LAFA0E-processed-gene-16.19-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.19&CDS=1-669	YGR147C
2395	OG0002395	snap_masked-LAFA0E-processed-gene-16.37-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.37&CDS=1-630	YGL033W
2396	OG0002396	snap_masked-LAFA0E-processed-gene-16.20-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.20&CDS=1-1377	YGL035C
2397	OG0002397	snap_masked-LAFA0E-processed-gene-16.39-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.39&CDS=1-1779	YGR009C
2398	OG0002398	snap_masked-LAFA0E-processed-gene-16.40-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.40&CDS=1-2100	YGR145W
2399	OG0002399	snap_masked-LAFA0E-processed-gene-16.41-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-16.41&CDS=1-2403	YGL036W
2400	OG0002400	snap_masked-LAFA0E-processed-gene-17.12-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.12&CDS=1-639	YGL037C
2401	OG0002401	snap_masked-LAFA0E-processed-gene-17.13-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.13&CDS=1-1380	YGL038C
2402	OG0002402	snap_masked-LAFA0E-processed-gene-17.18-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.18&CDS=1-738	YGR152C
2403	OG0002403	snap_masked-LAFA0E-processed-gene-17.15-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.15&CDS=1-921	YGR017W
2404	OG0002404	snap_masked-LAFA0E-processed-gene-17.16-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.16&CDS=1-1413	YGR019W
2405	OG0002405	snap_masked-LAFA0E-processed-gene-17.17-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.17&CDS=1-2031	YLR330W
2406	OG0002406	snap_masked-LAFA0E-processed-gene-17.19-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.19&CDS=1-354	YGR020C
2407	OG0002407	snap_masked-LAFA0E-processed-gene-17.20-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.20&CDS=1-855	YGR021W
2408	OG0002408	maker-LAFA0E-snap-gene-17.155-mRNA-1_1&gene=maker-LAFA0E-snap-gene-17.155&CDS=1-1182	YPR011C
2409	OG0002409	snap_masked-LAFA0E-processed-gene-17.42-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.42&CDS=1-735	YPR016C
2410	OG0002410	snap_masked-LAFA0E-processed-gene-17.43-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.43&CDS=1-426	YPR017C
2411	OG0002411	snap_masked-LAFA0E-processed-gene-17.23-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.23&CDS=1-1710	YPR018W
2412	OG0002412	snap_masked-LAFA0E-processed-gene-17.24-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.24&CDS=1-2736	YPR019W
2413	OG0002413	snap_masked-LAFA0E-processed-gene-17.25-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.25&CDS=1-357	YPR020W
2414	OG0002414	snap_masked-LAFA0E-processed-gene-17.44-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.44&CDS=1-1713	YGL171W
2415	OG0002415	snap_masked-LAFA0E-processed-gene-17.26-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.26&CDS=1-702	YLR312W-A
2416	OG0002416	snap_masked-LAFA0E-processed-gene-17.45-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.45&CDS=1-4641	YLL021W
2417	OG0002417	snap_masked-LAFA0E-processed-gene-17.48-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.48&CDS=1-531	YER134C
2418	OG0002418	snap_masked-LAFA0E-processed-gene-17.49-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.49&CDS=1-1566	YBL015W
2419	OG0002419	snap_masked-LAFA0E-processed-gene-17.30-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.30&CDS=1-1260	YPL112C
2420	OG0002420	snap_masked-LAFA0E-processed-gene-17.31-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.31&CDS=1-1143	YPL113C
2421	OG0002421	snap_masked-LAFA0E-processed-gene-17.50-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.50&CDS=1-729	YOR194C
2422	OG0002422	snap_masked-LAFA0E-processed-gene-17.32-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.32&CDS=1-2199	YOR195W
2423	OG0002423	snap_masked-LAFA0E-processed-gene-17.33-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.33&CDS=1-3096	YPL115C
2424	OG0002424	snap_masked-LAFA0E-processed-gene-17.51-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.51&CDS=1-1110	YOR196C
2425	OG0002425	snap_masked-LAFA0E-processed-gene-17.54-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.54&CDS=1-2172	YPL116W
2426	OG0002426	snap_masked-LAFA0E-processed-gene-17.34-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.34&CDS=1-1275	YOR197W
2427	OG0002427	snap_masked-LAFA0E-processed-gene-17.55-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.55&CDS=1-1401	YOR198C
2428	OG0002428	snap_masked-LAFA0E-processed-gene-17.35-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.35&CDS=1-828	YPL117C
2429	OG0002429	snap_masked-LAFA0E-processed-gene-17.56-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.56&CDS=1-1182	YOR201C
2430	OG0002430	snap_masked-LAFA0E-processed-gene-17.36-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.36&CDS=1-684	YOR202W
2431	OG0002431	snap_masked-LAFA0E-processed-gene-17.57-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.57&CDS=1-1056	YPL118W
2432	OG0002432	snap_masked-LAFA0E-processed-gene-17.37-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.37&CDS=1-1863	YOR204W
2433	OG0002433	snap_masked-LAFA0E-processed-gene-17.58-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.58&CDS=1-1527	YPL122C
2434	OG0002434	snap_masked-LAFA0E-processed-gene-17.38-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.38&CDS=1-3432	YOR207C
2435	OG0002435	snap_masked-LAFA0E-processed-gene-17.59-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.59&CDS=1-624	YPL121C
2436	OG0002436	snap_masked-LAFA0E-processed-gene-17.60-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-17.60&CDS=1-2136	YOR206W
2437	OG0002437	snap_masked-LAFA0E-processed-gene-18.72-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.72&CDS=1-1617	YOR205C
2438	OG0002438	snap_masked-LAFA0E-processed-gene-18.75-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.75&CDS=1-1317	YPL123C
2439	OG0002439	snap_masked-LAFA0E-processed-gene-18.76-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.76&CDS=1-2535	YOR208W
2440	OG0002440	snap_masked-LAFA0E-processed-gene-18.88-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.88&CDS=1-3096	YPL125W
2441	OG0002441	snap_masked-LAFA0E-processed-gene-18.89-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.89&CDS=1-1287	YOR209C
2442	OG0002442	snap_masked-LAFA0E-processed-gene-18.90-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.90&CDS=1-2628	YPL126W
2443	OG0002443	snap_masked-LAFA0E-processed-gene-18.78-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.78&CDS=1-210	YOR210W
2444	OG0002444	snap_masked-LAFA0E-processed-gene-18.91-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.91&CDS=1-2589	YOR211C
2445	OG0002445	snap_masked-LAFA0E-processed-gene-18.79-mRNA-1_1&gene=snap_masked-LAFA0E-processed-gene-18.79&CDS=1-651	YPL127C
2446	OG0002446	genemark-LAFA0E-processed-gene-18.10-mRNA-1_1&gene=genemark-LAFA0E-processed-gene-18.10&CDS=1-1269	YOR212W
