	OrthologID	Candida_versatilis	Saccharomyces_cerevisiae
1544	OG0001544	-processed-gene-20.50-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.50&CDS=1-1065	YNL191W
1545	OG0001545	-processed-gene-20.116-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.116&CDS=1-4263	YJL005W
1546	OG0001546	-processed-gene-20.118-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.118&CDS=1-861	YPR056W
1547	OG0001547	-processed-gene-20.91-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.91&CDS=1-1455	YER168C
1548	OG0001548	-processed-gene-20.92-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.92&CDS=1-690	YOL102C
1549	OG0001549	-processed-gene-20.122-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.122&CDS=1-1098	YDL090C
1550	OG0001550	-processed-gene-20.126-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.126&CDS=1-249	YMR286W
1551	OG0001551	-processed-gene-20.102-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.102&CDS=1-939	YJR007W
1552	OG0001552	-processed-gene-20.103-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.103&CDS=1-843	YJR008W
1553	OG0001553	-processed-gene-20.128-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-20.128&CDS=1-3468	YKL209C
1554	OG0001554	-processed-gene-21.89-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.89&CDS=1-912	YMR041C
1555	OG0001555	-processed-gene-21.129-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.129&CDS=1-1284	YFL013C
1556	OG0001556	-processed-gene-21.94-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.94&CDS=1-1962	YNR033W
1557	OG0001557	-processed-gene-21.130-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.130&CDS=1-1080	YER145C
1558	OG0001558	-processed-gene-21.96-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.96&CDS=1-912	YOR057W
1559	OG0001559	-processed-gene-21.131-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.131&CDS=1-948	YGL213C
1560	OG0001560	-processed-gene-21.133-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.133&CDS=1-1011	YOR043W
1561	OG0001561	-processed-gene-21.100-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.100&CDS=1-1665	YGR159C
1562	OG0001562	-processed-gene-21.183-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.183&CDS=1-2646	YOR005C
1563	OG0001563	-processed-gene-21.137-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.137&CDS=1-1086	YPR035W
1564	OG0001564	-processed-gene-21.138-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.138&CDS=1-1524	YHL032C
1565	OG0001565	-processed-gene-21.102-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.102&CDS=1-372	YGR174C
1566	OG0001566	-processed-gene-21.103-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.103&CDS=1-744	YJL145W
1567	OG0001567	-processed-gene-21.217-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.217&CDS=1-2172	YGR175C
1568	OG0001568	-processed-gene-21.104-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.104&CDS=1-3009	YKL210W
1569	OG0001569	-processed-gene-21.142-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.142&CDS=1-624	YGR104C
1570	OG0001570	-processed-gene-21.145-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.145&CDS=1-2832	YDR291W
1571	OG0001571	-processed-gene-21.107-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.107&CDS=1-276	YGR181W
1572	OG0001572	-processed-gene-21.146-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.146&CDS=1-903	YCR036W
1573	OG0001573	-processed-gene-21.189-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.189&CDS=1-873	YAL032C
1574	OG0001574	-processed-gene-21.147-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.147&CDS=1-417	YAL033W
1575	OG0001575	-processed-gene-21.148-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.148&CDS=1-1221	YJL026W
1576	OG0001576	-processed-gene-21.151-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.151&CDS=1-2955	YLR187W
1577	OG0001577	-processed-gene-21.109-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.109&CDS=1-1080	YKL060C
1578	OG0001578	-processed-gene-21.111-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.111&CDS=1-1470	YCR068W
1579	OG0001579	-processed-gene-21.112-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.112&CDS=1-858	YOR166C
1580	OG0001580	-processed-gene-21.113-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.113&CDS=1-2331	YPL008W
1581	OG0001581	-processed-gene-21.67-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.67&CDS=1-762	YLR393W
1582	OG0001582	-processed-gene-21.153-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.153&CDS=1-855	YLR172C
1583	OG0001583	-processed-gene-21.154-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.154&CDS=1-897	YCL009C
1584	OG0001584	-processed-gene-21.116-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.116&CDS=1-885	YOR074C
1585	OG0001585	-processed-gene-21.231-mRNA-1_1&gene=augustus_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.231&CDS=1-1494	YJL025W
1586	OG0001586	-processed-gene-21.157-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.157&CDS=1-2118	YGL180W
1587	OG0001587	-processed-gene-21.162-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.162&CDS=1-624	YJR073C
1588	OG0001588	-processed-gene-21.122-mRNA-1_1&gene=snap_masked-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.122&CDS=1-585	YJL055W
1589	OG0001589	-snap-gene-21.83-mRNA-1_1&gene=maker-gi|1002316100|dbj|BCJV01000002.1|-snap-gene-21.83&CDS=1-360	YIR042C
1590	OG0001590	-processed-gene-21.41-mRNA-1_1&gene=genemark-gi|1002316100|dbj|BCJV01000002.1|-processed-gene-21.41&CDS=1-1545	YFL055W
1591	OG0001591	-processed-gene-0.99-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.99&CDS=1-888	YNR064C
1592	OG0001592	-processed-gene-0.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.107&CDS=1-639	YDR538W
1593	OG0001593	-processed-gene-0.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-0.89&CDS=1-2997	YPR026W
1594	OG0001594	-processed-gene-2.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.83&CDS=1-1119	YBR187W
1595	OG0001595	-processed-gene-2.95-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.95&CDS=1-672	YCR020C
1596	OG0001596	-augustus-gene-2.0-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-2.0&CDS=1-3480	YOR048C
1597	OG0001597	-processed-gene-2.100-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.100&CDS=1-1218	YIL150C
1598	OG0001598	-processed-gene-2.76-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.76&CDS=1-675	YNL148C
1599	OG0001599	-processed-gene-2.102-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.102&CDS=1-1098	YLR056W
1600	OG0001600	-processed-gene-2.51-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.51&CDS=1-852	YFL028C
1601	OG0001601	-processed-gene-2.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.77&CDS=1-507	YOL129W
1602	OG0001602	-processed-gene-2.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.104&CDS=1-1131	YMR139W
1603	OG0001603	-processed-gene-2.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-2.78&CDS=1-621	YKL002W
1604	OG0001604	-processed-gene-3.66-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.66&CDS=1-600	YKL001C
1605	OG0001605	-processed-gene-3.134-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.134&CDS=1-327	YAL044W-A
1606	OG0001606	-processed-gene-3.65-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.65&CDS=1-1557	YGL244W
1607	OG0001607	-processed-gene-3.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.72&CDS=1-543	YGL242C
1608	OG0001608	-snap-gene-3.130-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-snap-gene-3.130&CDS=1-1350	YIL065C
1609	OG0001609	-processed-gene-3.10-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.10&CDS=1-2394	YER069W
1610	OG0001610	-processed-gene-3.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.75&CDS=1-453	YIL062C
1611	OG0001611	-processed-gene-3.76-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.76&CDS=1-1077	YIL063C
1612	OG0001612	-processed-gene-3.103-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.103&CDS=1-633	YIL064W
1613	OG0001613	-processed-gene-3.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.78&CDS=1-1638	YJL153C
1614	OG0001614	-processed-gene-3.104-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.104&CDS=1-756	YIL061C
1615	OG0001615	-processed-gene-3.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.79&CDS=1-798	YHR029C
1616	OG0001616	-processed-gene-3.80-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.80&CDS=1-1164	YPL103C
1617	OG0001617	-processed-gene-3.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.106&CDS=1-1578	YMR221C
1618	OG0001618	-processed-gene-3.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.84&CDS=1-1179	YML080W
1619	OG0001619	-processed-gene-3.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.85&CDS=1-483	YDR162C
1620	OG0001620	-processed-gene-3.113-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.113&CDS=1-888	YDR161W
1621	OG0001621	-processed-gene-3.86-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.86&CDS=1-606	YDR152W
1622	OG0001622	-processed-gene-3.114-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.114&CDS=1-909	YGL153W
1623	OG0001623	-processed-gene-3.87-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.87&CDS=1-891	YDL119C
1624	OG0001624	-processed-gene-3.117-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.117&CDS=1-1119	YNL001W
1625	OG0001625	-processed-gene-3.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.119&CDS=1-1110	YGL105W
1626	OG0001626	-processed-gene-3.89-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.89&CDS=1-1059	YBR239C
1627	OG0001627	-processed-gene-3.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.120&CDS=1-435	YGL106W
1628	OG0001628	-processed-gene-3.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.90&CDS=1-894	YBR246W
1629	OG0001629	-processed-gene-3.122-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.122&CDS=1-324	YMR244C-A
1630	OG0001630	-processed-gene-3.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.91&CDS=1-1131	YBL033C
1631	OG0001631	-processed-gene-3.92-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.92&CDS=1-2040	YFL047W
1632	OG0001632	-processed-gene-3.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.93&CDS=1-1275	YCL052C
1633	OG0001633	-processed-gene-3.127-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.127&CDS=1-705	YDL216C
1634	OG0001634	-augustus-gene-3.198-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-3.198&CDS=1-2682	YLR243W
1635	OG0001635	-processed-gene-3.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.96&CDS=1-1368	YDR190C
1636	OG0001636	-processed-gene-3.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.128&CDS=1-990	YKL114C
1637	OG0001637	-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-3.33&CDS=1-2097	YBR003W
1638	OG0001638	-processed-gene-4.72-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.72&CDS=1-3612	YLR127C
1639	OG0001639	-processed-gene-4.74-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.74&CDS=1-1269	YNL169C
1640	OG0001640	-processed-gene-4.70-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.70&CDS=1-1581	YDR188W
1641	OG0001641	-processed-gene-4.75-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.75&CDS=1-510	YDR328C
1642	OG0001642	-processed-gene-4.77-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.77&CDS=1-1788	YDR189W
1643	OG0001643	-processed-gene-4.105-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.105&CDS=1-591	YOR125C
1644	OG0001644	-processed-gene-4.106-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.106&CDS=1-273	YLR363W-A
1645	OG0001645	-processed-gene-4.78-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.78&CDS=1-3924	YGR061C
1646	OG0001646	-processed-gene-4.79-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.79&CDS=1-603	YJL035C
1647	OG0001647	-processed-gene-4.107-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.107&CDS=1-2622	YKR009C
1648	OG0001648	-processed-gene-4.108-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.108&CDS=1-1479	YBR222C
1649	OG0001649	-processed-gene-4.109-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.109&CDS=1-1335	YGL119W
1650	OG0001650	-processed-gene-4.82-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.82&CDS=1-2067	YGL120C
1651	OG0001651	-processed-gene-4.83-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.83&CDS=1-1473	YHR183W
1652	OG0001652	-processed-gene-4.110-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.110&CDS=1-2145	YHR154W
1653	OG0001653	-processed-gene-4.111-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.111&CDS=1-798	YDL226C
1654	OG0001654	-processed-gene-4.173-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.173&CDS=1-2232	YNL201C
1655	OG0001655	-processed-gene-4.84-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.84&CDS=1-471	YJR047C
1656	OG0001656	-processed-gene-4.85-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.85&CDS=1-714	YMR042W
1657	OG0001657	-processed-gene-4.114-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.114&CDS=1-1059	YML038C
1658	OG0001658	-augustus-gene-4.0-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-4.0&CDS=1-1875	YMR105C
1659	OG0001659	-processed-gene-4.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.118&CDS=1-3510	YMR109W
1660	OG0001660	-processed-gene-4.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.120&CDS=1-879	YKL098W
1661	OG0001661	-processed-gene-4.90-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.90&CDS=1-696	YKL099C
1662	OG0001662	-processed-gene-4.181-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.181&CDS=1-2061	YMR092C
1663	OG0001663	-processed-gene-4.91-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.91&CDS=1-1392	YER021W
1664	OG0001664	-processed-gene-4.183-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.183&CDS=1-3651	YAL001C
1665	OG0001665	-processed-gene-4.93-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.93&CDS=1-777	YOR036W
1666	OG0001666	-processed-gene-4.96-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.96&CDS=1-1530	YLR116W
1667	OG0001667	-processed-gene-4.126-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.126&CDS=1-918	YPL266W
1668	OG0001668	-processed-gene-4.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.128&CDS=1-1305	YNL277W
1669	OG0001669	-augustus-gene-4.2-mRNA-1_1&gene=maker-gi|1002316101|dbj|BCJV01000001.1|-augustus-gene-4.2&CDS=1-2157	YLR188W
1670	OG0001670	-processed-gene-4.99-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.99&CDS=1-2679	YEL055C
1671	OG0001671	-processed-gene-4.188-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.188&CDS=1-1026	YBR233W
1672	OG0001672	-processed-gene-4.101-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-4.101&CDS=1-810	YBR231C
1673	OG0001673	-processed-gene-5.119-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.119&CDS=1-1803	YGL114W
1674	OG0001674	-processed-gene-5.114-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.114&CDS=1-1086	YDR517W
1675	OG0001675	-processed-gene-5.120-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.120&CDS=1-1437	YCL043C
1676	OG0001676	-processed-gene-5.115-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.115&CDS=1-927	YGL115W
1677	OG0001677	-processed-gene-5.116-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.116&CDS=1-1716	YJR010W
1678	OG0001678	-processed-gene-5.118-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.118&CDS=1-2613	YJL197W
1679	OG0001679	-processed-gene-5.123-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.123&CDS=1-1224	YIL160C
1680	OG0001680	-processed-gene-5.124-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.124&CDS=1-1392	YPL214C
1681	OG0001681	-processed-gene-5.147-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.147&CDS=1-1725	YAL058W
1682	OG0001682	-processed-gene-5.127-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.127&CDS=1-489	YMR035W
1683	OG0001683	-processed-gene-5.148-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.148&CDS=1-855	YLR439W
1684	OG0001684	-processed-gene-5.128-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.128&CDS=1-237	YLR438C-A
1685	OG0001685	-processed-gene-5.91-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.91&CDS=1-3486	YML059C
1686	OG0001686	-processed-gene-5.151-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.151&CDS=1-921	YJR142W
1687	OG0001687	-processed-gene-5.152-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.152&CDS=1-1188	YKL082C
1688	OG0001688	-processed-gene-5.154-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.154&CDS=1-1572	YJL069C
1689	OG0001689	-processed-gene-5.130-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.130&CDS=1-2748	YJR041C
1690	OG0001690	-processed-gene-5.155-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.155&CDS=1-990	YBR046C
1691	OG0001691	-processed-gene-5.16-mRNA-1_1&gene=genemark-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.16&CDS=1-1035	YJR068W
1692	OG0001692	-processed-gene-5.156-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.156&CDS=1-2511	YNL082W
1693	OG0001693	-processed-gene-5.157-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.157&CDS=1-1281	YMR210W
1694	OG0001694	-processed-gene-5.133-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.133&CDS=1-843	YBR176W
1695	OG0001695	-processed-gene-5.134-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.134&CDS=1-2394	YOL051W
1696	OG0001696	-processed-gene-5.135-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.135&CDS=1-744	YOL043C
1697	OG0001697	-processed-gene-5.159-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.159&CDS=1-1794	YAL021C
1698	OG0001698	-processed-gene-5.162-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.162&CDS=1-1056	YJR095W
1699	OG0001699	-processed-gene-5.163-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.163&CDS=1-840	YGR080W
1700	OG0001700	-processed-gene-5.137-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.137&CDS=1-2484	YAL024C
1701	OG0001701	-processed-gene-5.138-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.138&CDS=1-864	YAL025C
1702	OG0001702	-processed-gene-5.164-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.164&CDS=1-2775	YCR030C
1703	OG0001703	-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.107&CDS=1-2325	YJL187C
1704	OG0001704	-processed-gene-5.139-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.139&CDS=1-3603	YAL026C
1705	OG0001705	-processed-gene-5.140-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.140&CDS=1-1074	YER107C
1706	OG0001706	-processed-gene-5.141-mRNA-1_1&gene=snap_masked-gi|1002316101|dbj|BCJV01000001.1|-processed-gene-5.141&CDS=1-1209	YNL064C
