	OrthologID	Kluyveromyces_marxianus	Saccharomyces_cerevisiae
1815	OG0001815	genemark-BBIL01000005.1-processed-gene-7.80-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.80&CDS=1-2151	YBL011W
1816	OG0001816	genemark-BBIL01000005.1-processed-gene-7.79-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.79&CDS=1-594	YPL178W
1817	OG0001817	genemark-BBIL01000005.1-processed-gene-7.81-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.81&CDS=1-1341	YPL177C
1818	OG0001818	genemark-BBIL01000005.1-processed-gene-7.84-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.84&CDS=1-1293	YPL254W
1819	OG0001819	genemark-BBIL01000005.1-processed-gene-7.103-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.103&CDS=1-501	YPL252C
1820	OG0001820	genemark-BBIL01000005.1-processed-gene-7.85-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.85&CDS=1-663	YMR197C
1821	OG0001821	genemark-BBIL01000005.1-processed-gene-7.104-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.104&CDS=1-3219	YMR196W
1822	OG0001822	augustus_masked-BBIL01000005.1-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-7.9&CDS=1-2406	YDR320C
1823	OG0001823	genemark-BBIL01000005.1-processed-gene-7.106-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.106&CDS=1-2193	YHR072W
1824	OG0001824	snap_masked-BBIL01000005.1-processed-gene-7.70-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-7.70&CDS=1-906	YDR318W
1825	OG0001825	snap_masked-BBIL01000005.1-processed-gene-7.71-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-7.71&CDS=1-1128	YDR317W
1826	OG0001826	genemark-BBIL01000005.1-processed-gene-7.108-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.108&CDS=1-306	YDR482C
1827	OG0001827	genemark-BBIL01000005.1-processed-gene-7.89-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.89&CDS=1-927	YPR192W
1828	OG0001828	genemark-BBIL01000005.1-processed-gene-7.110-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.110&CDS=1-2253	YBR156C
1829	OG0001829	augustus_masked-BBIL01000005.1-processed-gene-7.33-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-7.33&CDS=1-1449	YBR157C
1830	OG0001830	genemark-BBIL01000005.1-processed-gene-7.112-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.112&CDS=1-1455	YPL054W
1831	OG0001831	genemark-BBIL01000005.1-processed-gene-7.93-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.93&CDS=1-1287	YBR158W
1832	OG0001832	genemark-BBIL01000005.1-processed-gene-7.95-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.95&CDS=1-1038	YBR159W
1833	OG0001833	genemark-BBIL01000005.1-processed-gene-7.96-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.96&CDS=1-885	YBR160W
1834	OG0001834	genemark-BBIL01000005.1-processed-gene-7.113-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.113&CDS=1-1386	YBR162C
1835	OG0001835	snap_masked-BBIL01000005.1-processed-gene-7.60-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-7.60&CDS=1-192	YBR162W-A
1836	OG0001836	genemark-BBIL01000005.1-processed-gene-7.100-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.100&CDS=1-1629	YBR163W
1837	OG0001837	genemark-BBIL01000005.1-processed-gene-7.101-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.101&CDS=1-1029	YPR127W
1838	OG0001838	genemark-BBIL01000005.1-processed-gene-7.114-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-7.114&CDS=1-438	YPL059W
1839	OG0001839	augustus_masked-BBIL01000005.1-processed-gene-8.0-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.0&CDS=1-873	YLR257W
1840	OG0001840	augustus_masked-BBIL01000005.1-processed-gene-8.1-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.1&CDS=1-1605	YFR016C
1841	OG0001841	genemark-BBIL01000005.1-processed-gene-8.100-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.100&CDS=1-2103	YLR258W
1842	OG0001842	genemark-BBIL01000005.1-processed-gene-8.101-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.101&CDS=1-1275	YOL016C
1843	OG0001843	genemark-BBIL01000005.1-processed-gene-8.102-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.102&CDS=1-2343	YDR081C
1844	OG0001844	genemark-BBIL01000005.1-processed-gene-8.123-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.123&CDS=1-2628	YDR080W
1845	OG0001845	snap_masked-BBIL01000005.1-processed-gene-8.55-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-8.55&CDS=1-216	YDR079C-A
1846	OG0001846	augustus_masked-BBIL01000005.1-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.27&CDS=1-2112	YER157W
1847	OG0001847	genemark-BBIL01000005.1-processed-gene-8.125-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.125&CDS=1-372	YDR079W
1848	OG0001848	augustus_masked-BBIL01000005.1-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.7&CDS=1-999	YER156C
1849	OG0001849	maker-BBIL01000005.1-augustus-gene-8.48-mRNA-1_1&gene=maker-BBIL01000005.1-augustus-gene-8.48&CDS=1-3078	YGL022W
1850	OG0001850	augustus_masked-BBIL01000005.1-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.29&CDS=1-843	YBL010C
1851	OG0001851	augustus_masked-BBIL01000005.1-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.12&CDS=1-918	YGR161C
1852	OG0001852	snap_masked-BBIL01000005.1-processed-gene-8.62-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-8.62&CDS=1-1383	YGR159C
1853	OG0001853	genemark-BBIL01000005.1-processed-gene-8.111-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.111&CDS=1-1848	YGL045W
1854	OG0001854	genemark-BBIL01000005.1-processed-gene-8.112-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.112&CDS=1-1587	YIL142W
1855	OG0001855	genemark-BBIL01000005.1-processed-gene-8.128-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.128&CDS=1-1149	YNL084C
1856	OG0001856	genemark-BBIL01000005.1-processed-gene-8.113-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.113&CDS=1-2355	YIL140W
1857	OG0001857	genemark-BBIL01000005.1-processed-gene-8.114-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.114&CDS=1-1599	YNL083W
1858	OG0001858	augustus_masked-BBIL01000005.1-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.33&CDS=1-696	YIL139C
1859	OG0001859	genemark-BBIL01000005.1-processed-gene-8.115-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.115&CDS=1-2775	YNL082W
1860	OG0001860	genemark-BBIL01000005.1-processed-gene-8.131-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.131&CDS=1-411	YNL081C
1861	OG0001861	genemark-BBIL01000005.1-processed-gene-8.132-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.132&CDS=1-1008	YBR141C
1862	OG0001862	genemark-BBIL01000005.1-processed-gene-8.116-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.116&CDS=1-2349	YBR142W
1863	OG0001863	genemark-BBIL01000005.1-processed-gene-8.133-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.133&CDS=1-1314	YBR143C
1864	OG0001864	genemark-BBIL01000005.1-processed-gene-8.135-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.135&CDS=1-2895	YOL084W
1865	OG0001865	genemark-BBIL01000005.1-processed-gene-8.117-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.117&CDS=1-1065	YDR282C
1866	OG0001866	genemark-BBIL01000005.1-processed-gene-8.137-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.137&CDS=1-915	YDR280W
1867	OG0001867	augustus_masked-BBIL01000005.1-processed-gene-8.41-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.41&CDS=1-1017	YDR279W
1868	OG0001868	genemark-BBIL01000005.1-processed-gene-8.118-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.118&CDS=1-1656	YHR045W
1869	OG0001869	genemark-BBIL01000005.1-processed-gene-8.139-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.139&CDS=1-2589	YKL157W
1870	OG0001870	genemark-BBIL01000005.1-processed-gene-8.119-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.119&CDS=1-723	YHR049W
1871	OG0001871	genemark-BBIL01000005.1-processed-gene-8.120-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.120&CDS=1-744	YJL035C
1872	OG0001872	genemark-BBIL01000005.1-processed-gene-8.140-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.140&CDS=1-1191	YJL036W
1873	OG0001873	genemark-BBIL01000005.1-processed-gene-8.141-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.141&CDS=1-1236	YLR015W
1874	OG0001874	genemark-BBIL01000005.1-processed-gene-8.121-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.121&CDS=1-2328	YLR014C
1875	OG0001875	genemark-BBIL01000005.1-processed-gene-8.122-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.122&CDS=1-330	YDR286C
1876	OG0001876	augustus_masked-BBIL01000005.1-processed-gene-8.45-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-8.45&CDS=1-2286	YDR285W
1877	OG0001877	genemark-BBIL01000005.1-processed-gene-8.143-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-8.143&CDS=1-1080	YMR152W
1878	OG0001878	genemark-BBIL01000005.1-processed-gene-9.106-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.106&CDS=1-885	YDR284C
1879	OG0001879	snap_masked-BBIL01000005.1-processed-gene-9.55-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.55&CDS=1-5019	YDR283C
1880	OG0001880	snap_masked-BBIL01000005.1-processed-gene-9.56-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.56&CDS=1-636	YHR041C
1881	OG0001881	snap_masked-BBIL01000005.1-processed-gene-9.58-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.58&CDS=1-1125	YDR289C
1882	OG0001882	genemark-BBIL01000005.1-processed-gene-9.108-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.108&CDS=1-3267	YDR291W
1883	OG0001883	genemark-BBIL01000005.1-processed-gene-9.133-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.133&CDS=1-1827	YDR292C
1884	OG0001884	genemark-BBIL01000005.1-processed-gene-9.134-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.134&CDS=1-1191	YHR040W
1885	OG0001885	genemark-BBIL01000005.1-processed-gene-9.112-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.112&CDS=1-1920	YHR039C
1886	OG0001886	genemark-BBIL01000005.1-processed-gene-9.135-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.135&CDS=1-720	YHR038W
1887	OG0001887	genemark-BBIL01000005.1-processed-gene-9.136-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.136&CDS=1-3537	YDR293C
1888	OG0001888	genemark-BBIL01000005.1-processed-gene-9.137-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.137&CDS=1-1725	YHR037W
1889	OG0001889	snap_masked-BBIL01000005.1-processed-gene-9.86-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.86&CDS=1-1401	YHR036W
1890	OG0001890	genemark-BBIL01000005.1-processed-gene-9.139-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.139&CDS=1-1734	YDR294C
1891	OG0001891	genemark-BBIL01000005.1-processed-gene-9.140-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.140&CDS=1-1905	YDR295C
1892	OG0001892	snap_masked-BBIL01000005.1-processed-gene-9.89-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.89&CDS=1-1989	YHR035W
1893	OG0001893	genemark-BBIL01000005.1-processed-gene-9.113-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.113&CDS=1-657	YDR296W
1894	OG0001894	genemark-BBIL01000005.1-processed-gene-9.114-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.114&CDS=1-1017	YDR297W
1895	OG0001895	genemark-BBIL01000005.1-processed-gene-9.142-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.142&CDS=1-618	YDR298C
1896	OG0001896	genemark-BBIL01000005.1-processed-gene-9.115-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.115&CDS=1-1587	YDR299W
1897	OG0001897	genemark-BBIL01000005.1-processed-gene-9.116-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.116&CDS=1-1005	YHR034C
1898	OG0001898	genemark-BBIL01000005.1-processed-gene-9.144-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.144&CDS=1-1275	YDR300C
1899	OG0001899	genemark-BBIL01000005.1-processed-gene-9.117-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.117&CDS=1-3912	YDR301W
1900	OG0001900	genemark-BBIL01000005.1-processed-gene-9.146-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.146&CDS=1-600	YDR304C
1901	OG0001901	genemark-BBIL01000005.1-processed-gene-9.147-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.147&CDS=1-855	YHR058C
1902	OG0001902	genemark-BBIL01000005.1-processed-gene-9.118-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.118&CDS=1-375	YHR059W
1903	OG0001903	genemark-BBIL01000005.1-processed-gene-9.148-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.148&CDS=1-1746	YDR306C
1904	OG0001904	snap_masked-BBIL01000005.1-processed-gene-9.68-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.68&CDS=1-1800	YPL161C
1905	OG0001905	genemark-BBIL01000005.1-processed-gene-9.120-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.120&CDS=1-804	YPL162C
1906	OG0001906	snap_masked-BBIL01000005.1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.71&CDS=1-2124	YPL164C
1907	OG0001907	maker-BBIL01000005.1-snap-gene-9.51-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-9.51&CDS=1-2241	YOR250C
1908	OG0001908	snap_masked-BBIL01000005.1-processed-gene-9.72-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.72&CDS=1-1119	YPL165C
1909	OG0001909	genemark-BBIL01000005.1-processed-gene-9.152-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.152&CDS=1-486	YPL166W
1910	OG0001910	genemark-BBIL01000005.1-processed-gene-9.124-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.124&CDS=1-4059	YPL167C
1911	OG0001911	genemark-BBIL01000005.1-processed-gene-9.125-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.125&CDS=1-573	YOR252W
1912	OG0001912	snap_masked-BBIL01000005.1-processed-gene-9.101-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.101&CDS=1-1152	YPL168W
1913	OG0001913	genemark-BBIL01000005.1-processed-gene-9.126-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.126&CDS=1-489	YOR253W
1914	OG0001914	genemark-BBIL01000005.1-processed-gene-9.154-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.154&CDS=1-2019	YOR254C
1915	OG0001915	genemark-BBIL01000005.1-processed-gene-9.127-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.127&CDS=1-1770	YPL169C
1916	OG0001916	snap_masked-BBIL01000005.1-processed-gene-9.77-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.77&CDS=1-567	YOR255W
1917	OG0001917	genemark-BBIL01000005.1-processed-gene-9.155-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.155&CDS=1-456	YPL170W
1918	OG0001918	genemark-BBIL01000005.1-processed-gene-9.129-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.129&CDS=1-1347	YPL175W
1919	OG0001919	snap_masked-BBIL01000005.1-processed-gene-9.105-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-9.105&CDS=1-2487	YPL174C
1920	OG0001920	genemark-BBIL01000005.1-processed-gene-9.130-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.130&CDS=1-501	YOR257W
1921	OG0001921	genemark-BBIL01000005.1-processed-gene-9.131-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.131&CDS=1-888	YPL173W
1922	OG0001922	genemark-BBIL01000005.1-processed-gene-9.132-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-9.132&CDS=1-924	YOR258W
1923	OG0001923	genemark-BBIL01000005.1-processed-gene-10.106-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.106&CDS=1-1311	YOR259C
1924	OG0001924	genemark-BBIL01000005.1-processed-gene-10.102-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.102&CDS=1-1530	YOR260W
1925	OG0001925	genemark-BBIL01000005.1-processed-gene-10.107-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.107&CDS=1-1350	YPL172C
1926	OG0001926	genemark-BBIL01000005.1-processed-gene-10.108-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.108&CDS=1-1005	YOR261C
1927	OG0001927	genemark-BBIL01000005.1-processed-gene-10.103-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.103&CDS=1-1041	YOR262W
1928	OG0001928	snap_masked-BBIL01000005.1-processed-gene-10.56-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-10.56&CDS=1-1320	YOR264W
1929	OG0001929	genemark-BBIL01000005.1-processed-gene-10.105-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.105&CDS=1-315	YOR265W
1930	OG0001930	snap_masked-BBIL01000005.1-processed-gene-10.85-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-10.85&CDS=1-3639	YJL076W
1931	OG0001931	snap_masked-BBIL01000005.1-processed-gene-10.86-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-10.86&CDS=1-903	YKR011C
1932	OG0001932	snap_masked-BBIL01000005.1-processed-gene-10.62-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-10.62&CDS=1-2868	YIL073C
1933	OG0001933	genemark-BBIL01000005.1-processed-gene-10.112-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.112&CDS=1-2802	YIL075C
1934	OG0001934	genemark-BBIL01000005.1-processed-gene-10.136-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.136&CDS=1-1674	YER082C
1935	OG0001935	genemark-BBIL01000005.1-processed-gene-10.137-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.137&CDS=1-1017	YER083C
1936	OG0001936	genemark-BBIL01000005.1-processed-gene-10.138-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.138&CDS=1-879	YIL076W
1937	OG0001937	genemark-BBIL01000005.1-processed-gene-10.116-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.116&CDS=1-1803	YNR019W
1938	OG0001938	genemark-BBIL01000005.1-processed-gene-10.139-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.139&CDS=1-744	YNR020C
1939	OG0001939	genemark-BBIL01000005.1-processed-gene-10.117-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.117&CDS=1-630	YCR051W
1940	OG0001940	genemark-BBIL01000005.1-processed-gene-10.118-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.118&CDS=1-1224	YNR021W
1941	OG0001941	genemark-BBIL01000005.1-processed-gene-10.140-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.140&CDS=1-402	YNR022C
1942	OG0001942	genemark-BBIL01000005.1-processed-gene-10.119-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.119&CDS=1-1389	YNR023W
1943	OG0001943	genemark-BBIL01000005.1-processed-gene-10.120-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.120&CDS=1-1530	YCR053W
1944	OG0001944	genemark-BBIL01000005.1-processed-gene-10.141-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.141&CDS=1-1608	YCR054C
1945	OG0001945	genemark-BBIL01000005.1-processed-gene-10.142-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.142&CDS=1-2739	YCR057C
1946	OG0001946	genemark-BBIL01000005.1-processed-gene-10.121-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.121&CDS=1-504	YNR024W
1947	OG0001947	genemark-BBIL01000005.1-processed-gene-10.143-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.143&CDS=1-828	YCR059C
1948	OG0001948	genemark-BBIL01000005.1-processed-gene-10.122-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.122&CDS=1-345	YCR060W
1949	OG0001949	genemark-BBIL01000005.1-processed-gene-10.123-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.123&CDS=1-1986	YCR061W
1950	OG0001950	genemark-BBIL01000005.1-processed-gene-10.124-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.124&CDS=1-471	YCR063W
1951	OG0001951	genemark-BBIL01000005.1-processed-gene-10.125-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.125&CDS=1-1695	YCR065W
1952	OG0001952	genemark-BBIL01000005.1-processed-gene-10.126-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.126&CDS=1-1176	YCR066W
1953	OG0001953	genemark-BBIL01000005.1-processed-gene-10.145-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.145&CDS=1-3021	YNR026C
1954	OG0001954	maker-BBIL01000005.1-snap-gene-10.151-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-10.151&CDS=1-2544	YCR068W
1955	OG0001955	genemark-BBIL01000005.1-processed-gene-10.129-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.129&CDS=1-582	YGR081C
1956	OG0001956	genemark-BBIL01000005.1-processed-gene-10.147-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.147&CDS=1-2985	YPR097W
1957	OG0001957	genemark-BBIL01000005.1-processed-gene-10.130-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.130&CDS=1-1659	YGL077C
1958	OG0001958	genemark-BBIL01000005.1-processed-gene-10.131-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.131&CDS=1-1566	YGL078C
1959	OG0001959	genemark-BBIL01000005.1-processed-gene-10.148-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.148&CDS=1-993	YDR245W
1960	OG0001960	genemark-BBIL01000005.1-processed-gene-10.149-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.149&CDS=1-1704	YDR244W
1961	OG0001961	genemark-BBIL01000005.1-processed-gene-10.132-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.132&CDS=1-1620	YDR243C
1962	OG0001962	genemark-BBIL01000005.1-processed-gene-10.150-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.150&CDS=1-1026	YDL209C
1963	OG0001963	genemark-BBIL01000005.1-processed-gene-10.133-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-10.133&CDS=1-447	YDL208W
1964	OG0001964	snap_masked-BBIL01000005.1-processed-gene-11.103-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.103&CDS=1-1425	YDR240C
1965	OG0001965	augustus_masked-BBIL01000005.1-processed-gene-11.1-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-11.1&CDS=1-2217	YDR239C
1966	OG0001966	genemark-BBIL01000005.1-processed-gene-11.55-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.55&CDS=1-2916	YDR238C
1967	OG0001967	genemark-BBIL01000005.1-processed-gene-11.59-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.59&CDS=1-870	YDR237W
1968	OG0001968	maker-BBIL01000005.1-snap-gene-11.49-mRNA-1_1&gene=maker-BBIL01000005.1-snap-gene-11.49&CDS=1-2142	YDL207W
1969	OG0001969	augustus_masked-BBIL01000005.1-processed-gene-11.4-mRNA-1_1&gene=augustus_masked-BBIL01000005.1-processed-gene-11.4&CDS=1-1860	YDL206W
1970	OG0001970	genemark-BBIL01000005.1-processed-gene-11.60-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.60&CDS=1-1638	YDR235W
1971	OG0001971	genemark-BBIL01000005.1-processed-gene-11.76-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.76&CDS=1-981	YDL205C
1972	OG0001972	genemark-BBIL01000005.1-processed-gene-11.77-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.77&CDS=1-2115	YDR234W
1973	OG0001973	genemark-BBIL01000005.1-processed-gene-11.61-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.61&CDS=1-861	YDR233C
1974	OG0001974	genemark-BBIL01000005.1-processed-gene-11.78-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.78&CDS=1-1713	YDR232W
1975	OG0001975	snap_masked-BBIL01000005.1-processed-gene-11.129-mRNA-1_1&gene=snap_masked-BBIL01000005.1-processed-gene-11.129&CDS=1-1560	YDL203C
1976	OG0001976	genemark-BBIL01000005.1-processed-gene-11.62-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.62&CDS=1-582	YDR231C
1977	OG0001977	genemark-BBIL01000005.1-processed-gene-11.80-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.80&CDS=1-1419	YDR229W
1978	OG0001978	genemark-BBIL01000005.1-processed-gene-11.64-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.64&CDS=1-1764	YOL137W
1979	OG0001979	genemark-BBIL01000005.1-processed-gene-11.81-mRNA-1_1&gene=genemark-BBIL01000005.1-processed-gene-11.81&CDS=1-441	YDR462W
