	OrthologID	Saccharomyces_cerevisiae	yHAB136_Kazachstania_bromeliacearum
2229	OG0002229	YJL210W	snap_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_22_length_167286_cov_23.0006_ID_43-processed-gene-0.155&CDS=1-774
2230	OG0002230	YJL212C	snap_masked-NODE_46_length_84487_cov_23.4918_ID_91-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_46_length_84487_cov_23.4918_ID_91-processed-gene-0.71&CDS=1-2391
2231	OG0002231	YJR001W	snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.37-mRNA-1_1&gene=snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.37&CDS=1-1836
2232	OG0002232	YJR002W	snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.0&CDS=1-1800
2233	OG0002233	YJR003C	snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_9_length_289189_cov_21.4249_ID_17-processed-gene-1.85&CDS=1-1551
2234	OG0002234	YJR004C	snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.32&CDS=1-2415
2235	OG0002235	YJR005C-A	snap_masked-NODE_48_length_80761_cov_21.8578_ID_95-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_48_length_80761_cov_21.8578_ID_95-processed-gene-0.58&CDS=1-273
2236	OG0002236	YJR005W	snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_24_length_134792_cov_22.0422_ID_47-processed-gene-0.2&CDS=1-2094
2237	OG0002237	YJR006W	augustus_masked-NODE_48_length_80761_cov_21.8578_ID_95-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_48_length_80761_cov_21.8578_ID_95-processed-gene-0.123&CDS=1-1404
2238	OG0002238	YJR008W	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.66-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.66&CDS=1-987
2239	OG0002239	YJR010C-A	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.95&CDS=1-252
2240	OG0002240	YJR010W	snap_masked-NODE_58_length_55950_cov_24.9021_ID_115-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_58_length_55950_cov_24.9021_ID_115-processed-gene-0.42&CDS=1-1524
2241	OG0002241	YJR011C	augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.42&CDS=1-651
2242	OG0002242	YJR012C	augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.43&CDS=1-225
2243	OG0002243	YJR013W	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.67&CDS=1-1194
2244	OG0002244	YJR014W	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.69&CDS=1-597
2245	OG0002245	YJR016C	snap_masked-NODE_57_length_56142_cov_22.7723_ID_113-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_57_length_56142_cov_22.7723_ID_113-processed-gene-0.41&CDS=1-1749
2246	OG0002246	YJR019C	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.101-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.101&CDS=1-1038
2247	OG0002247	YJR021C	augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.47&CDS=1-831
2248	OG0002248	YJR022W	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.70&CDS=1-312
2249	OG0002249	YJR024C	snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_31_length_115296_cov_21.7371_ID_61-processed-gene-0.103&CDS=1-732
2250	OG0002250	YJR030C	augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_21_length_168541_cov_21.5361_ID_41-processed-gene-0.71&CDS=1-2397
2251	OG0002251	YJR032W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.17-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.17&CDS=1-1176
2252	OG0002252	YJR033C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.43-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.43&CDS=1-4134
2253	OG0002253	YJR034W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.18-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.18&CDS=1-324
2254	OG0002254	YJR035W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.19-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.19&CDS=1-3252
2255	OG0002255	YJR036C	augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.104&CDS=1-2514
2256	OG0002256	YJR039W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.20-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.20&CDS=1-3135
2257	OG0002257	YJR040W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.21&CDS=1-2310
2258	OG0002258	YJR041C	snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.3&CDS=1-3486
2259	OG0002259	YJR042W	snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_37_length_99903_cov_20.9673_ID_73-processed-gene-0.31&CDS=1-2244
2260	OG0002260	YJR043C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.47-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.47&CDS=1-1074
2261	OG0002261	YJR044C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.49&CDS=1-414
2262	OG0002262	YJR045C	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.50-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.50&CDS=1-1935
2263	OG0002263	YJR046W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.22-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.22&CDS=1-1698
2264	OG0002264	YJR050W	snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NODE_2_length_515064_cov_21.8181_ID_3-processed-gene-4.24&CDS=1-699
2265	OG0002265	YJR052W	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.51&CDS=1-1674
2266	OG0002266	YJR054W	augustus_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.68&CDS=1-957
2267	OG0002267	YJR055W	genemark-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.3&CDS=1-456
2268	OG0002268	YJR056C	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.69&CDS=1-525
2269	OG0002269	YJR057W	snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_15_length_201512_cov_20.2718_ID_29-processed-gene-1.9&CDS=1-624
2270	OG0002270	YJR058C	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.9-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.9&CDS=1-438
2271	OG0002271	YJR060W	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.55&CDS=1-909
2272	OG0002272	YJR062C	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.71&CDS=1-1287
2273	OG0002273	YJR063W	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.59&CDS=1-375
2274	OG0002274	YJR064W	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.60&CDS=1-1680
2275	OG0002275	YJR065C	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.72&CDS=1-1362
2276	OG0002276	YJR067C	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.73&CDS=1-435
2277	OG0002277	YJR068W	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.23-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.23&CDS=1-1053
2278	OG0002278	YJR069C	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.7&CDS=1-567
2279	OG0002279	YJR070C	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.6&CDS=1-960
2280	OG0002280	YJR072C	snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.5&CDS=1-1158
2281	OG0002281	YJR073C	snap_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_63_length_47375_cov_21.1743_ID_125-processed-gene-0.31&CDS=1-651
2282	OG0002282	YJR074W	snap_masked-NODE_14_length_224486_cov_20.7905_ID_27-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_14_length_224486_cov_20.7905_ID_27-processed-gene-1.92&CDS=1-570
2283	OG0002283	YJR075W	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.76&CDS=1-1218
2284	OG0002284	YJR076C	augustus_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_44_length_88190_cov_24.0211_ID_87-processed-gene-0.38&CDS=1-1167
2285	OG0002285	YJR077C	snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_54_length_62112_cov_22.9458_ID_107-processed-gene-0.63&CDS=1-921
2286	OG0002286	YJR080C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.105-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.105&CDS=1-1218
2287	OG0002287	YJR082C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.106&CDS=1-387
2288	OG0002288	YJR083C	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.50&CDS=1-609
2289	OG0002289	YJR084W	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.25&CDS=1-945
2290	OG0002290	YJR085C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.108&CDS=1-315
2291	OG0002291	YJR086W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.84-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.84&CDS=1-285
2292	OG0002292	YJR088C	snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.100-mRNA-1_1&gene=snap_masked-NODE_45_length_86374_cov_21.9482_ID_89-processed-gene-0.100&CDS=1-897
2293	OG0002293	YJR089W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.85&CDS=1-2598
2294	OG0002294	YJR090C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.110&CDS=1-3009
2295	OG0002295	YJR091C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.111-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.111&CDS=1-3144
2296	OG0002296	YJR093C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.112&CDS=1-942
2297	OG0002297	YJR094C	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.56&CDS=1-756
2298	OG0002298	YJR095W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.88&CDS=1-1032
2299	OG0002299	YJR097W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-1.89&CDS=1-507
2300	OG0002300	YJR098C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.4&CDS=1-1965
2301	OG0002301	YJR099W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.1-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.1&CDS=1-708
2302	OG0002302	YJR100C	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.61&CDS=1-783
2303	OG0002303	YJR101W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.3&CDS=1-762
2304	OG0002304	YJR102C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.27&CDS=1-570
2305	OG0002305	YJR104C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.28&CDS=1-462
2306	OG0002306	YJR105W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.35-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.35&CDS=1-1017
2307	OG0002307	YJR106W	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.87&CDS=1-1845
2308	OG0002308	YJR107W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.33-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.33&CDS=1-1062
2309	OG0002309	YJR109C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.10&CDS=1-3336
2310	OG0002310	YJR110W	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.85&CDS=1-2556
2311	OG0002311	YJR111C	augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.65&CDS=1-870
2312	OG0002312	YJR112W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.30&CDS=1-648
2313	OG0002313	YJR113C	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.7&CDS=1-780
2314	OG0002314	YJR116W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.12-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.12&CDS=1-819
2315	OG0002315	YJR117W	snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_3_length_402036_cov_21.609_ID_5-processed-gene-2.13&CDS=1-1371
2316	OG0002316	YJR118C	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.222-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.222&CDS=1-480
2317	OG0002317	YJR119C	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.223-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.223&CDS=1-2097
2318	OG0002318	YJR121W	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.179&CDS=1-1557
2319	OG0002319	YJR122W	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.180-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.180&CDS=1-1365
2320	OG0002320	YJR123W	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.181-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.181&CDS=1-675
2321	OG0002321	YJR124C	snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.224-mRNA-1_1&gene=snap_masked-NODE_17_length_190182_cov_22.7835_ID_33-processed-gene-0.224&CDS=1-1377
2322	OG0002322	YJR125C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.171&CDS=1-1173
2323	OG0002323	YJR126C	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.34&CDS=1-2346
2324	OG0002324	YJR132W	augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.19&CDS=1-5349
2325	OG0002325	YJR134C	augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.6&CDS=1-2157
2326	OG0002326	YJR135C	augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.5&CDS=1-723
2327	OG0002327	YJR135W-A	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.44&CDS=1-261
2328	OG0002328	YJR137C	augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.4&CDS=1-10473
2329	OG0002329	YJR138W	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.43&CDS=1-4668
2330	OG0002330	YJR139C	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.181&CDS=1-1077
2331	OG0002331	YJR140C	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.25&CDS=1-4464
2332	OG0002332	YJR141W	augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.16&CDS=1-1077
2333	OG0002333	YJR142W	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.41&CDS=1-1038
2334	OG0002334	YJR143C	snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_49_length_73337_cov_24.7863_ID_97-processed-gene-0.24&CDS=1-2283
2335	OG0002335	YJR144W	snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_10_length_278180_cov_22.5073_ID_19-processed-gene-1.130&CDS=1-855
2336	OG0002336	YKL002W	maker-NODE_40_length_94096_cov_21.267_ID_79-snap-gene-0.2-mRNA-1_1&gene=maker-NODE_40_length_94096_cov_21.267_ID_79-snap-gene-0.2&CDS=1-705
2337	OG0002337	YKL003C	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.109&CDS=1-387
2338	OG0002338	YKL004W	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.87&CDS=1-1227
2339	OG0002339	YKL005C	augustus_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.56&CDS=1-1713
2340	OG0002340	YKL006C-A	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.107&CDS=1-291
2341	OG0002341	YKL007W	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.85&CDS=1-786
2342	OG0002342	YKL009W	snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.218-mRNA-1_1&gene=snap_masked-NODE_4_length_372424_cov_21.2575_ID_7-processed-gene-2.218&CDS=1-708
2343	OG0002343	YKL010C	snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_40_length_94096_cov_21.267_ID_79-processed-gene-0.104&CDS=1-4425
2344	OG0002344	YKL012W	snap_masked-NODE_27_length_129316_cov_23.4348_ID_53-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_27_length_129316_cov_23.4348_ID_53-processed-gene-0.79&CDS=1-1827
2345	OG0002345	YKL013C	augustus_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.34&CDS=1-1749
2346	OG0002346	YKL014C	snap_masked-NODE_27_length_129316_cov_23.4348_ID_53-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_27_length_129316_cov_23.4348_ID_53-processed-gene-0.112&CDS=1-5067
2347	OG0002347	YKL015W	augustus_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.48&CDS=1-2379
2348	OG0002348	YKL016C	snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.10&CDS=1-522
2349	OG0002349	YKL017C	snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_65_length_46413_cov_20.6311_ID_129-processed-gene-0.11&CDS=1-2037
