	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034761_Lipomyces_lipofer
1593	OG0001593	YGR178C	maker-flattened_line_160-augustus-gene-0.10-mRNA-1_1&gene=maker-flattened_line_160-augustus-gene-0.10&CDS=1-3033
1594	OG0001594	YGR181W	maker-flattened_line_11-augustus-gene-1.122-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-1.122&CDS=1-315
1595	OG0001595	YGR184C	maker-flattened_line_322-snap-gene-0.17-mRNA-1_1&gene=maker-flattened_line_322-snap-gene-0.17&CDS=1-6000
1596	OG0001596	YGR185C	maker-flattened_line_322-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_322-snap-gene-0.19&CDS=1-1239
1597	OG0001597	YGR186W	genemark-flattened_line_13-processed-gene-1.244-mRNA-1_1&gene=genemark-flattened_line_13-processed-gene-1.244&CDS=1-1212
1598	OG0001598	YGR187C	maker-flattened_line_13-augustus-gene-1.22-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.22&CDS=1-1080
1599	OG0001599	YGR188C	genemark-flattened_line_338-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_338-processed-gene-0.45&CDS=1-3513
1600	OG0001600	YGR193C	maker-flattened_line_4-augustus-gene-2.210-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.210&CDS=1-906
1601	OG0001601	YGR195W	maker-flattened_line_188-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_188-augustus-gene-0.44&CDS=1-735
1602	OG0001602	YGR200C	maker-flattened_line_92-augustus-gene-0.58-mRNA-1_1&gene=maker-flattened_line_92-augustus-gene-0.58&CDS=1-2580
1603	OG0001603	YGR202C	maker-flattened_line_68-augustus-gene-0.101-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.101&CDS=1-1242
1604	OG0001604	YGR203W	maker-flattened_line_201-augustus-gene-0.50-mRNA-1_1&gene=maker-flattened_line_201-augustus-gene-0.50&CDS=1-435
1605	OG0001605	YGR204W	augustus_masked-flattened_line_191-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_191-processed-gene-0.14&CDS=1-3114
1606	OG0001606	YGR205W	augustus_masked-flattened_line_160-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_160-processed-gene-0.69&CDS=1-924
1607	OG0001607	YGR207C	snap_masked-flattened_line_60-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.37&CDS=1-810
1608	OG0001608	YGR208W	augustus_masked-flattened_line_144-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.31&CDS=1-921
1609	OG0001609	YGR210C	snap_masked-flattened_line_240-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_240-processed-gene-0.13&CDS=1-1287
1610	OG0001610	YGR211W	augustus_masked-flattened_line_17-processed-gene-1.37-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.37&CDS=1-1377
1611	OG0001611	YGR215W	augustus_masked-flattened_line_112-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.62&CDS=1-330
1612	OG0001612	YGR216C	maker-flattened_line_21-augustus-gene-0.72-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-0.72&CDS=1-2526
1613	OG0001613	YGR217W	genemark-flattened_line_324-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_324-processed-gene-0.33&CDS=1-5829
1614	OG0001614	YGR218W	maker-flattened_line_23-snap-gene-0.17-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-0.17&CDS=1-3315
1615	OG0001615	YGR220C	maker-flattened_line_23-augustus-gene-0.93-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-0.93&CDS=1-957
1616	OG0001616	YGR223C	genemark-flattened_line_58-processed-gene-0.149-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.149&CDS=1-1137
1617	OG0001617	YGR225W	maker-flattened_line_21-augustus-gene-1.14-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-1.14&CDS=1-1710
1618	OG0001618	YGR227W	maker-flattened_line_499-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_499-augustus-gene-0.1&CDS=1-1671
1619	OG0001619	YGR229C	augustus_masked-flattened_line_110-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_110-processed-gene-0.82&CDS=1-1311
1620	OG0001620	YGR231C	augustus_masked-flattened_line_46-processed-gene-0.161-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.161&CDS=1-930
1621	OG0001621	YGR232W	augustus_masked-flattened_line_182-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_182-processed-gene-0.1&CDS=1-741
1622	OG0001622	YGR233C	snap_masked-flattened_line_23-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-0.119&CDS=1-3465
1623	OG0001623	YGR235C	augustus_masked-flattened_line_134-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.13&CDS=1-747
1624	OG0001624	YGR244C	maker-flattened_line_4-snap-gene-2.133-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.133&CDS=1-1281
1625	OG0001625	YGR245C	maker-flattened_line_124-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_124-augustus-gene-0.68&CDS=1-2280
1626	OG0001626	YGR247W	augustus_masked-flattened_line_62-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_62-processed-gene-0.95&CDS=1-600
1627	OG0001627	YGR252W	augustus_masked-flattened_line_112-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_112-processed-gene-0.28&CDS=1-1470
1628	OG0001628	YGR253C	maker-flattened_line_98-augustus-gene-0.95-mRNA-1_1&gene=maker-flattened_line_98-augustus-gene-0.95&CDS=1-804
1629	OG0001629	YGR255C	snap_masked-flattened_line_201-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.78&CDS=1-1584
1630	OG0001630	YGR257C	maker-flattened_line_134-augustus-gene-0.75-mRNA-1_1&gene=maker-flattened_line_134-augustus-gene-0.75&CDS=1-1251
1631	OG0001631	YGR258C	augustus_masked-flattened_line_336-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_336-processed-gene-0.11&CDS=1-2958
1632	OG0001632	YGR260W	maker-flattened_line_11-augustus-gene-0.100-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-0.100&CDS=1-1569
1633	OG0001633	YGR261C	augustus_masked-flattened_line_29-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.105&CDS=1-2511
1634	OG0001634	YGR262C	augustus_masked-flattened_line_23-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.163&CDS=1-855
1635	OG0001635	YGR264C	genemark-flattened_line_188-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_188-processed-gene-0.58&CDS=1-1848
1636	OG0001636	YGR266W	snap_masked-flattened_line_50-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.43&CDS=1-2541
1637	OG0001637	YGR267C	augustus_masked-flattened_line_238-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_238-processed-gene-0.30&CDS=1-981
1638	OG0001638	YGR268C	genemark-flattened_line_42-processed-gene-0.43-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.43&CDS=1-633
1639	OG0001639	YGR270W	maker-flattened_line_4-augustus-gene-2.189-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.189&CDS=1-4020
1640	OG0001640	YGR271C-A	augustus_masked-flattened_line_465-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_465-processed-gene-0.5&CDS=1-756
1641	OG0001641	YGR271W	maker-flattened_line_13-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.1&CDS=1-6039
1642	OG0001642	YGR274C	augustus_masked-flattened_line_76-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.68&CDS=1-2625
1643	OG0001643	YGR276C	snap_masked-flattened_line_23-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.62&CDS=1-2028
1644	OG0001644	YGR277C	maker-flattened_line_60-augustus-gene-0.77-mRNA-1_1&gene=maker-flattened_line_60-augustus-gene-0.77&CDS=1-1143
1645	OG0001645	YGR278W	genemark-flattened_line_11-processed-gene-2.63-mRNA-1_1&gene=genemark-flattened_line_11-processed-gene-2.63&CDS=1-2238
1646	OG0001646	YGR280C	augustus_masked-flattened_line_302-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_302-processed-gene-0.30&CDS=1-909
1647	OG0001647	YGR282C	maker-flattened_line_170-augustus-gene-0.14-mRNA-1_1&gene=maker-flattened_line_170-augustus-gene-0.14&CDS=1-915
1648	OG0001648	YGR284C	maker-flattened_line_208-augustus-gene-0.29-mRNA-1_1&gene=maker-flattened_line_208-augustus-gene-0.29&CDS=1-921
1649	OG0001649	YGR285C	snap_masked-flattened_line_2-processed-gene-2.40-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.40&CDS=1-1344
1650	OG0001650	YGR286C	maker-flattened_line_197-snap-gene-0.5-mRNA-1_1&gene=maker-flattened_line_197-snap-gene-0.5&CDS=1-1251
1651	OG0001651	YHL002W	augustus_masked-flattened_line_40-processed-gene-0.193-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.193&CDS=1-1359
1652	OG0001652	YHL004W	snap_masked-flattened_line_92-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.22&CDS=1-1362
1653	OG0001653	YHL007C	augustus_masked-flattened_line_40-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.212&CDS=1-2673
1654	OG0001654	YHL008C	augustus_masked-flattened_line_72-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.61&CDS=1-1077
1655	OG0001655	YHL013C	augustus_masked-flattened_line_29-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.139&CDS=1-942
1656	OG0001656	YHL015W	maker-flattened_line_31-augustus-gene-0.191-mRNA-1_1&gene=maker-flattened_line_31-augustus-gene-0.191&CDS=1-351
1657	OG0001657	YHL020C	maker-flattened_line_118-snap-gene-0.19-mRNA-1_1&gene=maker-flattened_line_118-snap-gene-0.19&CDS=1-1629
1658	OG0001658	YHL021C	genemark-flattened_line_6-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.1&CDS=1-1269
1659	OG0001659	YHL022C	maker-flattened_line_11-snap-gene-2.181-mRNA-1_1&gene=maker-flattened_line_11-snap-gene-2.181&CDS=1-1062
1660	OG0001660	YHL023C	augustus_masked-flattened_line_36-processed-gene-0.297-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.297&CDS=1-3321
1661	OG0001661	YHL024W	maker-flattened_line_60-snap-gene-0.232-mRNA-1_1&gene=maker-flattened_line_60-snap-gene-0.232&CDS=1-2478
1662	OG0001662	YHL027W	genemark-flattened_line_44-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.0&CDS=1-1461
1663	OG0001663	YHL028W	genemark-flattened_line_9-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_9-processed-gene-0.65&CDS=1-1329
1664	OG0001664	YHL030W	maker-flattened_line_78-snap-gene-0.91-mRNA-1_1&gene=maker-flattened_line_78-snap-gene-0.91&CDS=1-4878
1665	OG0001665	YHL031C	maker-flattened_line_33-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.15&CDS=1-687
1666	OG0001666	YHL032C	maker-flattened_line_120-augustus-gene-0.60-mRNA-1_1&gene=maker-flattened_line_120-augustus-gene-0.60&CDS=1-1635
1667	OG0001667	YHR002W	maker-flattened_line_2-augustus-gene-0.15-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.15&CDS=1-1350
1668	OG0001668	YHR004C	augustus_masked-flattened_line_108-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.35&CDS=1-1428
1669	OG0001669	YHR005C	augustus_masked-flattened_line_116-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.92&CDS=1-1062
1670	OG0001670	YHR005C-A	maker-flattened_line_86-augustus-gene-0.108-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.108&CDS=1-261
1671	OG0001671	YHR007C	augustus_masked-flattened_line_29-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-0.152&CDS=1-1578
1672	OG0001672	YHR009C	maker-flattened_line_4-augustus-gene-1.13-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-1.13&CDS=1-1299
1673	OG0001673	YHR011W	augustus_masked-flattened_line_114-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_114-processed-gene-0.61&CDS=1-1551
1674	OG0001674	YHR012W	snap_masked-flattened_line_36-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.43&CDS=1-546
1675	OG0001675	YHR016C	maker-flattened_line_104-augustus-gene-0.170-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.170&CDS=1-1344
1676	OG0001676	YHR018C	maker-flattened_line_164-augustus-gene-0.37-mRNA-1_1&gene=maker-flattened_line_164-augustus-gene-0.37&CDS=1-1395
1677	OG0001677	YHR019C	maker-flattened_line_112-augustus-gene-0.116-mRNA-1_1&gene=maker-flattened_line_112-augustus-gene-0.116&CDS=1-1692
1678	OG0001678	YHR020W	maker-flattened_line_15-augustus-gene-1.220-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.220&CDS=1-1557
1679	OG0001679	YHR023W	snap_masked-flattened_line_272-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_272-processed-gene-0.14&CDS=1-3801
1680	OG0001680	YHR024C	augustus_masked-flattened_line_152-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_152-processed-gene-0.20&CDS=1-1470
1681	OG0001681	YHR025W	maker-flattened_line_174-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_174-augustus-gene-0.98&CDS=1-1059
1682	OG0001682	YHR026W	maker-flattened_line_15-augustus-gene-1.245-mRNA-1_1&gene=maker-flattened_line_15-augustus-gene-1.245&CDS=1-597
1683	OG0001683	YHR027C	maker-flattened_line_86-augustus-gene-0.113-mRNA-1_1&gene=maker-flattened_line_86-augustus-gene-0.113&CDS=1-2706
1684	OG0001684	YHR028C	augustus_masked-flattened_line_17-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-1.26&CDS=1-3111
1685	OG0001685	YHR029C	snap_masked-flattened_line_384-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_384-processed-gene-0.24&CDS=1-1011
1686	OG0001686	YHR030C	augustus_masked-flattened_line_42-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.106&CDS=1-1314
1687	OG0001687	YHR034C	maker-flattened_line_29-snap-gene-1.11-mRNA-1_1&gene=maker-flattened_line_29-snap-gene-1.11&CDS=1-1020
1688	OG0001688	YHR037W	maker-flattened_line_64-augustus-gene-0.100-mRNA-1_1&gene=maker-flattened_line_64-augustus-gene-0.100&CDS=1-1641
1689	OG0001689	YHR041C	maker-flattened_line_15-snap-gene-1.256-mRNA-1_1&gene=maker-flattened_line_15-snap-gene-1.256&CDS=1-681
1690	OG0001690	YHR042W	augustus_masked-flattened_line_232-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.31&CDS=1-2070
1691	OG0001691	YHR045W	maker-flattened_line_13-augustus-gene-1.40-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-1.40&CDS=1-1623
1692	OG0001692	YHR048W	maker-flattened_line_21-snap-gene-1.74-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.74&CDS=1-1374
1693	OG0001693	YHR051W	augustus_masked-flattened_line_2-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-0.95&CDS=1-453
1694	OG0001694	YHR058C	genemark-flattened_line_70-processed-gene-0.159-mRNA-1_1&gene=genemark-flattened_line_70-processed-gene-0.159&CDS=1-759
1695	OG0001695	YHR062C	augustus_masked-flattened_line_170-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-flattened_line_170-processed-gene-0.57&CDS=1-882
1696	OG0001696	YHR063C	augustus_masked-flattened_line_116-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_116-processed-gene-0.78&CDS=1-1572
1697	OG0001697	YHR064C	maker-flattened_line_4-augustus-gene-2.198-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.198&CDS=1-1728
1698	OG0001698	YHR065C	maker-flattened_line_256-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_256-augustus-gene-0.16&CDS=1-1446
1699	OG0001699	YHR067W	maker-flattened_line_110-snap-gene-0.63-mRNA-1_1&gene=maker-flattened_line_110-snap-gene-0.63&CDS=1-960
1700	OG0001700	YHR068W	augustus_masked-flattened_line_56-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.92&CDS=1-1110
1701	OG0001701	YHR069C	maker-flattened_line_13-augustus-gene-0.130-mRNA-1_1&gene=maker-flattened_line_13-augustus-gene-0.130&CDS=1-1062
1702	OG0001702	YHR070W	maker-flattened_line_108-augustus-gene-0.146-mRNA-1_1&gene=maker-flattened_line_108-augustus-gene-0.146&CDS=1-1383
1703	OG0001703	YHR071W	augustus_masked-flattened_line_44-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.85&CDS=1-1125
1704	OG0001704	YHR072W	maker-flattened_line_206-augustus-gene-0.54-mRNA-1_1&gene=maker-flattened_line_206-augustus-gene-0.54&CDS=1-2184
1705	OG0001705	YHR072W-A	genemark-flattened_line_206-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.18&CDS=1-180
1706	OG0001706	YHR073W	genemark-flattened_line_42-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.6&CDS=1-2997
1707	OG0001707	YHR074W	maker-flattened_line_25-augustus-gene-1.106-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.106&CDS=1-2106
1708	OG0001708	YHR075C	maker-flattened_line_62-augustus-gene-0.167-mRNA-1_1&gene=maker-flattened_line_62-augustus-gene-0.167&CDS=1-1185
1709	OG0001709	YHR076W	augustus_masked-flattened_line_64-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.140&CDS=1-1323
1710	OG0001710	YHR077C	augustus_masked-flattened_line_264-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_264-processed-gene-0.33&CDS=1-3486
1711	OG0001711	YHR078W	augustus_masked-flattened_line_86-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_86-processed-gene-0.73&CDS=1-1455
1712	OG0001712	YHR079C	maker-flattened_line_234-snap-gene-0.35-mRNA-1_1&gene=maker-flattened_line_234-snap-gene-0.35&CDS=1-3198
1713	OG0001713	YHR084W	maker-flattened_line_4-snap-gene-1.137-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-1.137&CDS=1-2616
1714	OG0001714	YHR085W	augustus_masked-flattened_line_15-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-1.81&CDS=1-1011
1715	OG0001715	YHR086W	maker-flattened_line_50-augustus-gene-0.128-mRNA-1_1&gene=maker-flattened_line_50-augustus-gene-0.128&CDS=1-1350
1716	OG0001716	YHR088W	augustus_masked-flattened_line_44-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-flattened_line_44-processed-gene-0.80&CDS=1-918
1717	OG0001717	YHR089C	augustus_masked-flattened_line_68-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.188&CDS=1-696
1718	OG0001718	YHR090C	maker-flattened_line_4-augustus-gene-0.108-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.108&CDS=1-1152
1719	OG0001719	YHR098C	augustus_masked-flattened_line_50-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.141&CDS=1-2751
1720	OG0001720	YHR099W	maker-flattened_line_52-snap-gene-0.219-mRNA-1_1&gene=maker-flattened_line_52-snap-gene-0.219&CDS=1-11523
1721	OG0001721	YHR100C	augustus_masked-flattened_line_11-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-1.86&CDS=1-618
1722	OG0001722	YHR102W	maker-flattened_line_6-snap-gene-2.185-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.185&CDS=1-2439
1723	OG0001723	YHR104W	maker-flattened_line_36-augustus-gene-0.23-mRNA-1_1&gene=maker-flattened_line_36-augustus-gene-0.23&CDS=1-960
1724	OG0001724	YHR107C	augustus_masked-flattened_line_13-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_13-processed-gene-1.198&CDS=1-1179
1725	OG0001725	YHR111W	augustus_masked-flattened_line_98-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.50&CDS=1-1293
1726	OG0001726	YHR112C	augustus_masked-flattened_line_346-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_346-processed-gene-0.14&CDS=1-1164
1727	OG0001727	YHR113W	augustus_masked-flattened_line_15-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_15-processed-gene-0.90&CDS=1-1461
1728	OG0001728	YHR114W	augustus_masked-flattened_line_156-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-flattened_line_156-processed-gene-0.9&CDS=1-2079
1729	OG0001729	YHR116W	augustus_masked-flattened_line_9-processed-gene-2.140-mRNA-1_1&gene=augustus_masked-flattened_line_9-processed-gene-2.140&CDS=1-369
1730	OG0001730	YHR119W	maker-flattened_line_199-augustus-gene-0.90-mRNA-1_1&gene=maker-flattened_line_199-augustus-gene-0.90&CDS=1-4017
1731	OG0001731	YHR120W	maker-flattened_line_252-snap-gene-0.38-mRNA-1_1&gene=maker-flattened_line_252-snap-gene-0.38&CDS=1-3225
1732	OG0001732	YHR121W	snap_masked-flattened_line_172-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_172-processed-gene-0.25&CDS=1-756
1733	OG0001733	YHR122W	augustus_masked-flattened_line_92-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_92-processed-gene-0.121&CDS=1-690
1734	OG0001734	YHR124W	augustus_masked-flattened_line_98-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.28&CDS=1-1047
1735	OG0001735	YHR128W	maker-flattened_line_25-augustus-gene-1.113-mRNA-1_1&gene=maker-flattened_line_25-augustus-gene-1.113&CDS=1-684
1736	OG0001736	YHR138C	snap_masked-flattened_line_56-processed-gene-0.205-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.205&CDS=1-222
1737	OG0001737	YHR142W	augustus_masked-flattened_line_437-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_437-processed-gene-0.13&CDS=1-1008
1738	OG0001738	YHR143W-A	augustus_masked-flattened_line_4-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.126&CDS=1-219
1739	OG0001739	YHR144C	maker-flattened_line_90-snap-gene-0.107-mRNA-1_1&gene=maker-flattened_line_90-snap-gene-0.107&CDS=1-1266
1740	OG0001740	YHR147C	augustus_masked-flattened_line_17-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_17-processed-gene-0.117&CDS=1-669
1741	OG0001741	YHR148W	maker-flattened_line_42-augustus-gene-0.207-mRNA-1_1&gene=maker-flattened_line_42-augustus-gene-0.207&CDS=1-549
1742	OG0001742	YHR154W	augustus_masked-flattened_line_33-processed-gene-0.226-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.226&CDS=1-2724
1743	OG0001743	YHR164C	maker-flattened_line_68-augustus-gene-0.106-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.106&CDS=1-4317
1744	OG0001744	YHR165C	maker-flattened_line_68-augustus-gene-0.100-mRNA-1_1&gene=maker-flattened_line_68-augustus-gene-0.100&CDS=1-7170
1745	OG0001745	YHR166C	maker-flattened_line_44-augustus-gene-0.205-mRNA-1_1&gene=maker-flattened_line_44-augustus-gene-0.205&CDS=1-1638
1746	OG0001746	YHR168W	augustus_masked-flattened_line_144-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_144-processed-gene-0.3&CDS=1-1671
1747	OG0001747	YHR169W	snap_masked-flattened_line_27-processed-gene-1.43-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.43&CDS=1-1347
1748	OG0001748	YHR170W	maker-flattened_line_40-augustus-gene-0.19-mRNA-1_1&gene=maker-flattened_line_40-augustus-gene-0.19&CDS=1-1749
1749	OG0001749	YHR171W	augustus_masked-flattened_line_96-processed-gene-0.162-mRNA-1_1&gene=augustus_masked-flattened_line_96-processed-gene-0.162&CDS=1-2025
1750	OG0001750	YHR172W	maker-flattened_line_98-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_98-snap-gene-0.8&CDS=1-2508
1751	OG0001751	YHR174W	snap_masked-flattened_line_199-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.82&CDS=1-1371
1752	OG0001752	YHR175W	maker-flattened_line_300-augustus-gene-0.44-mRNA-1_1&gene=maker-flattened_line_300-augustus-gene-0.44&CDS=1-504
1753	OG0001753	YHR176W	maker-flattened_line_11-augustus-gene-2.171-mRNA-1_1&gene=maker-flattened_line_11-augustus-gene-2.171&CDS=1-1515
1754	OG0001754	YHR181W	augustus_masked-flattened_line_82-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.73&CDS=1-681
1755	OG0001755	YHR183W	maker-flattened_line_80-augustus-gene-0.69-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.69&CDS=1-1470
1756	OG0001756	YHR186C	maker-flattened_line_4-augustus-gene-2.199-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-2.199&CDS=1-4089
1757	OG0001757	YHR187W	maker-flattened_line_218-augustus-gene-0.79-mRNA-1_1&gene=maker-flattened_line_218-augustus-gene-0.79&CDS=1-948
1758	OG0001758	YHR188C	maker-flattened_line_40-snap-gene-0.131-mRNA-1_1&gene=maker-flattened_line_40-snap-gene-0.131&CDS=1-1854
1759	OG0001759	YHR190W	maker-flattened_line_104-augustus-gene-0.185-mRNA-1_1&gene=maker-flattened_line_104-augustus-gene-0.185&CDS=1-1365
1760	OG0001760	YHR191C	augustus_masked-flattened_line_94-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.73&CDS=1-399
1761	OG0001761	YHR193C	augustus_masked-flattened_line_124-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.97&CDS=1-627
1762	OG0001762	YHR194W	augustus_masked-flattened_line_29-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_29-processed-gene-1.120&CDS=1-2358
