	OrthologID	Saccharomyces_cerevisiae	Tetrapisispora_phaffii
2259	OG0002259	YJL056C	genemark-NC_016534.1-processed-gene-3.58-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-3.58&CDS=1-2334
2260	OG0002260	YJL057C	snap_masked-NC_016528.1-processed-gene-5.20-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.20&CDS=1-2109
2261	OG0002261	YJL059W	snap_masked-NC_016528.1-processed-gene-5.52-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-5.52&CDS=1-768
2262	OG0002262	YJL060W	snap_masked-NC_016534.1-processed-gene-3.1-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-3.1&CDS=1-1296
2263	OG0002263	YJL061W	augustus_masked-NC_016534.1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-3.112&CDS=1-2163
2264	OG0002264	YJL062W	maker-NC_016534.1-augustus-gene-3.57-mRNA-1_1&gene=maker-NC_016534.1-augustus-gene-3.57&CDS=1-2799
2265	OG0002265	YJL062W-A	snap_masked-NC_016528.1-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.19&CDS=1-201
2266	OG0002266	YJL063C	snap_masked-NC_016528.1-processed-gene-2.34-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.34&CDS=1-771
2267	OG0002267	YJL066C	augustus_masked-NC_016528.1-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-NC_016528.1-processed-gene-2.73&CDS=1-966
2268	OG0002268	YJL068C	genemark-NC_016528.1-processed-gene-6.121-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-6.121&CDS=1-894
2269	OG0002269	YJL069C	snap_masked-NC_016528.1-processed-gene-6.61-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.61&CDS=1-1800
2270	OG0002270	YJL070C	snap_masked-NC_016528.1-processed-gene-2.31-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.31&CDS=1-2748
2271	OG0002271	YJL071W	snap_masked-NC_016528.1-processed-gene-2.14-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.14&CDS=1-1752
2272	OG0002272	YJL072C	snap_masked-NC_016528.1-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.30&CDS=1-657
2273	OG0002273	YJL073W	snap_masked-NC_016528.1-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.13&CDS=1-1998
2274	OG0002274	YJL074C	snap_masked-NC_016528.1-processed-gene-2.28-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.28&CDS=1-3648
2275	OG0002275	YJL081C	snap_masked-NC_016528.1-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.24&CDS=1-1509
2276	OG0002276	YJL084C	snap_masked-NC_016528.1-processed-gene-2.23-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.23&CDS=1-3012
2277	OG0002277	YJL085W	snap_masked-NC_016528.1-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.7&CDS=1-1872
2278	OG0002278	YJL087C	snap_masked-NC_016528.1-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.22&CDS=1-2493
2279	OG0002279	YJL088W	snap_masked-NC_016528.1-processed-gene-6.100-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.100&CDS=1-969
2280	OG0002280	YJL089W	snap_masked-NC_016528.1-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.101&CDS=1-3132
2281	OG0002281	YJL090C	snap_masked-NC_016521.1-processed-gene-3.4-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.4&CDS=1-2259
2282	OG0002282	YJL091C	genemark-NC_016528.1-processed-gene-2.99-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-2.99&CDS=1-1494
2283	OG0002283	YJL092W	snap_masked-NC_016521.1-processed-gene-3.2-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.2&CDS=1-3258
2284	OG0002284	YJL093C	snap_masked-NC_016528.1-processed-gene-2.21-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.21&CDS=1-2106
2285	OG0002285	YJL094C	snap_masked-NC_016528.1-processed-gene-2.20-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.20&CDS=1-2652
2286	OG0002286	YJL095W	snap_masked-NC_016528.1-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.5&CDS=1-4302
2287	OG0002287	YJL096W	genemark-NC_016528.1-processed-gene-2.82-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-2.82&CDS=1-480
2288	OG0002288	YJL097W	snap_masked-NC_016521.1-processed-gene-2.125-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.125&CDS=1-660
2289	OG0002289	YJL101C	snap_masked-NC_016528.1-processed-gene-2.4-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.4&CDS=1-2067
2290	OG0002290	YJL102W	snap_masked-NC_016528.1-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-2.0&CDS=1-2406
2291	OG0002291	YJL103C	genemark-NC_016528.1-processed-gene-2.80-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-2.80&CDS=1-1488
2292	OG0002292	YJL104W	genemark-NC_016528.1-processed-gene-1.26-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-1.26&CDS=1-423
2293	OG0002293	YJL106W	snap_masked-NC_016528.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-1.61&CDS=1-2427
2294	OG0002294	YJL109C	snap_masked-NC_016528.1-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-1.72&CDS=1-5319
2295	OG0002295	YJL111W	snap_masked-NC_016521.1-processed-gene-2.118-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.118&CDS=1-1653
2296	OG0002296	YJL112W	snap_masked-NC_016521.1-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.117&CDS=1-2157
2297	OG0002297	YJL115W	snap_masked-NC_016521.1-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.114&CDS=1-834
2298	OG0002298	YJL117W	snap_masked-NC_016521.1-processed-gene-7.12-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.12&CDS=1-900
2299	OG0002299	YJL121C	snap_masked-NC_016521.1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.28&CDS=1-705
2300	OG0002300	YJL122W	snap_masked-NC_016521.1-processed-gene-2.119-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.119&CDS=1-513
2301	OG0002301	YJL123C	snap_masked-NC_016521.1-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.146&CDS=1-1326
2302	OG0002302	YJL124C	augustus_masked-NC_016521.1-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-2.92&CDS=1-471
2303	OG0002303	YJL125C	snap_masked-NC_016521.1-processed-gene-2.144-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.144&CDS=1-1176
2304	OG0002304	YJL127C	augustus_masked-NC_016521.1-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-NC_016521.1-processed-gene-7.57&CDS=1-2178
2305	OG0002305	YJL128C	snap_masked-NC_016521.1-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-2.143&CDS=1-2070
2306	OG0002306	YJL129C	snap_masked-NC_016521.1-processed-gene-7.25-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.25&CDS=1-3987
2307	OG0002307	YJL130C	snap_masked-NC_016521.1-processed-gene-7.24-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.24&CDS=1-6645
2308	OG0002308	YJL131C	snap_masked-NC_016521.1-processed-gene-7.23-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-7.23&CDS=1-1152
2309	OG0002309	YJL140W	snap_masked-NC_016521.1-processed-gene-6.64-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-6.64&CDS=1-606
2310	OG0002310	YJL141C	snap_masked-NC_016520.1-processed-gene-10.10-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-10.10&CDS=1-2121
2311	OG0002311	YJL143W	snap_masked-NC_016520.1-processed-gene-6.75-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.75&CDS=1-483
2312	OG0002312	YJL145W	snap_masked-NC_016520.1-processed-gene-10.26-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-10.26&CDS=1-876
2313	OG0002313	YJL146W	snap_masked-NC_016520.1-processed-gene-6.74-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.74&CDS=1-1527
2314	OG0002314	YJL147C	snap_masked-NC_016520.1-processed-gene-6.92-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.92&CDS=1-1437
2315	OG0002315	YJL148W	augustus_masked-NC_016520.1-processed-gene-6.41-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-6.41&CDS=1-678
2316	OG0002316	YJL149W	genemark-NC_016524.1-processed-gene-6.125-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-6.125&CDS=1-1758
2317	OG0002317	YJL153C	snap_masked-NC_016520.1-processed-gene-6.89-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.89&CDS=1-1620
2318	OG0002318	YJL154C	snap_masked-NC_016524.1-processed-gene-7.78-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.78&CDS=1-2832
2319	OG0002319	YJL155C	snap_masked-NC_016520.1-processed-gene-6.87-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.87&CDS=1-1356
2320	OG0002320	YJL157C	snap_masked-NC_016520.1-processed-gene-6.86-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-6.86&CDS=1-2523
2321	OG0002321	YJL165C	genemark-NC_016520.1-processed-gene-6.3-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-6.3&CDS=1-2424
2322	OG0002322	YJL167W	maker-NC_016524.1-snap-gene-7.166-mRNA-1_1&gene=maker-NC_016524.1-snap-gene-7.166&CDS=1-1320
2323	OG0002323	YJL168C	snap_masked-NC_016520.1-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.80&CDS=1-2121
2324	OG0002324	YJL171C	snap_masked-NC_016524.1-processed-gene-7.88-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.88&CDS=1-1176
2325	OG0002325	YJL173C	snap_masked-NC_016524.1-processed-gene-7.89-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.89&CDS=1-348
2326	OG0002326	YJL174W	genemark-NC_016520.1-processed-gene-5.105-mRNA-1_1&gene=genemark-NC_016520.1-processed-gene-5.105&CDS=1-810
2327	OG0002327	YJL176C	snap_masked-NC_016520.1-processed-gene-5.76-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.76&CDS=1-3069
2328	OG0002328	YJL178C	snap_masked-NC_016524.1-processed-gene-7.91-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.91&CDS=1-816
2329	OG0002329	YJL179W	snap_masked-NC_016524.1-processed-gene-7.127-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.127&CDS=1-258
2330	OG0002330	YJL180C	snap_masked-NC_016520.1-processed-gene-5.75-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.75&CDS=1-978
2331	OG0002331	YJL183W	snap_masked-NC_016524.1-processed-gene-7.128-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.128&CDS=1-1293
2332	OG0002332	YJL184W	snap_masked-NC_016520.1-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.58&CDS=1-321
2333	OG0002333	YJL187C	snap_masked-NC_016520.1-processed-gene-5.74-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.74&CDS=1-2646
2334	OG0002334	YJL192C	genemark-NC_016524.1-processed-gene-7.184-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-7.184&CDS=1-744
2335	OG0002335	YJL193W	snap_masked-NC_016524.1-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.134&CDS=1-1167
2336	OG0002336	YJL194W	snap_masked-NC_016524.1-processed-gene-7.135-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-7.135&CDS=1-1734
2337	OG0002337	YJL197W	snap_masked-NC_016520.1-processed-gene-5.54-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-5.54&CDS=1-3858
2338	OG0002338	YJL200C	snap_masked-NC_016523.1-processed-gene-9.154-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.154&CDS=1-2436
2339	OG0002339	YJL201W	snap_masked-NC_016523.1-processed-gene-9.126-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.126&CDS=1-1974
2340	OG0002340	YJL203W	snap_masked-NC_016523.1-processed-gene-9.155-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-9.155&CDS=1-1209
2341	OG0002341	YJL207C	snap_masked-NC_016521.1-processed-gene-9.56-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.56&CDS=1-6027
2342	OG0002342	YJL208C	genemark-NC_016521.1-processed-gene-9.20-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-9.20&CDS=1-996
2343	OG0002343	YJL209W	snap_masked-NC_016521.1-processed-gene-9.75-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.75&CDS=1-2256
2344	OG0002344	YJR001W	genemark-NC_016533.1-processed-gene-1.20-mRNA-1_1&gene=genemark-NC_016533.1-processed-gene-1.20&CDS=1-1956
2345	OG0002345	YJR002W	snap_masked-NC_016533.1-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-1.96&CDS=1-1770
2346	OG0002346	YJR003C	snap_masked-NC_016533.1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-1.116&CDS=1-1584
2347	OG0002347	YJR004C	snap_masked-NC_016533.1-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NC_016533.1-processed-gene-1.117&CDS=1-2379
2348	OG0002348	YJR006W	snap_masked-NC_016529.1-processed-gene-6.104-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-6.104&CDS=1-1404
2349	OG0002349	YJR008W	snap_masked-NC_016520.1-processed-gene-10.15-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-10.15&CDS=1-1023
2350	OG0002350	YJR010C-A	snap_masked-NC_016520.1-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.56&CDS=1-264
2351	OG0002351	YJR010W	snap_masked-NC_016520.1-processed-gene-10.16-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-10.16&CDS=1-1539
2352	OG0002352	YJR011C	snap_masked-NC_016529.1-processed-gene-6.109-mRNA-1_1&gene=snap_masked-NC_016529.1-processed-gene-6.109&CDS=1-897
2353	OG0002353	YJR012C	snap_masked-NC_016520.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.55&CDS=1-333
2354	OG0002354	YJR013W	snap_masked-NC_016520.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.73&CDS=1-1224
2355	OG0002355	YJR014W	snap_masked-NC_016520.1-processed-gene-10.17-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-10.17&CDS=1-618
2356	OG0002356	YJR016C	snap_masked-NC_016520.1-processed-gene-11.4-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.4&CDS=1-1767
2357	OG0002357	YJR017C	snap_masked-NC_016520.1-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.53&CDS=1-495
2358	OG0002358	YJR019C	snap_masked-NC_016520.1-processed-gene-11.5-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.5&CDS=1-984
2359	OG0002359	YJR021C	snap_masked-NC_016520.1-processed-gene-11.29-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.29&CDS=1-903
2360	OG0002360	YJR022W	snap_masked-NC_016520.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-0.72&CDS=1-381
2361	OG0002361	YJR024C	snap_masked-NC_016520.1-processed-gene-11.30-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.30&CDS=1-756
2362	OG0002362	YJR025C	snap_masked-NC_016520.1-processed-gene-11.31-mRNA-1_1&gene=snap_masked-NC_016520.1-processed-gene-11.31&CDS=1-528
2363	OG0002363	YJR030C	augustus_masked-NC_016520.1-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-NC_016520.1-processed-gene-5.17&CDS=1-2667
2364	OG0002364	YJR032W	genemark-NC_016521.1-processed-gene-9.14-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-9.14&CDS=1-1188
2365	OG0002365	YJR033C	snap_masked-NC_016521.1-processed-gene-9.70-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.70&CDS=1-4227
2366	OG0002366	YJR034W	snap_masked-NC_016521.1-processed-gene-9.51-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.51&CDS=1-324
2367	OG0002367	YJR035W	maker-NC_016521.1-augustus-gene-9.114-mRNA-1_1&gene=maker-NC_016521.1-augustus-gene-9.114&CDS=1-4959
2368	OG0002368	YJR036C	snap_masked-NC_016521.1-processed-gene-9.71-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.71&CDS=1-2922
2369	OG0002369	YJR039W	augustus_masked-NC_016534.1-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-0.89&CDS=1-6438
2370	OG0002370	YJR040W	snap_masked-NC_016521.1-processed-gene-9.54-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.54&CDS=1-2463
2371	OG0002371	YJR041C	augustus_masked-NC_016534.1-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NC_016534.1-processed-gene-0.103&CDS=1-3513
2372	OG0002372	YJR042W	snap_masked-NC_016534.1-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.55&CDS=1-2238
2373	OG0002373	YJR043C	snap_masked-NC_016521.1-processed-gene-9.74-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.74&CDS=1-1176
2374	OG0002374	YJR044C	snap_masked-NC_016534.1-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.72&CDS=1-420
2375	OG0002375	YJR045C	snap_masked-NC_016534.1-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.73&CDS=1-1974
2376	OG0002376	YJR046W	snap_masked-NC_016523.1-processed-gene-2.47-mRNA-1_1&gene=snap_masked-NC_016523.1-processed-gene-2.47&CDS=1-1860
2377	OG0002377	YJR048W	snap_masked-NC_016525.1-processed-gene-7.10-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.10&CDS=1-324
2378	OG0002378	YJR049C	snap_masked-NC_016525.1-processed-gene-7.41-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.41&CDS=1-1692
2379	OG0002379	YJR052W	genemark-NC_016534.1-processed-gene-1.0-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-1.0&CDS=1-1737
2380	OG0002380	YJR053W	snap_masked-NC_016534.1-processed-gene-1.90-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.90&CDS=1-1944
2381	OG0002381	YJR054W	snap_masked-NC_016525.1-processed-gene-7.16-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.16&CDS=1-1641
2382	OG0002382	YJR055W	snap_masked-NC_016525.1-processed-gene-7.18-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.18&CDS=1-477
2383	OG0002383	YJR056C	snap_masked-NC_016534.1-processed-gene-1.116-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-1.116&CDS=1-510
2384	OG0002384	YJR057W	snap_masked-NC_016525.1-processed-gene-7.20-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.20&CDS=1-672
2385	OG0002385	YJR058C	snap_masked-NC_016534.1-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.41&CDS=1-441
2386	OG0002386	YJR060W	snap_masked-NC_016525.1-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.22&CDS=1-870
2387	OG0002387	YJR062C	snap_masked-NC_016534.1-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-2.39&CDS=1-1260
2388	OG0002388	YJR063W	genemark-NC_016534.1-processed-gene-2.80-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-2.80&CDS=1-375
2389	OG0002389	YJR064W	snap_masked-NC_016525.1-processed-gene-7.25-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.25&CDS=1-1677
2390	OG0002390	YJR065C	genemark-NC_016534.1-processed-gene-2.77-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-2.77&CDS=1-1374
2391	OG0002391	YJR067C	snap_masked-NC_016534.1-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.50&CDS=1-459
2392	OG0002392	YJR068W	snap_masked-NC_016534.1-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.65&CDS=1-1056
2393	OG0002393	YJR069C	snap_masked-NC_016534.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.47&CDS=1-567
2394	OG0002394	YJR070C	snap_masked-NC_016525.1-processed-gene-7.47-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.47&CDS=1-966
2395	OG0002395	YJR072C	genemark-NC_016534.1-processed-gene-0.9-mRNA-1_1&gene=genemark-NC_016534.1-processed-gene-0.9&CDS=1-1155
2396	OG0002396	YJR073C	snap_masked-NC_016525.1-processed-gene-7.48-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.48&CDS=1-717
2397	OG0002397	YJR074W	snap_masked-NC_016525.1-processed-gene-7.27-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.27&CDS=1-579
2398	OG0002398	YJR075W	snap_masked-NC_016525.1-processed-gene-7.28-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.28&CDS=1-1221
2399	OG0002399	YJR076C	snap_masked-NC_016534.1-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NC_016534.1-processed-gene-0.43&CDS=1-1215
2400	OG0002400	YJR077C	snap_masked-NC_016525.1-processed-gene-7.51-mRNA-1_1&gene=snap_masked-NC_016525.1-processed-gene-7.51&CDS=1-954
2401	OG0002401	YJR078W	genemark-NC_016521.1-processed-gene-3.105-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-3.105&CDS=1-1299
2402	OG0002402	YJR080C	snap_masked-NC_016521.1-processed-gene-3.11-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.11&CDS=1-1218
2403	OG0002403	YJR082C	genemark-NC_016521.1-processed-gene-3.86-mRNA-1_1&gene=genemark-NC_016521.1-processed-gene-3.86&CDS=1-408
2404	OG0002404	YJR083C	augustus_masked-NC_016524.1-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NC_016524.1-processed-gene-1.87&CDS=1-882
2405	OG0002405	YJR084W	snap_masked-NC_016524.1-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.61&CDS=1-1290
2406	OG0002406	YJR086W	snap_masked-NC_016524.1-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.60&CDS=1-285
2407	OG0002407	YJR088C	snap_masked-NC_016521.1-processed-gene-3.8-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.8&CDS=1-894
2408	OG0002408	YJR089W	snap_masked-NC_016521.1-processed-gene-3.24-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.24&CDS=1-2670
2409	OG0002409	YJR090C	snap_masked-NC_016524.1-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-1.46&CDS=1-3318
2410	OG0002410	YJR092W	snap_masked-NC_016521.1-processed-gene-3.23-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.23&CDS=1-4137
2411	OG0002411	YJR093C	snap_masked-NC_016524.1-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.52&CDS=1-969
2412	OG0002412	YJR094C	snap_masked-NC_016521.1-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.6&CDS=1-663
2413	OG0002413	YJR095W	snap_masked-NC_016521.1-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-3.22&CDS=1-1086
2414	OG0002414	YJR098C	snap_masked-NC_016521.1-processed-gene-9.59-mRNA-1_1&gene=snap_masked-NC_016521.1-processed-gene-9.59&CDS=1-2004
2415	OG0002415	YJR099W	snap_masked-NC_016524.1-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.77&CDS=1-705
2416	OG0002416	YJR100C	snap_masked-NC_016528.1-processed-gene-6.102-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.102&CDS=1-948
2417	OG0002417	YJR101W	genemark-NC_016524.1-processed-gene-0.37-mRNA-1_1&gene=genemark-NC_016524.1-processed-gene-0.37&CDS=1-798
2418	OG0002418	YJR102C	snap_masked-NC_016524.1-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.51&CDS=1-594
2419	OG0002419	YJR104C	snap_masked-NC_016528.1-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.103&CDS=1-465
2420	OG0002420	YJR105W	snap_masked-NC_016528.1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.110&CDS=1-1017
2421	OG0002421	YJR106W	genemark-NC_016528.1-processed-gene-6.172-mRNA-1_1&gene=genemark-NC_016528.1-processed-gene-6.172&CDS=1-2049
2422	OG0002422	YJR107W	snap_masked-NC_016524.1-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NC_016524.1-processed-gene-0.47&CDS=1-1296
2423	OG0002423	YJR109C	snap_masked-NC_016528.1-processed-gene-6.71-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.71&CDS=1-3336
2424	OG0002424	YJR110W	snap_masked-NC_016528.1-processed-gene-6.107-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.107&CDS=1-2160
2425	OG0002425	YJR111C	snap_masked-NC_016528.1-processed-gene-6.70-mRNA-1_1&gene=snap_masked-NC_016528.1-processed-gene-6.70&CDS=1-846
