	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034757_Lipomyces_doorenjongii
1747	OG0001747	YJL039C	maker-NODE_32_length_91051_cov_42.4973_ID_63-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_32_length_91051_cov_42.4973_ID_63-augustus-gene-0.44&CDS=1-5655
1748	OG0001748	YJL041W	snap_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.65&CDS=1-2052
1749	OG0001749	YJL046W	augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.143&CDS=1-1173
1750	OG0001750	YJL050W	maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.241-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.241&CDS=1-3195
1751	OG0001751	YJL053W	maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-0.157-mRNA-1_1&gene=maker-NODE_8_length_512697_cov_40.1668_ID_15-augustus-gene-0.157&CDS=1-882
1752	OG0001752	YJL054W	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.45&CDS=1-1215
1753	OG0001753	YJL057C	augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.153-mRNA-1_1&gene=augustus_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-2.153&CDS=1-1953
1754	OG0001754	YJL059W	augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-1.216-mRNA-1_1&gene=augustus_masked-NODE_17_length_258504_cov_40.0266_ID_33-processed-gene-1.216&CDS=1-1368
1755	OG0001755	YJL060W	snap_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-3.106-mRNA-1_1&gene=snap_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-3.106&CDS=1-1344
1756	OG0001756	YJL061W	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.78&CDS=1-2445
1757	OG0001757	YJL062W	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-4.45-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-4.45&CDS=1-2538
1758	OG0001758	YJL062W-A	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.190&CDS=1-255
1759	OG0001759	YJL063C	maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-1.94-mRNA-1_1&gene=maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-1.94&CDS=1-531
1760	OG0001760	YJL068C	maker-NODE_37_length_59946_cov_42.6348_ID_73-augustus-gene-0.80-mRNA-1_1&gene=maker-NODE_37_length_59946_cov_42.6348_ID_73-augustus-gene-0.80&CDS=1-879
1761	OG0001761	YJL069C	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.75-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.75&CDS=1-1707
1762	OG0001762	YJL071W	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.139&CDS=1-1617
1763	OG0001763	YJL072C	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-3.113&CDS=1-717
1764	OG0001764	YJL074C	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-0.75-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-0.75&CDS=1-3591
1765	OG0001765	YJL080C	augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.196-mRNA-1_1&gene=augustus_masked-NODE_20_length_198982_cov_39.0335_ID_39-processed-gene-0.196&CDS=1-3318
1766	OG0001766	YJL084C	snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.219-mRNA-1_1&gene=snap_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.219&CDS=1-1695
1767	OG0001767	YJL085W	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-0.0&CDS=1-1869
1768	OG0001768	YJL087C	augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.123&CDS=1-2613
1769	OG0001769	YJL088W	augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_11_length_429286_cov_39.6439_ID_21-processed-gene-1.187&CDS=1-1020
1770	OG0001770	YJL091C	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-5.156-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-5.156&CDS=1-1818
1771	OG0001771	YJL092W	maker-NODE_9_length_462379_cov_39.3331_ID_17-snap-gene-3.19-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-snap-gene-3.19&CDS=1-2985
1772	OG0001772	YJL093C	augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.289-mRNA-1_1&gene=augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.289&CDS=1-1956
1773	OG0001773	YJL094C	maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-3.45-mRNA-1_1&gene=maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-3.45&CDS=1-2427
1774	OG0001774	YJL095W	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.247-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.247&CDS=1-3681
1775	OG0001775	YJL096W	augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-2.27&CDS=1-633
1776	OG0001776	YJL097W	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-3.112-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-3.112&CDS=1-783
1777	OG0001777	YJL101C	maker-NODE_38_length_56926_cov_38.3952_ID_75-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_38_length_56926_cov_38.3952_ID_75-augustus-gene-0.78&CDS=1-2049
1778	OG0001778	YJL102W	maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-1.65-mRNA-1_1&gene=maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-1.65&CDS=1-2493
1779	OG0001779	YJL104W	augustus_masked-NODE_65_length_4744_cov_37.852_ID_129-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_65_length_4744_cov_37.852_ID_129-processed-gene-0.8&CDS=1-357
1780	OG0001780	YJL106W	augustus_masked-NODE_10_length_435637_cov_39.4802_ID_19-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_10_length_435637_cov_39.4802_ID_19-processed-gene-0.44&CDS=1-1224
1781	OG0001781	YJL108C	maker-NODE_19_length_216096_cov_39.1045_ID_37-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_19_length_216096_cov_39.1045_ID_37-augustus-gene-0.98&CDS=1-2754
1782	OG0001782	YJL109C	maker-NODE_25_length_159947_cov_39.9757_ID_49-augustus-gene-0.216-mRNA-1_1&gene=maker-NODE_25_length_159947_cov_39.9757_ID_49-augustus-gene-0.216&CDS=1-5499
1783	OG0001783	YJL111W	maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_22_length_197649_cov_39.6061_ID_43-augustus-gene-0.117&CDS=1-1641
1784	OG0001784	YJL115W	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.85-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.85&CDS=1-483
1785	OG0001785	YJL121C	augustus_masked-NODE_37_length_59946_cov_42.6348_ID_73-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-NODE_37_length_59946_cov_42.6348_ID_73-processed-gene-0.109&CDS=1-669
1786	OG0001786	YJL122W	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.384-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.384&CDS=1-405
1787	OG0001787	YJL123C	maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-5.286-mRNA-1_1&gene=maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-5.286&CDS=1-1179
1788	OG0001788	YJL124C	snap_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.38&CDS=1-435
1789	OG0001789	YJL125C	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-0.43&CDS=1-1233
1790	OG0001790	YJL126W	genemark-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.60&CDS=1-849
1791	OG0001791	YJL127C	snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.16&CDS=1-1407
1792	OG0001792	YJL127C-B	maker-NODE_2_length_773517_cov_39.7013_ID_3-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-snap-gene-0.96&CDS=1-222
1793	OG0001793	YJL130C	snap_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.58-mRNA-1_1&gene=snap_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.58&CDS=1-6909
1794	OG0001794	YJL132W	augustus_masked-NODE_10_length_435637_cov_39.4802_ID_19-processed-gene-3.186-mRNA-1_1&gene=augustus_masked-NODE_10_length_435637_cov_39.4802_ID_19-processed-gene-3.186&CDS=1-3078
1795	OG0001795	YJL140W	maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-3.52-mRNA-1_1&gene=maker-NODE_6_length_613793_cov_40.4829_ID_11-augustus-gene-3.52&CDS=1-495
1796	OG0001796	YJL141C	augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-0.13&CDS=1-2019
1797	OG0001797	YJL143W	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.101-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-1.101&CDS=1-441
1798	OG0001798	YJL145W	augustus_masked-NODE_16_length_276531_cov_39.2154_ID_31-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_16_length_276531_cov_39.2154_ID_31-processed-gene-1.157&CDS=1-876
1799	OG0001799	YJL153C	augustus_masked-NODE_33_length_89823_cov_39.5816_ID_65-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_33_length_89823_cov_39.5816_ID_65-processed-gene-0.129&CDS=1-1602
1800	OG0001800	YJL154C	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-1.163-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-1.163&CDS=1-2820
1801	OG0001801	YJL155C	maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.11-mRNA-1_1&gene=maker-NODE_48_length_23107_cov_47.1494_ID_95-augustus-gene-0.11&CDS=1-3732
1802	OG0001802	YJL156C	augustus_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-2.185-mRNA-1_1&gene=augustus_masked-NODE_6_length_613793_cov_40.4829_ID_11-processed-gene-2.185&CDS=1-2166
1803	OG0001803	YJL166W	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-5.1&CDS=1-273
1804	OG0001804	YJL167W	snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-4.160-mRNA-1_1&gene=snap_masked-NODE_8_length_512697_cov_40.1668_ID_15-processed-gene-4.160&CDS=1-1071
1805	OG0001805	YJL168C	maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.246-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.246&CDS=1-2313
1806	OG0001806	YJL178C	maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.99-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.99&CDS=1-867
1807	OG0001807	YJL179W	maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-1.290-mRNA-1_1&gene=maker-NODE_17_length_258504_cov_40.0266_ID_33-augustus-gene-1.290&CDS=1-363
1808	OG0001808	YJL180C	maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.100-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-1.100&CDS=1-864
1809	OG0001809	YJL187C	snap_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.139-mRNA-1_1&gene=snap_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.139&CDS=1-2127
1810	OG0001810	YJL190C	maker-NODE_25_length_159947_cov_39.9757_ID_49-augustus-gene-0.217-mRNA-1_1&gene=maker-NODE_25_length_159947_cov_39.9757_ID_49-augustus-gene-0.217&CDS=1-390
1811	OG0001811	YJL194W	augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.250-mRNA-1_1&gene=augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.250&CDS=1-1668
1812	OG0001812	YJL197W	augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_12_length_316152_cov_39.7624_ID_23-processed-gene-2.101&CDS=1-4047
1813	OG0001813	YJL200C	maker-NODE_20_length_198982_cov_39.0335_ID_39-augustus-gene-0.74-mRNA-1_1&gene=maker-NODE_20_length_198982_cov_39.0335_ID_39-augustus-gene-0.74&CDS=1-2472
1814	OG0001814	YJL201W	snap_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-0.124-mRNA-1_1&gene=snap_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-0.124&CDS=1-1950
1815	OG0001815	YJL203W	maker-NODE_41_length_43364_cov_39.3452_ID_81-augustus-gene-0.50-mRNA-1_1&gene=maker-NODE_41_length_43364_cov_39.3452_ID_81-augustus-gene-0.50&CDS=1-1395
1816	OG0001816	YJL204C	maker-NODE_18_length_224789_cov_39.7186_ID_35-augustus-gene-0.121-mRNA-1_1&gene=maker-NODE_18_length_224789_cov_39.7186_ID_35-augustus-gene-0.121&CDS=1-2694
1817	OG0001817	YJL205C	snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-0.7&CDS=1-255
1818	OG0001818	YJL207C	maker-NODE_29_length_134813_cov_40.158_ID_57-augustus-gene-0.90-mRNA-1_1&gene=maker-NODE_29_length_134813_cov_40.158_ID_57-augustus-gene-0.90&CDS=1-6090
1819	OG0001819	YJL208C	snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.16-mRNA-1_1&gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-1.16&CDS=1-1035
1820	OG0001820	YJL210W	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-7.119-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-7.119&CDS=1-1167
1821	OG0001821	YJR001W	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-2.19&CDS=1-1893
1822	OG0001822	YJR002W	maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-4.144-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-4.144&CDS=1-2133
1823	OG0001823	YJR006W	augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.277-mRNA-1_1&gene=augustus_masked-NODE_26_length_149516_cov_39.4994_ID_51-processed-gene-0.277&CDS=1-1431
1824	OG0001824	YJR007W	augustus_masked-NODE_41_length_43364_cov_39.3452_ID_81-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_41_length_43364_cov_39.3452_ID_81-processed-gene-0.18&CDS=1-927
1825	OG0001825	YJR008W	maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-5.53-mRNA-1_1&gene=maker-NODE_4_length_728525_cov_39.2039_ID_7-augustus-gene-5.53&CDS=1-1062
1826	OG0001826	YJR010W	maker-NODE_23_length_165425_cov_41.1239_ID_45-snap-gene-0.207-mRNA-1_1&gene=maker-NODE_23_length_165425_cov_41.1239_ID_45-snap-gene-0.207&CDS=1-2283
1827	OG0001827	YJR012C	genemark-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-1.77-mRNA-1_1&gene=genemark-NODE_7_length_553805_cov_38.9959_ID_13-processed-gene-1.77&CDS=1-480
1828	OG0001828	YJR013W	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-1.124-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-1.124&CDS=1-1170
1829	OG0001829	YJR014W	snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.48-mRNA-1_1&gene=snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.48&CDS=1-612
1830	OG0001830	YJR016C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-6.79&CDS=1-1800
1831	OG0001831	YJR017C	maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-3.112-mRNA-1_1&gene=maker-NODE_5_length_661308_cov_39.7071_ID_9-augustus-gene-3.112&CDS=1-570
1832	OG0001832	YJR019C	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-1.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-1.21&CDS=1-903
1833	OG0001833	YJR022W	augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.321-mRNA-1_1&gene=augustus_masked-NODE_5_length_661308_cov_39.7071_ID_9-processed-gene-5.321&CDS=1-294
1834	OG0001834	YJR024C	augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_15_length_292928_cov_39.1004_ID_29-processed-gene-1.166&CDS=1-705
1835	OG0001835	YJR025C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-1.4-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-1.4&CDS=1-507
1836	OG0001836	YJR033C	snap_masked-NODE_48_length_23107_cov_47.1494_ID_95-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_48_length_23107_cov_47.1494_ID_95-processed-gene-0.33&CDS=1-3879
1837	OG0001837	YJR034W	maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-3.22-mRNA-1_1&gene=maker-NODE_1_length_894220_cov_39.3355_ID_1-augustus-gene-3.22&CDS=1-309
1838	OG0001838	YJR035W	maker-NODE_2_length_773517_cov_39.7013_ID_3-snap-gene-1.71-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-snap-gene-1.71&CDS=1-3288
1839	OG0001839	YJR036C	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-3.22-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-3.22&CDS=1-2481
1840	OG0001840	YJR041C	snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_14_length_308588_cov_40.2987_ID_27-processed-gene-2.43&CDS=1-3666
1841	OG0001841	YJR042W	maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-3.173-mRNA-1_1&gene=maker-NODE_2_length_773517_cov_39.7013_ID_3-augustus-gene-3.173&CDS=1-2220
1842	OG0001842	YJR044C	maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.170-mRNA-1_1&gene=maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.170&CDS=1-393
1843	OG0001843	YJR045C	augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_4_length_728525_cov_39.2039_ID_7-processed-gene-2.133&CDS=1-1965
1844	OG0001844	YJR049C	maker-NODE_19_length_216096_cov_39.1045_ID_37-augustus-gene-0.106-mRNA-1_1&gene=maker-NODE_19_length_216096_cov_39.1045_ID_37-augustus-gene-0.106&CDS=1-1377
1845	OG0001845	YJR050W	augustus_masked-NODE_23_length_165425_cov_41.1239_ID_45-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_23_length_165425_cov_41.1239_ID_45-processed-gene-0.27&CDS=1-720
1846	OG0001846	YJR052W	maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-3.57-mRNA-1_1&gene=maker-NODE_9_length_462379_cov_39.3331_ID_17-augustus-gene-3.57&CDS=1-1716
1847	OG0001847	YJR057W	maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.237-mRNA-1_1&gene=maker-NODE_16_length_276531_cov_39.2154_ID_31-augustus-gene-1.237&CDS=1-654
1848	OG0001848	YJR058C	maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.210-mRNA-1_1&gene=maker-NODE_11_length_429286_cov_39.6439_ID_21-augustus-gene-3.210&CDS=1-429
1849	OG0001849	YJR060W	augustus_masked-NODE_46_length_30158_cov_37.6868_ID_91-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_46_length_30158_cov_37.6868_ID_91-processed-gene-0.25&CDS=1-492
1850	OG0001850	YJR062C	augustus_masked-NODE_46_length_30158_cov_37.6868_ID_91-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_46_length_30158_cov_37.6868_ID_91-processed-gene-0.32&CDS=1-804
1851	OG0001851	YJR063W	maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.83-mRNA-1_1&gene=maker-NODE_13_length_312738_cov_40.3274_ID_25-augustus-gene-2.83&CDS=1-375
1852	OG0001852	YJR064W	augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.243-mRNA-1_1&gene=augustus_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.243&CDS=1-1650
1853	OG0001853	YJR065C	genemark-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.280-mRNA-1_1&gene=genemark-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-3.280&CDS=1-1512
1854	OG0001854	YJR068W	snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-6.15&CDS=1-1110
1855	OG0001855	YJR069C	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-4.49-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-4.49&CDS=1-552
1856	OG0001856	YJR070C	augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.25&CDS=1-1785
1857	OG0001857	YJR072C	maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-3.8-mRNA-1_1&gene=maker-NODE_7_length_553805_cov_38.9959_ID_13-augustus-gene-3.8&CDS=1-1062
1858	OG0001858	YJR073C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-3.72&CDS=1-621
1859	OG0001859	YJR076C	maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-5.165-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-augustus-gene-5.165&CDS=1-1128
1860	OG0001860	YJR078W	augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_9_length_462379_cov_39.3331_ID_17-processed-gene-1.13&CDS=1-1470
1861	OG0001861	YJR082C	augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_894220_cov_39.3355_ID_1-processed-gene-5.18&CDS=1-579
1862	OG0001862	YJR084W	maker-NODE_3_length_758203_cov_39.7359_ID_5-snap-gene-5.144-mRNA-1_1&gene=maker-NODE_3_length_758203_cov_39.7359_ID_5-snap-gene-5.144&CDS=1-1209
1863	OG0001863	YJR085C	augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.8-mRNA-1_1&gene=augustus_masked-NODE_13_length_312738_cov_40.3274_ID_25-processed-gene-2.8&CDS=1-786
1864	OG0001864	YJR086W	snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-4.179-mRNA-1_1&gene=snap_masked-NODE_3_length_758203_cov_39.7359_ID_5-processed-gene-4.179&CDS=1-264
1865	OG0001865	YJR088C	augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.386-mRNA-1_1&gene=augustus_masked-NODE_21_length_198108_cov_39.0493_ID_41-processed-gene-0.386&CDS=1-843
1866	OG0001866	YJR090C	augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-4.169-mRNA-1_1&gene=augustus_masked-NODE_2_length_773517_cov_39.7013_ID_3-processed-gene-4.169&CDS=1-2019
1867	OG0001867	YJR093C	maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.174-mRNA-1_1&gene=maker-NODE_24_length_163499_cov_40.3896_ID_47-augustus-gene-0.174&CDS=1-816
