	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034998_Cephaloascus_albidus
1836	OG0001836	YHR039C-A	maker-flattened_line_26-augustus-gene-0.182-mRNA-1_1&gene=maker-flattened_line_26-augustus-gene-0.182&CDS=1-339
1837	OG0001837	YHR040W	augustus_masked-flattened_line_26-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.254&CDS=1-1068
1838	OG0001838	YHR042W	augustus_masked-flattened_line_0-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.125&CDS=1-2112
1839	OG0001839	YHR045W	snap_masked-flattened_line_107-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.105&CDS=1-1584
1840	OG0001840	YHR049W	augustus_masked-flattened_line_161-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.1&CDS=1-708
1841	OG0001841	YHR051W	augustus_masked-flattened_line_193-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_193-processed-gene-0.17&CDS=1-429
1842	OG0001842	YHR052W	augustus_masked-flattened_line_193-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_193-processed-gene-0.19&CDS=1-1158
1843	OG0001843	YHR059W	augustus_masked-flattened_line_237-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_237-processed-gene-0.55&CDS=1-387
1844	OG0001844	YHR062C	snap_masked-flattened_line_4-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.50&CDS=1-876
1845	OG0001845	YHR063C	augustus_masked-flattened_line_51-processed-gene-0.188-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.188&CDS=1-1092
1846	OG0001846	YHR064C	augustus_masked-flattened_line_39-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.84&CDS=1-1584
1847	OG0001847	YHR065C	augustus_masked-flattened_line_8-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.105&CDS=1-1467
1848	OG0001848	YHR067W	augustus_masked-flattened_line_0-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.126&CDS=1-954
1849	OG0001849	YHR068W	augustus_masked-flattened_line_39-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.74&CDS=1-1131
1850	OG0001850	YHR069C	augustus_masked-flattened_line_0-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.156&CDS=1-1008
1851	OG0001851	YHR070W	augustus_masked-flattened_line_0-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.121&CDS=1-1380
1852	OG0001852	YHR071W	snap_masked-flattened_line_107-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.104&CDS=1-918
1853	OG0001853	YHR072W	augustus_masked-flattened_line_16-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.85&CDS=1-1662
1854	OG0001854	YHR072W-A	snap_masked-flattened_line_39-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.49&CDS=1-192
1855	OG0001855	YHR073W	maker-flattened_line_0-augustus-gene-2.86-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.86&CDS=1-3111
1856	OG0001856	YHR074W	augustus_masked-flattened_line_16-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.167&CDS=1-2139
1857	OG0001857	YHR075C	augustus_masked-flattened_line_16-processed-gene-1.191-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.191&CDS=1-1137
1858	OG0001858	YHR076W	augustus_masked-flattened_line_2-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.112&CDS=1-1011
1859	OG0001859	YHR077C	augustus_masked-flattened_line_2-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.95&CDS=1-2943
1860	OG0001860	YHR078W	augustus_masked-flattened_line_211-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_211-processed-gene-0.63&CDS=1-1524
1861	OG0001861	YHR079C	augustus_masked-flattened_line_247-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.29&CDS=1-3012
1862	OG0001862	YHR079C-A	maker-flattened_line_247-augustus-gene-0.39-mRNA-1_1&gene=maker-flattened_line_247-augustus-gene-0.39&CDS=1-243
1863	OG0001863	YHR081W	augustus_masked-flattened_line_247-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_247-processed-gene-0.36&CDS=1-564
1864	OG0001864	YHR085W	maker-flattened_line_259-augustus-gene-0.35-mRNA-1_1&gene=maker-flattened_line_259-augustus-gene-0.35&CDS=1-1104
1865	OG0001865	YHR086W	augustus_masked-flattened_line_26-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.259&CDS=1-1488
1866	OG0001866	YHR087W	augustus_masked-flattened_line_26-processed-gene-0.256-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.256&CDS=1-345
1867	OG0001867	YHR088W	augustus_masked-flattened_line_0-processed-gene-2.159-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.159&CDS=1-876
1868	OG0001868	YHR089C	augustus_masked-flattened_line_39-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.106&CDS=1-615
1869	OG0001869	YHR090C	augustus_masked-flattened_line_2-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.97&CDS=1-825
1870	OG0001870	YHR098C	augustus_masked-flattened_line_2-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.72&CDS=1-2934
1871	OG0001871	YHR099W	augustus_masked-flattened_line_26-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.218&CDS=1-11451
1872	OG0001872	YHR100C	augustus_masked-flattened_line_26-processed-gene-0.265-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.265&CDS=1-1245
1873	OG0001873	YHR102W	augustus_masked-flattened_line_209-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-flattened_line_209-processed-gene-0.11&CDS=1-2703
1874	OG0001874	YHR104W	augustus_masked-flattened_line_30-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.173&CDS=1-960
1875	OG0001875	YHR110W	maker-flattened_line_18-augustus-gene-0.127-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-0.127&CDS=1-642
1876	OG0001876	YHR111W	augustus_masked-flattened_line_18-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.17&CDS=1-1275
1877	OG0001877	YHR112C	augustus_masked-flattened_line_18-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-1.3&CDS=1-1131
1878	OG0001878	YHR113W	maker-flattened_line_18-augustus-gene-1.155-mRNA-1_1&gene=maker-flattened_line_18-augustus-gene-1.155&CDS=1-1455
1879	OG0001879	YHR114W	augustus_masked-flattened_line_53-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-flattened_line_53-processed-gene-0.29&CDS=1-1782
1880	OG0001880	YHR116W	augustus_masked-flattened_line_113-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.54&CDS=1-312
1881	OG0001881	YHR120W	genemark-flattened_line_113-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_113-processed-gene-0.115&CDS=1-5940
1882	OG0001882	YHR121W	augustus_masked-flattened_line_85-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.113&CDS=1-579
1883	OG0001883	YHR122W	augustus_masked-flattened_line_85-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.142&CDS=1-582
1884	OG0001884	YHR123W	augustus_masked-flattened_line_85-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.141&CDS=1-1164
1885	OG0001885	YHR124W	augustus_masked-flattened_line_113-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_113-processed-gene-0.50&CDS=1-1872
1886	OG0001886	YHR128W	augustus_masked-flattened_line_131-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_131-processed-gene-0.37&CDS=1-642
1887	OG0001887	YHR132C	augustus_masked-flattened_line_363-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_363-processed-gene-0.7&CDS=1-1455
1888	OG0001888	YHR132W-A	augustus_masked-flattened_line_207-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_207-processed-gene-0.61&CDS=1-336
1889	OG0001889	YHR134W	augustus_masked-flattened_line_253-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.41&CDS=1-876
1890	OG0001890	YHR135C	augustus_masked-flattened_line_4-processed-gene-2.199-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.199&CDS=1-1407
1891	OG0001891	YHR137W	augustus_masked-flattened_line_129-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.4&CDS=1-1494
1892	OG0001892	YHR140W	augustus_masked-flattened_line_363-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_363-processed-gene-0.3&CDS=1-672
1893	OG0001893	YHR142W	snap_masked-flattened_line_37-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-0.89&CDS=1-933
1894	OG0001894	YHR143W-A	augustus_masked-flattened_line_141-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.18&CDS=1-210
1895	OG0001895	YHR144C	augustus_masked-flattened_line_271-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_271-processed-gene-0.4&CDS=1-999
1896	OG0001896	YHR147C	augustus_masked-flattened_line_45-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.148&CDS=1-669
1897	OG0001897	YHR148W	augustus_masked-flattened_line_45-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.173&CDS=1-549
1898	OG0001898	YHR151C	augustus_masked-flattened_line_115-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.100&CDS=1-1509
1899	OG0001899	YHR154W	snap_masked-flattened_line_16-processed-gene-1.104-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.104&CDS=1-2661
1900	OG0001900	YHR156C	augustus_masked-flattened_line_6-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.110&CDS=1-1224
1901	OG0001901	YHR165C	maker-flattened_line_121-snap-gene-0.111-mRNA-1_1&gene=maker-flattened_line_121-snap-gene-0.111&CDS=1-8736
1902	OG0001902	YHR168W	genemark-flattened_line_95-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_95-processed-gene-0.66&CDS=1-1599
1903	OG0001903	YHR169W	augustus_masked-flattened_line_95-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.90&CDS=1-1323
1904	OG0001904	YHR170W	augustus_masked-flattened_line_95-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.87&CDS=1-1563
1905	OG0001905	YHR171W	augustus_masked-flattened_line_95-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_95-processed-gene-0.88&CDS=1-4527
1906	OG0001906	YHR176W	augustus_masked-flattened_line_85-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.119&CDS=1-1413
1907	OG0001907	YHR177W	augustus_masked-flattened_line_337-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_337-processed-gene-0.39&CDS=1-1350
1908	OG0001908	YHR178W	maker-flattened_line_85-snap-gene-0.112-mRNA-1_1&gene=maker-flattened_line_85-snap-gene-0.112&CDS=1-2457
1909	OG0001909	YHR181W	augustus_masked-flattened_line_39-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.104&CDS=1-651
1910	OG0001910	YHR183W	genemark-flattened_line_16-processed-gene-1.22-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.22&CDS=1-1488
1911	OG0001911	YHR185C	augustus_masked-flattened_line_179-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-flattened_line_179-processed-gene-0.25&CDS=1-855
1912	OG0001912	YHR186C	augustus_masked-flattened_line_8-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.100&CDS=1-4038
1913	OG0001913	YHR187W	augustus_masked-flattened_line_179-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_179-processed-gene-0.26&CDS=1-867
1914	OG0001914	YHR188C	augustus_masked-flattened_line_179-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_179-processed-gene-0.28&CDS=1-1800
1915	OG0001915	YHR189W	augustus_masked-flattened_line_303-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-flattened_line_303-processed-gene-0.33&CDS=1-648
1916	OG0001916	YHR190W	augustus_masked-flattened_line_28-processed-gene-0.254-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.254&CDS=1-1386
1917	OG0001917	YHR191C	augustus_masked-flattened_line_317-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_317-processed-gene-0.7&CDS=1-411
1918	OG0001918	YHR192W	augustus_masked-flattened_line_317-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_317-processed-gene-0.3&CDS=1-993
1919	OG0001919	YHR193C	augustus_masked-flattened_line_317-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_317-processed-gene-0.8&CDS=1-573
1920	OG0001920	YHR194W	augustus_masked-flattened_line_207-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-flattened_line_207-processed-gene-0.59&CDS=1-2784
1921	OG0001921	YHR197W	augustus_masked-flattened_line_125-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-flattened_line_125-processed-gene-0.76&CDS=1-2118
1922	OG0001922	YHR198C	augustus_masked-flattened_line_173-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.30&CDS=1-918
1923	OG0001923	YHR200W	maker-flattened_line_173-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_173-augustus-gene-0.46&CDS=1-825
1924	OG0001924	YHR201C	augustus_masked-flattened_line_89-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.4&CDS=1-1125
1925	OG0001925	YHR204W	augustus_masked-flattened_line_293-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_293-processed-gene-0.30&CDS=1-2436
1926	OG0001926	YHR205W	genemark-flattened_line_293-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_293-processed-gene-0.18&CDS=1-2322
1927	OG0001927	YHR206W	augustus_masked-flattened_line_293-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-flattened_line_293-processed-gene-0.32&CDS=1-1572
1928	OG0001928	YHR207C	augustus_masked-flattened_line_293-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_293-processed-gene-0.38&CDS=1-1419
1929	OG0001929	YHR208W	snap_masked-flattened_line_65-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.14&CDS=1-1146
1930	OG0001930	YIL001W	maker-flattened_line_337-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_337-augustus-gene-0.1&CDS=1-1605
1931	OG0001931	YIL002C	augustus_masked-flattened_line_337-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_337-processed-gene-0.30&CDS=1-2802
1932	OG0001932	YIL003W	augustus_masked-flattened_line_75-processed-gene-0.73-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.73&CDS=1-828
1933	OG0001933	YIL004C	augustus_masked-flattened_line_75-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.96&CDS=1-402
1934	OG0001934	YIL005W	snap_masked-flattened_line_337-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_337-processed-gene-0.11&CDS=1-2052
1935	OG0001935	YIL007C	genemark-flattened_line_337-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_337-processed-gene-0.19&CDS=1-672
1936	OG0001936	YIL008W	maker-flattened_line_337-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_337-augustus-gene-0.0&CDS=1-297
1937	OG0001937	YIL010W	maker-flattened_line_47-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_47-augustus-gene-0.59&CDS=1-1260
1938	OG0001938	YIL016W	augustus_masked-flattened_line_61-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_61-processed-gene-0.34&CDS=1-501
1939	OG0001939	YIL019W	augustus_masked-flattened_line_16-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.91&CDS=1-996
1940	OG0001940	YIL020C	augustus_masked-flattened_line_16-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.111&CDS=1-792
1941	OG0001941	YIL021W	augustus_masked-flattened_line_16-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-0.90&CDS=1-912
1942	OG0001942	YIL022W	augustus_masked-flattened_line_8-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-0.97&CDS=1-1278
1943	OG0001943	YIL026C	augustus_masked-flattened_line_16-processed-gene-1.200-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.200&CDS=1-3246
1944	OG0001944	YIL027C	augustus_masked-flattened_line_16-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.199&CDS=1-390
1945	OG0001945	YIL030C	augustus_masked-flattened_line_409-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_409-processed-gene-0.0&CDS=1-3651
1946	OG0001946	YIL031W	snap_masked-flattened_line_8-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.30&CDS=1-5532
1947	OG0001947	YIL033C	augustus_masked-flattened_line_187-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_187-processed-gene-0.2&CDS=1-1020
1948	OG0001948	YIL034C	augustus_masked-flattened_line_0-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.89&CDS=1-807
1949	OG0001949	YIL035C	augustus_masked-flattened_line_0-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.104&CDS=1-996
1950	OG0001950	YIL039W	augustus_masked-flattened_line_315-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_315-processed-gene-0.17&CDS=1-1383
1951	OG0001951	YIL041W	augustus_masked-flattened_line_129-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.5&CDS=1-933
1952	OG0001952	YIL042C	augustus_masked-flattened_line_0-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.114&CDS=1-2415
1953	OG0001953	YIL043C	augustus_masked-flattened_line_129-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_129-processed-gene-0.19&CDS=1-843
1954	OG0001954	YIL044C	augustus_masked-flattened_line_167-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_167-processed-gene-0.62&CDS=1-933
1955	OG0001955	YIL046W	augustus_masked-flattened_line_115-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_115-processed-gene-0.81&CDS=1-1995
1956	OG0001956	YIL048W	augustus_masked-flattened_line_0-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.24&CDS=1-3408
1957	OG0001957	YIL050W	augustus_masked-flattened_line_0-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.42&CDS=1-846
1958	OG0001958	YIL061C	augustus_masked-flattened_line_10-processed-gene-1.159-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.159&CDS=1-1071
1959	OG0001959	YIL062C	snap_masked-flattened_line_30-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.89&CDS=1-453
1960	OG0001960	YIL063C	augustus_masked-flattened_line_10-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.122&CDS=1-1395
1961	OG0001961	YIL064W	augustus_masked-flattened_line_10-processed-gene-1.158-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.158&CDS=1-696
1962	OG0001962	YIL065C	maker-flattened_line_255-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_255-snap-gene-0.55&CDS=1-465
1963	OG0001963	YIL067C	augustus_masked-flattened_line_63-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.22&CDS=1-2139
1964	OG0001964	YIL068C	augustus_masked-flattened_line_63-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.36&CDS=1-2211
1965	OG0001965	YIL070C	augustus_masked-flattened_line_229-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_229-processed-gene-0.40&CDS=1-759
1966	OG0001966	YIL072W	genemark-flattened_line_445-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_445-processed-gene-0.6&CDS=1-1350
1967	OG0001967	YIL073C	maker-flattened_line_0-augustus-gene-2.80-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-2.80&CDS=1-2853
1968	OG0001968	YIL075C	augustus_masked-flattened_line_45-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.139&CDS=1-2835
1969	OG0001969	YIL076W	augustus_masked-flattened_line_45-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.171&CDS=1-888
1970	OG0001970	YIL078W	augustus_masked-flattened_line_45-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.172&CDS=1-2148
1971	OG0001971	YIL083C	augustus_masked-flattened_line_0-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.88&CDS=1-1014
1972	OG0001972	YIL084C	augustus_masked-flattened_line_0-processed-gene-2.89-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.89&CDS=1-879
1973	OG0001973	YIL087C	augustus_masked-flattened_line_0-processed-gene-2.96-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.96&CDS=1-432
1974	OG0001974	YIL090W	snap_masked-flattened_line_4-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.113&CDS=1-1230
1975	OG0001975	YIL091C	augustus_masked-flattened_line_0-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.129&CDS=1-2172
1976	OG0001976	YIL093C	snap_masked-flattened_line_0-processed-gene-1.121-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.121&CDS=1-744
1977	OG0001977	YIL094C	maker-flattened_line_0-augustus-gene-1.159-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-1.159&CDS=1-4032
1978	OG0001978	YIL096C	augustus_masked-flattened_line_0-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.48&CDS=1-894
1979	OG0001979	YIL098C	augustus_masked-flattened_line_0-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.47&CDS=1-432
1980	OG0001980	YIL099W	augustus_masked-flattened_line_4-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.20&CDS=1-1701
1981	OG0001981	YIL101C	augustus_masked-flattened_line_8-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.130&CDS=1-1113
1982	OG0001982	YIL103W	augustus_masked-flattened_line_8-processed-gene-1.126-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.126&CDS=1-1254
1983	OG0001983	YIL104C	augustus_masked-flattened_line_8-processed-gene-1.92-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.92&CDS=1-1542
1984	OG0001984	YIL106W	augustus_masked-flattened_line_183-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_183-processed-gene-0.48&CDS=1-735
1985	OG0001985	YIL107C	augustus_masked-flattened_line_253-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.50&CDS=1-2499
1986	OG0001986	YIL110W	maker-flattened_line_253-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_253-augustus-gene-0.16&CDS=1-2253
1987	OG0001987	YIL112W	augustus_masked-flattened_line_253-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.47&CDS=1-3972
1988	OG0001988	YIL113W	augustus_masked-flattened_line_253-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_253-processed-gene-0.48&CDS=1-1065
1989	OG0001989	YIL115C	augustus_masked-flattened_line_173-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_173-processed-gene-0.21&CDS=1-3663
1990	OG0001990	YIL116W	maker-flattened_line_57-augustus-gene-0.120-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-0.120&CDS=1-1176
1991	OG0001991	YIL118W	maker-flattened_line_4-snap-gene-2.158-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-2.158&CDS=1-627
1992	OG0001992	YIL124W	augustus_masked-flattened_line_275-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_275-processed-gene-0.8&CDS=1-873
1993	OG0001993	YIL125W	snap_masked-flattened_line_275-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_275-processed-gene-0.24&CDS=1-2976
1994	OG0001994	YIL127C	augustus_masked-flattened_line_187-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_187-processed-gene-0.23&CDS=1-600
1995	OG0001995	YIL128W	augustus_masked-flattened_line_187-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_187-processed-gene-0.7&CDS=1-3273
1996	OG0001996	YIL129C	augustus_masked-flattened_line_187-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_187-processed-gene-0.21&CDS=1-8034
1997	OG0001997	YIL130W	augustus_masked-flattened_line_67-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_67-processed-gene-0.22&CDS=1-2541
1998	OG0001998	YIL133C	augustus_masked-flattened_line_73-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_73-processed-gene-0.2&CDS=1-600
1999	OG0001999	YIL134W	augustus_masked-flattened_line_191-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-flattened_line_191-processed-gene-0.14&CDS=1-999
2000	OG0002000	YIL136W	augustus_masked-flattened_line_191-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_191-processed-gene-0.5&CDS=1-2004
