	OrthologID	Aspergillus_nidulans	Saccharomyces_cerevisiae
1219	OG0001219	AN5919	YCR068W
1220	OG0001220	AN10232	YMR014W
1221	OG0001221	AN0559	YGR082W
1222	OG0001222	AN8683	YOL152W
1223	OG0001223	AN6523	YNL271C
1224	OG0001224	AN3584	YJL036W
1225	OG0001225	AN6542	YFL039C
1226	OG0001226	AN6305	YPL203W
1227	OG0001227	AN8872	YML035C
1228	OG0001228	AN3010	YOL093W
1229	OG0001229	AN3732	YDL146W
1230	OG0001230	AN0306	YNR035C
1231	OG0001231	AN12491	YDR381W
1232	OG0001232	AN6045	YMR038C
1233	OG0001233	AN4309	YGR147C
1234	OG0001234	AN2147	YMR229C
1235	OG0001235	AN3686	YGL220W
1236	OG0001236	AN11183	YOR210W
1237	OG0001237	AN9400	YMR293C
1238	OG0001238	AN10240	YEL019C
1239	OG0001239	AN1401	YGR218W
1240	OG0001240	AN0154	YDR167W
1241	OG0001241	AN8710	YLR330W
1242	OG0001242	AN0858	YLL026W
1243	OG0001243	AN10118	YNL219C
1244	OG0001244	AN6252	YIL021W
1245	OG0001245	AN5614	YNL279W
1246	OG0001246	AN4495	YIL039W
1247	OG0001247	AN10170	YBR025C
1248	OG0001248	AN3894	YJL200C
1249	OG0001249	AN10991	YMR289W
1250	OG0001250	AN4599	YLL035W
1251	OG0001251	AN6978	YGL097W
1252	OG0001252	AN2736	YJL029C
1253	OG0001253	AN6170	YMR214W
1254	OG0001254	AN2116	YLL056C
1255	OG0001255	AN6160	YNL317W
1256	OG0001256	AN1922	YPR108W
1257	OG0001257	AN0121	YDL205C
1258	OG0001258	AN6682	YML060W
1259	OG0001259	AN6841	YMR150C
1260	OG0001260	AN10803	YPR010C-A
1261	OG0001261	AN5178	YGL256W
1262	OG0001262	AN0640	YDR297W
1263	OG0001263	AN6287	YDR298C
1264	OG0001264	AN0897	YOR111W
1265	OG0001265	AN10826	YOR115C
1266	OG0001266	AN0434	YJR084W
1267	OG0001267	AN2128	YOR058C
1268	OG0001268	AN4891	YJL115W
1269	OG0001269	AN2450	YDR390C
1270	OG0001270	AN6998	YOR140W
1271	OG0001271	AN4872	YLR167W
1272	OG0001272	AN10353	YHR011W
1273	OG0001273	AN2457	YKL149C
1274	OG0001274	AN10017	YOL087C
1275	OG0001275	AN5109	YDL124W
1276	OG0001276	AN7562	YDR245W
1277	OG0001277	AN5721	YDR333C
1278	OG0001278	AN3592	YAL058W
1279	OG0001279	AN0046	YPR033C
1280	OG0001280	AN1892	YJL143W
1281	OG0001281	AN6699	YPR004C
1282	OG0001282	AN1951	YLR298C
1283	OG0001283	AN6146	YKL170W
1284	OG0001284	AN8182	YHR107C
1285	OG0001285	AN11500	YBR254C
1286	OG0001286	AN4611	YPR166C
1287	OG0001287	AN5519	YJL024C
1288	OG0001288	AN4445	YGR002C
1289	OG0001289	AN0124	YNL207W
1290	OG0001290	AN4997	YMR079W
1291	OG0001291	AN2468	YFL055W
1292	OG0001292	AN7001	YPL107W
1293	OG0001293	AN5000	YJL097W
1294	OG0001294	AN1095	YNL284C
1295	OG0001295	AN1932	YCL033C
1296	OG0001296	AN6347	YKL116C
1297	OG0001297	AN4951	YJL154C
1298	OG0001298	AN7206	YML064C
1299	OG0001299	AN1060	YER169W
1300	OG0001300	AN2123	YOL135C
1301	OG0001301	AN0327	YPL235W
1302	OG0001302	AN2968	YBR011C
1303	OG0001303	AN10068	YDR266C
1304	OG0001304	AN3810	YNL222W
1305	OG0001305	AN4017	YGL161C
1306	OG0001306	AN2500	YLR285W
1307	OG0001307	AN3070	YDR188W
1308	OG0001308	AN2973	YAL019W
1309	OG0001309	AN3972	YKL215C
1310	OG0001310	AN2211	YPR025C
1311	OG0001311	AN3787	YPL096W
1312	OG0001312	AN0406	YOR359W
1313	OG0001313	AN3643	YNL297C
1314	OG0001314	AN5788	YHR181W
1315	OG0001315	AN1929	YML127W
1316	OG0001316	AN11041	YKL084W
1317	OG0001317	AN4563	YPL204W
1318	OG0001318	AN8044	YLR389C
1319	OG0001319	AN4560	YLR009W
1320	OG0001320	AN10562	YER042W
1321	OG0001321	AN2246	YDR283C
1322	OG0001322	AN5119	YML014W
1323	OG0001323	AN4468	YNL081C
1324	OG0001324	AN12147	YDR538W
1325	OG0001325	AN0057	YGR185C
1326	OG0001326	AN4602	YGR078C
1327	OG0001327	AN2155	YGL091C
1328	OG0001328	AN8878	YDL193W
1329	OG0001329	AN3223	YGR240C
1330	OG0001330	AN1286	YBL008W
1331	OG0001331	AN2510	YOR238W
1332	OG0001332	AN6986	YNL321W
1333	OG0001333	AN3841	YKL212W
1334	OG0001334	AN3846	YKL184W
1335	OG0001335	AN0595	YHR042W
1336	OG0001336	AN3905	YIL153W
1337	OG0001337	AN6189	YDR305C
1338	OG0001338	AN4068	YPL244C
1339	OG0001339	AN1198	YDR019C
1340	OG0001340	AN3853	YDR430C
1341	OG0001341	AN6376	YKL138C
1342	OG0001342	AN5817	YDR300C
1343	OG0001343	AN1558	YMR109W
1344	OG0001344	AN6512	YFL028C
1345	OG0001345	AN0359	YOR361C
1346	OG0001346	AN1191	YDR510W
1347	OG0001347	AN6139	YDL052C
1348	OG0001348	AN1612	YML123C
1349	OG0001349	AN4753	YGR112W
1350	OG0001350	AN0722	YJR058C
1351	OG0001351	AN6690	YMR166C
1352	OG0001352	AN1528	YIL128W
1353	OG0001353	AN8755	YPR006C
1354	OG0001354	AN5675	YDR330W
1355	OG0001355	AN0767	YNL147W
1356	OG0001356	AN6822	YKR063C
1357	OG0001357	AN3711	YMR223W
1358	OG0001358	AN1394	YCR002C
1359	OG0001359	AN4937	YLR262C-A
1360	OG0001360	AN1708	YDR097C
1361	OG0001361	AN8855	YBR141C
1362	OG0001362	AN10980	YHR114W
1363	OG0001363	AN5585	YLR100W
1364	OG0001364	AN3058	YLR058C
1365	OG0001365	AN7468	YBR239C
1366	OG0001366	AN0706	YDL058W
1367	OG0001367	AN5211	YFR019W
1368	OG0001368	AN6391	YDL134C
1369	OG0001369	AN8722	YDL084W
1370	OG0001370	AN1211	YPR036W
1371	OG0001371	AN5758	YNL206C
1372	OG0001372	AN4031	YOR103C
1373	OG0001373	AN9062	YJL180C
1374	OG0001374	AN11136	YJR135W-A
1375	OG0001375	AN8807	YLL002W
1376	OG0001376	AN6735	YOR159C
1377	OG0001377	AN5406	YNL088W
1378	OG0001378	AN10844	YJL155C
1379	OG0001379	AN5994	YKL151C
1380	OG0001380	AN2278	YIL126W
1381	OG0001381	AN8858	YCR065W
1382	OG0001382	AN2263	YGL099W
1383	OG0001383	AN7019	YPL116W
1384	OG0001384	AN10413	YKR031C
1385	OG0001385	AN9424	YBR135W
1386	OG0001386	AN4456	YPR137W
1387	OG0001387	AN5442	YMR297W
1388	OG0001388	AN5732	YJL046W
1389	OG0001389	AN7144	YDR493W
1390	OG0001390	AN8246	YPR088C
1391	OG0001391	AN7742	YCR028C-A
1392	OG0001392	AN8188	YGR267C
1393	OG0001393	AN1230	YLR393W
1394	OG0001394	AN6225	YIL065C
1395	OG0001395	AN1246	YCR012W
1396	OG0001396	AN6267	YBL050W
1397	OG0001397	AN6054	YJR144W
1398	OG0001398	AN0289	YGR278W
1399	OG0001399	AN12324	YBL086C
1400	OG0001400	AN2302	YDR328C
1401	OG0001401	AN6651	YPL226W
1402	OG0001402	AN5098	YMR240C
1403	OG0001403	AN0357	YOR065W
1404	OG0001404	AN8671	YLR430W
1405	OG0001405	AN0131	YLR250W
1406	OG0001406	AN10354	YIR022W
1407	OG0001407	AN7657	YOL030W
1408	OG0001408	AN10324	YLR306W
1409	OG0001409	AN10721	YNR046W
1410	OG0001410	AN6195	YGL035C
1411	OG0001411	AN2190	YOR239W
1412	OG0001412	AN6874	YGL065C
1413	OG0001413	AN4886	YER157W
1414	OG0001414	AN5865	YPL093W
1415	OG0001415	AN2495	YGL127C
1416	OG0001416	AN2772	YNL172W
1417	OG0001417	AN4401	YGR124W
1418	OG0001418	AN6209	YLR359W
1419	OG0001419	AN1229	YHL031C
1420	OG0001420	AN5115	YKL089W
1421	OG0001421	AN11892	YKR079C
1422	OG0001422	AN4709	YLR240W
1423	OG0001423	AN6210	YJL085W
1424	OG0001424	AN7498	YJR070C
1425	OG0001425	AN5812	YNL045W
1426	OG0001426	AN9401	YBR026C
1427	OG0001427	AN6200	YPL012W
1428	OG0001428	AN8070	YDR437W
1429	OG0001429	AN10519	YDL097C
1430	OG0001430	AN1456	YAL043C
1431	OG0001431	AN0184	YDR063W
1432	OG0001432	AN0956	YML080W
1433	OG0001433	AN8805	YMR068W
1434	OG0001434	AN11773	YOR001W
1435	OG0001435	AN4163	YMR116C
1436	OG0001436	AN2014	YPL210C
1437	OG0001437	AN7297	YBR289W
1438	OG0001438	AN4490	YPL063W
1439	OG0001439	AN6304	YOL078W
1440	OG0001440	AN2940	YGR149W
1441	OG0001441	AN4716	YJR075W
1442	OG0001442	AN12476	YOL049W
1443	OG0001443	AN9098	YJR129C
1444	OG0001444	AN5903	YBR223C
1445	OG0001445	AN10652	YDL086W
1446	OG0001446	AN6886	YNL294C
1447	OG0001447	AN0226	YDR054C
1448	OG0001448	AN4331	YML095C
1449	OG0001449	AN0696	YGL086W
1450	OG0001450	AN4430	YCL009C
1451	OG0001451	AN10642	YOL008W
1452	OG0001452	AN0561	YDR061W
1453	OG0001453	AN5666	YHR030C
1454	OG0001454	AN5894	YLR418C
1455	OG0001455	AN3784	YMR201C
1456	OG0001456	AN12343	YPL041C
1457	OG0001457	AN10249	YBL057C
1458	OG0001458	AN10172	YOR222W
1459	OG0001459	AN4046	YGR110W
1460	OG0001460	AN8286	YPL155C
1461	OG0001461	AN0714	YDL098C
1462	OG0001462	AN0463	YLR422W
1463	OG0001463	AN4742	YNL244C
1464	OG0001464	AN1845	YDL212W
1465	OG0001465	AN3824	YFL022C
1466	OG0001466	AN8798	YDR320C
1467	OG0001467	AN10854	YGL115W
1468	OG0001468	AN6082	YGL030W
1469	OG0001469	AN8042	YNL021W
1470	OG0001470	AN10788	YPL084W
1471	OG0001471	AN0447	YKL040C
1472	OG0001472	AN10560	YFL013C
1473	OG0001473	AN1104	YHR024C
1474	OG0001474	AN8272	YPR190C
1475	OG0001475	AN7431	YKL059C
1476	OG0001476	AN0318	YGL008C
1477	OG0001477	AN20005	Q0105
1478	OG0001478	AN0248	YOR288C
1479	OG0001479	AN10213	YPL120W
1480	OG0001480	AN1802	YLR275W
1481	OG0001481	AN1474	YOL010W
1482	OG0001482	AN6520	YOR037W
1483	OG0001483	AN5822	YJL187C
1484	OG0001484	AN2487	YNL059C
1485	OG0001485	AN6089	YLR259C
1486	OG0001486	AN4389	YER142C
1487	OG0001487	AN9460	YLR066W
1488	OG0001488	AN10188	YDR454C
1489	OG0001489	AN6593	YDR079W
1490	OG0001490	AN5644	YMR110C
1491	OG0001491	AN4380	YER070W
1492	OG0001492	AN0440	YDR176W
1493	OG0001493	AN2999	YDL066W
1494	OG0001494	AN1851	YJL008C
1495	OG0001495	AN10367	YEL031W
1496	OG0001496	AN4265	YBL097W
1497	OG0001497	AN1468	YPR178W
1498	OG0001498	AN5131	YBL078C
1499	OG0001499	AN2939	YPR125W
1500	OG0001500	AN1342	YFL030W
1501	OG0001501	AN7457	YPL162C
1502	OG0001502	AN1565	YOL003C
1503	OG0001503	AN4365	YPL164C
1504	OG0001504	AN0914	YCR079W
1505	OG0001505	AN9102	YOR340C
1506	OG0001506	AN6679	YDR064W
1507	OG0001507	AN1074	YAL044C
1508	OG0001508	AN7602	YLR262C
1509	OG0001509	AN7668	YKL069W
1510	OG0001510	AN3019	YFR052W
1511	OG0001511	AN2706	YDR402C
1512	OG0001512	AN1126	YDL137W
1513	OG0001513	AN0140	YJR065C
1514	OG0001514	AN7462	YPR105C
1515	OG0001515	AN10673	YNL123W
1516	OG0001516	AN5483	YOR191W
1517	OG0001517	AN11347	YDL067C
1518	OG0001518	AN1059	YAR035W
1519	OG0001519	AN10965	YCR090C
1520	OG0001520	AN12235	YMR231W
1521	OG0001521	AN1353	YML098W
1522	OG0001522	AN1521	YDR404C
1523	OG0001523	AN5616	YJL060W
1524	OG0001524	AN7559	YMR227C
1525	OG0001525	AN0241	YJR104C
1526	OG0001526	AN1989	YDR294C
1527	OG0001527	AN10280	YGR063C
1528	OG0001528	AN10925	YMR026C
1529	OG0001529	AN10446	YLR361C
1530	OG0001530	AN7287	YJR095W
1531	OG0001531	AN11687	YPR061C
1532	OG0001532	AN6708	YNL071W
1533	OG0001533	AN10132	YOL108C
1534	OG0001534	AN3148	YDR104C
1535	OG0001535	AN1223	YLR243W
1536	OG0001536	AN11140	YDR028C
1537	OG0001537	AN6741	YER143W
1538	OG0001538	AN6340	YPR141C
1539	OG0001539	AN7682	YLR170C
1540	OG0001540	AN0062	YNL119W
1541	OG0001541	AN1149	YBR269C
1542	OG0001542	AN6048	YLR027C
1543	OG0001543	AN2304	YEL037C
1544	OG0001544	AN4597	YLR086W
1545	OG0001545	AN4028	YFL034W
1546	OG0001546	AN2245	YDL209C
1547	OG0001547	AN10351	YHR113W
1548	OG0001548	AN0410	YER133W
1549	OG0001549	AN1918	YKR097W
1550	OG0001550	AN6254	YLR348C
1551	OG0001551	AN6639	YPR002W
1552	OG0001552	AN6589	YLL031C
1553	OG0001553	AN0436	YDR255C
1554	OG0001554	AN6541	YGL234W
1555	OG0001555	AN3455	YGR090W
1556	OG0001556	AN7143	YGR285C
1557	OG0001557	AN1045	YDL051W
1558	OG0001558	AN10765	YDR429C
1559	OG0001559	AN0865	YNL092W
1560	OG0001560	AN7051	YGL184C
1561	OG0001561	AN4759	YNL272C
1562	OG0001562	AN10943	YPL146C
1563	OG0001563	AN0067	YJL026W
1564	OG0001564	AN11072	YOR245C
1565	OG0001565	AN0676	YLR212C
1566	OG0001566	AN1367	YMR049C
1567	OG0001567	AN6112	YAL026C
1568	OG0001568	AN6443	YGR281W
1569	OG0001569	AN4086	YLR060W
1570	OG0001570	AN8863	YKR048C
1571	OG0001571	AN6555	YMR210W
1572	OG0001572	AN3012	YDR335W
1573	OG0001573	AN11244	YDR105C
1574	OG0001574	AN10615	YLR116W
1575	OG0001575	AN0083	YPL129W
1576	OG0001576	AN10230	YLR017W
1577	OG0001577	AN2416	YPR066W
1578	OG0001578	AN3815	YLR313C
1579	OG0001579	AN10922	YNL252C
1580	OG0001580	AN8691	YNL221C
1581	OG0001581	AN4258	YKL024C
1582	OG0001582	AN6525	YOR388C
1583	OG0001583	AN10033	YDR100W
1584	OG0001584	AN2751	YCR077C
1585	OG0001585	AN4539	YBL049W
1586	OG0001586	AN8780	YDL104C
1587	OG0001587	AN0848	YMR211W
1588	OG0001588	AN0796	YKL099C
1589	OG0001589	AN0461	YKR092C
1590	OG0001590	AN2248	YGR019W
1591	OG0001591	AN2213	YDL007W
1592	OG0001592	AN0926	YBR017C
1593	OG0001593	AN2903	YPL154C
1594	OG0001594	AN3657	YOL021C
1595	OG0001595	AN11975	YJR034W
1596	OG0001596	AN3789	YJR008W
1597	OG0001597	AN1205	YML094W
1598	OG0001598	AN3178	YIL084C
1599	OG0001599	AN1018	YLR114C
1600	OG0001600	AN3422	YDL159W
1601	OG0001601	AN12054	YBR112C
1602	OG0001602	AN3907	YGR274C
1603	OG0001603	AN6083	YLR075W
1604	OG0001604	AN5678	YKR039W
1605	OG0001605	AN10874	YER100W
1606	OG0001606	AN7111	YKR009C
1607	OG0001607	AN5128	YER030W
1608	OG0001608	AN3843	YKR016W
1609	OG0001609	AN4226	YLL011W
1610	OG0001610	AN8712	YMR260C
1611	OG0001611	AN1105	YNL131W
1612	OG0001612	AN3005	YNL212W
1613	OG0001613	AN3689	YKR017C
1614	OG0001614	AN0091	YDR440W
1615	OG0001615	AN0708	YDR127W
1616	OG0001616	AN2743	YBR079C
1617	OG0001617	AN2441	YPL003W
1618	OG0001618	AN11886	YMR013C
1619	OG0001619	AN5571	YIL125W
1620	OG0001620	AN2119	YPL006W
1621	OG0001621	AN2317	YLL050C
1622	OG0001622	AN0667	YER003C
1623	OG0001623	AN0747	YLR163C
1624	OG0001624	AN2740	YOR360C
1625	OG0001625	AN10278	YGR207C
1626	OG0001626	AN0605	YNL094W
1627	OG0001627	AN1949	YMR290C
1628	OG0001628	AN5634	YER065C
1629	OG0001629	AN7569	YGR096W
1630	OG0001630	AN10639	YDR434W
1631	OG0001631	AN0260	YKL045W
1632	OG0001632	AN4094	YNL280C
1633	OG0001633	AN4478	YBR235W
1634	OG0001634	AN3928	YGR144W
1635	OG0001635	AN7449	YER050C
1636	OG0001636	AN0817	YLR403W
1637	OG0001637	AN4617	YOL142W
1638	OG0001638	AN5778	YBR234C
1639	OG0001639	AN10824	YLR345W
1640	OG0001640	AN7699	YGR165W
1641	OG0001641	AN1924	YGL166W
1642	OG0001642	AN11107	YPL060W
1643	OG0001643	AN7587	YFR016C
1644	OG0001644	AN6566	YKL190W
1645	OG0001645	AN7105	YMR309C
1646	OG0001646	AN8848	YGL225W
1647	OG0001647	AN3169	YOL061W
1648	OG0001648	AN5867	YJL071W
1649	OG0001649	AN2126	YKL007W
1650	OG0001650	AN6354	YJL197W
1651	OG0001651	AN3658	YKL221W
1652	OG0001652	AN4443	YER091C
1653	OG0001653	AN3644	YGL087C
1654	OG0001654	AN4234	YEL058W
1655	OG0001655	AN0780	YER152C
1656	OG0001656	AN3756	YJL001W
1657	OG0001657	AN2731	YNL064C
1658	OG0001658	AN3937	YGR093W
1659	OG0001659	AN20014	Q0045
1660	OG0001660	AN5574	YOL146W
1661	OG0001661	AN2864	YCR098C
1662	OG0001662	AN6897	YBR179C
1663	OG0001663	AN6922	YOR091W
1664	OG0001664	AN6531	YGL095C
1665	OG0001665	AN0292	YBR198C
1666	OG0001666	AN10593	YGR208W
1667	OG0001667	AN6157	YEL021W
1668	OG0001668	AN5530	YDL043C
1669	OG0001669	AN10361	YHR070W
1670	OG0001670	AN3132	YPL103C
1671	OG0001671	AN7031	YPR045C
1672	OG0001672	AN9403	YBR221C
1673	OG0001673	AN1554	YBL061C
1674	OG0001674	AN7252	YCL032W
1675	OG0001675	AN11162	YPL126W
1676	OG0001676	AN3901	YML054C
1677	OG0001677	AN0943	YPR020W
1678	OG0001678	AN0445	YMR121C
1679	OG0001679	AN11902	YER183C
1680	OG0001680	AN8229	YER154W
1681	OG0001681	AN10251	YHL010C
1682	OG0001682	AN10522	YBR074W
1683	OG0001683	AN8800	YNL247W
1684	OG0001684	AN4760	YJL203W
1685	OG0001685	AN1954	YDR175C
1686	OG0001686	AN4178	YER156C
1687	OG0001687	AN6368	YDR341C
1688	OG0001688	AN5827	YNR011C
1689	OG0001689	AN2930	YNL168C
1690	OG0001690	AN1965	YER099C
1691	OG0001691	AN4307	YIL157C
1692	OG0001692	AN2000	YLL039C
1693	OG0001693	AN2420	YMR288W
1694	OG0001694	AN6302	YBL038W
1695	OG0001695	AN2862	YER016W
1696	OG0001696	AN0137	YPL110C
1697	OG0001697	AN2769	YDR145W
1698	OG0001698	AN5972	YGL137W
1699	OG0001699	AN6202	YOR063W
1700	OG0001700	AN4583	YLR216C
1701	OG0001701	AN10258	YLR127C
1702	OG0001702	AN2090	YPL263C
1703	OG0001703	AN1099	YAR014C
1704	OG0001704	AN4861	YGL043W
1705	OG0001705	AN7444	YOR070C
1706	OG0001706	AN0871	YDR331W
1707	OG0001707	AN1526	YKL207W
1708	OG0001708	AN12478	YML056C
1709	OG0001709	AN10501	YJL025W
1710	OG0001710	AN8231	YOL052C
1711	OG0001711	AN10125	YLL008W
1712	OG0001712	AN8720	YKR043C
1713	OG0001713	AN1513	YGR012W
1714	OG0001714	AN3116	YGR246C
1715	OG0001715	AN5162	YER178W
1716	OG0001716	AN5718	YPL260W
1717	OG0001717	AN7723	YBR060C
1718	OG0001718	AN6272	YDR376W
1719	OG0001719	AN4771	YNL182C
1720	OG0001720	AN7429	YHR144C
1721	OG0001721	AN1510	YML130C
1722	OG0001722	AN8824	YPR016C
1723	OG0001723	AN1666	YNR053C
1724	OG0001724	AN10839	YHR009C
1725	OG0001725	AN0475	YML093W
1726	OG0001726	AN3913	YJL005W
1727	OG0001727	AN9086	YKR068C
1728	OG0001728	AN11102	YFR010W
1729	OG0001729	AN0976	YOL148C
1730	OG0001730	AN4064	YBR085W
1731	OG0001731	AN12465	YFL018C
1732	OG0001732	AN10459	YDR211W
1733	OG0001733	AN5875	YCL059C
1734	OG0001734	AN2981	YNL241C
1735	OG0001735	AN0106	YBL105C
1736	OG0001736	AN5996	YDR382W
1737	OG0001737	AN5569	YDR311W
1738	OG0001738	AN0591	YDL045C
1739	OG0001739	AN1339	YER125W
1740	OG0001740	AN3586	YGR255C
1741	OG0001741	AN6492	YOR358W
1742	OG0001742	AN4032	YKR086W
1743	OG0001743	AN10941	YOL123W
1744	OG0001744	AN7301	YOR067C
1745	OG0001745	AN4167	YAL048C
1746	OG0001746	AN1340	YIR001C
1747	OG0001747	AN5151	YLR023C
1748	OG0001748	AN10756	YER093C
1749	OG0001749	AN4161	YMR114C
1750	OG0001750	AN6014	YOR317W
1751	OG0001751	AN5144	YIL107C
1752	OG0001752	AN10186	YOR216C
1753	OG0001753	AN8769	YOR327C
1754	OG0001754	AN8215	YPL023C
1755	OG0001755	AN3619	YNL250W
1756	OG0001756	AN6689	YLL023C
1757	OG0001757	AN10474	YGL105W
1758	OG0001758	AN5724	YGR062C
1759	OG0001759	AN9399	YLR015W
1760	OG0001760	AN7464	YGL167C
1761	OG0001761	AN5186	YER151C
1762	OG0001762	AN4718	YPL234C
1763	OG0001763	AN5134	YDL171C
1764	OG0001764	AN7367	YIL164C
1765	OG0001765	AN10215	YDR244W
1766	OG0001766	AN1024	YFR038W
1767	OG0001767	AN8284	YHR059W
1768	OG0001768	AN10701	YER026C
1769	OG0001769	AN6182	YBR018C
1770	OG0001770	AN7704	YKL213C
1771	OG0001771	AN1026	YKL052C
1772	OG0001772	AN5814	YPR040W
1773	OG0001773	AN3413	YGL123W
1774	OG0001774	AN0166	YOL069W
1775	OG0001775	AN10020	YHR027C
1776	OG0001776	AN2882	YJR139C
1777	OG0001777	AN5057	YFR028C
1778	OG0001778	AN6975	YBR136W
1779	OG0001779	AN2489	YPL042C
1780	OG0001780	AN1076	YNR039C
1781	OG0001781	AN9140	YMR221C
1782	OG0001782	AN0581	YHR032W
1783	OG0001783	AN4928	YPR086W
1784	OG0001784	AN2986	YGR058W
1785	OG0001785	AN4666	YGR223C
1786	OG0001786	AN4441	YMR161W
1787	OG0001787	AN4315	YFR009W
1788	OG0001788	AN1349	YDL189W
1789	OG0001789	AN1486	YHR062C
1790	OG0001790	AN10675	YLR351C
1791	OG0001791	AN7438	YLR071C
1792	OG0001792	AN0298	YPR107C
1793	OG0001793	AN2065	YGL094C
1794	OG0001794	AN6297	YPL132W
1795	OG0001795	AN3424	YHR073W
1796	OG0001796	AN2996	YOR298C-A
1797	OG0001797	AN8748	YLR118C
1798	OG0001798	AN1255	YER164W
1799	OG0001799	AN10433	YDR161W
1800	OG0001800	AN1069	YHR142W
1801	OG0001801	AN6618	YDL234C
1802	OG0001802	AN10586	YHR063C
1803	OG0001803	AN12336	YGR230W
1804	OG0001804	AN2430	YNL187W
1805	OG0001805	AN3431	YFR047C
1806	OG0001806	AN4439	YCL047C
1807	OG0001807	AN1263	YER043C
1808	OG0001808	AN1843	YGL183C
1809	OG0001809	AN2455	YGR211W
1810	OG0001810	AN1407	YHR122W
1811	OG0001811	AN5668	YBR290W
1812	OG0001812	AN5910	YBR279W
1813	OG0001813	AN1434	YDL148C
1814	OG0001814	AN5525	YLR304C
1815	OG0001815	AN1453	YAL013W
1816	OG0001816	AN11774	YNL051W
1817	OG0001817	AN7737	YOR351C
1818	OG0001818	AN2975	YGR105W
1819	OG0001819	AN8277	YLR303W
1820	OG0001820	AN10856	YNL163C
1821	OG0001821	AN5618	YOR257W
1822	OG0001822	AN5702	YKL082C
1823	OG0001823	AN5887	YNL331C
1824	OG0001824	AN8874	YLL001W
1825	OG0001825	AN0439	YEL062W
1826	OG0001826	AN3628	YDL040C
1827	OG0001827	AN8065	YLR370C
1828	OG0001828	AN3622	YOR301W
1829	OG0001829	AN2294	YPL086C
1830	OG0001830	AN10193	YPL236C
1831	OG0001831	AN1447	YKL144C
1832	OG0001832	AN2775	YGR054W
1833	OG0001833	AN0450	YGL211W
1834	OG0001834	AN5880	YGR020C
1835	OG0001835	AN6010	YJR045C
1836	OG0001836	AN0205	YIL145C
1837	OG0001837	AN4518	YOL138C
1838	OG0001838	AN1452	YOL041C
1839	OG0001839	AN3441	YDR074W
1840	OG0001840	AN1971	YDR190C
1841	OG0001841	AN6300	YBR087W
1842	OG0001842	AN10337	YER021W
1843	OG0001843	AN8834	YHR088W
1844	OG0001844	AN7480	YPL184C
1845	OG0001845	AN5888	YBR243C
1846	OG0001846	AN4616	YHR064C
1847	OG0001847	AN8073	YNL061W
1848	OG0001848	AN10340	YBR003W
1849	OG0001849	AN0444	YJR036C
1850	OG0001850	AN11715	YER074W-A
1851	OG0001851	AN6033	YER122C
1852	OG0001852	AN8865	YPR161C
1853	OG0001853	AN4940	YML128C
1854	OG0001854	AN0295	YBR170C
1855	OG0001855	AN2432	YOR020C
1856	OG0001856	AN7489	YER061C
1857	OG0001857	AN11900	YLR078C
1858	OG0001858	AN7652	YKL017C
1859	OG0001859	AN1751	YBR061C
1860	OG0001860	AN2901	YPL111W
1861	OG0001861	AN1162	YAL003W
1862	OG0001862	AN4896	YDL230W
1863	OG0001863	AN9396	YKR035W-A
1864	OG0001864	AN1379	YER107C
1865	OG0001865	AN4397	YBR222C
1866	OG0001866	AN6085	YKL078W
1867	OG0001867	AN2094	YDR141C
1868	OG0001868	AN10063	YIR002C
1869	OG0001869	AN4174	YML004C
1870	OG0001870	AN0039	YNL011C
1871	OG0001871	AN8795	YPL259C
1872	OG0001872	AN0161	YOR250C
1873	OG0001873	AN1461	YDR057W
1874	OG0001874	AN7030	YBR200W
1875	OG0001875	AN3581	YDR353W
1876	OG0001876	AN6843	YML025C
1877	OG0001877	AN5898	YDL165W
1878	OG0001878	AN5011	YCR017C
1879	OG0001879	AN6694	YMR078C
1880	OG0001880	AN7649	YEL020W-A
1881	OG0001881	AN4464	YMR120C
1882	OG0001882	AN11052	YGL173C
1883	OG0001883	AN4727	YBR019C
1884	OG0001884	AN3157	YPR003C
1885	OG0001885	AN10191	YGR270W
1886	OG0001886	AN4731	YBR173C
1887	OG0001887	AN3408	YKR093W
1888	OG0001888	AN9370	YOR378W
1889	OG0001889	AN5196	YDR364C
1890	OG0001890	AN2491	YBL023C
1891	OG0001891	AN1256	YDR091C
1892	OG0001892	AN10707	YLR247C
1893	OG0001893	AN0583	YDL031W
1894	OG0001894	AN11419	YLR325C
1895	OG0001895	AN0966	YBR231C
1896	OG0001896	AN8001	YKL095W
1897	OG0001897	AN0752	YBR154C
1898	OG0001898	AN3454	YMR129W
1899	OG0001899	AN0116	YNL185C
1900	OG0001900	AN6193	YBL022C
1901	OG0001901	AN4763	YLR246W
1902	OG0001902	AN5795	YHR119W
1903	OG0001903	AN1326	YOR112W
1904	OG0001904	AN6221	YKR034W
1905	OG0001905	AN4303	YGR007W
1906	OG0001906	AN5719	YDL081C
1907	OG0001907	AN6280	YDL076C
1908	OG0001908	AN12201	YPL252C
1909	OG0001909	AN2101	YPL269W
1910	OG0001910	AN3027	YGR029W
1911	OG0001911	AN2963	YFL008W
1912	OG0001912	AN5926	YGL198W
1913	OG0001913	AN1390	YNL259C
1914	OG0001914	AN3060	YLR200W
1915	OG0001915	AN11721	YHR164C
1916	OG0001916	AN0422	YBR083W
1917	OG0001917	AN8224	YGL245W
1918	OG0001918	AN10453	YJL054W
