	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034710_Kluyveromyces_dobzhanskii
1514	OG0001514	YGL026C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.71&CDS=1-2127
1515	OG0001515	YGL027C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.73&CDS=1-2457
1516	OG0001516	YGL028C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.74&CDS=1-1443
1517	OG0001517	YGL029W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.92-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.92&CDS=1-363
1518	OG0001518	YGL030W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.94-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.94&CDS=1-348
1519	OG0001519	YGL032C	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.77&CDS=1-270
1520	OG0001520	YGL033W	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-2.45&CDS=1-612
1521	OG0001521	YGL036W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.57-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.57&CDS=1-2337
1522	OG0001522	YGL037C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.72&CDS=1-654
1523	OG0001523	YGL038C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.71&CDS=1-1359
1524	OG0001524	YGL040C	genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.17-mRNA-1_1&gene=genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.17&CDS=1-1026
1525	OG0001525	YGL041W-A	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.93-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.93&CDS=1-420
1526	OG0001526	YGL043W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.94&CDS=1-876
1527	OG0001527	YGL044C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.69&CDS=1-774
1528	OG0001528	YGL045W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-3.86&CDS=1-1716
1529	OG0001529	YGL047W	snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.3&CDS=1-588
1530	OG0001530	YGL048C	snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_26_length_85352_cov_19.4836_ID_51-processed-gene-0.22&CDS=1-1212
1531	OG0001531	YGL054C	snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.177-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.177&CDS=1-405
1532	OG0001532	YGL055W	snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.150-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.150&CDS=1-1431
1533	OG0001533	YGL058W	snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.149-mRNA-1_1&gene=snap_masked-NODE_9_length_330969_cov_17.5382_ID_17-processed-gene-2.149&CDS=1-492
1534	OG0001534	YGL059W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.84-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.84&CDS=1-1425
1535	OG0001535	YGL064C	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.93-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.93&CDS=1-1761
1536	OG0001536	YGL065C	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.96&CDS=1-1509
1537	OG0001537	YGL066W	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.113&CDS=1-1464
1538	OG0001538	YGL067W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.142-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.142&CDS=1-1152
1539	OG0001539	YGL068W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.143-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.143&CDS=1-516
1540	OG0001540	YGL070C	genemark-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.27&CDS=1-366
1541	OG0001541	YGL073W	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.146-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.146&CDS=1-2007
1542	OG0001542	YGL075C	snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.107-mRNA-1_1&gene=snap_masked-NODE_7_length_356351_cov_27.068_ID_13-processed-gene-2.107&CDS=1-882
1543	OG0001543	YGL077C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.109-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.109&CDS=1-1644
1544	OG0001544	YGL078C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.110-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-3.110&CDS=1-1533
1545	OG0001545	YGL079W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.116-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.116&CDS=1-534
1546	OG0001546	YGL080W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.115&CDS=1-384
1547	OG0001547	YGL081W	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-6.30&CDS=1-981
1548	OG0001548	YGL082W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.111-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.111&CDS=1-1047
1549	OG0001549	YGL083W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.107&CDS=1-2391
1550	OG0001550	YGL084C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.127-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.127&CDS=1-1767
1551	OG0001551	YGL085W	maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-3.41-mRNA-1_1&gene=maker-NODE_3_length_946268_cov_22.856_ID_5-augustus-gene-3.41&CDS=1-2682
1552	OG0001552	YGL087C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.126&CDS=1-426
1553	OG0001553	YGL091C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.123-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.123&CDS=1-978
1554	OG0001554	YGL092W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.102-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.102&CDS=1-3963
1555	OG0001555	YGL093W	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.101&CDS=1-2469
1556	OG0001556	YGL094C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.121-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.121&CDS=1-3432
1557	OG0001557	YGL095C	snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.120-mRNA-1_1&gene=snap_masked-NODE_3_length_946268_cov_22.856_ID_5-processed-gene-3.120&CDS=1-1731
1558	OG0001558	YGL097W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.85&CDS=1-1440
1559	OG0001559	YGL098W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.133&CDS=1-780
1560	OG0001560	YGL099W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.87&CDS=1-1944
1561	OG0001561	YGL100W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.89&CDS=1-1041
1562	OG0001562	YGL101W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.90-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.90&CDS=1-633
1563	OG0001563	YGL103W	genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.40-mRNA-1_1&gene=genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-9.40&CDS=1-435
1564	OG0001564	YGL105W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.82-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.82&CDS=1-1125
1565	OG0001565	YGL106W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.83&CDS=1-426
1566	OG0001566	YGL108C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.59&CDS=1-285
1567	OG0001567	YGL110C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.61-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.61&CDS=1-1881
1568	OG0001568	YGL111W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.86&CDS=1-1305
1569	OG0001569	YGL112C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.63&CDS=1-1548
1570	OG0001570	YGL113W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.92-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.92&CDS=1-1899
1571	OG0001571	YGL114W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.94&CDS=1-2196
1572	OG0001572	YGL115W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.95-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.95&CDS=1-984
1573	OG0001573	YGL116W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.96&CDS=1-1638
1574	OG0001574	YGL119W	snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_20_length_145039_cov_31.7492_ID_39-processed-gene-0.36&CDS=1-1665
1575	OG0001575	YGL122C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.67-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.67&CDS=1-1566
1576	OG0001576	YGL123W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.47-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.47&CDS=1-786
1577	OG0001577	YGL124C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.65&CDS=1-1581
1578	OG0001578	YGL125W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.43&CDS=1-1812
1579	OG0001579	YGL126W	genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.22-mRNA-1_1&gene=genemark-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.22&CDS=1-747
1580	OG0001580	YGL127C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.81-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-15.81&CDS=1-384
1581	OG0001581	YGL129C	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.108&CDS=1-1305
1582	OG0001582	YGL130W	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.92-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.92&CDS=1-1404
1583	OG0001583	YGL131C	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.107&CDS=1-4515
1584	OG0001584	YGL133W	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.89&CDS=1-3351
1585	OG0001585	YGL136C	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.104&CDS=1-876
1586	OG0001586	YGL137W	snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.85-mRNA-1_1&gene=snap_masked-NODE_13_length_251415_cov_20.6991_ID_25-processed-gene-0.85&CDS=1-2691
1587	OG0001587	YGL140C	snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_12_length_260850_cov_26.5876_ID_23-processed-gene-1.62&CDS=1-3573
1588	OG0001588	YGL141W	snap_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.44&CDS=1-2712
1589	OG0001589	YGL142C	genemark-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.84-mRNA-1_1&gene=genemark-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.84&CDS=1-1686
1590	OG0001590	YGL143C	snap_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.54-mRNA-1_1&gene=snap_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.54&CDS=1-1185
1591	OG0001591	YGL144C	genemark-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.81&CDS=1-1875
1592	OG0001592	YGL145W	augustus_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-NODE_29_length_53210_cov_37.5556_ID_57-processed-gene-0.12&CDS=1-2007
1593	OG0001593	YGL146C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.137&CDS=1-777
1594	OG0001594	YGL148W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.31&CDS=1-1128
1595	OG0001595	YGL150C	maker-NODE_5_length_778961_cov_18.8677_ID_9-snap-gene-1.50-mRNA-1_1&gene=maker-NODE_5_length_778961_cov_18.8677_ID_9-snap-gene-1.50&CDS=1-4419
1596	OG0001596	YGL151W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.5&CDS=1-3201
1597	OG0001597	YGL153W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.4-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.4&CDS=1-1041
1598	OG0001598	YGL154C	augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.110&CDS=1-756
1599	OG0001599	YGL155W	snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_5_length_778961_cov_18.8677_ID_9-processed-gene-1.3&CDS=1-1071
1600	OG0001600	YGL159W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.69&CDS=1-1002
1601	OG0001601	YGL160W	augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.30&CDS=1-1413
1602	OG0001602	YGL161C	augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.92&CDS=1-801
1603	OG0001603	YGL163C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.49-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.49&CDS=1-2685
1604	OG0001604	YGL166W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.68-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.68&CDS=1-1704
1605	OG0001605	YGL167C	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.45-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.45&CDS=1-2817
1606	OG0001606	YGL169W	snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NODE_4_length_935921_cov_18.6927_ID_7-processed-gene-5.47&CDS=1-1197
1607	OG0001607	YGL171W	snap_masked-NODE_16_length_196327_cov_29.5581_ID_31-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_16_length_196327_cov_29.5581_ID_31-processed-gene-0.151&CDS=1-1749
1608	OG0001608	YGL172W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.76&CDS=1-1362
1609	OG0001609	YGL173C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.58&CDS=1-4368
1610	OG0001610	YGL174W	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-1.77&CDS=1-804
1611	OG0001611	YGL175C	snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_6_length_691739_cov_21.9184_ID_11-processed-gene-2.39&CDS=1-1065
1612	OG0001612	YGL180W	snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.37&CDS=1-2514
1613	OG0001613	YGL181W	snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.38&CDS=1-1149
1614	OG0001614	YGL183C	snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.31&CDS=1-675
1615	OG0001615	YGL184C	snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_34_length_34291_cov_20.2358_ID_67-processed-gene-0.32&CDS=1-1398
1616	OG0001616	YGL185C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.89-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.89&CDS=1-1308
1617	OG0001617	YGL186C	snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.158&CDS=1-1608
1618	OG0001618	YGL187C	snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.157-mRNA-1_1&gene=snap_masked-NODE_17_length_192782_cov_28.4375_ID_33-processed-gene-0.157&CDS=1-462
1619	OG0001619	YGL190C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.63-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.63&CDS=1-1356
1620	OG0001620	YGL191W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.86-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.86&CDS=1-381
1621	OG0001621	YGL192W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.87-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.87&CDS=1-1575
1622	OG0001622	YGL194C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-11.64&CDS=1-1356
1623	OG0001623	YGL195W	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.131&CDS=1-8013
1624	OG0001624	YGL196W	augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-13.8&CDS=1-1326
1625	OG0001625	YGL197W	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.130&CDS=1-4242
1626	OG0001626	YGL198W	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.129&CDS=1-642
1627	OG0001627	YGL200C	snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.171-mRNA-1_1&gene=snap_masked-NODE_11_length_285983_cov_19.1963_ID_21-processed-gene-1.171&CDS=1-597
1628	OG0001628	YGL201C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.74-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.74&CDS=1-3036
1629	OG0001629	YGL202W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.51-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.51&CDS=1-1491
1630	OG0001630	YGL203C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.70-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.70&CDS=1-1926
1631	OG0001631	YGL205W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.49&CDS=1-2208
1632	OG0001632	YGL206C	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.69&CDS=1-4962
1633	OG0001633	YGL207W	snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1607026_cov_17.9001_ID_1-processed-gene-12.48&CDS=1-3096
