	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034973_Danielozyma_ontarioensis
1348	OG0001348	YFR009W	augustus_masked-NODE_22_length_48845_cov_45.6878_ID_43-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_22_length_48845_cov_45.6878_ID_43-processed-gene-0.59&CDS=1-3582
1349	OG0001349	YFR010W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-4.138&CDS=1-1446
1350	OG0001350	YFR011C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-4.120&CDS=1-456
1351	OG0001351	YFR015C	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-0.106&CDS=1-2088
1352	OG0001352	YFR016C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-10.106&CDS=1-2565
1353	OG0001353	YFR019W	augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-3.162-mRNA-1_1&gene=augustus_masked-NODE_7_length_478340_cov_34.1556_ID_13-processed-gene-3.162&CDS=1-6657
1354	OG0001354	YFR021W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.88-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-6.88&CDS=1-1755
1355	OG0001355	YFR025C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.92-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.92&CDS=1-945
1356	OG0001356	YFR027W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-12.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-12.101&CDS=1-762
1357	OG0001357	YFR028C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.39-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-9.39&CDS=1-1821
1358	OG0001358	YFR029W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.107&CDS=1-1989
1359	OG0001359	YFR030W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.89&CDS=1-3327
1360	OG0001360	YFR031C	snap_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.266-mRNA-1_1&gene=snap_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.266&CDS=1-3507
1361	OG0001361	YFR032C-A	snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-7.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-7.107&CDS=1-183
1362	OG0001362	YFR033C	maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-17.1-mRNA-1_1&gene=maker-NODE_1_length_1880460_cov_31.0834_ID_1-augustus-gene-17.1&CDS=1-483
1363	OG0001363	YFR034C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.112-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-5.112&CDS=1-1530
1364	OG0001364	YFR037C	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.182-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.182&CDS=1-1683
1365	OG0001365	YFR041C	augustus_masked-NODE_24_length_17440_cov_43.5168_ID_47-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_24_length_17440_cov_43.5168_ID_47-processed-gene-0.4&CDS=1-876
1366	OG0001366	YFR043C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-10.176-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-10.176&CDS=1-759
1367	OG0001367	YFR044C	augustus_masked-NODE_21_length_78284_cov_38.8249_ID_41-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_21_length_78284_cov_38.8249_ID_41-processed-gene-0.69&CDS=1-1446
1368	OG0001368	YFR047C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-12.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-12.84&CDS=1-894
1369	OG0001369	YFR048W	maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-5.52-mRNA-1_1&gene=maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-5.52&CDS=1-2961
1370	OG0001370	YFR050C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.135&CDS=1-831
1371	OG0001371	YFR051C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.132&CDS=1-1635
1372	OG0001372	YFR052W	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.64-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-9.64&CDS=1-822
1373	OG0001373	YGL001C	augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-0.5&CDS=1-1053
1374	OG0001374	YGL004C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.31&CDS=1-1215
1375	OG0001375	YGL006W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.32-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.32&CDS=1-3423
1376	OG0001376	YGL008C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.16&CDS=1-2688
1377	OG0001377	YGL009C	augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-0.22&CDS=1-2298
1378	OG0001378	YGL011C	augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.72&CDS=1-741
1379	OG0001379	YGL012W	maker-NODE_16_length_227770_cov_29.655_ID_31-snap-gene-0.55-mRNA-1_1&gene=maker-NODE_16_length_227770_cov_29.655_ID_31-snap-gene-0.55&CDS=1-3282
1380	OG0001380	YGL016W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.133-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.133&CDS=1-3039
1381	OG0001381	YGL017W	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.152-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.152&CDS=1-1320
1382	OG0001382	YGL018C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.75&CDS=1-681
1383	OG0001383	YGL019W	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.97&CDS=1-792
1384	OG0001384	YGL020C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-2.76&CDS=1-633
1385	OG0001385	YGL022W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-1.85&CDS=1-2694
1386	OG0001386	YGL023C	maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-1.139-mRNA-1_1&gene=maker-NODE_3_length_1123224_cov_32.4581_ID_5-snap-gene-1.139&CDS=1-1779
1387	OG0001387	YGL026C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.15&CDS=1-2100
1388	OG0001388	YGL027C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.16&CDS=1-3306
1389	OG0001389	YGL028C	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.125-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.125&CDS=1-1455
1390	OG0001390	YGL030W	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.110-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.110&CDS=1-315
1391	OG0001391	YGL040C	augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.90&CDS=1-1020
1392	OG0001392	YGL041W-A	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.157-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-11.157&CDS=1-393
1393	OG0001393	YGL043W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.129&CDS=1-879
1394	OG0001394	YGL045W	augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.145&CDS=1-1851
1395	OG0001395	YGL047W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.15-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-2.15&CDS=1-603
1396	OG0001396	YGL048C	augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.190-mRNA-1_1&gene=augustus_masked-NODE_17_length_219991_cov_30.5381_ID_33-processed-gene-1.190&CDS=1-1197
1397	OG0001397	YGL050W	augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.119&CDS=1-738
1398	OG0001398	YGL055W	augustus_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.87&CDS=1-1470
1399	OG0001399	YGL059W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.76&CDS=1-1425
1400	OG0001400	YGL064C	augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.92&CDS=1-1659
1401	OG0001401	YGL065C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-2.76&CDS=1-1374
1402	OG0001402	YGL067W	genemark-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.54&CDS=1-1287
1403	OG0001403	YGL068W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-6.57&CDS=1-504
1404	OG0001404	YGL070C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-6.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-6.77&CDS=1-336
1405	OG0001405	YGL073W	snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-2.27-mRNA-1_1&gene=snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-2.27&CDS=1-1740
1406	OG0001406	YGL078C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-1.30&CDS=1-1590
1407	OG0001407	YGL079W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.42&CDS=1-657
1408	OG0001408	YGL080W	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.99&CDS=1-327
1409	OG0001409	YGL083W	genemark-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-2.114-mRNA-1_1&gene=genemark-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-2.114&CDS=1-2334
1410	OG0001410	YGL084C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.67&CDS=1-2121
1411	OG0001411	YGL085W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.97&CDS=1-693
1412	OG0001412	YGL086W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.68&CDS=1-1932
1413	OG0001413	YGL087C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.93&CDS=1-411
1414	OG0001414	YGL091C	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.126&CDS=1-984
1415	OG0001415	YGL092W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-0.127&CDS=1-4005
1416	OG0001416	YGL093W	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-1.45&CDS=1-2643
1417	OG0001417	YGL094C	maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-1.106-mRNA-1_1&gene=maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-1.106&CDS=1-3432
1418	OG0001418	YGL095C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.176-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-3.176&CDS=1-1839
1419	OG0001419	YGL099W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-14.43-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-14.43&CDS=1-1890
1420	OG0001420	YGL100W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.47&CDS=1-1032
1421	OG0001421	YGL103W	maker-NODE_12_length_307877_cov_37.9028_ID_23-augustus-gene-1.61-mRNA-1_1&gene=maker-NODE_12_length_307877_cov_37.9028_ID_23-augustus-gene-1.61&CDS=1-447
1422	OG0001422	YGL105W	augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.154-mRNA-1_1&gene=augustus_masked-NODE_12_length_307877_cov_37.9028_ID_23-processed-gene-1.154&CDS=1-1119
1423	OG0001423	YGL106W	maker-NODE_12_length_307877_cov_37.9028_ID_23-augustus-gene-1.59-mRNA-1_1&gene=maker-NODE_12_length_307877_cov_37.9028_ID_23-augustus-gene-1.59&CDS=1-429
1424	OG0001424	YGL110C	augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_14_length_249592_cov_34.9232_ID_27-processed-gene-1.204&CDS=1-1809
1425	OG0001425	YGL111W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-0.68&CDS=1-1257
1426	OG0001426	YGL112C	augustus_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.57&CDS=1-1452
1427	OG0001427	YGL113W	snap_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_20_length_88193_cov_34.0756_ID_39-processed-gene-0.28&CDS=1-2304
1428	OG0001428	YGL114W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.231-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.231&CDS=1-1992
1429	OG0001429	YGL115W	augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.230-mRNA-1_1&gene=augustus_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.230&CDS=1-1008
1430	OG0001430	YGL116W	augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_16_length_227770_cov_29.655_ID_31-processed-gene-0.89&CDS=1-1749
1431	OG0001431	YGL119W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.7&CDS=1-1695
1432	OG0001432	YGL122C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-4.5&CDS=1-1371
1433	OG0001433	YGL123W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-3.83&CDS=1-750
1434	OG0001434	YGL125W	snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.61-mRNA-1_1&gene=snap_masked-NODE_8_length_478249_cov_30.3473_ID_15-processed-gene-3.61&CDS=1-1836
1435	OG0001435	YGL126W	maker-NODE_17_length_219991_cov_30.5381_ID_33-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_17_length_219991_cov_30.5381_ID_33-snap-gene-1.79&CDS=1-1155
1436	OG0001436	YGL129C	augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_13_length_279400_cov_36.0067_ID_25-processed-gene-0.108&CDS=1-1380
1437	OG0001437	YGL130W	maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-0.85-mRNA-1_1&gene=maker-NODE_2_length_1306286_cov_31.9871_ID_3-augustus-gene-0.85&CDS=1-5571
1438	OG0001438	YGL136C	augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.181-mRNA-1_1&gene=augustus_masked-NODE_5_length_741203_cov_30.7056_ID_9-processed-gene-6.181&CDS=1-708
1439	OG0001439	YGL137W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-7.98&CDS=1-2694
1440	OG0001440	YGL138C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-0.48&CDS=1-1179
1441	OG0001441	YGL141W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-17.98&CDS=1-2823
1442	OG0001442	YGL142C	snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.9-mRNA-1_1&gene=snap_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.9&CDS=1-1521
1443	OG0001443	YGL143C	augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_6_length_479438_cov_34.4106_ID_11-processed-gene-1.88&CDS=1-1191
1444	OG0001444	YGL144C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.64-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-16.64&CDS=1-2106
1445	OG0001445	YGL148W	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-1.34&CDS=1-1125
1446	OG0001446	YGL150C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.24-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.24&CDS=1-3867
1447	OG0001447	YGL151W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.31&CDS=1-2577
1448	OG0001448	YGL153W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.29-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.29&CDS=1-1101
1449	OG0001449	YGL154C	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.26-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.26&CDS=1-849
1450	OG0001450	YGL155W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.27-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-8.27&CDS=1-1158
1451	OG0001451	YGL156W	maker-NODE_6_length_479438_cov_34.4106_ID_11-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_6_length_479438_cov_34.4106_ID_11-augustus-gene-0.0&CDS=1-3495
1452	OG0001452	YGL160W	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-3.94&CDS=1-1479
1453	OG0001453	YGL163C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.63&CDS=1-2484
1454	OG0001454	YGL164C	augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-NODE_1_length_1880460_cov_31.0834_ID_1-processed-gene-5.86&CDS=1-1281
1455	OG0001455	YGL167C	augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.60&CDS=1-2790
1456	OG0001456	YGL169W	snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_2_length_1306286_cov_31.9871_ID_3-processed-gene-3.112&CDS=1-1110
1457	OG0001457	YGL171W	augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_992781_cov_33.0108_ID_7-processed-gene-1.149&CDS=1-1662
1458	OG0001458	YGL172W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.102&CDS=1-1461
1459	OG0001459	YGL173C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.81&CDS=1-4281
1460	OG0001460	YGL174W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.101&CDS=1-768
1461	OG0001461	YGL175C	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.83-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.83&CDS=1-1383
1462	OG0001462	YGL178W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-7.84&CDS=1-1992
1463	OG0001463	YGL180W	augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1123224_cov_32.4581_ID_5-processed-gene-4.29&CDS=1-2463
1464	OG0001464	YGL181W	augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_327135_cov_28.3393_ID_21-processed-gene-1.41&CDS=1-1443
1465	OG0001465	YGL184C	augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.170-mRNA-1_1&gene=augustus_masked-NODE_9_length_386304_cov_31.4917_ID_17-processed-gene-2.170&CDS=1-3090
