	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034594_Starmera_quercuum
1636	OG0001636	YGL236C	snap_masked-flattened_line_79-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.126&CDS=1-2016
1637	OG0001637	YGL237C	snap_masked-flattened_line_0-processed-gene-6.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.66&CDS=1-768
1638	OG0001638	YGL238W	snap_masked-flattened_line_0-processed-gene-6.85-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.85&CDS=1-2874
1639	OG0001639	YGL241W	genemark-flattened_line_0-processed-gene-1.135-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.135&CDS=1-2913
1640	OG0001640	YGL242C	snap_masked-flattened_line_0-processed-gene-1.100-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.100&CDS=1-597
1641	OG0001641	YGL243W	augustus_masked-flattened_line_0-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.17&CDS=1-2775
1642	OG0001642	YGL245W	snap_masked-flattened_line_0-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.76&CDS=1-2160
1643	OG0001643	YGL246C	snap_masked-flattened_line_0-processed-gene-1.98-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.98&CDS=1-1119
1644	OG0001644	YGL248W	genemark-flattened_line_0-processed-gene-1.151-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.151&CDS=1-1116
1645	OG0001645	YGL251C	genemark-flattened_line_0-processed-gene-1.128-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.128&CDS=1-3540
1646	OG0001646	YGL252C	snap_masked-flattened_line_11-processed-gene-1.119-mRNA-1_1&gene=snap_masked-flattened_line_11-processed-gene-1.119&CDS=1-1704
1647	OG0001647	YGL256W	snap_masked-flattened_line_2-processed-gene-5.80-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-5.80&CDS=1-1272
1648	OG0001648	YGR001C	maker-flattened_line_6-snap-gene-3.10-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.10&CDS=1-753
1649	OG0001649	YGR002C	maker-flattened_line_79-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_79-snap-gene-0.1&CDS=1-1437
1650	OG0001650	YGR003W	snap_masked-flattened_line_79-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.114&CDS=1-2265
1651	OG0001651	YGR005C	maker-flattened_line_21-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.1&CDS=1-1221
1652	OG0001652	YGR006W	snap_masked-flattened_line_21-processed-gene-1.206-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.206&CDS=1-600
1653	OG0001653	YGR007W	snap_masked-flattened_line_19-processed-gene-1.305-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.305&CDS=1-957
1654	OG0001654	YGR009C	maker-flattened_line_47-snap-gene-0.13-mRNA-1_1&gene=maker-flattened_line_47-snap-gene-0.13&CDS=1-1947
1655	OG0001655	YGR012W	augustus_masked-flattened_line_109-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_109-processed-gene-0.19&CDS=1-1176
1656	OG0001656	YGR013W	snap_masked-flattened_line_109-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_109-processed-gene-0.46&CDS=1-1605
1657	OG0001657	YGR014W	snap_masked-flattened_line_19-processed-gene-1.306-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.306&CDS=1-3189
1658	OG0001658	YGR017W	snap_masked-flattened_line_83-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.87&CDS=1-747
1659	OG0001659	YGR019W	snap_masked-flattened_line_83-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.88&CDS=1-1413
1660	OG0001660	YGR020C	maker-flattened_line_83-snap-gene-0.7-mRNA-1_1&gene=maker-flattened_line_83-snap-gene-0.7&CDS=1-360
1661	OG0001661	YGR021W	snap_masked-flattened_line_83-processed-gene-0.90-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.90&CDS=1-813
1662	OG0001662	YGR024C	augustus_masked-flattened_line_11-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-flattened_line_11-processed-gene-2.49&CDS=1-711
1663	OG0001663	YGR026W	snap_masked-flattened_line_8-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.13&CDS=1-1464
1664	OG0001664	YGR028W	maker-flattened_line_25-snap-gene-1.6-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.6&CDS=1-1071
1665	OG0001665	YGR029W	maker-flattened_line_109-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_109-snap-gene-0.3&CDS=1-645
1666	OG0001666	YGR031W	augustus_masked-flattened_line_4-processed-gene-4.105-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.105&CDS=1-2433
1667	OG0001667	YGR033C	snap_masked-flattened_line_6-processed-gene-3.99-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.99&CDS=1-690
1668	OG0001668	YGR036C	snap_masked-flattened_line_6-processed-gene-3.101-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.101&CDS=1-687
1669	OG0001669	YGR037C	genemark-flattened_line_199-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_199-processed-gene-0.5&CDS=1-261
1670	OG0001670	YGR042W	snap_masked-flattened_line_117-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.26&CDS=1-951
1671	OG0001671	YGR044C	snap_masked-flattened_line_69-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.109&CDS=1-1161
1672	OG0001672	YGR046W	snap_masked-flattened_line_45-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.126&CDS=1-1122
1673	OG0001673	YGR047C	snap_masked-flattened_line_45-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.133&CDS=1-2994
1674	OG0001674	YGR048W	snap_masked-flattened_line_45-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.136&CDS=1-1080
1675	OG0001675	YGR052W	snap_masked-flattened_line_8-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.6&CDS=1-1275
1676	OG0001676	YGR053C	snap_masked-flattened_line_8-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.28&CDS=1-609
1677	OG0001677	YGR054W	snap_masked-flattened_line_6-processed-gene-3.98-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.98&CDS=1-1833
1678	OG0001678	YGR055W	snap_masked-flattened_line_61-processed-gene-0.120-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.120&CDS=1-1671
1679	OG0001679	YGR057C	snap_masked-flattened_line_21-processed-gene-1.189-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.189&CDS=1-711
1680	OG0001680	YGR058W	maker-flattened_line_35-snap-gene-0.20-mRNA-1_1&gene=maker-flattened_line_35-snap-gene-0.20&CDS=1-966
1681	OG0001681	YGR059W	snap_masked-flattened_line_35-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.80&CDS=1-1512
1682	OG0001682	YGR060W	snap_masked-flattened_line_17-processed-gene-1.194-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.194&CDS=1-933
1683	OG0001683	YGR061C	snap_masked-flattened_line_79-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.104&CDS=1-4035
1684	OG0001684	YGR062C	snap_masked-flattened_line_79-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.105&CDS=1-1023
1685	OG0001685	YGR063C	augustus_masked-flattened_line_79-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.41&CDS=1-273
1686	OG0001686	YGR067C	snap_masked-flattened_line_27-processed-gene-1.190-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.190&CDS=1-2373
1687	OG0001687	YGR072W	augustus_masked-flattened_line_105-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-flattened_line_105-processed-gene-0.82&CDS=1-1068
1688	OG0001688	YGR074W	snap_masked-flattened_line_49-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.109&CDS=1-330
1689	OG0001689	YGR076C	snap_masked-flattened_line_73-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.67&CDS=1-501
1690	OG0001690	YGR077C	snap_masked-flattened_line_61-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.83&CDS=1-1815
1691	OG0001691	YGR078C	snap_masked-flattened_line_61-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.82&CDS=1-561
1692	OG0001692	YGR080W	snap_masked-flattened_line_69-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.91&CDS=1-954
1693	OG0001693	YGR081C	snap_masked-flattened_line_53-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.31&CDS=1-513
1694	OG0001694	YGR082W	snap_masked-flattened_line_53-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.62&CDS=1-513
1695	OG0001695	YGR084C	snap_masked-flattened_line_53-processed-gene-0.42-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.42&CDS=1-1041
1696	OG0001696	YGR086C	snap_masked-flattened_line_53-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_53-processed-gene-0.19&CDS=1-936
1697	OG0001697	YGR089W	snap_masked-flattened_line_99-processed-gene-0.73-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.73&CDS=1-2544
1698	OG0001698	YGR090W	snap_masked-flattened_line_35-processed-gene-0.89-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-0.89&CDS=1-3582
1699	OG0001699	YGR091W	snap_masked-flattened_line_0-processed-gene-8.40-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.40&CDS=1-1425
1700	OG0001700	YGR093W	genemark-flattened_line_0-processed-gene-8.318-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.318&CDS=1-1563
1701	OG0001701	YGR094W	snap_masked-flattened_line_0-processed-gene-8.90-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.90&CDS=1-3198
1702	OG0001702	YGR095C	snap_masked-flattened_line_0-processed-gene-8.39-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-8.39&CDS=1-660
1703	OG0001703	YGR096W	maker-flattened_line_0-snap-gene-8.348-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-8.348&CDS=1-879
1704	OG0001704	YGR098C	snap_masked-flattened_line_6-processed-gene-1.96-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.96&CDS=1-5064
1705	OG0001705	YGR099W	snap_masked-flattened_line_0-processed-gene-2.111-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.111&CDS=1-1992
1706	OG0001706	YGR100W	snap_masked-flattened_line_0-processed-gene-2.113-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.113&CDS=1-2832
1707	OG0001707	YGR101W	genemark-flattened_line_43-processed-gene-0.214-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.214&CDS=1-1050
1708	OG0001708	YGR102C	snap_masked-flattened_line_25-processed-gene-1.193-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.193&CDS=1-441
1709	OG0001709	YGR103W	snap_masked-flattened_line_25-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.150&CDS=1-1830
1710	OG0001710	YGR104C	snap_masked-flattened_line_25-processed-gene-1.194-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.194&CDS=1-651
1711	OG0001711	YGR105W	maker-flattened_line_25-snap-gene-1.15-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.15&CDS=1-240
1712	OG0001712	YGR111W	snap_masked-flattened_line_83-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.76&CDS=1-1113
1713	OG0001713	YGR112W	snap_masked-flattened_line_6-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.62&CDS=1-1047
1714	OG0001714	YGR113W	snap_masked-flattened_line_6-processed-gene-2.63-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.63&CDS=1-534
1715	OG0001715	YGR116W	snap_masked-flattened_line_63-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.27&CDS=1-4263
1716	OG0001716	YGR117C	snap_masked-flattened_line_43-processed-gene-0.110-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.110&CDS=1-1242
1717	OG0001717	YGR119C	snap_masked-flattened_line_25-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.149&CDS=1-1311
1718	OG0001718	YGR123C	snap_masked-flattened_line_63-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.23&CDS=1-1485
1719	OG0001719	YGR125W	maker-flattened_line_63-augustus-gene-0.68-mRNA-1_1&gene=maker-flattened_line_63-augustus-gene-0.68&CDS=1-2883
1720	OG0001720	YGR126W	snap_masked-flattened_line_63-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.63&CDS=1-492
1721	OG0001721	YGR127W	snap_masked-flattened_line_63-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.62&CDS=1-873
1722	OG0001722	YGR128C	snap_masked-flattened_line_63-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_63-processed-gene-0.59&CDS=1-1686
1723	OG0001723	YGR129W	maker-flattened_line_63-snap-gene-0.192-mRNA-1_1&gene=maker-flattened_line_63-snap-gene-0.192&CDS=1-645
1724	OG0001724	YGR132C	snap_masked-flattened_line_43-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.128&CDS=1-843
1725	OG0001725	YGR134W	snap_masked-flattened_line_43-processed-gene-0.87-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.87&CDS=1-2520
1726	OG0001726	YGR135W	augustus_masked-flattened_line_103-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.42&CDS=1-1653
1727	OG0001727	YGR144W	snap_masked-flattened_line_6-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.104&CDS=1-975
1728	OG0001728	YGR145W	snap_masked-flattened_line_0-processed-gene-0.58-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.58&CDS=1-2112
1729	OG0001729	YGR147C	snap_masked-flattened_line_41-processed-gene-0.116-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.116&CDS=1-651
1730	OG0001730	YGR148C	snap_masked-flattened_line_41-processed-gene-0.155-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.155&CDS=1-465
1731	OG0001731	YGR150C	snap_masked-flattened_line_41-processed-gene-0.149-mRNA-1_1&gene=snap_masked-flattened_line_41-processed-gene-0.149&CDS=1-2154
1732	OG0001732	YGR152C	genemark-flattened_line_6-processed-gene-2.112-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.112&CDS=1-1386
1733	OG0001733	YGR155W	snap_masked-flattened_line_79-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.94&CDS=1-1485
1734	OG0001734	YGR156W	snap_masked-flattened_line_79-processed-gene-0.122-mRNA-1_1&gene=snap_masked-flattened_line_79-processed-gene-0.122&CDS=1-1230
1735	OG0001735	YGR157W	snap_masked-flattened_line_83-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.101&CDS=1-2514
1736	OG0001736	YGR158C	snap_masked-flattened_line_83-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.81&CDS=1-714
1737	OG0001737	YGR159C	snap_masked-flattened_line_83-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_83-processed-gene-0.79&CDS=1-1434
1738	OG0001738	YGR161C	snap_masked-flattened_line_107-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_107-processed-gene-0.83&CDS=1-963
1739	OG0001739	YGR163W	maker-flattened_line_31-snap-gene-0.308-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.308&CDS=1-1002
1740	OG0001740	YGR165W	maker-flattened_line_21-augustus-gene-0.146-mRNA-1_1&gene=maker-flattened_line_21-augustus-gene-0.146&CDS=1-1023
1741	OG0001741	YGR167W	snap_masked-flattened_line_21-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.131&CDS=1-606
1742	OG0001742	YGR169C	maker-flattened_line_19-snap-gene-0.112-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-0.112&CDS=1-1059
1743	OG0001743	YGR170W	maker-flattened_line_0-augustus-gene-3.99-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.99&CDS=1-3933
1744	OG0001744	YGR171C	maker-flattened_line_0-augustus-gene-4.57-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-4.57&CDS=1-1977
1745	OG0001745	YGR173W	snap_masked-flattened_line_113-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.22&CDS=1-1101
1746	OG0001746	YGR175C	maker-flattened_line_101-augustus-gene-0.76-mRNA-1_1&gene=maker-flattened_line_101-augustus-gene-0.76&CDS=1-2061
1747	OG0001747	YGR178C	snap_masked-flattened_line_117-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.19&CDS=1-1926
1748	OG0001748	YGR181W	maker-flattened_line_6-snap-gene-2.147-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.147&CDS=1-297
1749	OG0001749	YGR183C	snap_masked-flattened_line_6-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.47&CDS=1-252
1750	OG0001750	YGR185C	snap_masked-flattened_line_6-processed-gene-2.70-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.70&CDS=1-1203
1751	OG0001751	YGR186W	snap_masked-flattened_line_6-processed-gene-2.54-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.54&CDS=1-1740
1752	OG0001752	YGR187C	snap_masked-flattened_line_6-processed-gene-2.71-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.71&CDS=1-1113
1753	OG0001753	YGR188C	genemark-flattened_line_87-processed-gene-0.34-mRNA-1_1&gene=genemark-flattened_line_87-processed-gene-0.34&CDS=1-2586
1754	OG0001754	YGR189C	snap_masked-flattened_line_6-processed-gene-2.50-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.50&CDS=1-1398
1755	OG0001755	YGR193C	genemark-flattened_line_43-processed-gene-0.251-mRNA-1_1&gene=genemark-flattened_line_43-processed-gene-0.251&CDS=1-1125
1756	OG0001756	YGR194C	snap_masked-flattened_line_43-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.154&CDS=1-1755
1757	OG0001757	YGR195W	snap_masked-flattened_line_99-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.49&CDS=1-735
1758	OG0001758	YGR196C	augustus_masked-flattened_line_99-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_99-processed-gene-0.31&CDS=1-2481
1759	OG0001759	YGR198W	snap_masked-flattened_line_99-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.51&CDS=1-2433
1760	OG0001760	YGR200C	snap_masked-flattened_line_21-processed-gene-0.133-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.133&CDS=1-2349
1761	OG0001761	YGR202C	snap_masked-flattened_line_87-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.64&CDS=1-1311
1762	OG0001762	YGR205W	snap_masked-flattened_line_25-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.125&CDS=1-855
1763	OG0001763	YGR207C	maker-flattened_line_25-snap-gene-1.1-mRNA-1_1&gene=maker-flattened_line_25-snap-gene-1.1&CDS=1-765
1764	OG0001764	YGR208W	snap_masked-flattened_line_25-processed-gene-1.123-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.123&CDS=1-954
1765	OG0001765	YGR210C	snap_masked-flattened_line_15-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.63&CDS=1-1233
1766	OG0001766	YGR211W	snap_masked-flattened_line_19-processed-gene-1.216-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.216&CDS=1-1482
1767	OG0001767	YGR212W	augustus_masked-flattened_line_4-processed-gene-1.31-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.31&CDS=1-1347
1768	OG0001768	YGR215W	maker-flattened_line_19-snap-gene-1.2-mRNA-1_1&gene=maker-flattened_line_19-snap-gene-1.2&CDS=1-315
1769	OG0001769	YGR216C	genemark-flattened_line_19-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.16&CDS=1-1872
1770	OG0001770	YGR217W	snap_masked-flattened_line_19-processed-gene-1.267-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.267&CDS=1-6228
1771	OG0001771	YGR218W	snap_masked-flattened_line_15-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.65&CDS=1-3249
1772	OG0001772	YGR220C	snap_masked-flattened_line_15-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.47&CDS=1-828
1773	OG0001773	YGR223C	snap_masked-flattened_line_19-processed-gene-1.266-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.266&CDS=1-1143
1774	OG0001774	YGR225W	snap_masked-flattened_line_19-processed-gene-1.219-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.219&CDS=1-1383
1775	OG0001775	YGR227W	genemark-flattened_line_19-processed-gene-1.19-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.19&CDS=1-1533
1776	OG0001776	YGR229C	snap_masked-flattened_line_19-processed-gene-1.271-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.271&CDS=1-1515
1777	OG0001777	YGR230W	snap_masked-flattened_line_19-processed-gene-1.222-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.222&CDS=1-219
1778	OG0001778	YGR231C	snap_masked-flattened_line_19-processed-gene-1.272-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-1.272&CDS=1-915
1779	OG0001779	YGR232W	genemark-flattened_line_19-processed-gene-1.21-mRNA-1_1&gene=genemark-flattened_line_19-processed-gene-1.21&CDS=1-750
1780	OG0001780	YGR233C	snap_masked-flattened_line_15-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.49&CDS=1-3291
1781	OG0001781	YGR234W	snap_masked-flattened_line_13-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.95&CDS=1-1260
1782	OG0001782	YGR235C	maker-flattened_line_59-snap-gene-0.9-mRNA-1_1&gene=maker-flattened_line_59-snap-gene-0.9&CDS=1-738
1783	OG0001783	YGR244C	snap_masked-flattened_line_8-processed-gene-3.132-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.132&CDS=1-1299
1784	OG0001784	YGR245C	snap_masked-flattened_line_8-processed-gene-3.179-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.179&CDS=1-2184
1785	OG0001785	YGR246C	snap_masked-flattened_line_8-processed-gene-3.180-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-3.180&CDS=1-1626
1786	OG0001786	YGR247W	snap_masked-flattened_line_0-processed-gene-3.64-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.64&CDS=1-633
1787	OG0001787	YGR252W	snap_masked-flattened_line_2-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.66&CDS=1-1305
1788	OG0001788	YGR253C	maker-flattened_line_2-snap-gene-3.7-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-3.7&CDS=1-765
1789	OG0001789	YGR257C	snap_masked-flattened_line_59-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.92&CDS=1-1122
1790	OG0001790	YGR258C	snap_masked-flattened_line_99-processed-gene-0.65-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.65&CDS=1-2976
1791	OG0001791	YGR261C	snap_masked-flattened_line_87-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.60&CDS=1-2262
1792	OG0001792	YGR262C	snap_masked-flattened_line_17-processed-gene-1.200-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-1.200&CDS=1-801
1793	OG0001793	YGR264C	maker-flattened_line_17-snap-gene-1.270-mRNA-1_1&gene=maker-flattened_line_17-snap-gene-1.270&CDS=1-2241
1794	OG0001794	YGR267C	snap_masked-flattened_line_0-processed-gene-3.62-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.62&CDS=1-894
1795	OG0001795	YGR268C	maker-flattened_line_0-snap-gene-3.101-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.101&CDS=1-597
1796	OG0001796	YGR270W	snap_masked-flattened_line_0-processed-gene-4.16-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.16&CDS=1-3822
1797	OG0001797	YGR271C-A	snap_masked-flattened_line_0-processed-gene-3.66-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.66&CDS=1-687
1798	OG0001798	YGR271W	snap_masked-flattened_line_0-processed-gene-3.84-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.84&CDS=1-5586
1799	OG0001799	YGR274C	snap_masked-flattened_line_0-processed-gene-6.81-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.81&CDS=1-2769
1800	OG0001800	YGR275W	snap_masked-flattened_line_0-processed-gene-6.65-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.65&CDS=1-561
1801	OG0001801	YGR276C	snap_masked-flattened_line_0-processed-gene-6.82-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-6.82&CDS=1-1788
1802	OG0001802	YGR282C	snap_masked-flattened_line_75-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.154&CDS=1-927
1803	OG0001803	YGR284C	snap_masked-flattened_line_21-processed-gene-1.233-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.233&CDS=1-900
