	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035662_Meyerozyma_caribbica
1192	OG0001192	YER140W	genemark-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.123-mRNA-1_1&gene=genemark-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.123&CDS=1-1926
1193	OG0001193	YER141W	augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.97&CDS=1-1485
1194	OG0001194	YER142C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.40-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-5.40&CDS=1-999
1195	OG0001195	YER143W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.10&CDS=1-1263
1196	OG0001196	YER146W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.11-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.11&CDS=1-228
1197	OG0001197	YER148W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.128-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.128&CDS=1-723
1198	OG0001198	YER151C	augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.128&CDS=1-2082
1199	OG0001199	YER152C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.60-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.60&CDS=1-1281
1200	OG0001200	YER154W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.38-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.38&CDS=1-1083
1201	OG0001201	YER155C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-2.13&CDS=1-5370
1202	OG0001202	YER157W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.101-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.101&CDS=1-2451
1203	OG0001203	YER161C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-2.114&CDS=1-1077
1204	OG0001204	YER163C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-3.156-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-3.156&CDS=1-753
1205	OG0001205	YER164W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.149-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.149&CDS=1-4113
1206	OG0001206	YER165W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.148-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.148&CDS=1-1893
1207	OG0001207	YER169W	maker-NODE_13_length_195850_cov_25.4824_ID_1570-augustus-gene-0.120-mRNA-1_1&gene=maker-NODE_13_length_195850_cov_25.4824_ID_1570-augustus-gene-0.120&CDS=1-3954
1208	OG0001208	YER171W	maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-3.99-mRNA-1_1&gene=maker-NODE_4_length_887185_cov_24.1062_ID_1360-snap-gene-3.99&CDS=1-2979
1209	OG0001209	YER174C	snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_13_length_195850_cov_25.4824_ID_1570-processed-gene-0.31&CDS=1-696
1210	OG0001210	YER176W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-1.89&CDS=1-3282
1211	OG0001211	YER178W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-4.111-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-4.111&CDS=1-1188
1212	OG0001212	YER180C-A	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.110&CDS=1-177
1213	OG0001213	YFL001W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.117&CDS=1-1293
1214	OG0001214	YFL002C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-2.136&CDS=1-1776
1215	OG0001215	YFL005W	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.159-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.159&CDS=1-615
1216	OG0001216	YFL007W	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-1.114&CDS=1-6594
1217	OG0001217	YFL008W	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-4.98&CDS=1-5133
1218	OG0001218	YFL010C	snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.134-mRNA-1_1&gene=snap_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-4.134&CDS=1-696
1219	OG0001219	YFL013C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.141-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.141&CDS=1-2259
1220	OG0001220	YFL014W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.100-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.100&CDS=1-363
1221	OG0001221	YFL016C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-10.107&CDS=1-1446
1222	OG0001222	YFL017C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.171-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-14.171&CDS=1-474
1223	OG0001223	YFL018C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.151-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.151&CDS=1-1479
1224	OG0001224	YFL022C	augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.86&CDS=1-1485
1225	OG0001225	YFL024C	augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-NODE_7_length_691971_cov_18.1586_ID_999-processed-gene-1.122&CDS=1-3183
1226	OG0001226	YFL025C	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-10.35&CDS=1-3480
1227	OG0001227	YFL026W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.144-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-4.144&CDS=1-1110
1228	OG0001228	YFL027C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.21-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.21&CDS=1-1848
1229	OG0001229	YFL028C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.75-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.75&CDS=1-939
1230	OG0001230	YFL034C-B	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.132-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.132&CDS=1-867
1231	OG0001231	YFL036W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.81&CDS=1-5550
1232	OG0001232	YFL037W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-1.67&CDS=1-1347
1233	OG0001233	YFL038C	augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.158-mRNA-1_1&gene=augustus_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-12.158&CDS=1-624
1234	OG0001234	YFL039C	augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-6.140&CDS=1-1128
1235	OG0001235	YFL042C	snap_masked-NODE_248_length_378_cov_0.822394_ID_3009-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_248_length_378_cov_0.822394_ID_3009-processed-gene-0.1&CDS=1-348
1236	OG0001236	YFL045C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.145-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.145&CDS=1-753
1237	OG0001237	YFL046W	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.146-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.146&CDS=1-570
1238	OG0001238	YFL047W	snap_masked-NODE_118_length_447_cov_0.753049_ID_2749-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_118_length_447_cov_0.753049_ID_2749-processed-gene-0.1&CDS=1-408
1239	OG0001239	YFL053W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.46&CDS=1-1779
1240	OG0001240	YFL055W	snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.105-mRNA-1_1&gene=snap_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-3.105&CDS=1-1512
1241	OG0001241	YFR001W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.91-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-11.91&CDS=1-600
1242	OG0001242	YFR002W	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-2.19&CDS=1-2874
1243	OG0001243	YFR005C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.55&CDS=1-1440
1244	OG0001244	YFR006W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.7&CDS=1-1452
1245	OG0001245	YFR009W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.93-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.93&CDS=1-2256
1246	OG0001246	YFR010W	augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.50&CDS=1-1452
1247	OG0001247	YFR011C	maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-7.56-mRNA-1_1&gene=maker-NODE_2_length_1278474_cov_17.5864_ID_847-snap-gene-7.56&CDS=1-444
1248	OG0001248	YFR015C	maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-13.111-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-snap-gene-13.111&CDS=1-2511
1249	OG0001249	YFR016C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-1.139&CDS=1-2259
1250	OG0001250	YFR019W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-8.44&CDS=1-8142
1251	OG0001251	YFR021W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.110-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-7.110&CDS=1-1647
1252	OG0001252	YFR024C-A	maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-2.60-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-2.60&CDS=1-1209
1253	OG0001253	YFR025C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.59&CDS=1-933
1254	OG0001254	YFR027W	augustus_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.128&CDS=1-726
1255	OG0001255	YFR028C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.11-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-8.11&CDS=1-1662
1256	OG0001256	YFR029W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.46-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.46&CDS=1-1839
1257	OG0001257	YFR030W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-1.72&CDS=1-3303
1258	OG0001258	YFR031C	genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-0.87&CDS=1-3510
1259	OG0001259	YFR032C	maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.122-mRNA-1_1&gene=maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.122&CDS=1-951
1260	OG0001260	YFR033C	maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.121-mRNA-1_1&gene=maker-NODE_15_length_185063_cov_26.2943_ID_1655-snap-gene-0.121&CDS=1-453
1261	OG0001261	YFR034C	snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_6_length_736192_cov_18.5434_ID_1264-processed-gene-4.123&CDS=1-1296
1262	OG0001262	YFR037C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.162&CDS=1-1680
1263	OG0001263	YFR041C	genemark-NODE_193_length_407_cov_0.871528_ID_2899-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_193_length_407_cov_0.871528_ID_2899-processed-gene-0.0&CDS=1-216
1264	OG0001264	YFR042W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.42-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-1.42&CDS=1-657
1265	OG0001265	YFR044C	snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.251-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.251&CDS=1-1440
1266	OG0001266	YFR047C	snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.277-mRNA-1_1&gene=snap_masked-NODE_14_length_187297_cov_17.8153_ID_1530-processed-gene-0.277&CDS=1-888
1267	OG0001267	YFR048W	genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.72-mRNA-1_1&gene=genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.72&CDS=1-2871
1268	OG0001268	YFR049W	maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-3.68-mRNA-1_1&gene=maker-NODE_9_length_596901_cov_18.4558_ID_1197-snap-gene-3.68&CDS=1-300
1269	OG0001269	YFR050C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.43-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.43&CDS=1-819
1270	OG0001270	YFR051C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.12&CDS=1-1632
1271	OG0001271	YFR052W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-1.64&CDS=1-837
1272	OG0001272	YFR053C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.18-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-3.18&CDS=1-1446
1273	OG0001273	YGL001C	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-0.130&CDS=1-1038
1274	OG0001274	YGL003C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.41-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.41&CDS=1-1515
1275	OG0001275	YGL004C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.15-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.15&CDS=1-1236
1276	OG0001276	YGL006W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.14-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.14&CDS=1-3429
1277	OG0001277	YGL008C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.6-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-3.6&CDS=1-2691
1278	OG0001278	YGL009C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.167-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-4.167&CDS=1-2319
1279	OG0001279	YGL010W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.43&CDS=1-573
1280	OG0001280	YGL011C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-3.138&CDS=1-741
1281	OG0001281	YGL012W	maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-3.102-mRNA-1_1&gene=maker-NODE_3_length_1034512_cov_18.7206_ID_919-snap-gene-3.102&CDS=1-5226
1282	OG0001282	YGL016W	augustus_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.92&CDS=1-2721
1283	OG0001283	YGL017W	maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-2.53-mRNA-1_1&gene=maker-NODE_5_length_847748_cov_16.1536_ID_963-augustus-gene-2.53&CDS=1-1662
1284	OG0001284	YGL018C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.18&CDS=1-735
1285	OG0001285	YGL019W	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.39-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.39&CDS=1-840
1286	OG0001286	YGL020C	snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-2.19&CDS=1-597
1287	OG0001287	YGL022W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.44-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-6.44&CDS=1-2256
1288	OG0001288	YGL026C	snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.84-mRNA-1_1&gene=snap_masked-NODE_10_length_506719_cov_18.9381_ID_1110-processed-gene-3.84&CDS=1-2094
1289	OG0001289	YGL027C	maker-NODE_10_length_506719_cov_18.9381_ID_1110-augustus-gene-3.113-mRNA-1_1&gene=maker-NODE_10_length_506719_cov_18.9381_ID_1110-augustus-gene-3.113&CDS=1-2937
1290	OG0001290	YGL028C	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.153-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.153&CDS=1-1320
1291	OG0001291	YGL030W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.166-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-6.166&CDS=1-321
1292	OG0001292	YGL037C	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.115&CDS=1-693
1293	OG0001293	YGL040C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.139-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.139&CDS=1-1023
1294	OG0001294	YGL043W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.19-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.19&CDS=1-897
1295	OG0001295	YGL044C	augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-2.142&CDS=1-726
1296	OG0001296	YGL045W	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.127-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-4.127&CDS=1-2127
1297	OG0001297	YGL047W	snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.108-mRNA-1_1&gene=snap_masked-NODE_2_length_1278474_cov_17.5864_ID_847-processed-gene-3.108&CDS=1-606
1298	OG0001298	YGL048C	snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1034512_cov_18.7206_ID_919-processed-gene-7.68&CDS=1-1203
1299	OG0001299	YGL050W	genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.24-mRNA-1_1&gene=genemark-NODE_5_length_847748_cov_16.1536_ID_963-processed-gene-5.24&CDS=1-819
1300	OG0001300	YGL055W	snap_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_21_length_33955_cov_14.8703_ID_2015-processed-gene-0.26&CDS=1-1458
1301	OG0001301	YGL059W	snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.104-mRNA-1_1&gene=snap_masked-NODE_9_length_596901_cov_18.4558_ID_1197-processed-gene-4.104&CDS=1-1428
1302	OG0001302	YGL064C	maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_8_length_605226_cov_19.2795_ID_1056-augustus-gene-2.1&CDS=1-2946
1303	OG0001303	YGL066W	snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.122-mRNA-1_1&gene=snap_masked-NODE_8_length_605226_cov_19.2795_ID_1056-processed-gene-2.122&CDS=1-1269
1304	OG0001304	YGL068W	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.52-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.52&CDS=1-528
1305	OG0001305	YGL070C	genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.82-mRNA-1_1&gene=genemark-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-7.82&CDS=1-336
1306	OG0001306	YGL073W	maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-3.50-mRNA-1_1&gene=maker-NODE_1_length_1511766_cov_19.3565_ID_781-augustus-gene-3.50&CDS=1-2949
1307	OG0001307	YGL078C	snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_1_length_1511766_cov_19.3565_ID_781-processed-gene-3.48&CDS=1-1602
1308	OG0001308	YGL080W	augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_4_length_887185_cov_24.1062_ID_1360-processed-gene-0.25&CDS=1-2814
1309	OG0001309	YGL083W	snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.135-mRNA-1_1&gene=snap_masked-NODE_17_length_82857_cov_25.8618_ID_1723-processed-gene-0.135&CDS=1-2505
1310	OG0001310	YGL084C	snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.117-mRNA-1_1&gene=snap_masked-NODE_11_length_366366_cov_17.326_ID_1157-processed-gene-1.117&CDS=1-1698
