	OrthologID	Lipomyces_starkeyi	Saccharomyces_cerevisiae
1542	OG0001542	augustus_masked-scaffold_2-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.53&CDS=1-1392	YMR220W
1543	OG0001543	augustus_masked-scaffold_2-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.54&CDS=1-1245	YOR099W
1544	OG0001544	maker-scaffold_2-augustus-gene-2.154-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-2.154&CDS=1-1404	YDR393W
1545	OG0001545	augustus_masked-scaffold_2-processed-gene-2.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.56&CDS=1-1041	YHL008C
1546	OG0001546	maker-scaffold_2-augustus-gene-3.84-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.84&CDS=1-3006	YNL325C
1547	OG0001547	augustus_masked-scaffold_2-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.1&CDS=1-1575	YJR070C
1548	OG0001548	maker-scaffold_2-augustus-gene-3.85-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.85&CDS=1-375	YJR063W
1549	OG0001549	augustus_masked-scaffold_2-processed-gene-3.23-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.23&CDS=1-1626	YBR030W
1550	OG0001550	augustus_masked-scaffold_2-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.7&CDS=1-663	YBR035C
1551	OG0001551	augustus_masked-scaffold_2-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.8&CDS=1-1125	YBR065C
1552	OG0001552	augustus_masked-scaffold_2-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.11&CDS=1-3060	YLR047C
1553	OG0001553	augustus_masked-scaffold_2-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.29&CDS=1-522	YJL115W
1554	OG0001554	maker-scaffold_2-augustus-gene-3.76-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.76&CDS=1-2346	YBR058C
1555	OG0001555	maker-scaffold_2-augustus-gene-3.77-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.77&CDS=1-807	YDL086W
1556	OG0001556	augustus_masked-scaffold_2-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.14&CDS=1-1437	YFR044C
1557	OG0001557	maker-scaffold_2-augustus-gene-3.78-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.78&CDS=1-3003	YMR189W
1558	OG0001558	maker-scaffold_2-augustus-gene-3.79-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.79&CDS=1-2913	YGR258C
1559	OG0001559	maker-scaffold_2-augustus-gene-3.91-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.91&CDS=1-1947	YPR175W
1560	OG0001560	maker-scaffold_2-augustus-gene-3.93-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.93&CDS=1-633	YGL242C
1561	OG0001561	maker-scaffold_2-augustus-gene-3.94-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-3.94&CDS=1-2115	YMR216C
1562	OG0001562	augustus_masked-scaffold_2-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-3.21&CDS=1-684	YOL102C
1563	OG0001563	augustus_masked-scaffold_2-processed-gene-4.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.37&CDS=1-1305	YNL280C
1564	OG0001564	augustus_masked-scaffold_2-processed-gene-4.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.39&CDS=1-738	YOR202W
1565	OG0001565	snap_masked-scaffold_2-processed-gene-4.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-4.112&CDS=1-411	YGL054C
1566	OG0001566	maker-scaffold_2-augustus-gene-4.97-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.97&CDS=1-1125	YLR244C
1567	OG0001567	maker-scaffold_2-snap-gene-4.80-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.80&CDS=1-258	YDL008W
1568	OG0001568	maker-scaffold_2-snap-gene-4.73-mRNA-1_1&gene=maker-scaffold_2-snap-gene-4.73&CDS=1-2028	YDL007W
1569	OG0001569	augustus_masked-scaffold_2-processed-gene-4.58-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.58&CDS=1-2256	YDR006C
1570	OG0001570	augustus_masked-scaffold_2-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.61&CDS=1-2340	YJR098C
1571	OG0001571	maker-scaffold_2-augustus-gene-4.102-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.102&CDS=1-1701	YNL291C
1572	OG0001572	maker-scaffold_2-augustus-gene-4.103-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.103&CDS=1-1749	YGL119W
1573	OG0001573	maker-scaffold_2-augustus-gene-4.104-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.104&CDS=1-1824	YDR232W
1574	OG0001574	augustus_masked-scaffold_2-processed-gene-4.69-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-4.69&CDS=1-576	YOL110W
1575	OG0001575	maker-scaffold_2-augustus-gene-4.105-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-4.105&CDS=1-12918	YKR054C
1576	OG0001576	augustus_masked-scaffold_2-processed-gene-5.1-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.1&CDS=1-1419	YPL091W
1577	OG0001577	maker-scaffold_2-augustus-gene-5.117-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.117&CDS=1-3036	YOL087C
1578	OG0001578	maker-scaffold_2-augustus-gene-5.131-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.131&CDS=1-1062	YKL011C
1579	OG0001579	maker-scaffold_2-augustus-gene-5.132-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.132&CDS=1-1662	YKR097W
1580	OG0001580	maker-scaffold_2-augustus-gene-5.133-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.133&CDS=1-726	YGR095C
1581	OG0001581	augustus_masked-scaffold_2-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.4&CDS=1-831	YNL003C
1582	OG0001582	maker-scaffold_2-augustus-gene-5.134-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.134&CDS=1-1101	YCL016C
1583	OG0001583	augustus_masked-scaffold_2-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.5&CDS=1-1140	YDR346C
1584	OG0001584	augustus_masked-scaffold_2-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.27&CDS=1-1812	YFR034C
1585	OG0001585	augustus_masked-scaffold_2-processed-gene-5.6-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.6&CDS=1-1605	YDL155W
1586	OG0001586	maker-scaffold_2-snap-gene-5.45-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.45&CDS=1-1074	YNR052C
1587	OG0001587	maker-scaffold_2-augustus-gene-5.120-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.120&CDS=1-723	YHR121W
1588	OG0001588	maker-scaffold_2-augustus-gene-5.136-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.136&CDS=1-762	YGR135W
1589	OG0001589	augustus_masked-scaffold_2-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.30&CDS=1-1467	YGR149W
1590	OG0001590	augustus_masked-scaffold_2-processed-gene-5.12-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.12&CDS=1-2412	YBR198C
1591	OG0001591	snap_masked-scaffold_2-processed-gene-5.84-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.84&CDS=1-1365	YLR231C
1592	OG0001592	maker-scaffold_2-augustus-gene-5.123-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.123&CDS=1-858	YML110C
1593	OG0001593	augustus_masked-scaffold_2-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.16&CDS=1-510	YPR187W
1594	OG0001594	augustus_masked-scaffold_2-processed-gene-5.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.34&CDS=1-609	YPR188C
1595	OG0001595	maker-scaffold_2-augustus-gene-5.124-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.124&CDS=1-3219	YBL063W
1596	OG0001596	maker-scaffold_2-augustus-gene-5.125-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.125&CDS=1-1398	YBL098W
1597	OG0001597	augustus_masked-scaffold_2-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.37&CDS=1-918	YOR251C
1598	OG0001598	maker-scaffold_2-snap-gene-5.53-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.53&CDS=1-1572	YHR176W
1599	OG0001599	maker-scaffold_2-snap-gene-5.54-mRNA-1_1&gene=maker-scaffold_2-snap-gene-5.54&CDS=1-2919	YOR335C
1600	OG0001600	maker-scaffold_2-augustus-gene-5.129-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.129&CDS=1-1380	YNR051C
1601	OG0001601	maker-scaffold_2-augustus-gene-5.142-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.142&CDS=1-1725	YAL058W
1602	OG0001602	augustus_masked-scaffold_2-processed-gene-5.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-5.41&CDS=1-705	YJR024C
1603	OG0001603	snap_masked-scaffold_2-processed-gene-5.116-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-5.116&CDS=1-5982	YFL007W
1604	OG0001604	maker-scaffold_2-augustus-gene-5.130-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.130&CDS=1-1653	YML130C
1605	OG0001605	augustus_masked-scaffold_2-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.149&CDS=1-1107	YPL120W
1606	OG0001606	maker-scaffold_2-augustus-gene-6.63-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.63&CDS=1-924	YKL120W
1607	OG0001607	maker-scaffold_2-augustus-gene-6.50-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.50&CDS=1-993	YKL018W
1608	OG0001608	maker-scaffold_2-snap-gene-6.136-mRNA-1_1&gene=maker-scaffold_2-snap-gene-6.136&CDS=1-1047	YJR100C
1609	OG0001609	maker-scaffold_2-augustus-gene-6.52-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.52&CDS=1-1350	YPR088C
1610	OG0001610	maker-scaffold_2-augustus-gene-6.67-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.67&CDS=1-5232	YMR162C
1611	OG0001611	maker-scaffold_2-augustus-gene-6.68-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.68&CDS=1-4923	YAL002W
1612	OG0001612	snap_masked-scaffold_2-processed-gene-6.11-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-6.11&CDS=1-1956	YLR429W
1613	OG0001613	augustus_masked-scaffold_2-processed-gene-6.159-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.159&CDS=1-918	YDR116C
1614	OG0001614	maker-scaffold_2-augustus-gene-6.56-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.56&CDS=1-1446	YPL001W
1615	OG0001615	augustus_masked-scaffold_2-processed-gene-6.162-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.162&CDS=1-1356	YMR171C
1616	OG0001616	maker-scaffold_2-augustus-gene-6.70-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.70&CDS=1-1293	YAL032C
1617	OG0001617	augustus_masked-scaffold_2-processed-gene-6.167-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.167&CDS=1-1182	YJL054W
1618	OG0001618	augustus_masked-scaffold_2-processed-gene-6.168-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.168&CDS=1-369	YOL026C
1619	OG0001619	augustus_masked-scaffold_2-processed-gene-6.185-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.185&CDS=1-1245	YJL125C
1620	OG0001620	maker-scaffold_2-augustus-gene-6.73-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-6.73&CDS=1-1908	YBR293W
1621	OG0001621	augustus_masked-scaffold_2-processed-gene-6.173-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.173&CDS=1-1230	YGL130W
1622	OG0001622	genemark-scaffold_2-processed-gene-6.118-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-6.118&CDS=1-315	YGR181W
1623	OG0001623	augustus_masked-scaffold_2-processed-gene-6.190-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.190&CDS=1-636	YHR100C
1624	OG0001624	maker-scaffold_2-augustus-gene-7.62-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.62&CDS=1-1695	YBL039C
1625	OG0001625	maker-scaffold_2-augustus-gene-7.63-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.63&CDS=1-525	YDR512C
1626	OG0001626	maker-scaffold_2-augustus-gene-7.72-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.72&CDS=1-1098	YKL098W
1627	OG0001627	snap_masked-scaffold_2-processed-gene-7.90-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.90&CDS=1-2262	YNL085W
1628	OG0001628	snap_masked-scaffold_2-processed-gene-7.112-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-7.112&CDS=1-1971	YMR100W
1629	OG0001629	maker-scaffold_2-augustus-gene-7.65-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.65&CDS=1-1035	YIL083C
1630	OG0001630	augustus_masked-scaffold_2-processed-gene-7.32-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.32&CDS=1-1347	YGL059W
1631	OG0001631	augustus_masked-scaffold_2-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.34&CDS=1-2769	YDL117W
1632	OG0001632	augustus_masked-scaffold_2-processed-gene-7.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.48&CDS=1-3780	YOL049W
1633	OG0001633	maker-scaffold_2-augustus-gene-7.76-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.76&CDS=1-810	YPL067C
1634	OG0001634	maker-scaffold_2-augustus-gene-7.68-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.68&CDS=1-1134	YHL022C
1635	OG0001635	augustus_masked-scaffold_2-processed-gene-7.51-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.51&CDS=1-1308	YLL002W
1636	OG0001636	augustus_masked-scaffold_2-processed-gene-7.38-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.38&CDS=1-2193	YGR278W
1637	OG0001637	maker-scaffold_2-augustus-gene-7.69-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.69&CDS=1-957	YML105C
1638	OG0001638	maker-scaffold_2-augustus-gene-7.80-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.80&CDS=1-621	YOR057W
1639	OG0001639	maker-scaffold_2-augustus-gene-7.81-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.81&CDS=1-3000	YML076C
1640	OG0001640	maker-scaffold_2-augustus-gene-7.82-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-7.82&CDS=1-1350	YJL059W
1641	OG0001641	maker-scaffold_2-snap-gene-7.23-mRNA-1_1&gene=maker-scaffold_2-snap-gene-7.23&CDS=1-3612	YMR304W
1642	OG0001642	maker-scaffold_2-augustus-gene-8.41-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.41&CDS=1-735	YDL043C
1643	OG0001643	maker-scaffold_2-augustus-gene-8.42-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.42&CDS=1-864	YBL050W
1644	OG0001644	augustus_masked-scaffold_2-processed-gene-8.126-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.126&CDS=1-1569	YLR380W
1645	OG0001645	maker-scaffold_2-augustus-gene-8.43-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.43&CDS=1-633	YGR113W
1646	OG0001646	snap_masked-scaffold_2-processed-gene-8.66-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.66&CDS=1-477	YDL125C
1647	OG0001647	maker-scaffold_2-augustus-gene-8.44-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.44&CDS=1-2052	YIL108W
1648	OG0001648	augustus_masked-scaffold_2-processed-gene-8.128-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.128&CDS=1-1656	YBR196C
1649	OG0001649	maker-scaffold_2-augustus-gene-8.53-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.53&CDS=1-3603	YDR291W
1650	OG0001650	augustus_masked-scaffold_2-processed-gene-8.130-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.130&CDS=1-2685	YJL132W
1651	OG0001651	augustus_masked-scaffold_2-processed-gene-8.148-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.148&CDS=1-1233	YOL052C
1652	OG0001652	snap_masked-scaffold_2-processed-gene-8.73-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-8.73&CDS=1-1137	YGR028W
1653	OG0001653	maker-scaffold_2-augustus-gene-8.47-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.47&CDS=1-3429	YJL020C
1654	OG0001654	augustus_masked-scaffold_2-processed-gene-8.150-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.150&CDS=1-1728	YPL118W
1655	OG0001655	augustus_masked-scaffold_2-processed-gene-8.152-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.152&CDS=1-435	YPR020W
1656	OG0001656	augustus_masked-scaffold_2-processed-gene-8.136-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.136&CDS=1-1110	YKL077W
1657	OG0001657	maker-scaffold_2-augustus-gene-8.50-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.50&CDS=1-4485	YBR156C
1658	OG0001658	augustus_masked-scaffold_2-processed-gene-8.153-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.153&CDS=1-783	YBR155W
1659	OG0001659	augustus_masked-scaffold_2-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.138&CDS=1-657	YDL098C
1660	OG0001660	augustus_masked-scaffold_2-processed-gene-8.154-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.154&CDS=1-966	YDR392W
1661	OG0001661	genemark-scaffold_2-processed-gene-8.20-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-8.20&CDS=1-1359	YFL001W
1662	OG0001662	augustus_masked-scaffold_2-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.140&CDS=1-1011	YOR313C
1663	OG0001663	maker-scaffold_2-augustus-gene-8.51-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.51&CDS=1-2376	YDR333C
1664	OG0001664	augustus_masked-scaffold_2-processed-gene-8.143-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.143&CDS=1-1578	YMR297W
1665	OG0001665	maker-scaffold_2-augustus-gene-8.59-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-8.59&CDS=1-1575	YMR014W
1666	OG0001666	maker-scaffold_2-augustus-gene-9.63-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.63&CDS=1-1305	YGL196W
1667	OG0001667	augustus_masked-scaffold_2-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.25&CDS=1-1221	YDR313C
1668	OG0001668	augustus_masked-scaffold_2-processed-gene-9.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.26&CDS=1-3009	YMR287C
1669	OG0001669	maker-scaffold_2-augustus-gene-9.74-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.74&CDS=1-1620	YDL054C
1670	OG0001670	augustus_masked-scaffold_2-processed-gene-9.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.47&CDS=1-1272	YIR012W
1671	OG0001671	maker-scaffold_2-snap-gene-9.12-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.12&CDS=1-1521	YKL035W
1672	OG0001672	genemark-scaffold_2-processed-gene-9.137-mRNA-1_1&gene=genemark-scaffold_2-processed-gene-9.137&CDS=1-1197	YKR003W
1673	OG0001673	maker-scaffold_2-augustus-gene-9.76-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.76&CDS=1-1224	YGL246C
1674	OG0001674	maker-scaffold_2-augustus-gene-9.77-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.77&CDS=1-984	YOR164C
1675	OG0001675	augustus_masked-scaffold_2-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.52&CDS=1-2109	YDL141W
1676	OG0001676	maker-scaffold_2-augustus-gene-9.78-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.78&CDS=1-867	YOR292C
1677	OG0001677	augustus_masked-scaffold_2-processed-gene-9.33-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.33&CDS=1-1023	YGL153W
1678	OG0001678	maker-scaffold_2-augustus-gene-9.67-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.67&CDS=1-1323	YDL128W
1679	OG0001679	augustus_masked-scaffold_2-processed-gene-9.55-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.55&CDS=1-2508	YPR185W
1680	OG0001680	augustus_masked-scaffold_2-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.36&CDS=1-2769	YLR382C
1681	OG0001681	maker-scaffold_2-augustus-gene-9.69-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.69&CDS=1-687	YHL031C
1682	OG0001682	maker-scaffold_2-augustus-gene-9.70-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.70&CDS=1-1740	YHR170W
1683	OG0001683	maker-scaffold_2-augustus-gene-9.79-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.79&CDS=1-1044	YNR054C
1684	OG0001684	maker-scaffold_2-augustus-gene-9.71-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.71&CDS=1-1218	YPL146C
1685	OG0001685	augustus_masked-scaffold_2-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.40&CDS=1-1236	YLR215C
1686	OG0001686	augustus_masked-scaffold_2-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.41&CDS=1-2463	YGL233W
1687	OG0001687	maker-scaffold_2-augustus-gene-9.82-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.82&CDS=1-1731	YOR175C
1688	OG0001688	maker-scaffold_2-snap-gene-9.21-mRNA-1_1&gene=maker-scaffold_2-snap-gene-9.21&CDS=1-1296	YOR187W
1689	OG0001689	maker-scaffold_2-augustus-gene-9.84-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-9.84&CDS=1-1128	YGL115W
1690	OG0001690	augustus_masked-scaffold_2-processed-gene-9.44-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.44&CDS=1-1509	YJR122W
1691	OG0001691	augustus_masked-scaffold_2-processed-gene-9.46-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-9.46&CDS=1-2124	YOL057W
1692	OG0001692	snap_masked-scaffold_2-processed-gene-10.37-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.37&CDS=1-1875	YEL013W
1693	OG0001693	maker-scaffold_2-augustus-gene-10.82-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.82&CDS=1-2796	YAR014C
1694	OG0001694	maker-scaffold_2-augustus-gene-10.83-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.83&CDS=1-1995	YEL015W
1695	OG0001695	maker-scaffold_2-augustus-gene-10.75-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.75&CDS=1-1023	YHR142W
1696	OG0001696	augustus_masked-scaffold_2-processed-gene-10.111-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.111&CDS=1-1188	YDR021W
1697	OG0001697	snap_masked-scaffold_2-processed-gene-10.40-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.40&CDS=1-396	YKL003C
1698	OG0001698	maker-scaffold_2-augustus-gene-10.84-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.84&CDS=1-1422	YGR083C
1699	OG0001699	augustus_masked-scaffold_2-processed-gene-10.103-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.103&CDS=1-489	YAL044C
1700	OG0001700	augustus_masked-scaffold_2-processed-gene-10.114-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.114&CDS=1-2586	YBR179C
1701	OG0001701	maker-scaffold_2-augustus-gene-10.78-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.78&CDS=1-597	YJR102C
1702	OG0001702	maker-scaffold_2-augustus-gene-10.86-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.86&CDS=1-2616	YHR154W
1703	OG0001703	augustus_masked-scaffold_2-processed-gene-10.117-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.117&CDS=1-5691	YKL010C
1704	OG0001704	snap_masked-scaffold_2-processed-gene-10.68-mRNA-1_1&gene=snap_masked-scaffold_2-processed-gene-10.68&CDS=1-1275	YHR016C
1705	OG0001705	maker-scaffold_2-augustus-gene-10.92-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.92&CDS=1-3024	YER162C
1706	OG0001706	maker-scaffold_2-augustus-gene-10.79-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.79&CDS=1-1608	YMR065W
1707	OG0001707	augustus_masked-scaffold_2-processed-gene-10.123-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.123&CDS=1-3267	YFR030W
1708	OG0001708	maker-scaffold_2-snap-gene-10.132-mRNA-1_1&gene=maker-scaffold_2-snap-gene-10.132&CDS=1-1407	YCR054C
1709	OG0001709	maker-scaffold_2-augustus-gene-10.94-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-10.94&CDS=1-1263	YER078C
1710	OG0001710	maker-scaffold_2-augustus-gene-11.160-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.160&CDS=1-2109	YGL164C
1711	OG0001711	maker-scaffold_2-augustus-gene-11.161-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.161&CDS=1-1929	YAL048C
1712	OG0001712	maker-scaffold_2-augustus-gene-11.149-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.149&CDS=1-1806	YOR018W
1713	OG0001713	augustus_masked-scaffold_2-processed-gene-11.47-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.47&CDS=1-2124	YDR172W
1714	OG0001714	maker-scaffold_2-augustus-gene-11.162-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-11.162&CDS=1-2121	YPL109C
