	OrthologID	Ogataea_parapolymorpha	Saccharomyces_cerevisiae
1547	OG0001547	augustus_masked-NC_027862.1-processed-gene-8.69-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.69&CDS=1-516	YIR005W
1548	OG0001548	maker-NC_027862.1-snap-gene-8.0-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-8.0&CDS=1-1680	YER007W
1549	OG0001549	augustus_masked-NC_027862.1-processed-gene-8.70-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.70&CDS=1-1092	YER154W
1550	OG0001550	augustus_masked-NC_027862.1-processed-gene-8.68-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.68&CDS=1-2106	YIR030C
1551	OG0001551	augustus_masked-NC_027862.1-processed-gene-8.90-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.90&CDS=1-990	YMR161W
1552	OG0001552	augustus_masked-NC_027862.1-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.91&CDS=1-3840	YGL150C
1553	OG0001553	augustus_masked-NC_027862.1-processed-gene-8.73-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.73&CDS=1-1053	YGL153W
1554	OG0001554	augustus_masked-NC_027862.1-processed-gene-8.75-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.75&CDS=1-756	YIL070C
1555	OG0001555	augustus_masked-NC_027862.1-processed-gene-8.76-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.76&CDS=1-315	YDL130W
1556	OG0001556	augustus_masked-NC_027862.1-processed-gene-8.93-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.93&CDS=1-1404	YJR095W
1557	OG0001557	augustus_masked-NC_027862.1-processed-gene-8.94-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.94&CDS=1-2949	YGL141W
1558	OG0001558	snap_masked-NC_027862.1-processed-gene-8.119-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-8.119&CDS=1-3306	YDL102W
1559	OG0001559	snap_masked-NC_027862.1-processed-gene-8.121-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-8.121&CDS=1-759	YLL041C
1560	OG0001560	augustus_masked-NC_027862.1-processed-gene-8.79-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.79&CDS=1-5748	YFR030W
1561	OG0001561	augustus_masked-NC_027862.1-processed-gene-8.95-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.95&CDS=1-1578	YIL142W
1562	OG0001562	augustus_masked-NC_027862.1-processed-gene-8.80-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.80&CDS=1-1521	YNL083W
1563	OG0001563	augustus_masked-NC_027862.1-processed-gene-8.81-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.81&CDS=1-519	YOL114C
1564	OG0001564	augustus_masked-NC_027862.1-processed-gene-8.96-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.96&CDS=1-777	YOL147C
1565	OG0001565	augustus_masked-NC_027862.1-processed-gene-8.98-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.98&CDS=1-1092	YMR265C
1566	OG0001566	augustus_masked-NC_027862.1-processed-gene-8.99-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.99&CDS=1-699	YBR261C
1567	OG0001567	augustus_masked-NC_027862.1-processed-gene-8.84-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.84&CDS=1-2247	YBR080C
1568	OG0001568	augustus_masked-NC_027862.1-processed-gene-8.85-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.85&CDS=1-1194	YGL048C
1569	OG0001569	augustus_masked-NC_027862.1-processed-gene-8.101-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.101&CDS=1-2688	YJL053W
1570	OG0001570	augustus_masked-NC_027862.1-processed-gene-8.102-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.102&CDS=1-744	YDR226W
1571	OG0001571	snap_masked-NC_027862.1-processed-gene-8.150-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-8.150&CDS=1-1569	YBL015W
1572	OG0001572	maker-NC_027862.1-snap-gene-8.6-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-8.6&CDS=1-3201	YDR034C
1573	OG0001573	augustus_masked-NC_027862.1-processed-gene-8.87-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-8.87&CDS=1-11715	YGL234W
1574	OG0001574	snap_masked-NC_027862.1-processed-gene-8.156-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-8.156&CDS=1-1665	YJL057C
1575	OG0001575	augustus_masked-NC_027862.1-processed-gene-9.63-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.63&CDS=1-867	YPL075W
1576	OG0001576	augustus_masked-NC_027862.1-processed-gene-9.67-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.67&CDS=1-3342	YBL007C
1577	OG0001577	snap_masked-NC_027862.1-processed-gene-9.124-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-9.124&CDS=1-1773	YGL178W
1578	OG0001578	augustus_masked-NC_027862.1-processed-gene-9.68-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.68&CDS=1-975	YER127W
1579	OG0001579	maker-NC_027862.1-augustus-gene-9.181-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-9.181&CDS=1-2322	YER126C
1580	OG0001580	augustus_masked-NC_027862.1-processed-gene-9.70-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.70&CDS=1-6309	YBL037W
1581	OG0001581	augustus_masked-NC_027862.1-processed-gene-9.71-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.71&CDS=1-1809	YBL035C
1582	OG0001582	augustus_masked-NC_027862.1-processed-gene-9.95-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.95&CDS=1-2103	YBR086C
1583	OG0001583	maker-NC_027862.1-snap-gene-9.119-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-9.119&CDS=1-534	YMR159C
1584	OG0001584	genemark-NC_027862.1-processed-gene-9.40-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-9.40&CDS=1-876	YDL111C
1585	OG0001585	augustus_masked-NC_027862.1-processed-gene-9.74-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.74&CDS=1-6438	YJL207C
1586	OG0001586	maker-NC_027862.1-snap-gene-9.120-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-9.120&CDS=1-2415	YNL219C
1587	OG0001587	augustus_masked-NC_027862.1-processed-gene-9.75-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.75&CDS=1-903	YDL236W
1588	OG0001588	augustus_masked-NC_027862.1-processed-gene-9.76-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.76&CDS=1-444	YDL235C
1589	OG0001589	augustus_masked-NC_027862.1-processed-gene-9.77-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.77&CDS=1-1128	YFL030W
1590	OG0001590	augustus_masked-NC_027862.1-processed-gene-9.82-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.82&CDS=1-1689	YOL152W
1591	OG0001591	augustus_masked-NC_027862.1-processed-gene-9.103-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.103&CDS=1-849	YLR439W
1592	OG0001592	augustus_masked-NC_027862.1-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.84&CDS=1-456	YLR281C
1593	OG0001593	augustus_masked-NC_027862.1-processed-gene-9.105-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.105&CDS=1-1095	YGL213C
1594	OG0001594	augustus_masked-NC_027862.1-processed-gene-9.86-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.86&CDS=1-828	YGL212W
1595	OG0001595	augustus_masked-NC_027862.1-processed-gene-9.106-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.106&CDS=1-1731	YMR250W
1596	OG0001596	augustus_masked-NC_027862.1-processed-gene-9.108-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.108&CDS=1-1641	YDR105C
1597	OG0001597	augustus_masked-NC_027862.1-processed-gene-9.87-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.87&CDS=1-903	YDR106W
1598	OG0001598	augustus_masked-NC_027862.1-processed-gene-9.88-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.88&CDS=1-1257	YMR285C
1599	OG0001599	augustus_masked-NC_027862.1-processed-gene-9.110-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.110&CDS=1-2928	YPR026W
1600	OG0001600	maker-NC_027862.1-augustus-gene-9.185-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-9.185&CDS=1-1344	YML085C
1601	OG0001601	augustus_masked-NC_027862.1-processed-gene-9.111-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.111&CDS=1-906	YOR143C
1602	OG0001602	augustus_masked-NC_027862.1-processed-gene-9.112-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.112&CDS=1-756	YOR039W
1603	OG0001603	augustus_masked-NC_027862.1-processed-gene-9.91-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.91&CDS=1-2673	YOR038C
1604	OG0001604	augustus_masked-NC_027862.1-processed-gene-9.113-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.113&CDS=1-1098	YDR268W
1605	OG0001605	augustus_masked-NC_027862.1-processed-gene-9.92-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.92&CDS=1-1377	YDR363W
1606	OG0001606	genemark-NC_027862.1-processed-gene-9.60-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-9.60&CDS=1-1350	YOR037W
1607	OG0001607	snap_masked-NC_027862.1-processed-gene-9.154-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-9.154&CDS=1-1005	YDR267C
1608	OG0001608	augustus_masked-NC_027862.1-processed-gene-9.115-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-9.115&CDS=1-807	YOR036W
1609	OG0001609	snap_masked-NC_027862.1-processed-gene-10.65-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-10.65&CDS=1-285	YDR424C
1610	OG0001610	augustus_masked-NC_027862.1-processed-gene-10.124-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.124&CDS=1-1662	YDR425W
1611	OG0001611	augustus_masked-NC_027862.1-processed-gene-10.127-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.127&CDS=1-3450	YGR103W
1612	OG0001612	augustus_masked-NC_027862.1-processed-gene-10.125-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.125&CDS=1-486	YGR102C
1613	OG0001613	augustus_masked-NC_027862.1-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.128&CDS=1-2472	YPR112C
1614	OG0001614	augustus_masked-NC_027862.1-processed-gene-10.152-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.152&CDS=1-1173	YMR235C
1615	OG0001615	augustus_masked-NC_027862.1-processed-gene-10.153-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.153&CDS=1-450	YOR298C-A
1616	OG0001616	augustus_masked-NC_027862.1-processed-gene-10.131-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.131&CDS=1-852	YPR103W
1617	OG0001617	augustus_masked-NC_027862.1-processed-gene-10.155-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.155&CDS=1-3174	YPR104C
1618	OG0001618	maker-NC_027862.1-snap-gene-10.176-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-10.176&CDS=1-1785	YER141W
1619	OG0001619	snap_masked-NC_027862.1-processed-gene-10.101-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-10.101&CDS=1-462	YER137C
1620	OG0001620	augustus_masked-NC_027862.1-processed-gene-10.134-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.134&CDS=1-1917	YBL024W
1621	OG0001621	maker-NC_027862.1-augustus-gene-10.183-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-10.183&CDS=1-2376	YBL021C
1622	OG0001622	augustus_masked-NC_027862.1-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.135&CDS=1-951	YML015C
1623	OG0001623	augustus_masked-NC_027862.1-processed-gene-10.160-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.160&CDS=1-6351	YEL058W
1624	OG0001624	snap_masked-NC_027862.1-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-10.107&CDS=1-423	YGL087C
1625	OG0001625	augustus_masked-NC_027862.1-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.138&CDS=1-1971	YGL086W
1626	OG0001626	maker-NC_027862.1-augustus-gene-10.181-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-10.181&CDS=1-1395	YNR001C
1627	OG0001627	augustus_masked-NC_027862.1-processed-gene-10.141-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.141&CDS=1-612	YDR296W
1628	OG0001628	augustus_masked-NC_027862.1-processed-gene-10.162-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.162&CDS=1-1002	YDR297W
1629	OG0001629	augustus_masked-NC_027862.1-processed-gene-10.163-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.163&CDS=1-1575	YHR078W
1630	OG0001630	augustus_masked-NC_027862.1-processed-gene-10.164-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.164&CDS=1-762	YKL154W
1631	OG0001631	augustus_masked-NC_027862.1-processed-gene-10.169-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.169&CDS=1-615	YDR298C
1632	OG0001632	augustus_masked-NC_027862.1-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.143&CDS=1-1080	YEL050C
1633	OG0001633	maker-NC_027862.1-augustus-gene-10.182-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-10.182&CDS=1-3330	YGL148W
1634	OG0001634	augustus_masked-NC_027862.1-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.171&CDS=1-4293	YGL180W
1635	OG0001635	augustus_masked-NC_027862.1-processed-gene-10.172-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.172&CDS=1-1020	YGL181W
1636	OG0001636	augustus_masked-NC_027862.1-processed-gene-10.173-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.173&CDS=1-336	YLR200W
1637	OG0001637	augustus_masked-NC_027862.1-processed-gene-10.149-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.149&CDS=1-2253	YLR197W
1638	OG0001638	augustus_masked-NC_027862.1-processed-gene-10.150-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-10.150&CDS=1-564	YDL169C
1639	OG0001639	augustus_masked-NC_027862.1-processed-gene-11.121-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.121&CDS=1-543	YDL166C
1640	OG0001640	augustus_masked-NC_027862.1-processed-gene-11.117-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.117&CDS=1-783	YDL165W
1641	OG0001641	augustus_masked-NC_027862.1-processed-gene-11.122-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.122&CDS=1-534	YLR193C
1642	OG0001642	augustus_masked-NC_027862.1-processed-gene-11.124-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.124&CDS=1-1758	YNL224C
1643	OG0001643	augustus_masked-NC_027862.1-processed-gene-11.120-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.120&CDS=1-1527	YNL223W
1644	OG0001644	augustus_masked-NC_027862.1-processed-gene-11.125-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.125&CDS=1-3306	YNL273W
1645	OG0001645	augustus_masked-NC_027862.1-processed-gene-11.142-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.142&CDS=1-1344	YEL064C
1646	OG0001646	augustus_masked-NC_027862.1-processed-gene-11.143-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.143&CDS=1-1005	YLR181C
1647	OG0001647	augustus_masked-NC_027862.1-processed-gene-11.127-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.127&CDS=1-1935	YLR182W
1648	OG0001648	augustus_masked-NC_027862.1-processed-gene-11.144-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.144&CDS=1-2661	YLR187W
1649	OG0001649	augustus_masked-NC_027862.1-processed-gene-11.128-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.128&CDS=1-918	YCR036W
1650	OG0001650	augustus_masked-NC_027862.1-processed-gene-11.129-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.129&CDS=1-2028	YPR074C
1651	OG0001651	augustus_masked-NC_027862.1-processed-gene-11.147-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.147&CDS=1-4317	YML049C
1652	OG0001652	augustus_masked-NC_027862.1-processed-gene-11.130-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.130&CDS=1-3312	YDR325W
1653	OG0001653	augustus_masked-NC_027862.1-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.132&CDS=1-1596	YKR038C
1654	OG0001654	augustus_masked-NC_027862.1-processed-gene-11.133-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.133&CDS=1-3165	YJL111W
1655	OG0001655	snap_masked-NC_027862.1-processed-gene-11.100-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-11.100&CDS=1-1716	YDL035C
1656	OG0001656	maker-NC_027862.1-snap-gene-11.62-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-11.62&CDS=1-537	YOL111C
1657	OG0001657	snap_masked-NC_027862.1-processed-gene-11.103-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-11.103&CDS=1-1545	YNL293W
1658	OG0001658	augustus_masked-NC_027862.1-processed-gene-11.134-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.134&CDS=1-1410	YNL294C
1659	OG0001659	augustus_masked-NC_027862.1-processed-gene-11.150-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.150&CDS=1-816	YGL221C
1660	OG0001660	augustus_masked-NC_027862.1-processed-gene-11.135-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.135&CDS=1-264	YGL220W
1661	OG0001661	augustus_masked-NC_027862.1-processed-gene-11.156-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.156&CDS=1-1308	YLR446W
1662	OG0001662	augustus_masked-NC_027862.1-processed-gene-11.138-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.138&CDS=1-2325	YJL092W
1663	OG0001663	augustus_masked-NC_027862.1-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.139&CDS=1-1521	YCR072C
1664	OG0001664	augustus_masked-NC_027862.1-processed-gene-11.159-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.159&CDS=1-2400	YOR233W
1665	OG0001665	augustus_masked-NC_027862.1-processed-gene-12.94-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.94&CDS=1-2934	YEL032W
1666	OG0001666	augustus_masked-NC_027862.1-processed-gene-11.160-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.160&CDS=1-1620	YLR337C
1667	OG0001667	augustus_masked-NC_027862.1-processed-gene-11.161-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-11.161&CDS=1-636	YOR232W
1668	OG0001668	augustus_masked-NC_027862.1-processed-gene-12.96-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.96&CDS=1-1446	YDR228C
1669	OG0001669	augustus_masked-NC_027862.1-processed-gene-12.97-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.97&CDS=1-2616	YNL023C
1670	OG0001670	augustus_masked-NC_027862.1-processed-gene-12.99-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.99&CDS=1-1056	YBR007C
1671	OG0001671	augustus_masked-NC_027862.1-processed-gene-12.104-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.104&CDS=1-2304	YPL042C
1672	OG0001672	augustus_masked-NC_027862.1-processed-gene-12.133-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.133&CDS=1-537	YDR248C
1673	OG0001673	augustus_masked-NC_027862.1-processed-gene-12.105-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.105&CDS=1-2202	YPL029W
1674	OG0001674	snap_masked-NC_027862.1-processed-gene-12.57-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-12.57&CDS=1-2646	YLR148W
1675	OG0001675	snap_masked-NC_027862.1-processed-gene-12.24-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-12.24&CDS=1-300	YLR147C
1676	OG0001676	maker-NC_027862.1-augustus-gene-12.3-mRNA-1_1&gene=maker-NC_027862.1-augustus-gene-12.3&CDS=1-1722	YOL070C
1677	OG0001677	augustus_masked-NC_027862.1-processed-gene-12.135-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.135&CDS=1-2400	YCR077C
1678	OG0001678	augustus_masked-NC_027862.1-processed-gene-12.136-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.136&CDS=1-4296	YJL042W
1679	OG0001679	augustus_masked-NC_027862.1-processed-gene-12.137-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.137&CDS=1-1515	YCR098C
1680	OG0001680	genemark-NC_027862.1-processed-gene-12.232-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-12.232&CDS=1-651	YPL002C
1681	OG0001681	snap_masked-NC_027862.1-processed-gene-12.28-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-12.28&CDS=1-1425	YER021W
1682	OG0001682	augustus_masked-NC_027862.1-processed-gene-12.110-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.110&CDS=1-2301	YIR007W
1683	OG0001683	genemark-NC_027862.1-processed-gene-12.234-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-12.234&CDS=1-507	YKL013C
1684	OG0001684	augustus_masked-NC_027862.1-processed-gene-12.111-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.111&CDS=1-1374	YKL012W
1685	OG0001685	augustus_masked-NC_027862.1-processed-gene-12.141-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.141&CDS=1-528	YIR022W
1686	OG0001686	augustus_masked-NC_027862.1-processed-gene-12.112-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.112&CDS=1-501	YIL004C
1687	OG0001687	augustus_masked-NC_027862.1-processed-gene-12.113-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.113&CDS=1-642	YER002W
1688	OG0001688	snap_masked-NC_027862.1-processed-gene-12.67-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-12.67&CDS=1-1431	YHR024C
1689	OG0001689	augustus_masked-NC_027862.1-processed-gene-12.114-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.114&CDS=1-1119	YMR272C
1690	OG0001690	augustus_masked-NC_027862.1-processed-gene-12.145-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.145&CDS=1-765	YML105C
1691	OG0001691	augustus_masked-NC_027862.1-processed-gene-12.117-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.117&CDS=1-3099	YHR079C
1692	OG0001692	augustus_masked-NC_027862.1-processed-gene-12.118-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.118&CDS=1-3096	YMR196W
1693	OG0001693	augustus_masked-NC_027862.1-processed-gene-12.148-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.148&CDS=1-636	YMR197C
1694	OG0001694	augustus_masked-NC_027862.1-processed-gene-12.119-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.119&CDS=1-489	YPL252C
1695	OG0001695	snap_masked-NC_027862.1-processed-gene-12.40-mRNA-1_1&gene=snap_masked-NC_027862.1-processed-gene-12.40&CDS=1-1077	YOL003C
1696	OG0001696	maker-NC_027862.1-snap-gene-12.174-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-12.174&CDS=1-4032	YOL004W
1697	OG0001697	maker-NC_027862.1-snap-gene-12.169-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-12.169&CDS=1-369	YOL005C
1698	OG0001698	augustus_masked-NC_027862.1-processed-gene-12.151-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.151&CDS=1-2508	YMR001C
1699	OG0001699	augustus_masked-NC_027862.1-processed-gene-12.152-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.152&CDS=1-231	YLR395C
1700	OG0001700	maker-NC_027862.1-snap-gene-12.171-mRNA-1_1&gene=maker-NC_027862.1-snap-gene-12.171&CDS=1-183	YDL067C
1701	OG0001701	augustus_masked-NC_027862.1-processed-gene-12.123-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.123&CDS=1-2187	YLR396C
1702	OG0001702	augustus_masked-NC_027862.1-processed-gene-12.153-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.153&CDS=1-6609	YDR127W
1703	OG0001703	genemark-NC_027862.1-processed-gene-12.214-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-12.214&CDS=1-1353	YBR110W
1704	OG0001704	augustus_masked-NC_027862.1-processed-gene-12.154-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.154&CDS=1-1659	YDR536W
1705	OG0001705	augustus_masked-NC_027862.1-processed-gene-12.125-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.125&CDS=1-2283	YIL160C
1706	OG0001706	augustus_masked-NC_027862.1-processed-gene-12.156-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.156&CDS=1-1410	YJL002C
1707	OG0001707	augustus_masked-NC_027862.1-processed-gene-12.157-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.157&CDS=1-768	YMR063W
1708	OG0001708	augustus_masked-NC_027862.1-processed-gene-12.127-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.127&CDS=1-2169	YKL078W
1709	OG0001709	augustus_masked-NC_027862.1-processed-gene-12.158-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.158&CDS=1-2715	YER176W
1710	OG0001710	genemark-NC_027862.1-processed-gene-12.219-mRNA-1_1&gene=genemark-NC_027862.1-processed-gene-12.219&CDS=1-1554	YPL050C
1711	OG0001711	augustus_masked-NC_027862.1-processed-gene-12.161-mRNA-1_1&gene=augustus_masked-NC_027862.1-processed-gene-12.161&CDS=1-1905	YPL093W
