	OrthologID	Metschnikowia_hibisci	Saccharomyces_cerevisiae
1705	OG0001705	maker-hib_s71-augustus-gene-10.119-mRNA-1_1&gene=maker-hib_s71-augustus-gene-10.119&CDS=1-2484	YFR015C
1706	OG0001706	augustus_masked-hib_s71-processed-gene-10.163-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.163&CDS=1-2727	YCR057C
1707	OG0001707	maker-hib_s71-augustus-gene-10.120-mRNA-1_1&gene=maker-hib_s71-augustus-gene-10.120&CDS=1-837	YCR059C
1708	OG0001708	maker-hib_s71-snap-gene-10.115-mRNA-1_1&gene=maker-hib_s71-snap-gene-10.115&CDS=1-6816	YNR016C
1709	OG0001709	augustus_masked-hib_s71-processed-gene-10.140-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.140&CDS=1-621	YNR017W
1710	OG0001710	augustus_masked-hib_s71-processed-gene-10.167-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.167&CDS=1-1092	YNR015W
1711	OG0001711	maker-hib_s71-augustus-gene-10.123-mRNA-1_1&gene=maker-hib_s71-augustus-gene-10.123&CDS=1-1053	YAL034W-A
1712	OG0001712	augustus_masked-hib_s71-processed-gene-10.144-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.144&CDS=1-867	YOR340C
1713	OG0001713	augustus_masked-hib_s71-processed-gene-10.169-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.169&CDS=1-1341	YOR334W
1714	OG0001714	snap_masked-hib_s71-processed-gene-10.50-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-10.50&CDS=1-678	YOR332W
1715	OG0001715	augustus_masked-hib_s71-processed-gene-10.171-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.171&CDS=1-846	YOR100C
1716	OG0001716	augustus_masked-hib_s71-processed-gene-10.172-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.172&CDS=1-2469	YNL126W
1717	OG0001717	augustus_masked-hib_s71-processed-gene-10.173-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.173&CDS=1-1701	YDR232W
1718	OG0001718	genemark-hib_s71-processed-gene-10.79-mRNA-1_1&gene=genemark-hib_s71-processed-gene-10.79&CDS=1-1215	YGR286C
1719	OG0001719	augustus_masked-hib_s71-processed-gene-10.175-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.175&CDS=1-813	YDR041W
1720	OG0001720	augustus_masked-hib_s71-processed-gene-10.148-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-10.148&CDS=1-903	YBR061C
1721	OG0001721	maker-hib_s71-augustus-gene-10.118-mRNA-1_1&gene=maker-hib_s71-augustus-gene-10.118&CDS=1-1701	YDR050C
1722	OG0001722	snap_masked-hib_s71-processed-gene-11.7-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-11.7&CDS=1-978	YMR262W
1723	OG0001723	augustus_masked-hib_s71-processed-gene-11.63-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.63&CDS=1-930	YML112W
1724	OG0001724	augustus_masked-hib_s71-processed-gene-11.60-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.60&CDS=1-456	YMR260C
1725	OG0001725	maker-hib_s71-snap-gene-11.115-mRNA-1_1&gene=maker-hib_s71-snap-gene-11.115&CDS=1-789	YDR064W
1726	OG0001726	genemark-hib_s71-processed-gene-11.118-mRNA-1_1&gene=genemark-hib_s71-processed-gene-11.118&CDS=1-1662	YFR028C
1727	OG0001727	augustus_masked-hib_s71-processed-gene-11.66-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.66&CDS=1-3789	YOL075C
1728	OG0001728	augustus_masked-hib_s71-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.68&CDS=1-1989	YER140W
1729	OG0001729	augustus_masked-hib_s71-processed-gene-11.93-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.93&CDS=1-1380	YER141W
1730	OG0001730	augustus_masked-hib_s71-processed-gene-11.70-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.70&CDS=1-1953	YBR041W
1731	OG0001731	augustus_masked-hib_s71-processed-gene-11.94-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.94&CDS=1-1251	YCR012W
1732	OG0001732	augustus_masked-hib_s71-processed-gene-11.71-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.71&CDS=1-858	YBR101C
1733	OG0001733	augustus_masked-hib_s71-processed-gene-11.72-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.72&CDS=1-3291	YPR055W
1734	OG0001734	augustus_masked-hib_s71-processed-gene-11.96-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.96&CDS=1-687	YPR124W
1735	OG0001735	augustus_masked-hib_s71-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.73&CDS=1-666	YER004W
1736	OG0001736	maker-hib_s71-augustus-gene-11.0-mRNA-1_1&gene=maker-hib_s71-augustus-gene-11.0&CDS=1-2472	YMR120C
1737	OG0001737	augustus_masked-hib_s71-processed-gene-11.75-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.75&CDS=1-1983	YOR254C
1738	OG0001738	augustus_masked-hib_s71-processed-gene-11.99-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.99&CDS=1-522	YOR253W
1739	OG0001739	augustus_masked-hib_s71-processed-gene-11.76-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.76&CDS=1-435	YPL170W
1740	OG0001740	augustus_masked-hib_s71-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.77&CDS=1-1734	YPL169C
1741	OG0001741	augustus_masked-hib_s71-processed-gene-11.78-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.78&CDS=1-1227	YPL175W
1742	OG0001742	genemark-hib_s71-processed-gene-11.137-mRNA-1_1&gene=genemark-hib_s71-processed-gene-11.137&CDS=1-1404	YOR257W
1743	OG0001743	augustus_masked-hib_s71-processed-gene-11.101-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.101&CDS=1-1278	YOR259C
1744	OG0001744	augustus_masked-hib_s71-processed-gene-11.80-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.80&CDS=1-1404	YOR260W
1745	OG0001745	augustus_masked-hib_s71-processed-gene-11.102-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.102&CDS=1-693	YJR056C
1746	OG0001746	maker-hib_s71-augustus-gene-11.2-mRNA-1_1&gene=maker-hib_s71-augustus-gene-11.2&CDS=1-2367	YLR268W
1747	OG0001747	augustus_masked-hib_s71-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.103&CDS=1-726	YHR038W
1748	OG0001748	augustus_masked-hib_s71-processed-gene-11.104-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.104&CDS=1-1065	YHR085W
1749	OG0001749	augustus_masked-hib_s71-processed-gene-11.105-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.105&CDS=1-2919	YBR281C
1750	OG0001750	augustus_masked-hib_s71-processed-gene-11.85-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.85&CDS=1-1809	YJL100W
1751	OG0001751	augustus_masked-hib_s71-processed-gene-11.86-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.86&CDS=1-693	YFL031W
1752	OG0001752	augustus_masked-hib_s71-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.109&CDS=1-4632	YPL167C
1753	OG0001753	augustus_masked-hib_s71-processed-gene-11.87-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.87&CDS=1-1767	YJL128C
1754	OG0001754	augustus_masked-hib_s71-processed-gene-11.88-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.88&CDS=1-1023	YNR035C
1755	OG0001755	augustus_masked-hib_s71-processed-gene-11.110-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.110&CDS=1-516	YNR036C
1756	OG0001756	augustus_masked-hib_s71-processed-gene-11.90-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-11.90&CDS=1-228	YHR001W-A
1757	OG0001757	maker-hib_s71-augustus-gene-12.3-mRNA-1_1&gene=maker-hib_s71-augustus-gene-12.3&CDS=1-2634	YBR260C
1758	OG0001758	maker-hib_s71-augustus-gene-12.0-mRNA-1_1&gene=maker-hib_s71-augustus-gene-12.0&CDS=1-3087	YOR087W
1759	OG0001759	snap_masked-hib_s71-processed-gene-12.119-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-12.119&CDS=1-558	YNL090W
1760	OG0001760	augustus_masked-hib_s71-processed-gene-12.14-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.14&CDS=1-1980	YOR069W
1761	OG0001761	augustus_masked-hib_s71-processed-gene-12.37-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.37&CDS=1-1533	YBR173C
1762	OG0001762	augustus_masked-hib_s71-processed-gene-12.16-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.16&CDS=1-969	YDL014W
1763	OG0001763	augustus_masked-hib_s71-processed-gene-12.17-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.17&CDS=1-975	YDL013W
1764	OG0001764	augustus_masked-hib_s71-processed-gene-12.18-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.18&CDS=1-1944	YIL155C
1765	OG0001765	augustus_masked-hib_s71-processed-gene-12.41-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.41&CDS=1-576	YPR131C
1766	OG0001766	augustus_masked-hib_s71-processed-gene-12.42-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.42&CDS=1-2553	YPR135W
1767	OG0001767	augustus_masked-hib_s71-processed-gene-12.19-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.19&CDS=1-1011	YER095W
1768	OG0001768	augustus_masked-hib_s71-processed-gene-12.20-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.20&CDS=1-2676	YBL066C
1769	OG0001769	augustus_masked-hib_s71-processed-gene-12.22-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.22&CDS=1-2793	YGL201C
1770	OG0001770	augustus_masked-hib_s71-processed-gene-12.24-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.24&CDS=1-699	YGR152C
1771	OG0001771	augustus_masked-hib_s71-processed-gene-12.26-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.26&CDS=1-897	YLR208W
1772	OG0001772	augustus_masked-hib_s71-processed-gene-12.45-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.45&CDS=1-924	YLR209C
1773	OG0001773	augustus_masked-hib_s71-processed-gene-12.47-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.47&CDS=1-1056	YDR268W
1774	OG0001774	augustus_masked-hib_s71-processed-gene-12.48-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.48&CDS=1-756	YOR039W
1775	OG0001775	maker-hib_s71-augustus-gene-12.2-mRNA-1_1&gene=maker-hib_s71-augustus-gene-12.2&CDS=1-4056	YOR038C
1776	OG0001776	augustus_masked-hib_s71-processed-gene-12.50-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.50&CDS=1-960	YDR353W
1777	OG0001777	augustus_masked-hib_s71-processed-gene-12.51-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.51&CDS=1-456	YHR105W
1778	OG0001778	snap_masked-hib_s71-processed-gene-12.136-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-12.136&CDS=1-447	YJR104C
1779	OG0001779	augustus_masked-hib_s71-processed-gene-12.52-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.52&CDS=1-798	YHR067W
1780	OG0001780	augustus_masked-hib_s71-processed-gene-12.29-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.29&CDS=1-1929	YDR311W
1781	OG0001781	augustus_masked-hib_s71-processed-gene-12.30-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.30&CDS=1-909	YHR088W
1782	OG0001782	augustus_masked-hib_s71-processed-gene-12.31-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.31&CDS=1-3693	YDR335W
1783	OG0001783	augustus_masked-hib_s71-processed-gene-12.53-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.53&CDS=1-1035	YIL110W
1784	OG0001784	augustus_masked-hib_s71-processed-gene-12.33-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.33&CDS=1-2634	YNL054W
1785	OG0001785	augustus_masked-hib_s71-processed-gene-12.34-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.34&CDS=1-1905	YDR034C
1786	OG0001786	augustus_masked-hib_s71-processed-gene-12.55-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.55&CDS=1-3006	YML070W
1787	OG0001787	augustus_masked-hib_s71-processed-gene-12.35-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-12.35&CDS=1-2496	YML099C
1788	OG0001788	augustus_masked-hib_s71-processed-gene-13.3-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.3&CDS=1-1602	YML130C
1789	OG0001789	augustus_masked-hib_s71-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.4&CDS=1-1551	YGL078C
1790	OG0001790	augustus_masked-hib_s71-processed-gene-13.5-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.5&CDS=1-1551	YFL055W
1791	OG0001791	augustus_masked-hib_s71-processed-gene-13.6-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.6&CDS=1-207	YCL005W-A
1792	OG0001792	augustus_masked-hib_s71-processed-gene-13.1-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.1&CDS=1-1437	YCL008C
1793	OG0001793	augustus_masked-hib_s71-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.2&CDS=1-1419	YLR175W
1794	OG0001794	augustus_masked-hib_s71-processed-gene-13.8-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.8&CDS=1-1617	YBL019W
1795	OG0001795	augustus_masked-hib_s71-processed-gene-13.21-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.21&CDS=1-705	YER148W
1796	OG0001796	augustus_masked-hib_s71-processed-gene-13.26-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.26&CDS=1-792	YCR009C
1797	OG0001797	maker-hib_s71-augustus-gene-13.52-mRNA-1_1&gene=maker-hib_s71-augustus-gene-13.52&CDS=1-5190	YER171W
1798	OG0001798	augustus_masked-hib_s71-processed-gene-13.28-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.28&CDS=1-1704	YDR389W
1799	OG0001799	augustus_masked-hib_s71-processed-gene-13.10-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.10&CDS=1-948	YPL209C
1800	OG0001800	snap_masked-hib_s71-processed-gene-13.67-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-13.67&CDS=1-2187	YPL207W
1801	OG0001801	augustus_masked-hib_s71-processed-gene-13.12-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.12&CDS=1-1377	YGL065C
1802	OG0001802	augustus_masked-hib_s71-processed-gene-13.13-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.13&CDS=1-900	YBR187W
1803	OG0001803	augustus_masked-hib_s71-processed-gene-13.32-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.32&CDS=1-627	YBR193C
1804	OG0001804	maker-hib_s71-augustus-gene-13.54-mRNA-1_1&gene=maker-hib_s71-augustus-gene-13.54&CDS=1-6771	YPL082C
1805	OG0001805	augustus_masked-hib_s71-processed-gene-13.15-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.15&CDS=1-1533	YOR241W
1806	OG0001806	augustus_masked-hib_s71-processed-gene-13.16-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.16&CDS=1-2496	YPL029W
1807	OG0001807	augustus_masked-hib_s71-processed-gene-13.40-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.40&CDS=1-1203	YPL028W
1808	OG0001808	augustus_masked-hib_s71-processed-gene-13.18-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.18&CDS=1-666	YPL041C
1809	OG0001809	snap_masked-hib_s71-processed-gene-13.104-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-13.104&CDS=1-1224	YMR139W
1810	OG0001810	augustus_masked-hib_s71-processed-gene-13.43-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.43&CDS=1-1341	YPL042C
1811	OG0001811	augustus_masked-hib_s71-processed-gene-13.44-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.44&CDS=1-1104	YLR056W
1812	OG0001812	augustus_masked-hib_s71-processed-gene-13.45-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.45&CDS=1-1044	YDL205C
1813	OG0001813	augustus_masked-hib_s71-processed-gene-13.47-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.47&CDS=1-3213	YPL022W
1814	OG0001814	augustus_masked-hib_s71-processed-gene-13.49-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-13.49&CDS=1-792	YJL178C
1815	OG0001815	augustus_masked-hib_s71-processed-gene-14.113-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.113&CDS=1-2550	YCL030C
1816	OG0001816	augustus_masked-hib_s71-processed-gene-14.114-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.114&CDS=1-1770	YDR244W
1817	OG0001817	augustus_masked-hib_s71-processed-gene-14.116-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.116&CDS=1-3342	YPL016W
1818	OG0001818	augustus_masked-hib_s71-processed-gene-14.117-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.117&CDS=1-4137	YDR245W
1819	OG0001819	augustus_masked-hib_s71-processed-gene-14.118-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.118&CDS=1-1038	YNL231C
1820	OG0001820	augustus_masked-hib_s71-processed-gene-14.142-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.142&CDS=1-855	YNL232W
1821	OG0001821	augustus_masked-hib_s71-processed-gene-14.143-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.143&CDS=1-3402	YNL233W
1822	OG0001822	augustus_masked-hib_s71-processed-gene-14.144-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.144&CDS=1-1047	YNL234W
1823	OG0001823	augustus_masked-hib_s71-processed-gene-14.120-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.120&CDS=1-756	YGL123W
1824	OG0001824	augustus_masked-hib_s71-processed-gene-14.147-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.147&CDS=1-1275	YGL122C
1825	OG0001825	augustus_masked-hib_s71-processed-gene-14.121-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.121&CDS=1-1578	YIL142W
1826	OG0001826	augustus_masked-hib_s71-processed-gene-14.148-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.148&CDS=1-1668	YLL018C
1827	OG0001827	augustus_masked-hib_s71-processed-gene-14.149-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.149&CDS=1-1467	YOL049W
1828	OG0001828	augustus_masked-hib_s71-processed-gene-14.150-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.150&CDS=1-1194	YOL031C
1829	OG0001829	augustus_masked-hib_s71-processed-gene-14.151-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.151&CDS=1-444	YKR074W
1830	OG0001830	augustus_masked-hib_s71-processed-gene-14.153-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.153&CDS=1-984	YOR061W
1831	OG0001831	augustus_masked-hib_s71-processed-gene-14.154-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.154&CDS=1-852	YNL284C
1832	OG0001832	augustus_masked-hib_s71-processed-gene-14.156-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.156&CDS=1-2193	YHR072W
1833	OG0001833	augustus_masked-hib_s71-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.125&CDS=1-3486	YGR090W
1834	OG0001834	augustus_masked-hib_s71-processed-gene-14.127-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.127&CDS=1-999	YPR110C
1835	OG0001835	augustus_masked-hib_s71-processed-gene-14.157-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.157&CDS=1-636	YDL018C
1836	OG0001836	maker-hib_s71-snap-gene-14.7-mRNA-1_1&gene=maker-hib_s71-snap-gene-14.7&CDS=1-936	YGR165W
1837	OG0001837	snap_masked-hib_s71-processed-gene-14.77-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-14.77&CDS=1-1788	YDL017W
1838	OG0001838	maker-hib_s71-augustus-gene-14.164-mRNA-1_1&gene=maker-hib_s71-augustus-gene-14.164&CDS=1-4398	YKR081C
1839	OG0001839	snap_masked-hib_s71-processed-gene-14.109-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-14.109&CDS=1-312	YKR083C
1840	OG0001840	maker-hib_s71-snap-gene-14.8-mRNA-1_1&gene=maker-hib_s71-snap-gene-14.8&CDS=1-1068	YOR074C
1841	OG0001841	snap_masked-hib_s71-processed-gene-14.112-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-14.112&CDS=1-672	YBL095W
1842	OG0001842	snap_masked-hib_s71-processed-gene-14.81-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-14.81&CDS=1-2790	YIL031W
1843	OG0001843	augustus_masked-hib_s71-processed-gene-14.134-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.134&CDS=1-1374	YBL098W
1844	OG0001844	augustus_masked-hib_s71-processed-gene-14.135-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.135&CDS=1-1266	YIL022W
1845	OG0001845	augustus_masked-hib_s71-processed-gene-14.136-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.136&CDS=1-1356	YER122C
1846	OG0001846	augustus_masked-hib_s71-processed-gene-14.141-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-14.141&CDS=1-444	YDR512C
1847	OG0001847	genemark-hib_s71-processed-gene-14.59-mRNA-1_1&gene=genemark-hib_s71-processed-gene-14.59&CDS=1-663	YIL118W
1848	OG0001848	augustus_masked-hib_s71-processed-gene-15.3-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.3&CDS=1-1563	YOR149C
1849	OG0001849	augustus_masked-hib_s71-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.5&CDS=1-1212	YDR394W
1850	OG0001850	augustus_masked-hib_s71-processed-gene-15.6-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.6&CDS=1-2772	YGR100W
1851	OG0001851	augustus_masked-hib_s71-processed-gene-15.7-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.7&CDS=1-924	YIL021W
1852	OG0001852	augustus_masked-hib_s71-processed-gene-15.27-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.27&CDS=1-822	YIL020C
1853	OG0001853	augustus_masked-hib_s71-processed-gene-15.8-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.8&CDS=1-990	YIL019W
1854	OG0001854	augustus_masked-hib_s71-processed-gene-15.9-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.9&CDS=1-2073	YBL097W
1855	OG0001855	augustus_masked-hib_s71-processed-gene-15.10-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.10&CDS=1-2043	YPR024W
1856	OG0001856	augustus_masked-hib_s71-processed-gene-15.28-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.28&CDS=1-2082	YNL251C
1857	OG0001857	augustus_masked-hib_s71-processed-gene-15.11-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.11&CDS=1-804	YNL252C
1858	OG0001858	augustus_masked-hib_s71-processed-gene-15.29-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.29&CDS=1-1242	YAL042W
1859	OG0001859	genemark-hib_s71-processed-gene-15.53-mRNA-1_1&gene=genemark-hib_s71-processed-gene-15.53&CDS=1-4167	YOR356W
1860	OG0001860	augustus_masked-hib_s71-processed-gene-15.30-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.30&CDS=1-1395	YOR355W
1861	OG0001861	augustus_masked-hib_s71-processed-gene-15.14-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.14&CDS=1-891	YHL013C
1862	OG0001862	augustus_masked-hib_s71-processed-gene-15.15-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.15&CDS=1-771	YAL039C
1863	OG0001863	augustus_masked-hib_s71-processed-gene-15.16-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.16&CDS=1-699	YOL110W
1864	OG0001864	augustus_masked-hib_s71-processed-gene-15.17-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.17&CDS=1-1146	YNL292W
1865	OG0001865	augustus_masked-hib_s71-processed-gene-15.20-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.20&CDS=1-1269	YOL052C
1866	OG0001866	augustus_masked-hib_s71-processed-gene-15.37-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.37&CDS=1-897	YBR085W
1867	OG0001867	augustus_masked-hib_s71-processed-gene-15.39-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.39&CDS=1-453	YDR092W
1868	OG0001868	augustus_masked-hib_s71-processed-gene-15.40-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.40&CDS=1-2757	YMR080C
1869	OG0001869	augustus_masked-hib_s71-processed-gene-15.24-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-15.24&CDS=1-2352	YMR078C
1870	OG0001870	augustus_masked-hib_s71-processed-gene-16.104-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.104&CDS=1-2442	YMR100W
1871	OG0001871	augustus_masked-hib_s71-processed-gene-16.106-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.106&CDS=1-4704	YGR098C
1872	OG0001872	augustus_masked-hib_s71-processed-gene-16.108-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.108&CDS=1-1143	YJL171C
1873	OG0001873	snap_masked-hib_s71-processed-gene-16.30-mRNA-1_1&gene=snap_masked-hib_s71-processed-gene-16.30&CDS=1-744	YGL136C
1874	OG0001874	augustus_masked-hib_s71-processed-gene-16.109-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.109&CDS=1-1863	YJR002W
1875	OG0001875	augustus_masked-hib_s71-processed-gene-16.111-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.111&CDS=1-993	YKL051W
1876	OG0001876	augustus_masked-hib_s71-processed-gene-16.112-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.112&CDS=1-2925	YOL021C
1877	OG0001877	augustus_masked-hib_s71-processed-gene-16.132-mRNA-1_1&gene=augustus_masked-hib_s71-processed-gene-16.132&CDS=1-606	YDR487C
