	OrthologID	Candida_sorboxylosa	Saccharomyces_cerevisiae
1085	OG0001085	-snap-gene-7.3-mRNA-1_1&gene=maker-gi|1002316172|dbj|BCGC01000006.1|-snap-gene-7.3&CDS=1-4365	YHR023W
1086	OG0001086	-processed-gene-7.75-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.75&CDS=1-1935	YOR368W
1087	OG0001087	-processed-gene-7.76-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.76&CDS=1-903	YCL009C
1088	OG0001088	-processed-gene-7.77-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.77&CDS=1-909	YLR172C
1089	OG0001089	-processed-gene-7.99-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.99&CDS=1-2955	YAL035W
1090	OG0001090	-processed-gene-7.78-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.78&CDS=1-2691	YBR073W
1091	OG0001091	-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.102&CDS=1-1134	YBR246W
1092	OG0001092	-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.79&CDS=1-1905	YDR049W
1093	OG0001093	-processed-gene-7.80-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.80&CDS=1-1038	YBL033C
1094	OG0001094	-processed-gene-7.81-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.81&CDS=1-972	YGL091C
1095	OG0001095	-processed-gene-7.105-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.105&CDS=1-4899	YOR341W
1096	OG0001096	-processed-gene-7.82-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.82&CDS=1-681	YJL055W
1097	OG0001097	-processed-gene-7.165-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.165&CDS=1-921	YLR308W
1098	OG0001098	-processed-gene-7.142-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.142&CDS=1-726	YJL096W
1099	OG0001099	-processed-gene-7.143-mRNA-1_1&gene=snap_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.143&CDS=1-4365	YJL095W
1100	OG0001100	-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.84&CDS=1-2370	YJL033W
1101	OG0001101	-processed-gene-7.107-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.107&CDS=1-2829	YGL167C
1102	OG0001102	-processed-gene-7.108-mRNA-1_1&gene=augustus_masked-gi|1002316172|dbj|BCGC01000006.1|-processed-gene-7.108&CDS=1-5109	YNL221C
1103	OG0001103	-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.37&CDS=1-945	YDL047W
1104	OG0001104	-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.29&CDS=1-2853	YJR090C
1105	OG0001105	-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.39&CDS=1-1185	YPR041W
1106	OG0001106	-processed-gene-0.70-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.70&CDS=1-738	YPR036W
1107	OG0001107	-processed-gene-0.56-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.56&CDS=1-1824	YIR002C
1108	OG0001108	-processed-gene-0.57-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.57&CDS=1-312	YBL001C
1109	OG0001109	-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.41&CDS=1-1494	YBR006W
1110	OG0001110	-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.31&CDS=1-1245	YOL058W
1111	OG0001111	-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.44&CDS=1-2253	YGR264C
1112	OG0001112	-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.45&CDS=1-540	YDL212W
1113	OG0001113	-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.32&CDS=1-2388	YBR198C
1114	OG0001114	-processed-gene-0.77-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.77&CDS=1-1170	YPL076W
1115	OG0001115	-processed-gene-0.78-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.78&CDS=1-399	YGL087C
1116	OG0001116	-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.33&CDS=1-1365	YNR001C
1117	OG0001117	-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.49&CDS=1-903	YOR197W
1118	OG0001118	-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.34&CDS=1-1641	YBR196C
1119	OG0001119	-processed-gene-0.64-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-0.64&CDS=1-1623	YEL058W
1120	OG0001120	-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.96&CDS=1-819	YKL154W
1121	OG0001121	-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.98&CDS=1-594	YBR193C
1122	OG0001122	-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.100&CDS=1-609	YLR009W
1123	OG0001123	-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.115&CDS=1-2706	YLR014C
1124	OG0001124	-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.102&CDS=1-1710	YDR294C
1125	OG0001125	-processed-gene-1.14-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.14&CDS=1-4110	YGR150C
1126	OG0001126	-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.104&CDS=1-1767	YDR311W
1127	OG0001127	-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.118&CDS=1-1176	YCR035C
1128	OG0001128	-snap-gene-1.54-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-snap-gene-1.54&CDS=1-3756	YJL197W
1129	OG0001129	-processed-gene-1.74-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.74&CDS=1-5328	YCR032W
1130	OG0001130	-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.120&CDS=1-1551	YGR123C
1131	OG0001131	-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.121&CDS=1-1416	YPL259C
1132	OG0001132	-processed-gene-1.41-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.41&CDS=1-216	YML129C
1133	OG0001133	-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.111&CDS=1-858	YNL289W
1134	OG0001134	-processed-gene-1.43-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.43&CDS=1-1098	YBR026C
1135	OG0001135	-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-1.125&CDS=1-5607	YAL021C
1136	OG0001136	-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.59&CDS=1-969	YIL110W
1137	OG0001137	-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.57&CDS=1-369	YCR028C-A
1138	OG0001138	-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.62&CDS=1-1029	YKL178C
1139	OG0001139	-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.58&CDS=1-1260	YPL083C
1140	OG0001140	-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.80&CDS=1-774	YOR362C
1141	OG0001141	-processed-gene-2.64-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.64&CDS=1-2667	YAL048C
1142	OG0001142	-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.65&CDS=1-1221	YHR025W
1143	OG0001143	-snap-gene-2.3-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-snap-gene-2.3&CDS=1-579	YHR026W
1144	OG0001144	-processed-gene-2.83-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.83&CDS=1-2832	YHR027C
1145	OG0001145	-processed-gene-2.137-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.137&CDS=1-1347	YPL254W
1146	OG0001146	-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.66&CDS=1-1518	YHR030C
1147	OG0001147	-processed-gene-2.139-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.139&CDS=1-1050	YMR315W
1148	OG0001148	-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.67&CDS=1-813	YIL093C
1149	OG0001149	-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.86&CDS=1-492	YGR076C
1150	OG0001150	-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.68&CDS=1-1290	YOL140W
1151	OG0001151	-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.87&CDS=1-3285	YNL321W
1152	OG0001152	-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.88&CDS=1-939	YDL015C
1153	OG0001153	-processed-gene-2.70-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.70&CDS=1-351	YGR074W
1154	OG0001154	-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.71&CDS=1-654	YOL139C
1155	OG0001155	-processed-gene-2.22-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.22&CDS=1-1629	YLR286C
1156	OG0001156	-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.73&CDS=1-2100	YPR175W
1157	OG0001157	-processed-gene-2.91-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.91&CDS=1-960	YPR176C
1158	OG0001158	-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.76&CDS=1-2490	YBR202W
1159	OG0001159	-processed-gene-2.94-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.94&CDS=1-1905	YNL045W
1160	OG0001160	-augustus-gene-2.99-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-2.99&CDS=1-1605	YNL044W
1161	OG0001161	-processed-gene-2.149-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-2.149&CDS=1-708	YLR285W
1162	OG0001162	-augustus-gene-2.102-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-2.102&CDS=1-2943	YNR043W
1163	OG0001163	-processed-gene-3.2-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.2&CDS=1-1593	YPR162C
1164	OG0001164	-processed-gene-3.58-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.58&CDS=1-1386	YPL091W
1165	OG0001165	-processed-gene-3.57-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.57&CDS=1-642	YDR167W
1166	OG0001166	-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.59&CDS=1-1935	YLR149C
1167	OG0001167	-augustus-gene-3.49-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-3.49&CDS=1-1287	YDL084W
1168	OG0001168	-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.61&CDS=1-1197	YJL026W
1169	OG0001169	-processed-gene-3.9-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.9&CDS=1-4458	YOR241W
1170	OG0001170	-processed-gene-3.64-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.64&CDS=1-1332	YNR012W
1171	OG0001171	-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.74&CDS=1-2475	YNR013C
1172	OG0001172	-processed-gene-3.65-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.65&CDS=1-1947	YPR155C
1173	OG0001173	-processed-gene-3.15-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.15&CDS=1-672	YIL049W
1174	OG0001174	-processed-gene-3.76-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.76&CDS=1-1314	YER061C
1175	OG0001175	-processed-gene-3.66-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.66&CDS=1-2634	YDL148C
1176	OG0001176	-processed-gene-3.77-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.77&CDS=1-2580	YDL149W
1177	OG0001177	-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.67&CDS=1-1176	YLR418C
1178	OG0001178	-processed-gene-3.35-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.35&CDS=1-1728	YDR481C
1179	OG0001179	-processed-gene-3.36-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.36&CDS=1-720	YPL162C
1180	OG0001180	-processed-gene-3.80-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.80&CDS=1-2754	YNL287W
1181	OG0001181	-snap-gene-3.135-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-snap-gene-3.135&CDS=1-3228	YNL288W
1182	OG0001182	-processed-gene-3.22-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.22&CDS=1-3930	YMR012W
1183	OG0001183	-processed-gene-3.84-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.84&CDS=1-4419	YDR108W
1184	OG0001184	-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.85&CDS=1-3327	YLR084C
1185	OG0001185	-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.88&CDS=1-2058	YLR002C
1186	OG0001186	-processed-gene-3.72-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-3.72&CDS=1-1134	YGR193C
1187	OG0001187	-processed-gene-4.47-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.47&CDS=1-969	YMR262W
1188	OG0001188	-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.90&CDS=1-660	YMR202W
1189	OG0001189	-processed-gene-4.93-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.93&CDS=1-666	YOR125C
1190	OG0001190	-processed-gene-4.73-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.73&CDS=1-585	YDR373W
1191	OG0001191	-processed-gene-4.29-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.29&CDS=1-1629	YKL175W
1192	OG0001192	-processed-gene-4.94-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.94&CDS=1-4074	YKL209C
1193	OG0001193	-processed-gene-4.111-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.111&CDS=1-3027	YKL210W
1194	OG0001194	-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.95&CDS=1-1302	YLR163C
1195	OG0001195	-processed-gene-4.96-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.96&CDS=1-939	YMR079W
1196	OG0001196	-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.97&CDS=1-1629	YML069W
1197	OG0001197	-processed-gene-4.60-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.60&CDS=1-2562	YDR089W
1198	OG0001198	-processed-gene-4.113-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.113&CDS=1-1377	YLR085C
1199	OG0001199	-processed-gene-4.114-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.114&CDS=1-2277	YLR277C
1200	OG0001200	-processed-gene-4.100-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.100&CDS=1-261	YLR438C-A
1201	OG0001201	-processed-gene-4.33-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.33&CDS=1-4581	YML059C
1202	OG0001202	-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.101&CDS=1-6177	YKL182W
1203	OG0001203	-processed-gene-4.64-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.64&CDS=1-2244	YDL164C
1204	OG0001204	-processed-gene-4.116-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.116&CDS=1-2091	YHR084W
1205	OG0001205	-processed-gene-4.117-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.117&CDS=1-2088	YJL010C
1206	OG0001206	-processed-gene-4.22-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.22&CDS=1-1422	YLR005W
1207	OG0001207	-processed-gene-4.118-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.118&CDS=1-2454	YOR211C
1208	OG0001208	-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.106&CDS=1-726	YHR038W
1209	OG0001209	-processed-gene-4.120-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.120&CDS=1-1827	YHR039C
1210	OG0001210	-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.122&CDS=1-564	YKR035W-A
1211	OG0001211	-augustus-gene-4.1-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-augustus-gene-4.1&CDS=1-3432	YBL007C
1212	OG0001212	-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-4.108&CDS=1-2025	YGL178W
1213	OG0001213	-processed-gene-5.0-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.0&CDS=1-1539	YBR286W
1214	OG0001214	-processed-gene-5.94-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.94&CDS=1-801	YBL036C
1215	OG0001215	-processed-gene-5.22-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.22&CDS=1-888	YKR060W
1216	OG0001216	-processed-gene-5.23-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.23&CDS=1-1002	YGR192C
1217	OG0001217	-processed-gene-5.122-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.122&CDS=1-2490	YMR280C
1218	OG0001218	-processed-gene-5.4-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.4&CDS=1-969	YBR065C
1219	OG0001219	-processed-gene-5.25-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.25&CDS=1-687	YBR070C
1220	OG0001220	-processed-gene-5.26-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.26&CDS=1-1566	YDR470C
1221	OG0001221	-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.27&CDS=1-2280	YAL023C
1222	OG0001222	-processed-gene-5.100-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.100&CDS=1-1425	YNL142W
1223	OG0001223	-processed-gene-5.102-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.102&CDS=1-1743	YJL057C
1224	OG0001224	-processed-gene-5.104-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.104&CDS=1-1602	YCL004W
1225	OG0001225	-processed-gene-5.128-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.128&CDS=1-1965	YBR041W
1226	OG0001226	-processed-gene-5.55-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.55&CDS=1-6258	YFR019W
1227	OG0001227	-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.31&CDS=1-1494	YOL019W
1228	OG0001228	-processed-gene-5.56-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.56&CDS=1-912	YGL224C
1229	OG0001229	-processed-gene-5.33-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.33&CDS=1-1575	YNL308C
1230	OG0001230	-snap-gene-5.89-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-snap-gene-5.89&CDS=1-2439	YDL007W
1231	OG0001231	-processed-gene-5.57-mRNA-1_1&gene=genemark-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.57&CDS=1-1002	YJL006C
1232	OG0001232	-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.36&CDS=1-1044	YJL031C
1233	OG0001233	-processed-gene-5.14-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.14&CDS=1-639	YJL030W
1234	OG0001234	-snap-gene-5.90-mRNA-1_1&gene=maker-gi|1002316173|dbj|BCGC01000005.1|-snap-gene-5.90&CDS=1-1749	YEL023C
1235	OG0001235	-processed-gene-5.15-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.15&CDS=1-3312	YHL016C
1236	OG0001236	-processed-gene-5.17-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.17&CDS=1-456	YOR298C-A
1237	OG0001237	-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.19&CDS=1-696	YDL051W
1238	OG0001238	-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.20&CDS=1-1635	YBL035C
1239	OG0001239	-processed-gene-5.40-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-5.40&CDS=1-2007	YBR086C
1240	OG0001240	-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.52&CDS=1-4332	YDL112W
1241	OG0001241	-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.74&CDS=1-891	YDL111C
1242	OG0001242	-processed-gene-6.128-mRNA-1_1&gene=snap_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.128&CDS=1-2400	YDL233W
1243	OG0001243	-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.78&CDS=1-1737	YGR103W
1244	OG0001244	-processed-gene-6.55-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.55&CDS=1-468	YGR102C
1245	OG0001245	-processed-gene-6.79-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.79&CDS=1-2580	YPR112C
1246	OG0001246	-processed-gene-6.80-mRNA-1_1&gene=augustus_masked-gi|1002316173|dbj|BCGC01000005.1|-processed-gene-6.80&CDS=1-1194	YMR235C
