	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035679_Candida_rhagii
1397	OG0001397	YFR021W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.148-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.148&CDS=1-1863
1398	OG0001398	YFR024C-A	maker-NODE_10_length_552946_cov_42.1042_ID_2312-augustus-gene-4.87-mRNA-1_1&gene=maker-NODE_10_length_552946_cov_42.1042_ID_2312-augustus-gene-4.87&CDS=1-1272
1399	OG0001399	YFR025C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.128&CDS=1-969
1400	OG0001400	YFR027W	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.78&CDS=1-819
1401	OG0001401	YFR028C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.196-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-7.196&CDS=1-1794
1402	OG0001402	YFR029W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.14-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.14&CDS=1-2244
1403	OG0001403	YFR030W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.182-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.182&CDS=1-3366
1404	OG0001404	YFR031C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.222-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.222&CDS=1-3510
1405	OG0001405	YFR032C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.205-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.205&CDS=1-771
1406	OG0001406	YFR032C-A	snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.61-mRNA-1_1&gene=snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-4.61&CDS=1-189
1407	OG0001407	YFR033C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.7&CDS=1-426
1408	OG0001408	YFR034C	snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-0.99&CDS=1-1608
1409	OG0001409	YFR041C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.24&CDS=1-948
1410	OG0001410	YFR042W	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.3&CDS=1-657
1411	OG0001411	YFR043C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-4.8&CDS=1-795
1412	OG0001412	YFR044C	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-0.21&CDS=1-1446
1413	OG0001413	YFR047C	augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_382939_cov_48.858_ID_2359-processed-gene-2.44&CDS=1-900
1414	OG0001414	YFR048W	maker-NODE_18_length_309925_cov_41.2959_ID_2671-augustus-gene-2.53-mRNA-1_1&gene=maker-NODE_18_length_309925_cov_41.2959_ID_2671-augustus-gene-2.53&CDS=1-2895
1415	OG0001415	YFR050C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.40&CDS=1-1167
1416	OG0001416	YFR051C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.21&CDS=1-1674
1417	OG0001417	YFR052W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-2.100&CDS=1-837
1418	OG0001418	YGL001C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.124&CDS=1-1044
1419	OG0001419	YGL004C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.89&CDS=1-1260
1420	OG0001420	YGL006W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.88&CDS=1-3555
1421	OG0001421	YGL008C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.81&CDS=1-2688
1422	OG0001422	YGL009C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.109&CDS=1-2313
1423	OG0001423	YGL010W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.55&CDS=1-591
1424	OG0001424	YGL011C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.221-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.221&CDS=1-741
1425	OG0001425	YGL012W	maker-NODE_12_length_464382_cov_45.288_ID_2588-snap-gene-3.164-mRNA-1_1&gene=maker-NODE_12_length_464382_cov_45.288_ID_2588-snap-gene-3.164&CDS=1-3693
1426	OG0001426	YGL016W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.107&CDS=1-3108
1427	OG0001427	YGL017W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.32-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.32&CDS=1-1434
1428	OG0001428	YGL018C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.114&CDS=1-645
1429	OG0001429	YGL019W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.137-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.137&CDS=1-813
1430	OG0001430	YGL020C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-7.115&CDS=1-633
1431	OG0001431	YGL022W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.56-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.56&CDS=1-2226
1432	OG0001432	YGL023C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.57&CDS=1-2199
1433	OG0001433	YGL026C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.141-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.141&CDS=1-2097
1434	OG0001434	YGL027C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.142-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.142&CDS=1-2484
1435	OG0001435	YGL028C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-0.19&CDS=1-1500
1436	OG0001436	YGL030W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-3.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-3.107&CDS=1-330
1437	OG0001437	YGL037C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.109-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.109&CDS=1-690
1438	OG0001438	YGL038C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.108&CDS=1-1125
1439	OG0001439	YGL040C	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.194-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-3.194&CDS=1-1020
1440	OG0001440	YGL043W	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.35&CDS=1-876
1441	OG0001441	YGL045W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-3.37&CDS=1-2574
1442	OG0001442	YGL047W	maker-NODE_9_length_641341_cov_43.475_ID_1522-augustus-gene-4.2-mRNA-1_1&gene=maker-NODE_9_length_641341_cov_43.475_ID_1522-augustus-gene-4.2&CDS=1-1062
1443	OG0001443	YGL048C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.130-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-4.130&CDS=1-1203
1444	OG0001444	YGL050W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.15&CDS=1-822
1445	OG0001445	YGL055W	snap_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.37&CDS=1-1509
1446	OG0001446	YGL058W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.116&CDS=1-489
1447	OG0001447	YGL059W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.117-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.117&CDS=1-1461
1448	OG0001448	YGL064C	snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.40&CDS=1-1758
1449	OG0001449	YGL065C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-2.11-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-2.11&CDS=1-1383
1450	OG0001450	YGL066W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-2.26&CDS=1-1476
1451	OG0001451	YGL067W	augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.77&CDS=1-1302
1452	OG0001452	YGL068W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.157-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.157&CDS=1-513
1453	OG0001453	YGL070C	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-2.131&CDS=1-336
1454	OG0001454	YGL073W	snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.55-mRNA-1_1&gene=snap_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.55&CDS=1-1995
1455	OG0001455	YGL078C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.35&CDS=1-1623
1456	OG0001456	YGL079W	augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.42&CDS=1-678
1457	OG0001457	YGL080W	snap_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.142-mRNA-1_1&gene=snap_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.142&CDS=1-345
1458	OG0001458	YGL084C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.167-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.167&CDS=1-2037
1459	OG0001459	YGL085W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.138-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.138&CDS=1-705
1460	OG0001460	YGL086W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.166&CDS=1-1983
1461	OG0001461	YGL087C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.142-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-3.142&CDS=1-411
1462	OG0001462	YGL091C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-2.32&CDS=1-1014
1463	OG0001463	YGL093W	snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-3.30-mRNA-1_1&gene=snap_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-3.30&CDS=1-3156
1464	OG0001464	YGL094C	augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1078932_cov_44.3637_ID_1562-processed-gene-2.18&CDS=1-3546
1465	OG0001465	YGL095C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-8.52&CDS=1-1869
1466	OG0001466	YGL099W	augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.29-mRNA-1_1&gene=augustus_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-5.29&CDS=1-1926
1467	OG0001467	YGL100W	augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.11-mRNA-1_1&gene=augustus_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.11&CDS=1-1038
1468	OG0001468	YGL103W	augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_12_length_464382_cov_45.288_ID_2588-processed-gene-0.119&CDS=1-447
1469	OG0001469	YGL106W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.23&CDS=1-429
1470	OG0001470	YGL110C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-7.1&CDS=1-1881
1471	OG0001471	YGL111W	snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.116-mRNA-1_1&gene=snap_masked-NODE_10_length_552946_cov_42.1042_ID_2312-processed-gene-3.116&CDS=1-1296
1472	OG0001472	YGL112C	snap_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.71-mRNA-1_1&gene=snap_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.71&CDS=1-1464
1473	OG0001473	YGL113W	augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_21_length_212649_cov_42.6514_ID_2803-processed-gene-0.8&CDS=1-2655
1474	OG0001474	YGL114W	snap_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.76&CDS=1-2055
1475	OG0001475	YGL115W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-0.123&CDS=1-1017
1476	OG0001476	YGL119W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.96-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.96&CDS=1-1821
1477	OG0001477	YGL122C	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.98&CDS=1-1431
1478	OG0001478	YGL123W	augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_4_length_891347_cov_44.5073_ID_5516-processed-gene-1.111&CDS=1-765
1479	OG0001479	YGL125W	augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.47&CDS=1-1842
1480	OG0001480	YGL129C	augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-0.90&CDS=1-1425
1481	OG0001481	YGL130W	snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.88-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.88&CDS=1-1344
1482	OG0001482	YGL131C	snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.87-mRNA-1_1&gene=snap_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-2.87&CDS=1-4692
1483	OG0001483	YGL136C	augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_814963_cov_41.2419_ID_2115-processed-gene-3.128&CDS=1-741
1484	OG0001484	YGL137W	augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-NODE_19_length_291679_cov_42.1658_ID_2517-processed-gene-1.258&CDS=1-2733
1485	OG0001485	YGL138C	snap_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.163-mRNA-1_1&gene=snap_masked-NODE_22_length_145592_cov_54.5664_ID_2927-processed-gene-0.163&CDS=1-1023
1486	OG0001486	YGL141W	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-3.125&CDS=1-3042
1487	OG0001487	YGL142C	snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.96-mRNA-1_1&gene=snap_masked-NODE_8_length_685568_cov_43.9742_ID_2243-processed-gene-4.96&CDS=1-1824
1488	OG0001488	YGL143C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-6.125&CDS=1-1131
1489	OG0001489	YGL148W	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.0-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-2.0&CDS=1-1131
1490	OG0001490	YGL150C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.244-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.244&CDS=1-4077
1491	OG0001491	YGL151W	snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.153-mRNA-1_1&gene=snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.153&CDS=1-2985
1492	OG0001492	YGL153W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.239-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.239&CDS=1-1164
1493	OG0001493	YGL154C	snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.158-mRNA-1_1&gene=snap_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.158&CDS=1-804
1494	OG0001494	YGL155W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.241-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-5.241&CDS=1-1188
1495	OG0001495	YGL156W	genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.94-mRNA-1_1&gene=genemark-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-5.94&CDS=1-3498
1496	OG0001496	YGL160W	augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.3-mRNA-1_1&gene=augustus_masked-NODE_17_length_319834_cov_46.5835_ID_2197-processed-gene-1.3&CDS=1-1572
1497	OG0001497	YGL161C	snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-1.49&CDS=1-900
1498	OG0001498	YGL163C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.97-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.97&CDS=1-2502
1499	OG0001499	YGL164C	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.95-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.95&CDS=1-1263
1500	OG0001500	YGL166W	augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NODE_7_length_686333_cov_41.9281_ID_1972-processed-gene-4.98&CDS=1-1743
1501	OG0001501	YGL167C	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.33&CDS=1-3528
1502	OG0001502	YGL169W	augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.34-mRNA-1_1&gene=augustus_masked-NODE_3_length_984103_cov_43.6458_ID_5856-processed-gene-4.34&CDS=1-4290
1503	OG0001503	YGL171W	augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_15_length_335479_cov_41.8187_ID_2549-processed-gene-2.7&CDS=1-1632
1504	OG0001504	YGL172W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.90-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.90&CDS=1-1104
1505	OG0001505	YGL173C	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-5.122&CDS=1-4332
1506	OG0001506	YGL174W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.89-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.89&CDS=1-756
1507	OG0001507	YGL175C	snap_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.3-mRNA-1_1&gene=snap_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.3&CDS=1-1161
1508	OG0001508	YGL178W	augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-NODE_2_length_989975_cov_44.1003_ID_1739-processed-gene-6.87&CDS=1-1806
1509	OG0001509	YGL180W	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-4.162&CDS=1-2646
1510	OG0001510	YGL181W	augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_16_length_334566_cov_48_ID_2018-processed-gene-1.22&CDS=1-1344
1511	OG0001511	YGL184C	augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_9_length_641341_cov_43.475_ID_1522-processed-gene-1.125&CDS=1-1209
1512	OG0001512	YGL187C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.28&CDS=1-477
1513	OG0001513	YGL190C	augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_11_length_521998_cov_45.7003_ID_1886-processed-gene-1.53&CDS=1-1527
