	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035244_Candida_incommunis
1176	OG0001176	YER022W	augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.55-mRNA-1_1&gene=augustus_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.55&CDS=1-1473
1177	OG0001177	YER023W	snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.270-mRNA-1_1&gene=snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.270&CDS=1-840
1178	OG0001178	YER025W	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.166-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.166&CDS=1-1635
1179	OG0001179	YER026C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.5-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-7.5&CDS=1-738
1180	OG0001180	YER036C	snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_12_length_331695_cov_12.2395_ID_3419-processed-gene-1.83&CDS=1-1776
1181	OG0001181	YER041W	augustus_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.79&CDS=1-1971
1182	OG0001182	YER042W	snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.130-mRNA-1_1&gene=snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.130&CDS=1-639
1183	OG0001183	YER043C	snap_masked-NODE_33_length_60619_cov_12.4314_ID_4008-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_33_length_60619_cov_12.4314_ID_4008-processed-gene-0.22&CDS=1-1341
1184	OG0001184	YER044C	maker-NODE_6_length_501818_cov_23.4458_ID_4631-snap-gene-0.72-mRNA-1_1&gene=maker-NODE_6_length_501818_cov_23.4458_ID_4631-snap-gene-0.72&CDS=1-405
1185	OG0001185	YER046W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.13&CDS=1-1170
1186	OG0001186	YER047C	snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.42&CDS=1-2568
1187	OG0001187	YER048W-A	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.77-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.77&CDS=1-240
1188	OG0001188	YER049W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-0.47&CDS=1-1740
1189	OG0001189	YER050C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.79&CDS=1-528
1190	OG0001190	YER051W	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.98-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.98&CDS=1-1818
1191	OG0001191	YER052C	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.159-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-4.159&CDS=1-1461
1192	OG0001192	YER053C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-10.49&CDS=1-1038
1193	OG0001193	YER055C	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.29-mRNA-1_1&gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.29&CDS=1-891
1194	OG0001194	YER058W	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-0.7&CDS=1-258
1195	OG0001195	YER061C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.0-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-1.0&CDS=1-1239
1196	OG0001196	YER065C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.11-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-1.11&CDS=1-1644
1197	OG0001197	YER068W	snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.236-mRNA-1_1&gene=snap_masked-NODE_18_length_174238_cov_11.7413_ID_3486-processed-gene-0.236&CDS=1-4143
1198	OG0001198	YER069W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-0.14&CDS=1-2616
1199	OG0001199	YER072W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-1.51&CDS=1-366
1200	OG0001200	YER074W-A	augustus_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.45&CDS=1-228
1201	OG0001201	YER077C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.34-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.34&CDS=1-1683
1202	OG0001202	YER078C	augustus_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.19&CDS=1-1392
1203	OG0001203	YER080W	snap_masked-NODE_35_length_44778_cov_12.6357_ID_4261-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_35_length_44778_cov_12.6357_ID_4261-processed-gene-0.31&CDS=1-1692
1204	OG0001204	YER082C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.131-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-9.131&CDS=1-1467
1205	OG0001205	YER086W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.156-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.156&CDS=1-1608
1206	OG0001206	YER087W	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-0.72&CDS=1-1575
1207	OG0001207	YER090W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.49-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-4.49&CDS=1-1515
1208	OG0001208	YER091C	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.2-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-1.2&CDS=1-2292
1209	OG0001209	YER093C	snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.41&CDS=1-3804
1210	OG0001210	YER093C-A	genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.74&CDS=1-390
1211	OG0001211	YER094C	genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.73-mRNA-1_1&gene=genemark-NODE_14_length_284106_cov_11.7931_ID_3189-processed-gene-0.73&CDS=1-573
1212	OG0001212	YER095W	snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_11_length_335467_cov_11.6945_ID_3222-processed-gene-1.47&CDS=1-990
1213	OG0001213	YER100W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.7-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-6.7&CDS=1-726
1214	OG0001214	YER107C	maker-NODE_3_length_1052257_cov_11.8842_ID_2282-augustus-gene-7.50-mRNA-1_1&gene=maker-NODE_3_length_1052257_cov_11.8842_ID_2282-augustus-gene-7.50&CDS=1-1992
1215	OG0001215	YER109C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-2.79&CDS=1-3066
1216	OG0001216	YER110C	snap_masked-NODE_31_length_68286_cov_12.1612_ID_3860-processed-gene-0.41-mRNA-1_1&gene=snap_masked-NODE_31_length_68286_cov_12.1612_ID_3860-processed-gene-0.41&CDS=1-3297
1217	OG0001217	YER112W	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.162-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.162&CDS=1-441
1218	OG0001218	YER116C	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.85&CDS=1-540
1219	OG0001219	YER118C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.65-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-15.65&CDS=1-951
1220	OG0001220	YER119C	snap_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_39_length_31310_cov_13.5456_ID_4517-processed-gene-0.46&CDS=1-1257
1221	OG0001221	YER122C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-7.3-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-7.3&CDS=1-1401
1222	OG0001222	YER124C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.82-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.82&CDS=1-1428
1223	OG0001223	YER126C	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.48&CDS=1-780
1224	OG0001224	YER127W	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-1.64&CDS=1-930
1225	OG0001225	YER130C	snap_masked-NODE_26_length_84423_cov_12.5114_ID_3758-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_26_length_84423_cov_12.5114_ID_3758-processed-gene-0.96&CDS=1-1134
1226	OG0001226	YER133W	snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.221-mRNA-1_1&gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.221&CDS=1-990
1227	OG0001227	YER136W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-3.22&CDS=1-1332
1228	OG0001228	YER140W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.98&CDS=1-1797
1229	OG0001229	YER141W	genemark-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.38-mRNA-1_1&gene=genemark-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-1.38&CDS=1-1524
1230	OG0001230	YER142C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.134&CDS=1-1164
1231	OG0001231	YER143W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.107-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-3.107&CDS=1-1347
1232	OG0001232	YER145C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.161-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-2.161&CDS=1-1137
1233	OG0001233	YER146W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.45&CDS=1-306
1234	OG0001234	YER148W	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-8.93-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-8.93&CDS=1-714
1235	OG0001235	YER151C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.130-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.130&CDS=1-978
1236	OG0001236	YER152C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.53-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-5.53&CDS=1-1287
1237	OG0001237	YER154W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.58-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.58&CDS=1-1299
1238	OG0001238	YER155C	snap_masked-NODE_17_length_210857_cov_11.6476_ID_3045-processed-gene-0.50-mRNA-1_1&gene=snap_masked-NODE_17_length_210857_cov_11.6476_ID_3045-processed-gene-0.50&CDS=1-5700
1239	OG0001239	YER156C	snap_masked-NODE_17_length_210857_cov_11.6476_ID_3045-processed-gene-0.73-mRNA-1_1&gene=snap_masked-NODE_17_length_210857_cov_11.6476_ID_3045-processed-gene-0.73&CDS=1-1011
1240	OG0001240	YER157W	augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.125-mRNA-1_1&gene=augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-3.125&CDS=1-2256
1241	OG0001241	YER159C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-8.124-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-8.124&CDS=1-312
1242	OG0001242	YER162C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-4.60-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-4.60&CDS=1-2427
1243	OG0001243	YER163C	snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.108-mRNA-1_1&gene=snap_masked-NODE_16_length_211915_cov_14.9572_ID_3031-processed-gene-0.108&CDS=1-669
1244	OG0001244	YER164W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.16-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.16&CDS=1-4338
1245	OG0001245	YER165W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.17-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-12.17&CDS=1-1971
1246	OG0001246	YER168C	snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_29_length_73783_cov_12.348_ID_4430-processed-gene-0.43&CDS=1-1455
1247	OG0001247	YER169W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.166-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-4.166&CDS=1-2784
1248	OG0001248	YER170W	augustus_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.134&CDS=1-681
1249	OG0001249	YER171W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-2.69&CDS=1-2262
1250	OG0001250	YER172C	snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.216-mRNA-1_1&gene=snap_masked-NODE_19_length_173373_cov_20.2566_ID_3699-processed-gene-0.216&CDS=1-6201
1251	OG0001251	YER173W	augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.29-mRNA-1_1&gene=augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.29&CDS=1-1686
1252	OG0001252	YER175C	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.139-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.139&CDS=1-861
1253	OG0001253	YER177W	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.93&CDS=1-798
1254	OG0001254	YER178W	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-1.93-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-1.93&CDS=1-1143
1255	OG0001255	YER180C-A	snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_6_length_501818_cov_23.4458_ID_4631-processed-gene-2.85&CDS=1-366
1256	OG0001256	YER183C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.106-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.106&CDS=1-615
1257	OG0001257	YFL001W	genemark-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.122-mRNA-1_1&gene=genemark-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.122&CDS=1-1272
1258	OG0001258	YFL002C	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.43&CDS=1-1749
1259	OG0001259	YFL007W	snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.182-mRNA-1_1&gene=snap_masked-NODE_21_length_150314_cov_12.5994_ID_3325-processed-gene-0.182&CDS=1-5955
1260	OG0001260	YFL008W	snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.86-mRNA-1_1&gene=snap_masked-NODE_7_length_413013_cov_12.0337_ID_2331-processed-gene-3.86&CDS=1-3843
1261	OG0001261	YFL010C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-4.123&CDS=1-642
1262	OG0001262	YFL013C	augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.22&CDS=1-1548
1263	OG0001263	YFL014W	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-0.28&CDS=1-300
1264	OG0001264	YFL016C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.128-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-9.128&CDS=1-1392
1265	OG0001265	YFL017C	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-1.64-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-1.64&CDS=1-534
1266	OG0001266	YFL017W-A	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.114-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-2.114&CDS=1-231
1267	OG0001267	YFL018C	snap_masked-NODE_37_length_43167_cov_10.6707_ID_4357-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_37_length_43167_cov_10.6707_ID_4357-processed-gene-0.17&CDS=1-1470
1268	OG0001268	YFL022C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-6.81&CDS=1-1473
1269	OG0001269	YFL024C	snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_22_length_132583_cov_12.2165_ID_3666-processed-gene-0.146&CDS=1-2571
1270	OG0001270	YFL026W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.69-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-13.69&CDS=1-1203
1271	OG0001271	YFL027C	augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-9.6&CDS=1-1653
1272	OG0001272	YFL028C	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.78-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-10.78&CDS=1-822
1273	OG0001273	YFL030W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-12.83-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-12.83&CDS=1-1146
1274	OG0001274	YFL033C	snap_masked-NODE_24_length_104618_cov_11.3685_ID_3472-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_24_length_104618_cov_11.3685_ID_3472-processed-gene-0.37&CDS=1-4653
1275	OG0001275	YFL034C-B	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.112-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.112&CDS=1-837
1276	OG0001276	YFL034W	snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.22-mRNA-1_1&gene=snap_masked-NODE_15_length_238860_cov_11.4833_ID_2770-processed-gene-1.22&CDS=1-3639
1277	OG0001277	YFL036W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.114-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-6.114&CDS=1-3792
1278	OG0001278	YFL044C	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.132-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-17.132&CDS=1-942
1279	OG0001279	YFL045C	genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.123-mRNA-1_1&gene=genemark-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-11.123&CDS=1-774
1280	OG0001280	YFL046W	genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.133-mRNA-1_1&gene=genemark-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-5.133&CDS=1-642
1281	OG0001281	YFL047W	snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_5_length_530706_cov_14.5995_ID_2386-processed-gene-1.72&CDS=1-2262
1282	OG0001282	YFL053W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-1.41&CDS=1-1758
1283	OG0001283	YFR001W	snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1412833_cov_13.0169_ID_4150-processed-gene-9.73&CDS=1-660
1284	OG0001284	YFR002W	snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_13_length_312288_cov_11.694_ID_2990-processed-gene-2.71&CDS=1-2847
1285	OG0001285	YFR005C	augustus_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.57&CDS=1-1461
1286	OG0001286	YFR006W	snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_9_length_356444_cov_16.9862_ID_3087-processed-gene-2.113&CDS=1-1350
1287	OG0001287	YFR007W	snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.64-mRNA-1_1&gene=snap_masked-NODE_1_length_1840166_cov_12.6323_ID_4854-processed-gene-14.64&CDS=1-678
1288	OG0001288	YFR009W	snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NODE_3_length_1052257_cov_11.8842_ID_2282-processed-gene-7.134&CDS=1-2232
1289	OG0001289	YFR010W	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.115-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.115&CDS=1-1449
1290	OG0001290	YFR011C	snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.82-mRNA-1_1&gene=snap_masked-NODE_10_length_351285_cov_13.1473_ID_2714-processed-gene-2.82&CDS=1-444
1291	OG0001291	YFR015C	snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.81-mRNA-1_1&gene=snap_masked-NODE_8_length_374505_cov_11.8115_ID_2888-processed-gene-0.81&CDS=1-2040
1292	OG0001292	YFR016C	snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-7.15-mRNA-1_1&gene=snap_masked-NODE_4_length_1052114_cov_13.5722_ID_2567-processed-gene-7.15&CDS=1-4839
1293	OG0001293	YFR019W	snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.131-mRNA-1_1&gene=snap_masked-NODE_20_length_172580_cov_11.5373_ID_3363-processed-gene-0.131&CDS=1-6045
