	OrthologID	Saccharomyces_cerevisiae	yHMPu5000041818_Magnusiomyces_tetrasperma
1592	OG0001592	YDR316W	genemark-flattened_line_98-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.80&CDS=1-1140
1593	OG0001593	YDR320C	genemark-flattened_line_292-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_292-processed-gene-0.9&CDS=1-2778
1594	OG0001594	YDR320C-A	genemark-flattened_line_420-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_420-processed-gene-0.23&CDS=1-216
1595	OG0001595	YDR322C-A	genemark-flattened_line_472-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_472-processed-gene-0.29&CDS=1-264
1596	OG0001596	YDR322W	genemark-flattened_line_472-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_472-processed-gene-0.23&CDS=1-1119
1597	OG0001597	YDR323C	genemark-flattened_line_30-processed-gene-1.69-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.69&CDS=1-2217
1598	OG0001598	YDR324C	genemark-flattened_line_50-processed-gene-1.0-mRNA-1_1&gene=genemark-flattened_line_50-processed-gene-1.0&CDS=1-2553
1599	OG0001599	YDR325W	genemark-flattened_line_90-processed-gene-0.24-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.24&CDS=1-3360
1600	OG0001600	YDR330W	genemark-flattened_line_162-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.5&CDS=1-1632
1601	OG0001601	YDR331W	genemark-flattened_line_52-processed-gene-1.13-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.13&CDS=1-1230
1602	OG0001602	YDR332W	genemark-flattened_line_12-processed-gene-2.118-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.118&CDS=1-2682
1603	OG0001603	YDR334W	genemark-flattened_line_88-processed-gene-0.50-mRNA-1_1&gene=genemark-flattened_line_88-processed-gene-0.50&CDS=1-6420
1604	OG0001604	YDR337W	genemark-flattened_line_278-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_278-processed-gene-0.56&CDS=1-921
1605	OG0001605	YDR339C	genemark-flattened_line_154-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.11&CDS=1-558
1606	OG0001606	YDR341C	genemark-flattened_line_2-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.54&CDS=1-1842
1607	OG0001607	YDR347W	augustus_masked-flattened_line_90-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.47&CDS=1-1191
1608	OG0001608	YDR353W	genemark-flattened_line_232-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_232-processed-gene-0.45&CDS=1-957
1609	OG0001609	YDR354W	genemark-flattened_line_876-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_876-processed-gene-0.1&CDS=1-1137
1610	OG0001610	YDR359C	genemark-flattened_line_28-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.58&CDS=1-6861
1611	OG0001611	YDR361C	genemark-flattened_line_20-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.17&CDS=1-933
1612	OG0001612	YDR362C	augustus_masked-flattened_line_154-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_154-processed-gene-0.60&CDS=1-2430
1613	OG0001613	YDR363W	augustus_masked-flattened_line_108-processed-gene-0.81-mRNA-1_1&gene=augustus_masked-flattened_line_108-processed-gene-0.81&CDS=1-1749
1614	OG0001614	YDR363W-A	snap_masked-flattened_line_94-processed-gene-0.176-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.176&CDS=1-249
1615	OG0001615	YDR364C	genemark-flattened_line_410-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_410-processed-gene-0.20&CDS=1-1842
1616	OG0001616	YDR365C	genemark-flattened_line_68-processed-gene-0.97-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.97&CDS=1-2016
1617	OG0001617	YDR371W	genemark-flattened_line_20-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.45&CDS=1-1344
1618	OG0001618	YDR375C	genemark-flattened_line_218-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_218-processed-gene-0.12&CDS=1-1458
1619	OG0001619	YDR377W	genemark-flattened_line_535-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_535-processed-gene-0.8&CDS=1-294
1620	OG0001620	YDR378C	genemark-flattened_line_42-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.35&CDS=1-270
1621	OG0001621	YDR379C-A	genemark-flattened_line_80-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.101&CDS=1-252
1622	OG0001622	YDR381W	genemark-flattened_line_64-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.11&CDS=1-672
1623	OG0001623	YDR386W	genemark-flattened_line_220-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_220-processed-gene-0.55&CDS=1-2583
1624	OG0001624	YDR390C	genemark-flattened_line_72-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.4&CDS=1-2115
1625	OG0001625	YDR392W	genemark-flattened_line_56-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.41&CDS=1-1089
1626	OG0001626	YDR393W	genemark-flattened_line_6-processed-gene-1.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.91&CDS=1-2061
1627	OG0001627	YDR394W	genemark-flattened_line_14-processed-gene-2.39-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.39&CDS=1-1245
1628	OG0001628	YDR398W	genemark-flattened_line_14-processed-gene-2.16-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.16&CDS=1-2400
1629	OG0001629	YDR402C	genemark-flattened_line_16-processed-gene-0.88-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.88&CDS=1-1455
1630	OG0001630	YDR403W	genemark-flattened_line_66-processed-gene-0.59-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.59&CDS=1-2382
1631	OG0001631	YDR404C	genemark-flattened_line_314-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_314-processed-gene-0.26&CDS=1-513
1632	OG0001632	YDR405W	genemark-flattened_line_403-processed-gene-0.8-mRNA-1_1&gene=genemark-flattened_line_403-processed-gene-0.8&CDS=1-786
1633	OG0001633	YDR407C	maker-flattened_line_356-augustus-gene-0.48-mRNA-1_1&gene=maker-flattened_line_356-augustus-gene-0.48&CDS=1-4206
1634	OG0001634	YDR408C	genemark-flattened_line_356-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_356-processed-gene-0.23&CDS=1-654
1635	OG0001635	YDR410C	genemark-flattened_line_154-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.26&CDS=1-999
1636	OG0001636	YDR412W	snap_masked-flattened_line_486-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_486-processed-gene-0.4&CDS=1-981
1637	OG0001637	YDR414C	snap_masked-flattened_line_486-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_486-processed-gene-0.8&CDS=1-1158
1638	OG0001638	YDR415C	genemark-flattened_line_420-processed-gene-0.25-mRNA-1_1&gene=genemark-flattened_line_420-processed-gene-0.25&CDS=1-1374
1639	OG0001639	YDR416W	genemark-flattened_line_156-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_156-processed-gene-0.86&CDS=1-2403
1640	OG0001640	YDR419W	maker-flattened_line_140-snap-gene-0.114-mRNA-1_1&gene=maker-flattened_line_140-snap-gene-0.114&CDS=1-2550
1641	OG0001641	YDR424C	maker-flattened_line_6-snap-gene-2.56-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.56&CDS=1-249
1642	OG0001642	YDR427W	genemark-flattened_line_92-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.47&CDS=1-1161
1643	OG0001643	YDR429C	genemark-flattened_line_40-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.97&CDS=1-852
1644	OG0001644	YDR430C	genemark-flattened_line_8-processed-gene-1.30-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.30&CDS=1-3090
1645	OG0001645	YDR432W	snap_masked-flattened_line_132-processed-gene-0.102-mRNA-1_1&gene=snap_masked-flattened_line_132-processed-gene-0.102&CDS=1-1359
1646	OG0001646	YDR434W	genemark-flattened_line_2-processed-gene-3.127-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.127&CDS=1-1689
1647	OG0001647	YDR435C	genemark-flattened_line_118-processed-gene-0.117-mRNA-1_1&gene=genemark-flattened_line_118-processed-gene-0.117&CDS=1-1260
1648	OG0001648	YDR437W	genemark-flattened_line_72-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.22&CDS=1-633
1649	OG0001649	YDR440W	genemark-flattened_line_6-processed-gene-2.117-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.117&CDS=1-1788
1650	OG0001650	YDR449C	genemark-flattened_line_354-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_354-processed-gene-0.22&CDS=1-1566
1651	OG0001651	YDR452W	genemark-flattened_line_72-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_72-processed-gene-0.7&CDS=1-1971
1652	OG0001652	YDR454C	augustus_masked-flattened_line_120-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_120-processed-gene-0.77&CDS=1-519
1653	OG0001653	YDR457W	genemark-flattened_line_190-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.7&CDS=1-10692
1654	OG0001654	YDR459C	snap_masked-flattened_line_584-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_584-processed-gene-0.8&CDS=1-2715
1655	OG0001655	YDR460W	genemark-flattened_line_10-processed-gene-2.72-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.72&CDS=1-1020
1656	OG0001656	YDR462W	genemark-flattened_line_2-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.90&CDS=1-507
1657	OG0001657	YDR465C	genemark-flattened_line_200-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_200-processed-gene-0.33&CDS=1-1332
1658	OG0001658	YDR468C	genemark-flattened_line_146-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_146-processed-gene-0.79&CDS=1-608
1659	OG0001659	YDR469W	augustus_masked-flattened_line_206-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_206-processed-gene-0.49&CDS=1-462
1660	OG0001660	YDR470C	genemark-flattened_line_206-processed-gene-0.92-mRNA-1_1&gene=genemark-flattened_line_206-processed-gene-0.92&CDS=1-1956
1661	OG0001661	YDR472W	genemark-flattened_line_308-processed-gene-0.18-mRNA-1_1&gene=genemark-flattened_line_308-processed-gene-0.18&CDS=1-708
1662	OG0001662	YDR473C	genemark-flattened_line_438-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_438-processed-gene-0.11&CDS=1-2493
1663	OG0001663	YDR484W	genemark-flattened_line_358-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_358-processed-gene-0.32&CDS=1-1887
1664	OG0001664	YDR485C	genemark-flattened_line_2-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.45&CDS=1-3111
1665	OG0001665	YDR486C	genemark-flattened_line_202-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_202-processed-gene-0.110&CDS=1-666
1666	OG0001666	YDR489W	genemark-flattened_line_154-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_154-processed-gene-0.7&CDS=1-891
1667	OG0001667	YDR493W	genemark-flattened_line_20-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.57&CDS=1-378
1668	OG0001668	YDR495C	maker-flattened_line_28-snap-gene-0.55-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-0.55&CDS=1-4308
1669	OG0001669	YDR496C	genemark-flattened_line_28-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.61&CDS=1-1938
1670	OG0001670	YDR498C	genemark-flattened_line_20-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.56&CDS=1-1152
1671	OG0001671	YDR502C	genemark-flattened_line_314-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_314-processed-gene-0.36&CDS=1-1161
1672	OG0001672	YDR510W	snap_masked-flattened_line_40-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.3&CDS=1-279
1673	OG0001673	YDR511W	genemark-flattened_line_482-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_482-processed-gene-0.20&CDS=1-393
1674	OG0001674	YDR520C	maker-flattened_line_310-snap-gene-0.42-mRNA-1_1&gene=maker-flattened_line_310-snap-gene-0.42&CDS=1-2154
1675	OG0001675	YDR523C	genemark-flattened_line_100-processed-gene-0.17-mRNA-1_1&gene=genemark-flattened_line_100-processed-gene-0.17&CDS=1-3258
1676	OG0001676	YDR527W	genemark-flattened_line_86-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.107&CDS=1-1407
1677	OG0001677	YDR531W	genemark-flattened_line_6-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.66&CDS=1-1629
1678	OG0001678	YDR536W	snap_masked-flattened_line_4-processed-gene-2.159-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.159&CDS=1-1983
1679	OG0001679	YEL001C	snap_masked-flattened_line_358-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_358-processed-gene-0.10&CDS=1-702
1680	OG0001680	YEL004W	genemark-flattened_line_140-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.41&CDS=1-1170
1681	OG0001681	YEL011W	genemark-flattened_line_332-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_332-processed-gene-0.69&CDS=1-2049
1682	OG0001682	YEL012W	maker-flattened_line_202-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_202-snap-gene-0.47&CDS=1-507
1683	OG0001683	YEL013W	snap_masked-flattened_line_346-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_346-processed-gene-0.44&CDS=1-1809
1684	OG0001684	YEL015W	genemark-flattened_line_2-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.48&CDS=1-3225
1685	OG0001685	YEL020C	genemark-flattened_line_288-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_288-processed-gene-0.47&CDS=1-1734
1686	OG0001686	YEL020W-A	genemark-flattened_line_308-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_308-processed-gene-0.15&CDS=1-264
1687	OG0001687	YEL021W	genemark-flattened_line_490-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_490-processed-gene-0.6&CDS=1-843
1688	OG0001688	YEL023C	maker-flattened_line_180-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_180-snap-gene-0.70&CDS=1-4155
1689	OG0001689	YEL024W	genemark-flattened_line_150-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.114&CDS=1-675
1690	OG0001690	YEL026W	genemark-flattened_line_216-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.63&CDS=1-378
1691	OG0001691	YEL031W	augustus_masked-flattened_line_576-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_576-processed-gene-0.10&CDS=1-3831
1692	OG0001692	YEL032W	augustus_masked-flattened_line_630-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_630-processed-gene-0.0&CDS=1-2532
1693	OG0001693	YEL037C	genemark-flattened_line_0-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.45&CDS=1-1266
1694	OG0001694	YEL040W	genemark-flattened_line_186-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_186-processed-gene-0.57&CDS=1-1554
1695	OG0001695	YEL042W	genemark-flattened_line_58-processed-gene-1.80-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-1.80&CDS=1-1860
1696	OG0001696	YEL044W	genemark-flattened_line_212-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_212-processed-gene-0.14&CDS=1-465
1697	OG0001697	YEL050C	genemark-flattened_line_190-processed-gene-0.1-mRNA-1_1&gene=genemark-flattened_line_190-processed-gene-0.1&CDS=1-1332
1698	OG0001698	YEL051W	maker-flattened_line_156-augustus-gene-0.41-mRNA-1_1&gene=maker-flattened_line_156-augustus-gene-0.41&CDS=1-837
1699	OG0001699	YEL052W	genemark-flattened_line_10-processed-gene-2.81-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-2.81&CDS=1-1590
1700	OG0001700	YEL055C	augustus_masked-flattened_line_254-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_254-processed-gene-0.46&CDS=1-3741
1701	OG0001701	YEL056W	genemark-flattened_line_56-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.48&CDS=1-1248
1702	OG0001702	YEL062W	genemark-flattened_line_98-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_98-processed-gene-0.107&CDS=1-1770
1703	OG0001703	YEL064C	genemark-flattened_line_162-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_162-processed-gene-0.0&CDS=1-1647
1704	OG0001704	YER002W	genemark-flattened_line_360-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_360-processed-gene-0.11&CDS=1-678
1705	OG0001705	YER003C	genemark-flattened_line_310-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_310-processed-gene-0.47&CDS=1-1365
1706	OG0001706	YER006W	genemark-flattened_line_226-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_226-processed-gene-0.61&CDS=1-1587
1707	OG0001707	YER007W	snap_masked-flattened_line_48-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.82&CDS=1-1584
1708	OG0001708	YER009W	genemark-flattened_line_18-processed-gene-0.22-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-0.22&CDS=1-369
1709	OG0001709	YER010C	genemark-flattened_line_84-processed-gene-0.103-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.103&CDS=1-822
1710	OG0001710	YER012W	genemark-flattened_line_92-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.14&CDS=1-585
1711	OG0001711	YER013W	genemark-flattened_line_92-processed-gene-0.15-mRNA-1_1&gene=genemark-flattened_line_92-processed-gene-0.15&CDS=1-3702
1712	OG0001712	YER019W	genemark-flattened_line_102-processed-gene-0.33-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.33&CDS=1-1437
1713	OG0001713	YER021W	genemark-flattened_line_410-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_410-processed-gene-0.19&CDS=1-1482
1714	OG0001714	YER022W	augustus_masked-flattened_line_424-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_424-processed-gene-0.38&CDS=1-2139
1715	OG0001715	YER023W	genemark-flattened_line_160-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_160-processed-gene-0.47&CDS=1-855
1716	OG0001716	YER025W	maker-flattened_line_250-snap-gene-0.60-mRNA-1_1&gene=maker-flattened_line_250-snap-gene-0.60&CDS=1-1761
1717	OG0001717	YER029C	genemark-flattened_line_150-processed-gene-0.101-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.101&CDS=1-549
1718	OG0001718	YER030W	augustus_masked-flattened_line_220-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_220-processed-gene-0.15&CDS=1-621
1719	OG0001719	YER036C	genemark-flattened_line_26-processed-gene-0.10-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-0.10&CDS=1-1782
1720	OG0001720	YER042W	snap_masked-flattened_line_12-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-0.8&CDS=1-810
1721	OG0001721	YER043C	genemark-flattened_line_407-processed-gene-0.21-mRNA-1_1&gene=genemark-flattened_line_407-processed-gene-0.21&CDS=1-1347
1722	OG0001722	YER044C	genemark-flattened_line_136-processed-gene-0.129-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.129&CDS=1-423
1723	OG0001723	YER048W-A	genemark-flattened_line_14-processed-gene-0.74-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.74&CDS=1-360
1724	OG0001724	YER049W	genemark-flattened_line_52-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.16&CDS=1-2157
1725	OG0001725	YER050C	genemark-flattened_line_12-processed-gene-2.135-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-2.135&CDS=1-600
1726	OG0001726	YER055C	genemark-flattened_line_34-processed-gene-1.8-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.8&CDS=1-990
1727	OG0001727	YER058W	genemark-flattened_line_158-processed-gene-0.23-mRNA-1_1&gene=genemark-flattened_line_158-processed-gene-0.23&CDS=1-303
1728	OG0001728	YER061C	genemark-flattened_line_78-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_78-processed-gene-0.56&CDS=1-1356
1729	OG0001729	YER068W	genemark-flattened_line_62-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_62-processed-gene-0.109&CDS=1-2178
1730	OG0001730	YER069W	genemark-flattened_line_222-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_222-processed-gene-0.63&CDS=1-2694
1731	OG0001731	YER070W	augustus_masked-flattened_line_252-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_252-processed-gene-0.54&CDS=1-2655
1732	OG0001732	YER074W-A	maker-flattened_line_258-snap-gene-0.23-mRNA-1_1&gene=maker-flattened_line_258-snap-gene-0.23&CDS=1-237
1733	OG0001733	YER078C	genemark-flattened_line_164-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_164-processed-gene-0.60&CDS=1-1482
1734	OG0001734	YER080W	snap_masked-flattened_line_252-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.24&CDS=1-1956
1735	OG0001735	YER082C	genemark-flattened_line_334-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_334-processed-gene-0.70&CDS=1-1548
1736	OG0001736	YER087W	genemark-flattened_line_102-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_102-processed-gene-0.5&CDS=1-2064
1737	OG0001737	YER091C	augustus_masked-flattened_line_608-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_608-processed-gene-0.8&CDS=1-1758
1738	OG0001738	YER093C	snap_masked-flattened_line_80-processed-gene-0.152-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.152&CDS=1-5151
1739	OG0001739	YER094C	genemark-flattened_line_80-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_80-processed-gene-0.82&CDS=1-636
1740	OG0001740	YER109C	augustus_masked-flattened_line_126-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-flattened_line_126-processed-gene-0.72&CDS=1-3333
1741	OG0001741	YER112W	genemark-flattened_line_12-processed-gene-1.75-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.75&CDS=1-525
1742	OG0001742	YER116C	genemark-flattened_line_192-processed-gene-0.48-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.48&CDS=1-1233
1743	OG0001743	YER122C	genemark-flattened_line_130-processed-gene-0.55-mRNA-1_1&gene=genemark-flattened_line_130-processed-gene-0.55&CDS=1-1452
1744	OG0001744	YER125W	genemark-flattened_line_192-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_192-processed-gene-0.60&CDS=1-2532
1745	OG0001745	YER126C	genemark-flattened_line_142-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_142-processed-gene-0.38&CDS=1-786
1746	OG0001746	YER127W	snap_masked-flattened_line_232-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_232-processed-gene-0.86&CDS=1-1911
1747	OG0001747	YER136W	maker-flattened_line_16-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-0.8&CDS=1-1314
1748	OG0001748	YER140W	maker-flattened_line_58-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-1.0&CDS=1-3204
1749	OG0001749	YER141W	genemark-flattened_line_58-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.66&CDS=1-1668
1750	OG0001750	YER142C	genemark-flattened_line_670-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_670-processed-gene-0.3&CDS=1-1098
1751	OG0001751	YER143W	genemark-flattened_line_14-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.33&CDS=1-1572
1752	OG0001752	YER146W	genemark-flattened_line_568-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_568-processed-gene-0.9&CDS=1-375
1753	OG0001753	YER148W	genemark-flattened_line_52-processed-gene-1.3-mRNA-1_1&gene=genemark-flattened_line_52-processed-gene-1.3&CDS=1-762
1754	OG0001754	YER152C	genemark-flattened_line_32-processed-gene-1.7-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.7&CDS=1-1719
1755	OG0001755	YER154W	genemark-flattened_line_32-processed-gene-1.28-mRNA-1_1&gene=genemark-flattened_line_32-processed-gene-1.28&CDS=1-1290
1756	OG0001756	YER156C	genemark-flattened_line_40-processed-gene-1.108-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-1.108&CDS=1-1125
1757	OG0001757	YER157W	genemark-flattened_line_128-processed-gene-0.20-mRNA-1_1&gene=genemark-flattened_line_128-processed-gene-0.20&CDS=1-2649
1758	OG0001758	YER161C	augustus_masked-flattened_line_42-processed-gene-1.6-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-1.6&CDS=1-1476
1759	OG0001759	YER162C	genemark-flattened_line_84-processed-gene-0.109-mRNA-1_1&gene=genemark-flattened_line_84-processed-gene-0.109&CDS=1-4659
1760	OG0001760	YER163C	snap_masked-flattened_line_20-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.4&CDS=1-837
1761	OG0001761	YER164W	genemark-flattened_line_152-processed-gene-0.84-mRNA-1_1&gene=genemark-flattened_line_152-processed-gene-0.84&CDS=1-4443
1762	OG0001762	YER165W	genemark-flattened_line_58-processed-gene-0.70-mRNA-1_1&gene=genemark-flattened_line_58-processed-gene-0.70&CDS=1-1998
1763	OG0001763	YER168C	snap_masked-flattened_line_72-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.168&CDS=1-1725
1764	OG0001764	YER170W	genemark-flattened_line_30-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.72&CDS=1-684
1765	OG0001765	YER171W	genemark-flattened_line_90-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_90-processed-gene-0.38&CDS=1-2295
