	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
1073	OG0001073	YDR361C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.206&CDS=1-900
1074	OG0001074	YDR363W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.137-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.137&CDS=1-1434
1075	OG0001075	YDR364C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.266-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.266&CDS=1-1446
1076	OG0001076	YDR365C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.142-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.142&CDS=1-1977
1077	OG0001077	YDR371W	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.188-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.188&CDS=1-1083
1078	OG0001078	YDR372C	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.157-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.157&CDS=1-1011
1079	OG0001079	YDR373W	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.25&CDS=1-573
1080	OG0001080	YDR375C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.27-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.27&CDS=1-1329
1081	OG0001081	YDR376W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.8-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.8&CDS=1-1506
1082	OG0001082	YDR377W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.29&CDS=1-300
1083	OG0001083	YDR378C	snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.119-mRNA-1_1&gene=snap_masked-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.119&CDS=1-255
1084	OG0001084	YDR381W	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.110-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.110&CDS=1-645
1085	OG0001085	YDR382W	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.105-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.105&CDS=1-327
1086	OG0001086	YDR386W	snap_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.33-mRNA-1_1&gene=snap_masked-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.33&CDS=1-2676
1087	OG0001087	YDR388W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.285-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.285&CDS=1-1395
1088	OG0001088	YDR392W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.159-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.159&CDS=1-966
1089	OG0001089	YDR393W	maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-3.1&CDS=1-2184
1090	OG0001090	YDR394W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.84-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.84&CDS=1-1248
1091	OG0001091	YDR397C	maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-3.2-mRNA-1_1&gene=maker-NODE_2_length_730450_cov_12.7368_ID_12397-augustus-gene-3.2&CDS=1-1131
1092	OG0001092	YDR398W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.110-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.110&CDS=1-1983
1093	OG0001093	YDR399W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.88-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.88&CDS=1-648
1094	OG0001094	YDR402C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.39-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.39&CDS=1-1452
1095	OG0001095	YDR403W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.18-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.18&CDS=1-1488
1096	OG0001096	YDR404C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.223-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.223&CDS=1-519
1097	OG0001097	YDR405W	snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.63-mRNA-1_1&gene=snap_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.63&CDS=1-915
1098	OG0001098	YDR407C	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.224-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.224&CDS=1-4155
1099	OG0001099	YDR408C	genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.75&CDS=1-768
1100	OG0001100	YDR410C	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.246-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.246&CDS=1-663
1101	OG0001101	YDR412W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.39&CDS=1-828
1102	OG0001102	YDR414C	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.38-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.38&CDS=1-1281
1103	OG0001103	YDR415C	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.267-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.267&CDS=1-1200
1104	OG0001104	YDR416W	genemark-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.25&CDS=1-2115
1105	OG0001105	YDR421W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.252-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.252&CDS=1-2781
1106	OG0001106	YDR423C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.19&CDS=1-1374
1107	OG0001107	YDR424C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.3&CDS=1-270
1108	OG0001108	YDR427W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.45-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.45&CDS=1-1134
1109	OG0001109	YDR429C	maker-NODE_2_length_730450_cov_12.7368_ID_12397-snap-gene-5.155-mRNA-1_1&gene=maker-NODE_2_length_730450_cov_12.7368_ID_12397-snap-gene-5.155&CDS=1-1686
1110	OG0001110	YDR430C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.9-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.9&CDS=1-3144
1111	OG0001111	YDR432W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.114-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.114&CDS=1-912
1112	OG0001112	YDR448W	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.134&CDS=1-1296
1113	OG0001113	YDR449C	genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-0.111&CDS=1-1242
1114	OG0001114	YDR452W	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.150-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-1.150&CDS=1-1869
1115	OG0001115	YDR454C	genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.177-mRNA-1_1&gene=genemark-NODE_27_length_144887_cov_13.6552_ID_10293-processed-gene-0.177&CDS=1-555
1116	OG0001116	YDR456W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.244-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.244&CDS=1-1899
1117	OG0001117	YDR457W	genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.65&CDS=1-9717
1118	OG0001118	YDR459C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.72-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.72&CDS=1-1188
1119	OG0001119	YDR460W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.74&CDS=1-972
1120	OG0001120	YDR468C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.158-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.158&CDS=1-690
1121	OG0001121	YDR469W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.177-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.177&CDS=1-372
1122	OG0001122	YDR470C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.176-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-2.176&CDS=1-1845
1123	OG0001123	YDR473C	augustus_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_44_length_67726_cov_12.4428_ID_6548-processed-gene-0.49&CDS=1-1389
1124	OG0001124	YDR479C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.100&CDS=1-1404
1125	OG0001125	YDR481C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.124-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.124&CDS=1-1614
1126	OG0001126	YDR482C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.45-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.45&CDS=1-528
1127	OG0001127	YDR484W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-0.114&CDS=1-1992
1128	OG0001128	YDR485C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.53-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.53&CDS=1-2340
1129	OG0001129	YDR486C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.54-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.54&CDS=1-642
1130	OG0001130	YDR487C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.52-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.52&CDS=1-609
1131	OG0001131	YDR489W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.32&CDS=1-729
1132	OG0001132	YDR493W	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-0.25&CDS=1-345
1133	OG0001133	YDR496C	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.101&CDS=1-2043
1134	OG0001134	YDR498C	genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_47_length_61680_cov_14.5472_ID_6778-processed-gene-0.43&CDS=1-1044
1135	OG0001135	YDR499W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.7-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.7&CDS=1-2055
1136	OG0001136	YDR510W	snap_masked-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.140-mRNA-1_1&gene=snap_masked-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.140&CDS=1-273
1137	OG0001137	YDR511W	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.187-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.187&CDS=1-357
1138	OG0001138	YDR512C	maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_15_length_229255_cov_12.734_ID_17634-augustus-gene-0.92&CDS=1-543
1139	OG0001139	YDR517W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.108-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.108&CDS=1-1257
1140	OG0001140	YDR524C	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.19&CDS=1-2697
1141	OG0001141	YDR525W-A	snap_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.32&CDS=1-231
1142	OG0001142	YDR527W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.75-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.75&CDS=1-1425
1143	OG0001143	YDR529C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.46&CDS=1-378
1144	OG0001144	YDR531W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.125-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.125&CDS=1-1308
1145	OG0001145	YEL001C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.118-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.118&CDS=1-732
1146	OG0001146	YEL002C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.40&CDS=1-1278
1147	OG0001147	YEL003W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.39&CDS=1-366
1148	OG0001148	YEL009C	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.171&CDS=1-744
1149	OG0001149	YEL011W	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.169-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.169&CDS=1-2097
1150	OG0001150	YEL012W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.129&CDS=1-564
1151	OG0001151	YEL013W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.160-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.160&CDS=1-1671
1152	OG0001152	YEL015W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-1.130&CDS=1-1476
1153	OG0001153	YEL019C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.127-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-1.127&CDS=1-840
1154	OG0001154	YEL020W-A	snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.116&CDS=1-264
1155	OG0001155	YEL024W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.59-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.59&CDS=1-630
1156	OG0001156	YEL026W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.33-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.33&CDS=1-378
1157	OG0001157	YEL027W	snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.204-mRNA-1_1&gene=snap_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.204&CDS=1-510
1158	OG0001158	YEL029C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.54&CDS=1-930
1159	OG0001159	YEL031W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.48-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.48&CDS=1-3675
1160	OG0001160	YEL032W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.230-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-2.230&CDS=1-2580
1161	OG0001161	YEL036C	genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_41_length_74425_cov_12.7641_ID_9400-processed-gene-0.12&CDS=1-1308
1162	OG0001162	YEL037C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.96&CDS=1-1080
1163	OG0001163	YEL038W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.119&CDS=1-738
1164	OG0001164	YEL040W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.114-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.114&CDS=1-1410
1165	OG0001165	YEL042W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.105-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.105&CDS=1-1803
1166	OG0001166	YEL043W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.95&CDS=1-2376
1167	OG0001167	YEL044W	genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.111-mRNA-1_1&gene=genemark-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-1.111&CDS=1-375
1168	OG0001168	YEL050C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.6-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.6&CDS=1-1101
1169	OG0001169	YEL051W	snap_masked-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.4&CDS=1-867
1170	OG0001170	YEL052W	genemark-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_67_length_21273_cov_12.5205_ID_10588-processed-gene-0.20&CDS=1-1449
1171	OG0001171	YEL053C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.148-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.148&CDS=1-2103
1172	OG0001172	YEL056W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.47-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.47&CDS=1-1197
1173	OG0001173	YEL058W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.102-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-5.102&CDS=1-1605
1174	OG0001174	YEL060C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.38&CDS=1-1680
1175	OG0001175	YEL061C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.123-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.123&CDS=1-2448
1176	OG0001176	YEL062W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.125-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.125&CDS=1-1791
1177	OG0001177	YEL063C	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.114-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-1.114&CDS=1-1674
1178	OG0001178	YEL064C	genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_52_length_49647_cov_12.8703_ID_8038-processed-gene-0.16&CDS=1-1524
1179	OG0001179	YEL072W	genemark-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.60&CDS=1-783
1180	OG0001180	YER002W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.18-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.18&CDS=1-621
1181	OG0001181	YER003C	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.16-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.16&CDS=1-1314
1182	OG0001182	YER005W	maker-NODE_65_length_23230_cov_13.3593_ID_5152-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_65_length_23230_cov_13.3593_ID_5152-augustus-gene-0.38&CDS=1-2283
1183	OG0001183	YER006W	genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.16&CDS=1-1536
1184	OG0001184	YER007C-A	genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.22&CDS=1-540
1185	OG0001185	YER007W	genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.17&CDS=1-1452
1186	OG0001186	YER008C	snap_masked-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.28-mRNA-1_1&gene=snap_masked-NODE_65_length_23230_cov_13.3593_ID_5152-processed-gene-0.28&CDS=1-4299
1187	OG0001187	YER009W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.23&CDS=1-1173
1188	OG0001188	YER010C	augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-3.128&CDS=1-3396
1189	OG0001189	YER012W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.45-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.45&CDS=1-591
1190	OG0001190	YER014W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.258-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.258&CDS=1-1635
1191	OG0001191	YER016W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-0.131&CDS=1-1053
1192	OG0001192	YER019W	snap_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.222-mRNA-1_1&gene=snap_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.222&CDS=1-1614
1193	OG0001193	YER020W	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.40&CDS=1-1422
1194	OG0001194	YER021W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-0.101&CDS=1-1404
