	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034667_Blastobotrys_serpentis
1481	OG0001481	YGL236C	snap_masked-flattened_line_12-processed-gene-1.150-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.150&CDS=1-1989
1482	OG0001482	YGL237C	snap_masked-flattened_line_12-processed-gene-1.154-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.154&CDS=1-543
1483	OG0001483	YGL238W	snap_masked-flattened_line_12-processed-gene-1.125-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.125&CDS=1-2889
1484	OG0001484	YGL240W	augustus_masked-flattened_line_12-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.91&CDS=1-5280
1485	OG0001485	YGL241W	maker-flattened_line_42-snap-gene-1.85-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-1.85&CDS=1-3036
1486	OG0001486	YGL242C	snap_masked-flattened_line_6-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.11&CDS=1-540
1487	OG0001487	YGL244W	snap_masked-flattened_line_6-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.10&CDS=1-1566
1488	OG0001488	YGL245W	snap_masked-flattened_line_6-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.8&CDS=1-2190
1489	OG0001489	YGL246C	snap_masked-flattened_line_58-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.144&CDS=1-1110
1490	OG0001490	YGL247W	augustus_masked-flattened_line_58-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-flattened_line_58-processed-gene-0.186&CDS=1-1125
1491	OG0001491	YGL248W	snap_masked-flattened_line_0-processed-gene-2.4-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.4&CDS=1-975
1492	OG0001492	YGL252C	genemark-flattened_line_140-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.6&CDS=1-1755
1493	OG0001493	YGL253W	snap_masked-flattened_line_140-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.38&CDS=1-1476
1494	OG0001494	YGL255W	snap_masked-flattened_line_10-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.35&CDS=1-1050
1495	OG0001495	YGL256W	snap_masked-flattened_line_82-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.160&CDS=1-1464
1496	OG0001496	YGR002C	snap_masked-flattened_line_8-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.125&CDS=1-1401
1497	OG0001497	YGR005C	snap_masked-flattened_line_98-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.75&CDS=1-1137
1498	OG0001498	YGR006W	snap_masked-flattened_line_98-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.50&CDS=1-939
1499	OG0001499	YGR007W	snap_masked-flattened_line_4-processed-gene-3.123-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.123&CDS=1-1134
1500	OG0001500	YGR009C	snap_masked-flattened_line_0-processed-gene-3.8-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.8&CDS=1-1338
1501	OG0001501	YGR012W	snap_masked-flattened_line_4-processed-gene-3.157-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.157&CDS=1-1137
1502	OG0001502	YGR014W	snap_masked-flattened_line_4-processed-gene-3.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.160&CDS=1-4149
1503	OG0001503	YGR019W	snap_masked-flattened_line_134-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_134-processed-gene-0.64&CDS=1-1464
1504	OG0001504	YGR020C	maker-flattened_line_134-snap-gene-0.96-mRNA-1_1&gene=maker-flattened_line_134-snap-gene-0.96&CDS=1-360
1505	OG0001505	YGR021W	augustus_masked-flattened_line_134-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_134-processed-gene-0.7&CDS=1-768
1506	OG0001506	YGR024C	snap_masked-flattened_line_4-processed-gene-2.139-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.139&CDS=1-819
1507	OG0001507	YGR028W	snap_masked-flattened_line_10-processed-gene-1.34-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.34&CDS=1-1074
1508	OG0001508	YGR029W	maker-flattened_line_10-snap-gene-1.95-mRNA-1_1&gene=maker-flattened_line_10-snap-gene-1.95&CDS=1-561
1509	OG0001509	YGR031W	snap_masked-flattened_line_48-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.163&CDS=1-927
1510	OG0001510	YGR033C	snap_masked-flattened_line_305-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_305-processed-gene-0.0&CDS=1-738
1511	OG0001511	YGR036C	maker-flattened_line_0-augustus-gene-5.183-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-5.183&CDS=1-717
1512	OG0001512	YGR037C	augustus_masked-flattened_line_28-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.71&CDS=1-1272
1513	OG0001513	YGR042W	snap_masked-flattened_line_2-processed-gene-2.101-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.101&CDS=1-783
1514	OG0001514	YGR046W	snap_masked-flattened_line_64-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.10&CDS=1-1302
1515	OG0001515	YGR047C	snap_masked-flattened_line_64-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.18&CDS=1-2433
1516	OG0001516	YGR048W	genemark-flattened_line_64-processed-gene-0.223-mRNA-1_1&gene=genemark-flattened_line_64-processed-gene-0.223&CDS=1-1101
1517	OG0001517	YGR053C	genemark-flattened_line_0-processed-gene-0.110-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.110&CDS=1-525
1518	OG0001518	YGR054W	snap_masked-flattened_line_6-processed-gene-3.52-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.52&CDS=1-1839
1519	OG0001519	YGR055W	snap_masked-flattened_line_6-processed-gene-2.57-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.57&CDS=1-1581
1520	OG0001520	YGR058W	snap_masked-flattened_line_30-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.70&CDS=1-966
1521	OG0001521	YGR060W	snap_masked-flattened_line_10-processed-gene-2.26-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.26&CDS=1-849
1522	OG0001522	YGR061C	maker-flattened_line_28-snap-gene-1.164-mRNA-1_1&gene=maker-flattened_line_28-snap-gene-1.164&CDS=1-3957
1523	OG0001523	YGR062C	snap_masked-flattened_line_0-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.5&CDS=1-912
1524	OG0001524	YGR063C	maker-flattened_line_0-snap-gene-1.46-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-1.46&CDS=1-330
1525	OG0001525	YGR074W	maker-flattened_line_52-augustus-gene-0.96-mRNA-1_1&gene=maker-flattened_line_52-augustus-gene-0.96&CDS=1-363
1526	OG0001526	YGR076C	snap_masked-flattened_line_52-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.118&CDS=1-588
1527	OG0001527	YGR078C	snap_masked-flattened_line_12-processed-gene-2.9-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.9&CDS=1-558
1528	OG0001528	YGR080W	snap_masked-flattened_line_0-processed-gene-5.142-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.142&CDS=1-1017
1529	OG0001529	YGR082W	snap_masked-flattened_line_36-processed-gene-1.62-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.62&CDS=1-525
1530	OG0001530	YGR083C	snap_masked-flattened_line_0-processed-gene-5.164-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.164&CDS=1-1275
1531	OG0001531	YGR086C	snap_masked-flattened_line_28-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.205&CDS=1-933
1532	OG0001532	YGR089W	snap_masked-flattened_line_46-processed-gene-1.149-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.149&CDS=1-2022
1533	OG0001533	YGR090W	snap_masked-flattened_line_62-processed-gene-0.126-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.126&CDS=1-3417
1534	OG0001534	YGR091W	genemark-flattened_line_4-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-0.31&CDS=1-1289
1535	OG0001535	YGR093W	genemark-flattened_line_140-processed-gene-0.16-mRNA-1_1&gene=genemark-flattened_line_140-processed-gene-0.16&CDS=1-1482
1536	OG0001536	YGR094W	snap_masked-flattened_line_114-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.80&CDS=1-3159
1537	OG0001537	YGR095C	snap_masked-flattened_line_114-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_114-processed-gene-0.94&CDS=1-666
1538	OG0001538	YGR096W	snap_masked-flattened_line_289-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_289-processed-gene-0.4&CDS=1-951
1539	OG0001539	YGR098C	snap_masked-flattened_line_46-processed-gene-1.171-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-1.171&CDS=1-5259
1540	OG0001540	YGR099W	snap_masked-flattened_line_56-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.103&CDS=1-2688
1541	OG0001541	YGR100W	snap_masked-flattened_line_92-processed-gene-0.28-mRNA-1_1&gene=snap_masked-flattened_line_92-processed-gene-0.28&CDS=1-2568
1542	OG0001542	YGR101W	snap_masked-flattened_line_152-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.40&CDS=1-1059
1543	OG0001543	YGR103W	snap_masked-flattened_line_152-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.38&CDS=1-1806
1544	OG0001544	YGR104C	snap_masked-flattened_line_152-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.30&CDS=1-705
1545	OG0001545	YGR105W	snap_masked-flattened_line_152-processed-gene-0.29-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.29&CDS=1-249
1546	OG0001546	YGR111W	genemark-flattened_line_16-processed-gene-1.11-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.11&CDS=1-1125
1547	OG0001547	YGR113W	snap_masked-flattened_line_44-processed-gene-0.104-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.104&CDS=1-639
1548	OG0001548	YGR116W	snap_masked-flattened_line_4-processed-gene-0.160-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.160&CDS=1-4317
1549	OG0001549	YGR119C	snap_masked-flattened_line_42-processed-gene-1.204-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-1.204&CDS=1-984
1550	OG0001550	YGR123C	snap_masked-flattened_line_68-processed-gene-0.225-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.225&CDS=1-1473
1551	OG0001551	YGR124W	snap_masked-flattened_line_44-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.94&CDS=1-1671
1552	OG0001552	YGR125W	snap_masked-flattened_line_18-processed-gene-1.107-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.107&CDS=1-3006
1553	OG0001553	YGR127W	genemark-flattened_line_136-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_136-processed-gene-0.32&CDS=1-825
1554	OG0001554	YGR128C	snap_masked-flattened_line_18-processed-gene-1.142-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.142&CDS=1-2211
1555	OG0001555	YGR132C	snap_masked-flattened_line_0-processed-gene-2.28-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.28&CDS=1-849
1556	OG0001556	YGR133W	snap_masked-flattened_line_0-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.44&CDS=1-468
1557	OG0001557	YGR135W	maker-flattened_line_106-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_106-snap-gene-0.76&CDS=1-750
1558	OG0001558	YGR144W	snap_masked-flattened_line_122-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.81&CDS=1-933
1559	OG0001559	YGR145W	snap_masked-flattened_line_173-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.25&CDS=1-2043
1560	OG0001560	YGR147C	snap_masked-flattened_line_26-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.12&CDS=1-471
1561	OG0001561	YGR149W	augustus_masked-flattened_line_24-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.0&CDS=1-1194
1562	OG0001562	YGR150C	snap_masked-flattened_line_24-processed-gene-1.182-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.182&CDS=1-2007
1563	OG0001563	YGR152C	snap_masked-flattened_line_173-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.27&CDS=1-783
1564	OG0001564	YGR155W	snap_masked-flattened_line_163-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_163-processed-gene-0.40&CDS=1-1476
1565	OG0001565	YGR157W	snap_masked-flattened_line_60-processed-gene-0.191-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.191&CDS=1-2727
1566	OG0001566	YGR158C	snap_masked-flattened_line_60-processed-gene-0.219-mRNA-1_1&gene=snap_masked-flattened_line_60-processed-gene-0.219&CDS=1-822
1567	OG0001567	YGR159C	snap_masked-flattened_line_62-processed-gene-0.162-mRNA-1_1&gene=snap_masked-flattened_line_62-processed-gene-0.162&CDS=1-1632
1568	OG0001568	YGR163W	snap_masked-flattened_line_16-processed-gene-1.271-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.271&CDS=1-966
1569	OG0001569	YGR165W	maker-flattened_line_46-snap-gene-1.111-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-1.111&CDS=1-924
1570	OG0001570	YGR167W	snap_masked-flattened_line_28-processed-gene-1.214-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.214&CDS=1-681
1571	OG0001571	YGR170W	maker-flattened_line_34-snap-gene-0.147-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.147&CDS=1-3279
1572	OG0001572	YGR171C	snap_masked-flattened_line_34-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.101&CDS=1-1650
1573	OG0001573	YGR172C	snap_masked-flattened_line_34-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.100&CDS=1-723
1574	OG0001574	YGR173W	genemark-flattened_line_150-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.54&CDS=1-1104
1575	OG0001575	YGR174C	maker-flattened_line_42-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_42-snap-gene-0.0&CDS=1-354
1576	OG0001576	YGR175C	snap_masked-flattened_line_42-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.93&CDS=1-1377
1577	OG0001577	YGR178C	snap_masked-flattened_line_152-processed-gene-0.35-mRNA-1_1&gene=snap_masked-flattened_line_152-processed-gene-0.35&CDS=1-2307
1578	OG0001578	YGR184C	maker-flattened_line_58-snap-gene-0.8-mRNA-1_1&gene=maker-flattened_line_58-snap-gene-0.8&CDS=1-5760
1579	OG0001579	YGR185C	snap_masked-flattened_line_58-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.127&CDS=1-1185
1580	OG0001580	YGR186W	snap_masked-flattened_line_16-processed-gene-1.249-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.249&CDS=1-1809
1581	OG0001581	YGR187C	snap_masked-flattened_line_0-processed-gene-5.120-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.120&CDS=1-1167
1582	OG0001582	YGR188C	snap_masked-flattened_line_150-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.14&CDS=1-2592
1583	OG0001583	YGR189C	snap_masked-flattened_line_58-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.165&CDS=1-1224
1584	OG0001584	YGR193C	snap_masked-flattened_line_16-processed-gene-1.224-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.224&CDS=1-1281
1585	OG0001585	YGR194C	genemark-flattened_line_46-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-1.90&CDS=1-1839
1586	OG0001586	YGR195W	snap_masked-flattened_line_16-processed-gene-1.247-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.247&CDS=1-735
1587	OG0001587	YGR198W	snap_masked-flattened_line_0-processed-gene-5.160-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-5.160&CDS=1-2613
1588	OG0001588	YGR200C	genemark-flattened_line_28-processed-gene-1.90-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.90&CDS=1-4374
1589	OG0001589	YGR202C	snap_masked-flattened_line_58-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.131&CDS=1-1194
1590	OG0001590	YGR203W	snap_masked-flattened_line_66-processed-gene-0.0-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.0&CDS=1-393
1591	OG0001591	YGR205W	snap_masked-flattened_line_42-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.99&CDS=1-852
1592	OG0001592	YGR207C	snap_masked-flattened_line_42-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.100&CDS=1-777
1593	OG0001593	YGR208W	snap_masked-flattened_line_22-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.114&CDS=1-927
1594	OG0001594	YGR210C	snap_masked-flattened_line_38-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.131&CDS=1-1215
1595	OG0001595	YGR211W	snap_masked-flattened_line_12-processed-gene-1.151-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.151&CDS=1-1461
1596	OG0001596	YGR215W	genemark-flattened_line_12-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.26&CDS=1-327
1597	OG0001597	YGR216C	snap_masked-flattened_line_12-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-1.129&CDS=1-2049
1598	OG0001598	YGR217W	maker-flattened_line_12-snap-gene-1.106-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.106&CDS=1-6249
1599	OG0001599	YGR218W	genemark-flattened_line_38-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-0.63&CDS=1-3237
1600	OG0001600	YGR220C	snap_masked-flattened_line_38-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.135&CDS=1-843
1601	OG0001601	YGR223C	genemark-flattened_line_26-processed-gene-1.222-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.222&CDS=1-1083
1602	OG0001602	YGR225W	maker-flattened_line_12-snap-gene-2.203-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.203&CDS=1-1323
1603	OG0001603	YGR227W	snap_masked-flattened_line_12-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.62&CDS=1-1332
1604	OG0001604	YGR229C	snap_masked-flattened_line_12-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.11&CDS=1-1512
1605	OG0001605	YGR231C	snap_masked-flattened_line_12-processed-gene-2.60-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.60&CDS=1-924
1606	OG0001606	YGR232W	snap_masked-flattened_line_12-processed-gene-2.8-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-2.8&CDS=1-687
1607	OG0001607	YGR233C	maker-flattened_line_38-snap-gene-1.61-mRNA-1_1&gene=maker-flattened_line_38-snap-gene-1.61&CDS=1-3153
1608	OG0001608	YGR234W	snap_masked-flattened_line_64-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_64-processed-gene-0.38&CDS=1-1197
1609	OG0001609	YGR235C	snap_masked-flattened_line_54-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.59&CDS=1-747
1610	OG0001610	YGR244C	snap_masked-flattened_line_34-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.119&CDS=1-1296
1611	OG0001611	YGR245C	snap_masked-flattened_line_86-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.36&CDS=1-2151
1612	OG0001612	YGR246C	snap_masked-flattened_line_86-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_86-processed-gene-0.38&CDS=1-1548
1613	OG0001613	YGR247W	snap_masked-flattened_line_4-processed-gene-3.133-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.133&CDS=1-648
1614	OG0001614	YGR252W	maker-flattened_line_6-augustus-gene-3.104-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.104&CDS=1-3357
1615	OG0001615	YGR253C	maker-flattened_line_6-snap-gene-3.7-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-3.7&CDS=1-759
1616	OG0001616	YGR254W	snap_masked-flattened_line_42-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.66&CDS=1-1314
1617	OG0001617	YGR255C	snap_masked-flattened_line_88-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_88-processed-gene-0.88&CDS=1-1458
1618	OG0001618	YGR257C	maker-flattened_line_54-snap-gene-0.162-mRNA-1_1&gene=maker-flattened_line_54-snap-gene-0.162&CDS=1-1134
1619	OG0001619	YGR258C	snap_masked-flattened_line_150-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_150-processed-gene-0.11&CDS=1-621
1620	OG0001620	YGR261C	genemark-flattened_line_150-processed-gene-0.47-mRNA-1_1&gene=genemark-flattened_line_150-processed-gene-0.47&CDS=1-2307
1621	OG0001621	YGR262C	snap_masked-flattened_line_0-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.3&CDS=1-729
1622	OG0001622	YGR264C	snap_masked-flattened_line_18-processed-gene-1.128-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.128&CDS=1-2400
1623	OG0001623	YGR266W	maker-flattened_line_4-snap-gene-3.7-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-3.7&CDS=1-2079
1624	OG0001624	YGR267C	snap_masked-flattened_line_14-processed-gene-1.65-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.65&CDS=1-780
1625	OG0001625	YGR268C	snap_masked-flattened_line_14-processed-gene-1.64-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.64&CDS=1-651
1626	OG0001626	YGR270W	snap_masked-flattened_line_16-processed-gene-1.255-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.255&CDS=1-4116
1627	OG0001627	YGR271C-A	snap_masked-flattened_line_0-processed-gene-0.72-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-0.72&CDS=1-645
1628	OG0001628	YGR271W	maker-flattened_line_16-snap-gene-1.302-mRNA-1_1&gene=maker-flattened_line_16-snap-gene-1.302&CDS=1-5706
1629	OG0001629	YGR276C	maker-flattened_line_12-snap-gene-1.105-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-1.105&CDS=1-1767
1630	OG0001630	YGR277C	snap_masked-flattened_line_56-processed-gene-0.86-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.86&CDS=1-1005
1631	OG0001631	YGR278W	genemark-flattened_line_56-processed-gene-0.211-mRNA-1_1&gene=genemark-flattened_line_56-processed-gene-0.211&CDS=1-1968
1632	OG0001632	YGR280C	snap_masked-flattened_line_30-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-1.92&CDS=1-753
1633	OG0001633	YGR281W	snap_masked-flattened_line_90-processed-gene-0.22-mRNA-1_1&gene=snap_masked-flattened_line_90-processed-gene-0.22&CDS=1-4077
1634	OG0001634	YGR282C	maker-flattened_line_12-snap-gene-2.205-mRNA-1_1&gene=maker-flattened_line_12-snap-gene-2.205&CDS=1-924
1635	OG0001635	YGR284C	snap_masked-flattened_line_68-processed-gene-0.239-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.239&CDS=1-945
1636	OG0001636	YGR285C	snap_masked-flattened_line_20-processed-gene-1.5-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-1.5&CDS=1-1308
1637	OG0001637	YGR286C	snap_masked-flattened_line_6-processed-gene-3.56-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-3.56&CDS=1-1032
1638	OG0001638	YHL002W	maker-flattened_line_76-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.5&CDS=1-2073
1639	OG0001639	YHL004W	snap_masked-flattened_line_76-processed-gene-0.187-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.187&CDS=1-1158
1640	OG0001640	YHL007C	snap_masked-flattened_line_76-processed-gene-0.189-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.189&CDS=1-3324
1641	OG0001641	YHL010C	snap_masked-flattened_line_10-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.34&CDS=1-1653
1642	OG0001642	YHL011C	snap_masked-flattened_line_10-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.33&CDS=1-969
1643	OG0001643	YHL013C	maker-flattened_line_0-snap-gene-3.56-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-3.56&CDS=1-942
1644	OG0001644	YHL015W	maker-flattened_line_165-snap-gene-0.47-mRNA-1_1&gene=maker-flattened_line_165-snap-gene-0.47&CDS=1-348
1645	OG0001645	YHL016C	snap_masked-flattened_line_110-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_110-processed-gene-0.108&CDS=1-1980
1646	OG0001646	YHL020C	snap_masked-flattened_line_6-processed-gene-2.65-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.65&CDS=1-1149
1647	OG0001647	YHL021C	snap_masked-flattened_line_50-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.76&CDS=1-1269
1648	OG0001648	YHL022C	snap_masked-flattened_line_50-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.31&CDS=1-960
1649	OG0001649	YHL023C	snap_masked-flattened_line_102-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.112&CDS=1-2307
