	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034665_Kodamaea_laetipori
2730	OG0002730	YMR140W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.63-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.63&CDS=1-1338
2731	OG0002731	YMR145C	genemark-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_27_length_84593_cov_17.7132_ID_53-processed-gene-0.66&CDS=1-1650
2732	OG0002732	YMR146C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.78&CDS=1-1050
2733	OG0002733	YMR149W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.2&CDS=1-822
2734	OG0002734	YMR150C	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.4-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-8.4&CDS=1-555
2735	OG0002735	YMR155W	snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.53-mRNA-1_1&gene=snap_masked-NODE_17_length_236945_cov_17.6332_ID_33-processed-gene-0.53&CDS=1-1731
2736	OG0002736	YMR158W	snap_masked-NODE_20_length_154717_cov_20.4798_ID_39-processed-gene-0.195-mRNA-1_1&gene=snap_masked-NODE_20_length_154717_cov_20.4798_ID_39-processed-gene-0.195&CDS=1-471
2737	OG0002737	YMR159C	snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.121-mRNA-1_1&gene=snap_masked-NODE_18_length_186838_cov_20.1711_ID_35-processed-gene-0.121&CDS=1-543
2738	OG0002738	YMR161W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-2.50-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-2.50&CDS=1-993
2739	OG0002739	YMR162C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.203-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.203&CDS=1-5139
2740	OG0002740	YMR165C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-2.25&CDS=1-2247
2741	OG0002741	YMR166C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.10-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.10&CDS=1-996
2742	OG0002742	YMR167W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.47-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.47&CDS=1-2028
2743	OG0002743	YMR171C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.177-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.177&CDS=1-1266
2744	OG0002744	YMR176W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.71&CDS=1-6048
2745	OG0002745	YMR178W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-14.2&CDS=1-831
2746	OG0002746	YMR185W	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.115-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.115&CDS=1-2889
2747	OG0002747	YMR186W	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.148-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.148&CDS=1-2118
2748	OG0002748	YMR188C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.56-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-8.56&CDS=1-729
2749	OG0002749	YMR189W	maker-NODE_5_length_958524_cov_18.379_ID_9-snap-gene-3.38-mRNA-1_1&gene=maker-NODE_5_length_958524_cov_18.379_ID_9-snap-gene-3.38&CDS=1-4503
2750	OG0002750	YMR190C	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.72-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.72&CDS=1-3876
2751	OG0002751	YMR196W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.60-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.60&CDS=1-3165
2752	OG0002752	YMR197C	genemark-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.128-mRNA-1_1&gene=genemark-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-8.128&CDS=1-708
2753	OG0002753	YMR200W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-6.11-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-6.11&CDS=1-738
2754	OG0002754	YMR201C	augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.70&CDS=1-1287
2755	OG0002755	YMR202W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-6.27&CDS=1-651
2756	OG0002756	YMR203W	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.97-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.97&CDS=1-1170
2757	OG0002757	YMR205C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.71-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-5.71&CDS=1-2841
2758	OG0002758	YMR208W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.67&CDS=1-1299
2759	OG0002759	YMR209C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.83-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.83&CDS=1-1365
2760	OG0002760	YMR210W	maker-NODE_21_length_147534_cov_18.2628_ID_41-snap-gene-0.134-mRNA-1_1&gene=maker-NODE_21_length_147534_cov_18.2628_ID_41-snap-gene-0.134&CDS=1-1641
2761	OG0002761	YMR211W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-5.107&CDS=1-1443
2762	OG0002762	YMR212C	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.71-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.71&CDS=1-3102
2763	OG0002763	YMR213W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.74-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.74&CDS=1-1710
2764	OG0002764	YMR214W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-15.42&CDS=1-1077
2765	OG0002765	YMR216C	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.39-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-5.39&CDS=1-2058
2766	OG0002766	YMR217W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.81-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.81&CDS=1-1578
2767	OG0002767	YMR218C	augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-6.75&CDS=1-3708
2768	OG0002768	YMR220W	genemark-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.18-mRNA-1_1&gene=genemark-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.18&CDS=1-1266
2769	OG0002769	YMR221C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.119-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.119&CDS=1-1560
2770	OG0002770	YMR223W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.31-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-4.31&CDS=1-1608
2771	OG0002771	YMR224C	augustus_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.82&CDS=1-1770
2772	OG0002772	YMR225C	augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-4.136&CDS=1-276
2773	OG0002773	YMR226C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.71-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.71&CDS=1-801
2774	OG0002774	YMR227C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.116-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.116&CDS=1-1431
2775	OG0002775	YMR228W	augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.96-mRNA-1_1&gene=augustus_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.96&CDS=1-1065
2776	OG0002776	YMR229C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.120-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.120&CDS=1-5007
2777	OG0002777	YMR231W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.60-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.60&CDS=1-3000
2778	OG0002778	YMR233W	augustus_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-3.44&CDS=1-750
2779	OG0002779	YMR235C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.135-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.135&CDS=1-1194
2780	OG0002780	YMR236W	maker-NODE_1_length_1927655_cov_18.0257_ID_1-snap-gene-10.54-mRNA-1_1&gene=maker-NODE_1_length_1927655_cov_18.0257_ID_1-snap-gene-10.54&CDS=1-522
2781	OG0002781	YMR238W	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-5.31-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-5.31&CDS=1-1347
2782	OG0002782	YMR239C	augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-7.23&CDS=1-1680
2783	OG0002783	YMR240C	augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.132-mRNA-1_1&gene=augustus_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.132&CDS=1-1365
2784	OG0002784	YMR241W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-5.64-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-5.64&CDS=1-900
2785	OG0002785	YMR243C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-8.140&CDS=1-1197
2786	OG0002786	YMR244C-A	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.33-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-4.33&CDS=1-321
2787	OG0002787	YMR244W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-1.47&CDS=1-867
2788	OG0002788	YMR247C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.123&CDS=1-4725
2789	OG0002789	YMR250W	snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.70&CDS=1-1677
2790	OG0002790	YMR256C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-4.113-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-4.113&CDS=1-177
2791	OG0002791	YMR258C	augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_19_length_182818_cov_20.1861_ID_37-processed-gene-0.148&CDS=1-1776
2792	OG0002792	YMR259C	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.25&CDS=1-3840
2793	OG0002793	YMR260C	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.61-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-1.61&CDS=1-456
2794	OG0002794	YMR262W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.97-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.97&CDS=1-960
2795	OG0002795	YMR263W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.58-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.58&CDS=1-465
2796	OG0002796	YMR264W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.59-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-3.59&CDS=1-522
2797	OG0002797	YMR268C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-2.5-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-2.5&CDS=1-2568
2798	OG0002798	YMR272C	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.105-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-8.105&CDS=1-1119
2799	OG0002799	YMR276W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-2.24-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-2.24&CDS=1-1050
2800	OG0002800	YMR277W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.85-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-3.85&CDS=1-2235
2801	OG0002801	YMR281W	augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-2.65&CDS=1-933
2802	OG0002802	YMR283C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-1.62&CDS=1-1464
2803	OG0002803	YMR284W	snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-0.79&CDS=1-2022
2804	OG0002804	YMR285C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.63-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.63&CDS=1-1575
2805	OG0002805	YMR286W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.101-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-3.101&CDS=1-276
2806	OG0002806	YMR287C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-2.96&CDS=1-3216
2807	OG0002807	YMR288W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.205-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.205&CDS=1-3255
2808	OG0002808	YMR289W	augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-4.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-4.106&CDS=1-828
2809	OG0002809	YMR290C	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.90&CDS=1-1728
2810	OG0002810	YMR291W	maker-NODE_3_length_1024479_cov_18.5586_ID_5-snap-gene-3.102-mRNA-1_1&gene=maker-NODE_3_length_1024479_cov_18.5586_ID_5-snap-gene-3.102&CDS=1-1533
2811	OG0002811	YMR292W	augustus_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.15&CDS=1-417
2812	OG0002812	YMR293C	snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_22_length_139433_cov_17.7072_ID_43-processed-gene-0.57&CDS=1-1377
2813	OG0002813	YMR296C	snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_16_length_274307_cov_20.0991_ID_31-processed-gene-0.3&CDS=1-1761
2814	OG0002814	YMR297W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.68-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-3.68&CDS=1-1632
2815	OG0002815	YMR300C	snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_7_length_873225_cov_18.4267_ID_13-processed-gene-3.48&CDS=1-1587
2816	OG0002816	YMR301C	snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_9_length_763489_cov_17.7826_ID_17-processed-gene-0.37&CDS=1-2121
2817	OG0002817	YMR302C	snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.84-mRNA-1_1&gene=snap_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-2.84&CDS=1-2619
2818	OG0002818	YMR304W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.47-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-5.47&CDS=1-3897
2819	OG0002819	YMR308C	snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_26_length_97107_cov_21.5839_ID_51-processed-gene-0.72&CDS=1-3276
2820	OG0002820	YMR309C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.56-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-4.56&CDS=1-2517
2821	OG0002821	YMR311C	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.222-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-12.222&CDS=1-600
2822	OG0002822	YMR312W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-7.61-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-7.61&CDS=1-807
2823	OG0002823	YMR313C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-7.71-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-7.71&CDS=1-1917
2824	OG0002824	YMR314W	snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.109-mRNA-1_1&gene=snap_masked-NODE_3_length_1024479_cov_18.5586_ID_5-processed-gene-9.109&CDS=1-849
2825	OG0002825	YMR315W	snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.62-mRNA-1_1&gene=snap_masked-NODE_2_length_1366927_cov_17.7151_ID_3-processed-gene-9.62&CDS=1-1038
2826	OG0002826	YNL002C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.33-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.33&CDS=1-864
2827	OG0002827	YNL003C	augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.118&CDS=1-1917
2828	OG0002828	YNL006W	augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.116&CDS=1-1035
2829	OG0002829	YNL007C	snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_13_length_478275_cov_17.4341_ID_25-processed-gene-3.32&CDS=1-1026
2830	OG0002830	YNL010W	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.58-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-5.58&CDS=1-711
2831	OG0002831	YNL011C	snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_15_length_337427_cov_17.7101_ID_29-processed-gene-1.112&CDS=1-1317
2832	OG0002832	YNL014W	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-6.85&CDS=1-3153
2833	OG0002833	YNL016W	snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.30&CDS=1-1494
2834	OG0002834	YNL021W	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.51-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.51&CDS=1-2940
2835	OG0002835	YNL022C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.52-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.52&CDS=1-1347
2836	OG0002836	YNL023C	snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_6_length_943101_cov_18.0616_ID_11-processed-gene-1.45&CDS=1-2964
2837	OG0002837	YNL025C	snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.10-mRNA-1_1&gene=snap_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.10&CDS=1-1008
2838	OG0002838	YNL026W	augustus_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-NODE_14_length_432038_cov_17.0463_ID_27-processed-gene-2.49&CDS=1-1449
2839	OG0002839	YNL032W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-1.126&CDS=1-849
2840	OG0002840	YNL035C	augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.48&CDS=1-1146
2841	OG0002841	YNL037C	snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.152-mRNA-1_1&gene=snap_masked-NODE_11_length_735830_cov_18.6001_ID_21-processed-gene-6.152&CDS=1-1083
2842	OG0002842	YNL039W	augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_12_length_529116_cov_17.7853_ID_23-processed-gene-1.71&CDS=1-1845
2843	OG0002843	YNL040W	snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.42-mRNA-1_1&gene=snap_masked-NODE_4_length_967879_cov_18.588_ID_7-processed-gene-0.42&CDS=1-1302
2844	OG0002844	YNL041C	snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.49-mRNA-1_1&gene=snap_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.49&CDS=1-2280
2845	OG0002845	YNL042W	augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_10_length_745790_cov_19.0446_ID_19-processed-gene-1.26&CDS=1-1764
2846	OG0002846	YNL044W	snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.81-mRNA-1_1&gene=snap_masked-NODE_5_length_958524_cov_18.379_ID_9-processed-gene-6.81&CDS=1-513
2847	OG0002847	YNL048W	snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.63-mRNA-1_1&gene=snap_masked-NODE_8_length_789900_cov_17.6408_ID_15-processed-gene-6.63&CDS=1-1734
2848	OG0002848	YNL050C	maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-17.92-mRNA-1_1&gene=maker-NODE_1_length_1927655_cov_18.0257_ID_1-augustus-gene-17.92&CDS=1-5253
2849	OG0002849	YNL051W	snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-17.37-mRNA-1_1&gene=snap_masked-NODE_1_length_1927655_cov_18.0257_ID_1-processed-gene-17.37&CDS=1-1098
