	OrthologID	Kazachstania_naganishii	Saccharomyces_cerevisiae
1917	OG0001917	genemark-HE978317-processed-gene-5.150-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.150&CDS=1-564	YGL247W
1918	OG0001918	genemark-HE978317-processed-gene-5.125-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.125&CDS=1-381	YFR049W
1919	OG0001919	genemark-HE978317-processed-gene-5.151-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.151&CDS=1-1689	YFR051C
1920	OG0001920	genemark-HE978317-processed-gene-5.126-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.126&CDS=1-1884	YGL252C
1921	OG0001921	genemark-HE978317-processed-gene-5.127-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.127&CDS=1-828	YFR052W
1922	OG0001922	genemark-HE978317-processed-gene-5.153-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.153&CDS=1-1404	YIR027C
1923	OG0001923	genemark-HE978317-processed-gene-5.156-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.156&CDS=1-624	YIR032C
1924	OG0001924	genemark-HE978317-processed-gene-5.157-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.157&CDS=1-1023	YIR029W
1925	OG0001925	genemark-HE978317-processed-gene-5.133-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.133&CDS=1-753	YGL050W
1926	OG0001926	genemark-HE978317-processed-gene-5.134-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.134&CDS=1-642	YGL047W
1927	OG0001927	genemark-HE978317-processed-gene-5.135-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.135&CDS=1-1197	YGR159C
1928	OG0001928	augustus_masked-HE978317-processed-gene-5.82-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-5.82&CDS=1-1497	YGL045W
1929	OG0001929	genemark-HE978317-processed-gene-5.137-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.137&CDS=1-654	YGR158C
1930	OG0001930	genemark-HE978317-processed-gene-5.160-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.160&CDS=1-807	YGL044C
1931	OG0001931	genemark-HE978317-processed-gene-5.138-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.138&CDS=1-927	YGL043W
1932	OG0001932	genemark-HE978317-processed-gene-5.139-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.139&CDS=1-2241	YGL022W
1933	OG0001933	genemark-HE978317-processed-gene-5.162-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.162&CDS=1-639	YGL020C
1934	OG0001934	genemark-HE978317-processed-gene-5.140-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.140&CDS=1-756	YGL019W
1935	OG0001935	genemark-HE978317-processed-gene-5.163-mRNA-1_1&gene=genemark-HE978317-processed-gene-5.163&CDS=1-603	YGL018C
1936	OG0001936	genemark-HE978317-processed-gene-6.82-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.82&CDS=1-1485	YGL017W
1937	OG0001937	genemark-HE978317-processed-gene-6.83-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.83&CDS=1-3261	YGL016W
1938	OG0001938	genemark-HE978317-processed-gene-6.103-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.103&CDS=1-1551	YGR007W
1939	OG0001939	genemark-HE978317-processed-gene-6.85-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.85&CDS=1-1146	YGR005C
1940	OG0001940	augustus_masked-HE978317-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.65&CDS=1-2268	YGR003W
1941	OG0001941	genemark-HE978317-processed-gene-6.86-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.86&CDS=1-1428	YGR002C
1942	OG0001942	genemark-HE978317-processed-gene-6.105-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.105&CDS=1-1008	YDR392W
1943	OG0001943	genemark-HE978317-processed-gene-6.106-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.106&CDS=1-1056	YGL001C
1944	OG0001944	maker-HE978317-snap-gene-6.123-mRNA-1_1&gene=maker-HE978317-snap-gene-6.123&CDS=1-738	YGR001C
1945	OG0001945	genemark-HE978317-processed-gene-6.89-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.89&CDS=1-1236	YGL004C
1946	OG0001946	genemark-HE978317-processed-gene-6.90-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.90&CDS=1-882	YGL005C
1947	OG0001947	genemark-HE978317-processed-gene-6.108-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.108&CDS=1-3486	YGL006W
1948	OG0001948	augustus_masked-HE978317-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.52&CDS=1-2487	YGL014W
1949	OG0001949	genemark-HE978317-processed-gene-6.109-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.109&CDS=1-3090	YGL013C
1950	OG0001950	augustus_masked-HE978317-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.53&CDS=1-1386	YGL012W
1951	OG0001951	genemark-HE978317-processed-gene-6.110-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.110&CDS=1-756	YGL011C
1952	OG0001952	genemark-HE978317-processed-gene-6.94-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.94&CDS=1-552	YGL010W
1953	OG0001953	genemark-HE978317-processed-gene-6.95-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.95&CDS=1-1167	YGR012W
1954	OG0001954	genemark-HE978317-processed-gene-6.112-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.112&CDS=1-1392	YNL261W
1955	OG0001955	augustus_masked-HE978317-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.56&CDS=1-2982	YGR014W
1956	OG0001956	augustus_masked-HE978317-processed-gene-6.74-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.74&CDS=1-873	YGR015C
1957	OG0001957	genemark-HE978317-processed-gene-6.98-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.98&CDS=1-315	YGL030W
1958	OG0001958	augustus_masked-HE978317-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.76&CDS=1-1470	YGL028C
1959	OG0001959	snap_masked-HE978317-processed-gene-6.35-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-6.35&CDS=1-2448	YGL027C
1960	OG0001960	snap_masked-HE978317-processed-gene-6.37-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-6.37&CDS=1-624	YGL033W
1961	OG0001961	genemark-HE978317-processed-gene-6.99-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.99&CDS=1-1377	YGL035C
1962	OG0001962	augustus_masked-HE978317-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-6.60&CDS=1-495	YGR146C
1963	OG0001963	genemark-HE978317-processed-gene-6.117-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.117&CDS=1-2226	YGR009C
1964	OG0001964	genemark-HE978317-processed-gene-6.118-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.118&CDS=1-2088	YGR145W
1965	OG0001965	snap_masked-HE978317-processed-gene-6.40-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-6.40&CDS=1-2142	YGL036W
1966	OG0001966	genemark-HE978317-processed-gene-6.101-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.101&CDS=1-639	YGL037C
1967	OG0001967	snap_masked-HE978317-processed-gene-6.20-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-6.20&CDS=1-1395	YGL038C
1968	OG0001968	genemark-HE978317-processed-gene-6.120-mRNA-1_1&gene=genemark-HE978317-processed-gene-6.120&CDS=1-912	YGR152C
1969	OG0001969	genemark-HE978317-processed-gene-7.99-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.99&CDS=1-1020	YGL040C
1970	OG0001970	genemark-HE978317-processed-gene-7.100-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.100&CDS=1-849	YGR017W
1971	OG0001971	genemark-HE978317-processed-gene-7.101-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.101&CDS=1-1416	YGR019W
1972	OG0001972	genemark-HE978317-processed-gene-7.103-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.103&CDS=1-354	YGR020C
1973	OG0001973	genemark-HE978317-processed-gene-7.102-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.102&CDS=1-774	YGR021W
1974	OG0001974	genemark-HE978317-processed-gene-7.129-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.129&CDS=1-711	YGR024C
1975	OG0001975	genemark-HE978317-processed-gene-7.105-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.105&CDS=1-843	YGR026W
1976	OG0001976	genemark-HE978317-processed-gene-7.106-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.106&CDS=1-1077	YGR028W
1977	OG0001977	genemark-HE978317-processed-gene-7.107-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.107&CDS=1-576	YGR029W
1978	OG0001978	augustus_masked-HE978317-processed-gene-7.79-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.79&CDS=1-477	YGR030C
1979	OG0001979	maker-HE978317-snap-gene-7.95-mRNA-1_1&gene=maker-HE978317-snap-gene-7.95&CDS=1-1860	YLR340W
1980	OG0001980	snap_masked-HE978317-processed-gene-7.33-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-7.33&CDS=1-633	YGR033C
1981	OG0001981	snap_masked-HE978317-processed-gene-7.34-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-7.34&CDS=1-546	YGR036C
1982	OG0001982	snap_masked-HE978317-processed-gene-7.35-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-7.35&CDS=1-258	YGR037C
1983	OG0001983	genemark-HE978317-processed-gene-7.112-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.112&CDS=1-1119	YGR040W
1984	OG0001984	augustus_masked-HE978317-processed-gene-7.61-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.61&CDS=1-1098	YGR041W
1985	OG0001985	augustus_masked-HE978317-processed-gene-7.62-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.62&CDS=1-732	YGR042W
1986	OG0001986	genemark-HE978317-processed-gene-7.134-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.134&CDS=1-1458	YGR044C
1987	OG0001987	genemark-HE978317-processed-gene-7.116-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.116&CDS=1-1314	YGR052W
1988	OG0001988	augustus_masked-HE978317-processed-gene-7.85-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.85&CDS=1-642	YGR053C
1989	OG0001989	genemark-HE978317-processed-gene-7.136-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.136&CDS=1-750	YGR057C
1990	OG0001990	genemark-HE978317-processed-gene-7.119-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.119&CDS=1-930	YGR058W
1991	OG0001991	genemark-HE978317-processed-gene-7.121-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.121&CDS=1-924	YGR060W
1992	OG0001992	snap_masked-HE978317-processed-gene-7.40-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-7.40&CDS=1-4047	YGR061C
1993	OG0001993	snap_masked-HE978317-processed-gene-7.22-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-7.22&CDS=1-264	YLR363W-A
1994	OG0001994	augustus_masked-HE978317-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.88&CDS=1-2745	YGR065C
1995	OG0001995	genemark-HE978317-processed-gene-7.139-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.139&CDS=1-3030	YGR067C
1996	OG0001996	augustus_masked-HE978317-processed-gene-7.90-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-7.90&CDS=1-1638	YGR068C
1997	OG0001997	genemark-HE978317-processed-gene-7.141-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.141&CDS=1-486	YLR370C
1998	OG0001998	genemark-HE978317-processed-gene-7.123-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.123&CDS=1-4188	YLR371W
1999	OG0001999	genemark-HE978317-processed-gene-7.143-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.143&CDS=1-828	YDL051W
2000	OG0002000	genemark-HE978317-processed-gene-7.125-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.125&CDS=1-864	YDL052C
2001	OG0002001	genemark-HE978317-processed-gene-7.126-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.126&CDS=1-438	YDL053C
2002	OG0002002	genemark-HE978317-processed-gene-7.127-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.127&CDS=1-1563	YDL054C
2003	OG0002003	genemark-HE978317-processed-gene-7.128-mRNA-1_1&gene=genemark-HE978317-processed-gene-7.128&CDS=1-1083	YDL055C
2004	OG0002004	genemark-HE978317-processed-gene-8.9-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.9&CDS=1-2532	YDL056W
2005	OG0002005	augustus_masked-HE978317-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.107&CDS=1-993	YDL057W
2006	OG0002006	maker-HE978317-snap-gene-8.4-mRNA-1_1&gene=maker-HE978317-snap-gene-8.4&CDS=1-6084	YDL058W
2007	OG0002007	genemark-HE978317-processed-gene-8.6-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.6&CDS=1-645	YDL059C
2008	OG0002008	genemark-HE978317-processed-gene-8.7-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.7&CDS=1-1803	YDL063C
2009	OG0002009	genemark-HE978317-processed-gene-8.12-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.12&CDS=1-471	YDL064W
2010	OG0002010	genemark-HE978317-processed-gene-8.8-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.8&CDS=1-939	YDL065C
2011	OG0002011	augustus_masked-HE978317-processed-gene-8.111-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.111&CDS=1-555	YDL067C
2012	OG0002012	genemark-HE978317-processed-gene-8.15-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.15&CDS=1-495	YDL072C
2013	OG0002013	augustus_masked-HE978317-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.155&CDS=1-2274	YDL073W
2014	OG0002014	genemark-HE978317-processed-gene-8.16-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.16&CDS=1-2058	YDL074C
2015	OG0002015	augustus_masked-HE978317-processed-gene-8.114-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.114&CDS=1-858	YDL076C
2016	OG0002016	genemark-HE978317-processed-gene-8.18-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.18&CDS=1-3240	YDL077C
2017	OG0002017	genemark-HE978317-processed-gene-8.63-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.63&CDS=1-1296	YKL181W
2018	OG0002018	genemark-HE978317-processed-gene-8.64-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.64&CDS=1-882	YKL183W
2019	OG0002019	genemark-HE978317-processed-gene-8.65-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.65&CDS=1-1419	YKL184W
2020	OG0002020	augustus_masked-HE978317-processed-gene-8.159-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.159&CDS=1-1704	YKL185W
2021	OG0002021	genemark-HE978317-processed-gene-8.19-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.19&CDS=1-519	YKL186C
2022	OG0002022	genemark-HE978317-processed-gene-8.21-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.21&CDS=1-2466	YKL188C
2023	OG0002023	genemark-HE978317-processed-gene-8.67-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.67&CDS=1-1158	YKL189W
2024	OG0002024	augustus_masked-HE978317-processed-gene-8.119-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.119&CDS=1-780	YIR018W
2025	OG0002025	genemark-HE978317-processed-gene-8.69-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.69&CDS=1-1512	YOL030W
2026	OG0002026	genemark-HE978317-processed-gene-8.23-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.23&CDS=1-1143	YMR010W
2027	OG0002027	genemark-HE978317-processed-gene-8.24-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.24&CDS=1-1389	YHL021C
2028	OG0002028	snap_masked-HE978317-processed-gene-8.209-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.209&CDS=1-1146	YHL022C
2029	OG0002029	genemark-HE978317-processed-gene-8.26-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.26&CDS=1-618	YOR016C
2030	OG0002030	augustus_masked-HE978317-processed-gene-8.163-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.163&CDS=1-579	YAL008W
2031	OG0002031	genemark-HE978317-processed-gene-8.71-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.71&CDS=1-807	YAL009W
2032	OG0002032	genemark-HE978317-processed-gene-8.27-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.27&CDS=1-1443	YAL010C
2033	OG0002033	genemark-HE978317-processed-gene-8.72-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.72&CDS=1-1701	YAL011W
2034	OG0002034	genemark-HE978317-processed-gene-8.73-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.73&CDS=1-1170	YAL012W
2035	OG0002035	genemark-HE978317-processed-gene-8.74-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.74&CDS=1-1497	YAL013W
2036	OG0002036	augustus_masked-HE978317-processed-gene-8.168-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.168&CDS=1-1122	YAL020C
2037	OG0002037	genemark-HE978317-processed-gene-8.28-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.28&CDS=1-3195	YAL019W
2038	OG0002038	genemark-HE978317-processed-gene-8.29-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.29&CDS=1-3210	YOL051W
2039	OG0002039	genemark-HE978317-processed-gene-8.76-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.76&CDS=1-897	YAL018C
2040	OG0002040	genemark-HE978317-processed-gene-8.30-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.30&CDS=1-4320	YAL017W
2041	OG0002041	genemark-HE978317-processed-gene-8.77-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.77&CDS=1-1242	YAL015C
2042	OG0002042	snap_masked-HE978317-processed-gene-8.266-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.266&CDS=1-735	YAL014C
2043	OG0002043	genemark-HE978317-processed-gene-8.31-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.31&CDS=1-2337	YAL021C
2044	OG0002044	genemark-HE978317-processed-gene-8.32-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.32&CDS=1-1302	YAL022C
2045	OG0002045	genemark-HE978317-processed-gene-8.34-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.34&CDS=1-4386	YAL024C
2046	OG0002046	genemark-HE978317-processed-gene-8.35-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.35&CDS=1-4026	YAL026C
2047	OG0002047	genemark-HE978317-processed-gene-8.79-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.79&CDS=1-780	YAL027W
2048	OG0002048	snap_masked-HE978317-processed-gene-8.268-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.268&CDS=1-1758	YAL028W
2049	OG0002049	augustus_masked-HE978317-processed-gene-8.132-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.132&CDS=1-2589	YAL031C
2050	OG0002050	augustus_masked-HE978317-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.133&CDS=1-1062	YAL032C
2051	OG0002051	genemark-HE978317-processed-gene-8.81-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.81&CDS=1-507	YAL033W
2052	OG0002052	genemark-HE978317-processed-gene-8.82-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.82&CDS=1-735	YAL034W-A
2053	OG0002053	genemark-HE978317-processed-gene-8.40-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.40&CDS=1-5013	YOR341W
2054	OG0002054	genemark-HE978317-processed-gene-8.41-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.41&CDS=1-1104	YAL036C
2055	OG0002055	genemark-HE978317-processed-gene-8.42-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.42&CDS=1-795	YAL039C
2056	OG0002056	genemark-HE978317-processed-gene-8.85-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.85&CDS=1-2457	YAL041W
2057	OG0002057	augustus_masked-HE978317-processed-gene-8.138-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.138&CDS=1-2259	YAL043C
2058	OG0002058	genemark-HE978317-processed-gene-8.44-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.44&CDS=1-504	YAL044C
2059	OG0002059	augustus_masked-HE978317-processed-gene-8.178-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.178&CDS=1-342	YAL044W-A
2060	OG0002060	genemark-HE978317-processed-gene-8.45-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.45&CDS=1-2301	YPL190C
2061	OG0002061	snap_masked-HE978317-processed-gene-8.231-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.231&CDS=1-441	YPL192C
2062	OG0002062	augustus_masked-HE978317-processed-gene-8.179-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.179&CDS=1-2847	YPL194W
2063	OG0002063	genemark-HE978317-processed-gene-8.90-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.90&CDS=1-3507	YPL195W
2064	OG0002064	maker-HE978317-augustus-gene-8.1-mRNA-1_1&gene=maker-HE978317-augustus-gene-8.1&CDS=1-1932	YGL077C
2065	OG0002065	genemark-HE978317-processed-gene-8.48-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.48&CDS=1-1497	YER021W
2066	OG0002066	genemark-HE978317-processed-gene-8.93-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.93&CDS=1-498	YJR118C
2067	OG0002067	genemark-HE978317-processed-gene-8.94-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.94&CDS=1-1950	YJR119C
2068	OG0002068	genemark-HE978317-processed-gene-8.49-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.49&CDS=1-1563	YJR121W
2069	OG0002069	genemark-HE978317-processed-gene-8.50-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.50&CDS=1-1329	YJR122W
2070	OG0002070	genemark-HE978317-processed-gene-8.51-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.51&CDS=1-675	YJR123W
2071	OG0002071	genemark-HE978317-processed-gene-8.95-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.95&CDS=1-1359	YJR124C
2072	OG0002072	genemark-HE978317-processed-gene-8.53-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.53&CDS=1-1572	YER025W
2073	OG0002073	genemark-HE978317-processed-gene-8.96-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.96&CDS=1-1752	YLR452C
2074	OG0002074	genemark-HE978317-processed-gene-8.98-mRNA-1_1&gene=genemark-HE978317-processed-gene-8.98&CDS=1-1434	YPR163C
2075	OG0002075	snap_masked-HE978317-processed-gene-8.239-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.239&CDS=1-7920	YLR454W
2076	OG0002076	snap_masked-HE978317-processed-gene-8.240-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.240&CDS=1-636	YPR165W
2077	OG0002077	maker-HE978317-augustus-gene-8.0-mRNA-1_1&gene=maker-HE978317-augustus-gene-8.0&CDS=1-1326	YPR168W
2078	OG0002078	augustus_masked-HE978317-processed-gene-8.187-mRNA-1_1&gene=augustus_masked-HE978317-processed-gene-8.187&CDS=1-900	YLR457C
2079	OG0002079	snap_masked-HE978317-processed-gene-8.245-mRNA-1_1&gene=snap_masked-HE978317-processed-gene-8.245&CDS=1-219	YIL171W
2080	OG0002080	augustus_masked-HE978318-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.61&CDS=1-2232	YOR373W
2081	OG0002081	snap_masked-HE978318-processed-gene-0.78-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-0.78&CDS=1-1884	YOR372C
2082	OG0002082	genemark-HE978318-processed-gene-0.2-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.2&CDS=1-1836	YOR370C
2083	OG0002083	genemark-HE978318-processed-gene-0.3-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.3&CDS=1-429	YOR369C
2084	OG0002084	genemark-HE978318-processed-gene-0.24-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.24&CDS=1-1170	YOR368W
2085	OG0002085	augustus_masked-HE978318-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.43&CDS=1-504	YAL055W
2086	OG0002086	genemark-HE978318-processed-gene-0.25-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.25&CDS=1-603	YOR367W
2087	OG0002087	genemark-HE978318-processed-gene-0.26-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.26&CDS=1-750	YAL049C
2088	OG0002088	genemark-HE978318-processed-gene-0.6-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.6&CDS=1-837	YOR362C
2089	OG0002089	genemark-HE978318-processed-gene-0.7-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.7&CDS=1-2208	YOR361C
2090	OG0002090	genemark-HE978318-processed-gene-0.8-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.8&CDS=1-1620	YOR360C
2091	OG0002091	genemark-HE978318-processed-gene-0.27-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.27&CDS=1-1479	YOR359W
2092	OG0002092	augustus_masked-HE978318-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.66&CDS=1-636	YOR358W
2093	OG0002093	genemark-HE978318-processed-gene-0.9-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.9&CDS=1-474	YOR357C
2094	OG0002094	snap_masked-HE978318-processed-gene-0.88-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-0.88&CDS=1-1224	YAL042W
2095	OG0002095	genemark-HE978318-processed-gene-0.29-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.29&CDS=1-1779	YOR356W
2096	OG0002096	snap_masked-HE978318-processed-gene-0.106-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-0.106&CDS=1-1647	YOR355W
2097	OG0002097	augustus_masked-HE978318-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.69&CDS=1-1107	YAL040C
2098	OG0002098	augustus_masked-HE978318-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-HE978318-processed-gene-0.50&CDS=1-2106	YOR354C
2099	OG0002099	genemark-HE978318-processed-gene-0.12-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.12&CDS=1-2706	YOR353C
2100	OG0002100	genemark-HE978318-processed-gene-0.32-mRNA-1_1&gene=genemark-HE978318-processed-gene-0.32&CDS=1-954	YOR352W
2101	OG0002101	snap_masked-HE978318-processed-gene-0.91-mRNA-1_1&gene=snap_masked-HE978318-processed-gene-0.91&CDS=1-2727	YOR351C
