	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034881_Torulaspora_pretoriensis
1995	OG0001995	YFR045W	genemark-flattened_line_4-processed-gene-6.102-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.102&CDS=1-981
1996	OG0001996	YFR046C	augustus_masked-flattened_line_4-processed-gene-6.223-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.223&CDS=1-927
1997	OG0001997	YFR047C	maker-flattened_line_4-augustus-gene-6.167-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-6.167&CDS=1-1449
1998	OG0001998	YFR048W	genemark-flattened_line_4-processed-gene-6.106-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.106&CDS=1-1749
1999	OG0001999	YFR049W	genemark-flattened_line_4-processed-gene-6.108-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.108&CDS=1-405
2000	OG0002000	YFR050C	genemark-flattened_line_4-processed-gene-6.153-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.153&CDS=1-795
2001	OG0002001	YFR051C	genemark-flattened_line_4-processed-gene-6.154-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.154&CDS=1-1605
2002	OG0002002	YFR055W	genemark-flattened_line_4-processed-gene-6.161-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.161&CDS=1-1206
2003	OG0002003	YGL001C	genemark-flattened_line_34-processed-gene-0.87-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.87&CDS=1-1047
2004	OG0002004	YGL003C	augustus_masked-flattened_line_34-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.13&CDS=1-2970
2005	OG0002005	YGL004C	snap_masked-flattened_line_34-processed-gene-0.168-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.168&CDS=1-2103
2006	OG0002006	YGL006W	genemark-flattened_line_34-processed-gene-0.130-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.130&CDS=1-3474
2007	OG0002007	YGL008C	genemark-flattened_line_34-processed-gene-0.94-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.94&CDS=1-2721
2008	OG0002008	YGL009C	genemark-flattened_line_34-processed-gene-0.134-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.134&CDS=1-2319
2009	OG0002009	YGL011C	genemark-flattened_line_34-processed-gene-0.133-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.133&CDS=1-759
2010	OG0002010	YGL012W	maker-flattened_line_34-snap-gene-0.76-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.76&CDS=1-3846
2011	OG0002011	YGL013C	snap_masked-flattened_line_34-processed-gene-0.209-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.209&CDS=1-3255
2012	OG0002012	YGL016W	genemark-flattened_line_34-processed-gene-0.135-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.135&CDS=1-5649
2013	OG0002013	YGL017W	genemark-flattened_line_34-processed-gene-0.136-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.136&CDS=1-1476
2014	OG0002014	YGL018C	genemark-flattened_line_34-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.99&CDS=1-576
2015	OG0002015	YGL019W	genemark-flattened_line_34-processed-gene-0.137-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.137&CDS=1-807
2016	OG0002016	YGL020C	genemark-flattened_line_34-processed-gene-0.100-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.100&CDS=1-684
2017	OG0002017	YGL022W	genemark-flattened_line_34-processed-gene-0.139-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.139&CDS=1-2163
2018	OG0002018	YGL023C	augustus_masked-flattened_line_34-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.23&CDS=1-1887
2019	OG0002019	YGL025C	snap_masked-flattened_line_34-processed-gene-0.179-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.179&CDS=1-1089
2020	OG0002020	YGL026C	genemark-flattened_line_34-processed-gene-0.105-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.105&CDS=1-2127
2021	OG0002021	YGL027C	genemark-flattened_line_34-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.107&CDS=1-2265
2022	OG0002022	YGL028C	genemark-flattened_line_34-processed-gene-0.108-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.108&CDS=1-1620
2023	OG0002023	YGL029W	genemark-flattened_line_34-processed-gene-0.143-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.143&CDS=1-372
2024	OG0002024	YGL030W	maker-flattened_line_34-snap-gene-0.77-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.77&CDS=1-339
2025	OG0002025	YGL032C	snap_masked-flattened_line_34-processed-gene-0.186-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.186&CDS=1-264
2026	OG0002026	YGL033W	genemark-flattened_line_34-processed-gene-0.147-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.147&CDS=1-654
2027	OG0002027	YGL035C	genemark-flattened_line_34-processed-gene-0.112-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.112&CDS=1-1062
2028	OG0002028	YGL036W	augustus_masked-flattened_line_34-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.69&CDS=1-2349
2029	OG0002029	YGL037C	genemark-flattened_line_34-processed-gene-0.114-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.114&CDS=1-642
2030	OG0002030	YGL038C	genemark-flattened_line_34-processed-gene-0.115-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.115&CDS=1-1356
2031	OG0002031	YGL047W	snap_masked-flattened_line_40-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.64&CDS=1-594
2032	OG0002032	YGL048C	genemark-flattened_line_40-processed-gene-0.26-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.26&CDS=1-1215
2033	OG0002033	YGL050W	genemark-flattened_line_40-processed-gene-0.41-mRNA-1_1&gene=genemark-flattened_line_40-processed-gene-0.41&CDS=1-687
2034	OG0002034	YGL054C	genemark-flattened_line_10-processed-gene-4.48-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.48&CDS=1-411
2035	OG0002035	YGL055W	genemark-flattened_line_10-processed-gene-4.21-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.21&CDS=1-1452
2036	OG0002036	YGL059W	augustus_masked-flattened_line_10-processed-gene-4.151-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.151&CDS=1-1953
2037	OG0002037	YGL060W	genemark-flattened_line_10-processed-gene-4.18-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.18&CDS=1-1989
2038	OG0002038	YGL064C	genemark-flattened_line_24-processed-gene-1.185-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.185&CDS=1-1605
2039	OG0002039	YGL065C	genemark-flattened_line_24-processed-gene-1.182-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.182&CDS=1-1539
2040	OG0002040	YGL068W	genemark-flattened_line_24-processed-gene-1.137-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.137&CDS=1-516
2041	OG0002041	YGL070C	genemark-flattened_line_24-processed-gene-1.179-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.179&CDS=1-366
2042	OG0002042	YGL071W	genemark-flattened_line_24-processed-gene-1.136-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.136&CDS=1-1434
2043	OG0002043	YGL073W	genemark-flattened_line_24-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.134&CDS=1-1638
2044	OG0002044	YGL075C	snap_masked-flattened_line_24-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.80&CDS=1-990
2045	OG0002045	YGL094C	genemark-flattened_line_6-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-0.30&CDS=1-3297
2046	OG0002046	YGL095C	snap_masked-flattened_line_6-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.75&CDS=1-1752
2047	OG0002047	YGL097W	genemark-flattened_line_6-processed-gene-3.92-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.92&CDS=1-1446
2048	OG0002048	YGL098W	genemark-flattened_line_6-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.91&CDS=1-774
2049	OG0002049	YGL099W	genemark-flattened_line_6-processed-gene-3.90-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.90&CDS=1-1932
2050	OG0002050	YGL100W	maker-flattened_line_6-augustus-gene-3.127-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-3.127&CDS=1-1782
2051	OG0002051	YGL103W	genemark-flattened_line_6-processed-gene-3.85-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.85&CDS=1-447
2052	OG0002052	YGL105W	genemark-flattened_line_6-processed-gene-3.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.84&CDS=1-1104
2053	OG0002053	YGL106W	genemark-flattened_line_6-processed-gene-3.83-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.83&CDS=1-438
2054	OG0002054	YGL108C	genemark-flattened_line_6-processed-gene-3.107-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-3.107&CDS=1-381
2055	OG0002055	YGL122C	genemark-flattened_line_10-processed-gene-4.5-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.5&CDS=1-1488
2056	OG0002056	YGL123W	genemark-flattened_line_10-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.7&CDS=1-774
2057	OG0002057	YGL124C	genemark-flattened_line_10-processed-gene-4.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.9&CDS=1-1710
2058	OG0002058	YGL125W	genemark-flattened_line_10-processed-gene-4.40-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.40&CDS=1-1800
2059	OG0002059	YGL126W	genemark-flattened_line_10-processed-gene-4.41-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.41&CDS=1-858
2060	OG0002060	YGL127C	genemark-flattened_line_10-processed-gene-4.16-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-4.16&CDS=1-366
2061	OG0002061	YGL130W	snap_masked-flattened_line_24-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.88&CDS=1-1398
2062	OG0002062	YGL131C	genemark-flattened_line_24-processed-gene-1.145-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.145&CDS=1-2604
2063	OG0002063	YGL133W	genemark-flattened_line_24-processed-gene-1.189-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.189&CDS=1-4224
2064	OG0002064	YGL134W	augustus_masked-flattened_line_24-processed-gene-1.275-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.275&CDS=1-1350
2065	OG0002065	YGL136C	genemark-flattened_line_24-processed-gene-1.148-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.148&CDS=1-921
2066	OG0002066	YGL137W	snap_masked-flattened_line_24-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-1.95&CDS=1-2499
2067	OG0002067	YGL138C	augustus_masked-flattened_line_24-processed-gene-1.237-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-1.237&CDS=1-1332
2068	OG0002068	YGL140C	genemark-flattened_line_30-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.99&CDS=1-3576
2069	OG0002069	YGL141W	genemark-flattened_line_1-processed-gene-1.26-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.26&CDS=1-2748
2070	OG0002070	YGL142C	snap_masked-flattened_line_1-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.108&CDS=1-1797
2071	OG0002071	YGL144C	maker-flattened_line_1-augustus-gene-1.170-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-1.170&CDS=1-3267
2072	OG0002072	YGL145W	snap_masked-flattened_line_1-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.80&CDS=1-1938
2073	OG0002073	YGL146C	snap_masked-flattened_line_1-processed-gene-1.103-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-1.103&CDS=1-771
2074	OG0002074	YGL148W	genemark-flattened_line_1-processed-gene-1.18-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.18&CDS=1-1128
2075	OG0002075	YGL150C	genemark-flattened_line_1-processed-gene-1.41-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.41&CDS=1-4230
2076	OG0002076	YGL151W	genemark-flattened_line_1-processed-gene-1.17-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.17&CDS=1-3231
2077	OG0002077	YGL153W	genemark-flattened_line_1-processed-gene-1.16-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-1.16&CDS=1-1011
2078	OG0002078	YGL156W	augustus_masked-flattened_line_1-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-1.130&CDS=1-4209
2079	OG0002079	YGL161C	snap_masked-flattened_line_18-processed-gene-2.94-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.94&CDS=1-885
2080	OG0002080	YGL162W	snap_masked-flattened_line_18-processed-gene-2.74-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-2.74&CDS=1-861
2081	OG0002081	YGL163C	genemark-flattened_line_18-processed-gene-2.145-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.145&CDS=1-2607
2082	OG0002082	YGL164C	genemark-flattened_line_18-processed-gene-2.144-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.144&CDS=1-1344
2083	OG0002083	YGL167C	genemark-flattened_line_6-processed-gene-5.91-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.91&CDS=1-2832
2084	OG0002084	YGL169W	augustus_masked-flattened_line_6-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.119&CDS=1-1260
2085	OG0002085	YGL171W	augustus_masked-flattened_line_6-processed-gene-5.142-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.142&CDS=1-2934
2086	OG0002086	YGL173C	genemark-flattened_line_6-processed-gene-5.79-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.79&CDS=1-4392
2087	OG0002087	YGL174W	genemark-flattened_line_6-processed-gene-5.99-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.99&CDS=1-813
2088	OG0002088	YGL175C	augustus_masked-flattened_line_6-processed-gene-5.126-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.126&CDS=1-984
2089	OG0002089	YGL176C	augustus_masked-flattened_line_6-processed-gene-6.166-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-6.166&CDS=1-1530
2090	OG0002090	YGL178W	genemark-flattened_line_6-processed-gene-6.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.89&CDS=1-2286
2091	OG0002091	YGL180W	genemark-flattened_line_6-processed-gene-2.107-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.107&CDS=1-2661
2092	OG0002092	YGL181W	genemark-flattened_line_6-processed-gene-2.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.108&CDS=1-1305
2093	OG0002093	YGL183C	augustus_masked-flattened_line_6-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.29&CDS=1-708
2094	OG0002094	YGL184C	genemark-flattened_line_6-processed-gene-2.84-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.84&CDS=1-1389
2095	OG0002095	YGL186C	augustus_masked-flattened_line_6-processed-gene-2.31-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.31&CDS=1-3081
2096	OG0002096	YGL190C	genemark-flattened_line_6-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.89&CDS=1-1566
2097	OG0002097	YGL192W	maker-flattened_line_6-snap-gene-2.3-mRNA-1_1&gene=maker-flattened_line_6-snap-gene-2.3&CDS=1-1902
2098	OG0002098	YGL194C	genemark-flattened_line_6-processed-gene-2.90-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.90&CDS=1-1338
2099	OG0002099	YGL195W	snap_masked-flattened_line_6-processed-gene-2.172-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.172&CDS=1-8013
2100	OG0002100	YGL197W	snap_masked-flattened_line_6-processed-gene-2.173-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-2.173&CDS=1-4779
2101	OG0002101	YGL198W	genemark-flattened_line_6-processed-gene-2.113-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.113&CDS=1-681
2102	OG0002102	YGL200C	genemark-flattened_line_6-processed-gene-2.92-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-2.92&CDS=1-612
2103	OG0002103	YGL201C	genemark-flattened_line_4-processed-gene-5.78-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.78&CDS=1-2997
2104	OG0002104	YGL202W	genemark-flattened_line_4-processed-gene-5.99-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.99&CDS=1-1491
2105	OG0002105	YGL203C	genemark-flattened_line_4-processed-gene-5.80-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.80&CDS=1-1995
2106	OG0002106	YGL205W	genemark-flattened_line_4-processed-gene-5.101-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.101&CDS=1-2256
2107	OG0002107	YGL206C	genemark-flattened_line_4-processed-gene-6.83-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.83&CDS=1-4956
2108	OG0002108	YGL207W	genemark-flattened_line_4-processed-gene-6.84-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.84&CDS=1-3072
2109	OG0002109	YGL210W	maker-flattened_line_4-snap-gene-6.242-mRNA-1_1&gene=maker-flattened_line_4-snap-gene-6.242&CDS=1-651
2110	OG0002110	YGL211W	genemark-flattened_line_4-processed-gene-6.127-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.127&CDS=1-1134
2111	OG0002111	YGL212W	augustus_masked-flattened_line_4-processed-gene-6.208-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.208&CDS=1-1068
2112	OG0002112	YGL213C	genemark-flattened_line_4-processed-gene-6.89-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.89&CDS=1-1290
2113	OG0002113	YGL215W	genemark-flattened_line_4-processed-gene-6.129-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.129&CDS=1-1236
2114	OG0002114	YGL216W	snap_masked-flattened_line_4-processed-gene-6.45-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.45&CDS=1-2508
2115	OG0002115	YGL218W	snap_masked-flattened_line_4-processed-gene-6.46-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.46&CDS=1-363
2116	OG0002116	YGL219C	genemark-flattened_line_4-processed-gene-6.90-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.90&CDS=1-1671
2117	OG0002117	YGL220W	snap_masked-flattened_line_4-processed-gene-6.47-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.47&CDS=1-252
2118	OG0002118	YGL221C	genemark-flattened_line_4-processed-gene-6.91-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.91&CDS=1-882
2119	OG0002119	YGL222C	augustus_masked-flattened_line_4-processed-gene-6.178-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.178&CDS=1-1050
2120	OG0002120	YGL223C	augustus_masked-flattened_line_4-processed-gene-6.179-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.179&CDS=1-1203
2121	OG0002121	YGL224C	augustus_masked-flattened_line_4-processed-gene-6.180-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.180&CDS=1-918
2122	OG0002122	YGL225W	genemark-flattened_line_4-processed-gene-6.133-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.133&CDS=1-1008
2123	OG0002123	YGL226C-A	snap_masked-flattened_line_4-processed-gene-6.13-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.13&CDS=1-258
2124	OG0002124	YGL226W	genemark-flattened_line_4-processed-gene-6.134-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.134&CDS=1-396
2125	OG0002125	YGL227W	genemark-flattened_line_4-processed-gene-6.135-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.135&CDS=1-2535
2126	OG0002126	YGL228W	augustus_masked-flattened_line_4-processed-gene-6.217-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.217&CDS=1-1701
2127	OG0002127	YGL231C	snap_masked-flattened_line_4-processed-gene-6.17-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.17&CDS=1-555
2128	OG0002128	YGL233W	genemark-flattened_line_4-processed-gene-6.140-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.140&CDS=1-3345
2129	OG0002129	YGL234W	genemark-flattened_line_4-processed-gene-6.142-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.142&CDS=1-2379
2130	OG0002130	YGL236C	genemark-flattened_line_4-processed-gene-6.103-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.103&CDS=1-1965
2131	OG0002131	YGL237C	genemark-flattened_line_4-processed-gene-6.104-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.104&CDS=1-756
2132	OG0002132	YGL238W	genemark-flattened_line_4-processed-gene-6.144-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.144&CDS=1-2871
2133	OG0002133	YGL241W	genemark-flattened_line_4-processed-gene-6.147-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.147&CDS=1-3063
2134	OG0002134	YGL242C	genemark-flattened_line_4-processed-gene-6.105-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.105&CDS=1-540
2135	OG0002135	YGL243W	genemark-flattened_line_4-processed-gene-6.148-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.148&CDS=1-1182
2136	OG0002136	YGL244W	genemark-flattened_line_4-processed-gene-6.149-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.149&CDS=1-1686
2137	OG0002137	YGL245W	genemark-flattened_line_4-processed-gene-6.150-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.150&CDS=1-2121
2138	OG0002138	YGL246C	genemark-flattened_line_4-processed-gene-6.107-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.107&CDS=1-1134
2139	OG0002139	YGL247W	genemark-flattened_line_4-processed-gene-6.151-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.151&CDS=1-633
2140	OG0002140	YGL248W	genemark-flattened_line_4-processed-gene-6.152-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.152&CDS=1-1089
2141	OG0002141	YGL249W	snap_masked-flattened_line_4-processed-gene-6.73-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-6.73&CDS=1-1881
2142	OG0002142	YGL250W	genemark-flattened_line_4-processed-gene-6.156-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.156&CDS=1-843
2143	OG0002143	YGL251C	genemark-flattened_line_4-processed-gene-6.109-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.109&CDS=1-3438
2144	OG0002144	YGL252C	augustus_masked-flattened_line_4-processed-gene-6.195-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-6.195&CDS=1-2487
2145	OG0002145	YGL255W	genemark-flattened_line_4-processed-gene-6.116-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-6.116&CDS=1-1149
2146	OG0002146	YGL256W	genemark-flattened_line_10-processed-gene-5.203-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.203&CDS=1-1149
2147	OG0002147	YGL257C	genemark-flattened_line_26-processed-gene-1.150-mRNA-1_1&gene=genemark-flattened_line_26-processed-gene-1.150&CDS=1-1677
2148	OG0002148	YGR001C	augustus_masked-flattened_line_34-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.10&CDS=1-552
2149	OG0002149	YGR002C	genemark-flattened_line_1-processed-gene-7.74-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.74&CDS=1-1437
2150	OG0002150	YGR003W	augustus_masked-flattened_line_1-processed-gene-7.41-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-7.41&CDS=1-2250
2151	OG0002151	YGR005C	maker-flattened_line_1-snap-gene-7.58-mRNA-1_1&gene=maker-flattened_line_1-snap-gene-7.58&CDS=1-1398
2152	OG0002152	YGR006W	genemark-flattened_line_1-processed-gene-7.102-mRNA-1_1&gene=genemark-flattened_line_1-processed-gene-7.102&CDS=1-720
2153	OG0002153	YGR007W	maker-flattened_line_1-augustus-gene-7.57-mRNA-1_1&gene=maker-flattened_line_1-augustus-gene-7.57&CDS=1-1650
2154	OG0002154	YGR008C	snap_masked-flattened_line_1-processed-gene-7.131-mRNA-1_1&gene=snap_masked-flattened_line_1-processed-gene-7.131&CDS=1-258
2155	OG0002155	YGR009C	genemark-flattened_line_34-processed-gene-0.148-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.148&CDS=1-1848
2156	OG0002156	YGR030C	augustus_masked-flattened_line_14-processed-gene-0.129-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.129&CDS=1-504
2157	OG0002157	YGR033C	genemark-flattened_line_14-processed-gene-0.81-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.81&CDS=1-741
2158	OG0002158	YGR036C	genemark-flattened_line_14-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.82&CDS=1-693
2159	OG0002159	YGR037C	snap_masked-flattened_line_14-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.34&CDS=1-258
2160	OG0002160	YGR038W	genemark-flattened_line_14-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.64&CDS=1-639
2161	OG0002161	YGR040W	genemark-flattened_line_14-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-0.65&CDS=1-1098
2162	OG0002162	YGR041W	augustus_masked-flattened_line_1-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-flattened_line_1-processed-gene-3.38&CDS=1-1086
2163	OG0002163	YGR042W	snap_masked-flattened_line_22-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-0.5&CDS=1-441
2164	OG0002164	YGR044C	genemark-flattened_line_22-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-0.85&CDS=1-819
2165	OG0002165	YGR046W	genemark-flattened_line_30-processed-gene-0.116-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.116&CDS=1-1167
2166	OG0002166	YGR047C	maker-flattened_line_30-augustus-gene-0.42-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-0.42&CDS=1-3906
