	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035645_Yarrowia_divulgata
1636	OG0001636	YGR277C	maker-flattened_line_151-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_151-snap-gene-0.86&CDS=1-1095
1637	OG0001637	YGR278W	augustus_masked-flattened_line_336-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_336-processed-gene-0.12&CDS=1-2463
1638	OG0001638	YGR279C	augustus_masked-flattened_line_336-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_336-processed-gene-0.20&CDS=1-888
1639	OG0001639	YGR281W	genemark-flattened_line_468-processed-gene-0.3-mRNA-1_1&gene=genemark-flattened_line_468-processed-gene-0.3&CDS=1-4263
1640	OG0001640	YGR282C	snap_masked-flattened_line_19-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.83&CDS=1-891
1641	OG0001641	YGR284C	snap_masked-flattened_line_13-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-1.29&CDS=1-966
1642	OG0001642	YGR285C	snap_masked-flattened_line_326-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_326-processed-gene-0.23&CDS=1-1287
1643	OG0001643	YGR286C	snap_masked-flattened_line_131-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.3&CDS=1-1152
1644	OG0001644	YHL004W	snap_masked-flattened_line_45-processed-gene-1.26-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.26&CDS=1-1278
1645	OG0001645	YHL007C	maker-flattened_line_143-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_143-snap-gene-0.70&CDS=1-4518
1646	OG0001646	YHL008C	snap_masked-flattened_line_31-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.14&CDS=1-1002
1647	OG0001647	YHL009C	snap_masked-flattened_line_39-processed-gene-1.46-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.46&CDS=1-960
1648	OG0001648	YHL010C	snap_masked-flattened_line_77-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_77-processed-gene-0.24&CDS=1-1575
1649	OG0001649	YHL011C	snap_masked-flattened_line_93-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.115&CDS=1-987
1650	OG0001650	YHL013C	snap_masked-flattened_line_49-processed-gene-0.21-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.21&CDS=1-930
1651	OG0001651	YHL015W	snap_masked-flattened_line_21-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.11&CDS=1-351
1652	OG0001652	YHL020C	snap_masked-flattened_line_35-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_35-processed-gene-1.124&CDS=1-2217
1653	OG0001653	YHL021C	snap_masked-flattened_line_43-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.10&CDS=1-1362
1654	OG0001654	YHL022C	snap_masked-flattened_line_43-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-0.23&CDS=1-729
1655	OG0001655	YHL023C	snap_masked-flattened_line_31-processed-gene-1.12-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-1.12&CDS=1-2013
1656	OG0001656	YHL024W	maker-flattened_line_268-snap-gene-0.46-mRNA-1_1&gene=maker-flattened_line_268-snap-gene-0.46&CDS=1-1716
1657	OG0001657	YHL027W	snap_masked-flattened_line_135-processed-gene-0.84-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.84&CDS=1-1806
1658	OG0001658	YHL028W	maker-flattened_line_99-snap-gene-0.28-mRNA-1_1&gene=maker-flattened_line_99-snap-gene-0.28&CDS=1-1047
1659	OG0001659	YHL029C	snap_masked-flattened_line_137-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.20&CDS=1-1794
1660	OG0001660	YHL030W	maker-flattened_line_171-snap-gene-0.74-mRNA-1_1&gene=maker-flattened_line_171-snap-gene-0.74&CDS=1-5091
1661	OG0001661	YHL031C	snap_masked-flattened_line_242-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_242-processed-gene-0.14&CDS=1-654
1662	OG0001662	YHL032C	snap_masked-flattened_line_39-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-0.18&CDS=1-1509
1663	OG0001663	YHR004C	genemark-flattened_line_348-processed-gene-0.12-mRNA-1_1&gene=genemark-flattened_line_348-processed-gene-0.12&CDS=1-1434
1664	OG0001664	YHR005C	snap_masked-flattened_line_23-processed-gene-1.21-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.21&CDS=1-1236
1665	OG0001665	YHR005C-A	snap_masked-flattened_line_5-processed-gene-3.17-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.17&CDS=1-282
1666	OG0001666	YHR007C	snap_masked-flattened_line_9-processed-gene-2.16-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.16&CDS=1-1569
1667	OG0001667	YHR008C	snap_masked-flattened_line_29-processed-gene-1.124-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.124&CDS=1-687
1668	OG0001668	YHR009C	snap_masked-flattened_line_9-processed-gene-2.47-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.47&CDS=1-1200
1669	OG0001669	YHR012W	maker-flattened_line_21-snap-gene-1.4-mRNA-1_1&gene=maker-flattened_line_21-snap-gene-1.4&CDS=1-801
1670	OG0001670	YHR013C	snap_masked-flattened_line_9-processed-gene-2.46-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.46&CDS=1-585
1671	OG0001671	YHR018C	snap_masked-flattened_line_179-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.62&CDS=1-1392
1672	OG0001672	YHR019C	snap_masked-flattened_line_113-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.105&CDS=1-1698
1673	OG0001673	YHR020W	snap_masked-flattened_line_113-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.124&CDS=1-1584
1674	OG0001674	YHR023W	maker-flattened_line_45-snap-gene-1.46-mRNA-1_1&gene=maker-flattened_line_45-snap-gene-1.46&CDS=1-6171
1675	OG0001675	YHR024C	snap_masked-flattened_line_45-processed-gene-1.38-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.38&CDS=1-1473
1676	OG0001676	YHR025W	snap_masked-flattened_line_45-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-1.20&CDS=1-1062
1677	OG0001677	YHR026W	snap_masked-flattened_line_310-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_310-processed-gene-0.20&CDS=1-588
1678	OG0001678	YHR027C	snap_masked-flattened_line_19-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.70&CDS=1-2949
1679	OG0001679	YHR028C	snap_masked-flattened_line_19-processed-gene-0.69-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.69&CDS=1-2631
1680	OG0001680	YHR030C	snap_masked-flattened_line_19-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-0.68&CDS=1-1515
1681	OG0001681	YHR032W	snap_masked-flattened_line_179-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.41&CDS=1-1803
1682	OG0001682	YHR034C	augustus_masked-flattened_line_2-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.60&CDS=1-996
1683	OG0001683	YHR037W	snap_masked-flattened_line_290-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_290-processed-gene-0.34&CDS=1-1707
1684	OG0001684	YHR038W	snap_masked-flattened_line_5-processed-gene-1.14-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-1.14&CDS=1-795
1685	OG0001685	YHR039C	snap_masked-flattened_line_23-processed-gene-1.29-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.29&CDS=1-1884
1686	OG0001686	YHR040W	snap_masked-flattened_line_23-processed-gene-1.67-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.67&CDS=1-1047
1687	OG0001687	YHR041C	snap_masked-flattened_line_71-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.24&CDS=1-657
1688	OG0001688	YHR042W	snap_masked-flattened_line_85-processed-gene-0.131-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.131&CDS=1-2166
1689	OG0001689	YHR045W	snap_masked-flattened_line_57-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.67&CDS=1-1056
1690	OG0001690	YHR051W	maker-flattened_line_5-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_5-snap-gene-0.3&CDS=1-450
1691	OG0001691	YHR058C	snap_masked-flattened_line_181-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.59&CDS=1-687
1692	OG0001692	YHR059W	snap_masked-flattened_line_51-processed-gene-1.20-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-1.20&CDS=1-357
1693	OG0001693	YHR062C	snap_masked-flattened_line_73-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.208&CDS=1-774
1694	OG0001694	YHR063C	augustus_masked-flattened_line_123-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_123-processed-gene-0.20&CDS=1-1062
1695	OG0001695	YHR064C	snap_masked-flattened_line_7-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-0.25&CDS=1-1608
1696	OG0001696	YHR065C	snap_masked-flattened_line_384-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_384-processed-gene-0.6&CDS=1-1440
1697	OG0001697	YHR067W	snap_masked-flattened_line_91-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.108&CDS=1-933
1698	OG0001698	YHR068W	snap_masked-flattened_line_350-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_350-processed-gene-0.4&CDS=1-1038
1699	OG0001699	YHR069C	snap_masked-flattened_line_316-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_316-processed-gene-0.2&CDS=1-1002
1700	OG0001700	YHR070W	genemark-flattened_line_316-processed-gene-0.27-mRNA-1_1&gene=genemark-flattened_line_316-processed-gene-0.27&CDS=1-1530
1701	OG0001701	YHR071W	snap_masked-flattened_line_21-processed-gene-2.20-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-2.20&CDS=1-852
1702	OG0001702	YHR072W	snap_masked-flattened_line_302-processed-gene-0.13-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.13&CDS=1-2226
1703	OG0001703	YHR072W-A	snap_masked-flattened_line_9-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-0.23&CDS=1-192
1704	OG0001704	YHR073W	snap_masked-flattened_line_27-processed-gene-1.58-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.58&CDS=1-2388
1705	OG0001705	YHR074W	snap_masked-flattened_line_2-processed-gene-3.145-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.145&CDS=1-2115
1706	OG0001706	YHR075C	snap_masked-flattened_line_2-processed-gene-3.178-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.178&CDS=1-1263
1707	OG0001707	YHR076W	snap_masked-flattened_line_15-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_15-processed-gene-0.19&CDS=1-1026
1708	OG0001708	YHR078W	snap_masked-flattened_line_199-processed-gene-0.68-mRNA-1_1&gene=snap_masked-flattened_line_199-processed-gene-0.68&CDS=1-1479
1709	OG0001709	YHR079C	snap_masked-flattened_line_25-processed-gene-0.64-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-0.64&CDS=1-3612
1710	OG0001710	YHR082C	genemark-flattened_line_197-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_197-processed-gene-0.63&CDS=1-1140
1711	OG0001711	YHR084W	snap_masked-flattened_line_214-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_214-processed-gene-0.44&CDS=1-1752
1712	OG0001712	YHR085W	augustus_masked-flattened_line_89-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_89-processed-gene-0.17&CDS=1-1227
1713	OG0001713	YHR086W	snap_masked-flattened_line_61-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.6&CDS=1-1290
1714	OG0001714	YHR088W	snap_masked-flattened_line_37-processed-gene-1.15-mRNA-1_1&gene=snap_masked-flattened_line_37-processed-gene-1.15&CDS=1-879
1715	OG0001715	YHR089C	snap_masked-flattened_line_115-processed-gene-0.36-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.36&CDS=1-609
1716	OG0001716	YHR090C	snap_masked-flattened_line_69-processed-gene-0.163-mRNA-1_1&gene=snap_masked-flattened_line_69-processed-gene-0.163&CDS=1-849
1717	OG0001717	YHR098C	snap_masked-flattened_line_31-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_31-processed-gene-0.78&CDS=1-2718
1718	OG0001718	YHR099W	maker-flattened_line_57-augustus-gene-1.0-mRNA-1_1&gene=maker-flattened_line_57-augustus-gene-1.0&CDS=1-11481
1719	OG0001719	YHR100C	snap_masked-flattened_line_25-processed-gene-1.35-mRNA-1_1&gene=snap_masked-flattened_line_25-processed-gene-1.35&CDS=1-579
1720	OG0001720	YHR102W	genemark-flattened_line_51-processed-gene-0.86-mRNA-1_1&gene=genemark-flattened_line_51-processed-gene-0.86&CDS=1-2724
1721	OG0001721	YHR104W	snap_masked-flattened_line_39-processed-gene-1.25-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.25&CDS=1-948
1722	OG0001722	YHR107C	snap_masked-flattened_line_141-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_141-processed-gene-0.18&CDS=1-1143
1723	OG0001723	YHR111W	augustus_masked-flattened_line_246-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_246-processed-gene-0.4&CDS=1-1182
1724	OG0001724	YHR112C	snap_masked-flattened_line_117-processed-gene-0.78-mRNA-1_1&gene=snap_masked-flattened_line_117-processed-gene-0.78&CDS=1-1137
1725	OG0001725	YHR113W	snap_masked-flattened_line_9-processed-gene-2.22-mRNA-1_1&gene=snap_masked-flattened_line_9-processed-gene-2.22&CDS=1-1428
1726	OG0001726	YHR114W	snap_masked-flattened_line_65-processed-gene-0.31-mRNA-1_1&gene=snap_masked-flattened_line_65-processed-gene-0.31&CDS=1-1884
1727	OG0001727	YHR116W	snap_masked-flattened_line_7-processed-gene-2.209-mRNA-1_1&gene=snap_masked-flattened_line_7-processed-gene-2.209&CDS=1-372
1728	OG0001728	YHR119W	genemark-flattened_line_127-processed-gene-0.14-mRNA-1_1&gene=genemark-flattened_line_127-processed-gene-0.14&CDS=1-3603
1729	OG0001729	YHR120W	augustus_masked-flattened_line_7-processed-gene-2.68-mRNA-1_1&gene=augustus_masked-flattened_line_7-processed-gene-2.68&CDS=1-2925
1730	OG0001730	YHR121W	snap_masked-flattened_line_57-processed-gene-0.91-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.91&CDS=1-645
1731	OG0001731	YHR122W	snap_masked-flattened_line_127-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.76&CDS=1-579
1732	OG0001732	YHR124W	snap_masked-flattened_line_127-processed-gene-0.52-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.52&CDS=1-1371
1733	OG0001733	YHR128W	snap_masked-flattened_line_17-processed-gene-2.11-mRNA-1_1&gene=snap_masked-flattened_line_17-processed-gene-2.11&CDS=1-648
1734	OG0001734	YHR132C	snap_masked-flattened_line_135-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_135-processed-gene-0.109&CDS=1-1671
1735	OG0001735	YHR134W	snap_masked-flattened_line_33-processed-gene-1.53-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-1.53&CDS=1-813
1736	OG0001736	YHR135C	snap_masked-flattened_line_73-processed-gene-0.178-mRNA-1_1&gene=snap_masked-flattened_line_73-processed-gene-0.178&CDS=1-1359
1737	OG0001737	YHR137W	snap_masked-flattened_line_298-processed-gene-0.3-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.3&CDS=1-1599
1738	OG0001738	YHR142W	snap_masked-flattened_line_89-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.81&CDS=1-1005
1739	OG0001739	YHR143W-A	genemark-flattened_line_49-processed-gene-0.89-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.89&CDS=1-204
1740	OG0001740	YHR144C	snap_masked-flattened_line_71-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_71-processed-gene-0.43&CDS=1-936
1741	OG0001741	YHR147C	snap_masked-flattened_line_45-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_45-processed-gene-0.71&CDS=1-609
1742	OG0001742	YHR148W	snap_masked-flattened_line_43-processed-gene-1.129-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.129&CDS=1-549
1743	OG0001743	YHR150W	augustus_masked-flattened_line_75-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-flattened_line_75-processed-gene-0.140&CDS=1-1656
1744	OG0001744	YHR151C	genemark-flattened_line_320-processed-gene-0.45-mRNA-1_1&gene=genemark-flattened_line_320-processed-gene-0.45&CDS=1-2076
1745	OG0001745	YHR164C	snap_masked-flattened_line_51-processed-gene-1.27-mRNA-1_1&gene=snap_masked-flattened_line_51-processed-gene-1.27&CDS=1-4203
1746	OG0001746	YHR165C	maker-flattened_line_57-snap-gene-0.63-mRNA-1_1&gene=maker-flattened_line_57-snap-gene-0.63&CDS=1-8712
1747	OG0001747	YHR168W	snap_masked-flattened_line_61-processed-gene-0.34-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.34&CDS=1-1581
1748	OG0001748	YHR169W	augustus_masked-flattened_line_133-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_133-processed-gene-0.52&CDS=1-1326
1749	OG0001749	YHR170W	snap_masked-flattened_line_159-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_159-processed-gene-0.17&CDS=1-1515
1750	OG0001750	YHR171W	snap_masked-flattened_line_49-processed-gene-0.2-mRNA-1_1&gene=snap_masked-flattened_line_49-processed-gene-0.2&CDS=1-1797
1751	OG0001751	YHR172W	snap_masked-flattened_line_133-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_133-processed-gene-0.14&CDS=1-2367
1752	OG0001752	YHR174W	snap_masked-flattened_line_43-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_43-processed-gene-1.144&CDS=1-1314
1753	OG0001753	YHR175W	maker-flattened_line_73-snap-gene-0.210-mRNA-1_1&gene=maker-flattened_line_73-snap-gene-0.210&CDS=1-462
1754	OG0001754	YHR176W	augustus_masked-flattened_line_41-processed-gene-1.54-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-1.54&CDS=1-1323
1755	OG0001755	YHR181W	snap_masked-flattened_line_27-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-0.61&CDS=1-645
1756	OG0001756	YHR183W	maker-flattened_line_95-snap-gene-0.133-mRNA-1_1&gene=maker-flattened_line_95-snap-gene-0.133&CDS=1-1467
1757	OG0001757	YHR186C	snap_masked-flattened_line_5-processed-gene-3.2-mRNA-1_1&gene=snap_masked-flattened_line_5-processed-gene-3.2&CDS=1-3924
1758	OG0001758	YHR187W	snap_masked-flattened_line_29-processed-gene-1.132-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-1.132&CDS=1-876
1759	OG0001759	YHR188C	snap_masked-flattened_line_0-processed-gene-2.95-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.95&CDS=1-1725
1760	OG0001760	YHR190W	snap_masked-flattened_line_67-processed-gene-0.109-mRNA-1_1&gene=snap_masked-flattened_line_67-processed-gene-0.109&CDS=1-1335
1761	OG0001761	YHR191C	snap_masked-flattened_line_113-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.103&CDS=1-360
1762	OG0001762	YHR193C	snap_masked-flattened_line_137-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_137-processed-gene-0.23&CDS=1-624
1763	OG0001763	YHR194W	augustus_masked-flattened_line_63-processed-gene-0.138-mRNA-1_1&gene=augustus_masked-flattened_line_63-processed-gene-0.138&CDS=1-1761
1764	OG0001764	YHR200W	augustus_masked-flattened_line_85-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-flattened_line_85-processed-gene-0.17&CDS=1-846
1765	OG0001765	YHR201C	snap_masked-flattened_line_61-processed-gene-0.11-mRNA-1_1&gene=snap_masked-flattened_line_61-processed-gene-0.11&CDS=1-1149
1766	OG0001766	YHR202W	augustus_masked-flattened_line_103-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.52&CDS=1-1722
1767	OG0001767	YHR204W	snap_masked-flattened_line_93-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.139&CDS=1-2064
1768	OG0001768	YHR205W	genemark-flattened_line_216-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_216-processed-gene-0.58&CDS=1-2034
1769	OG0001769	YHR206W	snap_masked-flattened_line_216-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_216-processed-gene-0.5&CDS=1-1212
1770	OG0001770	YHR207C	snap_masked-flattened_line_75-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_75-processed-gene-0.25&CDS=1-1245
1771	OG0001771	YIL001W	snap_masked-flattened_line_39-processed-gene-1.37-mRNA-1_1&gene=snap_masked-flattened_line_39-processed-gene-1.37&CDS=1-1521
1772	OG0001772	YIL003W	snap_masked-flattened_line_21-processed-gene-0.76-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-0.76&CDS=1-858
1773	OG0001773	YIL004C	snap_masked-flattened_line_129-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.20&CDS=1-477
1774	OG0001774	YIL006W	snap_masked-flattened_line_466-processed-gene-0.1-mRNA-1_1&gene=snap_masked-flattened_line_466-processed-gene-0.1&CDS=1-918
1775	OG0001775	YIL007C	snap_masked-flattened_line_21-processed-gene-1.11-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.11&CDS=1-606
1776	OG0001776	YIL008W	snap_masked-flattened_line_21-processed-gene-1.28-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.28&CDS=1-297
1777	OG0001777	YIL010W	snap_masked-flattened_line_21-processed-gene-1.10-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.10&CDS=1-651
1778	OG0001778	YIL019W	snap_masked-flattened_line_234-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.6&CDS=1-1194
1779	OG0001779	YIL020C	snap_masked-flattened_line_234-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_234-processed-gene-0.17&CDS=1-795
1780	OG0001780	YIL021W	snap_masked-flattened_line_392-processed-gene-0.8-mRNA-1_1&gene=snap_masked-flattened_line_392-processed-gene-0.8&CDS=1-963
1781	OG0001781	YIL022W	snap_masked-flattened_line_161-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.85&CDS=1-1257
1782	OG0001782	YIL023C	snap_masked-flattened_line_302-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_302-processed-gene-0.15&CDS=1-1329
1783	OG0001783	YIL026C	augustus_masked-flattened_line_87-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_87-processed-gene-0.35&CDS=1-2844
1784	OG0001784	YIL030C	snap_masked-flattened_line_87-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_87-processed-gene-0.103&CDS=1-2781
1785	OG0001785	YIL031W	augustus_masked-flattened_line_161-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.42&CDS=1-3417
1786	OG0001786	YIL033C	genemark-flattened_line_302-processed-gene-0.2-mRNA-1_1&gene=genemark-flattened_line_302-processed-gene-0.2&CDS=1-1140
1787	OG0001787	YIL034C	genemark-flattened_line_177-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_177-processed-gene-0.66&CDS=1-780
1788	OG0001788	YIL039W	snap_masked-flattened_line_19-processed-gene-2.62-mRNA-1_1&gene=snap_masked-flattened_line_19-processed-gene-2.62&CDS=1-1167
1789	OG0001789	YIL041W	snap_masked-flattened_line_0-processed-gene-2.123-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.123&CDS=1-912
1790	OG0001790	YIL042C	snap_masked-flattened_line_21-processed-gene-1.17-mRNA-1_1&gene=snap_masked-flattened_line_21-processed-gene-1.17&CDS=1-1173
1791	OG0001791	YIL043C	snap_masked-flattened_line_103-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.75&CDS=1-840
1792	OG0001792	YIL044C	snap_masked-flattened_line_81-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_81-processed-gene-0.38&CDS=1-1158
1793	OG0001793	YIL046W	genemark-flattened_line_296-processed-gene-0.0-mRNA-1_1&gene=genemark-flattened_line_296-processed-gene-0.0&CDS=1-1998
1794	OG0001794	YIL047C	genemark-flattened_line_79-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_79-processed-gene-0.56&CDS=1-2988
1795	OG0001795	YIL048W	snap_masked-flattened_line_13-processed-gene-2.24-mRNA-1_1&gene=snap_masked-flattened_line_13-processed-gene-2.24&CDS=1-3015
1796	OG0001796	YIL049W	snap_masked-flattened_line_91-processed-gene-0.105-mRNA-1_1&gene=snap_masked-flattened_line_91-processed-gene-0.105&CDS=1-1002
1797	OG0001797	YIL050W	snap_masked-flattened_line_298-processed-gene-0.10-mRNA-1_1&gene=snap_masked-flattened_line_298-processed-gene-0.10&CDS=1-741
1798	OG0001798	YIL061C	augustus_masked-flattened_line_23-processed-gene-1.122-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.122&CDS=1-735
1799	OG0001799	YIL062C	maker-flattened_line_23-snap-gene-1.86-mRNA-1_1&gene=maker-flattened_line_23-snap-gene-1.86&CDS=1-465
1800	OG0001800	YIL063C	snap_masked-flattened_line_23-processed-gene-1.76-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.76&CDS=1-1359
1801	OG0001801	YIL064W	snap_masked-flattened_line_23-processed-gene-1.36-mRNA-1_1&gene=snap_masked-flattened_line_23-processed-gene-1.36&CDS=1-705
1802	OG0001802	YIL065C	snap_masked-flattened_line_254-processed-gene-0.41-mRNA-1_1&gene=snap_masked-flattened_line_254-processed-gene-0.41&CDS=1-462
