	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034866_Zygosaccharomyces_bisporus
1462	OG0001462	YGL128C	snap_masked-flattened_line_80-processed-gene-0.97-mRNA-1_1&gene=snap_masked-flattened_line_80-processed-gene-0.97&CDS=1-792
1463	OG0001463	YGL130W	augustus_masked-flattened_line_20-processed-gene-1.74-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.74&CDS=1-1338
1464	OG0001464	YGL131C	genemark-flattened_line_20-processed-gene-1.164-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-1.164&CDS=1-3918
1465	OG0001465	YGL133W	augustus_masked-flattened_line_20-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.71&CDS=1-3384
1466	OG0001466	YGL136C	augustus_masked-flattened_line_20-processed-gene-1.69-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.69&CDS=1-927
1467	OG0001467	YGL137W	augustus_masked-flattened_line_20-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.66&CDS=1-2646
1468	OG0001468	YGL138C	augustus_masked-flattened_line_20-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.68&CDS=1-1335
1469	OG0001469	YGL140C	augustus_masked-flattened_line_80-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.21&CDS=1-3555
1470	OG0001470	YGL141W	augustus_masked-flattened_line_60-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.63&CDS=1-2748
1471	OG0001471	YGL142C	genemark-flattened_line_60-processed-gene-0.153-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.153&CDS=1-1437
1472	OG0001472	YGL143C	augustus_masked-flattened_line_60-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_60-processed-gene-0.86&CDS=1-1182
1473	OG0001473	YGL144C	augustus_masked-flattened_line_0-processed-gene-3.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.71&CDS=1-2028
1474	OG0001474	YGL145W	augustus_masked-flattened_line_0-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.33&CDS=1-2001
1475	OG0001475	YGL150C	augustus_masked-flattened_line_76-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.64&CDS=1-4272
1476	OG0001476	YGL151W	augustus_masked-flattened_line_76-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.85&CDS=1-3249
1477	OG0001477	YGL153W	augustus_masked-flattened_line_76-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.86&CDS=1-1083
1478	OG0001478	YGL154C	snap_masked-flattened_line_76-processed-gene-0.103-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.103&CDS=1-792
1479	OG0001479	YGL156W	augustus_masked-flattened_line_76-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.87&CDS=1-4221
1480	OG0001480	YGL159W	maker-flattened_line_74-augustus-gene-0.94-mRNA-1_1&gene=maker-flattened_line_74-augustus-gene-0.94&CDS=1-1542
1481	OG0001481	YGL160W	augustus_masked-flattened_line_74-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.54&CDS=1-1578
1482	OG0001482	YGL161C	snap_masked-flattened_line_128-processed-gene-0.54-mRNA-1_1&gene=snap_masked-flattened_line_128-processed-gene-0.54&CDS=1-699
1483	OG0001483	YGL163C	augustus_masked-flattened_line_128-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.78&CDS=1-2721
1484	OG0001484	YGL164C	augustus_masked-flattened_line_128-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_128-processed-gene-0.77&CDS=1-1260
1485	OG0001485	YGL167C	augustus_masked-flattened_line_102-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.98&CDS=1-2826
1486	OG0001486	YGL169W	augustus_masked-flattened_line_102-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.110&CDS=1-1248
1487	OG0001487	YGL171W	maker-flattened_line_102-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_102-snap-gene-0.0&CDS=1-3276
1488	OG0001488	YGL173C	augustus_masked-flattened_line_102-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.107&CDS=1-4578
1489	OG0001489	YGL174W	augustus_masked-flattened_line_102-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.92&CDS=1-816
1490	OG0001490	YGL175C	snap_masked-flattened_line_102-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_102-processed-gene-0.70&CDS=1-1011
1491	OG0001491	YGL176C	snap_masked-flattened_line_140-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.15&CDS=1-1434
1492	OG0001492	YGL178W	snap_masked-flattened_line_140-processed-gene-0.4-mRNA-1_1&gene=snap_masked-flattened_line_140-processed-gene-0.4&CDS=1-2352
1493	OG0001493	YGL180W	augustus_masked-flattened_line_140-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.43&CDS=1-2688
1494	OG0001494	YGL181W	augustus_masked-flattened_line_140-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.42&CDS=1-1710
1495	OG0001495	YGL183C	augustus_masked-flattened_line_140-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.51&CDS=1-573
1496	OG0001496	YGL184C	augustus_masked-flattened_line_140-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.50&CDS=1-1365
1497	OG0001497	YGL185C	augustus_masked-flattened_line_140-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.49&CDS=1-1128
1498	OG0001498	YGL187C	augustus_masked-flattened_line_140-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-flattened_line_140-processed-gene-0.48&CDS=1-462
1499	OG0001499	YGL190C	augustus_masked-flattened_line_38-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.213&CDS=1-1530
1500	OG0001500	YGL192W	maker-flattened_line_38-augustus-gene-0.217-mRNA-1_1&gene=maker-flattened_line_38-augustus-gene-0.217&CDS=1-1914
1501	OG0001501	YGL194C-A	snap_masked-flattened_line_38-processed-gene-0.153-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.153&CDS=1-225
1502	OG0001502	YGL195W	snap_masked-flattened_line_38-processed-gene-0.115-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.115&CDS=1-8025
1503	OG0001503	YGL196W	snap_masked-flattened_line_38-processed-gene-0.114-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.114&CDS=1-1287
1504	OG0001504	YGL197W	snap_masked-flattened_line_38-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.113&CDS=1-4722
1505	OG0001505	YGL198W	snap_masked-flattened_line_38-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_38-processed-gene-0.112&CDS=1-678
1506	OG0001506	YGL200C	augustus_masked-flattened_line_38-processed-gene-0.210-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.210&CDS=1-603
1507	OG0001507	YGL201C	augustus_masked-flattened_line_14-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.60&CDS=1-3042
1508	OG0001508	YGL202W	augustus_masked-flattened_line_14-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.83&CDS=1-1488
1509	OG0001509	YGL203C	augustus_masked-flattened_line_14-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.62&CDS=1-1938
1510	OG0001510	YGL205W	augustus_masked-flattened_line_40-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.119&CDS=1-2274
1511	OG0001511	YGL206C	augustus_masked-flattened_line_40-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.92&CDS=1-4944
1512	OG0001512	YGL207W	augustus_masked-flattened_line_40-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.120&CDS=1-3081
1513	OG0001513	YGL210W	augustus_masked-flattened_line_46-processed-gene-0.181-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.181&CDS=1-657
1514	OG0001514	YGL211W	augustus_masked-flattened_line_46-processed-gene-0.182-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.182&CDS=1-4560
1515	OG0001515	YGL213C	augustus_masked-flattened_line_46-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.157&CDS=1-1266
1516	OG0001516	YGL215W	snap_masked-flattened_line_46-processed-gene-0.112-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.112&CDS=1-1392
1517	OG0001517	YGL216W	snap_masked-flattened_line_46-processed-gene-0.113-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.113&CDS=1-2391
1518	OG0001518	YGL219C	augustus_masked-flattened_line_46-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.158&CDS=1-1680
1519	OG0001519	YGL220W	augustus_masked-flattened_line_46-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.184&CDS=1-252
1520	OG0001520	YGL221C	snap_masked-flattened_line_46-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.77&CDS=1-870
1521	OG0001521	YGL222C	snap_masked-flattened_line_46-processed-gene-0.79-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.79&CDS=1-969
1522	OG0001522	YGL223C	snap_masked-flattened_line_46-processed-gene-0.80-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.80&CDS=1-1215
1523	OG0001523	YGL224C	snap_masked-flattened_line_46-processed-gene-0.81-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.81&CDS=1-834
1524	OG0001524	YGL225W	augustus_masked-flattened_line_46-processed-gene-0.187-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.187&CDS=1-1032
1525	OG0001525	YGL226C-A	snap_masked-flattened_line_46-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.85&CDS=1-258
1526	OG0001526	YGL226W	snap_masked-flattened_line_46-processed-gene-0.118-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.118&CDS=1-399
1527	OG0001527	YGL227W	snap_masked-flattened_line_46-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.119&CDS=1-2631
1528	OG0001528	YGL228W	snap_masked-flattened_line_46-processed-gene-0.121-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.121&CDS=1-2112
1529	OG0001529	YGL231C	snap_masked-flattened_line_46-processed-gene-0.88-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.88&CDS=1-555
1530	OG0001530	YGL233W	genemark-flattened_line_46-processed-gene-0.53-mRNA-1_1&gene=genemark-flattened_line_46-processed-gene-0.53&CDS=1-3414
1531	OG0001531	YGL234W	augustus_masked-flattened_line_46-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.195&CDS=1-2382
1532	OG0001532	YGL236C	maker-flattened_line_46-snap-gene-0.0-mRNA-1_1&gene=maker-flattened_line_46-snap-gene-0.0&CDS=1-2736
1533	OG0001533	YGL238W	augustus_masked-flattened_line_46-processed-gene-0.197-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.197&CDS=1-7464
1534	OG0001534	YGL242C	augustus_masked-flattened_line_46-processed-gene-0.169-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.169&CDS=1-549
1535	OG0001535	YGL243W	augustus_masked-flattened_line_46-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.198&CDS=1-1131
1536	OG0001536	YGL244W	augustus_masked-flattened_line_46-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.199&CDS=1-1683
1537	OG0001537	YGL245W	augustus_masked-flattened_line_46-processed-gene-0.200-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.200&CDS=1-2115
1538	OG0001538	YGL246C	augustus_masked-flattened_line_46-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.171&CDS=1-1125
1539	OG0001539	YGL249W	snap_masked-flattened_line_46-processed-gene-0.141-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.141&CDS=1-2049
1540	OG0001540	YGL250W	augustus_masked-flattened_line_46-processed-gene-0.203-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.203&CDS=1-807
1541	OG0001541	YGL252C	augustus_masked-flattened_line_46-processed-gene-0.173-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.173&CDS=1-5115
1542	OG0001542	YGL254W	snap_masked-flattened_line_122-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_122-processed-gene-0.43&CDS=1-447
1543	OG0001543	YGL256W	augustus_masked-flattened_line_28-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-1.130&CDS=1-1146
1544	OG0001544	YGR001C	snap_masked-flattened_line_78-processed-gene-0.117-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.117&CDS=1-540
1545	OG0001545	YGR002C	augustus_masked-flattened_line_78-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.79&CDS=1-1419
1546	OG0001546	YGR003W	augustus_masked-flattened_line_78-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_78-processed-gene-0.61&CDS=1-2235
1547	OG0001547	YGR005C	augustus_masked-flattened_line_98-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.103&CDS=1-1155
1548	OG0001548	YGR006W	augustus_masked-flattened_line_98-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.120&CDS=1-783
1549	OG0001549	YGR007W	snap_masked-flattened_line_98-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.85&CDS=1-963
1550	OG0001550	YGR008C	augustus_masked-flattened_line_98-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.102&CDS=1-264
1551	OG0001551	YGR009C	augustus_masked-flattened_line_22-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.40&CDS=1-1899
1552	OG0001552	YGR012W	snap_masked-flattened_line_98-processed-gene-0.83-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.83&CDS=1-1149
1553	OG0001553	YGR013W	snap_masked-flattened_line_98-processed-gene-0.82-mRNA-1_1&gene=snap_masked-flattened_line_98-processed-gene-0.82&CDS=1-1815
1554	OG0001554	YGR015C	augustus_masked-flattened_line_98-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.101&CDS=1-957
1555	OG0001555	YGR016W	augustus_masked-flattened_line_98-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.117&CDS=1-543
1556	OG0001556	YGR017W	snap_masked-flattened_line_94-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.38&CDS=1-816
1557	OG0001557	YGR019W	augustus_masked-flattened_line_94-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.1&CDS=1-1545
1558	OG0001558	YGR020C	augustus_masked-flattened_line_94-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.20&CDS=1-354
1559	OG0001559	YGR021W	augustus_masked-flattened_line_94-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.3&CDS=1-846
1560	OG0001560	YGR024C	augustus_masked-flattened_line_94-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.22&CDS=1-711
1561	OG0001561	YGR026W	augustus_masked-flattened_line_94-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.6&CDS=1-822
1562	OG0001562	YGR028W	augustus_masked-flattened_line_94-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.8&CDS=1-1086
1563	OG0001563	YGR029W	maker-flattened_line_94-augustus-gene-0.33-mRNA-1_1&gene=maker-flattened_line_94-augustus-gene-0.33&CDS=1-531
1564	OG0001564	YGR030C	augustus_masked-flattened_line_94-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.26&CDS=1-465
1565	OG0001565	YGR031W	snap_masked-flattened_line_94-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_94-processed-gene-0.50&CDS=1-1161
1566	OG0001566	YGR033C	augustus_masked-flattened_line_94-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.27&CDS=1-708
1567	OG0001567	YGR036C	augustus_masked-flattened_line_94-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.28&CDS=1-690
1568	OG0001568	YGR038W	augustus_masked-flattened_line_94-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_94-processed-gene-0.16&CDS=1-666
1569	OG0001569	YGR044C	augustus_masked-flattened_line_246-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_246-processed-gene-0.5&CDS=1-1023
1570	OG0001570	YGR046W	augustus_masked-flattened_line_80-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.5&CDS=1-1173
1571	OG0001571	YGR047C	maker-flattened_line_80-snap-gene-0.73-mRNA-1_1&gene=maker-flattened_line_80-snap-gene-0.73&CDS=1-3849
1572	OG0001572	YGR048W	augustus_masked-flattened_line_80-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.6&CDS=1-1056
1573	OG0001573	YGR053C	snap_masked-flattened_line_6-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-0.135&CDS=1-690
1574	OG0001574	YGR054W	augustus_masked-flattened_line_6-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.71&CDS=1-1902
1575	OG0001575	YGR055W	augustus_masked-flattened_line_6-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.109&CDS=1-1740
1576	OG0001576	YGR057C	genemark-flattened_line_6-processed-gene-1.59-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.59&CDS=1-714
1577	OG0001577	YGR058W	genemark-flattened_line_6-processed-gene-1.61-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-1.61&CDS=1-909
1578	OG0001578	YGR061C	augustus_masked-flattened_line_6-processed-gene-1.131-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.131&CDS=1-4059
1579	OG0001579	YGR062C	augustus_masked-flattened_line_6-processed-gene-1.132-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.132&CDS=1-897
1580	OG0001580	YGR063C	augustus_masked-flattened_line_6-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.133&CDS=1-306
1581	OG0001581	YGR065C	augustus_masked-flattened_line_6-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.134&CDS=1-1833
1582	OG0001582	YGR067C	augustus_masked-flattened_line_138-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-flattened_line_138-processed-gene-0.19&CDS=1-1839
1583	OG0001583	YGR072W	snap_masked-flattened_line_26-processed-gene-0.111-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.111&CDS=1-1059
1584	OG0001584	YGR074W	augustus_masked-flattened_line_26-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.69&CDS=1-423
1585	OG0001585	YGR075C	snap_masked-flattened_line_26-processed-gene-0.94-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.94&CDS=1-639
1586	OG0001586	YGR076C	snap_masked-flattened_line_26-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.93&CDS=1-462
1587	OG0001587	YGR077C	snap_masked-flattened_line_26-processed-gene-0.92-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-0.92&CDS=1-1962
1588	OG0001588	YGR078C	augustus_masked-flattened_line_26-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.54&CDS=1-567
1589	OG0001589	YGR079W	snap_masked-flattened_line_164-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_164-processed-gene-0.15&CDS=1-759
1590	OG0001590	YGR080W	augustus_masked-flattened_line_164-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.47&CDS=1-981
1591	OG0001591	YGR081C	augustus_masked-flattened_line_164-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.39&CDS=1-567
1592	OG0001592	YGR082W	augustus_masked-flattened_line_164-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.45&CDS=1-561
1593	OG0001593	YGR083C	augustus_masked-flattened_line_164-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.38&CDS=1-1788
1594	OG0001594	YGR084C	augustus_masked-flattened_line_164-processed-gene-0.37-mRNA-1_1&gene=augustus_masked-flattened_line_164-processed-gene-0.37&CDS=1-981
1595	OG0001595	YGR088W	augustus_masked-flattened_line_124-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.26&CDS=1-1668
1596	OG0001596	YGR089W	augustus_masked-flattened_line_0-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.57&CDS=1-2625
1597	OG0001597	YGR090W	augustus_masked-flattened_line_0-processed-gene-1.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.58&CDS=1-3627
1598	OG0001598	YGR091W	augustus_masked-flattened_line_0-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.60&CDS=1-1362
1599	OG0001599	YGR092W	augustus_masked-flattened_line_0-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.61&CDS=1-1719
1600	OG0001600	YGR093W	genemark-flattened_line_0-processed-gene-1.6-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-1.6&CDS=1-1344
1601	OG0001601	YGR094W	augustus_masked-flattened_line_0-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.63&CDS=1-3186
1602	OG0001602	YGR095C	augustus_masked-flattened_line_0-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.80&CDS=1-672
1603	OG0001603	YGR096W	augustus_masked-flattened_line_0-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.64&CDS=1-927
1604	OG0001604	YGR097W	augustus_masked-flattened_line_0-processed-gene-1.66-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.66&CDS=1-3228
1605	OG0001605	YGR098C	augustus_masked-flattened_line_0-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.82&CDS=1-4824
1606	OG0001606	YGR099W	augustus_masked-flattened_line_0-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.68&CDS=1-1905
1607	OG0001607	YGR100W	augustus_masked-flattened_line_0-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.70&CDS=1-3819
1608	OG0001608	YGR102C	augustus_masked-flattened_line_0-processed-gene-1.83-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.83&CDS=1-519
1609	OG0001609	YGR103W	augustus_masked-flattened_line_0-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.71&CDS=1-1812
1610	OG0001610	YGR104C	augustus_masked-flattened_line_0-processed-gene-1.84-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.84&CDS=1-780
1611	OG0001611	YGR105W	snap_masked-flattened_line_0-processed-gene-1.108-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.108&CDS=1-234
1612	OG0001612	YGR106C	augustus_masked-flattened_line_0-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-1.85&CDS=1-765
1613	OG0001613	YGR110W	snap_masked-flattened_line_14-processed-gene-0.132-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.132&CDS=1-1296
1614	OG0001614	YGR112W	maker-flattened_line_14-augustus-gene-0.98-mRNA-1_1&gene=maker-flattened_line_14-augustus-gene-0.98&CDS=1-2205
1615	OG0001615	YGR113W	snap_masked-flattened_line_14-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.128&CDS=1-933
1616	OG0001616	YGR116W	augustus_masked-flattened_line_36-processed-gene-0.261-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.261&CDS=1-5544
1617	OG0001617	YGR117C	augustus_masked-flattened_line_36-processed-gene-0.220-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.220&CDS=1-1269
1618	OG0001618	YGR119C	augustus_masked-flattened_line_36-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.218&CDS=1-2109
1619	OG0001619	YGR122W	augustus_masked-flattened_line_36-processed-gene-0.255-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.255&CDS=1-1179
1620	OG0001620	YGR123C	augustus_masked-flattened_line_36-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.214&CDS=1-1539
1621	OG0001621	YGR125W	augustus_masked-flattened_line_22-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-0.61&CDS=1-3045
1622	OG0001622	YGR127W	augustus_masked-flattened_line_26-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.49&CDS=1-921
1623	OG0001623	YGR128C	augustus_masked-flattened_line_26-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.25&CDS=1-1986
1624	OG0001624	YGR129W	augustus_masked-flattened_line_26-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.48&CDS=1-519
1625	OG0001625	YGR130C	maker-flattened_line_26-snap-gene-1.187-mRNA-1_1&gene=maker-flattened_line_26-snap-gene-1.187&CDS=1-2511
