	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034891_Ogataea_pini
1586	OG0001586	YGR193C	maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-4.57-mRNA-1_1&gene=maker-NODE_9_length_506043_cov_41.1641_ID_17-augustus-gene-4.57&CDS=1-1167
1587	OG0001587	YGR194C	maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-6.145-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-augustus-gene-6.145&CDS=1-2184
1588	OG0001588	YGR195W	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.80&CDS=1-741
1589	OG0001589	YGR200C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.225-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.225&CDS=1-2376
1590	OG0001590	YGR202C	augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.49&CDS=1-1425
1591	OG0001591	YGR203W	augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.48&CDS=1-447
1592	OG0001592	YGR205W	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.237-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.237&CDS=1-876
1593	OG0001593	YGR207C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.238-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-5.238&CDS=1-768
1594	OG0001594	YGR208W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.127&CDS=1-909
1595	OG0001595	YGR210C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.204-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.204&CDS=1-1248
1596	OG0001596	YGR211W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.54&CDS=1-1485
1597	OG0001597	YGR215W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.264-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.264&CDS=1-354
1598	OG0001598	YGR216C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.227-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.227&CDS=1-1824
1599	OG0001599	YGR217W	maker-NODE_3_length_762589_cov_41.1718_ID_5-augustus-gene-6.2-mRNA-1_1&gene=maker-NODE_3_length_762589_cov_41.1718_ID_5-augustus-gene-6.2&CDS=1-7242
1600	OG0001600	YGR218W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.190-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-4.190&CDS=1-3222
1601	OG0001601	YGR220C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.105-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.105&CDS=1-840
1602	OG0001602	YGR223C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-0.29&CDS=1-1143
1603	OG0001603	YGR225W	genemark-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.60-mRNA-1_1&gene=genemark-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.60&CDS=1-1695
1604	OG0001604	YGR227W	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.261-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.261&CDS=1-1392
1605	OG0001605	YGR229C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.130&CDS=1-1560
1606	OG0001606	YGR231C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.16-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-6.16&CDS=1-924
1607	OG0001607	YGR233C	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.218-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.218&CDS=1-3483
1608	OG0001608	YGR244C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.220-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-6.220&CDS=1-1239
1609	OG0001609	YGR245C	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.214-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.214&CDS=1-2265
1610	OG0001610	YGR246C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.24&CDS=1-1626
1611	OG0001611	YGR252W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.27-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.27&CDS=1-1368
1612	OG0001612	YGR253C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.3-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.3&CDS=1-765
1613	OG0001613	YGR254W	augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.29-mRNA-1_1&gene=augustus_masked-NODE_12_length_427407_cov_43.2622_ID_23-processed-gene-3.29&CDS=1-1311
1614	OG0001614	YGR255C	augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_22_length_157628_cov_36.7011_ID_43-processed-gene-0.7&CDS=1-1401
1615	OG0001615	YGR257C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-4.13&CDS=1-1167
1616	OG0001616	YGR258C	augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.18&CDS=1-3228
1617	OG0001617	YGR261C	augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.19-mRNA-1_1&gene=augustus_masked-NODE_18_length_230278_cov_46.9649_ID_35-processed-gene-1.19&CDS=1-2499
1618	OG0001618	YGR264C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.296-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.296&CDS=1-2268
1619	OG0001619	YGR266W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-11.7&CDS=1-2091
1620	OG0001620	YGR267C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-4.108&CDS=1-933
1621	OG0001621	YGR268C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-10.47&CDS=1-681
1622	OG0001622	YGR270W	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-5.16&CDS=1-3705
1623	OG0001623	YGR271C-A	augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.83&CDS=1-702
1624	OG0001624	YGR274C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.101-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-1.101&CDS=1-3342
1625	OG0001625	YGR276C	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-3.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-3.8&CDS=1-1941
1626	OG0001626	YGR277C	augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.24-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.24&CDS=1-876
1627	OG0001627	YGR278W	augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-NODE_6_length_595187_cov_40.7488_ID_11-processed-gene-1.40&CDS=1-1716
1628	OG0001628	YGR279C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-1.0&CDS=1-1122
1629	OG0001629	YGR280C	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.121&CDS=1-864
1630	OG0001630	YGR282C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.252-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.252&CDS=1-930
1631	OG0001631	YGR284C	augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.303-mRNA-1_1&gene=augustus_masked-NODE_15_length_279896_cov_36.4395_ID_29-processed-gene-1.303&CDS=1-972
1632	OG0001632	YGR285C	augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.218-mRNA-1_1&gene=augustus_masked-NODE_25_length_143326_cov_38.834_ID_49-processed-gene-0.218&CDS=1-1284
1633	OG0001633	YHL002W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.17&CDS=1-1452
1634	OG0001634	YHL004W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-1.49&CDS=1-1284
1635	OG0001635	YHL008C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.123&CDS=1-1644
1636	OG0001636	YHL009C	augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_727522_cov_37.8473_ID_7-processed-gene-3.102&CDS=1-1068
1637	OG0001637	YHL010C	snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-4.133-mRNA-1_1&gene=snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-4.133&CDS=1-1878
1638	OG0001638	YHL013C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.117&CDS=1-918
1639	OG0001639	YHL015W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-3.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-3.126&CDS=1-345
1640	OG0001640	YHL016C	augustus_masked-NODE_32_length_23415_cov_61.1067_ID_63-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_32_length_23415_cov_61.1067_ID_63-processed-gene-0.6&CDS=1-2139
1641	OG0001641	YHL018W	snap_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.44&CDS=1-372
1642	OG0001642	YHL023C	snap_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_30_length_71047_cov_38.5854_ID_59-processed-gene-0.10&CDS=1-2439
1643	OG0001643	YHL024W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.24&CDS=1-2088
1644	OG0001644	YHL027W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.27&CDS=1-1890
1645	OG0001645	YHL028W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.28&CDS=1-1395
1646	OG0001646	YHL029C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.40&CDS=1-1998
1647	OG0001647	YHL030W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.41&CDS=1-5439
1648	OG0001648	YHL031C	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.127-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-3.127&CDS=1-684
1649	OG0001649	YHL032C	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.17-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-1.17&CDS=1-1875
1650	OG0001650	YHR001W-A	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-13.24&CDS=1-234
1651	OG0001651	YHR002W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.259-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.259&CDS=1-1101
1652	OG0001652	YHR004C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-8.22-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-8.22&CDS=1-1461
1653	OG0001653	YHR005C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-1.42&CDS=1-1752
1654	OG0001654	YHR005C-A	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.163-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.163&CDS=1-279
1655	OG0001655	YHR007C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-2.135&CDS=1-1563
1656	OG0001656	YHR008C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.123-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.123&CDS=1-687
1657	OG0001657	YHR009C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-0.100&CDS=1-1638
1658	OG0001658	YHR011W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.247-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.247&CDS=1-1437
1659	OG0001659	YHR012W	maker-NODE_2_length_776607_cov_38.3854_ID_3-augustus-gene-1.156-mRNA-1_1&gene=maker-NODE_2_length_776607_cov_38.3854_ID_3-augustus-gene-1.156&CDS=1-1023
1660	OG0001660	YHR013C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.112&CDS=1-651
1661	OG0001661	YHR018C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.115&CDS=1-1395
1662	OG0001662	YHR019C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.249-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.249&CDS=1-1656
1663	OG0001663	YHR020W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.250-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.250&CDS=1-2046
1664	OG0001664	YHR024C	augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_676677_cov_38.3359_ID_9-processed-gene-1.22&CDS=1-1491
1665	OG0001665	YHR025W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.27-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.27&CDS=1-1071
1666	OG0001666	YHR026W	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.66-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.66&CDS=1-588
1667	OG0001667	YHR027C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.139-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.139&CDS=1-2751
1668	OG0001668	YHR030C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.118&CDS=1-1359
1669	OG0001669	YHR034C	augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.11&CDS=1-1092
1670	OG0001670	YHR037W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.275-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.275&CDS=1-1785
1671	OG0001671	YHR038W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.207-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.207&CDS=1-807
1672	OG0001672	YHR039C	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.209-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-3.209&CDS=1-1938
1673	OG0001673	YHR040W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.117&CDS=1-1008
1674	OG0001674	YHR041C	augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.42&CDS=1-891
1675	OG0001675	YHR042W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.103-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.103&CDS=1-2067
1676	OG0001676	YHR045W	augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.6&CDS=1-1398
1677	OG0001677	YHR051W	maker-NODE_4_length_727522_cov_37.8473_ID_7-augustus-gene-6.9-mRNA-1_1&gene=maker-NODE_4_length_727522_cov_37.8473_ID_7-augustus-gene-6.9&CDS=1-447
1678	OG0001678	YHR052W	augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.268-mRNA-1_1&gene=augustus_masked-NODE_14_length_290969_cov_36.4051_ID_27-processed-gene-1.268&CDS=1-1182
1679	OG0001679	YHR058C	maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_16_length_268793_cov_37.6974_ID_31-augustus-gene-1.98&CDS=1-1146
1680	OG0001680	YHR059W	snap_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.124-mRNA-1_1&gene=snap_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-1.124&CDS=1-489
1681	OG0001681	YHR062C	augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_13_length_372024_cov_42.924_ID_25-processed-gene-2.21&CDS=1-897
1682	OG0001682	YHR064C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.8-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-9.8&CDS=1-1587
1683	OG0001683	YHR065C	maker-NODE_9_length_506043_cov_41.1641_ID_17-snap-gene-2.173-mRNA-1_1&gene=maker-NODE_9_length_506043_cov_41.1641_ID_17-snap-gene-2.173&CDS=1-3021
1684	OG0001684	YHR068W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.89&CDS=1-1116
1685	OG0001685	YHR070W	augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_16_length_268793_cov_37.6974_ID_31-processed-gene-0.120&CDS=1-1443
1686	OG0001686	YHR071W	genemark-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_8_length_558977_cov_41.7585_ID_15-processed-gene-0.47&CDS=1-948
1687	OG0001687	YHR072W	augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_21_length_165395_cov_37.9666_ID_41-processed-gene-0.66&CDS=1-2166
1688	OG0001688	YHR072W-A	snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.48-mRNA-1_1&gene=snap_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-1.48&CDS=1-177
1689	OG0001689	YHR073W	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-5.16&CDS=1-3450
1690	OG0001690	YHR074W	snap_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.64&CDS=1-2130
1691	OG0001691	YHR075C	augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_28_length_94428_cov_36.8644_ID_55-processed-gene-0.8&CDS=1-1326
1692	OG0001692	YHR076W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.45&CDS=1-1092
1693	OG0001693	YHR077C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.47-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.47&CDS=1-3162
1694	OG0001694	YHR078W	augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-NODE_10_length_485264_cov_41.3579_ID_19-processed-gene-0.36&CDS=1-1689
1695	OG0001695	YHR079C	augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-3.33-mRNA-1_1&gene=augustus_masked-NODE_2_length_776607_cov_38.3854_ID_3-processed-gene-3.33&CDS=1-3510
1696	OG0001696	YHR081W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.101&CDS=1-498
1697	OG0001697	YHR083W	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-3.113&CDS=1-996
1698	OG0001698	YHR084W	augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.8-mRNA-1_1&gene=augustus_masked-NODE_9_length_506043_cov_41.1641_ID_17-processed-gene-4.8&CDS=1-2130
1699	OG0001699	YHR085W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-0.139&CDS=1-1152
1700	OG0001700	YHR087W	augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_11_length_471272_cov_37.9144_ID_21-processed-gene-2.129&CDS=1-342
1701	OG0001701	YHR088W	augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.104-mRNA-1_1&gene=augustus_masked-NODE_3_length_762589_cov_41.1718_ID_5-processed-gene-2.104&CDS=1-888
1702	OG0001702	YHR089C	augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_1522243_cov_38.1329_ID_1-processed-gene-14.151&CDS=1-588
1703	OG0001703	YHR098C	augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_586904_cov_40.108_ID_13-processed-gene-4.9&CDS=1-2823
1704	OG0001704	YHR099W	maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-13.3-mRNA-1_1&gene=maker-NODE_1_length_1522243_cov_38.1329_ID_1-snap-gene-13.3&CDS=1-12297
