	OrthologID	Coccidioides_immitis	Saccharomyces_cerevisiae
980	OG0000980	XP_001240983.2	YPL084W
981	OG0000981	XP_001240984.1	YMR263W
982	OG0000982	XP_001240987.2	YGL035C
983	OG0000983	XP_001240995.1	YGL055W
984	OG0000984	XP_001241000.2	YPR022C
985	OG0000985	XP_001241002.1	YOR160W
986	OG0000986	XP_001241003.2	YOR159C
987	OG0000987	XP_001241004.2	YER183C
988	OG0000988	XP_001241005.1	YMR200W
989	OG0000989	XP_001241006.1	YOR215C
990	OG0000990	XP_001241009.1	YJL071W
991	OG0000991	XP_001241010.1	YLR242C
992	OG0000992	XP_001241011.1	YCL005W-A
993	OG0000993	XP_001241014.1	YIL041W
994	OG0000994	XP_001241018.2	YDR083W
995	OG0000995	XP_001241019.1	YGR253C
996	OG0000996	XP_001241020.1	YHR172W
997	OG0000997	XP_001241021.1	YCL059C
998	OG0000998	XP_001241025.2	YBR159W
999	OG0000999	XP_001241026.2	YER044C
1000	OG0001000	XP_001241027.2	YBR018C
1001	OG0001001	XP_001241031.2	YER143W
1002	OG0001002	XP_001241032.1	YDR071C
1003	OG0001003	XP_001241033.1	YPL093W
1004	OG0001004	XP_001241035.1	YDL046W
1005	OG0001005	XP_001241036.1	YGR020C
1006	OG0001006	XP_001241039.1	YGL125W
1007	OG0001007	XP_001241042.1	YGL009C
1008	OG0001008	XP_001241043.2	YBR243C
1009	OG0001009	XP_001241044.2	YGL100W
1010	OG0001010	XP_001241047.1	YJR097W
1011	OG0001011	XP_001241052.1	YER130C
1012	OG0001012	XP_001241053.2	YLR143W
1013	OG0001013	XP_001241054.2	YMR013C
1014	OG0001014	XP_001241058.2	YGR055W
1015	OG0001015	XP_001241125.1	YKL157W
1016	OG0001016	XP_001241142.2	YMR099C
1017	OG0001017	XP_001241146.2	YPL225W
1018	OG0001018	XP_001241149.2	YKL209C
1019	OG0001019	XP_001241164.2	YDR460W
1020	OG0001020	XP_001241166.1	YOL154W
1021	OG0001021	XP_001241169.2	YJL057C
1022	OG0001022	XP_001241170.2	YNR053C
1023	OG0001023	XP_001241172.2	YDR243C
1024	OG0001024	XP_001241173.1	YGR076C
1025	OG0001025	XP_001241281.1	YML008C
1026	OG0001026	XP_001241282.1	YBR065C
1027	OG0001027	XP_001241283.1	YDR493W
1028	OG0001028	XP_001241284.1	YGR285C
1029	OG0001029	XP_001241288.1	YDL238C
1030	OG0001030	XP_001241289.1	YMR189W
1031	OG0001031	XP_001241293.2	YKR035W-A
1032	OG0001032	XP_001241295.1	YMR293C
1033	OG0001033	XP_001241296.1	YLR015W
1034	OG0001034	XP_001241298.1	YDR397C
1035	OG0001035	XP_001241299.1	YIR035C
1036	OG0001036	XP_001241302.1	YPR026W
1037	OG0001037	XP_001241303.1	YBR026C
1038	OG0001038	XP_001241305.1	YBR221C
1039	OG0001039	XP_001241312.2	YDR120C
1040	OG0001040	XP_001241314.1	YPL231W
1041	OG0001041	XP_001241317.1	YGR186W
1042	OG0001042	XP_001241320.2	YGR187C
1043	OG0001043	XP_001241323.1	YDR287W
1044	OG0001044	XP_001241329.1	YLR410W
1045	OG0001045	XP_001241330.2	YLR409C
1046	OG0001046	XP_001241339.1	YDR339C
1047	OG0001047	XP_001241344.2	YPR155C
1048	OG0001048	XP_001241345.2	YGR060W
1049	OG0001049	XP_001241349.2	YBR136W
1050	OG0001050	XP_001241350.1	YJL035C
1051	OG0001051	XP_001241352.2	YMR048W
1052	OG0001052	XP_001241353.1	YGL097W
1053	OG0001053	XP_001241355.1	YBR153W
1054	OG0001054	XP_001241356.2	YFR002W
1055	OG0001055	XP_001241357.1	YJL003W
1056	OG0001056	XP_001241364.1	YDR109C
1057	OG0001057	XP_001241365.1	YNL321W
1058	OG0001058	XP_001241366.1	YGL048C
1059	OG0001059	XP_001241370.1	YGR172C
1060	OG0001060	XP_001241371.1	YNL026W
1061	OG0001061	XP_001241372.2	YER100W
1062	OG0001062	XP_001241374.1	YAL039C
1063	OG0001063	XP_001241377.2	YPL109C
1064	OG0001064	XP_001241382.2	YIL124W
1065	OG0001065	XP_001241383.1	YGR244C
1066	OG0001066	XP_001241386.1	YOR140W
1067	OG0001067	XP_001241390.1	YJR133W
1068	OG0001068	XP_001241454.1	YPL107W
1069	OG0001069	XP_001241460.1	YLR085C
1070	OG0001070	XP_001241465.2	YNL273W
1071	OG0001071	XP_001241468.1	YPL122C
1072	OG0001072	XP_001241475.1	YBL037W
1073	OG0001073	XP_001241476.2	YBL036C
1074	OG0001074	XP_001241483.1	YOR074C
1075	OG0001075	XP_001241484.1	YNL155W
1076	OG0001076	XP_001241486.2	YPL116W
1077	OG0001077	XP_001241492.2	YBR038W
1078	OG0001078	XP_001241493.2	YEL052W
1079	OG0001079	XP_001241494.2	YBR200W
1080	OG0001080	XP_001241497.1	YPR045C
1081	OG0001081	XP_001241498.1	YLR417W
1082	OG0001082	XP_001241503.1	YNL135C
1083	OG0001083	XP_001241513.2	YFR025C
1084	OG0001084	XP_001241519.1	YGL184C
1085	OG0001085	XP_001241520.2	YGR028W
1086	OG0001086	XP_001241522.1	YKL165C
1087	OG0001087	XP_001241529.1	YKR009C
1088	OG0001088	XP_001241532.1	YGL198W
1089	OG0001089	XP_001241533.1	YIL063C
1090	OG0001090	XP_001241534.1	YDR291W
1091	OG0001091	XP_001241550.2	YGR005C
1092	OG0001092	XP_001241554.2	YGL190C
1093	OG0001093	XP_001241560.2	YOL004W
1094	OG0001094	XP_001241561.1	YBL015W
1095	OG0001095	XP_001241597.2	YGL028C
1096	OG0001096	XP_001241603.2	YBR023C
1097	OG0001097	XP_001241606.1	YBL061C
1098	OG0001098	XP_001241608.1	YMR109W
1099	OG0001099	XP_001241610.1	YMR001C
1100	OG0001100	XP_001241611.2	YOL003C
1101	OG0001101	XP_001241615.1	YKL184W
1102	OG0001102	XP_001241622.2	YKR016W
1103	OG0001103	XP_001241623.1	YOR089C
1104	OG0001104	XP_001241624.1	YKL212W
1105	OG0001105	XP_001241625.1	YOR241W
1106	OG0001106	XP_001241626.1	YLR195C
1107	OG0001107	XP_001241627.1	YOR118W
1108	OG0001108	XP_001241630.1	YLR069C
1109	OG0001109	XP_001241652.1	YER086W
1110	OG0001110	XP_001241653.1	YML030W
1111	OG0001111	XP_001241654.2	YMR069W
1112	OG0001112	XP_001241655.2	YLR459W
1113	OG0001113	XP_001241656.1	YGR103W
1114	OG0001114	XP_001241659.2	YBR006W
1115	OG0001115	XP_001241661.1	YPL097W
1116	OG0001116	XP_001241662.2	YDR097C
1117	OG0001117	XP_001241666.2	YFR018C
1118	OG0001118	XP_001241672.2	YPL104W
1119	OG0001119	XP_001241674.1	YML010W
1120	OG0001120	XP_001241676.2	YIL075C
1121	OG0001121	XP_001241689.1	YBR193C
1122	OG0001122	XP_001241691.2	YPL172C
1123	OG0001123	XP_001241694.1	YGR277C
1124	OG0001124	XP_001241695.1	YPL247C
1125	OG0001125	XP_001241696.1	YPL228W
1126	OG0001126	XP_001241702.1	YBL064C
1127	OG0001127	XP_001241706.1	YBR261C
1128	OG0001128	XP_001241716.2	YGR240C
1129	OG0001129	XP_001241718.1	YER022W
1130	OG0001130	XP_001241719.2	YOR155C
1131	OG0001131	XP_001241723.2	YML059C
1132	OG0001132	XP_001241726.1	YLR309C
1133	OG0001133	XP_001241728.1	YBR086C
1134	OG0001134	XP_001241730.1	YNL059C
1135	OG0001135	XP_001241731.1	YEL044W
1136	OG0001136	XP_001241732.1	YMR292W
1137	OG0001137	XP_001241733.2	YOR122C
1138	OG0001138	XP_001241737.1	YGR271W
1139	OG0001139	XP_001241738.1	YKL196C
1140	OG0001140	XP_001241744.1	YML054C
1141	OG0001141	XP_001241745.2	YGL174W
1142	OG0001142	XP_001241746.2	YMR216C
1143	OG0001143	XP_001241757.1	YGL247W
1144	OG0001144	XP_001241759.1	YDL210W
1145	OG0001145	XP_001241830.2	YMR208W
1146	OG0001146	XP_001241831.1	YKL019W
1147	OG0001147	XP_001241833.2	YGR171C
1148	OG0001148	XP_001241835.1	YLR325C
1149	OG0001149	XP_001241836.2	YNL045W
1150	OG0001150	XP_001241845.1	YDL208W
1151	OG0001151	XP_001241846.1	YJL166W
1152	OG0001152	XP_001241847.1	YGR132C
1153	OG0001153	XP_001241849.1	YLR063W
1154	OG0001154	XP_001241854.1	YPL152W
1155	OG0001155	XP_001241858.1	YLL041C
1156	OG0001156	XP_001241863.1	YPR037C
1157	OG0001157	XP_001241869.2	YLR299W
1158	OG0001158	XP_001241880.1	YLR330W
1159	OG0001159	XP_001241881.2	YPL022W
1160	OG0001160	XP_001241882.1	YMR260C
1161	OG0001161	XP_001241883.1	YOR181W
1162	OG0001162	XP_001241901.2	YLR430W
1163	OG0001163	XP_001241902.2	YER166W
1164	OG0001164	XP_001241904.1	YOR332W
1165	OG0001165	XP_001241925.2	YOL152W
1166	OG0001166	XP_001241927.1	YKL100C
1167	OG0001167	XP_001241929.2	YOR370C
1168	OG0001168	XP_001241930.1	YFR011C
1169	OG0001169	XP_001241931.1	YNL221C
1170	OG0001170	XP_001241932.1	YLR109W
1171	OG0001171	XP_001241936.1	YKR023W
1172	OG0001172	XP_001241963.2	YGL050W
1173	OG0001173	XP_001241965.2	YKL013C
1174	OG0001174	XP_001241966.1	YFR010W
1175	OG0001175	XP_001241971.2	YDR128W
1176	OG0001176	XP_001241975.2	YFL017C
1177	OG0001177	XP_001241976.2	YPL262W
1178	OG0001178	XP_001241988.2	YHR085W
1179	OG0001179	XP_001241990.1	YLR212C
1180	OG0001180	XP_001241991.2	YGR263C
1181	OG0001181	XP_001241992.2	YER003C
1182	OG0001182	XP_001241993.1	YCL010C
1183	OG0001183	XP_001241995.1	YBL033C
1184	OG0001184	XP_001241999.2	YDL029W
1185	OG0001185	XP_001242010.1	YPL131W
1186	OG0001186	XP_001242015.2	YPR160W
1187	OG0001187	XP_001242019.1	YLR113W
1188	OG0001188	XP_001242020.2	YLR114C
1189	OG0001189	XP_001242023.2	YDL133W
1190	OG0001190	XP_001242025.1	YNL084C
1191	OG0001191	XP_001242026.2	YFR038W
1192	OG0001192	XP_001242032.2	YJR041C
1193	OG0001193	XP_001242033.1	YCL057C-A
1194	OG0001194	XP_001242054.2	YPL069C
1195	OG0001195	XP_001242055.2	YPL199C
1196	OG0001196	XP_001242058.2	YMR283C
1197	OG0001197	XP_001242062.2	YBR111C
1198	OG0001198	XP_001242072.2	YPL227C
1199	OG0001199	XP_001242078.2	YNL237W
1200	OG0001200	XP_001242080.1	YPR180W
1201	OG0001201	XP_001242085.2	YJL094C
1202	OG0001202	XP_001242086.2	YDR329C
1203	OG0001203	XP_001242088.2	YPR028W
1204	OG0001204	XP_001242089.2	YLR176C
1205	OG0001205	XP_001242091.1	YNL007C
1206	OG0001206	XP_001242092.2	YGR173W
1207	OG0001207	XP_001242093.1	YDL209C
1208	OG0001208	XP_001242094.2	YDR283C
1209	OG0001209	XP_001242097.2	YMR027W
1210	OG0001210	XP_001242098.1	YGR123C
1211	OG0001211	XP_001242099.1	YGR019W
1212	OG0001212	XP_001242106.1	YOL049W
1213	OG0001213	XP_001242112.2	YCL004W
1214	OG0001214	XP_001242113.1	YKL143W
1215	OG0001215	XP_001242114.1	YGL099W
1216	OG0001216	XP_001242119.1	YLR362W
1217	OG0001217	XP_001242120.1	YDR237W
1218	OG0001218	XP_001242129.1	YOR154W
1219	OG0001219	XP_001242133.1	YGR063C
1220	OG0001220	XP_001242135.1	YJR105W
1221	OG0001221	XP_001242147.2	YIL126W
1222	OG0001222	XP_001242148.1	YOR142W
1223	OG0001223	XP_001242149.1	YPL086C
1224	OG0001224	XP_001242151.1	YIL020C
1225	OG0001225	XP_001242152.1	YIL019W
1226	OG0001226	XP_001242154.2	YHR084W
1227	OG0001227	XP_001242156.1	YDR456W
1228	OG0001228	XP_001242158.1	YGL150C
1229	OG0001229	XP_001242159.1	YDR232W
1230	OG0001230	XP_001242160.1	YNL248C
1231	OG0001231	XP_001242162.2	YOR303W
1232	OG0001232	XP_001242167.1	YGR207C
1233	OG0001233	XP_001242168.2	YPR048W
1234	OG0001234	XP_001242169.1	YNL151C
1235	OG0001235	XP_001242174.1	YNL277W
1236	OG0001236	XP_001242180.1	YNL139C
1237	OG0001237	XP_001242183.1	YOR132W
1238	OG0001238	XP_001242184.1	YJL102W
1239	OG0001239	XP_001242186.2	YDL226C
1240	OG0001240	XP_001242200.1	YER036C
1241	OG0001241	XP_001242201.1	YPR025C
1242	OG0001242	XP_001242202.1	YDR177W
1243	OG0001243	XP_001242204.1	YDL007W
1244	OG0001244	XP_001242213.1	YNR052C
1245	OG0001245	XP_001242215.1	YIR012W
1246	OG0001246	XP_001242220.1	YGR100W
1247	OG0001247	XP_001242223.1	YNL202W
1248	OG0001248	XP_001242242.2	YMR284W
1249	OG0001249	XP_001242244.2	YLR323C
1250	OG0001250	XP_001242245.2	YDR150W
1251	OG0001251	XP_001242250.1	YOR176W
1252	OG0001252	XP_001242253.1	YGR175C
1253	OG0001253	XP_001242258.2	YNL201C
1254	OG0001254	XP_001242263.2	YKL178C
1255	OG0001255	XP_001242270.1	YDR049W
1256	OG0001256	XP_001242271.1	YDR135C
1257	OG0001257	XP_001242280.2	YJR062C
1258	OG0001258	XP_001242281.2	YJR060W
1259	OG0001259	XP_001242282.2	YPR055W
1260	OG0001260	XP_001242283.2	YLL029W
1261	OG0001261	XP_001242284.1	YGL016W
1262	OG0001262	XP_001242293.1	YBR060C
1263	OG0001263	XP_001242294.1	YMR062C
1264	OG0001264	XP_001242295.1	YLR378C
1265	OG0001265	XP_001242303.1	YJL189W
1266	OG0001266	XP_001242304.2	YDR328C
1267	OG0001267	XP_001242305.2	YOR149C
1268	OG0001268	XP_001242306.2	YEL037C
1269	OG0001269	XP_001242313.1	YPR016C
1270	OG0001270	XP_001242314.2	YJL168C
1271	OG0001271	XP_001242319.1	YCR009C
1272	OG0001272	XP_001242321.2	YML077W
1273	OG0001273	XP_001242322.2	YCR008W
1274	OG0001274	XP_001242328.1	YHR088W
1275	OG0001275	XP_001242329.2	YBR121C
1276	OG0001276	XP_001242331.2	YNL298W
1277	OG0001277	XP_001242332.2	YPL188W
1278	OG0001278	XP_001242333.1	YBR042C
1279	OG0001279	XP_001242334.1	YOL145C
1280	OG0001280	XP_001242343.1	YNL291C
1281	OG0001281	XP_001242344.1	YOR077W
1282	OG0001282	XP_001242347.1	YJR010C-A
1283	OG0001283	XP_001242348.2	YOL133W
1284	OG0001284	XP_001242350.2	YGR229C
1285	OG0001285	XP_001242351.1	YDR183W
1286	OG0001286	XP_001242357.1	YGR048W
1287	OG0001287	XP_001242359.1	YPL235W
1288	OG0001288	XP_001242372.1	YOL077C
1289	OG0001289	XP_001242376.1	YBR227C
1290	OG0001290	XP_001242378.1	YJR121W
1291	OG0001291	XP_001242379.2	YEL011W
1292	OG0001292	XP_001242381.2	YLL050C
1293	OG0001293	XP_001242382.1	YLR259C
1294	OG0001294	XP_001242385.2	YEL053C
1295	OG0001295	XP_001242388.2	YGL014W
1296	OG0001296	XP_001242390.1	YOR207C
1297	OG0001297	XP_001242392.1	YGL008C
1298	OG0001298	XP_001242397.2	YNL251C
1299	OG0001299	XP_001242398.1	YNR001C
1300	OG0001300	XP_001242399.1	YMR241W
1301	OG0001301	XP_001242400.2	YPR191W
1302	OG0001302	XP_001242401.1	YPR190C
1303	OG0001303	XP_001242403.1	YML085C
1304	OG0001304	XP_001242404.2	YBL047C
1305	OG0001305	XP_001242406.2	YLR303W
1306	OG0001306	XP_001242425.2	YLR005W
1307	OG0001307	XP_001242429.2	YOR307C
1308	OG0001308	XP_001242443.1	YMR240C
1309	OG0001309	XP_001242444.1	YMR239C
1310	OG0001310	XP_001242449.2	YGR031W
1311	OG0001311	XP_001242450.1	YLR441C
1312	OG0001312	XP_001242452.1	YKL160W
1313	OG0001313	XP_001242453.1	YHR128W
1314	OG0001314	XP_001242455.1	YCR027C
1315	OG0001315	XP_001242456.2	YDR023W
1316	OG0001316	XP_001242458.2	YPR161C
1317	OG0001317	XP_001242459.2	YOR291W
1318	OG0001318	XP_001242462.2	YKR048C
1319	OG0001319	XP_001242465.1	YOR326W
1320	OG0001320	XP_001242466.2	YJR069C
1321	OG0001321	XP_001242467.1	YDL166C
1322	OG0001322	XP_001242470.1	YER052C
1323	OG0001323	XP_001242471.1	YJR135W-A
1324	OG0001324	XP_001242472.1	YCR063W
1325	OG0001325	XP_001242473.1	YCR065W
1326	OG0001326	XP_001242474.2	YOL127W
1327	OG0001327	XP_001242475.1	YBR141C
1328	OG0001328	XP_001242477.1	YNL316C
1329	OG0001329	XP_001242479.1	YLR175W
1330	OG0001330	XP_001242481.1	YIL097W
1331	OG0001331	XP_001242482.2	YIL096C
1332	OG0001332	XP_001242483.2	YGL225W
1333	OG0001333	XP_001242484.1	YNL061W
1334	OG0001334	XP_001242489.1	YHR068W
1335	OG0001335	XP_001242490.2	YCR033W
1336	OG0001336	XP_001242492.1	YNL062C
1337	OG0001337	XP_001242496.1	YLR370C
1338	OG0001338	XP_001242497.1	YNL290W
1339	OG0001339	XP_001242501.1	YBL051C
1340	OG0001340	XP_001242503.1	YGL073W
1341	OG0001341	XP_001242505.1	YOL012C
1342	OG0001342	XP_001242507.1	YBR106W
1343	OG0001343	XP_001242509.2	YNL021W
1344	OG0001344	XP_001242515.2	YLR389C
1345	OG0001345	XP_001242517.1	YDR196C
1346	OG0001346	XP_001242525.1	YOL038W
1347	OG0001347	XP_001242528.2	YDL178W
1348	OG0001348	XP_001242530.1	YDL217C
1349	OG0001349	XP_001242535.2	YDR325W
1350	OG0001350	XP_001242536.1	YDL167C
1351	OG0001351	XP_001242550.1	YKR001C
1352	OG0001352	XP_001242551.2	YDL185W
1353	OG0001353	XP_001242553.2	YCL039W
1354	OG0001354	XP_001242556.2	YHR166C
1355	OG0001355	XP_001242557.1	YJL167W
1356	OG0001356	XP_001242562.1	YDR027C
1357	OG0001357	XP_001242563.1	YLR274W
1358	OG0001358	XP_001242565.1	YCR036W
1359	OG0001359	XP_001242567.1	YBR123C
1360	OG0001360	XP_001242568.1	YOR014W
1361	OG0001361	XP_001242569.2	YHR099W
1362	OG0001362	XP_001242570.1	YKL095W
1363	OG0001363	XP_001242571.2	YKL022C
1364	OG0001364	XP_001242574.1	YGR061C
1365	OG0001365	XP_001242576.1	YBR199W
1366	OG0001366	XP_001242577.1	YHR051W
1367	OG0001367	XP_001242578.1	YCR034W
1368	OG0001368	XP_001242593.1	YDR468C
1369	OG0001369	XP_001242604.1	YCR059C
1370	OG0001370	XP_001242612.1	YAL032C
1371	OG0001371	XP_001242613.1	YCR057C
1372	OG0001372	XP_001242614.1	YHR107C
1373	OG0001373	XP_001242618.1	YGL173C
1374	OG0001374	XP_001242620.1	YGR267C
1375	OG0001375	XP_001242626.2	YGL067W
1376	OG0001376	XP_001242631.1	YIL143C
1377	OG0001377	XP_001242641.2	YDL018C
1378	OG0001378	XP_001242642.1	YMR304W
1379	OG0001379	XP_001242643.2	YGL059W
1380	OG0001380	XP_001242647.2	YLR066W
1381	OG0001381	XP_001242653.1	YHR176W
1382	OG0001382	XP_001242657.1	YDL117W
1383	OG0001383	XP_001242658.1	YHR201C
1384	OG0001384	XP_001242659.2	YJR119C
1385	OG0001385	XP_001242660.1	YJR057W
1386	OG0001386	XP_001242664.1	YPL023C
1387	OG0001387	XP_001242665.1	YPL041C
1388	OG0001388	XP_001242666.1	YKL067W
1389	OG0001389	XP_001242667.1	YBR229C
1390	OG0001390	XP_001242668.1	YMR010W
1391	OG0001391	XP_001242673.2	YDR116C
1392	OG0001392	XP_001242681.1	YIL003W
1393	OG0001393	XP_001242682.2	YBL058W
1394	OG0001394	XP_001242683.1	YER154W
1395	OG0001395	XP_001242684.1	YML015C
1396	OG0001396	XP_001242686.1	YJL145W
1397	OG0001397	XP_001242691.2	YPR018W
1398	OG0001398	XP_001242701.1	YPR088C
1399	OG0001399	XP_001242702.1	YPR143W
1400	OG0001400	XP_001242703.1	YPL252C
1401	OG0001401	XP_001242705.2	YDR423C
1402	OG0001402	XP_001242707.1	YCR046C
1403	OG0001403	XP_001242714.1	YLL002W
1404	OG0001404	XP_001242722.1	YLR312W-A
1405	OG0001405	XP_001242741.1	YKL103C
1406	OG0001406	XP_001242742.1	YOR056C
1407	OG0001407	XP_001242743.1	YLR105C
1408	OG0001408	XP_001242745.1	YNL005C
1409	OG0001409	XP_001242747.2	YJR100C
1410	OG0001410	XP_001242748.1	YMR022W
1411	OG0001411	XP_001242749.2	YHL022C
1412	OG0001412	XP_001242751.2	YOR057W
1413	OG0001413	XP_001242754.2	YNL247W
1414	OG0001414	XP_001242755.1	YJL125C
1415	OG0001415	XP_001242756.2	YDR320C
1416	OG0001416	XP_001242759.1	YML121W
1417	OG0001417	XP_001242761.2	YPL265W
1418	OG0001418	XP_001242764.1	YHL020C
1419	OG0001419	XP_001242771.2	YLR433C
1420	OG0001420	XP_001242775.1	YIL047C
1421	OG0001421	XP_001242776.2	YEL060C
1422	OG0001422	XP_001242778.2	YCR032W
1423	OG0001423	XP_001242779.1	YLR354C
1424	OG0001424	XP_001242781.2	YJR104C
1425	OG0001425	XP_001242785.1	YCL045C
1426	OG0001426	XP_001242790.1	YNL305C
1427	OG0001427	XP_001242792.2	YDR054C
1428	OG0001428	XP_001242794.1	YLL048C
1429	OG0001429	XP_001242803.2	YLR055C
1430	OG0001430	XP_001242817.2	YDR419W
1431	OG0001431	XP_001242822.1	YEL002C
1432	OG0001432	XP_001242823.1	YJR034W
1433	OG0001433	XP_001242824.1	YKL140W
1434	OG0001434	XP_001242826.1	YGR152C
1435	OG0001435	XP_001242841.1	YPL181W
1436	OG0001436	XP_001242873.2	YDL105W
1437	OG0001437	XP_001242874.1	YLR240W
1438	OG0001438	XP_001242875.2	YMR097C
1439	OG0001439	XP_001242876.1	YJR050W
1440	OG0001440	XP_001242878.2	YJR075W
1441	OG0001441	XP_001242880.2	YPL234C
1442	OG0001442	XP_001242882.2	YJR076C
1443	OG0001443	XP_001242883.1	YGR223C
1444	OG0001444	XP_001242884.1	YIR005W
1445	OG0001445	XP_001242903.1	YER118C
1446	OG0001446	XP_001242904.2	YDR090C
1447	OG0001447	XP_001242908.2	YGR165W
1448	OG0001448	XP_001242915.1	YPL013C
1449	OG0001449	XP_001242916.2	YNL200C
1450	OG0001450	XP_001242917.1	YKL213C
1451	OG0001451	XP_001242927.1	YML103C
1452	OG0001452	XP_001242928.1	YKL211C
1453	OG0001453	XP_001242930.1	YNL075W
1454	OG0001454	XP_001242931.2	YMR080C
1455	OG0001455	XP_001242935.1	YPL268W
1456	OG0001456	XP_001242939.2	YDR166C
1457	OG0001457	XP_001242940.1	YOR136W
1458	OG0001458	XP_001242941.2	YNL136W
1459	OG0001459	XP_001242945.1	YNL138W
1460	OG0001460	XP_001242946.2	YCR019W
1461	OG0001461	XP_001242948.2	YMR024W
1462	OG0001462	XP_001242952.2	YBL034C
1463	OG0001463	XP_001242959.1	YKL052C
1464	OG0001464	XP_001242968.1	YDL051W
1465	OG0001465	XP_001242973.1	YDR004W
1466	OG0001466	XP_001242976.2	YMR218C
1467	OG0001467	XP_001242979.1	YDR117C
1468	OG0001468	XP_001242991.2	YGL196W
1469	OG0001469	XP_001242998.2	YER169W
1470	OG0001470	XP_001242999.2	YAR035W
1471	OG0001471	XP_001243006.2	YPR129W
1472	OG0001472	XP_001243012.1	YML094W
1473	OG0001473	XP_001243013.1	YER087W
1474	OG0001474	XP_001243014.1	YDR060W
1475	OG0001475	XP_001243022.1	YKL001C
1476	OG0001476	XP_001243023.2	YKL080W
1477	OG0001477	XP_001243031.2	YHR037W
1478	OG0001478	XP_001243032.1	YFL037W
1479	OG0001479	XP_001243033.1	YNL286W
1480	OG0001480	XP_001243034.2	YNL142W
1481	OG0001481	XP_001243037.2	YBR105C
1482	OG0001482	XP_001243039.1	YDR238C
1483	OG0001483	XP_001243041.1	YDR087C
1484	OG0001484	XP_001243065.2	YGR217W
1485	OG0001485	XP_001243071.1	YDL153C
1486	OG0001486	XP_001243072.2	YDL154W
1487	OG0001487	XP_001243073.1	YDR258C
1488	OG0001488	XP_001243074.1	YAL003W
1489	OG0001489	XP_001243079.2	YDR293C
1490	OG0001490	XP_001243083.1	YGR282C
1491	OG0001491	XP_001243085.1	YGL200C
1492	OG0001492	XP_001243087.2	YDR452W
1493	OG0001493	XP_001243095.1	YDR286C
1494	OG0001494	XP_001243102.2	YDL192W
1495	OG0001495	XP_001243107.1	YLR337C
1496	OG0001496	XP_001243110.1	YGR284C
1497	OG0001497	XP_001243136.1	YLR220W
1498	OG0001498	XP_001243137.1	YDR378C
1499	OG0001499	XP_001243139.1	YML097C
1500	OG0001500	XP_001243140.2	YML096W
1501	OG0001501	XP_001243144.2	YGR125W
1502	OG0001502	XP_001243145.2	YDR013W
1503	OG0001503	XP_001243157.1	YNL288W
1504	OG0001504	XP_001243174.1	YDL119C
1505	OG0001505	XP_001243180.2	YJR102C
1506	OG0001506	XP_001243194.2	YDL201W
1507	OG0001507	XP_001243197.1	YOL021C
1508	OG0001508	XP_001243198.2	YJL126W
1509	OG0001509	XP_001243203.2	YLR319C
1510	OG0001510	XP_001243204.2	YGR178C
1511	OG0001511	XP_001243205.2	YOR112W
1512	OG0001512	XP_001243210.1	YHR013C
1513	OG0001513	XP_001243215.1	YNL006W
1514	OG0001514	XP_001243219.1	YER072W
1515	OG0001515	XP_001243221.2	YOR023C
1516	OG0001516	XP_001243222.1	YHR012W
1517	OG0001517	XP_001243223.1	YIR001C
1518	OG0001518	XP_001243224.1	YER125W
1519	OG0001519	XP_001243226.1	YFL030W
1520	OG0001520	XP_001243227.1	YHR004C
1521	OG0001521	XP_001243229.2	YLR291C
1522	OG0001522	XP_001243232.1	YJL063C
1523	OG0001523	XP_001243233.2	YDL189W
1524	OG0001524	XP_001243237.1	YML098W
1525	OG0001525	XP_001243239.1	YIL091C
1526	OG0001526	XP_001243241.1	YGR202C
1527	OG0001527	XP_001243246.1	YOR042W
1528	OG0001528	XP_001243250.2	YLL034C
1529	OG0001529	XP_001243251.1	YMR049C
1530	OG0001530	XP_001243256.2	YGR101W
1531	OG0001531	XP_001243259.2	YGR266W
1532	OG0001532	XP_001243272.1	YJR073C
1533	OG0001533	XP_001243273.1	YML104C
1534	OG0001534	XP_001243276.2	YPL088W
1535	OG0001535	XP_001243277.1	YER107C
1536	OG0001536	XP_001243278.1	YGR264C
1537	OG0001537	XP_001243280.2	YER156C
1538	OG0001538	XP_001243281.1	YIL090W
1539	OG0001539	XP_001243284.1	YOR021C
1540	OG0001540	XP_001243285.1	YGL203C
1541	OG0001541	XP_001243286.1	YDR267C
1542	OG0001542	XP_001243291.1	YNL259C
1543	OG0001543	XP_001243300.2	YCR002C
1544	OG0001544	XP_001243301.1	YDR454C
1545	OG0001545	XP_001243302.2	YOR216C
1546	OG0001546	XP_001243303.2	YMR132C
1547	OG0001547	XP_001243307.2	YIL155C
1548	OG0001548	XP_001243319.1	YGR218W
1549	OG0001549	XP_001243324.1	YGL040C
1550	OG0001550	XP_001243325.1	YKR071C
1551	OG0001551	XP_001243326.1	YKR082W
1552	OG0001552	XP_001243328.2	YHR171W
1553	OG0001553	XP_001243329.1	YCL043C
1554	OG0001554	XP_001243330.1	YBR248C
1555	OG0001555	XP_001243340.2	YBR058C
1556	OG0001556	XP_001243345.1	YGL136C
1557	OG0001557	XP_001243347.2	YOR085W
1558	OG0001558	XP_001243358.2	YNL224C
1559	OG0001559	XP_001243360.1	YNR046W
1560	OG0001560	XP_001243361.1	YHR119W
1561	OG0001561	XP_001243362.2	YKL104C
1562	OG0001562	XP_001243363.1	YOL143C
