	OrthologID	Candida_tenuis	Saccharomyces_cerevisiae
1754	OG0001754	genemark-scaffold_00018-processed-gene-5.58-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.58&CDS=1-939	YDR460W
1755	OG0001755	genemark-scaffold_00018-processed-gene-5.59-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.59&CDS=1-588	YML036W
1756	OG0001756	genemark-scaffold_00018-processed-gene-5.61-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.61&CDS=1-807	YOR194C
1757	OG0001757	augustus_masked-scaffold_00018-processed-gene-5.125-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-5.125&CDS=1-423	YLL050C
1758	OG0001758	genemark-scaffold_00018-processed-gene-5.63-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.63&CDS=1-9015	YLR087C
1759	OG0001759	genemark-scaffold_00018-processed-gene-5.84-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.84&CDS=1-372	YDR115W
1760	OG0001760	augustus_masked-scaffold_00018-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-5.108&CDS=1-4806	YLR086W
1761	OG0001761	snap_masked-scaffold_00018-processed-gene-5.37-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-5.37&CDS=1-1008	YLR405W
1762	OG0001762	genemark-scaffold_00018-processed-gene-5.86-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.86&CDS=1-1821	YLR399C
1763	OG0001763	genemark-scaffold_00018-processed-gene-5.87-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.87&CDS=1-1815	YDL074C
1764	OG0001764	genemark-scaffold_00018-processed-gene-5.66-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.66&CDS=1-2679	YBR229C
1765	OG0001765	genemark-scaffold_00018-processed-gene-5.88-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.88&CDS=1-753	YLR412W
1766	OG0001766	genemark-scaffold_00018-processed-gene-5.68-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.68&CDS=1-1236	YKL181W
1767	OG0001767	genemark-scaffold_00018-processed-gene-5.69-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.69&CDS=1-3510	YLR410W
1768	OG0001768	genemark-scaffold_00018-processed-gene-5.89-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.89&CDS=1-6231	YKL182W
1769	OG0001769	augustus_masked-scaffold_00018-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-5.133&CDS=1-3246	YGL213C
1770	OG0001770	genemark-scaffold_00018-processed-gene-5.92-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.92&CDS=1-900	YNL286W
1771	OG0001771	maker-scaffold_00018-snap-gene-5.138-mRNA-1_1&gene=maker-scaffold_00018-snap-gene-5.138&CDS=1-444	YBR269C
1772	OG0001772	genemark-scaffold_00018-processed-gene-5.73-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.73&CDS=1-1170	YBR271W
1773	OG0001773	snap_masked-scaffold_00018-processed-gene-5.46-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-5.46&CDS=1-1302	YJL060W
1774	OG0001774	genemark-scaffold_00018-processed-gene-5.94-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.94&CDS=1-1209	YJL059W
1775	OG0001775	genemark-scaffold_00018-processed-gene-5.74-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-5.74&CDS=1-1101	YBR249C
1776	OG0001776	genemark-scaffold_00018-processed-gene-6.14-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.14&CDS=1-600	YJL072C
1777	OG0001777	genemark-scaffold_00018-processed-gene-6.9-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.9&CDS=1-1491	YGL097W
1778	OG0001778	genemark-scaffold_00018-processed-gene-6.11-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.11&CDS=1-1182	YLR328W
1779	OG0001779	genemark-scaffold_00018-processed-gene-6.37-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.37&CDS=1-2340	YGL009C
1780	OG0001780	genemark-scaffold_00018-processed-gene-6.17-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.17&CDS=1-2661	YGR003W
1781	OG0001781	genemark-scaffold_00018-processed-gene-6.18-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.18&CDS=1-1698	YGR002C
1782	OG0001782	genemark-scaffold_00018-processed-gene-6.19-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.19&CDS=1-1566	YAR002W
1783	OG0001783	genemark-scaffold_00018-processed-gene-6.20-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.20&CDS=1-1035	YGL001C
1784	OG0001784	genemark-scaffold_00018-processed-gene-6.40-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.40&CDS=1-891	YGR280C
1785	OG0001785	genemark-scaffold_00018-processed-gene-6.22-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.22&CDS=1-897	YER182W
1786	OG0001786	augustus_masked-scaffold_00018-processed-gene-6.126-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-6.126&CDS=1-2001	YHR207C
1787	OG0001787	augustus_masked-scaffold_00018-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-6.141&CDS=1-2349	YPL072W
1788	OG0001788	genemark-scaffold_00018-processed-gene-6.44-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.44&CDS=1-933	YCR021C
1789	OG0001789	augustus_masked-scaffold_00018-processed-gene-6.143-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-6.143&CDS=1-1674	YAL044W-A
1790	OG0001790	genemark-scaffold_00018-processed-gene-6.48-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.48&CDS=1-1173	YGL164C
1791	OG0001791	maker-scaffold_00018-augustus-gene-6.2-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-6.2&CDS=1-4452	YGL163C
1792	OG0001792	genemark-scaffold_00018-processed-gene-6.31-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.31&CDS=1-333	YOR327C
1793	OG0001793	genemark-scaffold_00018-processed-gene-6.50-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.50&CDS=1-501	YAL044C
1794	OG0001794	augustus_masked-scaffold_00018-processed-gene-6.149-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-6.149&CDS=1-4083	YHR007C
1795	OG0001795	genemark-scaffold_00018-processed-gene-6.56-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.56&CDS=1-1059	YOR032C
1796	OG0001796	genemark-scaffold_00018-processed-gene-6.32-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.32&CDS=1-1224	YDR465C
1797	OG0001797	genemark-scaffold_00018-processed-gene-6.33-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-6.33&CDS=1-1395	YHR024C
1798	OG0001798	genemark-scaffold_00018-processed-gene-7.92-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.92&CDS=1-1620	YJL111W
1799	OG0001799	genemark-scaffold_00018-processed-gene-7.89-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.89&CDS=1-483	YBR122C
1800	OG0001800	snap_masked-scaffold_00018-processed-gene-7.46-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-7.46&CDS=1-4044	YJL204C
1801	OG0001801	augustus_masked-scaffold_00018-processed-gene-7.1-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-7.1&CDS=1-3702	YKR002W
1802	OG0001802	augustus_masked-scaffold_00018-processed-gene-7.18-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-7.18&CDS=1-4347	YNL267W
1803	OG0001803	genemark-scaffold_00018-processed-gene-7.114-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.114&CDS=1-1323	YOL065C
1804	OG0001804	genemark-scaffold_00018-processed-gene-7.96-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.96&CDS=1-1527	YDL030W
1805	OG0001805	genemark-scaffold_00018-processed-gene-7.97-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.97&CDS=1-1764	YOL066C
1806	OG0001806	snap_masked-scaffold_00018-processed-gene-7.69-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-7.69&CDS=1-1431	YNL294C
1807	OG0001807	genemark-scaffold_00018-processed-gene-7.98-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.98&CDS=1-1725	YNL293W
1808	OG0001808	genemark-scaffold_00018-processed-gene-7.116-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.116&CDS=1-615	YOL111C
1809	OG0001809	genemark-scaffold_00018-processed-gene-7.99-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.99&CDS=1-624	YBL102W
1810	OG0001810	genemark-scaffold_00018-processed-gene-7.117-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.117&CDS=1-2319	YDL040C
1811	OG0001811	genemark-scaffold_00018-processed-gene-7.118-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.118&CDS=1-1656	YDR536W
1812	OG0001812	genemark-scaffold_00018-processed-gene-7.103-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.103&CDS=1-1272	YDR235W
1813	OG0001813	augustus_masked-scaffold_00018-processed-gene-7.25-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-7.25&CDS=1-1707	YDR236C
1814	OG0001814	genemark-scaffold_00018-processed-gene-7.121-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.121&CDS=1-966	YLR354C
1815	OG0001815	genemark-scaffold_00018-processed-gene-7.104-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.104&CDS=1-531	YLR411W
1816	OG0001816	maker-scaffold_00018-augustus-gene-7.137-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-7.137&CDS=1-5313	YFL008W
1817	OG0001817	genemark-scaffold_00018-processed-gene-7.123-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.123&CDS=1-2898	YLR336C
1818	OG0001818	genemark-scaffold_00018-processed-gene-7.107-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.107&CDS=1-1086	YGR028W
1819	OG0001819	snap_masked-scaffold_00018-processed-gene-7.62-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-7.62&CDS=1-2598	YMR302C
1820	OG0001820	genemark-scaffold_00018-processed-gene-7.125-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.125&CDS=1-1149	YPL020C
1821	OG0001821	genemark-scaffold_00018-processed-gene-7.109-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.109&CDS=1-903	YNR064C
1822	OG0001822	genemark-scaffold_00018-processed-gene-7.126-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.126&CDS=1-1539	YOR378W
1823	OG0001823	genemark-scaffold_00018-processed-gene-7.110-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.110&CDS=1-1314	YER020W
1824	OG0001824	maker-scaffold_00018-augustus-gene-7.139-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-7.139&CDS=1-2634	YHR068W
1825	OG0001825	maker-scaffold_00018-augustus-gene-7.140-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-7.140&CDS=1-2277	YML007W
1826	OG0001826	genemark-scaffold_00018-processed-gene-7.133-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.133&CDS=1-1452	YCR028C
1827	OG0001827	genemark-scaffold_00018-processed-gene-7.135-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-7.135&CDS=1-3126	YOL098C
1828	OG0001828	snap_masked-scaffold_00018-processed-gene-8.11-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-8.11&CDS=1-1662	YEL060C
1829	OG0001829	snap_masked-scaffold_00018-processed-gene-8.12-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-8.12&CDS=1-519	YGL058W
1830	OG0001830	genemark-scaffold_00018-processed-gene-8.62-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.62&CDS=1-1488	YGL059W
1831	OG0001831	genemark-scaffold_00018-processed-gene-8.63-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.63&CDS=1-1179	YBR215W
1832	OG0001832	genemark-scaffold_00018-processed-gene-8.65-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.65&CDS=1-558	YBR217W
1833	OG0001833	genemark-scaffold_00018-processed-gene-8.86-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.86&CDS=1-1965	YLL019C
1834	OG0001834	genemark-scaffold_00018-processed-gene-8.87-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.87&CDS=1-1200	YAL034W-A
1835	OG0001835	genemark-scaffold_00018-processed-gene-8.68-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.68&CDS=1-888	YOR340C
1836	OG0001836	augustus_masked-scaffold_00018-processed-gene-8.133-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-8.133&CDS=1-1500	YOR100C
1837	OG0001837	augustus_masked-scaffold_00018-processed-gene-8.134-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-8.134&CDS=1-4197	YDR232W
1838	OG0001838	genemark-scaffold_00018-processed-gene-8.94-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.94&CDS=1-1311	YDR229W
1839	OG0001839	genemark-scaffold_00018-processed-gene-8.96-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.96&CDS=1-1719	YMR239C
1840	OG0001840	maker-scaffold_00018-augustus-gene-8.4-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-8.4&CDS=1-1626	YDL201W
1841	OG0001841	maker-scaffold_00018-augustus-gene-8.8-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-8.8&CDS=1-867	YDR233C
1842	OG0001842	genemark-scaffold_00018-processed-gene-8.99-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.99&CDS=1-3057	YMR231W
1843	OG0001843	snap_masked-scaffold_00018-processed-gene-8.21-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-8.21&CDS=1-2028	YFL013C
1844	OG0001844	augustus_masked-scaffold_00018-processed-gene-8.120-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-8.120&CDS=1-222	YFL017W-A
1845	OG0001845	augustus_masked-scaffold_00018-processed-gene-8.142-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-8.142&CDS=1-4941	YPL167C
1846	OG0001846	augustus_masked-scaffold_00018-processed-gene-8.121-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-8.121&CDS=1-2826	YJL128C
1847	OG0001847	genemark-scaffold_00018-processed-gene-8.103-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.103&CDS=1-513	YNR036C
1848	OG0001848	genemark-scaffold_00018-processed-gene-8.75-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.75&CDS=1-399	YKL192C
1849	OG0001849	genemark-scaffold_00018-processed-gene-8.76-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.76&CDS=1-234	YHR001W-A
1850	OG0001850	genemark-scaffold_00018-processed-gene-8.106-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-8.106&CDS=1-2343	YHR142W
1851	OG0001851	genemark-scaffold_00018-processed-gene-9.69-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.69&CDS=1-711	YNL178W
1852	OG0001852	genemark-scaffold_00018-processed-gene-9.70-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.70&CDS=1-4038	YGR061C
1853	OG0001853	snap_masked-scaffold_00018-processed-gene-9.8-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-9.8&CDS=1-246	YLR363W-A
1854	OG0001854	genemark-scaffold_00018-processed-gene-9.67-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.67&CDS=1-1020	YOR224C
1855	OG0001855	maker-scaffold_00018-augustus-gene-9.2-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-9.2&CDS=1-3549	YNL291C
1856	OG0001856	augustus_masked-scaffold_00018-processed-gene-9.136-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-9.136&CDS=1-2112	YNL290W
1857	OG0001857	genemark-scaffold_00018-processed-gene-9.77-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.77&CDS=1-3219	YHL007C
1858	OG0001858	genemark-scaffold_00018-processed-gene-9.79-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.79&CDS=1-1383	YML102W
1859	OG0001859	genemark-scaffold_00018-processed-gene-9.98-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.98&CDS=1-615	YMR264W
1860	OG0001860	genemark-scaffold_00018-processed-gene-9.99-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.99&CDS=1-447	YMR263W
1861	OG0001861	genemark-scaffold_00018-processed-gene-9.100-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.100&CDS=1-1122	YGR046W
1862	OG0001862	genemark-scaffold_00018-processed-gene-9.81-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.81&CDS=1-1500	YCR053W
1863	OG0001863	genemark-scaffold_00018-processed-gene-9.101-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.101&CDS=1-1203	YCR054C
1864	OG0001864	genemark-scaffold_00018-processed-gene-9.82-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.82&CDS=1-2799	YIL109C
1865	OG0001865	genemark-scaffold_00018-processed-gene-9.104-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.104&CDS=1-1194	YNL051W
1866	OG0001866	genemark-scaffold_00018-processed-gene-9.105-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.105&CDS=1-4002	YNL050C
1867	OG0001867	augustus_masked-scaffold_00018-processed-gene-9.143-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-9.143&CDS=1-5574	YIL022W
1868	OG0001868	genemark-scaffold_00018-processed-gene-9.91-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.91&CDS=1-1740	YOR059C
1869	OG0001869	genemark-scaffold_00018-processed-gene-9.92-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.92&CDS=1-2004	YPL109C
1870	OG0001870	genemark-scaffold_00018-processed-gene-9.109-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.109&CDS=1-774	YKL087C
1871	OG0001871	augustus_masked-scaffold_00018-processed-gene-9.163-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-9.163&CDS=1-1692	YGR195W
1872	OG0001872	genemark-scaffold_00018-processed-gene-9.112-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.112&CDS=1-1200	YJR013W
1873	OG0001873	genemark-scaffold_00018-processed-gene-9.95-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.95&CDS=1-1809	YGR186W
1874	OG0001874	genemark-scaffold_00018-processed-gene-9.114-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.114&CDS=1-1101	YGR187C
1875	OG0001875	maker-scaffold_00018-snap-gene-9.127-mRNA-1_1&gene=maker-scaffold_00018-snap-gene-9.127&CDS=1-1683	YAL049C
1876	OG0001876	genemark-scaffold_00018-processed-gene-9.121-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-9.121&CDS=1-1353	YMR220W
1877	OG0001877	genemark-scaffold_00018-processed-gene-10.0-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.0&CDS=1-1344	YBR166C
1878	OG0001878	genemark-scaffold_00018-processed-gene-10.3-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.3&CDS=1-555	YBR164C
1879	OG0001879	genemark-scaffold_00018-processed-gene-10.1-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.1&CDS=1-585	YMR311C
1880	OG0001880	maker-scaffold_00018-augustus-gene-10.187-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-10.187&CDS=1-2097	YGR285C
1881	OG0001881	maker-scaffold_00018-augustus-gene-10.188-mRNA-1_1&gene=maker-scaffold_00018-augustus-gene-10.188&CDS=1-225	YGR183C
1882	OG0001882	genemark-scaffold_00018-processed-gene-10.7-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.7&CDS=1-1173	YGR185C
1883	OG0001883	augustus_masked-scaffold_00018-processed-gene-10.135-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-10.135&CDS=1-2190	YCR088W
1884	OG0001884	genemark-scaffold_00018-processed-gene-10.11-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.11&CDS=1-6498	YJL207C
1885	OG0001885	genemark-scaffold_00018-processed-gene-10.41-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.41&CDS=1-594	YKL001C
1886	OG0001886	genemark-scaffold_00018-processed-gene-10.15-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.15&CDS=1-339	YKL003C
1887	OG0001887	genemark-scaffold_00018-processed-gene-10.42-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.42&CDS=1-1401	YKL004W
1888	OG0001888	genemark-scaffold_00018-processed-gene-10.16-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.16&CDS=1-906	YMR099C
1889	OG0001889	genemark-scaffold_00018-processed-gene-10.44-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.44&CDS=1-2922	YLR071C
1890	OG0001890	genemark-scaffold_00018-processed-gene-10.45-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.45&CDS=1-3744	YKL116C
1891	OG0001891	augustus_masked-scaffold_00018-processed-gene-10.143-mRNA-1_1&gene=augustus_masked-scaffold_00018-processed-gene-10.143&CDS=1-2553	YDR257C
1892	OG0001892	snap_masked-scaffold_00018-processed-gene-10.111-mRNA-1_1&gene=snap_masked-scaffold_00018-processed-gene-10.111&CDS=1-282	YDL045W-A
1893	OG0001893	genemark-scaffold_00018-processed-gene-10.21-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.21&CDS=1-3894	YNL273W
1894	OG0001894	genemark-scaffold_00018-processed-gene-10.50-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.50&CDS=1-1506	YEL064C
1895	OG0001895	genemark-scaffold_00018-processed-gene-10.51-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.51&CDS=1-1734	YLR253W
1896	OG0001896	genemark-scaffold_00018-processed-gene-10.26-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.26&CDS=1-2154	YOR112W
1897	OG0001897	genemark-scaffold_00018-processed-gene-10.28-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.28&CDS=1-759	YPR167C
1898	OG0001898	genemark-scaffold_00018-processed-gene-10.53-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.53&CDS=1-2907	YOL090W
1899	OG0001899	genemark-scaffold_00018-processed-gene-10.30-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.30&CDS=1-924	YAR015W
1900	OG0001900	genemark-scaffold_00018-processed-gene-10.54-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.54&CDS=1-1596	YAR018C
1901	OG0001901	genemark-scaffold_00018-processed-gene-10.56-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.56&CDS=1-1227	YDR415C
1902	OG0001902	genemark-scaffold_00018-processed-gene-10.34-mRNA-1_1&gene=genemark-scaffold_00018-processed-gene-10.34&CDS=1-1593	YFL055W
1903	OG0001903	maker-scaffold_00018-snap-gene-10.185-mRNA-1_1&gene=maker-scaffold_00018-snap-gene-10.185&CDS=1-762	YMR234W
1904	OG0001904	snap_masked-scaffold_00021-processed-gene-0.2-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.2&CDS=1-2145	YJR110W
1905	OG0001905	augustus_masked-scaffold_00021-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-0.63&CDS=1-1428	YDR364C
1906	OG0001906	snap_masked-scaffold_00021-processed-gene-0.6-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.6&CDS=1-906	YDR361C
1907	OG0001907	snap_masked-scaffold_00021-processed-gene-0.8-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.8&CDS=1-2778	YBR079C
1908	OG0001908	snap_masked-scaffold_00021-processed-gene-0.9-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.9&CDS=1-990	YCR036W
1909	OG0001909	snap_masked-scaffold_00021-processed-gene-0.27-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.27&CDS=1-993	YCR034W
1910	OG0001910	snap_masked-scaffold_00021-processed-gene-0.11-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.11&CDS=1-558	YBR153W
1911	OG0001911	maker-scaffold_00021-snap-gene-0.77-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-0.77&CDS=1-642	YBR154C
1912	OG0001912	snap_masked-scaffold_00021-processed-gene-0.29-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.29&CDS=1-4266	YML059C
1913	OG0001913	snap_masked-scaffold_00021-processed-gene-0.12-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.12&CDS=1-1794	YLR352W
1914	OG0001914	snap_masked-scaffold_00021-processed-gene-0.14-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.14&CDS=1-402	YPR017C
1915	OG0001915	maker-scaffold_00021-snap-gene-0.78-mRNA-1_1&gene=maker-scaffold_00021-snap-gene-0.78&CDS=1-2679	YLL026W
1916	OG0001916	maker-scaffold_00021-augustus-gene-0.79-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-0.79&CDS=1-2673	YDR140W
1917	OG0001917	snap_masked-scaffold_00021-processed-gene-0.17-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.17&CDS=1-1518	YLR116W
1918	OG0001918	maker-scaffold_00021-augustus-gene-0.83-mRNA-1_1&gene=maker-scaffold_00021-augustus-gene-0.83&CDS=1-3102	YLR115W
1919	OG0001919	snap_masked-scaffold_00021-processed-gene-0.18-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.18&CDS=1-537	YHR193C
1920	OG0001920	snap_masked-scaffold_00021-processed-gene-0.38-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.38&CDS=1-3825	YGL150C
1921	OG0001921	snap_masked-scaffold_00021-processed-gene-0.40-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.40&CDS=1-2805	YNL287W
1922	OG0001922	snap_masked-scaffold_00021-processed-gene-0.24-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-0.24&CDS=1-276	YPL183W-A
1923	OG0001923	augustus_masked-scaffold_00021-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-0.76&CDS=1-4965	YGL094C
1924	OG0001924	snap_masked-scaffold_00021-processed-gene-1.2-mRNA-1_1&gene=snap_masked-scaffold_00021-processed-gene-1.2&CDS=1-1536	YGL078C
1925	OG0001925	augustus_masked-scaffold_00021-processed-gene-1.63-mRNA-1_1&gene=augustus_masked-scaffold_00021-processed-gene-1.63&CDS=1-1518	YML130C
