	OrthologID	Geotrichum_candidum	Saccharomyces_cerevisiae
1322	OG0001322	genemark-CCBN010000002.1-processed-gene-20.6-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-20.6&CDS=1-1020	YPL050C
1323	OG0001323	genemark-CCBN010000002.1-processed-gene-20.17-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-20.17&CDS=1-972	YDL100C
1324	OG0001324	genemark-CCBN010000002.1-processed-gene-20.21-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-20.21&CDS=1-942	YGL091C
1325	OG0001325	maker-CCBN010000002.1-snap-gene-20.2-mRNA-1_1&gene=maker-CCBN010000002.1-snap-gene-20.2&CDS=1-3954	YGL092W
1326	OG0001326	genemark-CCBN010000002.1-processed-gene-20.24-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-20.24&CDS=1-1260	YDR465C
1327	OG0001327	genemark-CCBN010000002.1-processed-gene-20.15-mRNA-1_1&gene=genemark-CCBN010000002.1-processed-gene-20.15&CDS=1-1536	YDR221W
1328	OG0001328	genemark-CCBN010000003.1-processed-gene-0.11-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.11&CDS=1-861	YKL040C
1329	OG0001329	genemark-CCBN010000003.1-processed-gene-0.12-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.12&CDS=1-414	YHL018W
1330	OG0001330	genemark-CCBN010000003.1-processed-gene-0.26-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.26&CDS=1-936	YLR151C
1331	OG0001331	genemark-CCBN010000003.1-processed-gene-0.30-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.30&CDS=1-1023	YDR482C
1332	OG0001332	genemark-CCBN010000003.1-processed-gene-0.32-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.32&CDS=1-2709	YJR098C
1333	OG0001333	genemark-CCBN010000003.1-processed-gene-0.18-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.18&CDS=1-1428	YOR272W
1334	OG0001334	snap_masked-CCBN010000003.1-processed-gene-0.86-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-0.86&CDS=1-456	YPL149W
1335	OG0001335	genemark-CCBN010000003.1-processed-gene-0.19-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.19&CDS=1-2598	YPL150W
1336	OG0001336	genemark-CCBN010000003.1-processed-gene-0.20-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.20&CDS=1-1242	YOR259C
1337	OG0001337	genemark-CCBN010000003.1-processed-gene-0.21-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-0.21&CDS=1-1419	YLR378C
1338	OG0001338	genemark-CCBN010000003.1-processed-gene-1.88-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.88&CDS=1-510	YGL068W
1339	OG0001339	genemark-CCBN010000003.1-processed-gene-1.89-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.89&CDS=1-1119	YGL255W
1340	OG0001340	genemark-CCBN010000003.1-processed-gene-1.74-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.74&CDS=1-4725	YDR334W
1341	OG0001341	genemark-CCBN010000003.1-processed-gene-1.93-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.93&CDS=1-321	YGR215W
1342	OG0001342	genemark-CCBN010000003.1-processed-gene-1.81-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.81&CDS=1-2163	YMR089C
1343	OG0001343	genemark-CCBN010000003.1-processed-gene-1.86-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.86&CDS=1-1350	YNR050C
1344	OG0001344	genemark-CCBN010000003.1-processed-gene-1.100-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-1.100&CDS=1-3357	YNL321W
1345	OG0001345	snap_masked-CCBN010000003.1-processed-gene-1.32-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-1.32&CDS=1-375	YOR122C
1346	OG0001346	snap_masked-CCBN010000003.1-processed-gene-2.1-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-2.1&CDS=1-3696	YGL006W
1347	OG0001347	genemark-CCBN010000003.1-processed-gene-2.69-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.69&CDS=1-285	YMR194C-B
1348	OG0001348	genemark-CCBN010000003.1-processed-gene-2.71-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.71&CDS=1-603	YDL072C
1349	OG0001349	genemark-CCBN010000003.1-processed-gene-2.78-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.78&CDS=1-774	YBR153W
1350	OG0001350	genemark-CCBN010000003.1-processed-gene-2.72-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.72&CDS=1-705	YBL041W
1351	OG0001351	genemark-CCBN010000003.1-processed-gene-2.79-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.79&CDS=1-642	YBL040C
1352	OG0001352	genemark-CCBN010000003.1-processed-gene-2.73-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.73&CDS=1-1053	YLR420W
1353	OG0001353	genemark-CCBN010000003.1-processed-gene-2.74-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.74&CDS=1-2502	YPL029W
1354	OG0001354	genemark-CCBN010000003.1-processed-gene-2.84-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.84&CDS=1-735	YDR248C
1355	OG0001355	genemark-CCBN010000003.1-processed-gene-2.86-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.86&CDS=1-1446	YPL172C
1356	OG0001356	genemark-CCBN010000003.1-processed-gene-2.88-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.88&CDS=1-2232	YMR165C
1357	OG0001357	genemark-CCBN010000003.1-processed-gene-2.75-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.75&CDS=1-1977	YKL125W
1358	OG0001358	genemark-CCBN010000003.1-processed-gene-2.89-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.89&CDS=1-1089	YKL193C
1359	OG0001359	genemark-CCBN010000003.1-processed-gene-2.92-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.92&CDS=1-3129	YGL141W
1360	OG0001360	genemark-CCBN010000003.1-processed-gene-2.95-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-2.95&CDS=1-1716	YJR010W
1361	OG0001361	genemark-CCBN010000003.1-processed-gene-3.2-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.2&CDS=1-1818	YGL164C
1362	OG0001362	genemark-CCBN010000003.1-processed-gene-3.3-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.3&CDS=1-594	YPR165W
1363	OG0001363	genemark-CCBN010000003.1-processed-gene-3.7-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.7&CDS=1-1896	YDR311W
1364	OG0001364	genemark-CCBN010000003.1-processed-gene-3.18-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.18&CDS=1-2199	YHR072W
1365	OG0001365	augustus_masked-CCBN010000003.1-processed-gene-3.59-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-3.59&CDS=1-1968	YMR098C
1366	OG0001366	genemark-CCBN010000003.1-processed-gene-3.20-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.20&CDS=1-1488	YMR093W
1367	OG0001367	snap_masked-CCBN010000003.1-processed-gene-3.106-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-3.106&CDS=1-2895	YPL128C
1368	OG0001368	genemark-CCBN010000003.1-processed-gene-3.25-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.25&CDS=1-1233	YNL064C
1369	OG0001369	genemark-CCBN010000003.1-processed-gene-3.9-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.9&CDS=1-1011	YDR280W
1370	OG0001370	genemark-CCBN010000003.1-processed-gene-3.29-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.29&CDS=1-405	YDR246W
1371	OG0001371	genemark-CCBN010000003.1-processed-gene-3.12-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.12&CDS=1-1647	YMR211W
1372	OG0001372	genemark-CCBN010000003.1-processed-gene-3.13-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.13&CDS=1-1449	YOR274W
1373	OG0001373	genemark-CCBN010000003.1-processed-gene-3.31-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.31&CDS=1-2466	YOR275C
1374	OG0001374	genemark-CCBN010000003.1-processed-gene-3.33-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-3.33&CDS=1-1260	YDR282C
1375	OG0001375	genemark-CCBN010000003.1-processed-gene-4.18-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.18&CDS=1-1029	YOR261C
1376	OG0001376	genemark-CCBN010000003.1-processed-gene-4.19-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.19&CDS=1-306	YOR265W
1377	OG0001377	genemark-CCBN010000003.1-processed-gene-4.22-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.22&CDS=1-1206	YPL028W
1378	OG0001378	genemark-CCBN010000003.1-processed-gene-4.25-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.25&CDS=1-600	YKR068C
1379	OG0001379	genemark-CCBN010000003.1-processed-gene-4.33-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.33&CDS=1-2115	YBL011W
1380	OG0001380	genemark-CCBN010000003.1-processed-gene-4.34-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-4.34&CDS=1-1512	YEL042W
1381	OG0001381	genemark-CCBN010000003.1-processed-gene-5.29-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.29&CDS=1-1974	YAL016W
1382	OG0001382	genemark-CCBN010000003.1-processed-gene-5.30-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.30&CDS=1-831	YGR262C
1383	OG0001383	genemark-CCBN010000003.1-processed-gene-5.31-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.31&CDS=1-597	YHR026W
1384	OG0001384	augustus_masked-CCBN010000003.1-processed-gene-5.5-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-5.5&CDS=1-1302	YOL031C
1385	OG0001385	genemark-CCBN010000003.1-processed-gene-5.36-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.36&CDS=1-1893	YDR496C
1386	OG0001386	maker-CCBN010000003.1-snap-gene-5.60-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-5.60&CDS=1-252	YDL008W
1387	OG0001387	genemark-CCBN010000003.1-processed-gene-5.37-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.37&CDS=1-2949	YDR495C
1388	OG0001388	genemark-CCBN010000003.1-processed-gene-5.41-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.41&CDS=1-720	YGL098W
1389	OG0001389	genemark-CCBN010000003.1-processed-gene-5.42-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.42&CDS=1-414	YBR217W
1390	OG0001390	genemark-CCBN010000003.1-processed-gene-5.52-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.52&CDS=1-957	YDR297W
1391	OG0001391	genemark-CCBN010000003.1-processed-gene-5.55-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.55&CDS=1-624	YBR111C
1392	OG0001392	genemark-CCBN010000003.1-processed-gene-5.44-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.44&CDS=1-864	YLR351C
1393	OG0001393	genemark-CCBN010000003.1-processed-gene-5.56-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.56&CDS=1-993	YOR061W
1394	OG0001394	genemark-CCBN010000003.1-processed-gene-5.57-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.57&CDS=1-861	YJL004C
1395	OG0001395	genemark-CCBN010000003.1-processed-gene-5.47-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-5.47&CDS=1-2238	YLL008W
1396	OG0001396	genemark-CCBN010000003.1-processed-gene-6.0-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.0&CDS=1-1848	YKR099W
1397	OG0001397	genemark-CCBN010000003.1-processed-gene-6.4-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.4&CDS=1-297	YER146W
1398	OG0001398	genemark-CCBN010000003.1-processed-gene-6.5-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.5&CDS=1-1380	YER143W
1399	OG0001399	augustus_masked-CCBN010000003.1-processed-gene-6.60-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-6.60&CDS=1-5202	YKL014C
1400	OG0001400	genemark-CCBN010000003.1-processed-gene-6.7-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.7&CDS=1-2070	YKL017C
1401	OG0001401	genemark-CCBN010000003.1-processed-gene-6.8-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.8&CDS=1-219	YIL156W-B
1402	OG0001402	genemark-CCBN010000003.1-processed-gene-6.23-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.23&CDS=1-435	YPL059W
1403	OG0001403	genemark-CCBN010000003.1-processed-gene-6.24-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.24&CDS=1-1734	YBR030W
1404	OG0001404	augustus_masked-CCBN010000003.1-processed-gene-6.65-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-6.65&CDS=1-4653	YPR095C
1405	OG0001405	genemark-CCBN010000003.1-processed-gene-6.12-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.12&CDS=1-1137	YGR286C
1406	OG0001406	genemark-CCBN010000003.1-processed-gene-6.13-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.13&CDS=1-1773	YFL053W
1407	OG0001407	genemark-CCBN010000003.1-processed-gene-6.28-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.28&CDS=1-2259	YKL213C
1408	OG0001408	genemark-CCBN010000003.1-processed-gene-6.29-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-6.29&CDS=1-999	YPL227C
1409	OG0001409	augustus_masked-CCBN010000003.1-processed-gene-6.58-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-6.58&CDS=1-2223	YLR427W
1410	OG0001410	genemark-CCBN010000003.1-processed-gene-7.41-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.41&CDS=1-1017	YJR060W
1411	OG0001411	genemark-CCBN010000003.1-processed-gene-7.61-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.61&CDS=1-453	YKL067W
1412	OG0001412	genemark-CCBN010000003.1-processed-gene-7.62-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.62&CDS=1-3426	YOR346W
1413	OG0001413	genemark-CCBN010000003.1-processed-gene-7.43-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.43&CDS=1-492	YDR462W
1414	OG0001414	genemark-CCBN010000003.1-processed-gene-7.44-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.44&CDS=1-1446	YMR014W
1415	OG0001415	genemark-CCBN010000003.1-processed-gene-7.45-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.45&CDS=1-1479	YOL049W
1416	OG0001416	genemark-CCBN010000003.1-processed-gene-7.47-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.47&CDS=1-507	YKL056C
1417	OG0001417	genemark-CCBN010000003.1-processed-gene-7.49-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.49&CDS=1-687	YPL199C
1418	OG0001418	genemark-CCBN010000003.1-processed-gene-7.65-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.65&CDS=1-849	YKL110C
1419	OG0001419	genemark-CCBN010000003.1-processed-gene-7.50-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.50&CDS=1-1023	YMR097C
1420	OG0001420	genemark-CCBN010000003.1-processed-gene-7.51-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.51&CDS=1-1812	YMR290C
1421	OG0001421	genemark-CCBN010000003.1-processed-gene-7.52-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.52&CDS=1-1056	YDR460W
1422	OG0001422	genemark-CCBN010000003.1-processed-gene-7.67-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.67&CDS=1-921	YGR267C
1423	OG0001423	genemark-CCBN010000003.1-processed-gene-7.53-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.53&CDS=1-729	YGR247W
1424	OG0001424	genemark-CCBN010000003.1-processed-gene-7.68-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.68&CDS=1-2511	YMR049C
1425	OG0001425	genemark-CCBN010000003.1-processed-gene-7.54-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-7.54&CDS=1-675	YOR319W
1426	OG0001426	maker-CCBN010000003.1-snap-gene-7.74-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-7.74&CDS=1-1188	YCL032W
1427	OG0001427	genemark-CCBN010000003.1-processed-gene-8.64-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.64&CDS=1-3576	YDR027C
1428	OG0001428	genemark-CCBN010000003.1-processed-gene-8.66-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.66&CDS=1-1182	YPR041W
1429	OG0001429	genemark-CCBN010000003.1-processed-gene-8.68-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.68&CDS=1-1005	YPL215W
1430	OG0001430	genemark-CCBN010000003.1-processed-gene-8.82-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.82&CDS=1-1707	YPL214C
1431	OG0001431	genemark-CCBN010000003.1-processed-gene-8.69-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.69&CDS=1-960	YGL136C
1432	OG0001432	genemark-CCBN010000003.1-processed-gene-8.70-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.70&CDS=1-261	YEL020W-A
1433	OG0001433	genemark-CCBN010000003.1-processed-gene-8.87-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.87&CDS=1-771	YLR441C
1434	OG0001434	genemark-CCBN010000003.1-processed-gene-8.88-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.88&CDS=1-924	YPR040W
1435	OG0001435	genemark-CCBN010000003.1-processed-gene-8.78-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.78&CDS=1-729	YPL213W
1436	OG0001436	genemark-CCBN010000003.1-processed-gene-8.89-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-8.89&CDS=1-4116	YGL131C
1437	OG0001437	genemark-CCBN010000003.1-processed-gene-9.3-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.3&CDS=1-2877	YLR039C
1438	OG0001438	genemark-CCBN010000003.1-processed-gene-9.8-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.8&CDS=1-1545	YMR131C
1439	OG0001439	genemark-CCBN010000003.1-processed-gene-9.5-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.5&CDS=1-2766	YBR055C
1440	OG0001440	genemark-CCBN010000003.1-processed-gene-9.22-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.22&CDS=1-450	YML030W
1441	OG0001441	genemark-CCBN010000003.1-processed-gene-9.12-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.12&CDS=1-1347	YGL215W
1442	OG0001442	genemark-CCBN010000003.1-processed-gene-9.13-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.13&CDS=1-1179	YER154W
1443	OG0001443	genemark-CCBN010000003.1-processed-gene-9.26-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.26&CDS=1-2619	YPR160W
1444	OG0001444	genemark-CCBN010000003.1-processed-gene-9.27-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.27&CDS=1-525	YMR009W
1445	OG0001445	snap_masked-CCBN010000003.1-processed-gene-9.81-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-9.81&CDS=1-597	YER050C
1446	OG0001446	genemark-CCBN010000003.1-processed-gene-9.30-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-9.30&CDS=1-3609	YDL145C
1447	OG0001447	augustus_masked-CCBN010000003.1-processed-gene-9.52-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-9.52&CDS=1-3021	YNL225C
1448	OG0001448	genemark-CCBN010000003.1-processed-gene-10.57-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.57&CDS=1-2388	YFL004W
1449	OG0001449	genemark-CCBN010000003.1-processed-gene-10.58-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.58&CDS=1-2244	YFL013C
1450	OG0001450	genemark-CCBN010000003.1-processed-gene-10.60-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.60&CDS=1-2733	YNL238W
1451	OG0001451	genemark-CCBN010000003.1-processed-gene-10.44-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.44&CDS=1-228	YFL017W-A
1452	OG0001452	genemark-CCBN010000003.1-processed-gene-10.45-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.45&CDS=1-852	YER175C
1453	OG0001453	genemark-CCBN010000003.1-processed-gene-10.46-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.46&CDS=1-3303	YPL009C
1454	OG0001454	genemark-CCBN010000003.1-processed-gene-10.63-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.63&CDS=1-642	YPL010W
1455	OG0001455	genemark-CCBN010000003.1-processed-gene-10.47-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.47&CDS=1-1041	YPL011C
1456	OG0001456	genemark-CCBN010000003.1-processed-gene-10.65-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.65&CDS=1-1770	YOR118W
1457	OG0001457	genemark-CCBN010000003.1-processed-gene-10.66-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.66&CDS=1-864	YPL132W
1458	OG0001458	maker-CCBN010000003.1-snap-gene-10.36-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-10.36&CDS=1-2070	YPL133C
1459	OG0001459	maker-CCBN010000003.1-augustus-gene-10.1-mRNA-1_1&gene=maker-CCBN010000003.1-augustus-gene-10.1&CDS=1-351	YKL160W
1460	OG0001460	genemark-CCBN010000003.1-processed-gene-10.68-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.68&CDS=1-432	YHR051W
1461	OG0001461	genemark-CCBN010000003.1-processed-gene-10.52-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.52&CDS=1-2304	YHR031C
1462	OG0001462	maker-CCBN010000003.1-snap-gene-10.38-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-10.38&CDS=1-888	YPL134C
1463	OG0001463	genemark-CCBN010000003.1-processed-gene-10.54-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.54&CDS=1-816	YOR223W
1464	OG0001464	genemark-CCBN010000003.1-processed-gene-10.55-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-10.55&CDS=1-3114	YBL063W
1465	OG0001465	augustus_masked-CCBN010000003.1-processed-gene-11.31-mRNA-1_1&gene=augustus_masked-CCBN010000003.1-processed-gene-11.31&CDS=1-816	YIL049W
1466	OG0001466	genemark-CCBN010000003.1-processed-gene-11.51-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-11.51&CDS=1-492	YPR073C
1467	OG0001467	genemark-CCBN010000003.1-processed-gene-11.52-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-11.52&CDS=1-1707	YDR120C
1468	OG0001468	maker-CCBN010000003.1-augustus-gene-12.27-mRNA-1_1&gene=maker-CCBN010000003.1-augustus-gene-12.27&CDS=1-1170	YCR045C
1469	OG0001469	genemark-CCBN010000003.1-processed-gene-12.42-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.42&CDS=1-786	YCR047C
1470	OG0001470	genemark-CCBN010000003.1-processed-gene-12.44-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.44&CDS=1-1989	YLR289W
1471	OG0001471	genemark-CCBN010000003.1-processed-gene-12.56-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.56&CDS=1-642	YCR051W
1472	OG0001472	genemark-CCBN010000003.1-processed-gene-12.58-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.58&CDS=1-3165	YOL098C
1473	OG0001473	genemark-CCBN010000003.1-processed-gene-12.47-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.47&CDS=1-981	YOR340C
1474	OG0001474	genemark-CCBN010000003.1-processed-gene-12.48-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.48&CDS=1-1068	YAL034W-A
1475	OG0001475	genemark-CCBN010000003.1-processed-gene-12.59-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.59&CDS=1-1755	YOR370C
1476	OG0001476	genemark-CCBN010000003.1-processed-gene-12.49-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.49&CDS=1-390	YNL153C
1477	OG0001477	genemark-CCBN010000003.1-processed-gene-12.64-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.64&CDS=1-2040	YKR001C
1478	OG0001478	genemark-CCBN010000003.1-processed-gene-12.52-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.52&CDS=1-1686	YDR257C
1479	OG0001479	genemark-CCBN010000003.1-processed-gene-12.53-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-12.53&CDS=1-1200	YEL056W
1480	OG0001480	genemark-CCBN010000003.1-processed-gene-13.31-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.31&CDS=1-654	YOL139C
1481	OG0001481	genemark-CCBN010000003.1-processed-gene-13.42-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.42&CDS=1-2598	YCL030C
1482	OG0001482	genemark-CCBN010000003.1-processed-gene-13.43-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.43&CDS=1-2937	YPL040C
1483	OG0001483	genemark-CCBN010000003.1-processed-gene-13.33-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.33&CDS=1-738	YDL202W
1484	OG0001484	snap_masked-CCBN010000003.1-processed-gene-13.77-mRNA-1_1&gene=snap_masked-CCBN010000003.1-processed-gene-13.77&CDS=1-3033	YNL039W
1485	OG0001485	maker-CCBN010000003.1-snap-gene-13.22-mRNA-1_1&gene=maker-CCBN010000003.1-snap-gene-13.22&CDS=1-336	YDR045C
1486	OG0001486	genemark-CCBN010000003.1-processed-gene-13.47-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.47&CDS=1-939	YGR144W
1487	OG0001487	genemark-CCBN010000003.1-processed-gene-13.37-mRNA-1_1&gene=genemark-CCBN010000003.1-processed-gene-13.37&CDS=1-3168	YJL050W
