	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034902_Ogataea_minuta
1398	OG0001398	YGR285C	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.79-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.79&CDS=1-1272
1399	OG0001399	YHL002W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.173-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.173&CDS=1-1209
1400	OG0001400	YHL004W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.127-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.127&CDS=1-1191
1401	OG0001401	YHL009C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.100&CDS=1-1068
1402	OG0001402	YHL010C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.62-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-13.62&CDS=1-1782
1403	OG0001403	YHL013C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.175-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.175&CDS=1-849
1404	OG0001404	YHL014C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-4.143&CDS=1-1146
1405	OG0001405	YHL015W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.139&CDS=1-345
1406	OG0001406	YHL016C	maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-0.123-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-snap-gene-0.123&CDS=1-2124
1407	OG0001407	YHL018W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.122-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.122&CDS=1-339
1408	OG0001408	YHL024W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.142-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.142&CDS=1-2100
1409	OG0001409	YHL027W	genemark-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.151-mRNA-1_1&gene=genemark-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.151&CDS=1-1890
1410	OG0001410	YHL028W	maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-2.109-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-snap-gene-2.109&CDS=1-1119
1411	OG0001411	YHL029C	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.81-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.81&CDS=1-1860
1412	OG0001412	YHL030W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.123-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-4.123&CDS=1-5349
1413	OG0001413	YHL032C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.22&CDS=1-1860
1414	OG0001414	YHL036W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.75-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.75&CDS=1-1659
1415	OG0001415	YHR001W-A	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-8.146-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-8.146&CDS=1-234
1416	OG0001416	YHR002W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-11.163-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-11.163&CDS=1-4386
1417	OG0001417	YHR004C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.10-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-5.10&CDS=1-2805
1418	OG0001418	YHR005C-A	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.66-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.66&CDS=1-282
1419	OG0001419	YHR007C	augustus_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.187&CDS=1-2406
1420	OG0001420	YHR008C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.73-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.73&CDS=1-684
1421	OG0001421	YHR009C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.122-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.122&CDS=1-1455
1422	OG0001422	YHR011W	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.31-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.31&CDS=1-1380
1423	OG0001423	YHR012W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-10.126-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-10.126&CDS=1-903
1424	OG0001424	YHR013C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.112-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.112&CDS=1-645
1425	OG0001425	YHR018C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.133&CDS=1-1395
1426	OG0001426	YHR020W	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.15-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-7.15&CDS=1-5424
1427	OG0001427	YHR024C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-0.137&CDS=1-1407
1428	OG0001428	YHR025W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.93-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.93&CDS=1-1032
1429	OG0001429	YHR026W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.76&CDS=1-591
1430	OG0001430	YHR027C	maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-5.61-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-5.61&CDS=1-4074
1431	OG0001431	YHR030C	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.84-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.84&CDS=1-1320
1432	OG0001432	YHR032W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.72-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.72&CDS=1-1710
1433	OG0001433	YHR036W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.94-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.94&CDS=1-1122
1434	OG0001434	YHR037W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.103-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.103&CDS=1-1677
1435	OG0001435	YHR038W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.9-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.9&CDS=1-708
1436	OG0001436	YHR039C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.73-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.73&CDS=1-1920
1437	OG0001437	YHR042W	maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-6.260-mRNA-1_1&gene=maker-NODE_7_length_744497_cov_40.979_ID_13-augustus-gene-6.260&CDS=1-2979
1438	OG0001438	YHR045W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.8-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.8&CDS=1-1338
1439	OG0001439	YHR048W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.46-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-5.46&CDS=1-1614
1440	OG0001440	YHR051W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.71-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-1.71&CDS=1-444
1441	OG0001441	YHR052W	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-1.113&CDS=1-1044
1442	OG0001442	YHR059W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.58-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-10.58&CDS=1-486
1443	OG0001443	YHR062C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.43&CDS=1-855
1444	OG0001444	YHR063C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.54-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-3.54&CDS=1-1014
1445	OG0001445	YHR064C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.78-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-6.78&CDS=1-1578
1446	OG0001446	YHR065C	maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-9.10-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-snap-gene-9.10&CDS=1-3012
1447	OG0001447	YHR068W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.46-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.46&CDS=1-1113
1448	OG0001448	YHR070W	genemark-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.11-mRNA-1_1&gene=genemark-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-9.11&CDS=1-1416
1449	OG0001449	YHR071W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.7-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.7&CDS=1-720
1450	OG0001450	YHR072W	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-2.59&CDS=1-4794
1451	OG0001451	YHR072W-A	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.67-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.67&CDS=1-180
1452	OG0001452	YHR073W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-2.3-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-2.3&CDS=1-3105
1453	OG0001453	YHR074W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.280-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.280&CDS=1-1755
1454	OG0001454	YHR075C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.234-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.234&CDS=1-1323
1455	OG0001455	YHR076W	maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-3.6-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-augustus-gene-3.6&CDS=1-1311
1456	OG0001456	YHR077C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.138&CDS=1-2718
1457	OG0001457	YHR081W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.85-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.85&CDS=1-528
1458	OG0001458	YHR083W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.73-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-5.73&CDS=1-879
1459	OG0001459	YHR084W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.29&CDS=1-2040
1460	OG0001460	YHR085W	genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.69-mRNA-1_1&gene=genemark-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-9.69&CDS=1-1137
1461	OG0001461	YHR087W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.54-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-11.54&CDS=1-345
1462	OG0001462	YHR089C	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.53-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-9.53&CDS=1-564
1463	OG0001463	YHR098C	augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.79-mRNA-1_1&gene=augustus_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-3.79&CDS=1-2697
1464	OG0001464	YHR099W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-8.140-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-8.140&CDS=1-11778
1465	OG0001465	YHR100C	genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.44-mRNA-1_1&gene=genemark-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-8.44&CDS=1-1203
1466	OG0001466	YHR108W	maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-7.11-mRNA-1_1&gene=maker-NODE_2_length_1316370_cov_40.1168_ID_3-augustus-gene-7.11&CDS=1-1677
1467	OG0001467	YHR111W	maker-NODE_8_length_429335_cov_42.3132_ID_15-augustus-gene-3.219-mRNA-1_1&gene=maker-NODE_8_length_429335_cov_42.3132_ID_15-augustus-gene-3.219&CDS=1-3468
1468	OG0001468	YHR112C	snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-3.110&CDS=1-1125
1469	OG0001469	YHR113W	maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-10.123-mRNA-1_1&gene=maker-NODE_4_length_1228431_cov_41.8692_ID_7-augustus-gene-10.123&CDS=1-6297
1470	OG0001470	YHR116W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.205-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-8.205&CDS=1-336
1471	OG0001471	YHR118C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.8-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.8&CDS=1-1092
1472	OG0001472	YHR119W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-6.114-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-augustus-gene-6.114&CDS=1-4008
1473	OG0001473	YHR120W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.12&CDS=1-2838
1474	OG0001474	YHR121W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.16-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.16&CDS=1-603
1475	OG0001475	YHR122W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.70-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.70&CDS=1-966
1476	OG0001476	YHR128W	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-6.114&CDS=1-2652
1477	OG0001477	YHR132C	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.56&CDS=1-1989
1478	OG0001478	YHR137W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.139-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.139&CDS=1-1455
1479	OG0001479	YHR142W	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.87-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.87&CDS=1-918
1480	OG0001480	YHR143W-A	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-0.37&CDS=1-216
1481	OG0001481	YHR144C	snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.99-mRNA-1_1&gene=snap_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-6.99&CDS=1-951
1482	OG0001482	YHR147C	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.101-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.101&CDS=1-639
1483	OG0001483	YHR148W	maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-4.193-mRNA-1_1&gene=maker-NODE_6_length_997536_cov_39.9545_ID_11-augustus-gene-4.193&CDS=1-1413
1484	OG0001484	YHR150W	augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.160-mRNA-1_1&gene=augustus_masked-NODE_7_length_744497_cov_40.979_ID_13-processed-gene-4.160&CDS=1-1680
1485	OG0001485	YHR151C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.68&CDS=1-1380
1486	OG0001486	YHR154W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.57-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-6.57&CDS=1-2043
1487	OG0001487	YHR156C	augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-3.93&CDS=1-738
1488	OG0001488	YHR164C	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.98-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.98&CDS=1-4269
1489	OG0001489	YHR165C	maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.70-mRNA-1_1&gene=maker-NODE_3_length_1291677_cov_39.2896_ID_5-snap-gene-4.70&CDS=1-8841
1490	OG0001490	YHR169W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.113-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.113&CDS=1-1284
1491	OG0001491	YHR170W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.115&CDS=1-1527
1492	OG0001492	YHR171W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.114&CDS=1-1890
1493	OG0001493	YHR172W	snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_9_length_414456_cov_41.5545_ID_17-processed-gene-1.112&CDS=1-2337
1494	OG0001494	YHR175W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-12.10&CDS=1-2025
1495	OG0001495	YHR178W	augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-1.97&CDS=1-2142
1496	OG0001496	YHR183W	genemark-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.61-mRNA-1_1&gene=genemark-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-8.61&CDS=1-1428
1497	OG0001497	YHR186C	maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-2.203-mRNA-1_1&gene=maker-NODE_5_length_1023165_cov_41.5042_ID_9-augustus-gene-2.203&CDS=1-8610
1498	OG0001498	YHR187W	snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-1.40&CDS=1-867
1499	OG0001499	YHR188C	augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.147-mRNA-1_1&gene=augustus_masked-NODE_8_length_429335_cov_42.3132_ID_15-processed-gene-2.147&CDS=1-1794
1500	OG0001500	YHR189W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.20-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-12.20&CDS=1-642
1501	OG0001501	YHR190W	maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-8.219-mRNA-1_1&gene=maker-NODE_1_length_1541352_cov_40.0978_ID_1-snap-gene-8.219&CDS=1-1326
1502	OG0001502	YHR191C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.106-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.106&CDS=1-453
1503	OG0001503	YHR192W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.79-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.79&CDS=1-825
1504	OG0001504	YHR193C	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.107-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-10.107&CDS=1-558
1505	OG0001505	YHR194W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.84-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-9.84&CDS=1-1554
1506	OG0001506	YHR197W	snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.117-mRNA-1_1&gene=snap_masked-NODE_6_length_997536_cov_39.9545_ID_11-processed-gene-4.117&CDS=1-2091
1507	OG0001507	YHR198C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.53-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.53&CDS=1-879
1508	OG0001508	YHR200W	snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.186-mRNA-1_1&gene=snap_masked-NODE_1_length_1541352_cov_40.0978_ID_1-processed-gene-14.186&CDS=1-777
1509	OG0001509	YHR201C	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-5.24&CDS=1-1032
1510	OG0001510	YHR202W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.49-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-2.49&CDS=1-1872
1511	OG0001511	YHR204W	snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.61-mRNA-1_1&gene=snap_masked-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.61&CDS=1-2505
1512	OG0001512	YHR205W	genemark-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.181-mRNA-1_1&gene=genemark-NODE_3_length_1291677_cov_39.2896_ID_5-processed-gene-10.181&CDS=1-2085
1513	OG0001513	YHR206W	snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.87-mRNA-1_1&gene=snap_masked-NODE_5_length_1023165_cov_41.5042_ID_9-processed-gene-7.87&CDS=1-1422
1514	OG0001514	YIL001W	augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1316370_cov_40.1168_ID_3-processed-gene-11.68&CDS=1-1536
1515	OG0001515	YIL003W	snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.64-mRNA-1_1&gene=snap_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-10.64&CDS=1-792
1516	OG0001516	YIL004C	augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_1228431_cov_41.8692_ID_7-processed-gene-1.120&CDS=1-504
