	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034884_Peterozyma_toletana
1888	OG0001888	YHR168W	genemark-flattened_line_28-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.130&CDS=1-1605
1889	OG0001889	YHR169W	genemark-flattened_line_28-processed-gene-1.171-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.171&CDS=1-1356
1890	OG0001890	YHR170W	genemark-flattened_line_4-processed-gene-7.266-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.266&CDS=1-1554
1891	OG0001891	YHR171W	genemark-flattened_line_4-processed-gene-7.265-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.265&CDS=1-1944
1892	OG0001892	YHR172W	snap_masked-flattened_line_28-processed-gene-1.284-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-1.284&CDS=1-2337
1893	OG0001893	YHR175W	genemark-flattened_line_0-processed-gene-0.5-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.5&CDS=1-486
1894	OG0001894	YHR176W	genemark-flattened_line_24-processed-gene-0.82-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-0.82&CDS=1-1374
1895	OG0001895	YHR177W	genemark-flattened_line_0-processed-gene-4.17-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.17&CDS=1-1449
1896	OG0001896	YHR181W	genemark-flattened_line_4-processed-gene-3.60-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.60&CDS=1-678
1897	OG0001897	YHR183W	snap_masked-flattened_line_4-processed-gene-2.124-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.124&CDS=1-1473
1898	OG0001898	YHR185C	genemark-flattened_line_77-processed-gene-0.63-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.63&CDS=1-843
1899	OG0001899	YHR186C	genemark-flattened_line_4-processed-gene-4.13-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-4.13&CDS=1-4353
1900	OG0001900	YHR187W	genemark-flattened_line_77-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_77-processed-gene-0.64&CDS=1-900
1901	OG0001901	YHR188C	genemark-flattened_line_22-processed-gene-2.123-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.123&CDS=1-1860
1902	OG0001902	YHR189W	augustus_masked-flattened_line_26-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-0.4&CDS=1-825
1903	OG0001903	YHR190W	maker-flattened_line_20-augustus-gene-2.162-mRNA-1_1&gene=maker-flattened_line_20-augustus-gene-2.162&CDS=1-1338
1904	OG0001904	YHR191C	genemark-flattened_line_86-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.85&CDS=1-441
1905	OG0001905	YHR192W	genemark-flattened_line_86-processed-gene-0.67-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.67&CDS=1-927
1906	OG0001906	YHR193C	genemark-flattened_line_14-processed-gene-3.34-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.34&CDS=1-543
1907	OG0001907	YHR194W	genemark-flattened_line_2-processed-gene-5.62-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.62&CDS=1-1740
1908	OG0001908	YHR196W	genemark-flattened_line_2-processed-gene-2.82-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.82&CDS=1-1809
1909	OG0001909	YHR197W	genemark-flattened_line_36-processed-gene-1.211-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.211&CDS=1-2190
1910	OG0001910	YHR200W	genemark-flattened_line_14-processed-gene-1.130-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.130&CDS=1-888
1911	OG0001911	YHR201C	genemark-flattened_line_12-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.97&CDS=1-1128
1912	OG0001912	YHR202W	genemark-flattened_line_63-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_63-processed-gene-0.68&CDS=1-1959
1913	OG0001913	YHR204W	genemark-flattened_line_16-processed-gene-1.86-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.86&CDS=1-2892
1914	OG0001914	YHR205W	genemark-flattened_line_16-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.31&CDS=1-2142
1915	OG0001915	YHR206W	genemark-flattened_line_16-processed-gene-0.32-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.32&CDS=1-1530
1916	OG0001916	YHR207C	genemark-flattened_line_16-processed-gene-2.58-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.58&CDS=1-1437
1917	OG0001917	YHR208W	genemark-flattened_line_16-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.77&CDS=1-1122
1918	OG0001918	YIL001W	genemark-flattened_line_6-processed-gene-7.108-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.108&CDS=1-1647
1919	OG0001919	YIL002C	genemark-flattened_line_6-processed-gene-5.127-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-5.127&CDS=1-2982
1920	OG0001920	YIL003W	genemark-flattened_line_6-processed-gene-7.103-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-7.103&CDS=1-840
1921	OG0001921	YIL004C	genemark-flattened_line_47-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.40&CDS=1-495
1922	OG0001922	YIL005W	genemark-flattened_line_0-processed-gene-5.36-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-5.36&CDS=1-2199
1923	OG0001923	YIL007C	genemark-flattened_line_69-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.80&CDS=1-645
1924	OG0001924	YIL008W	genemark-flattened_line_69-processed-gene-0.107-mRNA-1_1&gene=genemark-flattened_line_69-processed-gene-0.107&CDS=1-309
1925	OG0001925	YIL010W	genemark-flattened_line_2-processed-gene-6.108-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.108&CDS=1-654
1926	OG0001926	YIL017C	genemark-flattened_line_45-processed-gene-0.96-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.96&CDS=1-2379
1927	OG0001927	YIL019W	genemark-flattened_line_8-processed-gene-2.163-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.163&CDS=1-1029
1928	OG0001928	YIL020C	augustus_masked-flattened_line_8-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.25&CDS=1-810
1929	OG0001929	YIL021W	genemark-flattened_line_8-processed-gene-2.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.142&CDS=1-987
1930	OG0001930	YIL022W	genemark-flattened_line_0-processed-gene-6.3-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-6.3&CDS=1-1245
1931	OG0001931	YIL023C	genemark-flattened_line_53-processed-gene-0.253-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.253&CDS=1-1305
1932	OG0001932	YIL026C	genemark-flattened_line_53-processed-gene-0.300-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.300&CDS=1-3396
1933	OG0001933	YIL030C	genemark-flattened_line_53-processed-gene-0.254-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.254&CDS=1-3501
1934	OG0001934	YIL031W	snap_masked-flattened_line_14-processed-gene-0.93-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.93&CDS=1-4668
1935	OG0001935	YIL033C	genemark-flattened_line_53-processed-gene-0.218-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.218&CDS=1-1368
1936	OG0001936	YIL034C	genemark-flattened_line_53-processed-gene-0.219-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.219&CDS=1-813
1937	OG0001937	YIL035C	genemark-flattened_line_53-processed-gene-0.220-mRNA-1_1&gene=genemark-flattened_line_53-processed-gene-0.220&CDS=1-1002
1938	OG0001938	YIL039W	genemark-flattened_line_30-processed-gene-1.259-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.259&CDS=1-1404
1939	OG0001939	YIL041W	genemark-flattened_line_8-processed-gene-3.149-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.149&CDS=1-1020
1940	OG0001940	YIL042C	genemark-flattened_line_8-processed-gene-3.153-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-3.153&CDS=1-1494
1941	OG0001941	YIL043C	genemark-flattened_line_8-processed-gene-1.107-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.107&CDS=1-837
1942	OG0001942	YIL044C	genemark-flattened_line_36-processed-gene-1.206-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.206&CDS=1-993
1943	OG0001943	YIL046W	genemark-flattened_line_34-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.72&CDS=1-1956
1944	OG0001944	YIL047C	genemark-flattened_line_8-processed-gene-1.98-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.98&CDS=1-3159
1945	OG0001945	YIL048W	genemark-flattened_line_16-processed-gene-1.52-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.52&CDS=1-3474
1946	OG0001946	YIL049W	genemark-flattened_line_30-processed-gene-1.219-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.219&CDS=1-843
1947	OG0001947	YIL061C	genemark-flattened_line_4-processed-gene-2.8-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.8&CDS=1-1038
1948	OG0001948	YIL062C	genemark-flattened_line_4-processed-gene-2.37-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.37&CDS=1-453
1949	OG0001949	YIL063C	genemark-flattened_line_2-processed-gene-3.17-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.17&CDS=1-1176
1950	OG0001950	YIL064W	genemark-flattened_line_2-processed-gene-3.30-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.30&CDS=1-705
1951	OG0001951	YIL065C	genemark-flattened_line_2-processed-gene-3.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.31&CDS=1-465
1952	OG0001952	YIL067C	genemark-flattened_line_14-processed-gene-3.53-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.53&CDS=1-2016
1953	OG0001953	YIL068C	genemark-flattened_line_10-processed-gene-3.69-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.69&CDS=1-2373
1954	OG0001954	YIL070C	genemark-flattened_line_22-processed-gene-2.129-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.129&CDS=1-786
1955	OG0001955	YIL072W	augustus_masked-flattened_line_79-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_79-processed-gene-0.5&CDS=1-1896
1956	OG0001956	YIL073C	snap_masked-flattened_line_8-processed-gene-6.41-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.41&CDS=1-2778
1957	OG0001957	YIL074C	genemark-flattened_line_4-processed-gene-3.58-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.58&CDS=1-1422
1958	OG0001958	YIL075C	genemark-flattened_line_86-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_86-processed-gene-0.80&CDS=1-2880
1959	OG0001959	YIL076W	genemark-flattened_line_71-processed-gene-0.19-mRNA-1_1&gene=genemark-flattened_line_71-processed-gene-0.19&CDS=1-873
1960	OG0001960	YIL078W	genemark-flattened_line_38-processed-gene-1.111-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.111&CDS=1-2163
1961	OG0001961	YIL083C	genemark-flattened_line_18-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-1.84&CDS=1-1044
1962	OG0001962	YIL084C	maker-flattened_line_18-snap-gene-0.1-mRNA-1_1&gene=maker-flattened_line_18-snap-gene-0.1&CDS=1-1059
1963	OG0001963	YIL087C	genemark-flattened_line_2-processed-gene-8.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-8.15&CDS=1-495
1964	OG0001964	YIL088C	genemark-flattened_line_4-processed-gene-7.275-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.275&CDS=1-1359
1965	OG0001965	YIL090W	genemark-flattened_line_4-processed-gene-7.244-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.244&CDS=1-1638
1966	OG0001966	YIL091C	genemark-flattened_line_4-processed-gene-7.291-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-7.291&CDS=1-2397
1967	OG0001967	YIL093C	genemark-flattened_line_55-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.57&CDS=1-777
1968	OG0001968	YIL094C	genemark-flattened_line_55-processed-gene-0.54-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.54&CDS=1-1110
1969	OG0001969	YIL096C	genemark-flattened_line_45-processed-gene-1.97-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.97&CDS=1-1035
1970	OG0001970	YIL097W	genemark-flattened_line_45-processed-gene-1.72-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.72&CDS=1-2475
1971	OG0001971	YIL098C	genemark-flattened_line_0-processed-gene-2.34-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.34&CDS=1-447
1972	OG0001972	YIL099W	genemark-flattened_line_45-processed-gene-1.96-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-1.96&CDS=1-1647
1973	OG0001973	YIL101C	genemark-flattened_line_14-processed-gene-3.91-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.91&CDS=1-1437
1974	OG0001974	YIL103W	genemark-flattened_line_14-processed-gene-3.50-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.50&CDS=1-1317
1975	OG0001975	YIL104C	snap_masked-flattened_line_14-processed-gene-3.272-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-3.272&CDS=1-1602
1976	OG0001976	YIL106W	genemark-flattened_line_34-processed-gene-1.47-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-1.47&CDS=1-732
1977	OG0001977	YIL107C	augustus_masked-flattened_line_55-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.113&CDS=1-2334
1978	OG0001978	YIL108W	genemark-flattened_line_55-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.35&CDS=1-2133
1979	OG0001979	YIL110W	genemark-flattened_line_55-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_55-processed-gene-0.38&CDS=1-1074
1980	OG0001980	YIL112W	snap_masked-flattened_line_55-processed-gene-0.230-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.230&CDS=1-3126
1981	OG0001981	YIL113W	snap_masked-flattened_line_55-processed-gene-0.231-mRNA-1_1&gene=snap_masked-flattened_line_55-processed-gene-0.231&CDS=1-1128
1982	OG0001982	YIL115C	augustus_masked-flattened_line_14-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.166&CDS=1-4002
1983	OG0001983	YIL116W	genemark-flattened_line_2-processed-gene-2.80-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.80&CDS=1-1194
1984	OG0001984	YIL118W	snap_masked-flattened_line_59-processed-gene-0.119-mRNA-1_1&gene=snap_masked-flattened_line_59-processed-gene-0.119&CDS=1-666
1985	OG0001985	YIL119C	snap_masked-flattened_line_57-processed-gene-0.199-mRNA-1_1&gene=snap_masked-flattened_line_57-processed-gene-0.199&CDS=1-1716
1986	OG0001986	YIL124W	genemark-flattened_line_2-processed-gene-0.52-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-0.52&CDS=1-870
1987	OG0001987	YIL125W	genemark-flattened_line_2-processed-gene-6.68-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.68&CDS=1-3018
1988	OG0001988	YIL127C	genemark-flattened_line_12-processed-gene-3.26-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.26&CDS=1-606
1989	OG0001989	YIL128W	genemark-flattened_line_12-processed-gene-3.8-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.8&CDS=1-3219
1990	OG0001990	YIL129C	snap_masked-flattened_line_12-processed-gene-3.67-mRNA-1_1&gene=snap_masked-flattened_line_12-processed-gene-3.67&CDS=1-8346
1991	OG0001991	YIL130W	genemark-flattened_line_42-processed-gene-1.66-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.66&CDS=1-2997
1992	OG0001992	YIL131C	genemark-flattened_line_42-processed-gene-1.89-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.89&CDS=1-1647
1993	OG0001993	YIL133C	genemark-flattened_line_34-processed-gene-0.98-mRNA-1_1&gene=genemark-flattened_line_34-processed-gene-0.98&CDS=1-600
1994	OG0001994	YIL134W	augustus_masked-flattened_line_10-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.86&CDS=1-933
1995	OG0001995	YIL137C	genemark-flattened_line_8-processed-gene-1.129-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.129&CDS=1-2868
1996	OG0001996	YIL139C	genemark-flattened_line_67-processed-gene-0.56-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.56&CDS=1-648
1997	OG0001997	YIL140W	genemark-flattened_line_42-processed-gene-1.93-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.93&CDS=1-2574
1998	OG0001998	YIL142W	genemark-flattened_line_67-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_67-processed-gene-0.57&CDS=1-1575
1999	OG0001999	YIL143C	genemark-flattened_line_14-processed-gene-1.105-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-1.105&CDS=1-2523
2000	OG0002000	YIL144W	genemark-flattened_line_8-processed-gene-4.56-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.56&CDS=1-2040
2001	OG0002001	YIL145C	genemark-flattened_line_6-processed-gene-4.7-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.7&CDS=1-927
2002	OG0002002	YIL147C	genemark-flattened_line_12-processed-gene-0.6-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.6&CDS=1-3717
2003	OG0002003	YIL150C	snap_masked-flattened_line_2-processed-gene-8.170-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.170&CDS=1-1707
2004	OG0002004	YIL153W	genemark-flattened_line_24-processed-gene-2.43-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.43&CDS=1-1443
2005	OG0002005	YIL154C	genemark-flattened_line_24-processed-gene-2.55-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.55&CDS=1-1374
2006	OG0002006	YIL155C	genemark-flattened_line_24-processed-gene-2.56-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-2.56&CDS=1-1947
2007	OG0002007	YIL156W-B	snap_masked-flattened_line_24-processed-gene-2.146-mRNA-1_1&gene=snap_masked-flattened_line_24-processed-gene-2.146&CDS=1-222
2008	OG0002008	YIL157C	genemark-flattened_line_24-processed-gene-1.124-mRNA-1_1&gene=genemark-flattened_line_24-processed-gene-1.124&CDS=1-588
2009	OG0002009	YIL160C	genemark-flattened_line_12-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-0.9&CDS=1-1230
2010	OG0002010	YIL164C	genemark-flattened_line_22-processed-gene-1.84-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-1.84&CDS=1-921
2011	OG0002011	YIL166C	maker-flattened_line_10-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.1&CDS=1-1707
2012	OG0002012	YIR002C	maker-flattened_line_30-augustus-gene-1.310-mRNA-1_1&gene=maker-flattened_line_30-augustus-gene-1.310&CDS=1-4623
2013	OG0002013	YIR004W	genemark-flattened_line_2-processed-gene-2.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-2.94&CDS=1-1530
2014	OG0002014	YIR005W	genemark-flattened_line_2-processed-gene-7.91-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-7.91&CDS=1-669
2015	OG0002015	YIR006C	genemark-flattened_line_16-processed-gene-2.51-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-2.51&CDS=1-4434
2016	OG0002016	YIR007W	genemark-flattened_line_8-processed-gene-0.68-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.68&CDS=1-2460
2017	OG0002017	YIR009W	genemark-flattened_line_2-processed-gene-6.94-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-6.94&CDS=1-363
2018	OG0002018	YIR011C	genemark-flattened_line_47-processed-gene-0.36-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.36&CDS=1-1035
2019	OG0002019	YIR012W	genemark-flattened_line_10-processed-gene-5.34-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-5.34&CDS=1-1272
2020	OG0002020	YIR015W	snap_masked-flattened_line_18-processed-gene-1.90-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.90&CDS=1-426
2021	OG0002021	YIR022W	augustus_masked-flattened_line_49-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-flattened_line_49-processed-gene-0.103&CDS=1-1557
2022	OG0002022	YIR023W	genemark-flattened_line_42-processed-gene-1.79-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-1.79&CDS=1-3342
2023	OG0002023	YIR026C	genemark-flattened_line_2-processed-gene-5.104-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-5.104&CDS=1-1023
2024	OG0002024	YIR027C	genemark-flattened_line_30-processed-gene-1.278-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.278&CDS=1-1797
2025	OG0002025	YIR029W	genemark-flattened_line_14-processed-gene-3.78-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-3.78&CDS=1-996
2026	OG0002026	YIR030C	genemark-flattened_line_10-processed-gene-0.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.29&CDS=1-750
2027	OG0002027	YIR032C	genemark-flattened_line_0-processed-gene-8.152-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-8.152&CDS=1-627
2028	OG0002028	YIR034C	genemark-flattened_line_10-processed-gene-3.81-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-3.81&CDS=1-1125
2029	OG0002029	YIR038C	genemark-flattened_line_18-processed-gene-2.201-mRNA-1_1&gene=genemark-flattened_line_18-processed-gene-2.201&CDS=1-741
2030	OG0002030	YJL001W	genemark-flattened_line_30-processed-gene-0.57-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-0.57&CDS=1-648
2031	OG0002031	YJL002C	genemark-flattened_line_4-processed-gene-1.77-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-1.77&CDS=1-1452
2032	OG0002032	YJL004C	augustus_masked-flattened_line_14-processed-gene-3.136-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.136&CDS=1-3084
2033	OG0002033	YJL005W	genemark-flattened_line_42-processed-gene-0.85-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.85&CDS=1-5376
2034	OG0002034	YJL006C	genemark-flattened_line_4-processed-gene-5.97-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.97&CDS=1-1173
2035	OG0002035	YJL008C	genemark-flattened_line_4-processed-gene-3.78-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.78&CDS=1-1677
2036	OG0002036	YJL010C	genemark-flattened_line_45-processed-gene-0.91-mRNA-1_1&gene=genemark-flattened_line_45-processed-gene-0.91&CDS=1-2043
2037	OG0002037	YJL011C	genemark-flattened_line_8-processed-gene-1.134-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.134&CDS=1-510
2038	OG0002038	YJL012C	genemark-flattened_line_22-processed-gene-2.89-mRNA-1_1&gene=genemark-flattened_line_22-processed-gene-2.89&CDS=1-2145
2039	OG0002039	YJL014W	genemark-flattened_line_8-processed-gene-1.116-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.116&CDS=1-1587
2040	OG0002040	YJL019W	snap_masked-flattened_line_8-processed-gene-6.32-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-6.32&CDS=1-2571
2041	OG0002041	YJL020C	genemark-flattened_line_6-processed-gene-6.45-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-6.45&CDS=1-3159
2042	OG0002042	YJL024C	genemark-flattened_line_0-processed-gene-0.4-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-0.4&CDS=1-654
2043	OG0002043	YJL025W	augustus_masked-flattened_line_12-processed-gene-4.225-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.225&CDS=1-4836
2044	OG0002044	YJL026W	genemark-flattened_line_2-processed-gene-3.15-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-3.15&CDS=1-1212
2045	OG0002045	YJL029C	genemark-flattened_line_4-processed-gene-3.79-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.79&CDS=1-2595
2046	OG0002046	YJL031C	genemark-flattened_line_4-processed-gene-5.92-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-5.92&CDS=1-963
2047	OG0002047	YJL033W	genemark-flattened_line_28-processed-gene-0.11-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-0.11&CDS=1-2340
2048	OG0002048	YJL034W	genemark-flattened_line_30-processed-gene-1.229-mRNA-1_1&gene=genemark-flattened_line_30-processed-gene-1.229&CDS=1-2004
2049	OG0002049	YJL035C	genemark-flattened_line_4-processed-gene-3.76-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.76&CDS=1-744
2050	OG0002050	YJL036W	genemark-flattened_line_4-processed-gene-3.55-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.55&CDS=1-1854
2051	OG0002051	YJL041W	augustus_masked-flattened_line_12-processed-gene-1.67-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.67&CDS=1-2127
2052	OG0002052	YJL042W	genemark-flattened_line_12-processed-gene-1.100-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.100&CDS=1-3768
2053	OG0002053	YJL044C	genemark-flattened_line_12-processed-gene-1.99-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-1.99&CDS=1-1494
2054	OG0002054	YJL046W	genemark-flattened_line_6-processed-gene-4.14-mRNA-1_1&gene=genemark-flattened_line_6-processed-gene-4.14&CDS=1-2076
2055	OG0002055	YJL050W	genemark-flattened_line_49-processed-gene-0.211-mRNA-1_1&gene=genemark-flattened_line_49-processed-gene-0.211&CDS=1-3195
2056	OG0002056	YJL053W	genemark-flattened_line_38-processed-gene-1.63-mRNA-1_1&gene=genemark-flattened_line_38-processed-gene-1.63&CDS=1-906
2057	OG0002057	YJL054W	genemark-flattened_line_16-processed-gene-1.82-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.82&CDS=1-1560
2058	OG0002058	YJL055W	genemark-flattened_line_16-processed-gene-1.81-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-1.81&CDS=1-699
2059	OG0002059	YJL056C	genemark-flattened_line_14-processed-gene-2.67-mRNA-1_1&gene=genemark-flattened_line_14-processed-gene-2.67&CDS=1-2100
2060	OG0002060	YJL057C	genemark-flattened_line_10-processed-gene-0.9-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.9&CDS=1-1851
