	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035282_Trigonopsis_vinaria
1521	OG0001521	YGR244C	maker-NODE_22_length_192448_cov_30.6168_ID_2871-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_22_length_192448_cov_30.6168_ID_2871-augustus-gene-0.98&CDS=1-1272
1522	OG0001522	YGR245C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.106-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.106&CDS=1-2163
1523	OG0001523	YGR246C	snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.318-mRNA-1_1&gene=snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.318&CDS=1-1671
1524	OG0001524	YGR247W	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-3.46&CDS=1-567
1525	OG0001525	YGR252W	maker-NODE_14_length_303702_cov_28.9607_ID_7328-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-augustus-gene-0.3&CDS=1-1992
1526	OG0001526	YGR253C	maker-NODE_9_length_401842_cov_33.1288_ID_2520-augustus-gene-2.8-mRNA-1_1&gene=maker-NODE_9_length_401842_cov_33.1288_ID_2520-augustus-gene-2.8&CDS=1-753
1527	OG0001527	YGR254W	snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-2.80&CDS=1-1305
1528	OG0001528	YGR255C	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.99-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-0.99&CDS=1-1413
1529	OG0001529	YGR257C	genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-1.142&CDS=1-1443
1530	OG0001530	YGR258C	maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.101-mRNA-1_1&gene=maker-NODE_8_length_412411_cov_29.2091_ID_5354-snap-gene-2.101&CDS=1-2805
1531	OG0001531	YGR261C	maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_19_length_214413_cov_45.2145_ID_5203-snap-gene-0.41&CDS=1-2409
1532	OG0001532	YGR262C	snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.69-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.69&CDS=1-747
1533	OG0001533	YGR263C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-0.67&CDS=1-1383
1534	OG0001534	YGR264C	genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.76-mRNA-1_1&gene=genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-5.76&CDS=1-2277
1535	OG0001535	YGR266W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.167&CDS=1-2121
1536	OG0001536	YGR267C	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-1.68-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-1.68&CDS=1-1023
1537	OG0001537	YGR268C	snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.263-mRNA-1_1&gene=snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.263&CDS=1-828
1538	OG0001538	YGR270W	snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-0.24-mRNA-1_1&gene=snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-0.24&CDS=1-4395
1539	OG0001539	YGR271C-A	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-3.8-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-augustus-gene-3.8&CDS=1-501
1540	OG0001540	YGR274C	maker-NODE_24_length_163241_cov_27.3507_ID_3210-snap-gene-0.173-mRNA-1_1&gene=maker-NODE_24_length_163241_cov_27.3507_ID_3210-snap-gene-0.173&CDS=1-3213
1541	OG0001541	YGR276C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.114-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.114&CDS=1-2001
1542	OG0001542	YGR277C	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-1.116-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-1.116&CDS=1-1233
1543	OG0001543	YGR278W	genemark-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.201-mRNA-1_1&gene=genemark-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.201&CDS=1-2430
1544	OG0001544	YGR280C	maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-2.142-mRNA-1_1&gene=maker-NODE_14_length_303702_cov_28.9607_ID_7328-snap-gene-2.142&CDS=1-747
1545	OG0001545	YGR282C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-1.74-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-1.74&CDS=1-921
1546	OG0001546	YGR284C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-0.143&CDS=1-918
1547	OG0001547	YGR285C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-2.2-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-2.2&CDS=1-1311
1548	OG0001548	YGR286C	snap_masked-NODE_23_length_180852_cov_49.0961_ID_2839-processed-gene-0.179-mRNA-1_1&gene=snap_masked-NODE_23_length_180852_cov_49.0961_ID_2839-processed-gene-0.179&CDS=1-1044
1549	OG0001549	YHL002W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.56-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-2.56&CDS=1-1998
1550	OG0001550	YHL004W	augustus_masked-NODE_191_length_414_cov_0.855856_ID_7324-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_191_length_414_cov_0.855856_ID_7324-processed-gene-0.0&CDS=1-411
1551	OG0001551	YHL010C	maker-NODE_9_length_401842_cov_33.1288_ID_2520-snap-gene-2.95-mRNA-1_1&gene=maker-NODE_9_length_401842_cov_33.1288_ID_2520-snap-gene-2.95&CDS=1-1623
1552	OG0001552	YHL013C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-1.130-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-1.130&CDS=1-888
1553	OG0001553	YHL015W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-2.63-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-2.63&CDS=1-360
1554	OG0001554	YHL016C	maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-3.62-mRNA-1_1&gene=maker-NODE_2_length_864050_cov_27.7683_ID_3241-snap-gene-3.62&CDS=1-2052
1555	OG0001555	YHL021C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.128&CDS=1-1356
1556	OG0001556	YHL022C	snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.223-mRNA-1_1&gene=snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.223&CDS=1-1143
1557	OG0001557	YHL023C	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.88-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-6.88&CDS=1-2727
1558	OG0001558	YHL024W	augustus_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-0.39&CDS=1-1827
1559	OG0001559	YHL027W	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.91-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-4.91&CDS=1-2037
1560	OG0001560	YHL029C	augustus_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-0.17&CDS=1-1314
1561	OG0001561	YHL030W	maker-NODE_31_length_87158_cov_27.2516_ID_4097-augustus-gene-0.8-mRNA-1_1&gene=maker-NODE_31_length_87158_cov_27.2516_ID_4097-augustus-gene-0.8&CDS=1-5610
1562	OG0001562	YHL031C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-6.28-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-6.28&CDS=1-699
1563	OG0001563	YHL032C	snap_masked-NODE_36_length_43906_cov_32.2194_ID_4799-processed-gene-0.51-mRNA-1_1&gene=snap_masked-NODE_36_length_43906_cov_32.2194_ID_4799-processed-gene-0.51&CDS=1-1545
1564	OG0001564	YHR001W-A	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-5.117-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-5.117&CDS=1-243
1565	OG0001565	YHR002W	snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.165-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.165&CDS=1-1143
1566	OG0001566	YHR004C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-2.96-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-2.96&CDS=1-2172
1567	OG0001567	YHR005C-A	snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-0.80&CDS=1-279
1568	OG0001568	YHR007C	augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-0.102&CDS=1-4077
1569	OG0001569	YHR008C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-5.80&CDS=1-663
1570	OG0001570	YHR009C	snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.209-mRNA-1_1&gene=snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.209&CDS=1-1404
1571	OG0001571	YHR011W	genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-1.59&CDS=1-1548
1572	OG0001572	YHR012W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.126-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.126&CDS=1-882
1573	OG0001573	YHR013C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.172-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.172&CDS=1-708
1574	OG0001574	YHR016C	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-2.66-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-2.66&CDS=1-1266
1575	OG0001575	YHR018C	snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-2.93-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-2.93&CDS=1-1398
1576	OG0001576	YHR019C	snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.153-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.153&CDS=1-1698
1577	OG0001577	YHR020W	snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.300-mRNA-1_1&gene=snap_masked-NODE_6_length_498455_cov_30.6401_ID_2085-processed-gene-3.300&CDS=1-2133
1578	OG0001578	YHR024C	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.149-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.149&CDS=1-1464
1579	OG0001579	YHR025W	snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-0.65-mRNA-1_1&gene=snap_masked-NODE_13_length_312200_cov_40.1463_ID_9646-processed-gene-0.65&CDS=1-1056
1580	OG0001580	YHR026W	maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.263-mRNA-1_1&gene=maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.263&CDS=1-534
1581	OG0001581	YHR027C	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.166-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-7.166&CDS=1-2778
1582	OG0001582	YHR028C	augustus_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.319-mRNA-1_1&gene=augustus_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.319&CDS=1-2487
1583	OG0001583	YHR034C	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.202-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.202&CDS=1-963
1584	OG0001584	YHR036W	augustus_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_25_length_119184_cov_27.9515_ID_3524-processed-gene-0.9&CDS=1-1554
1585	OG0001585	YHR037W	maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-0.94-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-0.94&CDS=1-1692
1586	OG0001586	YHR038W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.191-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-5.191&CDS=1-699
1587	OG0001587	YHR039C	snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.85-mRNA-1_1&gene=snap_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.85&CDS=1-1674
1588	OG0001588	YHR039C-A	genemark-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.249-mRNA-1_1&gene=genemark-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.249&CDS=1-345
1589	OG0001589	YHR040W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-1.77&CDS=1-927
1590	OG0001590	YHR042W	snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.236-mRNA-1_1&gene=snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.236&CDS=1-2085
1591	OG0001591	YHR045W	augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-6.57&CDS=1-1488
1592	OG0001592	YHR048W	snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.220-mRNA-1_1&gene=snap_masked-NODE_22_length_192448_cov_30.6168_ID_2871-processed-gene-0.220&CDS=1-1584
1593	OG0001593	YHR051W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-1.25&CDS=1-477
1594	OG0001594	YHR058C	snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_14_length_303702_cov_28.9607_ID_7328-processed-gene-1.131&CDS=1-744
1595	OG0001595	YHR059W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.135-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-3.135&CDS=1-354
1596	OG0001596	YHR062C	genemark-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.20-mRNA-1_1&gene=genemark-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-4.20&CDS=1-849
1597	OG0001597	YHR064C	maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-0.101-mRNA-1_1&gene=maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-0.101&CDS=1-1653
1598	OG0001598	YHR065C	maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.249-mRNA-1_1&gene=maker-NODE_6_length_498455_cov_30.6401_ID_2085-snap-gene-3.249&CDS=1-1425
1599	OG0001599	YHR068W	snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-2.13-mRNA-1_1&gene=snap_masked-NODE_5_length_608631_cov_29.0002_ID_3793-processed-gene-2.13&CDS=1-1125
1600	OG0001600	YHR069C	maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-2.234-mRNA-1_1&gene=maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-2.234&CDS=1-1086
1601	OG0001601	YHR070W	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-6.177-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-6.177&CDS=1-1401
1602	OG0001602	YHR071W	snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_3_length_727445_cov_28.2507_ID_3172-processed-gene-0.122&CDS=1-1146
1603	OG0001603	YHR072W	maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.302-mRNA-1_1&gene=maker-NODE_17_length_250191_cov_28.841_ID_2582-snap-gene-1.302&CDS=1-2157
1604	OG0001604	YHR072W-A	snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.254-mRNA-1_1&gene=snap_masked-NODE_17_length_250191_cov_28.841_ID_2582-processed-gene-1.254&CDS=1-192
1605	OG0001605	YHR073W	maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-1.61-mRNA-1_1&gene=maker-NODE_5_length_608631_cov_29.0002_ID_3793-snap-gene-1.61&CDS=1-2586
1606	OG0001606	YHR074W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-6.134-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-6.134&CDS=1-2151
1607	OG0001607	YHR075C	maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-1.111-mRNA-1_1&gene=maker-NODE_3_length_727445_cov_28.2507_ID_3172-snap-gene-1.111&CDS=1-1299
1608	OG0001608	YHR076W	maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.86&CDS=1-810
1609	OG0001609	YHR077C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.249-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-5.249&CDS=1-3462
1610	OG0001610	YHR078W	augustus_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.206&CDS=1-945
1611	OG0001611	YHR079C	maker-NODE_9_length_401842_cov_33.1288_ID_2520-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_9_length_401842_cov_33.1288_ID_2520-snap-gene-0.4&CDS=1-3126
1612	OG0001612	YHR085W	maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-1.79-mRNA-1_1&gene=maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-1.79&CDS=1-1032
1613	OG0001613	YHR086W	genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.29-mRNA-1_1&gene=genemark-NODE_12_length_323142_cov_42.5011_ID_4325-processed-gene-1.29&CDS=1-1359
1614	OG0001614	YHR087W	augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.139-mRNA-1_1&gene=augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-2.139&CDS=1-336
1615	OG0001615	YHR088W	snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_19_length_214413_cov_45.2145_ID_5203-processed-gene-1.73&CDS=1-849
1616	OG0001616	YHR089C	maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-0.93-mRNA-1_1&gene=maker-NODE_10_length_377915_cov_28.3732_ID_8830-snap-gene-0.93&CDS=1-591
1617	OG0001617	YHR099W	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-6.136-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-6.136&CDS=1-11253
1618	OG0001618	YHR100C	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.266-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.266&CDS=1-636
1619	OG0001619	YHR110W	snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.181-mRNA-1_1&gene=snap_masked-NODE_15_length_262765_cov_28.0125_ID_2801-processed-gene-1.181&CDS=1-624
1620	OG0001620	YHR111W	genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-1.143-mRNA-1_1&gene=genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-1.143&CDS=1-1218
1621	OG0001621	YHR112C	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.134-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.134&CDS=1-1212
1622	OG0001622	YHR113W	snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.132-mRNA-1_1&gene=snap_masked-NODE_9_length_401842_cov_33.1288_ID_2520-processed-gene-3.132&CDS=1-1398
1623	OG0001623	YHR114W	augustus_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-3.87&CDS=1-1836
1624	OG0001624	YHR116W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.129-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-1.129&CDS=1-339
1625	OG0001625	YHR119W	genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-1.165-mRNA-1_1&gene=genemark-NODE_4_length_684481_cov_27.1247_ID_2120-processed-gene-1.165&CDS=1-3144
1626	OG0001626	YHR120W	maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.90-mRNA-1_1&gene=maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.90&CDS=1-3144
1627	OG0001627	YHR121W	snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.137-mRNA-1_1&gene=snap_masked-NODE_8_length_412411_cov_29.2091_ID_5354-processed-gene-2.137&CDS=1-657
1628	OG0001628	YHR122W	snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.132-mRNA-1_1&gene=snap_masked-NODE_2_length_864050_cov_27.7683_ID_3241-processed-gene-7.132&CDS=1-618
1629	OG0001629	YHR128W	maker-NODE_11_length_343405_cov_38.0855_ID_2620-snap-gene-0.49-mRNA-1_1&gene=maker-NODE_11_length_343405_cov_38.0855_ID_2620-snap-gene-0.49&CDS=1-657
1630	OG0001630	YHR132C	genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.70-mRNA-1_1&gene=genemark-NODE_7_length_436440_cov_31.2914_ID_5749-processed-gene-3.70&CDS=1-1401
1631	OG0001631	YHR134W	maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.92-mRNA-1_1&gene=maker-NODE_13_length_312200_cov_40.1463_ID_9646-snap-gene-0.92&CDS=1-813
1632	OG0001632	YHR138C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-5.62-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-5.62&CDS=1-222
1633	OG0001633	YHR142W	snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.306-mRNA-1_1&gene=snap_masked-NODE_10_length_377915_cov_28.3732_ID_8830-processed-gene-2.306&CDS=1-915
1634	OG0001634	YHR143W-A	snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_1_length_1437104_cov_31.7127_ID_3030-processed-gene-1.98&CDS=1-213
1635	OG0001635	YHR144C	maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.138-mRNA-1_1&gene=maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.138&CDS=1-1038
1636	OG0001636	YHR147C	snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_26_length_118631_cov_26.6702_ID_3538-processed-gene-0.145&CDS=1-663
1637	OG0001637	YHR148W	maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.137-mRNA-1_1&gene=maker-NODE_23_length_180852_cov_49.0961_ID_2839-snap-gene-0.137&CDS=1-549
1638	OG0001638	YHR156C	augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_11_length_343405_cov_38.0855_ID_2620-processed-gene-0.15&CDS=1-1236
1639	OG0001639	YHR164C	maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-0.63-mRNA-1_1&gene=maker-NODE_4_length_684481_cov_27.1247_ID_2120-snap-gene-0.63&CDS=1-4491
1640	OG0001640	YHR165C	maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.135-mRNA-1_1&gene=maker-NODE_1_length_1437104_cov_31.7127_ID_3030-snap-gene-7.135&CDS=1-7068
