	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034597_Candida_stellimalicola
1689	OG0001689	YGR235C	augustus_masked-flattened_line_32-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.98&CDS=1-666
1690	OG0001690	YGR244C	augustus_masked-flattened_line_14-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.29&CDS=1-1290
1691	OG0001691	YGR245C	augustus_masked-flattened_line_14-processed-gene-2.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.60&CDS=1-2154
1692	OG0001692	YGR246C	augustus_masked-flattened_line_14-processed-gene-2.61-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-2.61&CDS=1-1653
1693	OG0001693	YGR247W	snap_masked-flattened_line_36-processed-gene-0.12-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-0.12&CDS=1-567
1694	OG0001694	YGR252W	augustus_masked-flattened_line_0-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.87&CDS=1-1530
1695	OG0001695	YGR253C	maker-flattened_line_0-augustus-gene-3.164-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.164&CDS=1-762
1696	OG0001696	YGR254W	augustus_masked-flattened_line_76-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.26&CDS=1-1308
1697	OG0001697	YGR255C	augustus_masked-flattened_line_40-processed-gene-0.212-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.212&CDS=1-1422
1698	OG0001698	YGR257C	augustus_masked-flattened_line_32-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.118&CDS=1-1062
1699	OG0001699	YGR258C	augustus_masked-flattened_line_38-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.15&CDS=1-2886
1700	OG0001700	YGR261C	augustus_masked-flattened_line_48-processed-gene-0.158-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.158&CDS=1-2397
1701	OG0001701	YGR262C	augustus_masked-flattened_line_12-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.76&CDS=1-798
1702	OG0001702	YGR264C	maker-flattened_line_12-augustus-gene-1.145-mRNA-1_1&gene=maker-flattened_line_12-augustus-gene-1.145&CDS=1-2190
1703	OG0001703	YGR266W	genemark-flattened_line_36-processed-gene-0.80-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.80&CDS=1-2049
1704	OG0001704	YGR267C	snap_masked-flattened_line_46-processed-gene-0.150-mRNA-1_1&gene=snap_masked-flattened_line_46-processed-gene-0.150&CDS=1-1437
1705	OG0001705	YGR270W	augustus_masked-flattened_line_46-processed-gene-0.201-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.201&CDS=1-3810
1706	OG0001706	YGR274C	augustus_masked-flattened_line_72-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.97&CDS=1-2862
1707	OG0001707	YGR276C	augustus_masked-flattened_line_72-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-flattened_line_72-processed-gene-0.98&CDS=1-1665
1708	OG0001708	YGR277C	augustus_masked-flattened_line_16-processed-gene-1.213-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.213&CDS=1-915
1709	OG0001709	YGR278W	snap_masked-flattened_line_16-processed-gene-1.272-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.272&CDS=1-1824
1710	OG0001710	YGR279C	snap_masked-flattened_line_16-processed-gene-1.314-mRNA-1_1&gene=snap_masked-flattened_line_16-processed-gene-1.314&CDS=1-1167
1711	OG0001711	YGR280C	augustus_masked-flattened_line_16-processed-gene-1.215-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.215&CDS=1-741
1712	OG0001712	YGR282C	augustus_masked-flattened_line_18-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.35&CDS=1-930
1713	OG0001713	YGR284C	augustus_masked-flattened_line_0-processed-gene-3.67-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.67&CDS=1-924
1714	OG0001714	YGR285C	augustus_masked-flattened_line_16-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.219&CDS=1-1293
1715	OG0001715	YGR286C	augustus_masked-flattened_line_42-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.119&CDS=1-1233
1716	OG0001716	YHL002W	maker-flattened_line_48-augustus-gene-0.173-mRNA-1_1&gene=maker-flattened_line_48-augustus-gene-0.173&CDS=1-1929
1717	OG0001717	YHL004W	snap_masked-flattened_line_48-processed-gene-0.33-mRNA-1_1&gene=snap_masked-flattened_line_48-processed-gene-0.33&CDS=1-1299
1718	OG0001718	YHL008C	augustus_masked-flattened_line_74-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_74-processed-gene-0.20&CDS=1-1824
1719	OG0001719	YHL009C	augustus_masked-flattened_line_0-processed-gene-4.7-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.7&CDS=1-927
1720	OG0001720	YHL010C	genemark-flattened_line_16-processed-gene-0.65-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.65&CDS=1-1689
1721	OG0001721	YHL013C	augustus_masked-flattened_line_124-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_124-processed-gene-0.10&CDS=1-978
1722	OG0001722	YHL015W	augustus_masked-flattened_line_16-processed-gene-1.163-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.163&CDS=1-351
1723	OG0001723	YHL016C	augustus_masked-flattened_line_48-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.95&CDS=1-2151
1724	OG0001724	YHL018W	augustus_masked-flattened_line_66-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_66-processed-gene-0.120&CDS=1-324
1725	OG0001725	YHL020C	snap_masked-flattened_line_66-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.159&CDS=1-771
1726	OG0001726	YHL021C	augustus_masked-flattened_line_4-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.142&CDS=1-1209
1727	OG0001727	YHL022C	snap_masked-flattened_line_44-processed-gene-0.98-mRNA-1_1&gene=snap_masked-flattened_line_44-processed-gene-0.98&CDS=1-945
1728	OG0001728	YHL023C	augustus_masked-flattened_line_38-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-1.70&CDS=1-1878
1729	OG0001729	YHL024W	augustus_masked-flattened_line_102-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_102-processed-gene-0.5&CDS=1-2082
1730	OG0001730	YHL027W	augustus_masked-flattened_line_6-processed-gene-2.165-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.165&CDS=1-1710
1731	OG0001731	YHL029C	augustus_masked-flattened_line_40-processed-gene-0.230-mRNA-1_1&gene=augustus_masked-flattened_line_40-processed-gene-0.230&CDS=1-1716
1732	OG0001732	YHL030W	maker-flattened_line_110-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_110-augustus-gene-0.0&CDS=1-6693
1733	OG0001733	YHL031C	augustus_masked-flattened_line_34-processed-gene-1.146-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.146&CDS=1-663
1734	OG0001734	YHL032C	augustus_masked-flattened_line_34-processed-gene-1.145-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.145&CDS=1-1812
1735	OG0001735	YHL036W	augustus_masked-flattened_line_30-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.79&CDS=1-1605
1736	OG0001736	YHR001W-A	augustus_masked-flattened_line_16-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.168&CDS=1-234
1737	OG0001737	YHR002W	genemark-flattened_line_44-processed-gene-0.42-mRNA-1_1&gene=genemark-flattened_line_44-processed-gene-0.42&CDS=1-1077
1738	OG0001738	YHR004C	augustus_masked-flattened_line_20-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.124&CDS=1-966
1739	OG0001739	YHR005C	augustus_masked-flattened_line_68-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.121&CDS=1-1374
1740	OG0001740	YHR005C-A	augustus_masked-flattened_line_14-processed-gene-0.139-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.139&CDS=1-276
1741	OG0001741	YHR007C	augustus_masked-flattened_line_46-processed-gene-0.206-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.206&CDS=1-1587
1742	OG0001742	YHR008C	augustus_masked-flattened_line_6-processed-gene-0.135-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.135&CDS=1-660
1743	OG0001743	YHR009C	augustus_masked-flattened_line_6-processed-gene-0.136-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.136&CDS=1-1434
1744	OG0001744	YHR011W	augustus_masked-flattened_line_6-processed-gene-1.79-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.79&CDS=1-1347
1745	OG0001745	YHR012W	augustus_masked-flattened_line_6-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.85&CDS=1-1179
1746	OG0001746	YHR013C	augustus_masked-flattened_line_6-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.115&CDS=1-615
1747	OG0001747	YHR018C	augustus_masked-flattened_line_90-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.51&CDS=1-1377
1748	OG0001748	YHR019C	augustus_masked-flattened_line_90-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.52&CDS=1-1653
1749	OG0001749	YHR020W	augustus_masked-flattened_line_90-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_90-processed-gene-0.42&CDS=1-2034
1750	OG0001750	YHR024C	augustus_masked-flattened_line_98-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.85&CDS=1-1419
1751	OG0001751	YHR025W	augustus_masked-flattened_line_139-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.7&CDS=1-1071
1752	OG0001752	YHR026W	augustus_masked-flattened_line_139-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.6&CDS=1-636
1753	OG0001753	YHR030C	augustus_masked-flattened_line_139-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-flattened_line_139-processed-gene-0.2&CDS=1-1419
1754	OG0001754	YHR034C	augustus_masked-flattened_line_36-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.131&CDS=1-903
1755	OG0001755	YHR037W	augustus_masked-flattened_line_48-processed-gene-0.109-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.109&CDS=1-1782
1756	OG0001756	YHR038W	augustus_masked-flattened_line_82-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.45&CDS=1-774
1757	OG0001757	YHR039C	augustus_masked-flattened_line_82-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.22&CDS=1-1866
1758	OG0001758	YHR039C-A	maker-flattened_line_82-snap-gene-0.4-mRNA-1_1&gene=maker-flattened_line_82-snap-gene-0.4&CDS=1-258
1759	OG0001759	YHR040W	augustus_masked-flattened_line_82-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.23&CDS=1-954
1760	OG0001760	YHR041C	augustus_masked-flattened_line_2-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.122&CDS=1-651
1761	OG0001761	YHR042W	augustus_masked-flattened_line_36-processed-gene-1.205-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.205&CDS=1-2013
1762	OG0001762	YHR045W	augustus_masked-flattened_line_38-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.36&CDS=1-1542
1763	OG0001763	YHR049W	augustus_masked-flattened_line_20-processed-gene-1.207-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.207&CDS=1-708
1764	OG0001764	YHR051W	augustus_masked-flattened_line_36-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.193&CDS=1-444
1765	OG0001765	YHR052W	augustus_masked-flattened_line_36-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.194&CDS=1-942
1766	OG0001766	YHR058C	augustus_masked-flattened_line_6-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.95&CDS=1-588
1767	OG0001767	YHR059W	augustus_masked-flattened_line_6-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-1.119&CDS=1-555
1768	OG0001768	YHR062C	augustus_masked-flattened_line_98-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-flattened_line_98-processed-gene-0.74&CDS=1-822
1769	OG0001769	YHR063C	augustus_masked-flattened_line_36-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.188&CDS=1-1065
1770	OG0001770	YHR064C	augustus_masked-flattened_line_36-processed-gene-1.167-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.167&CDS=1-1614
1771	OG0001771	YHR065C	augustus_masked-flattened_line_32-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-1.98&CDS=1-1422
1772	OG0001772	YHR067W	augustus_masked-flattened_line_36-processed-gene-1.186-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.186&CDS=1-813
1773	OG0001773	YHR068W	augustus_masked-flattened_line_36-processed-gene-1.202-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.202&CDS=1-1131
1774	OG0001774	YHR069C	augustus_masked-flattened_line_36-processed-gene-1.170-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.170&CDS=1-1098
1775	OG0001775	YHR070W	augustus_masked-flattened_line_36-processed-gene-1.207-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.207&CDS=1-1371
1776	OG0001776	YHR071W	augustus_masked-flattened_line_38-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-flattened_line_38-processed-gene-0.16&CDS=1-759
1777	OG0001777	YHR072W	maker-flattened_line_36-snap-gene-1.0-mRNA-1_1&gene=maker-flattened_line_36-snap-gene-1.0&CDS=1-2691
1778	OG0001778	YHR072W-A	genemark-flattened_line_36-processed-gene-1.33-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-1.33&CDS=1-192
1779	OG0001779	YHR073W	augustus_masked-flattened_line_64-processed-gene-0.79-mRNA-1_1&gene=augustus_masked-flattened_line_64-processed-gene-0.79&CDS=1-2685
1780	OG0001780	YHR074W	augustus_masked-flattened_line_36-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.130&CDS=1-2145
1781	OG0001781	YHR075C	genemark-flattened_line_36-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_36-processed-gene-0.58&CDS=1-1116
1782	OG0001782	YHR076W	augustus_masked-flattened_line_18-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.5&CDS=1-969
1783	OG0001783	YHR077C	augustus_masked-flattened_line_18-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.31&CDS=1-3018
1784	OG0001784	YHR078W	snap_masked-flattened_line_54-processed-gene-0.159-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.159&CDS=1-1563
1785	OG0001785	YHR079C	genemark-flattened_line_28-processed-gene-1.155-mRNA-1_1&gene=genemark-flattened_line_28-processed-gene-1.155&CDS=1-3417
1786	OG0001786	YHR083W	augustus_masked-flattened_line_6-processed-gene-2.188-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.188&CDS=1-969
1787	OG0001787	YHR084W	augustus_masked-flattened_line_6-processed-gene-2.138-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-2.138&CDS=1-1827
1788	OG0001788	YHR085W	snap_masked-flattened_line_82-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_82-processed-gene-0.130&CDS=1-1050
1789	OG0001789	YHR087W	augustus_masked-flattened_line_82-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-flattened_line_82-processed-gene-0.20&CDS=1-339
1790	OG0001790	YHR088W	augustus_masked-flattened_line_36-processed-gene-1.187-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.187&CDS=1-873
1791	OG0001791	YHR089C	augustus_masked-flattened_line_36-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.156&CDS=1-615
1792	OG0001792	YHR098C	augustus_masked-flattened_line_6-processed-gene-0.111-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-0.111&CDS=1-2694
1793	OG0001793	YHR099W	augustus_masked-flattened_line_46-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-flattened_line_46-processed-gene-0.213&CDS=1-13848
1794	OG0001794	YHR100C	maker-flattened_line_46-augustus-gene-0.287-mRNA-1_1&gene=maker-flattened_line_46-augustus-gene-0.287&CDS=1-618
1795	OG0001795	YHR101C	augustus_masked-flattened_line_56-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.40&CDS=1-927
1796	OG0001796	YHR104W	augustus_masked-flattened_line_30-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-flattened_line_30-processed-gene-0.69&CDS=1-963
1797	OG0001797	YHR105W	augustus_masked-flattened_line_28-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_28-processed-gene-0.116&CDS=1-492
1798	OG0001798	YHR108W	genemark-flattened_line_16-processed-gene-0.72-mRNA-1_1&gene=genemark-flattened_line_16-processed-gene-0.72&CDS=1-1743
1799	OG0001799	YHR109W	augustus_masked-flattened_line_56-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.36&CDS=1-1830
1800	OG0001800	YHR111W	augustus_masked-flattened_line_56-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-flattened_line_56-processed-gene-0.38&CDS=1-1752
1801	OG0001801	YHR112C	maker-flattened_line_56-augustus-gene-0.6-mRNA-1_1&gene=maker-flattened_line_56-augustus-gene-0.6&CDS=1-1128
1802	OG0001802	YHR113W	augustus_masked-flattened_line_106-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-flattened_line_106-processed-gene-0.24&CDS=1-1533
1803	OG0001803	YHR114W	augustus_masked-flattened_line_50-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.115&CDS=1-1857
1804	OG0001804	YHR116W	augustus_masked-flattened_line_4-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.194&CDS=1-360
1805	OG0001805	YHR120W	augustus_masked-flattened_line_4-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.63&CDS=1-6681
1806	OG0001806	YHR121W	augustus_masked-flattened_line_4-processed-gene-2.87-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-2.87&CDS=1-582
1807	OG0001807	YHR124W	genemark-flattened_line_4-processed-gene-2.33-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-2.33&CDS=1-2151
1808	OG0001808	YHR128W	maker-flattened_line_58-augustus-gene-0.1-mRNA-1_1&gene=maker-flattened_line_58-augustus-gene-0.1&CDS=1-1014
1809	OG0001809	YHR132C	genemark-flattened_line_20-processed-gene-0.79-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.79&CDS=1-1305
1810	OG0001810	YHR134W	genemark-flattened_line_8-processed-gene-2.302-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-2.302&CDS=1-957
1811	OG0001811	YHR140W	genemark-flattened_line_20-processed-gene-0.61-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.61&CDS=1-609
1812	OG0001812	YHR142W	augustus_masked-flattened_line_26-processed-gene-1.217-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.217&CDS=1-915
1813	OG0001813	YHR143W-A	snap_masked-flattened_line_26-processed-gene-1.144-mRNA-1_1&gene=snap_masked-flattened_line_26-processed-gene-1.144&CDS=1-183
1814	OG0001814	YHR144C	augustus_masked-flattened_line_26-processed-gene-1.230-mRNA-1_1&gene=augustus_masked-flattened_line_26-processed-gene-1.230&CDS=1-921
1815	OG0001815	YHR147C	augustus_masked-flattened_line_80-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.68&CDS=1-663
1816	OG0001816	YHR148W	augustus_masked-flattened_line_80-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.53&CDS=1-552
1817	OG0001817	YHR150W	snap_masked-flattened_line_18-processed-gene-1.168-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.168&CDS=1-1512
1818	OG0001818	YHR151C	augustus_masked-flattened_line_34-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-1.193&CDS=1-1632
1819	OG0001819	YHR154W	augustus_masked-flattened_line_36-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.162&CDS=1-2508
1820	OG0001820	YHR156C	snap_masked-flattened_line_18-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-0.134&CDS=1-930
1821	OG0001821	YHR158C	augustus_masked-flattened_line_32-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.116&CDS=1-3456
1822	OG0001822	YHR159W	augustus_masked-flattened_line_32-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.97&CDS=1-1335
1823	OG0001823	YHR163W	augustus_masked-flattened_line_36-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-0.127&CDS=1-756
1824	OG0001824	YHR164C	augustus_masked-flattened_line_141-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-flattened_line_141-processed-gene-0.6&CDS=1-4371
1825	OG0001825	YHR165C	augustus_masked-flattened_line_76-processed-gene-0.46-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.46&CDS=1-7110
1826	OG0001826	YHR166C	augustus_masked-flattened_line_76-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.47&CDS=1-1680
1827	OG0001827	YHR169W	maker-flattened_line_14-snap-gene-2.142-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-2.142&CDS=1-2928
1828	OG0001828	YHR170W	augustus_masked-flattened_line_0-processed-gene-3.85-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.85&CDS=1-1539
1829	OG0001829	YHR171W	maker-flattened_line_0-augustus-gene-3.162-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-3.162&CDS=1-1908
1830	OG0001830	YHR172W	augustus_masked-flattened_line_0-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.4&CDS=1-2343
1831	OG0001831	YHR175W	augustus_masked-flattened_line_76-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-flattened_line_76-processed-gene-0.51&CDS=1-480
1832	OG0001832	YHR181W	augustus_masked-flattened_line_36-processed-gene-1.160-mRNA-1_1&gene=augustus_masked-flattened_line_36-processed-gene-1.160&CDS=1-672
1833	OG0001833	YHR182W	snap_masked-flattened_line_36-processed-gene-1.88-mRNA-1_1&gene=snap_masked-flattened_line_36-processed-gene-1.88&CDS=1-2427
1834	OG0001834	YHR183W	augustus_masked-flattened_line_24-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-flattened_line_24-processed-gene-0.49&CDS=1-1476
1835	OG0001835	YHR186C	maker-flattened_line_4-augustus-gene-0.5-mRNA-1_1&gene=maker-flattened_line_4-augustus-gene-0.5&CDS=1-5451
1836	OG0001836	YHR187W	snap_masked-flattened_line_96-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_96-processed-gene-0.70&CDS=1-873
1837	OG0001837	YHR188C	augustus_masked-flattened_line_48-processed-gene-0.157-mRNA-1_1&gene=augustus_masked-flattened_line_48-processed-gene-0.157&CDS=1-1917
1838	OG0001838	YHR190W	augustus_masked-flattened_line_4-processed-gene-0.143-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.143&CDS=1-1332
1839	OG0001839	YHR191C	augustus_masked-flattened_line_42-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.126&CDS=1-477
1840	OG0001840	YHR192W	augustus_masked-flattened_line_42-processed-gene-0.177-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.177&CDS=1-894
1841	OG0001841	YHR193C	augustus_masked-flattened_line_42-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.125&CDS=1-546
1842	OG0001842	YHR196W	snap_masked-flattened_line_10-processed-gene-1.95-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.95&CDS=1-1713
1843	OG0001843	YHR197W	augustus_masked-flattened_line_50-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.95&CDS=1-2256
1844	OG0001844	YHR198C	augustus_masked-flattened_line_8-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.32&CDS=1-852
1845	OG0001845	YHR200W	augustus_masked-flattened_line_42-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-flattened_line_42-processed-gene-0.172&CDS=1-780
1846	OG0001846	YHR201C	augustus_masked-flattened_line_10-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.167&CDS=1-1095
1847	OG0001847	YHR202W	augustus_masked-flattened_line_8-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.36&CDS=1-1803
1848	OG0001848	YHR204W	genemark-flattened_line_8-processed-gene-1.142-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.142&CDS=1-2250
1849	OG0001849	YHR205W	genemark-flattened_line_8-processed-gene-1.121-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.121&CDS=1-2247
1850	OG0001850	YHR207C	augustus_masked-flattened_line_8-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-1.39&CDS=1-1416
1851	OG0001851	YHR208W	snap_masked-flattened_line_8-processed-gene-1.66-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.66&CDS=1-1158
1852	OG0001852	YIL001W	augustus_masked-flattened_line_4-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.162&CDS=1-1524
1853	OG0001853	YIL003W	augustus_masked-flattened_line_20-processed-gene-1.198-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.198&CDS=1-834
