	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035665_Middelhovenomyces_tepae
1171	OG0001171	YDR495C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.81&CDS=1-2958
1172	OG0001172	YDR496C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-0.82&CDS=1-1998
1173	OG0001173	YDR498C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.112-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.112&CDS=1-1143
1174	OG0001174	YDR502C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-0.60&CDS=1-1155
1175	OG0001175	YDR510W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.100-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-3.100&CDS=1-285
1176	OG0001176	YDR511W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.33-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.33&CDS=1-402
1177	OG0001177	YDR512C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.23-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.23&CDS=1-435
1178	OG0001178	YDR517W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.81-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.81&CDS=1-1176
1179	OG0001179	YDR519W	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.84-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.84&CDS=1-735
1180	OG0001180	YDR520C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.82-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-9.82&CDS=1-2547
1181	OG0001181	YDR524C	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.140&CDS=1-3531
1182	OG0001182	YDR525W-A	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.103-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.103&CDS=1-222
1183	OG0001183	YDR527W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.54-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-8.54&CDS=1-1146
1184	OG0001184	YDR529C	genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.91-mRNA-1_1&gene=genemark-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.91&CDS=1-381
1185	OG0001185	YDR531W	maker-NODE_15_length_310466_cov_23.5083_ID_2788-augustus-gene-1.48-mRNA-1_1&gene=maker-NODE_15_length_310466_cov_23.5083_ID_2788-augustus-gene-1.48&CDS=1-1281
1186	OG0001186	YEL001C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.20-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-2.20&CDS=1-711
1187	OG0001187	YEL002C	augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.53&CDS=1-1299
1188	OG0001188	YEL003W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.137-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-1.137&CDS=1-351
1189	OG0001189	YEL004W	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-0.38-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-0.38&CDS=1-1140
1190	OG0001190	YEL007W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.16-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-7.16&CDS=1-1305
1191	OG0001191	YEL009C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.53-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-5.53&CDS=1-831
1192	OG0001192	YEL011W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-2.52-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-2.52&CDS=1-2037
1193	OG0001193	YEL012W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.73-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-3.73&CDS=1-549
1194	OG0001194	YEL013W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.17-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.17&CDS=1-1656
1195	OG0001195	YEL015W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.19-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-4.19&CDS=1-1716
1196	OG0001196	YEL020C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-0.116&CDS=1-1659
1197	OG0001197	YEL020W-A	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.104&CDS=1-261
1198	OG0001198	YEL021W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-1.106&CDS=1-780
1199	OG0001199	YEL023C	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.133-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.133&CDS=1-1500
1200	OG0001200	YEL024W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.170-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.170&CDS=1-669
1201	OG0001201	YEL026W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.141-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.141&CDS=1-378
1202	OG0001202	YEL027W	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.177-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.177&CDS=1-480
1203	OG0001203	YEL029C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.96-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.96&CDS=1-957
1204	OG0001204	YEL031W	maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-10.194-mRNA-1_1&gene=maker-NODE_5_length_1193255_cov_22.3319_ID_1222-augustus-gene-10.194&CDS=1-3705
1205	OG0001205	YEL032W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.277-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-10.277&CDS=1-2550
1206	OG0001206	YEL036C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-0.25&CDS=1-1356
1207	OG0001207	YEL037C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.124-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.124&CDS=1-1200
1208	OG0001208	YEL038W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.99-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-7.99&CDS=1-744
1209	OG0001209	YEL040W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-10.83-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-10.83&CDS=1-1422
1210	OG0001210	YEL042W	augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.156-mRNA-1_1&gene=augustus_masked-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-8.156&CDS=1-1623
1211	OG0001211	YEL043W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.59-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.59&CDS=1-2805
1212	OG0001212	YEL044W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.102-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.102&CDS=1-360
1213	OG0001213	YEL046C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.75-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-2.75&CDS=1-1092
1214	OG0001214	YEL050C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.66-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.66&CDS=1-1248
1215	OG0001215	YEL051W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.69-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.69&CDS=1-840
1216	OG0001216	YEL052W	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.90-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.90&CDS=1-1488
1217	OG0001217	YEL053C	snap_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.131-mRNA-1_1&gene=snap_masked-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.131&CDS=1-2022
1218	OG0001218	YEL055C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.105-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-4.105&CDS=1-2874
1219	OG0001219	YEL058W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.108-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.108&CDS=1-1590
1220	OG0001220	YEL059C-A	augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.56-mRNA-1_1&gene=augustus_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.56&CDS=1-264
1221	OG0001221	YEL060C	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-2.77&CDS=1-1572
1222	OG0001222	YEL062W	genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.28-mRNA-1_1&gene=genemark-NODE_12_length_626086_cov_24.2041_ID_1287-processed-gene-3.28&CDS=1-1452
1223	OG0001223	YEL064C	genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_20_length_110389_cov_22.8472_ID_2902-processed-gene-0.80&CDS=1-1497
1224	OG0001224	YEL065W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.69&CDS=1-1893
1225	OG0001225	YER002W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.65-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.65&CDS=1-648
1226	OG0001226	YER003C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.85-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.85&CDS=1-1311
1227	OG0001227	YER005W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-7.57-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-7.57&CDS=1-2091
1228	OG0001228	YER006W	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.75-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.75&CDS=1-1506
1229	OG0001229	YER007C-A	augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.105-mRNA-1_1&gene=augustus_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.105&CDS=1-486
1230	OG0001230	YER007W	snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.44-mRNA-1_1&gene=snap_masked-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-10.44&CDS=1-1584
1231	OG0001231	YER008C	genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.74-mRNA-1_1&gene=genemark-NODE_9_length_851872_cov_23.7286_ID_1923-processed-gene-6.74&CDS=1-3714
1232	OG0001232	YER009W	snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.22-mRNA-1_1&gene=snap_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.22&CDS=1-357
1233	OG0001233	YER010C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.38&CDS=1-738
1234	OG0001234	YER012W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.142-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.142&CDS=1-585
1235	OG0001235	YER013W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.141-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-7.141&CDS=1-3603
1236	OG0001236	YER014W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.58-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.58&CDS=1-2025
1237	OG0001237	YER015W	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.89-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-5.89&CDS=1-2172
1238	OG0001238	YER016W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.90-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-2.90&CDS=1-963
1239	OG0001239	YER019C-A	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.212-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.212&CDS=1-267
1240	OG0001240	YER019W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.156-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.156&CDS=1-1269
1241	OG0001241	YER020W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.80-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-7.80&CDS=1-1500
1242	OG0001242	YER021W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.99-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.99&CDS=1-1446
1243	OG0001243	YER022W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.98-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.98&CDS=1-1554
1244	OG0001244	YER023W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.93-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-5.93&CDS=1-846
1245	OG0001245	YER025W	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.84&CDS=1-1611
1246	OG0001246	YER026C	genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.8-mRNA-1_1&gene=genemark-NODE_6_length_1060276_cov_25.4502_ID_2229-processed-gene-6.8&CDS=1-741
1247	OG0001247	YER029C	maker-NODE_10_length_765085_cov_24.1526_ID_2370-augustus-gene-6.209-mRNA-1_1&gene=maker-NODE_10_length_765085_cov_24.1526_ID_2370-augustus-gene-6.209&CDS=1-486
1248	OG0001248	YER036C	genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.117-mRNA-1_1&gene=genemark-NODE_16_length_288003_cov_22.4727_ID_2322-processed-gene-1.117&CDS=1-1791
1249	OG0001249	YER041W	snap_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.90-mRNA-1_1&gene=snap_masked-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-4.90&CDS=1-2040
1250	OG0001250	YER042W	maker-NODE_17_length_270480_cov_22.9934_ID_2193-snap-gene-1.245-mRNA-1_1&gene=maker-NODE_17_length_270480_cov_22.9934_ID_2193-snap-gene-1.245&CDS=1-621
1251	OG0001251	YER043C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.47-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.47&CDS=1-1341
1252	OG0001252	YER044C	maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-6.1-mRNA-1_1&gene=maker-NODE_2_length_1239734_cov_23.249_ID_1403-augustus-gene-6.1&CDS=1-420
1253	OG0001253	YER046W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.18-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.18&CDS=1-1104
1254	OG0001254	YER047C	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.43-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.43&CDS=1-2592
1255	OG0001255	YER048W-A	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.40-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.40&CDS=1-300
1256	OG0001256	YER049W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-3.42&CDS=1-1707
1257	OG0001257	YER050C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.57-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.57&CDS=1-567
1258	OG0001258	YER051W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.79-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-1.79&CDS=1-1533
1259	OG0001259	YER052C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.217-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-15.217&CDS=1-1461
1260	OG0001260	YER053C	genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.119-mRNA-1_1&gene=genemark-NODE_10_length_765085_cov_24.1526_ID_2370-processed-gene-4.119&CDS=1-1086
1261	OG0001261	YER055C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.167-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.167&CDS=1-744
1262	OG0001262	YER058W	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.193-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.193&CDS=1-264
1263	OG0001263	YER061C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.83-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-14.83&CDS=1-1302
1264	OG0001264	YER063W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.154-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-9.154&CDS=1-579
1265	OG0001265	YER065C	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.38-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.38&CDS=1-1644
1266	OG0001266	YER068W	maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.145-mRNA-1_1&gene=maker-NODE_3_length_1219547_cov_23.6558_ID_2013-snap-gene-8.145&CDS=1-1377
1267	OG0001267	YER069W	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.69-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-6.69&CDS=1-2616
1268	OG0001268	YER070W	genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.47-mRNA-1_1&gene=genemark-NODE_2_length_1239734_cov_23.249_ID_1403-processed-gene-6.47&CDS=1-2535
1269	OG0001269	YER072W	genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.124-mRNA-1_1&gene=genemark-NODE_7_length_1040589_cov_22.9083_ID_1654-processed-gene-6.124&CDS=1-366
1270	OG0001270	YER077C	augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.14&CDS=1-1881
1271	OG0001271	YER078C	genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.180-mRNA-1_1&gene=genemark-NODE_18_length_247728_cov_23.5958_ID_2634-processed-gene-1.180&CDS=1-1437
1272	OG0001272	YER080W	genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_21_length_104181_cov_26.4888_ID_2982-processed-gene-0.16&CDS=1-1755
1273	OG0001273	YER082C	genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.73-mRNA-1_1&gene=genemark-NODE_4_length_1208358_cov_23.5021_ID_1139-processed-gene-2.73&CDS=1-1569
1274	OG0001274	YER086W	genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.58-mRNA-1_1&gene=genemark-NODE_8_length_986125_cov_23.6789_ID_1757-processed-gene-6.58&CDS=1-1713
1275	OG0001275	YER087W	snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.114-mRNA-1_1&gene=snap_masked-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-7.114&CDS=1-1482
1276	OG0001276	YER090W	genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.122-mRNA-1_1&gene=genemark-NODE_11_length_694907_cov_23.5408_ID_3019-processed-gene-4.122&CDS=1-1572
1277	OG0001277	YER091C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.71-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.71&CDS=1-2301
1278	OG0001278	YER093C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.76-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.76&CDS=1-3663
1279	OG0001279	YER093C-A	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.77-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.77&CDS=1-411
1280	OG0001280	YER094C	maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-10.127-mRNA-1_1&gene=maker-NODE_1_length_1691314_cov_23.5033_ID_3491-augustus-gene-10.127&CDS=1-3591
1281	OG0001281	YER095W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.63-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-10.63&CDS=1-999
1282	OG0001282	YER107C	genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.130-mRNA-1_1&gene=genemark-NODE_17_length_270480_cov_22.9934_ID_2193-processed-gene-1.130&CDS=1-1062
1283	OG0001283	YER109C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.80-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-3.80&CDS=1-2889
1284	OG0001284	YER110C	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.106-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-1.106&CDS=1-3381
1285	OG0001285	YER118C	snap_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.3-mRNA-1_1&gene=snap_masked-NODE_15_length_310466_cov_23.5083_ID_2788-processed-gene-1.3&CDS=1-969
1286	OG0001286	YER120W	genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-7.40-mRNA-1_1&gene=genemark-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-7.40&CDS=1-834
1287	OG0001287	YER122C	genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.91-mRNA-1_1&gene=genemark-NODE_5_length_1193255_cov_22.3319_ID_1222-processed-gene-4.91&CDS=1-1458
1288	OG0001288	YER124C	augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.72-mRNA-1_1&gene=augustus_masked-NODE_1_length_1691314_cov_23.5033_ID_3491-processed-gene-9.72&CDS=1-1314
1289	OG0001289	YER125W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.145-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-11.145&CDS=1-2592
1290	OG0001290	YER126C	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.63-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.63&CDS=1-783
1291	OG0001291	YER127W	genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.81-mRNA-1_1&gene=genemark-NODE_3_length_1219547_cov_23.6558_ID_2013-processed-gene-8.81&CDS=1-969
