	OrthologID	Nakaseomyces_nivariensis	Saccharomyces_cerevisiae
2362	OG0002362	snap_masked-CANI0S17-processed-gene-2.105-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.105&CDS=1-1092	YMR139W
2363	OG0002363	snap_masked-CANI0S17-processed-gene-2.134-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.134&CDS=1-1299	YDL084W
2364	OG0002364	snap_masked-CANI0S17-processed-gene-2.109-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.109&CDS=1-198	YDL085C-A
2365	OG0002365	snap_masked-CANI0S17-processed-gene-2.135-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.135&CDS=1-1041	YMR146C
2366	OG0002366	snap_masked-CANI0S17-processed-gene-2.136-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.136&CDS=1-819	YDL086W
2367	OG0002367	snap_masked-CANI0S17-processed-gene-2.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.110&CDS=1-762	YPL034W
2368	OG0002368	augustus_masked-CANI0S17-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.35&CDS=1-954	YPL033C
2369	OG0002369	snap_masked-CANI0S17-processed-gene-2.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.111&CDS=1-741	YDL087C
2370	OG0002370	augustus_masked-CANI0S17-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.10&CDS=1-1467	YDL088C
2371	OG0002371	augustus_masked-CANI0S17-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.36&CDS=1-1284	YDL089W
2372	OG0002372	snap_masked-CANI0S17-processed-gene-2.113-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.113&CDS=1-1305	YDL090C
2373	OG0002373	snap_masked-CANI0S17-processed-gene-2.114-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.114&CDS=1-1290	YDL091C
2374	OG0002374	snap_masked-CANI0S17-processed-gene-2.139-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.139&CDS=1-408	YDL092W
2375	OG0002375	snap_masked-CANI0S17-processed-gene-2.141-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.141&CDS=1-2514	YDL095W
2376	OG0002376	maker-CANI0S17-augustus-gene-2.102-mRNA-1_1&gene=maker-CANI0S17-augustus-gene-2.102&CDS=1-1809	YDL097C
2377	OG0002377	augustus_masked-CANI0S17-processed-gene-2.40-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.40&CDS=1-993	YDL099W
2378	OG0002378	snap_masked-CANI0S17-processed-gene-2.116-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.116&CDS=1-1056	YDL100C
2379	OG0002379	snap_masked-CANI0S17-processed-gene-2.117-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.117&CDS=1-1548	YDL101C
2380	OG0002380	snap_masked-CANI0S17-processed-gene-2.143-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.143&CDS=1-3288	YDL102W
2381	OG0002381	snap_masked-CANI0S17-processed-gene-2.118-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.118&CDS=1-1416	YDL103C
2382	OG0002382	snap_masked-CANI0S17-processed-gene-2.144-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.144&CDS=1-987	YLR316C
2383	OG0002383	augustus_masked-CANI0S17-processed-gene-2.17-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.17&CDS=1-2592	YLR318W
2384	OG0002384	augustus_masked-CANI0S17-processed-gene-2.43-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.43&CDS=1-2259	YLR319C
2385	OG0002385	augustus_masked-CANI0S17-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.18&CDS=1-3723	YLR320W
2386	OG0002386	snap_masked-CANI0S17-processed-gene-2.146-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.146&CDS=1-708	YLR323C
2387	OG0002387	augustus_masked-CANI0S17-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.45&CDS=1-234	YLR325C
2388	OG0002388	snap_masked-CANI0S17-processed-gene-2.122-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.122&CDS=1-549	YLR326W
2389	OG0002389	snap_masked-CANI0S17-processed-gene-2.147-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.147&CDS=1-1467	YPL262W
2390	OG0002390	snap_masked-CANI0S17-processed-gene-2.127-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.127&CDS=1-1446	YLR359W
2391	OG0002391	augustus_masked-CANI0S17-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.26&CDS=1-1101	YLR360W
2392	OG0002392	snap_masked-CANI0S17-processed-gene-2.148-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.148&CDS=1-1734	YLR361C
2393	OG0002393	snap_masked-CANI0S17-processed-gene-2.128-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.128&CDS=1-2028	YLR362W
2394	OG0002394	augustus_masked-CANI0S17-processed-gene-2.49-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.49&CDS=1-720	YLR363C
2395	OG0002395	augustus_masked-CANI0S17-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-2.28&CDS=1-540	YLR364W
2396	OG0002396	snap_masked-CANI0S17-processed-gene-2.151-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-2.151&CDS=1-528	YLR370C
2397	OG0002397	snap_masked-CANI0S17-processed-gene-3.83-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.83&CDS=1-4020	YLR371W
2398	OG0002398	augustus_masked-CANI0S17-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.1&CDS=1-1086	YLR372W
2399	OG0002399	augustus_masked-CANI0S17-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.4&CDS=1-1188	YOR107W
2400	OG0002400	augustus_masked-CANI0S17-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.7&CDS=1-2853	YDR495C
2401	OG0002401	augustus_masked-CANI0S17-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.21&CDS=1-969	YDR494W
2402	OG0002402	snap_masked-CANI0S17-processed-gene-3.105-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.105&CDS=1-348	YDR493W
2403	OG0002403	snap_masked-CANI0S17-processed-gene-3.107-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.107&CDS=1-924	YDR489W
2404	OG0002404	augustus_masked-CANI0S17-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.9&CDS=1-1677	YDR488C
2405	OG0002405	snap_masked-CANI0S17-processed-gene-3.93-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.93&CDS=1-681	YDR486C
2406	OG0002406	snap_masked-CANI0S17-processed-gene-3.108-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.108&CDS=1-441	YJL104W
2407	OG0002407	augustus_masked-CANI0S17-processed-gene-3.26-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.26&CDS=1-2253	YJL106W
2408	OG0002408	snap_masked-CANI0S17-processed-gene-3.95-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.95&CDS=1-2403	YJL108C
2409	OG0002409	snap_masked-CANI0S17-processed-gene-3.96-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.96&CDS=1-5316	YJL109C
2410	OG0002410	augustus_masked-CANI0S17-processed-gene-3.27-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.27&CDS=1-552	YHR100C
2411	OG0002411	snap_masked-CANI0S17-processed-gene-3.97-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.97&CDS=1-2958	YML076C
2412	OG0002412	snap_masked-CANI0S17-processed-gene-3.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.110&CDS=1-477	YML077W
2413	OG0002413	snap_masked-CANI0S17-processed-gene-3.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.111&CDS=1-1245	YJR125C
2414	OG0002414	snap_masked-CANI0S17-processed-gene-3.112-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.112&CDS=1-552	YML078W
2415	OG0002415	snap_masked-CANI0S17-processed-gene-3.113-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.113&CDS=1-1224	YML080W
2416	OG0002416	genemark-CANI0S17-processed-gene-3.52-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-3.52&CDS=1-192	YML081C-A
2417	OG0002417	snap_masked-CANI0S17-processed-gene-3.98-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.98&CDS=1-1590	YML086C
2418	OG0002418	augustus_masked-CANI0S17-processed-gene-3.35-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.35&CDS=1-2025	YML088W
2419	OG0002419	snap_masked-CANI0S17-processed-gene-3.99-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.99&CDS=1-1371	YML126C
2420	OG0002420	snap_masked-CANI0S17-processed-gene-3.100-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.100&CDS=1-3579	YML091C
2421	OG0002421	snap_masked-CANI0S17-processed-gene-3.101-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.101&CDS=1-750	YML092C
2422	OG0002422	snap_masked-CANI0S17-processed-gene-3.118-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.118&CDS=1-2631	YML093W
2423	OG0002423	augustus_masked-CANI0S17-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.37&CDS=1-1548	YML096W
2424	OG0002424	augustus_masked-CANI0S17-processed-gene-3.18-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-3.18&CDS=1-3132	YML130C
2425	OG0002425	snap_masked-CANI0S17-processed-gene-3.121-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.121&CDS=1-486	YML098W
2426	OG0002426	maker-CANI0S17-snap-gene-3.80-mRNA-1_1&gene=maker-CANI0S17-snap-gene-3.80&CDS=1-2307	YML099C
2427	OG0002427	snap_masked-CANI0S17-processed-gene-3.104-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-3.104&CDS=1-1074	YMR318C
2428	OG0002428	augustus_masked-CANI0S17-processed-gene-4.48-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.48&CDS=1-408	YKR020W
2429	OG0002429	snap_masked-CANI0S17-processed-gene-4.103-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.103&CDS=1-1227	YIL160C
2430	OG0002430	augustus_masked-CANI0S17-processed-gene-4.49-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.49&CDS=1-4074	YIL159W
2431	OG0002431	snap_masked-CANI0S17-processed-gene-4.104-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.104&CDS=1-525	YIL157C
2432	OG0002432	snap_masked-CANI0S17-processed-gene-4.123-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.123&CDS=1-1959	YIL155C
2433	OG0002433	snap_masked-CANI0S17-processed-gene-4.124-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.124&CDS=1-1011	YIL154C
2434	OG0002434	snap_masked-CANI0S17-processed-gene-4.106-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.106&CDS=1-1254	YIL153W
2435	OG0002435	snap_masked-CANI0S17-processed-gene-4.125-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.125&CDS=1-1632	YKR097W
2436	OG0002436	augustus_masked-CANI0S17-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.74&CDS=1-1725	YIL150C
2437	OG0002437	snap_masked-CANI0S17-processed-gene-4.128-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.128&CDS=1-3447	YIL147C
2438	OG0002438	augustus_masked-CANI0S17-processed-gene-4.76-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.76&CDS=1-1515	YIL146C
2439	OG0002439	snap_masked-CANI0S17-processed-gene-4.130-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.130&CDS=1-906	YIL145C
2440	OG0002440	snap_masked-CANI0S17-processed-gene-4.131-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.131&CDS=1-1620	YHR196W
2441	OG0002441	snap_masked-CANI0S17-processed-gene-4.132-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.132&CDS=1-699	YHR195W
2442	OG0002442	snap_masked-CANI0S17-processed-gene-4.133-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.133&CDS=1-1767	YHR194W
2443	OG0002443	snap_masked-CANI0S17-processed-gene-4.108-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.108&CDS=1-504	YHR193C
2444	OG0002444	snap_masked-CANI0S17-processed-gene-4.134-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.134&CDS=1-750	YHR192W
2445	OG0002445	augustus_masked-CANI0S17-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.56&CDS=1-390	YHR191C
2446	OG0002446	maker-CANI0S17-augustus-gene-4.146-mRNA-1_1&gene=maker-CANI0S17-augustus-gene-4.146&CDS=1-1899	YHR190W
2447	OG0002447	snap_masked-CANI0S17-processed-gene-4.109-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.109&CDS=1-2772	YMR287C
2448	OG0002448	snap_masked-CANI0S17-processed-gene-4.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.110&CDS=1-2505	YCR077C
2449	OG0002449	snap_masked-CANI0S17-processed-gene-4.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.111&CDS=1-885	YCR076C
2450	OG0002450	augustus_masked-CANI0S17-processed-gene-4.84-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.84&CDS=1-228	YCR075W-A
2451	OG0002451	snap_masked-CANI0S17-processed-gene-4.112-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.112&CDS=1-804	YCR075C
2452	OG0002452	maker-CANI0S17-augustus-gene-4.145-mRNA-1_1&gene=maker-CANI0S17-augustus-gene-4.145&CDS=1-4347	YNL023C
2453	OG0002453	genemark-CANI0S17-processed-gene-4.16-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-4.16&CDS=1-747	YNL024C
2454	OG0002454	snap_masked-CANI0S17-processed-gene-4.115-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.115&CDS=1-216	YNL024C-A
2455	OG0002455	snap_masked-CANI0S17-processed-gene-4.116-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.116&CDS=1-1002	YNL025C
2456	OG0002456	augustus_masked-CANI0S17-processed-gene-4.86-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.86&CDS=1-1383	YNL026W
2457	OG0002457	snap_masked-CANI0S17-processed-gene-4.139-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.139&CDS=1-1953	YNL027W
2458	OG0002458	snap_masked-CANI0S17-processed-gene-4.140-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.140&CDS=1-1296	YML005W
2459	OG0002459	snap_masked-CANI0S17-processed-gene-4.117-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.117&CDS=1-1587	YNL029C
2460	OG0002460	augustus_masked-CANI0S17-processed-gene-4.89-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-4.89&CDS=1-888	YNL032W
2461	OG0002461	maker-CANI0S17-snap-gene-4.95-mRNA-1_1&gene=maker-CANI0S17-snap-gene-4.95&CDS=1-951	YIL083C
2462	OG0002462	snap_masked-CANI0S17-processed-gene-4.119-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.119&CDS=1-1080	YIL084C
2463	OG0002463	genemark-CANI0S17-processed-gene-4.22-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-4.22&CDS=1-468	YIL087C
2464	OG0002464	genemark-CANI0S17-processed-gene-4.23-mRNA-1_1&gene=genemark-CANI0S17-processed-gene-4.23&CDS=1-1416	YIL088C
2465	OG0002465	snap_masked-CANI0S17-processed-gene-4.144-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-4.144&CDS=1-1563	YGL160W
2466	OG0002466	augustus_masked-CANI0S17-processed-gene-5.49-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.49&CDS=1-2721	YER032W
2467	OG0002467	augustus_masked-CANI0S17-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.52&CDS=1-2958	YER033C
2468	OG0002468	augustus_masked-CANI0S17-processed-gene-5.50-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.50&CDS=1-453	YER034W
2469	OG0002469	snap_masked-CANI0S17-processed-gene-5.5-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.5&CDS=1-1830	YER036C
2470	OG0002470	augustus_masked-CANI0S17-processed-gene-5.75-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.75&CDS=1-1095	YER038C
2471	OG0002471	snap_masked-CANI0S17-processed-gene-5.6-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.6&CDS=1-2436	YER040W
2472	OG0002472	augustus_masked-CANI0S17-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.55&CDS=1-2016	YER041W
2473	OG0002473	snap_masked-CANI0S17-processed-gene-5.8-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.8&CDS=1-585	YER042W
2474	OG0002474	snap_masked-CANI0S17-processed-gene-5.27-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.27&CDS=1-1479	YEL040W
2475	OG0002475	snap_masked-CANI0S17-processed-gene-5.28-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.28&CDS=1-1347	YER043C
2476	OG0002476	snap_masked-CANI0S17-processed-gene-5.9-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.9&CDS=1-2883	YFR040W
2477	OG0002477	augustus_masked-CANI0S17-processed-gene-5.79-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.79&CDS=1-948	YML121W
2478	OG0002478	snap_masked-CANI0S17-processed-gene-5.10-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.10&CDS=1-1752	YML123C
2479	OG0002479	snap_masked-CANI0S17-processed-gene-5.12-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.12&CDS=1-936	YML125C
2480	OG0002480	snap_masked-CANI0S17-processed-gene-5.31-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.31&CDS=1-1800	YML127W
2481	OG0002481	augustus_masked-CANI0S17-processed-gene-5.61-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.61&CDS=1-1551	YML128C
2482	OG0002482	snap_masked-CANI0S17-processed-gene-5.14-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.14&CDS=1-876	YDR233C
2483	OG0002483	snap_masked-CANI0S17-processed-gene-5.32-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.32&CDS=1-1557	YDR232W
2484	OG0002484	augustus_masked-CANI0S17-processed-gene-5.64-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.64&CDS=1-1401	YDR254W
2485	OG0002485	augustus_masked-CANI0S17-processed-gene-5.83-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.83&CDS=1-1287	YDR255C
2486	OG0002486	maker-CANI0S17-snap-gene-5.48-mRNA-1_1&gene=maker-CANI0S17-snap-gene-5.48&CDS=1-846	YDR064W
2487	OG0002487	snap_masked-CANI0S17-processed-gene-5.37-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.37&CDS=1-1698	YDR062W
2488	OG0002488	snap_masked-CANI0S17-processed-gene-5.38-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.38&CDS=1-1662	YDR061W
2489	OG0002489	augustus_masked-CANI0S17-processed-gene-5.65-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.65&CDS=1-264	YBL026W
2490	OG0002490	augustus_masked-CANI0S17-processed-gene-5.66-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.66&CDS=1-1149	YDR065W
2491	OG0002491	snap_masked-CANI0S17-processed-gene-5.40-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.40&CDS=1-654	YDR067C
2492	OG0002492	snap_masked-CANI0S17-processed-gene-5.18-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.18&CDS=1-1071	YDR068W
2493	OG0002493	snap_masked-CANI0S17-processed-gene-5.42-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.42&CDS=1-279	YDR070C
2494	OG0002494	snap_masked-CANI0S17-processed-gene-5.43-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.43&CDS=1-576	YDR071C
2495	OG0002495	snap_masked-CANI0S17-processed-gene-5.44-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.44&CDS=1-1536	YDR072C
2496	OG0002496	augustus_masked-CANI0S17-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.68&CDS=1-267	YDR073W
2497	OG0002497	snap_masked-CANI0S17-processed-gene-5.20-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.20&CDS=1-2697	YDR074W
2498	OG0002498	snap_masked-CANI0S17-processed-gene-5.21-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.21&CDS=1-927	YDR075W
2499	OG0002499	augustus_masked-CANI0S17-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.71&CDS=1-1125	YDR076W
2500	OG0002500	augustus_masked-CANI0S17-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.94&CDS=1-753	YDR078C
2501	OG0002501	augustus_masked-CANI0S17-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.73&CDS=1-321	YDR079W
2502	OG0002502	snap_masked-CANI0S17-processed-gene-5.45-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-5.45&CDS=1-222	YDR079C-A
2503	OG0002503	augustus_masked-CANI0S17-processed-gene-5.74-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.74&CDS=1-2889	YDR080W
2504	OG0002504	augustus_masked-CANI0S17-processed-gene-5.96-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-5.96&CDS=1-2475	YDR081C
2505	OG0002505	snap_masked-CANI0S17-processed-gene-6.92-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.92&CDS=1-1332	YDR082W
2506	OG0002506	snap_masked-CANI0S17-processed-gene-6.93-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.93&CDS=1-1104	YDR083W
2507	OG0002507	snap_masked-CANI0S17-processed-gene-6.96-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.96&CDS=1-588	YDR084C
2508	OG0002508	snap_masked-CANI0S17-processed-gene-6.94-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.94&CDS=1-2163	YOR361C
2509	OG0002509	augustus_masked-CANI0S17-processed-gene-6.3-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.3&CDS=1-1731	YOR360C
2510	OG0002510	snap_masked-CANI0S17-processed-gene-6.97-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.97&CDS=1-1632	YOR359W
2511	OG0002511	snap_masked-CANI0S17-processed-gene-6.120-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.120&CDS=1-501	YOR358W
2512	OG0002512	snap_masked-CANI0S17-processed-gene-6.98-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.98&CDS=1-1872	YNL094W
2513	OG0002513	snap_masked-CANI0S17-processed-gene-6.99-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.99&CDS=1-1191	YNL092W
2514	OG0002514	snap_masked-CANI0S17-processed-gene-6.100-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.100&CDS=1-3960	YNL091W
2515	OG0002515	snap_masked-CANI0S17-processed-gene-6.101-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.101&CDS=1-564	YNL090W
2516	OG0002516	snap_masked-CANI0S17-processed-gene-6.103-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.103&CDS=1-4212	YNL088W
2517	OG0002517	snap_masked-CANI0S17-processed-gene-6.104-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.104&CDS=1-306	YNL086W
2518	OG0002518	snap_masked-CANI0S17-processed-gene-6.105-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.105&CDS=1-2418	YNL085W
2519	OG0002519	snap_masked-CANI0S17-processed-gene-6.121-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.121&CDS=1-1047	YNL084C
2520	OG0002520	snap_masked-CANI0S17-processed-gene-6.107-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.107&CDS=1-1560	YNL083W
2521	OG0002521	maker-CANI0S17-snap-gene-6.86-mRNA-1_1&gene=maker-CANI0S17-snap-gene-6.86&CDS=1-2505	YNL082W
2522	OG0002522	snap_masked-CANI0S17-processed-gene-6.122-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.122&CDS=1-402	YNL081C
2523	OG0002523	augustus_masked-CANI0S17-processed-gene-6.31-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.31&CDS=1-1098	YNL080C
2524	OG0002524	snap_masked-CANI0S17-processed-gene-6.110-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.110&CDS=1-1914	YGL099W
2525	OG0002525	snap_masked-CANI0S17-processed-gene-6.111-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.111&CDS=1-660	YGL098W
2526	OG0002526	snap_masked-CANI0S17-processed-gene-6.112-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.112&CDS=1-1410	YGL097W
2527	OG0002527	augustus_masked-CANI0S17-processed-gene-6.20-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.20&CDS=1-684	YMR090W
2528	OG0002528	augustus_masked-CANI0S17-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-CANI0S17-processed-gene-6.33&CDS=1-3138	YMR092C
2529	OG0002529	snap_masked-CANI0S17-processed-gene-6.113-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.113&CDS=1-1554	YMR093W
2530	OG0002530	snap_masked-CANI0S17-processed-gene-6.114-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.114&CDS=1-1521	YMR094W
2531	OG0002531	snap_masked-CANI0S17-processed-gene-6.127-mRNA-1_1&gene=snap_masked-CANI0S17-processed-gene-6.127&CDS=1-1035	YMR097C
