	OrthologID	Saccharomyces_cerevisiae	yHMPu5000034631_Martiniozyma_abiesophila
1344	OG0001344	YDR376W	augustus_masked-NODE_539_length_5574_cov_9.73716_ID_356987-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_539_length_5574_cov_9.73716_ID_356987-processed-gene-0.4&CDS=1-1149
1345	OG0001345	YDR377W	genemark-NODE_2708_length_1198_cov_9.94977_ID_246342-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_2708_length_1198_cov_9.94977_ID_246342-processed-gene-0.4&CDS=1-228
1346	OG0001346	YDR379C-A	maker-NODE_2_length_224106_cov_13.115_ID_338572-snap-gene-1.9-mRNA-1_1&gene=maker-NODE_2_length_224106_cov_13.115_ID_338572-snap-gene-1.9&CDS=1-237
1347	OG0001347	YDR380W	genemark-NODE_275_length_7787_cov_12.0649_ID_281149-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_275_length_7787_cov_12.0649_ID_281149-processed-gene-0.3&CDS=1-1770
1348	OG0001348	YDR381C-A	genemark-NODE_779_length_4091_cov_10.738_ID_359205-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_779_length_4091_cov_10.738_ID_359205-processed-gene-0.3&CDS=1-348
1349	OG0001349	YDR381W	maker-NODE_779_length_4091_cov_10.738_ID_359205-augustus-gene-0.9-mRNA-1_1&gene=maker-NODE_779_length_4091_cov_10.738_ID_359205-augustus-gene-0.9&CDS=1-399
1350	OG0001350	YDR382W	snap_masked-NODE_2476_length_1298_cov_6.441_ID_109434-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_2476_length_1298_cov_6.441_ID_109434-processed-gene-0.2&CDS=1-327
1351	OG0001351	YDR384C	genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.66&CDS=1-753
1352	OG0001352	YDR388W	genemark-NODE_697_length_4594_cov_11.4701_ID_219600-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_697_length_4594_cov_11.4701_ID_219600-processed-gene-0.7&CDS=1-1473
1353	OG0001353	YDR392W	augustus_masked-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_11_length_25079_cov_9.57811_ID_357081-processed-gene-0.20&CDS=1-2175
1354	OG0001354	YDR393W	augustus_masked-NODE_4821_length_747_cov_11.5916_ID_359075-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4821_length_747_cov_11.5916_ID_359075-processed-gene-0.0&CDS=1-744
1355	OG0001355	YDR394W	genemark-NODE_367_length_6684_cov_11.3063_ID_359435-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_367_length_6684_cov_11.3063_ID_359435-processed-gene-0.0&CDS=1-1236
1356	OG0001356	YDR397C	genemark-NODE_468_length_5990_cov_10.816_ID_40748-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_468_length_5990_cov_10.816_ID_40748-processed-gene-0.3&CDS=1-411
1357	OG0001357	YDR399W	genemark-NODE_182_length_9441_cov_10.9187_ID_291594-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_182_length_9441_cov_10.9187_ID_291594-processed-gene-0.17&CDS=1-678
1358	OG0001358	YDR400W	augustus_masked-NODE_5414_length_687_cov_9.04452_ID_360177-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_5414_length_687_cov_9.04452_ID_360177-processed-gene-0.2&CDS=1-681
1359	OG0001359	YDR404C	genemark-NODE_22_length_20431_cov_9.8234_ID_354109-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_22_length_20431_cov_9.8234_ID_354109-processed-gene-0.26&CDS=1-516
1360	OG0001360	YDR405W	genemark-NODE_22_length_20431_cov_9.8234_ID_354109-processed-gene-0.27-mRNA-1_1&gene=genemark-NODE_22_length_20431_cov_9.8234_ID_354109-processed-gene-0.27&CDS=1-657
1361	OG0001361	YDR407C	augustus_masked-NODE_95_length_12167_cov_10.867_ID_354205-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_95_length_12167_cov_10.867_ID_354205-processed-gene-0.9&CDS=1-3537
1362	OG0001362	YDR408C	augustus_masked-NODE_8225_length_512_cov_12.1907_ID_360445-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_8225_length_512_cov_12.1907_ID_360445-processed-gene-0.0&CDS=1-507
1363	OG0001363	YDR410C	genemark-NODE_526_length_5623_cov_9.16558_ID_53160-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_526_length_5623_cov_9.16558_ID_53160-processed-gene-0.8&CDS=1-690
1364	OG0001364	YDR411C	genemark-NODE_360_length_6754_cov_11.3117_ID_139501-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_360_length_6754_cov_11.3117_ID_139501-processed-gene-0.4&CDS=1-873
1365	OG0001365	YDR412W	augustus_masked-NODE_3292_length_1015_cov_6.66886_ID_359051-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_3292_length_1015_cov_6.66886_ID_359051-processed-gene-0.3&CDS=1-171
1366	OG0001366	YDR415C	maker-NODE_480_length_5960_cov_9.56257_ID_356797-snap-gene-0.11-mRNA-1_1&gene=maker-NODE_480_length_5960_cov_9.56257_ID_356797-snap-gene-0.11&CDS=1-1137
1367	OG0001367	YDR416W	augustus_masked-NODE_908_length_3530_cov_14.0382_ID_437539-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_908_length_3530_cov_14.0382_ID_437539-processed-gene-0.4&CDS=1-1791
1368	OG0001368	YDR419W	genemark-NODE_1226_length_2577_cov_8.11116_ID_358461-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_1226_length_2577_cov_8.11116_ID_358461-processed-gene-0.1&CDS=1-1143
1369	OG0001369	YDR421W	genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.11&CDS=1-3309
1370	OG0001370	YDR424C	augustus_masked-NODE_1035_length_3098_cov_12.9917_ID_356851-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1035_length_3098_cov_12.9917_ID_356851-processed-gene-0.2&CDS=1-264
1371	OG0001371	YDR425W	genemark-NODE_829_length_3843_cov_9.32353_ID_355617-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_829_length_3843_cov_9.32353_ID_355617-processed-gene-0.5&CDS=1-1269
1372	OG0001372	YDR427W	augustus_masked-NODE_3123_length_1055_cov_14.1103_ID_360227-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3123_length_1055_cov_14.1103_ID_360227-processed-gene-0.1&CDS=1-1053
1373	OG0001373	YDR428C	augustus_masked-NODE_581_length_5253_cov_13.7854_ID_356607-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_581_length_5253_cov_13.7854_ID_356607-processed-gene-0.6&CDS=1-702
1374	OG0001374	YDR429C	genemark-NODE_581_length_5253_cov_13.7854_ID_356607-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_581_length_5253_cov_13.7854_ID_356607-processed-gene-0.1&CDS=1-828
1375	OG0001375	YDR430C	genemark-NODE_237_length_8427_cov_10.2856_ID_297548-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_237_length_8427_cov_10.2856_ID_297548-processed-gene-0.1&CDS=1-2967
1376	OG0001376	YDR443C	augustus_masked-NODE_290_length_7632_cov_10.5054_ID_358499-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_290_length_7632_cov_10.5054_ID_358499-processed-gene-0.3&CDS=1-4611
1377	OG0001377	YDR448W	augustus_masked-NODE_300_length_7529_cov_11.7323_ID_256157-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_300_length_7529_cov_11.7323_ID_256157-processed-gene-0.6&CDS=1-1137
1378	OG0001378	YDR449C	augustus_masked-NODE_3266_length_1021_cov_9.53377_ID_360885-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3266_length_1021_cov_9.53377_ID_360885-processed-gene-0.0&CDS=1-954
1379	OG0001379	YDR454C	genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.32-mRNA-1_1&gene=genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.32&CDS=1-570
1380	OG0001380	YDR456W	genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-0.13&CDS=1-1842
1381	OG0001381	YDR457W	maker-NODE_2_length_224106_cov_13.115_ID_338572-snap-gene-1.6-mRNA-1_1&gene=maker-NODE_2_length_224106_cov_13.115_ID_338572-snap-gene-1.6&CDS=1-10095
1382	OG0001382	YDR460W	genemark-NODE_398_length_6466_cov_11.3324_ID_332031-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_398_length_6466_cov_11.3324_ID_332031-processed-gene-0.11&CDS=1-996
1383	OG0001383	YDR462W	snap_masked-NODE_1945_length_1602_cov_10.5777_ID_150164-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_1945_length_1602_cov_10.5777_ID_150164-processed-gene-0.3&CDS=1-420
1384	OG0001384	YDR466W	augustus_masked-NODE_9267_length_469_cov_0.778689_ID_294198-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_9267_length_469_cov_0.778689_ID_294198-processed-gene-0.1&CDS=1-429
1385	OG0001385	YDR468C	genemark-NODE_3062_length_1069_cov_11.1418_ID_360137-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_3062_length_1069_cov_11.1418_ID_360137-processed-gene-0.5&CDS=1-399
1386	OG0001386	YDR470C	augustus_masked-NODE_2739_length_1180_cov_11.9814_ID_437623-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_2739_length_1180_cov_11.9814_ID_437623-processed-gene-0.0&CDS=1-1179
1387	OG0001387	YDR472W	snap_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.161&CDS=1-678
1388	OG0001388	YDR473C	augustus_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_2_length_224106_cov_13.115_ID_338572-processed-gene-1.97&CDS=1-1401
1389	OG0001389	YDR476C	augustus_masked-NODE_34_length_17490_cov_10.7561_ID_140205-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_34_length_17490_cov_10.7561_ID_140205-processed-gene-0.10&CDS=1-768
1390	OG0001390	YDR477W	genemark-NODE_262_length_7929_cov_11.9054_ID_355071-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_262_length_7929_cov_11.9054_ID_355071-processed-gene-0.4&CDS=1-1716
1391	OG0001391	YDR479C	genemark-NODE_1640_length_1887_cov_13.8302_ID_359813-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_1640_length_1887_cov_13.8302_ID_359813-processed-gene-0.0&CDS=1-1731
1392	OG0001392	YDR481C	genemark-NODE_555_length_5441_cov_9.56913_ID_354435-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_555_length_5441_cov_9.56913_ID_354435-processed-gene-0.8&CDS=1-1521
1393	OG0001393	YDR484W	genemark-NODE_173_length_9702_cov_12.03_ID_305305-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_173_length_9702_cov_12.03_ID_305305-processed-gene-0.12&CDS=1-1548
1394	OG0001394	YDR485C	genemark-NODE_676_length_4717_cov_8.51105_ID_119389-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_676_length_4717_cov_8.51105_ID_119389-processed-gene-0.11&CDS=1-399
1395	OG0001395	YDR487C	maker-NODE_2065_length_1521_cov_10.4415_ID_356385-snap-gene-0.6-mRNA-1_1&gene=maker-NODE_2065_length_1521_cov_10.4415_ID_356385-snap-gene-0.6&CDS=1-1122
1396	OG0001396	YDR489W	genemark-NODE_312_length_7396_cov_9.58124_ID_355401-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_312_length_7396_cov_9.58124_ID_355401-processed-gene-0.1&CDS=1-723
1397	OG0001397	YDR496C	genemark-NODE_81_length_12954_cov_10.4074_ID_97694-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_81_length_12954_cov_10.4074_ID_97694-processed-gene-0.18&CDS=1-1938
1398	OG0001398	YDR498C	augustus_masked-NODE_4873_length_741_cov_12.4592_ID_361423-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_4873_length_741_cov_12.4592_ID_361423-processed-gene-0.0&CDS=1-738
1399	OG0001399	YDR510W	snap_masked-NODE_129_length_10852_cov_11.5638_ID_358191-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_129_length_10852_cov_11.5638_ID_358191-processed-gene-0.12&CDS=1-276
1400	OG0001400	YDR511W	genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.188-mRNA-1_1&gene=genemark-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.188&CDS=1-423
1401	OG0001401	YDR512C	maker-NODE_3789_length_909_cov_8.83251_ID_360181-augustus-gene-0.3-mRNA-1_1&gene=maker-NODE_3789_length_909_cov_8.83251_ID_360181-augustus-gene-0.3&CDS=1-459
1402	OG0001402	YDR517W	augustus_masked-NODE_5110_length_718_cov_16.1154_ID_354807-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_5110_length_718_cov_16.1154_ID_354807-processed-gene-0.1&CDS=1-681
1403	OG0001403	YDR519W	genemark-NODE_7_length_34365_cov_12.891_ID_218960-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_7_length_34365_cov_12.891_ID_218960-processed-gene-0.12&CDS=1-432
1404	OG0001404	YDR520C	maker-NODE_3_length_150416_cov_12.6129_ID_37234-snap-gene-0.211-mRNA-1_1&gene=maker-NODE_3_length_150416_cov_12.6129_ID_37234-snap-gene-0.211&CDS=1-2148
1405	OG0001405	YDR525W-A	snap_masked-NODE_499_length_5791_cov_11.7743_ID_354159-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_499_length_5791_cov_11.7743_ID_354159-processed-gene-0.3&CDS=1-249
1406	OG0001406	YDR527W	genemark-NODE_741_length_4278_cov_12.5998_ID_356995-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_741_length_4278_cov_12.5998_ID_356995-processed-gene-0.1&CDS=1-1509
1407	OG0001407	YDR531W	genemark-NODE_374_length_6630_cov_12.2125_ID_355933-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_374_length_6630_cov_12.2125_ID_355933-processed-gene-0.12&CDS=1-1494
1408	OG0001408	YDR536W	genemark-NODE_876_length_3656_cov_9.76752_ID_322444-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_876_length_3656_cov_9.76752_ID_322444-processed-gene-0.2&CDS=1-1740
1409	OG0001409	YEL002C	augustus_masked-NODE_4484_length_794_cov_12.7612_ID_358607-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_4484_length_794_cov_12.7612_ID_358607-processed-gene-0.2&CDS=1-642
1410	OG0001410	YEL009C	snap_masked-NODE_3127_length_1052_cov_13.8967_ID_355525-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3127_length_1052_cov_13.8967_ID_355525-processed-gene-0.1&CDS=1-741
1411	OG0001411	YEL011W	augustus_masked-NODE_3374_length_995_cov_10.7859_ID_354977-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_3374_length_995_cov_10.7859_ID_354977-processed-gene-0.1&CDS=1-972
1412	OG0001412	YEL012W	genemark-NODE_4749_length_758_cov_10.2427_ID_357483-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4749_length_758_cov_10.2427_ID_357483-processed-gene-0.0&CDS=1-468
1413	OG0001413	YEL013W	genemark-NODE_10_length_26755_cov_12.5137_ID_437703-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_10_length_26755_cov_12.5137_ID_437703-processed-gene-0.18&CDS=1-1608
1414	OG0001414	YEL015W	snap_masked-NODE_2685_length_1204_cov_11.8147_ID_358625-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_2685_length_1204_cov_11.8147_ID_358625-processed-gene-0.2&CDS=1-1125
1415	OG0001415	YEL020W-A	snap_masked-NODE_837_length_3811_cov_9.37433_ID_316536-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_837_length_3811_cov_9.37433_ID_316536-processed-gene-0.5&CDS=1-261
1416	OG0001416	YEL021W	augustus_masked-NODE_48_length_14805_cov_9.45456_ID_357121-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_48_length_14805_cov_9.45456_ID_357121-processed-gene-0.21&CDS=1-675
1417	OG0001417	YEL023C	maker-NODE_4130_length_849_cov_14.9021_ID_359729-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_4130_length_849_cov_14.9021_ID_359729-augustus-gene-0.2&CDS=1-768
1418	OG0001418	YEL024W	maker-NODE_233_length_8483_cov_9.85943_ID_54526-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_233_length_8483_cov_9.85943_ID_54526-snap-gene-0.1&CDS=1-1713
1419	OG0001419	YEL026W	genemark-NODE_2026_length_1549_cov_8.67497_ID_203474-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_2026_length_1549_cov_8.67497_ID_203474-processed-gene-0.0&CDS=1-378
1420	OG0001420	YEL027W	snap_masked-NODE_233_length_8483_cov_9.85943_ID_54526-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_233_length_8483_cov_9.85943_ID_54526-processed-gene-0.10&CDS=1-480
1421	OG0001421	YEL029C	augustus_masked-NODE_2435_length_1316_cov_15.9489_ID_355383-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_2435_length_1316_cov_15.9489_ID_355383-processed-gene-0.1&CDS=1-804
1422	OG0001422	YEL031W	augustus_masked-NODE_478_length_5963_cov_12.0078_ID_356573-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_478_length_5963_cov_12.0078_ID_356573-processed-gene-0.2&CDS=1-3681
1423	OG0001423	YEL032W	augustus_masked-NODE_861_length_3693_cov_10.7053_ID_245374-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_861_length_3693_cov_10.7053_ID_245374-processed-gene-0.1&CDS=1-1899
1424	OG0001424	YEL034W	genemark-NODE_523_length_5636_cov_7.47569_ID_90905-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_523_length_5636_cov_7.47569_ID_90905-processed-gene-0.1&CDS=1-474
1425	OG0001425	YEL036C	snap_masked-NODE_215_length_8794_cov_9.5485_ID_122293-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_215_length_8794_cov_9.5485_ID_122293-processed-gene-0.5&CDS=1-1185
1426	OG0001426	YEL037C	genemark-NODE_92_length_12524_cov_10.136_ID_358177-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_92_length_12524_cov_10.136_ID_358177-processed-gene-0.3&CDS=1-852
1427	OG0001427	YEL038W	genemark-NODE_92_length_12524_cov_10.136_ID_358177-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_92_length_12524_cov_10.136_ID_358177-processed-gene-0.8&CDS=1-735
1428	OG0001428	YEL040W	augustus_masked-NODE_1709_length_1809_cov_11.3687_ID_358359-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1709_length_1809_cov_11.3687_ID_358359-processed-gene-0.0&CDS=1-1236
1429	OG0001429	YEL042W	snap_masked-NODE_15_length_23629_cov_10.5499_ID_357101-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_15_length_23629_cov_10.5499_ID_357101-processed-gene-0.1&CDS=1-1728
1430	OG0001430	YEL044W	genemark-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.64&CDS=1-405
1431	OG0001431	YEL046C	augustus_masked-NODE_3948_length_878_cov_11.671_ID_361123-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3948_length_878_cov_11.671_ID_361123-processed-gene-0.2&CDS=1-873
1432	OG0001432	YEL048C	augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.185-mRNA-1_1&gene=augustus_masked-NODE_3_length_150416_cov_12.6129_ID_37234-processed-gene-0.185&CDS=1-567
1433	OG0001433	YEL050C	augustus_masked-NODE_184_length_9329_cov_9.75298_ID_196041-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_184_length_9329_cov_9.75298_ID_196041-processed-gene-0.17&CDS=1-957
1434	OG0001434	YEL051W	augustus_masked-NODE_413_length_6372_cov_10.7842_ID_306387-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_413_length_6372_cov_10.7842_ID_306387-processed-gene-0.7&CDS=1-672
1435	OG0001435	YEL052W	maker-NODE_413_length_6372_cov_10.7842_ID_306387-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_413_length_6372_cov_10.7842_ID_306387-snap-gene-0.0&CDS=1-1500
1436	OG0001436	YEL053C	augustus_masked-NODE_1606_length_1931_cov_14.8714_ID_356189-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1606_length_1931_cov_14.8714_ID_356189-processed-gene-0.1&CDS=1-1884
1437	OG0001437	YEL055C	augustus_masked-NODE_147_length_10257_cov_11.226_ID_360161-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_147_length_10257_cov_11.226_ID_360161-processed-gene-0.8&CDS=1-2232
1438	OG0001438	YEL056W	maker-NODE_1435_length_2124_cov_12.8936_ID_360013-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_1435_length_2124_cov_12.8936_ID_360013-snap-gene-0.0&CDS=1-1743
1439	OG0001439	YEL058W	augustus_masked-NODE_3964_length_875_cov_13.9948_ID_355719-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_3964_length_875_cov_13.9948_ID_355719-processed-gene-0.2&CDS=1-873
1440	OG0001440	YEL060C	snap_masked-NODE_1735_length_1780_cov_13.1741_ID_437555-processed-gene-0.0-mRNA-1_1&gene=snap_masked-NODE_1735_length_1780_cov_13.1741_ID_437555-processed-gene-0.0&CDS=1-1629
1441	OG0001441	YEL062W	augustus_masked-NODE_528_length_5611_cov_9.99292_ID_144538-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_528_length_5611_cov_9.99292_ID_144538-processed-gene-0.7&CDS=1-1587
1442	OG0001442	YEL064C	genemark-NODE_90_length_12618_cov_10.4953_ID_228162-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_90_length_12618_cov_10.4953_ID_228162-processed-gene-0.0&CDS=1-1335
1443	OG0001443	YER002W	genemark-NODE_892_length_3570_cov_9.06374_ID_130428-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_892_length_3570_cov_9.06374_ID_130428-processed-gene-0.5&CDS=1-714
1444	OG0001444	YER003C	snap_masked-NODE_576_length_5287_cov_10.5816_ID_356113-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_576_length_5287_cov_10.5816_ID_356113-processed-gene-0.2&CDS=1-891
1445	OG0001445	YER004W	augustus_masked-NODE_6364_length_613_cov_15.0647_ID_358707-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_6364_length_613_cov_15.0647_ID_358707-processed-gene-0.1&CDS=1-585
1446	OG0001446	YER006W	snap_masked-NODE_691_length_4640_cov_10.4256_ID_358419-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_691_length_4640_cov_10.4256_ID_358419-processed-gene-0.1&CDS=1-1563
1447	OG0001447	YER007C-A	augustus_masked-NODE_7594_length_541_cov_11.774_ID_361541-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_7594_length_541_cov_11.774_ID_361541-processed-gene-0.2&CDS=1-483
1448	OG0001448	YER007W	snap_masked-NODE_942_length_3415_cov_9.77566_ID_360261-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_942_length_3415_cov_9.77566_ID_360261-processed-gene-0.3&CDS=1-1101
1449	OG0001449	YER008C	snap_masked-NODE_241_length_8362_cov_9.92336_ID_356769-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_241_length_8362_cov_9.92336_ID_356769-processed-gene-0.3&CDS=1-1788
1450	OG0001450	YER009W	snap_masked-NODE_3735_length_918_cov_8.86135_ID_357795-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_3735_length_918_cov_8.86135_ID_357795-processed-gene-0.1&CDS=1-279
1451	OG0001451	YER012W	snap_masked-NODE_7779_length_532_cov_14.3753_ID_361115-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_7779_length_532_cov_14.3753_ID_361115-processed-gene-0.2&CDS=1-405
1452	OG0001452	YER013W	augustus_masked-NODE_1025_length_3141_cov_13.0908_ID_357545-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_1025_length_3141_cov_13.0908_ID_357545-processed-gene-0.1&CDS=1-2868
1453	OG0001453	YER014W	augustus_masked-NODE_489_length_5894_cov_10.3314_ID_356641-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_489_length_5894_cov_10.3314_ID_356641-processed-gene-0.7&CDS=1-3828
1454	OG0001454	YER016W	augustus_masked-NODE_3073_length_1066_cov_9.92004_ID_357687-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_3073_length_1066_cov_9.92004_ID_357687-processed-gene-0.0&CDS=1-1065
1455	OG0001455	YER017C	augustus_masked-NODE_1101_length_2920_cov_12.666_ID_357685-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_1101_length_2920_cov_12.666_ID_357685-processed-gene-0.2&CDS=1-1989
1456	OG0001456	YER019W	genemark-NODE_955_length_3371_cov_10.4443_ID_319460-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_955_length_3371_cov_10.4443_ID_319460-processed-gene-0.5&CDS=1-1341
1457	OG0001457	YER020W	genemark-NODE_533_length_5592_cov_11.1805_ID_356663-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_533_length_5592_cov_11.1805_ID_356663-processed-gene-0.0&CDS=1-1227
1458	OG0001458	YER021W	genemark-NODE_14_length_23698_cov_9.56588_ID_357497-processed-gene-0.26-mRNA-1_1&gene=genemark-NODE_14_length_23698_cov_9.56588_ID_357497-processed-gene-0.26&CDS=1-1425
1459	OG0001459	YER022W	augustus_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.169-mRNA-1_1&gene=augustus_masked-NODE_1_length_261886_cov_12.5835_ID_37135-processed-gene-1.169&CDS=1-2157
1460	OG0001460	YER023W	genemark-NODE_1842_length_1671_cov_9.63712_ID_437631-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_1842_length_1671_cov_9.63712_ID_437631-processed-gene-0.5&CDS=1-828
1461	OG0001461	YER024W	genemark-NODE_914_length_3493_cov_11.7015_ID_357391-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_914_length_3493_cov_11.7015_ID_357391-processed-gene-0.0&CDS=1-2172
1462	OG0001462	YER025W	genemark-NODE_553_length_5462_cov_12.2433_ID_355139-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_553_length_5462_cov_12.2433_ID_355139-processed-gene-0.1&CDS=1-1566
1463	OG0001463	YER026C	genemark-NODE_4028_length_864_cov_13.4152_ID_356997-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_4028_length_864_cov_13.4152_ID_356997-processed-gene-0.0&CDS=1-789
