	OrthologID	Saccharomyces_cerevisiae	yHMPu5000035699_Cyberlindnera_maclurae
1128	OG0001128	YDR264C	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.131&CDS=1-2040
1129	OG0001129	YDR265W	augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.17&CDS=1-2991
1130	OG0001130	YDR266C	augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.2&CDS=1-1755
1131	OG0001131	YDR267C	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.91&CDS=1-987
1132	OG0001132	YDR268W	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.117&CDS=1-1098
1133	OG0001133	YDR270W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.45&CDS=1-3225
1134	OG0001134	YDR276C	genemark-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.62&CDS=1-168
1135	OG0001135	YDR279W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.150&CDS=1-909
1136	OG0001136	YDR280W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.149-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.149&CDS=1-930
1137	OG0001137	YDR282C	augustus_masked-NODE_105_length_23510_cov_84.0139_ID_34559-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_105_length_23510_cov_84.0139_ID_34559-processed-gene-0.13&CDS=1-834
1138	OG0001138	YDR283C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.15&CDS=1-7791
1139	OG0001139	YDR284C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.14-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-1.14&CDS=1-894
1140	OG0001140	YDR285W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.145&CDS=1-2268
1141	OG0001141	YDR286C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.205&CDS=1-1710
1142	OG0001142	YDR287W	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.66&CDS=1-846
1143	OG0001143	YDR288W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.193-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-1.193&CDS=1-870
1144	OG0001144	YDR289C	augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_71_length_46957_cov_62.9162_ID_11788-processed-gene-0.60&CDS=1-987
1145	OG0001145	YDR292C	augustus_masked-NODE_59_length_61141_cov_60.361_ID_39550-processed-gene-0.50-mRNA-1_1&gene=augustus_masked-NODE_59_length_61141_cov_60.361_ID_39550-processed-gene-0.50&CDS=1-1641
1146	OG0001146	YDR293C	augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.2&CDS=1-3576
1147	OG0001147	YDR296W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.152-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.152&CDS=1-624
1148	OG0001148	YDR297W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.120&CDS=1-963
1149	OG0001149	YDR298C	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.110&CDS=1-621
1150	OG0001150	YDR299W	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.8&CDS=1-1500
1151	OG0001151	YDR300C	augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_5_length_240785_cov_63.9891_ID_41060-processed-gene-0.28&CDS=1-1281
1152	OG0001152	YDR301W	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.260-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.260&CDS=1-3729
1153	OG0001153	YDR302W	augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_19_length_144720_cov_104.071_ID_39766-processed-gene-0.215&CDS=1-642
1154	OG0001154	YDR304C	maker-NODE_24_length_132196_cov_62.5352_ID_37458-augustus-gene-0.221-mRNA-1_1&gene=maker-NODE_24_length_132196_cov_62.5352_ID_37458-augustus-gene-0.221&CDS=1-648
1155	OG0001155	YDR305C	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.21&CDS=1-540
1156	OG0001156	YDR306C	augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.11&CDS=1-1338
1157	OG0001157	YDR308C	augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_64_length_57922_cov_62.9653_ID_44090-processed-gene-0.28&CDS=1-354
1158	OG0001158	YDR311W	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.53&CDS=1-1725
1159	OG0001159	YDR313C	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.75&CDS=1-1026
1160	OG0001160	YDR316W	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.47&CDS=1-1239
1161	OG0001161	YDR318W	maker-NODE_78_length_43827_cov_79.1787_ID_26747-augustus-gene-0.70-mRNA-1_1&gene=maker-NODE_78_length_43827_cov_79.1787_ID_26747-augustus-gene-0.70&CDS=1-954
1162	OG0001162	YDR319C	genemark-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.70&CDS=1-753
1163	OG0001163	YDR320C	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.72&CDS=1-2082
1164	OG0001164	YDR320C-A	maker-NODE_56_length_64631_cov_62.2896_ID_39154-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_56_length_64631_cov_62.2896_ID_39154-augustus-gene-0.0&CDS=1-216
1165	OG0001165	YDR322C-A	snap_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.82&CDS=1-294
1166	OG0001166	YDR322W	augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.18&CDS=1-1095
1167	OG0001167	YDR323C	augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_58_length_63126_cov_116.22_ID_38299-processed-gene-0.16&CDS=1-1794
1168	OG0001168	YDR324C	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.93&CDS=1-2142
1169	OG0001169	YDR325W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.131-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.131&CDS=1-2646
1170	OG0001170	YDR328C	maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.266-mRNA-1_1&gene=maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.266&CDS=1-2133
1171	OG0001171	YDR330W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.151&CDS=1-1323
1172	OG0001172	YDR331W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.150&CDS=1-1119
1173	OG0001173	YDR333C	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.150&CDS=1-1893
1174	OG0001174	YDR334W	augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_34_length_101002_cov_73.3061_ID_41838-processed-gene-0.121&CDS=1-4425
1175	OG0001175	YDR335W	augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.68-mRNA-1_1&gene=augustus_masked-NODE_56_length_64631_cov_62.2896_ID_39154-processed-gene-0.68&CDS=1-3588
1176	OG0001176	YDR336W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.83&CDS=1-1041
1177	OG0001177	YDR337W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.85&CDS=1-864
1178	OG0001178	YDR339C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.119&CDS=1-549
1179	OG0001179	YDR341C	augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_78_length_43827_cov_79.1787_ID_26747-processed-gene-0.4&CDS=1-1818
1180	OG0001180	YDR346C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.309-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.309&CDS=1-1143
1181	OG0001181	YDR347W	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.33&CDS=1-927
1182	OG0001182	YDR349C	augustus_masked-NODE_86_length_37159_cov_59.9159_ID_47786-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_86_length_37159_cov_59.9159_ID_47786-processed-gene-0.66&CDS=1-1602
1183	OG0001183	YDR350C	augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_14_length_174934_cov_63.5332_ID_33623-processed-gene-0.35&CDS=1-1647
1184	OG0001184	YDR352W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.97&CDS=1-816
1185	OG0001185	YDR354W	augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.179-mRNA-1_1&gene=augustus_masked-NODE_4_length_253480_cov_70.786_ID_43483-processed-gene-1.179&CDS=1-1071
1186	OG0001186	YDR357C	augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.3&CDS=1-414
1187	OG0001187	YDR359C	augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.2&CDS=1-2955
1188	OG0001188	YDR361C	augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.1&CDS=1-756
1189	OG0001189	YDR362C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.267-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.267&CDS=1-1752
1190	OG0001190	YDR363W	maker-NODE_18_length_145332_cov_59.0896_ID_27415-augustus-gene-0.173-mRNA-1_1&gene=maker-NODE_18_length_145332_cov_59.0896_ID_27415-augustus-gene-0.173&CDS=1-3714
1191	OG0001191	YDR363W-A	augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_61_length_59926_cov_64.2803_ID_40253-processed-gene-0.14&CDS=1-228
1192	OG0001192	YDR364C	augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_103_length_26463_cov_119.143_ID_14109-processed-gene-0.9&CDS=1-1560
1193	OG0001193	YDR365C	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.307-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.307&CDS=1-1842
1194	OG0001194	YDR367W	augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.272-mRNA-1_1&gene=augustus_masked-NODE_3_length_267281_cov_69.2695_ID_38578-processed-gene-1.272&CDS=1-600
1195	OG0001195	YDR371W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.141-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.141&CDS=1-1221
1196	OG0001196	YDR372C	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.106&CDS=1-960
1197	OG0001197	YDR373W	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.112&CDS=1-570
1198	OG0001198	YDR374C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.110&CDS=1-759
1199	OG0001199	YDR375C	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.140-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.140&CDS=1-1428
1200	OG0001200	YDR376W	augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.40-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.40&CDS=1-1905
1201	OG0001201	YDR377W	augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.19&CDS=1-534
1202	OG0001202	YDR379C-A	augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.18&CDS=1-246
1203	OG0001203	YDR381C-A	augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.16&CDS=1-312
1204	OG0001204	YDR381W	maker-NODE_60_length_60968_cov_63.6725_ID_38224-augustus-gene-0.7-mRNA-1_1&gene=maker-NODE_60_length_60968_cov_63.6725_ID_38224-augustus-gene-0.7&CDS=1-636
1205	OG0001205	YDR382W	augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_419987_cov_60.6783_ID_36483-processed-gene-0.66&CDS=1-324
1206	OG0001206	YDR386W	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.44&CDS=1-1596
1207	OG0001207	YDR388W	maker-NODE_43_length_86267_cov_72.0167_ID_12156-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_43_length_86267_cov_72.0167_ID_12156-augustus-gene-0.92&CDS=1-1392
1208	OG0001208	YDR389W	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.22&CDS=1-1356
1209	OG0001209	YDR390C	maker-NODE_43_length_86267_cov_72.0167_ID_12156-augustus-gene-0.93-mRNA-1_1&gene=maker-NODE_43_length_86267_cov_72.0167_ID_12156-augustus-gene-0.93&CDS=1-1719
1210	OG0001210	YDR392W	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.102&CDS=1-942
1211	OG0001211	YDR393W	snap_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.47&CDS=1-1290
1212	OG0001212	YDR394W	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.100&CDS=1-1248
1213	OG0001213	YDR397C	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.103-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.103&CDS=1-435
1214	OG0001214	YDR399W	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.78&CDS=1-639
1215	OG0001215	YDR402C	augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_57_length_63987_cov_114.909_ID_11616-processed-gene-0.1&CDS=1-1443
1216	OG0001216	YDR404C	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.105&CDS=1-513
1217	OG0001217	YDR405W	augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_35_length_98922_cov_66.4517_ID_8995-processed-gene-0.83&CDS=1-732
1218	OG0001218	YDR407C	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.24&CDS=1-3402
1219	OG0001219	YDR408C	augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_43_length_86267_cov_72.0167_ID_12156-processed-gene-0.41&CDS=1-666
1220	OG0001220	YDR410C	augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_17_length_148379_cov_67.242_ID_39380-processed-gene-0.114&CDS=1-849
1221	OG0001221	YDR411C	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.47&CDS=1-900
1222	OG0001222	YDR412W	maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.267-mRNA-1_1&gene=maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.267&CDS=1-672
1223	OG0001223	YDR414C	maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.262-mRNA-1_1&gene=maker-NODE_16_length_149625_cov_65.2659_ID_9360-augustus-gene-0.262&CDS=1-2070
1224	OG0001224	YDR415C	genemark-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.24&CDS=1-2085
1225	OG0001225	YDR416W	augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_20_length_141969_cov_73.9944_ID_36909-processed-gene-0.144&CDS=1-2295
1226	OG0001226	YDR419W	augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-NODE_16_length_149625_cov_65.2659_ID_9360-processed-gene-0.110&CDS=1-1842
1227	OG0001227	YDR421W	snap_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.148&CDS=1-2238
1228	OG0001228	YDR424C	augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.164-mRNA-1_1&gene=augustus_masked-NODE_30_length_113515_cov_62.2319_ID_38902-processed-gene-0.164&CDS=1-285
1229	OG0001229	YDR427W	maker-NODE_30_length_113515_cov_62.2319_ID_38902-augustus-gene-0.71-mRNA-1_1&gene=maker-NODE_30_length_113515_cov_62.2319_ID_38902-augustus-gene-0.71&CDS=1-1941
1230	OG0001230	YDR430C	augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.130&CDS=1-2952
1231	OG0001231	YDR432W	augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_52_length_69718_cov_81.6554_ID_40328-processed-gene-0.86&CDS=1-783
1232	OG0001232	YDR434W	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.29&CDS=1-1467
1233	OG0001233	YDR435C	augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_28_length_117157_cov_73.4509_ID_37618-processed-gene-0.30&CDS=1-1008
1234	OG0001234	YDR443C	augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.107-mRNA-1_1&gene=augustus_masked-NODE_51_length_72690_cov_65.5169_ID_40178-processed-gene-0.107&CDS=1-3864
1235	OG0001235	YDR448W	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.223&CDS=1-1296
1236	OG0001236	YDR449C	augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-NODE_10_length_191114_cov_61.6055_ID_41320-processed-gene-0.165&CDS=1-1230
1237	OG0001237	YDR452W	augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_27_length_126968_cov_70.5322_ID_38987-processed-gene-0.122&CDS=1-1971
1238	OG0001238	YDR454C	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.23&CDS=1-561
1239	OG0001239	YDR456W	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.54&CDS=1-1779
1240	OG0001240	YDR457W	augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_24_length_132196_cov_62.5352_ID_37458-processed-gene-0.14&CDS=1-9855
1241	OG0001241	YDR459C	augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_60_length_60968_cov_63.6725_ID_38224-processed-gene-0.11&CDS=1-909
1242	OG0001242	YDR460W	snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.127-mRNA-1_1&gene=snap_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.127&CDS=1-885
1243	OG0001243	YDR462W	augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_39_length_91062_cov_66.0146_ID_9270-processed-gene-0.75&CDS=1-450
1244	OG0001244	YDR464W	augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_25_length_131612_cov_63.9975_ID_31610-processed-gene-0.192&CDS=1-3081
