	OrthologID	Saccharomyces_cerevisiae	Spathaspora_passalidarum
1247	OG0001247	YER043C	augustus_masked-scaffold_6-processed-gene-9.16-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.16&CDS=1-1347
1248	OG0001248	YER044C	augustus_masked-scaffold_3-processed-gene-18.74-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.74&CDS=1-453
1249	OG0001249	YER046W	augustus_masked-scaffold_1-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.1&CDS=1-534
1250	OG0001250	YER047C	augustus_masked-scaffold_2-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-2.36&CDS=1-2301
1251	OG0001251	YER048C	augustus_masked-scaffold_1-processed-gene-24.107-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.107&CDS=1-1572
1252	OG0001252	YER049W	augustus_masked-scaffold_1-processed-gene-23.30-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.30&CDS=1-1827
1253	OG0001253	YER050C	augustus_masked-scaffold_1-processed-gene-8.39-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.39&CDS=1-579
1254	OG0001254	YER051W	augustus_masked-scaffold_2-processed-gene-19.72-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.72&CDS=1-1428
1255	OG0001255	YER052C	augustus_masked-scaffold_1-processed-gene-23.18-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-23.18&CDS=1-1620
1256	OG0001256	YER053C	augustus_masked-scaffold_3-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.47&CDS=1-1002
1257	OG0001257	YER055C	augustus_masked-scaffold_6-processed-gene-10.72-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.72&CDS=1-912
1258	OG0001258	YER058W	augustus_masked-scaffold_1-processed-gene-13.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.9&CDS=1-261
1259	OG0001259	YER061C	augustus_masked-scaffold_5-processed-gene-5.27-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-5.27&CDS=1-2430
1260	OG0001260	YER063W	augustus_masked-scaffold_3-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.28&CDS=1-576
1261	OG0001261	YER065C	augustus_masked-scaffold_1-processed-gene-8.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.43&CDS=1-1641
1262	OG0001262	YER068W	augustus_masked-scaffold_2-processed-gene-14.36-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-14.36&CDS=1-1839
1263	OG0001263	YER069W	augustus_masked-scaffold_6-processed-gene-7.95-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.95&CDS=1-2559
1264	OG0001264	YER070W	augustus_masked-scaffold_3-processed-gene-16.76-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.76&CDS=1-2565
1265	OG0001265	YER072W	augustus_masked-scaffold_5-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.104&CDS=1-345
1266	OG0001266	YER073W	augustus_masked-scaffold_3-processed-gene-15.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-15.59&CDS=1-1503
1267	OG0001267	YER074W-A	augustus_masked-scaffold_3-processed-gene-16.53-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-16.53&CDS=1-282
1268	OG0001268	YER077C	augustus_masked-scaffold_3-processed-gene-1.20-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-1.20&CDS=1-2898
1269	OG0001269	YER078C	augustus_masked-scaffold_5-processed-gene-11.53-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-11.53&CDS=1-1518
1270	OG0001270	YER080W	augustus_masked-scaffold_1-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.145&CDS=1-1842
1271	OG0001271	YER082C	augustus_masked-scaffold_6-processed-gene-7.114-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.114&CDS=1-5778
1272	OG0001272	YER083C	augustus_masked-scaffold_6-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-7.129&CDS=1-939
1273	OG0001273	YER086W	augustus_masked-scaffold_3-processed-gene-8.21-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-8.21&CDS=1-1716
1274	OG0001274	YER087W	augustus_masked-scaffold_2-processed-gene-17.48-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.48&CDS=1-1695
1275	OG0001275	YER090W	maker-scaffold_2-augustus-gene-17.9-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-17.9&CDS=1-1542
1276	OG0001276	YER091C	augustus_masked-scaffold_2-processed-gene-17.26-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.26&CDS=1-2301
1277	OG0001277	YER093C	augustus_masked-scaffold_2-processed-gene-8.7-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-8.7&CDS=1-3936
1278	OG0001278	YER093C-A	augustus_masked-scaffold_5-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.4&CDS=1-483
1279	OG0001279	YER094C	augustus_masked-scaffold_8-processed-gene-0.110-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-0.110&CDS=1-618
1280	OG0001280	YER095W	augustus_masked-scaffold_2-processed-gene-16.84-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-16.84&CDS=1-1053
1281	OG0001281	YER100W	augustus_masked-scaffold_5-processed-gene-12.60-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.60&CDS=1-744
1282	OG0001282	YER107C	augustus_masked-scaffold_7-processed-gene-5.56-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.56&CDS=1-1113
1283	OG0001283	YER109C	augustus_masked-scaffold_7-processed-gene-5.57-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.57&CDS=1-2139
1284	OG0001284	YER110C	augustus_masked-scaffold_1-processed-gene-15.5-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-15.5&CDS=1-3309
1285	OG0001285	YER112W	maker-scaffold_8-augustus-gene-4.143-mRNA-1_1&gene=maker-scaffold_8-augustus-gene-4.143&CDS=1-420
1286	OG0001286	YER113C	augustus_masked-scaffold_2-processed-gene-18.50-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.50&CDS=1-1983
1287	OG0001287	YER114C	augustus_masked-scaffold_2-processed-gene-18.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-18.68&CDS=1-2721
1288	OG0001288	YER116C	augustus_masked-scaffold_5-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.113&CDS=1-474
1289	OG0001289	YER118C	augustus_masked-scaffold_4-processed-gene-11.46-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.46&CDS=1-885
1290	OG0001290	YER120W	augustus_masked-scaffold_7-processed-gene-5.54-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-5.54&CDS=1-870
1291	OG0001291	YER122C	augustus_masked-scaffold_5-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-0.108&CDS=1-1401
1292	OG0001292	YER125W	augustus_masked-scaffold_3-processed-gene-5.44-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-5.44&CDS=1-2406
1293	OG0001293	YER126C	augustus_masked-scaffold_5-processed-gene-12.74-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-12.74&CDS=1-780
1294	OG0001294	YER127W	augustus_masked-scaffold_5-processed-gene-13.0-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-13.0&CDS=1-978
1295	OG0001295	YER133W	maker-scaffold_2-augustus-gene-5.95-mRNA-1_1&gene=maker-scaffold_2-augustus-gene-5.95&CDS=1-1302
1296	OG0001296	YER134C	augustus_masked-scaffold_5-processed-gene-4.17-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.17&CDS=1-573
1297	OG0001297	YER136W	augustus_masked-scaffold_4-processed-gene-17.49-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.49&CDS=1-1347
1298	OG0001298	YER137C	augustus_masked-scaffold_2-processed-gene-12.71-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.71&CDS=1-501
1299	OG0001299	YER140W	augustus_masked-scaffold_7-processed-gene-2.74-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.74&CDS=1-1818
1300	OG0001300	YER141W	augustus_masked-scaffold_7-processed-gene-2.55-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.55&CDS=1-1467
1301	OG0001301	YER142C	maker-scaffold_3-augustus-gene-5.6-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-5.6&CDS=1-2844
1302	OG0001302	YER145C	augustus_masked-scaffold_4-processed-gene-17.14-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.14&CDS=1-1149
1303	OG0001303	YER148W	augustus_masked-scaffold_1-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.20&CDS=1-738
1304	OG0001304	YER151C	augustus_masked-scaffold_7-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.71&CDS=1-2316
1305	OG0001305	YER152C	augustus_masked-scaffold_7-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-0.88&CDS=1-1290
1306	OG0001306	YER154W	augustus_masked-scaffold_8-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.95&CDS=1-1128
1307	OG0001307	YER155C	augustus_masked-scaffold_8-processed-gene-2.117-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-2.117&CDS=1-4902
1308	OG0001308	YER156C	snap_masked-scaffold_1-processed-gene-4.136-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.136&CDS=1-1002
1309	OG0001309	YER157W	augustus_masked-scaffold_4-processed-gene-11.57-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-11.57&CDS=1-2583
1310	OG0001310	YER159C	augustus_masked-scaffold_1-processed-gene-16.92-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.92&CDS=1-459
1311	OG0001311	YER161C	augustus_masked-scaffold_5-processed-gene-15.211-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-15.211&CDS=1-1017
1312	OG0001312	YER163C	maker-scaffold_6-augustus-gene-1.3-mRNA-1_1&gene=maker-scaffold_6-augustus-gene-1.3&CDS=1-1743
1313	OG0001313	YER164W	augustus_masked-scaffold_1-processed-gene-6.43-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.43&CDS=1-4230
1314	OG0001314	YER165W	augustus_masked-scaffold_1-processed-gene-6.42-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.42&CDS=1-1899
1315	OG0001315	YER166W	augustus_masked-scaffold_4-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-1.47&CDS=1-4965
1316	OG0001316	YER168C	augustus_masked-scaffold_6-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-2.82&CDS=1-1617
1317	OG0001317	YER169W	augustus_masked-scaffold_1-processed-gene-16.102-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.102&CDS=1-1902
1318	OG0001318	YER170W	augustus_masked-scaffold_8-processed-gene-7.36-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.36&CDS=1-681
1319	OG0001319	YER171W	augustus_masked-scaffold_8-processed-gene-7.37-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-7.37&CDS=1-2376
1320	OG0001320	YER172C	snap_masked-scaffold_1-processed-gene-25.107-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-25.107&CDS=1-6102
1321	OG0001321	YER173W	augustus_masked-scaffold_1-processed-gene-16.103-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-16.103&CDS=1-1560
1322	OG0001322	YER176W	augustus_masked-scaffold_2-processed-gene-10.15-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-10.15&CDS=1-3471
1323	OG0001323	YER178W	augustus_masked-scaffold_1-processed-gene-25.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-25.41&CDS=1-1200
1324	OG0001324	YER182W	augustus_masked-scaffold_6-processed-gene-10.52-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-10.52&CDS=1-882
1325	OG0001325	YER183C	snap_masked-scaffold_1-processed-gene-4.108-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-4.108&CDS=1-618
1326	OG0001326	YFL001W	augustus_masked-scaffold_4-processed-gene-4.68-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.68&CDS=1-1233
1327	OG0001327	YFL002C	augustus_masked-scaffold_4-processed-gene-4.92-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-4.92&CDS=1-1851
1328	OG0001328	YFL005W	augustus_masked-scaffold_2-processed-gene-17.21-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.21&CDS=1-627
1329	OG0001329	YFL007W	augustus_masked-scaffold_3-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-4.54&CDS=1-6693
1330	OG0001330	YFL008W	augustus_masked-scaffold_2-processed-gene-13.68-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-13.68&CDS=1-3693
1331	OG0001331	YFL010C	augustus_masked-scaffold_2-processed-gene-17.39-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.39&CDS=1-690
1332	OG0001332	YFL016C	augustus_masked-scaffold_4-processed-gene-5.18-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.18&CDS=1-1422
1333	OG0001333	YFL017C	augustus_masked-scaffold_3-processed-gene-11.77-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.77&CDS=1-468
1334	OG0001334	YFL017W-A	augustus_masked-scaffold_3-processed-gene-11.59-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-11.59&CDS=1-222
1335	OG0001335	YFL018C	augustus_masked-scaffold_2-processed-gene-6.56-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.56&CDS=1-1470
1336	OG0001336	YFL021W	snap_masked-scaffold_1-processed-gene-24.57-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-24.57&CDS=1-1884
1337	OG0001337	YFL022C	augustus_masked-scaffold_1-processed-gene-5.36-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.36&CDS=1-1491
1338	OG0001338	YFL024C	augustus_masked-scaffold_2-processed-gene-20.30-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-20.30&CDS=1-2757
1339	OG0001339	YFL025C	augustus_masked-scaffold_1-processed-gene-8.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-8.33&CDS=1-2898
1340	OG0001340	YFL026W	augustus_masked-scaffold_2-processed-gene-7.8-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-7.8&CDS=1-1170
1341	OG0001341	YFL027C	augustus_masked-scaffold_4-processed-gene-8.10-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-8.10&CDS=1-2142
1342	OG0001342	YFL028C	augustus_masked-scaffold_6-processed-gene-6.5-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-6.5&CDS=1-993
1343	OG0001343	YFL033C	maker-scaffold_8-snap-gene-5.3-mRNA-1_1&gene=maker-scaffold_8-snap-gene-5.3&CDS=1-5325
1344	OG0001344	YFL034C-B	augustus_masked-scaffold_1-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.112&CDS=1-954
1345	OG0001345	YFL034W	augustus_masked-scaffold_2-processed-gene-17.19-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-17.19&CDS=1-2721
1346	OG0001346	YFL036W	augustus_masked-scaffold_1-processed-gene-3.122-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.122&CDS=1-3861
1347	OG0001347	YFL037W	augustus_masked-scaffold_1-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-3.113&CDS=1-1344
1348	OG0001348	YFL038C	augustus_masked-scaffold_1-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.33&CDS=1-621
1349	OG0001349	YFL039C	augustus_masked-scaffold_4-processed-gene-16.7-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.7&CDS=1-1128
1350	OG0001350	YFL044C	augustus_masked-scaffold_1-processed-gene-5.31-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.31&CDS=1-1014
1351	OG0001351	YFL045C	augustus_masked-scaffold_1-processed-gene-5.9-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.9&CDS=1-753
1352	OG0001352	YFL046W	augustus_masked-scaffold_1-processed-gene-5.10-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-5.10&CDS=1-615
1353	OG0001353	YFL047W	augustus_masked-scaffold_2-processed-gene-6.87-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-6.87&CDS=1-2403
1354	OG0001354	YFL053W	augustus_masked-scaffold_4-processed-gene-10.61-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-10.61&CDS=1-1782
1355	OG0001355	YFL055W	augustus_masked-scaffold_1-processed-gene-13.24-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-13.24&CDS=1-1539
1356	OG0001356	YFR001W	augustus_masked-scaffold_5-processed-gene-6.30-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-6.30&CDS=1-624
1357	OG0001357	YFR002W	augustus_masked-scaffold_3-processed-gene-18.84-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-18.84&CDS=1-2862
1358	OG0001358	YFR004W	augustus_masked-scaffold_4-processed-gene-17.27-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.27&CDS=1-936
1359	OG0001359	YFR005C	maker-scaffold_4-augustus-gene-17.8-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-17.8&CDS=1-1188
1360	OG0001360	YFR006W	augustus_masked-scaffold_4-processed-gene-17.50-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-17.50&CDS=1-1416
1361	OG0001361	YFR007W	snap_masked-scaffold_8-processed-gene-5.102-mRNA-1_1&gene=snap_masked-scaffold_8-processed-gene-5.102&CDS=1-768
1362	OG0001362	YFR009W	augustus_masked-scaffold_1-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.14&CDS=1-3480
1363	OG0001363	YFR010W	maker-scaffold_1-augustus-gene-1.8-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-1.8&CDS=1-1443
1364	OG0001364	YFR011C	maker-scaffold_1-augustus-gene-0.85-mRNA-1_1&gene=maker-scaffold_1-augustus-gene-0.85&CDS=1-453
1365	OG0001365	YFR015C	augustus_masked-scaffold_2-processed-gene-19.49-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.49&CDS=1-2097
1366	OG0001366	YFR016C	augustus_masked-scaffold_7-processed-gene-1.89-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-1.89&CDS=1-2439
1367	OG0001367	YFR019W	augustus_masked-scaffold_3-processed-gene-12.38-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.38&CDS=1-7797
1368	OG0001368	YFR021W	augustus_masked-scaffold_1-processed-gene-1.88-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-1.88&CDS=1-2793
1369	OG0001369	YFR024C-A	maker-scaffold_3-augustus-gene-14.8-mRNA-1_1&gene=maker-scaffold_3-augustus-gene-14.8&CDS=1-1218
1370	OG0001370	YFR025C	augustus_masked-scaffold_8-processed-gene-1.32-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.32&CDS=1-957
1371	OG0001371	YFR027W	augustus_masked-scaffold_1-processed-gene-11.83-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.83&CDS=1-735
1372	OG0001372	YFR028C	augustus_masked-scaffold_7-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-scaffold_7-processed-gene-2.76&CDS=1-1656
1373	OG0001373	YFR029W	augustus_masked-scaffold_1-processed-gene-6.4-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.4&CDS=1-2181
1374	OG0001374	YFR030W	augustus_masked-scaffold_3-processed-gene-3.31-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.31&CDS=1-3285
1375	OG0001375	YFR031C	augustus_masked-scaffold_3-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-2.19&CDS=1-3513
1376	OG0001376	YFR032C-A	snap_masked-scaffold_1-processed-gene-13.145-mRNA-1_1&gene=snap_masked-scaffold_1-processed-gene-13.145&CDS=1-186
1377	OG0001377	YFR033C	maker-scaffold_5-augustus-gene-9.41-mRNA-1_1&gene=maker-scaffold_5-augustus-gene-9.41&CDS=1-357
1378	OG0001378	YFR034C	augustus_masked-scaffold_1-processed-gene-24.91-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-24.91&CDS=1-1524
1379	OG0001379	YFR037C	augustus_masked-scaffold_4-processed-gene-16.47-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-16.47&CDS=1-1767
1380	OG0001380	YFR038W	augustus_masked-scaffold_5-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-4.36&CDS=1-2499
1381	OG0001381	YFR041C	augustus_masked-scaffold_2-processed-gene-11.24-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-11.24&CDS=1-930
1382	OG0001382	YFR043C	augustus_masked-scaffold_1-processed-gene-19.38-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.38&CDS=1-813
1383	OG0001383	YFR044C	augustus_masked-scaffold_6-processed-gene-9.13-mRNA-1_1&gene=augustus_masked-scaffold_6-processed-gene-9.13&CDS=1-1443
1384	OG0001384	YFR047C	augustus_masked-scaffold_1-processed-gene-11.73-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-11.73&CDS=1-900
1385	OG0001385	YFR048W	augustus_masked-scaffold_8-processed-gene-5.151-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-5.151&CDS=1-3213
1386	OG0001386	YFR049W	maker-scaffold_4-augustus-gene-5.0-mRNA-1_1&gene=maker-scaffold_4-augustus-gene-5.0&CDS=1-288
1387	OG0001387	YFR050C	augustus_masked-scaffold_4-processed-gene-5.7-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.7&CDS=1-837
1388	OG0001388	YFR051C	augustus_masked-scaffold_4-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-5.13&CDS=1-1710
1389	OG0001389	YFR052W	augustus_masked-scaffold_3-processed-gene-3.12-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-3.12&CDS=1-831
1390	OG0001390	YFR053C	augustus_masked-scaffold_2-processed-gene-12.88-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-12.88&CDS=1-1449
1391	OG0001391	YGL001C	augustus_masked-scaffold_1-processed-gene-20.98-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.98&CDS=1-1053
1392	OG0001392	YGL006W	augustus_masked-scaffold_5-processed-gene-2.86-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-2.86&CDS=1-3714
1393	OG0001393	YGL008C	augustus_masked-scaffold_5-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.2&CDS=1-2685
1394	OG0001394	YGL009C	augustus_masked-scaffold_2-processed-gene-19.63-mRNA-1_1&gene=augustus_masked-scaffold_2-processed-gene-19.63&CDS=1-2298
1395	OG0001395	YGL010W	augustus_masked-scaffold_3-processed-gene-12.3-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.3&CDS=1-585
1396	OG0001396	YGL011C	augustus_masked-scaffold_5-processed-gene-3.25-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.25&CDS=1-741
1397	OG0001397	YGL012W	augustus_masked-scaffold_5-processed-gene-3.7-mRNA-1_1&gene=augustus_masked-scaffold_5-processed-gene-3.7&CDS=1-1407
1398	OG0001398	YGL016W	augustus_masked-scaffold_3-processed-gene-19.107-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.107&CDS=1-3045
1399	OG0001399	YGL017W	augustus_masked-scaffold_3-processed-gene-19.100-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.100&CDS=1-1443
1400	OG0001400	YGL018C	augustus_masked-scaffold_3-processed-gene-19.103-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.103&CDS=1-651
1401	OG0001401	YGL019W	augustus_masked-scaffold_3-processed-gene-19.147-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.147&CDS=1-939
1402	OG0001402	YGL020C	augustus_masked-scaffold_3-processed-gene-19.104-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-19.104&CDS=1-627
1403	OG0001403	YGL022W	augustus_masked-scaffold_3-processed-gene-12.4-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.4&CDS=1-2196
1404	OG0001404	YGL023C	augustus_masked-scaffold_3-processed-gene-12.5-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-12.5&CDS=1-2331
1405	OG0001405	YGL026C	augustus_masked-scaffold_1-processed-gene-20.108-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.108&CDS=1-2109
1406	OG0001406	YGL027C	augustus_masked-scaffold_1-processed-gene-20.93-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-20.93&CDS=1-2436
1407	OG0001407	YGL028C	augustus_masked-scaffold_4-processed-gene-6.29-mRNA-1_1&gene=augustus_masked-scaffold_4-processed-gene-6.29&CDS=1-1575
1408	OG0001408	YGL030W	augustus_masked-scaffold_1-processed-gene-19.41-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-19.41&CDS=1-318
1409	OG0001409	YGL037C	augustus_masked-scaffold_8-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-scaffold_8-processed-gene-1.10&CDS=1-687
1410	OG0001410	YGL040C	augustus_masked-scaffold_3-processed-gene-17.48-mRNA-1_1&gene=augustus_masked-scaffold_3-processed-gene-17.48&CDS=1-1023
1411	OG0001411	YGL043W	augustus_masked-scaffold_1-processed-gene-6.22-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.22&CDS=1-888
1412	OG0001412	YGL044C	augustus_masked-scaffold_1-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-6.7&CDS=1-708
1413	OG0001413	YGL045W	augustus_masked-scaffold_1-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-0.21&CDS=1-1848
1414	OG0001414	YGL047W	augustus_masked-scaffold_1-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-scaffold_1-processed-gene-2.144&CDS=1-624
